"hlf0001_h","year","e11102","migback","n","percent","lower_confidence","upper_confidence","value"
"Tenant","1987","Employed","indirect migration background","","","","","5"
"Main Tenant","1988","Not Employed","no migration background","1204","0.504443257343116","0.485442971779025","0.523443542907206","1"
"Main Tenant","1988","Not Employed","direct migration background","674","0.662645509292302","0.630125253435804","0.695165765148801","1"
"Main Tenant","1988","Not Employed","indirect migration background","76","0.712379269035685","0.623213897643484","0.801544640427886","1"
"Main Tenant","1988","Employed","no migration background","2045","0.470807557408921","0.456130517881268","0.485484596936574","1"
"Main Tenant","1988","Employed","direct migration background","1619","0.752983007412118","0.733477542785938","0.772488472038298","1"
"Main Tenant","1988","Employed","indirect migration background","102","0.77601731539421","0.70293100916065","0.849103621627771","1"
"Nursing Home/Retirement Community","1988","Not Employed","direct migration background","","","","","4"
"Nursing Home/Retirement Community","1988","Not Employed","no migration background","","","","","4"
"Nursing Home/Retirement Community","1988","Not Employed","indirect migration background","","","","","4"
"Nursing Home/Retirement Community","1988","Employed","no migration background","","","","","4"
"Nursing Home/Retirement Community","1988","Employed","direct migration background","","","","","4"
"Nursing Home/Retirement Community","1988","Employed","indirect migration background","","","","","4"
"Owner","1988","Not Employed","direct migration background","126","0.311789955383137","0.27992879125371","0.343651119512564","3"
"Owner","1988","Not Employed","no migration background","1408","0.474372886778641","0.455396825175051","0.493348948382232","3"
"Owner","1988","Not Employed","indirect migration background","23","","","","3"
"Owner","1988","Employed","no migration background","2298","0.504265909752845","0.48956432568794","0.51896749381775","3"
"Owner","1988","Employed","indirect migration background","22","","","","3"
"Owner","1988","Employed","direct migration background","225","0.217656230837428","0.198993093016828","0.236319368658028","3"
"Sub-Tenant","1988","Not Employed","no migration background","48","0.0211838558782429","0.0157116762982508","0.0266560354582349","2"
"Sub-Tenant","1988","Not Employed","direct migration background","12","","","","2"
"Sub-Tenant","1988","Not Employed","indirect migration background","","","","","2"
"Sub-Tenant","1988","Employed","no migration background","100","0.0249265328382345","0.0203423752261639","0.0295106904503051","2"
"Sub-Tenant","1988","Employed","indirect migration background","1","","","","2"
"Sub-Tenant","1988","Employed","direct migration background","34","0.0293607617504538","0.0217256942945165","0.036995829206391","2"
"Tenant","1988","Not Employed","no migration background","","","","","5"
"Tenant","1988","Not Employed","direct migration background","","","","","5"
"Tenant","1988","Employed","direct migration background","","","","","5"
"Tenant","1988","Not Employed","indirect migration background","","","","","5"
"Tenant","1988","Employed","no migration background","","","","","5"
"Tenant","1988","Employed","indirect migration background","","","","","5"
"Main Tenant","1989","Not Employed","no migration background","1102","0.48406243631767","0.464542900149312","0.503581972486028","1"
"Main Tenant","1989","Not Employed","direct migration background","668","0.679722406731812","0.647550894017835","0.71189391944579","1"
"Main Tenant","1989","Not Employed","indirect migration background","85","0.789051440292188","0.712460785443063","0.865642095141314","1"
"Main Tenant","1989","Employed","no migration background","1991","0.469720008664244","0.454837423789975","0.484602593538512","1"
"Main Tenant","1989","Employed","direct migration background","1531","0.743277559309253","0.723086427016105","0.763468691602401","1"
"Main Tenant","1989","Employed","indirect migration background","124","0.758147980171707","0.689849432637465","0.826446527705949","1"
"Nursing Home/Retirement Community","1989","Not Employed","no migration background","","","","","4"
"Nursing Home/Retirement Community","1989","Not Employed","direct migration background","","","","","4"
"Nursing Home/Retirement Community","1989","Not Employed","indirect migration background","","","","","4"
"Nursing Home/Retirement Community","1989","Employed","no migration background","","","","","4"
"Nursing Home/Retirement Community","1989","Employed","direct migration background","","","","","4"
"Nursing Home/Retirement Community","1989","Employed","indirect migration background","","","","","4"
"Owner","1989","Not Employed","direct migration background","127","0.296373120199379","0.264885993782221","0.327860246616537","3"
"Owner","1989","Not Employed","no migration background","1369","0.493266354189365","0.4737386653915","0.51279404298723","3"
"Owner","1989","Not Employed","indirect migration background","23","","","","3"
"Owner","1989","Employed","no migration background","2232","0.504757346246336","0.489848069958237","0.519666622534436","3"
"Owner","1989","Employed","direct migration background","231","0.228654590194351","0.209242707459515","0.248066472929187","3"
"Owner","1989","Employed","indirect migration background","27","","","","3"
"Sub-Tenant","1989","Not Employed","no migration background","42","0.02042715447535","0.0149020240604687","0.0259522848902313","2"
"Sub-Tenant","1989","Not Employed","direct migration background","12","","","","2"
"Sub-Tenant","1989","Not Employed","indirect migration background","1","","","","2"
"Sub-Tenant","1989","Employed","direct migration background","36","0.0280678504963964","0.0204334348905668","0.0357022661022259","2"
"Sub-Tenant","1989","Employed","no migration background","89","0.0238073690564001","0.0192613664304935","0.0283533716823068","2"
"Sub-Tenant","1989","Employed","indirect migration background","","","","","2"
"Tenant","1989","Not Employed","no migration background","5","","","","5"
"Tenant","1989","Not Employed","direct migration background","1","","","","5"
"Tenant","1989","Not Employed","indirect migration background","","","","","5"
"Tenant","1989","Employed","no migration background","8","","","","5"
"Tenant","1989","Employed","direct migration background","","","","","5"
"Tenant","1989","Employed","indirect migration background","","","","","5"
"Main Tenant","1990","Not Employed","no migration background","1048","0.483147669619399","0.46325445503917","0.503040884199629","1"
"Main Tenant","1990","Not Employed","direct migration background","649","0.686234123098707","0.654119715357378","0.718348530840036","1"
"Main Tenant","1990","Not Employed","indirect migration background","96","0.79564034321909","0.723191644278163","0.868089042160017","1"
"Main Tenant","1990","Employed","no migration background","1950","0.475544214657492","0.460521129284188","0.490567300030797","1"
"Main Tenant","1990","Employed","direct migration background","1445","0.72957047203796","0.70875367702986","0.75038726704606","1"
"Main Tenant","1990","Employed","indirect migration background","145","0.782859104092252","0.722119203926858","0.843599004257647","1"
"Nursing Home/Retirement Community","1990","Not Employed","no migration background","","","","","4"
"Nursing Home/Retirement Community","1990","Not Employed","direct migration background","","","","","4"
"Nursing Home/Retirement Community","1990","Not Employed","indirect migration background","","","","","4"
"Nursing Home/Retirement Community","1990","Employed","no migration background","","","","","4"
"Nursing Home/Retirement Community","1990","Employed","direct migration background","","","","","4"
"Nursing Home/Retirement Community","1990","Employed","indirect migration background","","","","","4"
"Owner","1990","Not Employed","no migration background","1335","0.493640919669625","0.473738005925407","0.513543833413843","3"
"Owner","1990","Not Employed","direct migration background","133","0.283773680572369","0.252572422799252","0.314974938345486","3"
"Owner","1990","Not Employed","indirect migration background","22","","","","3"
"Owner","1990","Employed","no migration background","2188","0.496709014989823","0.481668252942856","0.511749777036789","3"
"Owner","1990","Employed","direct migration background","263","0.234961313145605","0.215091532838925","0.254831093452285","3"
"Owner","1990","Employed","indirect migration background","30","0.195516793936466","0.137090009852356","0.253943578020577","3"
"Sub-Tenant","1990","Not Employed","no migration background","38","0.0211144510844609","0.0153912679947707","0.0268376341741511","2"
"Sub-Tenant","1990","Not Employed","direct migration background","20","","","","2"
"Sub-Tenant","1990","Not Employed","indirect migration background","1","","","","2"
"Sub-Tenant","1990","Employed","no migration background","107","0.027746770352685","0.0228058806301376","0.0326876600752324","2"
"Sub-Tenant","1990","Employed","direct migration background","39","0.0349757963387358","0.0263657379824989","0.0435858546949726","2"
"Sub-Tenant","1990","Employed","indirect migration background","2","","","","2"
"Tenant","1990","Not Employed","no migration background","3","","","","5"
"Tenant","1990","Not Employed","direct migration background","","","","","5"
"Tenant","1990","Not Employed","indirect migration background","","","","","5"
"Tenant","1990","Employed","no migration background","","","","","5"
"Tenant","1990","Employed","direct migration background","2","","","","5"
"Tenant","1990","Employed","indirect migration background","","","","","5"
"Main Tenant","1991","Not Employed","no migration background","1007","0.471178888174128","0.451095058670348","0.491262717677907","1"
"Main Tenant","1991","Not Employed","direct migration background","598","0.661857613478628","0.62817966878195","0.695535558175307","1"
"Main Tenant","1991","Not Employed","indirect migration background","106","0.744194332951379","0.670319935461597","0.818068730441162","1"
"Main Tenant","1991","Employed","no migration background","2001","0.483884230467442","0.468829663924598","0.498938797010286","1"
"Main Tenant","1991","Employed","direct migration background","1420","0.727936865891818","0.707014783377131","0.748858948406504","1"
"Main Tenant","1991","Employed","indirect migration background","178","0.771601189782681","0.715487061068625","0.827715318496737","1"
"Nursing Home/Retirement Community","1991","Not Employed","no migration background","","","","","4"
"Nursing Home/Retirement Community","1991","Not Employed","direct migration background","","","","","4"
"Nursing Home/Retirement Community","1991","Employed","no migration background","","","","","4"
"Nursing Home/Retirement Community","1991","Not Employed","indirect migration background","","","","","4"
"Nursing Home/Retirement Community","1991","Employed","direct migration background","","","","","4"
"Nursing Home/Retirement Community","1991","Employed","indirect migration background","","","","","4"
"Owner","1991","Not Employed","direct migration background","140","0.314918419554604","0.28185226698391","0.347984572125299","3"
"Owner","1991","Not Employed","no migration background","1324","0.50410136200448","0.483984760401136","0.524217963607824","3"
"Owner","1991","Employed","no migration background","2135","0.489496466654068","0.474437397988329","0.504555535319808","3"
"Owner","1991","Not Employed","indirect migration background","26","","","","3"
"Owner","1991","Employed","direct migration background","276","0.239722718619479","0.219651959043547","0.259793478195411","3"
"Owner","1991","Employed","indirect migration background","35","0.218756050515089","0.163497151027097","0.27401495000308","3"
"Sub-Tenant","1991","Not Employed","no migration background","40","0.0223531075660625","0.0164052687886198","0.0283009463435052","2"
"Sub-Tenant","1991","Not Employed","direct migration background","20","","","","2"
"Sub-Tenant","1991","Not Employed","indirect migration background","2","","","","2"
"Sub-Tenant","1991","Employed","no migration background","97","0.02661930287849","0.0217701747407945","0.0314684310161854","2"
"Sub-Tenant","1991","Employed","indirect migration background","2","","","","2"
"Sub-Tenant","1991","Employed","direct migration background","40","0.0318903087073222","0.0236296467473212","0.0401509706673231","2"
"Tenant","1991","Not Employed","no migration background","2","","","","5"
"Tenant","1991","Not Employed","direct migration background","","","","","5"
"Tenant","1991","Not Employed","indirect migration background","","","","","5"
"Tenant","1991","Employed","no migration background","","","","","5"
"Tenant","1991","Employed","direct migration background","2","","","","5"
"Tenant","1991","Employed","indirect migration background","","","","","5"
"Main Tenant","1992","Not Employed","no migration background","1617","0.507413749400471","0.490379540628184","0.524447958172759","1"
"Main Tenant","1992","Not Employed","direct migration background","623","0.686087909413489","0.65406909637217","0.718106722454808","1"
"Main Tenant","1992","Not Employed","indirect migration background","119","0.702547965986017","0.631268241982781","0.773827689989252","1"
"Main Tenant","1992","Employed","no migration background","3901","0.524219592680282","0.512601362011355","0.535837823349208","1"
"Main Tenant","1992","Employed","indirect migration background","210","0.775154824262757","0.723712113631263","0.82659753489425","1"
"Main Tenant","1992","Employed","direct migration background","1384","0.701139647798238","0.67977797711194","0.722501318484536","1"
"Nursing Home/Retirement Community","1992","Not Employed","no migration background","","","","","4"
"Nursing Home/Retirement Community","1992","Not Employed","direct migration background","","","","","4"
"Nursing Home/Retirement Community","1992","Not Employed","indirect migration background","","","","","4"
"Nursing Home/Retirement Community","1992","Employed","no migration background","","","","","4"
"Nursing Home/Retirement Community","1992","Employed","direct migration background","","","","","4"
"Nursing Home/Retirement Community","1992","Employed","indirect migration background","","","","","4"
"Owner","1992","Not Employed","direct migration background","165","0.294533591140325","0.263083861983112","0.325983320297538","3"
"Owner","1992","Not Employed","no migration background","1628","0.467532270158509","0.450532143783627","0.484532396533392","3"
"Owner","1992","Not Employed","indirect migration background","39","0.297452034013983","0.226172310010748","0.368731758017219","3"
"Owner","1992","Employed","no migration background","2994","0.444178122511344","0.432618956688493","0.455737288334196","3"
"Owner","1992","Employed","direct migration background","329","0.258934675700813","0.23849273361115","0.279376617790475","3"
"Owner","1992","Employed","indirect migration background","39","0.194268149237377","0.145517107801834","0.24301919067292","3"
"Sub-Tenant","1992","Not Employed","no migration background","60","0.022750338653167","0.0176699562319912","0.0278307210743427","2"
"Sub-Tenant","1992","Not Employed","direct migration background","19","","","","2"
"Sub-Tenant","1992","Not Employed","indirect migration background","","","","","2"
"Sub-Tenant","1992","Employed","no migration background","200","0.0310211402692842","0.0269877882899913","0.0350544922485771","2"
"Sub-Tenant","1992","Employed","direct migration background","50","0.0379399153395059","0.0290243666206995","0.0468554640583123","2"
"Sub-Tenant","1992","Employed","indirect migration background","4","","","","2"
"Tenant","1992","Not Employed","no migration background","4","","","","5"
"Tenant","1992","Not Employed","direct migration background","","","","","5"
"Tenant","1992","Not Employed","indirect migration background","","","","","5"
"Tenant","1992","Employed","no migration background","3","","","","5"
"Tenant","1992","Employed","direct migration background","1","","","","5"
"Tenant","1992","Employed","indirect migration background","","","","","5"
"Main Tenant","1993","Not Employed","no migration background","1763","0.510212722990427","0.493541543926349","0.526883902054505","1"
"Main Tenant","1993","Not Employed","direct migration background","624","0.641145033530094","0.608314436038052","0.673975631022136","1"
"Main Tenant","1993","Not Employed","indirect migration background","124","0.615633254164098","0.542075681585647","0.689190826742549","1"
"Main Tenant","1993","Employed","no migration background","3630","0.512629052014132","0.500702245818602","0.524555858209662","1"
"Main Tenant","1993","Employed","direct migration background","1307","0.698116800527042","0.676151576873768","0.720082024180317","1"
"Main Tenant","1993","Employed","indirect migration background","245","0.74610965638433","0.697502842465716","0.794716470302943","1"
"Nursing Home/Retirement Community","1993","Not Employed","no migration background","","","","","4"
"Nursing Home/Retirement Community","1993","Not Employed","direct migration background","","","","","4"
"Nursing Home/Retirement Community","1993","Not Employed","indirect migration background","","","","","4"
"Nursing Home/Retirement Community","1993","Employed","no migration background","","","","","4"
"Nursing Home/Retirement Community","1993","Employed","direct migration background","","","","","4"
"Nursing Home/Retirement Community","1993","Employed","indirect migration background","","","","","4"
"Owner","1993","Not Employed","no migration background","1620","0.462168738432936","0.445541878874673","0.478795597991199","3"
"Owner","1993","Not Employed","direct migration background","170","0.314088667645241","0.28231983275394","0.345857502536541","3"
"Owner","1993","Not Employed","indirect migration background","42","0.378087930516304","0.304762545893222","0.451413315139386","3"
"Owner","1993","Employed","no migration background","2922","0.457587512172779","0.445699899188629","0.469475125156929","3"
"Owner","1993","Employed","direct migration background","321","0.25965889142793","0.238680622690761","0.2806371601651","3"
"Owner","1993","Employed","indirect migration background","53","0.200478916409495","0.15576712749841","0.245190705320581","3"
"Sub-Tenant","1993","Not Employed","no migration background","71","0.027618538576637","0.0221533442760062","0.0330837328772677","2"
"Sub-Tenant","1993","Not Employed","indirect migration background","2","","","","2"
"Sub-Tenant","1993","Not Employed","direct migration background","26","","","","2"
"Sub-Tenant","1993","Employed","direct migration background","50","0.0422243080450273","0.0326023094600743","0.0518463066299804","2"
"Sub-Tenant","1993","Employed","no migration background","195","0.0297834358130889","0.0257272814289084","0.0338395901972694","2"
"Sub-Tenant","1993","Employed","indirect migration background","10","","","","2"
"Tenant","1993","Not Employed","no migration background","","","","","5"
"Tenant","1993","Not Employed","direct migration background","","","","","5"
"Tenant","1993","Not Employed","indirect migration background","","","","","5"
"Tenant","1993","Employed","no migration background","","","","","5"
"Tenant","1993","Employed","direct migration background","","","","","5"
"Tenant","1993","Employed","indirect migration background","","","","","5"
"Main Tenant","1994","Not Employed","no migration background","1806","0.501219760284918","0.484827474048173","0.517612046521664","1"
"Main Tenant","1994","Not Employed","direct migration background","637","0.663955634887186","0.632012591804775","0.695898677969598","1"
"Main Tenant","1994","Not Employed","indirect migration background","130","0.623960370497202","0.55177979320883","0.696140947785574","1"
"Main Tenant","1994","Employed","no migration background","3457","0.51338787486134","0.501234247276575","0.525541502446106","1"
"Main Tenant","1994","Employed","direct migration background","1195","0.700501195145266","0.677565035886284","0.723437354404249","1"
"Main Tenant","1994","Employed","indirect migration background","264","0.779850243335061","0.734663448140932","0.82503703852919","1"
"Nursing Home/Retirement Community","1994","Not Employed","no migration background","","","","","4"
"Nursing Home/Retirement Community","1994","Not Employed","indirect migration background","","","","","4"
"Nursing Home/Retirement Community","1994","Not Employed","direct migration background","","","","","4"
"Nursing Home/Retirement Community","1994","Employed","no migration background","","","","","4"
"Nursing Home/Retirement Community","1994","Employed","direct migration background","","","","","4"
"Nursing Home/Retirement Community","1994","Employed","indirect migration background","","","","","4"
"Owner","1994","Not Employed","no migration background","1693","0.469822127248002","0.453459676604562","0.486184577891443","3"
"Owner","1994","Not Employed","direct migration background","177","0.300230339671555","0.269233794459357","0.331226884883753","3"
"Owner","1994","Not Employed","indirect migration background","43","0.376039629502798","0.303859052214426","0.44822020679117","3"
"Owner","1994","Employed","no migration background","2856","0.458293362539665","0.446177745988639","0.470408979090691","3"
"Owner","1994","Employed","direct migration background","295","0.2702411576608","0.248003751026167","0.292478564295433","3"
"Owner","1994","Employed","indirect migration background","50","0.178762648290306","0.13697772908782","0.220547567492792","3"
"Sub-Tenant","1994","Not Employed","direct migration background","26","","","","2"
"Sub-Tenant","1994","Not Employed","no migration background","75","0.0289581124670795","0.023460489851868","0.034455735082291","2"
"Sub-Tenant","1994","Not Employed","indirect migration background","","","","","2"
"Sub-Tenant","1994","Employed","no migration background","184","0.0283187625989948","0.0242851823437394","0.0323523428542503","2"
"Sub-Tenant","1994","Employed","direct migration background","42","0.0292576471939338","0.0208186586624104","0.0376966357254573","2"
"Sub-Tenant","1994","Employed","indirect migration background","9","","","","2"
"Tenant","1994","Not Employed","no migration background","","","","","5"
"Tenant","1994","Not Employed","direct migration background","","","","","5"
"Tenant","1994","Not Employed","indirect migration background","","","","","5"
"Tenant","1994","Employed","no migration background","","","","","5"
"Tenant","1994","Employed","direct migration background","","","","","5"
"Tenant","1994","Employed","indirect migration background","","","","","5"
"Main Tenant","1995","Not Employed","no migration background","1803","0.485405454524119","0.468987917385076","0.501822991663163","1"
"Main Tenant","1995","Not Employed","direct migration background","866","0.686189157542774","0.658841103736958","0.713537211348591","1"
"Main Tenant","1995","Not Employed","indirect migration background","124","0.533684019460518","0.459130849132884","0.608237189788153","1"
"Main Tenant","1995","Employed","no migration background","3406","0.499780664431323","0.487609558487601","0.511951770375045","1"
"Main Tenant","1995","Employed","indirect migration background","271","0.677508291775268","0.627896206072348","0.727120377478188","1"
"Main Tenant","1995","Employed","direct migration background","1330","0.692450074995891","0.670564588558691","0.714335561433091","1"
"Nursing Home/Retirement Community","1995","Not Employed","no migration background","","","","","4"
"Nursing Home/Retirement Community","1995","Not Employed","direct migration background","","","","","4"
"Nursing Home/Retirement Community","1995","Not Employed","indirect migration background","","","","","4"
"Nursing Home/Retirement Community","1995","Employed","no migration background","","","","","4"
"Nursing Home/Retirement Community","1995","Employed","indirect migration background","","","","","4"
"Nursing Home/Retirement Community","1995","Employed","direct migration background","","","","","4"
