"hlf0001_h","year","e11102","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Nursing Home/Retirement Community","1984","Employed","Single parent ","","","",""
"Nursing Home/Retirement Community","1984","Employed","Couple + C. LE 16 ","","","",""
"Nursing Home/Retirement Community","1984","Employed","Couple + C. GT 16 ","","","",""
"Nursing Home/Retirement Community","1984","Employed","Couple + C. LE and GT 16","","","",""
"Tenant","1984","Not Employed","1-pers.-HH","2","","",""
"Tenant","1984","Not Employed","(Married) couple without C. ","8","","",""
"Tenant","1984","Not Employed","Single parent ","","","",""
"Tenant","1984","Not Employed","Couple + C. LE 16 ","3","","",""
"Tenant","1984","Not Employed","Couple + C. GT 16 ","2","","",""
"Tenant","1984","Not Employed","Couple + C. LE and GT 16","2","","",""
"Tenant","1984","Employed","1-pers.-HH","4","","",""
"Tenant","1984","Employed","(Married) couple without C. ","","","",""
"Tenant","1984","Employed","Single parent ","","","",""
"Tenant","1984","Employed","Couple + C. LE 16 ","7","","",""
"Tenant","1984","Employed","Couple + C. GT 16 ","2","","",""
"Tenant","1984","Employed","Couple + C. LE and GT 16","2","","",""
"Main Tenant","1985","Not Employed","1-pers.-HH","417","0.731058566289222","0.694721068388408","0.767396064190036"
"Main Tenant","1985","Not Employed","(Married) couple without C. ","576","0.5132756688804","0.483548739892306","0.543002597868494"
"Main Tenant","1985","Not Employed","Single parent ","139","0.605175881515899","0.53953099041081","0.670820772620987"
"Main Tenant","1985","Not Employed","Couple + C. LE 16 ","509","0.545972300712168","0.51091941965284","0.581025181771496"
"Main Tenant","1985","Not Employed","Couple + C. GT 16 ","275","0.313790722557883","0.27919221148185","0.348389233633917"
"Main Tenant","1985","Not Employed","Couple + C. LE and GT 16","302","0.32620026862882","0.286399444901141","0.366001092356499"
"Main Tenant","1985","Employed","1-pers.-HH","481","0.79036765163929","0.75801275404205","0.822722549236529"
"Main Tenant","1985","Employed","(Married) couple without C. ","916","0.624970384085673","0.599058666389773","0.650882101781573"
"Main Tenant","1985","Employed","Single parent ","212","0.568431528114403","0.514992930175695","0.62187012605311"
"Main Tenant","1985","Employed","Couple + C. LE 16 ","1227","0.548588521132352","0.526212598702871","0.570964443561833"
"Main Tenant","1985","Employed","Couple + C. GT 16 ","631","0.367609320172321","0.341735761657505","0.393482878687138"
"Main Tenant","1985","Employed","Couple + C. LE and GT 16","489","0.285998917918535","0.257368759434231","0.314629076402838"
"Sub-Tenant","1985","Not Employed","1-pers.-HH","20","","",""
"Sub-Tenant","1985","Not Employed","(Married) couple without C. ","11","","",""
"Sub-Tenant","1985","Not Employed","Single parent ","7","","",""
"Sub-Tenant","1985","Not Employed","Couple + C. LE 16 ","11","","",""
"Sub-Tenant","1985","Not Employed","Couple + C. GT 16 ","5","","",""
"Sub-Tenant","1985","Not Employed","Couple + C. LE and GT 16","","","",""
"Sub-Tenant","1985","Employed","1-pers.-HH","46","0.0483522893482789","0.0313015613744728","0.0654030173220851"
"Sub-Tenant","1985","Employed","(Married) couple without C. ","21","","",""
"Sub-Tenant","1985","Employed","Single parent ","1","","",""
"Sub-Tenant","1985","Employed","Couple + C. LE 16 ","25","","",""
"Sub-Tenant","1985","Employed","Couple + C. GT 16 ","4","","",""
"Sub-Tenant","1985","Employed","Couple + C. LE and GT 16","","","",""
"Owner","1985","Not Employed","1-pers.-HH","135","0.24097807276717","0.205929849951067","0.276026295583274"
"Owner","1985","Not Employed","(Married) couple without C. ","499","0.477537021749181","0.447829634154715","0.507244409343648"
"Owner","1985","Not Employed","Single parent ","67","0.374976726994701","0.309962479424853","0.439990974564549"
"Owner","1985","Not Employed","Couple + C. LE 16 ","255","0.44102046585762","0.406064237700162","0.475976694015078"
"Owner","1985","Not Employed","Couple + C. GT 16 ","411","0.678431955994041","0.643606351990874","0.713257559997208"
"Owner","1985","Not Employed","Couple + C. LE and GT 16","231","0.67379973137118","0.633998907643501","0.713600555098859"
"Owner","1985","Employed","1-pers.-HH","81","0.161280059012432","0.132045595893443","0.19051452213142"
"Owner","1985","Employed","(Married) couple without C. ","404","0.362805040070562","0.337071085858379","0.388538994282746"
"Owner","1985","Employed","Single parent ","117","0.42718908526988","0.373817901272816","0.480560269266945"
"Owner","1985","Employed","Couple + C. LE 16 ","648","0.438319523001757","0.416008917226105","0.460630128777409"
"Owner","1985","Employed","Couple + C. GT 16 ","699","0.631265372663568","0.605375308806987","0.65715543652015"
"Owner","1985","Employed","Couple + C. LE and GT 16","468","0.714001082081465","0.685370923597162","0.742631240565769"
"Nursing Home/Retirement Community","1985","Not Employed","1-pers.-HH","","","",""
"Nursing Home/Retirement Community","1985","Not Employed","(Married) couple without C. ","","","",""
"Nursing Home/Retirement Community","1985","Not Employed","Single parent ","","","",""
"Nursing Home/Retirement Community","1985","Not Employed","Couple + C. LE 16 ","","","",""
"Nursing Home/Retirement Community","1985","Not Employed","Couple + C. GT 16 ","","","",""
"Nursing Home/Retirement Community","1985","Not Employed","Couple + C. LE and GT 16","","","",""
"Nursing Home/Retirement Community","1985","Employed","1-pers.-HH","","","",""
"Nursing Home/Retirement Community","1985","Employed","(Married) couple without C. ","","","",""
"Nursing Home/Retirement Community","1985","Employed","Single parent ","","","",""
"Nursing Home/Retirement Community","1985","Employed","Couple + C. LE 16 ","","","",""
"Nursing Home/Retirement Community","1985","Employed","Couple + C. GT 16 ","","","",""
"Nursing Home/Retirement Community","1985","Employed","Couple + C. LE and GT 16","","","",""
"Tenant","1985","Not Employed","1-pers.-HH","","","",""
"Tenant","1985","Not Employed","(Married) couple without C. ","","","",""
"Tenant","1985","Not Employed","Single parent ","","","",""
"Tenant","1985","Not Employed","Couple + C. LE 16 ","","","",""
"Tenant","1985","Not Employed","Couple + C. GT 16 ","","","",""
"Tenant","1985","Not Employed","Couple + C. LE and GT 16","","","",""
"Tenant","1985","Employed","1-pers.-HH","","","",""
"Tenant","1985","Employed","(Married) couple without C. ","","","",""
"Tenant","1985","Employed","Single parent ","","","",""
"Tenant","1985","Employed","Couple + C. LE 16 ","","","",""
"Tenant","1985","Employed","Couple + C. GT 16 ","","","",""
"Tenant","1985","Employed","Couple + C. LE and GT 16","","","",""
"Main Tenant","1986","Not Employed","1-pers.-HH","379","0.707749110161949","0.669318742419528","0.74617947790437"
"Main Tenant","1986","Not Employed","(Married) couple without C. ","501","0.49454156086677","0.463676868791976","0.525406252941563"
"Main Tenant","1986","Not Employed","Single parent ","115","0.555979226980008","0.486597372313988","0.625361081646029"
"Main Tenant","1986","Not Employed","Couple + C. LE 16 ","436","0.558047091790348","0.520582618848528","0.595511564732168"
"Main Tenant","1986","Not Employed","Couple + C. GT 16 ","259","0.296886117705489","0.262894163149925","0.330878072261052"
"Main Tenant","1986","Not Employed","Couple + C. LE and GT 16","255","0.302329221641446","0.26199267172683","0.342665771556063"
"Main Tenant","1986","Employed","1-pers.-HH","449","0.78885056152879","0.75563616018339","0.822064962874191"
"Main Tenant","1986","Employed","(Married) couple without C. ","941","0.629514975196969","0.604025885831623","0.655004064562315"
"Main Tenant","1986","Employed","Single parent ","189","0.558961501619023","0.503690613512712","0.614232389725334"
"Main Tenant","1986","Employed","Couple + C. LE 16 ","1113","0.56039397292412","0.53701891508896","0.583769030759281"
"Main Tenant","1986","Employed","Couple + C. GT 16 ","636","0.350587418467589","0.325708269387028","0.375466567548149"
"Main Tenant","1986","Employed","Couple + C. LE and GT 16","461","0.291140297714432","0.261526426685181","0.320754168743683"
"Sub-Tenant","1986","Not Employed","1-pers.-HH","21","","",""
"Sub-Tenant","1986","Not Employed","(Married) couple without C. ","17","","",""
"Sub-Tenant","1986","Not Employed","Single parent ","6","","",""
"Sub-Tenant","1986","Not Employed","Couple + C. LE 16 ","16","","",""
"Sub-Tenant","1986","Not Employed","Couple + C. GT 16 ","","","",""
"Sub-Tenant","1986","Not Employed","Couple + C. LE and GT 16","3","","",""
"Sub-Tenant","1986","Employed","1-pers.-HH","49","0.0517409942761605","0.033714346744026","0.069767641808295"
"Sub-Tenant","1986","Employed","(Married) couple without C. ","28","","",""
"Sub-Tenant","1986","Employed","Single parent ","6","","",""
"Sub-Tenant","1986","Employed","Couple + C. LE 16 ","29","","",""
"Sub-Tenant","1986","Employed","Couple + C. GT 16 ","10","","",""
"Sub-Tenant","1986","Employed","Couple + C. LE and GT 16","3","","",""
"Owner","1986","Not Employed","1-pers.-HH","138","0.252774993442846","0.216051016517183","0.289498970368509"
"Owner","1986","Not Employed","(Married) couple without C. ","490","0.490763717441946","0.45990245283303","0.521624982050862"
"Owner","1986","Not Employed","Single parent ","76","0.416105005305545","0.34727404573346","0.48493596487763"
"Owner","1986","Not Employed","Couple + C. LE 16 ","223","0.424766145826775","0.387476060995275","0.462056230658275"
"Owner","1986","Not Employed","Couple + C. GT 16 ","435","0.703113882294511","0.669121927738948","0.737105836850075"
"Owner","1986","Not Employed","Couple + C. LE and GT 16","240","0.69420013809904","0.653733753018803","0.734666523179277"
"Owner","1986","Employed","1-pers.-HH","82","0.159408444195049","0.129617637238594","0.189199251151504"
"Owner","1986","Employed","(Married) couple without C. ","410","0.352186212947226","0.326975958644423","0.37739646725003"
"Owner","1986","Employed","Single parent ","115","0.429228380310192","0.374129516396421","0.484327244223964"
"Owner","1986","Employed","Couple + C. LE 16 ","590","0.426966555912787","0.403671644614786","0.450261467210787"
"Owner","1986","Employed","Couple + C. GT 16 ","767","0.646195665466897","0.621264613441337","0.671126717492458"
"Owner","1986","Employed","Couple + C. LE and GT 16","440","0.704788698857017","0.67505425424333","0.734523143470705"
"Nursing Home/Retirement Community","1986","Not Employed","1-pers.-HH","","","",""
"Nursing Home/Retirement Community","1986","Not Employed","(Married) couple without C. ","","","",""
"Nursing Home/Retirement Community","1986","Not Employed","Single parent ","","","",""
"Nursing Home/Retirement Community","1986","Not Employed","Couple + C. LE 16 ","","","",""
"Nursing Home/Retirement Community","1986","Not Employed","Couple + C. GT 16 ","","","",""
"Nursing Home/Retirement Community","1986","Not Employed","Couple + C. LE and GT 16","","","",""
"Nursing Home/Retirement Community","1986","Employed","1-pers.-HH","","","",""
"Nursing Home/Retirement Community","1986","Employed","(Married) couple without C. ","","","",""
"Nursing Home/Retirement Community","1986","Employed","Single parent ","","","",""
"Nursing Home/Retirement Community","1986","Employed","Couple + C. LE 16 ","","","",""
"Nursing Home/Retirement Community","1986","Employed","Couple + C. GT 16 ","","","",""
"Nursing Home/Retirement Community","1986","Employed","Couple + C. LE and GT 16","","","",""
"Tenant","1986","Not Employed","1-pers.-HH","","","",""
"Tenant","1986","Not Employed","(Married) couple without C. ","","","",""
"Tenant","1986","Not Employed","Single parent ","","","",""
"Tenant","1986","Not Employed","Couple + C. LE 16 ","","","",""
"Tenant","1986","Not Employed","Couple + C. GT 16 ","","","",""
"Tenant","1986","Not Employed","Couple + C. LE and GT 16","","","",""
"Tenant","1986","Employed","1-pers.-HH","","","",""
"Tenant","1986","Employed","(Married) couple without C. ","","","",""
"Tenant","1986","Employed","Single parent ","","","",""
"Tenant","1986","Employed","Couple + C. LE 16 ","","","",""
"Tenant","1986","Employed","Couple + C. GT 16 ","","","",""
"Tenant","1986","Employed","Couple + C. LE and GT 16","","","",""
"Main Tenant","1987","Not Employed","1-pers.-HH","375","0.722371224270465","0.684388166833849","0.76035428170708"
"Main Tenant","1987","Not Employed","(Married) couple without C. ","483","0.481926541256414","0.450785291363618","0.51306779114921"
"Main Tenant","1987","Not Employed","Single parent ","106","0.497697929048828","0.426035307908597","0.569360550189059"
"Main Tenant","1987","Not Employed","Couple + C. LE 16 ","422","0.583952807773501","0.545645669757886","0.622259945789115"
"Main Tenant","1987","Not Employed","Couple + C. GT 16 ","272","0.302255421482446","0.2684042526232","0.336106590341693"
"Main Tenant","1987","Not Employed","Couple + C. LE and GT 16","236","0.333418948440028","0.288439566209063","0.378398330670994"
"Main Tenant","1987","Employed","1-pers.-HH","432","0.748030118976084","0.712819348743411","0.783240889208758"
"Main Tenant","1987","Employed","(Married) couple without C. ","896","0.597827085100566","0.571824474972642","0.62382969522849"
"Main Tenant","1987","Employed","Single parent ","210","0.555055712155137","0.501918402977158","0.608193021333116"
"Main Tenant","1987","Employed","Couple + C. LE 16 ","1111","0.555219505897064","0.531802559404724","0.578636452389404"
"Main Tenant","1987","Employed","Couple + C. GT 16 ","626","0.340422750421892","0.316049867369169","0.364795633474616"
"Main Tenant","1987","Employed","Couple + C. LE and GT 16","427","0.300165946691398","0.269097238347292","0.331234655035505"
"Sub-Tenant","1987","Not Employed","1-pers.-HH","20","","",""
"Sub-Tenant","1987","Not Employed","(Married) couple without C. ","14","","",""
"Sub-Tenant","1987","Not Employed","Single parent ","2","","",""
"Sub-Tenant","1987","Not Employed","Couple + C. LE 16 ","14","","",""
"Sub-Tenant","1987","Not Employed","Couple + C. GT 16 ","2","","",""
"Sub-Tenant","1987","Not Employed","Couple + C. LE and GT 16","5","","",""
"Sub-Tenant","1987","Employed","1-pers.-HH","65","0.0827624910555098","0.0604165140497696","0.10510846806125"
"Sub-Tenant","1987","Employed","(Married) couple without C. ","26","","",""
"Sub-Tenant","1987","Employed","Single parent ","4","","",""
"Sub-Tenant","1987","Employed","Couple + C. LE 16 ","29","","",""
"Sub-Tenant","1987","Employed","Couple + C. GT 16 ","5","","",""
"Sub-Tenant","1987","Employed","Couple + C. LE and GT 16","9","","",""
"Owner","1987","Not Employed","1-pers.-HH","139","0.243249972706677","0.206860137802252","0.279639807611102"
"Owner","1987","Not Employed","(Married) couple without C. ","492","0.50235826670699","0.471196998890488","0.533519534523491"
"Owner","1987","Not Employed","Single parent ","79","0.486104958759399","0.414469255804412","0.557740661714386"
"Owner","1987","Not Employed","Couple + C. LE 16 ","200","0.396006823631871","0.357997785095921","0.434015862167822"
"Owner","1987","Not Employed","Couple + C. GT 16 ","433","0.697021789752141","0.663147729204623","0.73089585029966"
"Owner","1987","Not Employed","Couple + C. LE and GT 16","181","0.650374139823854","0.604877924389347","0.695870355258361"
"Owner","1987","Employed","1-pers.-HH","87","0.169207389968406","0.138798704737846","0.199616075198966"
"Owner","1987","Employed","(Married) couple without C. ","444","0.382726119404459","0.356950699882613","0.408501538926304"
"Owner","1987","Employed","Single parent ","122","0.43092423015042","0.377974474921949","0.48387398537889"
"Owner","1987","Employed","Couple + C. LE 16 ","590","0.426090812092834","0.402788569836402","0.449393054349265"
"Owner","1987","Employed","Couple + C. GT 16 ","821","0.658828869935362","0.634443057408602","0.683214682462123"
"Owner","1987","Employed","Couple + C. LE and GT 16","400","0.690161099865001","0.658814664435465","0.721507535294537"
"Nursing Home/Retirement Community","1987","Not Employed","1-pers.-HH","","","",""
"Nursing Home/Retirement Community","1987","Not Employed","(Married) couple without C. ","","","",""
"Nursing Home/Retirement Community","1987","Not Employed","Single parent ","","","",""
"Nursing Home/Retirement Community","1987","Not Employed","Couple + C. LE 16 ","","","",""
"Nursing Home/Retirement Community","1987","Not Employed","Couple + C. GT 16 ","","","",""
"Nursing Home/Retirement Community","1987","Not Employed","Couple + C. LE and GT 16","","","",""
"Nursing Home/Retirement Community","1987","Employed","1-pers.-HH","","","",""
"Nursing Home/Retirement Community","1987","Employed","(Married) couple without C. ","","","",""
"Nursing Home/Retirement Community","1987","Employed","Single parent ","","","",""
"Nursing Home/Retirement Community","1987","Employed","Couple + C. LE 16 ","","","",""
"Nursing Home/Retirement Community","1987","Employed","Couple + C. GT 16 ","","","",""
"Nursing Home/Retirement Community","1987","Employed","Couple + C. LE and GT 16","","","",""
"Tenant","1987","Not Employed","1-pers.-HH","","","",""
"Tenant","1987","Not Employed","(Married) couple without C. ","","","",""
"Tenant","1987","Not Employed","Single parent ","","","",""
"Tenant","1987","Not Employed","Couple + C. LE 16 ","","","",""
"Tenant","1987","Not Employed","Couple + C. GT 16 ","","","",""
"Tenant","1987","Not Employed","Couple + C. LE and GT 16","","","",""
"Tenant","1987","Employed","1-pers.-HH","","","",""
"Tenant","1987","Employed","(Married) couple without C. ","","","",""
"Tenant","1987","Employed","Single parent ","","","",""
"Tenant","1987","Employed","Couple + C. LE 16 ","","","",""
"Tenant","1987","Employed","Couple + C. GT 16 ","","","",""
"Tenant","1987","Employed","Couple + C. LE and GT 16","","","",""
"Main Tenant","1988","Not Employed","1-pers.-HH","366","0.717102653468597","0.678720851820096","0.755484455117097"
"Main Tenant","1988","Not Employed","(Married) couple without C. ","486","0.492773802236766","0.460948790973465","0.524598813500067"
"Main Tenant","1988","Not Employed","Single parent ","104","0.560593698331951","0.48663618751548","0.634551209148422"
"Main Tenant","1988","Not Employed","Couple + C. LE 16 ","376","0.562049476721229","0.521426608990316","0.602672344452141"
"Main Tenant","1988","Not Employed","Couple + C. GT 16 ","279","0.293670228358538","0.260426159350007","0.32691429736707"
"Main Tenant","1988","Not Employed","Couple + C. LE and GT 16","215","0.380828866456994","0.331148437234291","0.430509295679697"
"Main Tenant","1988","Employed","1-pers.-HH","408","0.742051832217339","0.705253213193611","0.778850451241066"
"Main Tenant","1988","Employed","(Married) couple without C. ","877","0.579980577624004","0.553554232434317","0.606406922813691"
"Main Tenant","1988","Employed","Single parent ","194","0.508756256228447","0.455302054292352","0.562210458164543"
"Main Tenant","1988","Employed","Couple + C. LE 16 ","1038","0.538096254232697","0.514098999897157","0.562093508568238"
"Main Tenant","1988","Employed","Couple + C. GT 16 ","636","0.31808930956813","0.294425486382289","0.341753132753972"
"Main Tenant","1988","Employed","Couple + C. LE and GT 16","398","0.323744757087493","0.289661938538259","0.357827575636728"
"Sub-Tenant","1988","Not Employed","1-pers.-HH","24","","",""
"Sub-Tenant","1988","Not Employed","(Married) couple without C. ","10","","",""
"Sub-Tenant","1988","Not Employed","Single parent ","7","","",""
"Sub-Tenant","1988","Not Employed","Couple + C. LE 16 ","11","","",""
"Sub-Tenant","1988","Not Employed","Couple + C. GT 16 ","","","",""
"Sub-Tenant","1988","Not Employed","Couple + C. LE and GT 16","6","","",""
"Sub-Tenant","1988","Employed","1-pers.-HH","48","0.0785162142114758","0.0558920939449084","0.101140334478043"
"Sub-Tenant","1988","Employed","(Married) couple without C. ","32","0.0310543224596217","0.0217666597366685","0.0403419851825749"
"Sub-Tenant","1988","Employed","Single parent ","4","","",""
"Sub-Tenant","1988","Employed","Couple + C. LE 16 ","29","","",""
"Sub-Tenant","1988","Employed","Couple + C. GT 16 ","9","","",""
"Sub-Tenant","1988","Employed","Couple + C. LE and GT 16","6","","",""
"Owner","1988","Not Employed","1-pers.-HH","139","0.241112611585398","0.20466081934437","0.277564403826425"
"Owner","1988","Not Employed","(Married) couple without C. ","452","0.494805724530458","0.46297910660872","0.526632342452197"
"Owner","1988","Not Employed","Single parent ","62","0.385080385986843","0.312568381346986","0.457592390626701"
"Owner","1988","Not Employed","Couple + C. LE 16 ","186","0.415781553959985","0.375427142141798","0.456135965778171"
"Owner","1988","Not Employed","Couple + C. GT 16 ","442","0.706329771641462","0.67308570263293","0.739573840649993"
"Owner","1988","Not Employed","Couple + C. LE and GT 16","146","0.595471390697072","0.54525793275964","0.645684848634504"
"Owner","1988","Employed","1-pers.-HH","87","0.179431953571186","0.147157762218168","0.211706144924203"
"Owner","1988","Employed","(Married) couple without C. ","431","0.388965099916374","0.36286248491272","0.415067714920028"
"Owner","1988","Employed","Single parent ","138","0.47655216632033","0.423148585324157","0.529955747316504"
"Owner","1988","Employed","Couple + C. LE 16 ","591","0.443625916953416","0.419712164531888","0.467539669374945"
"Owner","1988","Employed","Couple + C. GT 16 ","843","0.678781583534845","0.655056274986358","0.702506892083331"
"Owner","1988","Employed","Couple + C. LE and GT 16","320","0.665853901784071","0.631495221079831","0.700212582488311"
"Nursing Home/Retirement Community","1988","Not Employed","1-pers.-HH","","","",""
"Nursing Home/Retirement Community","1988","Not Employed","(Married) couple without C. ","","","",""
"Nursing Home/Retirement Community","1988","Not Employed","Single parent ","","","",""
"Nursing Home/Retirement Community","1988","Not Employed","Couple + C. LE 16 ","","","",""
"Nursing Home/Retirement Community","1988","Not Employed","Couple + C. GT 16 ","","","",""
"Nursing Home/Retirement Community","1988","Not Employed","Couple + C. LE and GT 16","","","",""
"Nursing Home/Retirement Community","1988","Employed","1-pers.-HH","","","",""
"Nursing Home/Retirement Community","1988","Employed","(Married) couple without C. ","","","",""
"Nursing Home/Retirement Community","1988","Employed","Single parent ","","","",""
"Nursing Home/Retirement Community","1988","Employed","Couple + C. LE 16 ","","","",""
"Nursing Home/Retirement Community","1988","Employed","Couple + C. GT 16 ","","","",""
"Nursing Home/Retirement Community","1988","Employed","Couple + C. LE and GT 16","","","",""
"Tenant","1988","Not Employed","1-pers.-HH","","","",""
"Tenant","1988","Not Employed","(Married) couple without C. ","","","",""
"Tenant","1988","Not Employed","Single parent ","","","",""
"Tenant","1988","Not Employed","Couple + C. LE 16 ","","","",""
"Tenant","1988","Not Employed","Couple + C. GT 16 ","","","",""
"Tenant","1988","Not Employed","Couple + C. LE and GT 16","","","",""
"Tenant","1988","Employed","1-pers.-HH","","","",""
"Tenant","1988","Employed","(Married) couple without C. ","","","",""
"Tenant","1988","Employed","Single parent ","","","",""
"Tenant","1988","Employed","Couple + C. LE 16 ","","","",""
"Tenant","1988","Employed","Couple + C. GT 16 ","","","",""
"Tenant","1988","Employed","Couple + C. LE and GT 16","","","",""
"Main Tenant","1989","Not Employed","1-pers.-HH","355","0.70185033579211","0.662494981141785","0.741205690442435"
"Main Tenant","1989","Not Employed","(Married) couple without C. ","444","0.470713935327676","0.438247924849569","0.503179945805784"
"Main Tenant","1989","Not Employed","Single parent ","101","0.537786219676787","0.462618561847223","0.612953877506351"
"Main Tenant","1989","Not Employed","Couple + C. LE 16 ","384","0.608850246966739","0.568139851086591","0.649560642846886"
"Main Tenant","1989","Not Employed","Couple + C. GT 16 ","257","0.260346252812962","0.227861543973272","0.292830961652651"
"Main Tenant","1989","Not Employed","Couple + C. LE and GT 16","199","0.416796092722174","0.363682445327318","0.46990974011703"
"Main Tenant","1989","Employed","1-pers.-HH","413","0.746128398670464","0.709755275559816","0.782501521781113"
"Main Tenant","1989","Employed","(Married) couple without C. ","911","0.600251812310566","0.5741891870907","0.626314437530431"
"Main Tenant","1989","Employed","Single parent ","166","0.457169295770502","0.401170069178431","0.513168522362572"
"Main Tenant","1989","Employed","Couple + C. LE 16 ","989","0.526207231213737","0.501664541946413","0.55074992048106"
"Main Tenant","1989","Employed","Couple + C. GT 16 ","573","0.282154013579571","0.25895750088807","0.305350526271072"
"Main Tenant","1989","Employed","Couple + C. LE and GT 16","371","0.389542000682602","0.352253884253411","0.426830117111794"
"Sub-Tenant","1989","Not Employed","1-pers.-HH","18","","",""
"Sub-Tenant","1989","Not Employed","(Married) couple without C. ","10","","",""
"Sub-Tenant","1989","Not Employed","Single parent ","3","","",""
"Sub-Tenant","1989","Not Employed","Couple + C. LE 16 ","8","","",""
"Sub-Tenant","1989","Not Employed","Couple + C. GT 16 ","8","","",""
"Sub-Tenant","1989","Not Employed","Couple + C. LE and GT 16","4","","",""
"Sub-Tenant","1989","Employed","1-pers.-HH","51","0.0898693500089988","0.0659678907586106","0.113770809259387"
"Sub-Tenant","1989","Employed","(Married) couple without C. ","30","0.0189233249520684","0.0116738197465287","0.0261728301576082"
"Sub-Tenant","1989","Employed","Single parent ","5","","",""
"Sub-Tenant","1989","Employed","Couple + C. LE 16 ","20","","",""
"Sub-Tenant","1989","Employed","Couple + C. GT 16 ","4","","",""
"Sub-Tenant","1989","Employed","Couple + C. LE and GT 16","9","","",""
"Owner","1989","Not Employed","1-pers.-HH","142","0.256455701704115","0.21888718784972","0.294024215558511"
"Owner","1989","Not Employed","(Married) couple without C. ","454","0.518643429828728","0.48614420075259","0.551142658904866"
