"year","migback","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1987","no migration background","West Germany","905.38","818","7121","477.33","614","1061","1363.33","2434.76","890.38","920.38","0","22156","818","844"
"1988","direct migration background","East Germany","","","","","","","","","","","","","",""
"1988","direct migration background","West Germany","819.47","750","2613","436.18","568.33","988.67","1261.33","2045","805.61","833.33","136.67","7243.33","695.200012207031","730.285705566406"
"1988","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1988","indirect migration background","West Germany","817.06","742.08","215","409.2","562.5","1022.4","1125","3068","777.06","857.06","191.88","3068","625","741"
"1988","no migration background","East Germany","","","","","","","","","","","","","",""
"1988","no migration background","West Germany","932.68","852","6785","490.8","639","1099.5","1431.33","2454","918.44","946.92","0","17895","852","869"
"1989","direct migration background","East Germany","","","","","","","","","","","","","",""
"1989","direct migration background","West Germany","863.45","778.26","2536","450","592.11","1022.67","1363.33","2301","849.91","876.99","146.19","4090.67","733.478271484375","758.333312988281"
"1989","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1989","indirect migration background","West Germany","831.14","770.18","251","511.43","608.57","1022.4","1202","1680","782.83","879.45","201","3408.67","697.272766113281","843.5"
"1989","no migration background","East Germany","","","","","","","","","","","","","",""
"1989","no migration background","West Germany","978.6","889.13","6538","511.33","674","1186","1533.89","2403","963.82","993.38","0","22156","889.130432128906","920"
"1990","direct migration background","East Germany","453.64","443.33","143","247","340.67","537","682","920","427.44","479.84","161","975.5","426.249969482422","485.5"
"1990","direct migration background","West Germany","901.8","818","2488","480.3","619.7","1051.11","1363.33","2215.67","884.99","918.61","102","7866.15","767","801.960815429688"
"1990","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1990","indirect migration background","West Germany","853.05","784","289","497.22","626.77","994.17","1288.67","1738.4","812.4","893.7","179","2840.56","767","844.782653808594"
"1990","no migration background","East Germany","481.79","477.33","4241","270","365.24","582.31","682","925.5","477.13","486.45","122.67","1278","477.333343505859","487.142883300781"
"1990","no migration background","West Germany","1042.77","954.67","6365","542","716","1235.56","1602","2667.83","1027.33","1058.21","0","12782.5","954.666687011719","976.666687011719"
"1991","direct migration background","East Germany","538.87","511.33","141","332","409.33","676.5","818","886","511.06","566.68","211.33","951.2","511.333343505859","562.666687011719"
"1991","direct migration background","West Germany","954","852.22","2421","511.5","665","1136.11","1491.11","2840.56","939.17","968.83","90.29","5112.67","818","840"
"1991","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1991","indirect migration background","West Germany","856.26","818","327","501.2","654.33","1022.4","1278","1704","819.6","892.92","170.56","2284","797.599975585938","869"
"1991","no migration background","East Germany","574.12","545.33","3952","340.95","436","682","847.5","1241.79","567.58","580.66","56.67","2301","555","568.333374023438"
"1991","no migration background","West Germany","1081.6","1002","6334","568.33","746","1302.38","1687","2738.93","1069","1094.2","77","6817.33","1010","1022.66668701172"
"1992","direct migration background","East Germany","664.46","664.85","142","383.5","511.33","750","988.67","1420","627.96","700.96","245","1431.33","639","682"
"1992","direct migration background","West Germany","997.66","920","2350","533.6","690","1176","1534","2597","980.75","1014.57","0","7158","852","886"
"1992","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1992","indirect migration background","West Germany","883.24","868.31","383","511.43","644.57","1022.67","1278","1966.54","849.73","916.75","157.69","2556.5","818","886.333312988281"
"1992","no migration background","East Germany","702.79","680.67","3749","413.81","535.71","827.62","1022.67","1534","694.64","710.94","119.33","2556","681.90478515625","682"
"1992","no migration background","West Germany","1131.37","1022.67","6314","608","779.05","1363.33","1704.44","2726.67","1118.23","1144.51","128","7669","1022.66668701172","1051.11108398438"
"1993","direct migration background","East Germany","775.1","716","133","449.33","593.2","946","1144","1743.5","727.73","822.47","231","1743.5","682","786.923095703125"
"1993","direct migration background","West Germany","1043.62","943.86","2272","525.6","710","1227.33","1636","3068","1025.65","1061.59","116.4","8521.67","869","910"
"1993","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1993","indirect migration background","West Germany","947.66","895","438","527","703.6","1125","1435.6","2386","913.28","982.04","204.5","2576.8","852.222229003906","920.333312988281"
"1993","no migration background","East Germany","827.46","784","3605","486","613.33","988.67","1193.33","1826.19","816.54","838.38","122.22","4090","784","818"
"1993","no migration background","West Germany","1199.53","1090.67","6225","614","818","1448.67","1874.67","3068","1184.4","1214.66","26","14316","1095.71435546875","1125"
"1994","direct migration background","East Germany","882.39","852.07","140","477.33","682","1039.33","1363.33","1704","829.62","935.16","153","1976.67","818","954.666687011719"
"1994","direct migration background","West Germany","1053.8","946.85","2139","511.33","708.67","1278","1667.62","2863","1035.03","1072.57","136.33","8521.67","869","920"
"1994","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1994","indirect migration background","West Germany","956.63","890.72","456","511.33","716","1136.11","1444.78","2045.2","913.91","999.35","102","6136","860","946.851806640625"
"1994","no migration background","East Germany","910.18","866.96","3529","533","682","1073.5","1329.33","2045","898.6","921.76","102","4090.67","852.380981445312","886"
"1994","no migration background","West Germany","1225.56","1103.08","6191","623.6","830.94","1464.4","1943","3068","1210.51","1240.61","102","10226","1111.30432128906","1136.11108398438"
"1995","direct migration background","East Germany","921.08","895","137","558","716","1124.67","1252.5","1908.67","868.41","973.75","198.89","2215.33","852","977"
"1995","direct migration background","West Germany","1063.75","939.5","2538","487.33","682","1261.33","1661.5","3408.67","1043.63","1083.87","163.33","10907.33","879.599975585938","914.722229003906"
"1995","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1995","indirect migration background","West Germany","1005.1","951.2","460","579.33","731","1227.2","1568","2045.33","970.25","1039.95","291.5","2726.67","895","974.166687011719"
"1995","no migration background","East Germany","978.68","920","3429","562","731","1150.5","1397.33","2215.56","965.8","991.56","72","5624","920","947.333312988281"
"1995","no migration background","West Germany","1291.24","1150.5","6152","665","876.67","1534","2019.5","3408.67","1273.35","1309.13","158.1","15338.67","1140.76928710938","1176"
"1996","direct migration background","East Germany","946.58","955.55","134","511.5","721","1074","1261.33","2011.33","889.01","1004.15","256","3068","910","1022.66668701172"
"1996","direct migration background","West Germany","1072.16","928.87","2352","511.5","716","1239.39","1636","3408.67","1050.18","1094.14","119.33","11930","889.130432128906","920"
"1996","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1996","indirect migration background","West Germany","1039.02","946","501","562.5","766.67","1227.2","1534","2112","1005.17","1072.87","122.8","3426","908.888916015625","973.8095703125"
"1996","no migration background","East Germany","1014.39","982","3432","613.5","767","1193.33","1431.5","2386","1002.17","1026.61","98.46","4090.67","973.8095703125","1014.84851074219"
"1996","no migration background","West Germany","1297.22","1169","6065","682","895","1534","2045","3272.4","1279.52","1314.92","78","12782.5","1176","1201.5"
"1997","direct migration background","East Germany","965.37","954.67","129","562","786.96","1110","1363.33","1976.67","911.18","1019.56","286.4","2045.33","920","1022.66668701172"
"1997","direct migration background","West Germany","1074.73","954.67","2278","539.44","710","1278.33","1704","3375","1050.55","1098.91","208.21","13634.67","907.096801757812","945.333312988281"
"1997","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1997","indirect migration background","West Germany","1038.77","929.7","520","547.86","733","1278","1534","2173","1002.95","1074.59","153","5113","920","1022.40002441406"
"1997","no migration background","East Germany","1036.34","1022.4","3407","613.33","784","1193.33","1460.67","2272.22","1021.62","1051.06","229.05","8129.5","994.444458007812","1022.5"
"1997","no migration background","West Germany","1300.63","1192.86","6072","682","920","1534","2045","3408.67","1285.24","1316.02","175","11248","1193.33337402344","1221.66674804688"
"1998","direct migration background","East Germany","980.77","983.27","114","613.33","784","1193.33","1363.33","1704","928.07","1033.47","238.67","1932.67","895","1022.66668701172"
"1998","direct migration background","West Germany","1086.64","954.67","2186","547.86","724.17","1295.33","1697.6","3195.42","1065.89","1107.39","204.4","6817.33","920","949.523864746094"
"1998","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1998","indirect migration background","West Germany","1070.19","1022.38","548","545.33","741.5","1278","1636","2710","1029.34","1111.04","204.4","6136","940.799987792969","1022.5"
"1998","no migration background","East Germany","1053.72","1022.5","3589","630.56","799.33","1227.33","1534","2356.52","1040.7","1066.74","221.33","5356.19","988.333312988281","1022.5"
"1998","no migration background","West Germany","1316.27","1193.33","7098","682","920","1582.38","2045.33","3408.67","1302.31","1330.23","179","7669.5","1193.33337402344","1221.66674804688"
"1999","direct migration background","East Germany","966.28","969.03","106","562","818","1158.67","1295.33","1600.67","914.22","1018.34","340.67","1704","951","1023"
"1999","direct migration background","West Germany","1133.13","1022.57","2013","580.83","750","1336.92","1704","4260.56","1110.98","1155.28","170.67","7101.11","965.384643554688","994.444458007812"
"1999","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1999","indirect migration background","West Germany","1111.36","1022.78","562","575","799.64","1329","1718","2454","1073.45","1149.27","186.06","4139.05","981.599975585938","1023"
"1999","no migration background","East Germany","1090.24","1022.67","3550","648.46","818","1278","1534","2556","1075","1105.48","202.76","12782","1022.5","1022.66668701172"
"1999","no migration background","West Germany","1361.77","1241.71","6891","716","954.67","1636","2045.33","3408.67","1347.06","1376.48","102","7498.67","1227.33337402344","1278"
"2000","direct migration background","East Germany","996.49","1022.44","147","511","716","1193.33","1431.33","2045","936.32","1056.66","355","2556","898","1023"
"2000","direct migration background","West Germany","1116.97","999.61","3029","577.42","754.76","1290.48","1704","3408.67","1096.58","1137.36","121.9","8521.33","961.200012207031","997"
"2000","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2000","indirect migration background","West Germany","1157.14","1055.43","766","580","818","1376.54","1790","3170","1120.69","1193.59","283.89","4772","1022.5","1089.09094238281"
"2000","no migration background","East Germany","1103.38","1022.67","5403","639","821.79","1278","1587.62","2726.67","1091.6","1115.16","0","6826","1022.66668701172","1023"
"2000","no migration background","West Germany","1406.98","1278","13196","758","988.67","1704","2130.56","3787.41","1394.88","1419.08","51","17043.33","1278","1278.09533691406"
"2001","direct migration background","East Germany","1025.87","1022.74","118","552","750","1227.33","1534","1994","966.03","1085.71","255.5","2011.33","988.666687011719","1104"
"2001","direct migration background","West Germany","1119.59","1022.38","2718","579.33","750","1329","1728.57","3375","1097.98","1141.2","204.67","9203.2","994.444458007812","1022.66668701172"
"2001","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2001","indirect migration background","West Germany","1237.99","1125","717","654.4","843.5","1432","1968","4260.67","1197.99","1277.99","281","5113","1051.11108398438","1132.14282226562"
"2001","no migration background","East Germany","1132.88","1074","5161","665","852","1329.2","1636","2726.67","1120.79","1144.97","0","5965","1073.5","1090.66662597656"
"2001","no migration background","West Germany","1437.68","1295.33","12107","767","1008.67","1704","2249.5","3749.33","1424.92","1450.44","112","15338.67","1295.33337402344","1329.19995117188"
"2002","direct migration background","East Germany","978.4","1000","111","550","652.17","1266.67","1533.33","1750","909.79","1047.01","200","2400","923","1150"
"2002","direct migration background","West Germany","1123.09","1000","2601","536.67","733.33","1325","1777.78","3350","1087.95","1158.23","123.81","16000","1010","1071.42858886719"
"2002","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2002","indirect migration background","West Germany","1234.86","1049.61","720","611.11","833.33","1400","1950","4533.33","1158.78","1310.94","303.03","16000","1086.95654296875","1200"
"2002","no migration background","East Germany","1152.47","1095.24","5147","650","850","1350","1666.67","2962.96","1135.05","1169.89","133.33","10000","1133.33337402344","1163.33337402344"
"2002","no migration background","West Germany","1486.89","1316.83","13320","750","1000","1722","2333.33","4666.67","1459.95","1513.83","5","65000","1466.66662597656","1500"
"2003","direct migration background","East Germany","1068.87","1100","99","615","750","1330.67","1443","1866.67","998.33","1139.41","261.6","2283.33","1000","1200"
"2003","direct migration background","West Germany","1166.34","1000","2427","588","750","1375","1777.78","4000","1130.61","1202.07","0","17500","1050","1100"
"2003","indirect migration background","East Germany","897.22","743.85","31","500","600","1200","1391.3","2066.67","742.43","1052.01","400","2066.67","700","1180"
"2003","indirect migration background","West Germany","1285.68","1100","713","620","785.71","1500","2000","3500","1206.83","1364.53","250","16000","1142.85717773438","1222.22229003906"
"2003","no migration background","East Germany","1178.58","1111.11","5089","650","850","1400","1733.33","3333.33","1160.63","1196.53","0","12000","1150","1200"
"2003","no migration background","West Germany","1521.8","1333.33","12694","767","1000","1800","2400","4666.67","1498.37","1545.23","0","50000","1466.66662597656","1500"
"2004","direct migration background","East Germany","1040.34","1087.33","98","596","866","1300","1400","1666.67","981.4","1099.28","464.29","1933.33","1030","1200"
"2004","direct migration background","West Germany","1196.91","1027.3","2349","615.38","800","1347.83","1800","3760","1134.12","1259.7","100","66666","1050","1100"
"2004","indirect migration background","East Germany","808.9","754.72","35","500","637.22","850","1266.67","1750","678.29","939.51","404","2000","700","1000"
"2004","indirect migration background","West Germany","1253.03","1099.79","731","640","840","1434.78","2000","4100","1188.59","1317.47","100","10000","1133.33337402344","1217.39135742188"
"2004","no migration background","East Germany","1178.21","1100","4943","640","840","1400","1750","3000","1160.54","1195.88","0","10000","1160","1200"
"2004","no migration background","West Germany","1525.31","1333.33","12443","761.9","1000","1800","2400","4500","1499.15","1551.47","0","66666","1470","1500"
"2005","direct migration background","East Germany","1005.26","1040.41","99","475.33","709","1300","1500","2000","940.27","1070.25","333.33","2133.33","1004.66668701172","1150"
"2005","direct migration background","West Germany","1185.44","1041.05","2196","601.52","785.71","1388.89","1866.67","3666.67","1151.28","1219.6","0","20166.67","1065.55554199219","1106.66662597656"
"2005","indirect migration background","East Germany","941.93","958.96","35","520","650","1200","1320","1500","810.45","1073.41","250","2200","752","1120"
"2005","indirect migration background","West Germany","1236.18","1111.11","760","652.17","861.6","1466.67","2000","3000","1189.01","1283.35","192.08","5750","1142.85717773438","1238.09533691406"
"2005","no migration background","East Germany","1183.54","1100","4769","607.14","800","1400","1780","3000","1164.47","1202.61","0","10666.67","1150","1200"
"2005","no migration background","West Germany","1534.12","1350","11913","775","1000","1816","2500","4333.33","1513.63","1554.61","0","30000","1496","1506"
"2006","direct migration background","East Germany","895.63","886.99","109","444.44","533.33","1200","1333.33","2000","818.67","972.59","277.78","2666.67","925.333312988281","1133.33337402344"
"2006","direct migration background","West Germany","1210.71","1027.78","2161","627.27","789.33","1391.3","1866.67","4066.67","1172.19","1249.23","118","18666.67","1069.59997558594","1100"
"2006","indirect migration background","East Germany","916.94","709.93","42","450","525","1000","1750","2266.67","755.23","1078.65","345","2333.33","675.333312988281","1240"
"2006","indirect migration background","West Germany","1234.34","1100","762","663.64","833.33","1480","1900","3750","1178.58","1290.1","206.67","10000","1120","1200"
"2006","no migration background","East Germany","1186.58","1111.11","5003","615.38","833.33","1433.33","1760","3000","1168.46","1204.7","0","10000","1166.66674804688","1200"
"2006","no migration background","West Germany","1568.56","1360","12892","750","1000","1857.78","2500","5000","1548.87","1588.25","0","30000","1480.76928710938","1500"
"2007","direct migration background","East Germany","896.11","848.67","93","538.89","600","1133.33","1333.33","1733.33","819.45","972.77","400","2533.33","933.333312988281","1133.33337402344"
"2007","direct migration background","West Germany","1214.69","1038.26","1975","612.17","800","1361.11","1888.89","4166.67","1165.12","1264.26","200","28444.67","1080","1120"
"2007","indirect migration background","East Germany","982.76","765.61","45","600","640","1066.67","2000","2400","796.95","1168.57","350","2400","700","1200"
"2007","indirect migration background","West Germany","1246.25","1086.03","751","666.67","857.14","1428.57","1983.33","3400","1190.7","1301.8","100","8000","1133.33337402344","1200"
"2007","no migration background","East Germany","1211.89","1133.33","4822","630","855","1466.67","1840","3000","1192.22","1231.56","100","11333.33","1190.47619628906","1200"
"2007","no migration background","West Germany","1602.27","1400","12227","800","1055.56","1904.76","2571.43","4666.67","1581.67","1622.87","0","42000","1500","1533.33337402344"
"2008","direct migration background","East Germany","973.13","995.55","80","560","700","1200","1400","1666.67","893.37","1052.89","416","2666.67","1000","1135"
"2008","direct migration background","West Germany","1285.45","1100","1747","663","820","1428.57","1928.57","4666.67","1203.57","1367.33","190","66666","1130.43481445312","1190.47619628906"
"2008","indirect migration background","East Germany","1017.63","840","44","662","689.66","1086.96","2083.33","3000","843.73","1191.53","500","3000","760","1190.47619628906"
"2008","indirect migration background","West Germany","1307.31","1177.36","736","653.33","866.67","1540","2214.29","3333.33","1247.37","1367.25","226.67","8000","1200","1296.29626464844"
"2008","no migration background","East Germany","1232.33","1166.67","4525","633","866.67","1500","1910","3053.33","1212.52","1252.14","0","10000","1200","1233.33337402344"
"2008","no migration background","West Germany","1637.81","1434.89","11453","800","1080","1989","2600","4900","1613.6","1662.02","100","66666","1533.33337402344","1600"
"2009","direct migration background","East Germany","1107.75","1068.52","74","653.33","866.67","1266.67","1600","2000","1003.2","1212.3","400","2866.67","1000","1200"
"2009","direct migration background","West Germany","1268.52","1083.32","1524","633","800","1466.67","2000","5133.33","1228.38","1308.66","300","8333.33","1100","1150"
"2009","indirect migration background","East Germany","1334.59","1108.92","42","619.05","682","1500","2000","4000","1126.78","1542.4","600","4000","920","1388.88891601562"
"2009","indirect migration background","West Germany","1374.53","1238.1","674","700","892.86","1706.67","2200","3333.33","1308.9","1440.16","226.67","10666.67","1200","1333.33337402344"
"2009","no migration background","East Germany","1278.16","1200","4344","666.67","886.67","1533.33","2000","3000","1257.57","1298.75","0","13333.33","1200","1250"
"2009","no migration background","West Germany","1677.9","1500","10793","826.09","1111.11","2000","2666.67","5000","1656.19","1699.61","153.85","22000","1571.42858886719","1600"
"2010","direct migration background","East Germany","991.59","950.23","123","491.33","700","1190.48","1500","2200","918.55","1064.63","366.67","2666.67","846.153869628906","1000"
"2010","direct migration background","West Germany","1308.95","1120","2636","650","833.33","1523.81","2000","4666.67","1279.61","1338.29","0","10000","1000","1047.619140625"
"2010","indirect migration background","East Germany","1051.25","947.25","74","670","700","1388.89","1700","2380.95","930.11","1172.39","366.67","3055.56","880.952392578125","1076.92309570312"
"2010","indirect migration background","West Germany","1433.07","1200","1082","680","866.67","1750","2480","3661.2","1371.29","1494.85","102.22","18000","1111.11108398438","1200"
"2010","no migration background","East Germany","1328.55","1243.33","5055","694.5","920","1600","2000","3333.33","1308.87","1348.23","0","13333.33","1190.47619628906","1200"
"2010","no migration background","West Germany","1722.45","1520","14036","840","1133.33","2025","2666.67","5000","1704.21","1740.69","0","25000","1480","1500"
"2011","direct migration background","East Germany","1049.37","933.33","156","500","700","1333.33","1544.44","2500","964.07","1134.67","250","3800","894.736877441406","1161.29040527344"
"2011","direct migration background","West Germany","1348.86","1186.67","2993","650","840","1600","2200","4444.44","1322.18","1375.54","166.67","8333.33","1071.42858886719","1111.11108398438"
"2011","indirect migration background","East Germany","1144.25","1047.16","88","480","666.67","1550","1800","2380.95","1027.64","1260.86","374.5","2666.67","875","1222.22229003906"
"2011","indirect migration background","West Germany","1470.52","1250","1261","680","937","1833.33","2400","4500","1418.36","1522.68","40","13888.89","1166.66674804688","1250"
"2011","no migration background","East Germany","1358.34","1266.67","5973","680","952.38","1666.67","2055.56","3333.33","1340.47","1376.21","142.86","9600","1200","1250"
"2011","no migration background","West Germany","1746.07","1533.33","17266","833.33","1120","2095.24","2800","5333.33","1729.14","1763","80","36666.67","1500","1520"
"2012","direct migration background","East Germany","1100.43","1000","152","555.56","714.29","1333.33","1666.67","3666.67","1011.21","1189.65","324.44","3666.67","984","1133.33337402344"
"2012","direct migration background","West Germany","1395.73","1200","2821","700","892.86","1666.67","2307.69","4600","1366.03","1425.43","250","16666.67","1125","1190.47619628906"
"2012","indirect migration background","East Germany","1170.85","921.8","81","600","662","1500","1875","3666.67","1031.41","1310.29","500","3666.67","907.692321777344","1200"
"2012","indirect migration background","West Germany","1589.68","1380","1242","710","1000","2000","2666.67","4666.67","1533.74","1645.62","0","16666.67","1200","1280"
"2012","no migration background","East Germany","1401.69","1300","5873","700","1000","1666.67","2133.33","3824","1382.34","1421.04","81.67","14000","1250","1277.77783203125"
"2012","no migration background","West Germany","1802.62","1600","16873","880","1200","2133.33","2893.33","5333.33","1775.01","1830.23","0","133333.33","1530","1551.72412109375"
"2013","direct migration background","East Germany","1081.63","900","384","516.67","713.33","1333.33","1888.89","2666.67","1023.34","1139.92","233.33","4500","853.333312988281","946.666687011719"
"2013","direct migration background","West Germany","1392.37","1200","5701","693.55","896.67","1666.67","2238.1","4733.33","1372.65","1412.09","166.67","18666.67","1110.625","1143.47827148438"
"2013","indirect migration background","East Germany","1269.2","1011.01","104","609","750","1620","2333.33","3500","1151.13","1387.27","323.08","3500","944.444458007812","1250"
"2013","indirect migration background","West Germany","1567.23","1347.83","1998","750","933.33","1980","2666.67","5000","1526.81","1607.65","195.86","15000","1215.38464355469","1296"
"2013","no migration background","East Germany","1438.01","1333.33","5513","733.33","1000","1733.33","2200","3666.67","1418.03","1457.99","240","12000","1300","1333.33337402344"
"2013","no migration background","West Germany","1836.06","1600","16183","900","1200","2200","3000","5333.33","1817.3","1854.82","0","46666.67","1573.33337402344","1600"
"2014","direct migration background","East Germany","1165.23","1028.25","334","608","700","1400","1857.14","3266.67","1103.43","1227.03","365.22","5500","952.380981445312","1035.71435546875"
"2014","direct migration background","West Germany","1482.08","1250","4670","710.53","925.93","1700","2400","5333.33","1456.37","1507.79","160","24000","1157.33337402344","1200"
"2014","indirect migration background","East Germany","1263.88","1050","113","566.67","800","1511.25","2200","4000","1136.81","1390.95","400","4000","990","1233.33337402344"
"2014","indirect migration background","West Germany","1579.88","1333.33","1740","732.14","951.43","2000","2714.29","5333.33","1537.7","1622.06","200","10666.67","1250","1333.33337402344"
"2014","no migration background","East Germany","1475.77","1333.33","5094","733.33","1000","1782.67","2333.33","3650","1454.88","1496.66","205","12333.33","1333.33337402344","1333.33337402344"
"2014","no migration background","West Germany","1899.14","1666.67","14714","900","1220","2313.33","3000","5466.67","1878.78","1919.5","120","43333.33","1666.66662597656","1666.66662597656"
"2015","direct migration background","East Germany","1257.69","1100","411","618.1","800","1490","2000","4200","1197.16","1318.22","125","6000","1000","1111.11108398438"
"2015","direct migration background","West Germany","1517.83","1300","5289","725","923.08","1813","2533.33","5000","1494.87","1540.79","144.62","16666.67","1193","1222.22229003906"
"2015","indirect migration background","East Germany","1512.29","1200","114","733.33","1000","1739.13","2500","5333.33","1370.66","1653.92","550","5333.33","1041.66662597656","1300"
"2015","indirect migration background","West Germany","1659.51","1400","1609","740","958.33","2000","2850","5666.67","1616.13","1702.89","170.73","11111.11","1320","1400"
"2015","no migration background","East Germany","1527.65","1400","4851","750","1033.33","1866.67","2361.5","4000","1504.96","1550.34","266.67","12666.67","1380.95239257812","1400"
"2015","no migration background","West Germany","1955.81","1733.33","13922","940","1294.67","2380.95","3066.67","5555.56","1935.72","1975.9","0","60000","1666.66674804688","1725"
"2016","direct migration background","East Germany","1227.42","1000","1093","417.78","666.67","1500","2133.33","4866.67","1192.88","1261.96","0","7000","546.875","571.428588867188"
"2016","direct migration background","West Germany","1541.61","1304.35","7804","650","904.76","1866.67","2500","5666.67","1523.14","1560.08","0","13333.33","795","833.333312988281"
"2016","indirect migration background","East Germany","1435.27","1233.33","107","600","933.33","1666.67","2466.67","4400","1294.86","1575.68","456.52","4400","1071.42858886719","1400"
"2016","indirect migration background","West Germany","1688.27","1440","1502","726.67","960","2040","2800","6866.67","1636.28","1740.26","222.22","12800","1333.33337402344","1428.57141113281"
"2016","no migration background","East Germany","1565.02","1466.67","4571","750","1066.67","1900","2446.67","4200","1540.77","1589.27","0","13866.67","1428.57153320312","1466.66662597656"
"2016","no migration background","West Germany","1992.51","1800","12971","1000","1333.33","2400","3200","5400","1971.66","2013.36","190.48","40000","1750","1800"
"2017","direct migration background","East Germany","1214.96","1100","1086","462","666.67","1540","2000","4166.67","1179.65","1250.27","88","7500","615.384643554688","666.666625976562"
"2017","direct migration background","West Germany","1533.22","1333.33","8696","636.36","909.09","1900","2666.67","4666.67","1517.39","1549.05","83.33","15000","770","800"
"2017","indirect migration background","East Germany","1468.55","1200","113","633.33","1033.33","1695.65","2350","4333.33","1318.97","1618.13","333.33","4666.67","1111.11108398438","1520"
"2017","indirect migration background","West Germany","1706.42","1500","1634","760","1008","2047.62","2930.56","5466.67","1661.35","1751.49","130.43","10666.67","1381.33337402344","1466.66662597656"
"2017","no migration background","East Germany","1608.47","1500","5068","800","1122.67","1933.33","2500","4333.33","1585.74","1631.2","200","10000","1486","1521.73913574219"
"2017","no migration background","West Germany","2169.23","1857.14","14746","1000","1360","2466.67","3250","6000","2042.65","2295.81","120","666666","1833.33337402344","1866.66662597656"
"2018","direct migration background","East Germany","1368.74","1100","905","560","694.44","1800","2400","5277.78","1326.46","1411.02","150","6000","704.166625976562","761.90478515625"
"2018","direct migration background","West Germany","1630.68","1428.57","7271","730","980","2000","2733.33","5555.56","1611.77","1649.59","102.56","13333.33","909.090942382812","944.444458007812"
"2018","indirect migration background","East Germany","1540.2","1496.6","124","760","1000","1724.14","2500","4466.67","1408.71","1671.69","221.05","4466.67","1200","1533.33337402344"
"2018","indirect migration background","West Germany","1800.79","1533.33","1612","807.69","1125","2200","3000","6111.11","1756.65","1844.93","180","9333.33","1414.28576660156","1500"
"2018","no migration background","East Germany","1664.23","1555.56","4966","800","1185","2000","2555.56","4133.33","1641.76","1686.7","175","10000","1523.8095703125","1558.5"
"2018","no migration background","West Germany","2141.04","1933.33","14109","1043","1433.33","2533.33","3333.33","6666.67","2119.01","2163.07","100","50000","1886.66662597656","1923.07702636719"
