"pld0045","year","age_gr","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Very often","2017","16-34 y.","East Germany","","","","","1"
"Very often","2017","35-65 y.","West Germany","","","","","1"
"Very often","2017","35-65 y.","East Germany","","","","","1"
"Very often","2017","66 and older","West Germany","","","","","1"
"Very often","2017","66 and older","East Germany","","","","","1"
"Never","2018","16-34 y.","West Germany","2678","0.542561004283483","0.528622025968329","0.556499982598637","5"
"Never","2018","16-34 y.","East Germany","600","0.579951350337407","0.550610081039251","0.609292619635562","5"
"Never","2018","35-65 y.","West Germany","5773","0.504103141176107","0.494950333742839","0.513255948609375","5"
"Never","2018","35-65 y.","East Germany","1810","0.58508835445445","0.567914977706881","0.602261731202019","5"
"Never","2018","66 and older","West Germany","2363","0.622797474502471","0.607354418567642","0.638240530437299","5"
"Never","2018","66 and older","East Germany","874","0.693604798454281","0.668099920342595","0.719109676565967","5"
"Often","2018","16-34 y.","West Germany","539","0.102498635414833","0.0940123689829981","0.110984901846668","2"
"Often","2018","35-65 y.","West Germany","1341","0.112981113243586","0.107185914917281","0.118776311569892","2"
"Often","2018","16-34 y.","East Germany","119","0.114336828719512","0.0954194619949787","0.133254195444046","2"
"Often","2018","66 and older","West Germany","250","0.0632139135919401","0.055460390542786","0.0709674366410943","2"
"Often","2018","66 and older","East Germany","71","0.0613723296730768","0.0480935180726458","0.0746511412735078","2"
"Often","2018","35-65 y.","East Germany","320","0.0947038155305604","0.084498034607488","0.104909596453633","2"
"Rarely","2018","16-34 y.","West Germany","808","0.17279014323127","0.162212049895538","0.183368236567002","4"
"Rarely","2018","35-65 y.","West Germany","1997","0.18163889259424","0.174580986784918","0.188696798403562","4"
"Rarely","2018","16-34 y.","East Germany","182","0.147431277532096","0.126355052283167","0.168507502781026","4"
"Rarely","2018","66 and older","West Germany","648","0.175198289854727","0.163086391016308","0.187310188693145","4"
"Rarely","2018","66 and older","East Germany","172","0.145992619285927","0.126457211088403","0.165528027483451","4"
"Rarely","2018","35-65 y.","East Germany","501","0.154088348459396","0.141504468642586","0.166672228276206","4"
"Sometimes","2018","16-34 y.","West Germany","479","0.108937072352685","0.100219770198688","0.117654374506683","3"
"Sometimes","2018","35-65 y.","West Germany","1412","0.125473821669068","0.119409783657897","0.13153785968024","3"
"Sometimes","2018","16-34 y.","East Germany","125","0.106871486675379","0.0885052058010971","0.125237767549661","3"
"Sometimes","2018","35-65 y.","East Germany","350","0.108545702350098","0.0977033624926542","0.119388042207542","3"
"Sometimes","2018","66 and older","West Germany","353","0.0921831838795912","0.0829660161476738","0.101400351611509","3"
"Sometimes","2018","66 and older","East Germany","94","0.0664531449341678","0.0526730548166443","0.0802332350516913","3"
"Very often","2018","16-34 y.","West Germany","403","0.073213144717729","0.065924873501728","0.08050141593373","1"
"Very often","2018","16-34 y.","East Germany","61","0.0514090567356056","0.0382812364243717","0.0645368770468396","1"
"Very often","2018","35-65 y.","West Germany","940","0.0758030313169986","0.0709576885932933","0.0806483740407039","1"
"Very often","2018","35-65 y.","East Germany","181","0.0575737792054952","0.0494547667508919","0.0656927916600986","1"
"Very often","2018","66 and older","West Germany","170","0.0466071381712716","0.0398907669280959","0.0533235094144473","1"
"Very often","2018","66 and older","East Germany","44","0.0325771076525469","0.02275531707879","0.0423988982263038","1"
