"pld0045","year","bula_h","education","n","percent","lower_confidence","upper_confidence"
"Sometimes","2007","Schleswig-Holstein","lower secondary degree","","","",""
"Sometimes","2007","Schleswig-Holstein","secondary school degree","","","",""
"Sometimes","2007","Schleswig-Holstein","college entrance qualification","","","",""
"Sometimes","2007","Schleswig-Holstein","Other degree","","","",""
"Sometimes","2007","Schleswig-Holstein","no degree/no degree yet","","","",""
"Sometimes","2007","Hamburg","lower secondary degree","","","",""
"Sometimes","2007","Hamburg","secondary school degree","","","",""
"Sometimes","2007","Hamburg","college entrance qualification","","","",""
"Sometimes","2007","Hamburg","Other degree","","","",""
"Sometimes","2007","Hamburg","no degree/no degree yet","","","",""
"Sometimes","2007","Lower Saxony","lower secondary degree","","","",""
"Sometimes","2007","Lower Saxony","secondary school degree","","","",""
"Sometimes","2007","Lower Saxony","college entrance qualification","","","",""
"Sometimes","2007","Lower Saxony","Other degree","","","",""
"Sometimes","2007","Lower Saxony","no degree/no degree yet","","","",""
"Sometimes","2007","Bremen","lower secondary degree","","","",""
"Sometimes","2007","Bremen","secondary school degree","","","",""
"Sometimes","2007","Bremen","college entrance qualification","","","",""
"Sometimes","2007","Bremen","Other degree","","","",""
"Sometimes","2007","Bremen","no degree/no degree yet","","","",""
"Sometimes","2007","North Rhine-Westphalia","lower secondary degree","","","",""
"Sometimes","2007","North Rhine-Westphalia","secondary school degree","","","",""
"Sometimes","2007","North Rhine-Westphalia","college entrance qualification","","","",""
"Sometimes","2007","North Rhine-Westphalia","Other degree","","","",""
"Sometimes","2007","North Rhine-Westphalia","no degree/no degree yet","","","",""
"Sometimes","2007","Hesse","lower secondary degree","","","",""
"Sometimes","2007","Hesse","secondary school degree","","","",""
"Sometimes","2007","Hesse","college entrance qualification","","","",""
"Sometimes","2007","Hesse","Other degree","","","",""
"Sometimes","2007","Hesse","no degree/no degree yet","","","",""
"Sometimes","2007","Rhineland-Palatinate,Saarland","lower secondary degree","","","",""
"Sometimes","2007","Rhineland-Palatinate,Saarland","secondary school degree","","","",""
"Sometimes","2007","Rhineland-Palatinate,Saarland","college entrance qualification","","","",""
"Sometimes","2007","Rhineland-Palatinate,Saarland","Other degree","","","",""
"Sometimes","2007","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"Sometimes","2007","Baden-Württemberg","lower secondary degree","","","",""
"Sometimes","2007","Baden-Württemberg","secondary school degree","","","",""
"Sometimes","2007","Baden-Württemberg","college entrance qualification","","","",""
"Sometimes","2007","Baden-Württemberg","Other degree","","","",""
"Sometimes","2007","Baden-Württemberg","no degree/no degree yet","","","",""
"Sometimes","2007","Bavaria","lower secondary degree","","","",""
"Sometimes","2007","Bavaria","secondary school degree","","","",""
"Sometimes","2007","Bavaria","college entrance qualification","","","",""
"Sometimes","2007","Bavaria","Other degree","","","",""
"Sometimes","2007","Bavaria","no degree/no degree yet","","","",""
"Sometimes","2007","Berlin","lower secondary degree","","","",""
"Sometimes","2007","Berlin","secondary school degree","","","",""
"Sometimes","2007","Berlin","college entrance qualification","","","",""
"Sometimes","2007","Berlin","Other degree","","","",""
"Sometimes","2007","Berlin","no degree/no degree yet","","","",""
"Sometimes","2007","Brandenburg","lower secondary degree","","","",""
"Sometimes","2007","Brandenburg","secondary school degree","","","",""
"Sometimes","2007","Brandenburg","college entrance qualification","","","",""
"Sometimes","2007","Brandenburg","Other degree","","","",""
"Sometimes","2007","Brandenburg","no degree/no degree yet","","","",""
"Sometimes","2007","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"Sometimes","2007","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"Sometimes","2007","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"Sometimes","2007","Mecklenburg-Western Pomerania","Other degree","","","",""
"Sometimes","2007","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Sometimes","2007","Saxony","lower secondary degree","","","",""
"Sometimes","2007","Saxony","secondary school degree","","","",""
"Sometimes","2007","Saxony","college entrance qualification","","","",""
"Sometimes","2007","Saxony","Other degree","","","",""
"Sometimes","2007","Saxony","no degree/no degree yet","","","",""
"Sometimes","2007","Saxony-Anhalt","lower secondary degree","","","",""
"Sometimes","2007","Saxony-Anhalt","secondary school degree","","","",""
"Sometimes","2007","Saxony-Anhalt","college entrance qualification","","","",""
"Sometimes","2007","Saxony-Anhalt","Other degree","","","",""
"Sometimes","2007","Saxony-Anhalt","no degree/no degree yet","","","",""
"Sometimes","2007","Thuringia","lower secondary degree","","","",""
"Sometimes","2007","Thuringia","secondary school degree","","","",""
"Sometimes","2007","Thuringia","college entrance qualification","","","",""
"Sometimes","2007","Thuringia","Other degree","","","",""
"Sometimes","2007","Thuringia","no degree/no degree yet","","","",""
"Rarely","2007","Schleswig-Holstein","lower secondary degree","","","",""
"Rarely","2007","Schleswig-Holstein","secondary school degree","","","",""
"Rarely","2007","Schleswig-Holstein","college entrance qualification","","","",""
"Rarely","2007","Schleswig-Holstein","Other degree","","","",""
"Rarely","2007","Schleswig-Holstein","no degree/no degree yet","","","",""
"Rarely","2007","Hamburg","lower secondary degree","","","",""
"Rarely","2007","Hamburg","secondary school degree","","","",""
"Rarely","2007","Hamburg","college entrance qualification","","","",""
"Rarely","2007","Hamburg","Other degree","","","",""
"Rarely","2007","Hamburg","no degree/no degree yet","","","",""
"Rarely","2007","Lower Saxony","lower secondary degree","","","",""
"Rarely","2007","Lower Saxony","secondary school degree","","","",""
"Rarely","2007","Lower Saxony","college entrance qualification","","","",""
"Rarely","2007","Lower Saxony","Other degree","","","",""
"Rarely","2007","Lower Saxony","no degree/no degree yet","","","",""
"Rarely","2007","Bremen","lower secondary degree","","","",""
"Rarely","2007","Bremen","secondary school degree","","","",""
"Rarely","2007","Bremen","college entrance qualification","","","",""
"Rarely","2007","Bremen","Other degree","","","",""
"Rarely","2007","Bremen","no degree/no degree yet","","","",""
"Rarely","2007","North Rhine-Westphalia","lower secondary degree","","","",""
"Rarely","2007","North Rhine-Westphalia","secondary school degree","","","",""
"Rarely","2007","North Rhine-Westphalia","college entrance qualification","","","",""
"Rarely","2007","North Rhine-Westphalia","Other degree","","","",""
"Rarely","2007","North Rhine-Westphalia","no degree/no degree yet","","","",""
"Rarely","2007","Hesse","lower secondary degree","","","",""
"Rarely","2007","Hesse","secondary school degree","","","",""
"Rarely","2007","Hesse","college entrance qualification","","","",""
"Rarely","2007","Hesse","Other degree","","","",""
"Rarely","2007","Hesse","no degree/no degree yet","","","",""
"Rarely","2007","Rhineland-Palatinate,Saarland","lower secondary degree","","","",""
"Rarely","2007","Rhineland-Palatinate,Saarland","secondary school degree","","","",""
"Rarely","2007","Rhineland-Palatinate,Saarland","college entrance qualification","","","",""
"Rarely","2007","Rhineland-Palatinate,Saarland","Other degree","","","",""
"Rarely","2007","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"Rarely","2007","Baden-Württemberg","lower secondary degree","","","",""
"Rarely","2007","Baden-Württemberg","secondary school degree","","","",""
"Rarely","2007","Baden-Württemberg","college entrance qualification","","","",""
"Rarely","2007","Baden-Württemberg","Other degree","","","",""
"Rarely","2007","Baden-Württemberg","no degree/no degree yet","","","",""
"Rarely","2007","Bavaria","lower secondary degree","","","",""
"Rarely","2007","Bavaria","secondary school degree","","","",""
"Rarely","2007","Bavaria","college entrance qualification","","","",""
"Rarely","2007","Bavaria","Other degree","","","",""
"Rarely","2007","Bavaria","no degree/no degree yet","","","",""
"Rarely","2007","Berlin","lower secondary degree","","","",""
"Rarely","2007","Berlin","secondary school degree","","","",""
"Rarely","2007","Berlin","college entrance qualification","","","",""
"Rarely","2007","Berlin","Other degree","","","",""
"Rarely","2007","Berlin","no degree/no degree yet","","","",""
"Rarely","2007","Brandenburg","lower secondary degree","","","",""
"Rarely","2007","Brandenburg","secondary school degree","","","",""
"Rarely","2007","Brandenburg","college entrance qualification","","","",""
"Rarely","2007","Brandenburg","Other degree","","","",""
"Rarely","2007","Brandenburg","no degree/no degree yet","","","",""
"Rarely","2007","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"Rarely","2007","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"Rarely","2007","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"Rarely","2007","Mecklenburg-Western Pomerania","Other degree","","","",""
"Rarely","2007","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Rarely","2007","Saxony","lower secondary degree","","","",""
"Rarely","2007","Saxony","secondary school degree","","","",""
"Rarely","2007","Saxony","college entrance qualification","","","",""
"Rarely","2007","Saxony","Other degree","","","",""
"Rarely","2007","Saxony","no degree/no degree yet","","","",""
"Rarely","2007","Saxony-Anhalt","lower secondary degree","","","",""
"Rarely","2007","Saxony-Anhalt","secondary school degree","","","",""
"Rarely","2007","Saxony-Anhalt","college entrance qualification","","","",""
"Rarely","2007","Saxony-Anhalt","Other degree","","","",""
"Rarely","2007","Saxony-Anhalt","no degree/no degree yet","","","",""
"Rarely","2007","Thuringia","lower secondary degree","","","",""
"Rarely","2007","Thuringia","secondary school degree","","","",""
"Rarely","2007","Thuringia","college entrance qualification","","","",""
"Rarely","2007","Thuringia","Other degree","","","",""
"Rarely","2007","Thuringia","no degree/no degree yet","","","",""
"Never","2007","Schleswig-Holstein","lower secondary degree","","","",""
"Never","2007","Schleswig-Holstein","secondary school degree","","","",""
"Never","2007","Schleswig-Holstein","college entrance qualification","","","",""
"Never","2007","Schleswig-Holstein","Other degree","","","",""
"Never","2007","Schleswig-Holstein","no degree/no degree yet","","","",""
"Never","2007","Hamburg","lower secondary degree","","","",""
"Never","2007","Hamburg","secondary school degree","","","",""
"Never","2007","Hamburg","college entrance qualification","","","",""
"Never","2007","Hamburg","Other degree","","","",""
"Never","2007","Hamburg","no degree/no degree yet","","","",""
"Never","2007","Lower Saxony","lower secondary degree","","","",""
"Never","2007","Lower Saxony","secondary school degree","","","",""
"Never","2007","Lower Saxony","college entrance qualification","","","",""
"Never","2007","Lower Saxony","Other degree","","","",""
"Never","2007","Lower Saxony","no degree/no degree yet","","","",""
"Never","2007","Bremen","lower secondary degree","","","",""
"Never","2007","Bremen","secondary school degree","","","",""
"Never","2007","Bremen","college entrance qualification","","","",""
"Never","2007","Bremen","Other degree","","","",""
"Never","2007","Bremen","no degree/no degree yet","","","",""
"Never","2007","North Rhine-Westphalia","lower secondary degree","","","",""
"Never","2007","North Rhine-Westphalia","secondary school degree","","","",""
"Never","2007","North Rhine-Westphalia","college entrance qualification","","","",""
"Never","2007","North Rhine-Westphalia","Other degree","","","",""
"Never","2007","North Rhine-Westphalia","no degree/no degree yet","","","",""
"Never","2007","Hesse","lower secondary degree","","","",""
"Never","2007","Hesse","secondary school degree","","","",""
"Never","2007","Hesse","college entrance qualification","","","",""
"Never","2007","Hesse","Other degree","","","",""
"Never","2007","Hesse","no degree/no degree yet","","","",""
"Never","2007","Rhineland-Palatinate,Saarland","lower secondary degree","","","",""
"Never","2007","Rhineland-Palatinate,Saarland","secondary school degree","","","",""
"Never","2007","Rhineland-Palatinate,Saarland","college entrance qualification","","","",""
"Never","2007","Rhineland-Palatinate,Saarland","Other degree","","","",""
"Never","2007","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"Never","2007","Baden-Württemberg","lower secondary degree","","","",""
"Never","2007","Baden-Württemberg","secondary school degree","","","",""
"Never","2007","Baden-Württemberg","college entrance qualification","","","",""
"Never","2007","Baden-Württemberg","Other degree","","","",""
"Never","2007","Baden-Württemberg","no degree/no degree yet","","","",""
"Never","2007","Bavaria","lower secondary degree","","","",""
"Never","2007","Bavaria","secondary school degree","","","",""
"Never","2007","Bavaria","college entrance qualification","","","",""
"Never","2007","Bavaria","Other degree","","","",""
"Never","2007","Bavaria","no degree/no degree yet","","","",""
"Never","2007","Berlin","lower secondary degree","","","",""
"Never","2007","Berlin","secondary school degree","","","",""
"Never","2007","Berlin","college entrance qualification","","","",""
"Never","2007","Berlin","Other degree","","","",""
"Never","2007","Berlin","no degree/no degree yet","","","",""
"Never","2007","Brandenburg","lower secondary degree","","","",""
"Never","2007","Brandenburg","secondary school degree","","","",""
"Never","2007","Brandenburg","college entrance qualification","","","",""
"Never","2007","Brandenburg","Other degree","","","",""
"Never","2007","Brandenburg","no degree/no degree yet","","","",""
"Never","2007","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"Never","2007","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"Never","2007","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"Never","2007","Mecklenburg-Western Pomerania","Other degree","","","",""
"Never","2007","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Never","2007","Saxony","lower secondary degree","","","",""
"Never","2007","Saxony","secondary school degree","","","",""
"Never","2007","Saxony","college entrance qualification","","","",""
"Never","2007","Saxony","Other degree","","","",""
"Never","2007","Saxony","no degree/no degree yet","","","",""
"Never","2007","Saxony-Anhalt","lower secondary degree","","","",""
"Never","2007","Saxony-Anhalt","secondary school degree","","","",""
"Never","2007","Saxony-Anhalt","college entrance qualification","","","",""
"Never","2007","Saxony-Anhalt","Other degree","","","",""
"Never","2007","Saxony-Anhalt","no degree/no degree yet","","","",""
"Never","2007","Thuringia","lower secondary degree","","","",""
"Never","2007","Thuringia","secondary school degree","","","",""
"Never","2007","Thuringia","college entrance qualification","","","",""
"Never","2007","Thuringia","Other degree","","","",""
"Never","2007","Thuringia","no degree/no degree yet","","","",""
"Very often","2008","Schleswig-Holstein","lower secondary degree","8","","",""
"Very often","2008","Schleswig-Holstein","secondary school degree","7","","",""
"Very often","2008","Schleswig-Holstein","college entrance qualification","3","","",""
"Very often","2008","Schleswig-Holstein","Other degree","","","",""
"Very often","2008","Schleswig-Holstein","no degree/no degree yet","","","",""
"Very often","2008","Hamburg","lower secondary degree","3","","",""
"Very often","2008","Hamburg","secondary school degree","2","","",""
"Very often","2008","Hamburg","college entrance qualification","6","","",""
"Very often","2008","Hamburg","Other degree","","","",""
"Very often","2008","Hamburg","no degree/no degree yet","","","",""
"Very often","2008","Lower Saxony","lower secondary degree","27","","",""
"Very often","2008","Lower Saxony","secondary school degree","43","0.0820093906171235","0.0589100618847207","0.105108719349526"
"Very often","2008","Lower Saxony","college entrance qualification","19","","",""
"Very often","2008","Lower Saxony","Other degree","2","","",""
"Very often","2008","Lower Saxony","no degree/no degree yet","5","","",""
"Very often","2008","Bremen","lower secondary degree","2","","",""
"Very often","2008","Bremen","secondary school degree","1","","",""
"Very often","2008","Bremen","college entrance qualification","","","",""
"Very often","2008","Bremen","Other degree","","","",""
"Very often","2008","Bremen","no degree/no degree yet","","","",""
"Very often","2008","North Rhine-Westphalia","lower secondary degree","47","0.0364719417900523","0.0265992670247543","0.0463446165553502"
"Very often","2008","North Rhine-Westphalia","secondary school degree","44","0.0507499398818172","0.0362070020624639","0.0652928777011705"
"Very often","2008","North Rhine-Westphalia","college entrance qualification","43","0.0279870235280778","0.0185842983967951","0.0373897486593605"
"Very often","2008","North Rhine-Westphalia","Other degree","6","","",""
"Very often","2008","North Rhine-Westphalia","no degree/no degree yet","2","","",""
"Very often","2008","Hesse","lower secondary degree","23","","",""
"Very often","2008","Hesse","secondary school degree","27","","",""
"Very often","2008","Hesse","college entrance qualification","22","","",""
"Very often","2008","Hesse","Other degree","3","","",""
"Very often","2008","Hesse","no degree/no degree yet","2","","",""
"Very often","2008","Rhineland-Palatinate,Saarland","lower secondary degree","24","","",""
"Very often","2008","Rhineland-Palatinate,Saarland","secondary school degree","14","","",""
"Very often","2008","Rhineland-Palatinate,Saarland","college entrance qualification","21","","",""
"Very often","2008","Rhineland-Palatinate,Saarland","Other degree","","","",""
"Very often","2008","Rhineland-Palatinate,Saarland","no degree/no degree yet","1","","",""
"Very often","2008","Baden-Württemberg","lower secondary degree","47","0.0515064929751628","0.0360544826657157","0.0669585032846098"
"Very often","2008","Baden-Württemberg","secondary school degree","36","0.0696879339565349","0.0490372334182199","0.0903386344948499"
"Very often","2008","Baden-Württemberg","college entrance qualification","46","0.0922798219509933","0.0690246809579213","0.115534962944065"
"Very often","2008","Baden-Württemberg","Other degree","8","","",""
"Very often","2008","Baden-Württemberg","no degree/no degree yet","4","","",""
"Very often","2008","Bavaria","lower secondary degree","80","0.0814573000055124","0.065522759004808","0.0973918410062168"
"Very often","2008","Bavaria","secondary school degree","42","0.054972186115599","0.0377264939218841","0.0722178783093139"
"Very often","2008","Bavaria","college entrance qualification","73","0.101208199856823","0.0786386221006652","0.123777777612982"
"Very often","2008","Bavaria","Other degree","11","","",""
"Very often","2008","Bavaria","no degree/no degree yet","8","","",""
"Very often","2008","Berlin","lower secondary degree","4","","",""
"Very often","2008","Berlin","secondary school degree","4","","",""
"Very often","2008","Berlin","college entrance qualification","10","","",""
"Very often","2008","Berlin","Other degree","2","","",""
"Very often","2008","Berlin","no degree/no degree yet","1","","",""
"Very often","2008","Brandenburg","lower secondary degree","12","","",""
"Very often","2008","Brandenburg","secondary school degree","21","","",""
"Very often","2008","Brandenburg","college entrance qualification","14","","",""
"Very often","2008","Brandenburg","Other degree","","","",""
"Very often","2008","Brandenburg","no degree/no degree yet","1","","",""
"Very often","2008","Mecklenburg-Western Pomerania","lower secondary degree","5","","",""
"Very often","2008","Mecklenburg-Western Pomerania","secondary school degree","10","","",""
"Very often","2008","Mecklenburg-Western Pomerania","college entrance qualification","4","","",""
"Very often","2008","Mecklenburg-Western Pomerania","Other degree","","","",""
"Very often","2008","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Very often","2008","Saxony","lower secondary degree","6","","",""
"Very often","2008","Saxony","secondary school degree","29","","",""
"Very often","2008","Saxony","college entrance qualification","16","","",""
"Very often","2008","Saxony","Other degree","2","","",""
"Very often","2008","Saxony","no degree/no degree yet","2","","",""
"Very often","2008","Saxony-Anhalt","lower secondary degree","10","","",""
"Very often","2008","Saxony-Anhalt","secondary school degree","10","","",""
"Very often","2008","Saxony-Anhalt","college entrance qualification","15","","",""
"Very often","2008","Saxony-Anhalt","Other degree","","","",""
"Very often","2008","Saxony-Anhalt","no degree/no degree yet","","","",""
"Very often","2008","Thuringia","lower secondary degree","9","","",""
"Very often","2008","Thuringia","secondary school degree","17","","",""
"Very often","2008","Thuringia","college entrance qualification","16","","",""
"Very often","2008","Thuringia","Other degree","1","","",""
"Very often","2008","Thuringia","no degree/no degree yet","","","",""
"Often","2008","Schleswig-Holstein","lower secondary degree","9","","",""
"Often","2008","Schleswig-Holstein","secondary school degree","13","","",""
"Often","2008","Schleswig-Holstein","college entrance qualification","23","","",""
"Often","2008","Schleswig-Holstein","Other degree","1","","",""
"Often","2008","Schleswig-Holstein","no degree/no degree yet","1","","",""
"Often","2008","Hamburg","lower secondary degree","2","","",""
"Often","2008","Hamburg","secondary school degree","8","","",""
"Often","2008","Hamburg","college entrance qualification","8","","",""
"Often","2008","Hamburg","Other degree","1","","",""
"Often","2008","Hamburg","no degree/no degree yet","","","",""
"Often","2008","Lower Saxony","lower secondary degree","52","0.0971237328232416","0.0737767558502345","0.120470709796249"
"Often","2008","Lower Saxony","secondary school degree","55","0.116000377128339","0.0890413517096112","0.142959402547067"
"Often","2008","Lower Saxony","college entrance qualification","47","0.106073510228547","0.0766938858168936","0.1354531346402"
"Often","2008","Lower Saxony","Other degree","6","","",""
"Often","2008","Lower Saxony","no degree/no degree yet","7","","",""
"Often","2008","Bremen","lower secondary degree","3","","",""
"Often","2008","Bremen","secondary school degree","4","","",""
"Often","2008","Bremen","college entrance qualification","4","","",""
"Often","2008","Bremen","Other degree","","","",""
"Often","2008","Bremen","no degree/no degree yet","","","",""
"Often","2008","North Rhine-Westphalia","lower secondary degree","102","0.0800604625751268","0.0657678410323266","0.0943530841179269"
"Often","2008","North Rhine-Westphalia","secondary school degree","62","0.0825529261406864","0.0643181342872479","0.100787717994125"
"Often","2008","North Rhine-Westphalia","college entrance qualification","113","0.0960910521921838","0.0792897412281322","0.112892363156235"
"Often","2008","North Rhine-Westphalia","Other degree","14","","",""
"Often","2008","North Rhine-Westphalia","no degree/no degree yet","3","","",""
"Often","2008","Hesse","lower secondary degree","34","0.109188340360596","0.0781960002628065","0.140180680458385"
"Often","2008","Hesse","secondary school degree","33","0.0859312440347645","0.0568181693934766","0.115044318676052"
"Often","2008","Hesse","college entrance qualification","57","0.121694261396873","0.0902398217742444","0.153148701019501"
"Often","2008","Hesse","Other degree","6","","",""
"Often","2008","Hesse","no degree/no degree yet","3","","",""
"Often","2008","Rhineland-Palatinate,Saarland","lower secondary degree","32","0.054425216822863","0.034580529644359","0.0742699040013669"
"Often","2008","Rhineland-Palatinate,Saarland","secondary school degree","16","","",""
"Often","2008","Rhineland-Palatinate,Saarland","college entrance qualification","28","","",""
"Often","2008","Rhineland-Palatinate,Saarland","Other degree","4","","",""
"Often","2008","Rhineland-Palatinate,Saarland","no degree/no degree yet","2","","",""
"Often","2008","Baden-Württemberg","lower secondary degree","73","0.0945070083885292","0.0740561579539533","0.114957858823105"
"Often","2008","Baden-Württemberg","secondary school degree","60","0.0875340646536453","0.0646128016040119","0.110455327703279"
"Often","2008","Baden-Württemberg","college entrance qualification","52","0.0904909388302454","0.067439625700849","0.113542251959642"
"Often","2008","Baden-Württemberg","Other degree","17","","",""
"Often","2008","Baden-Württemberg","no degree/no degree yet","8","","",""
"Often","2008","Bavaria","lower secondary degree","117","0.0984699044272599","0.0811132206768088","0.115826588177711"
"Often","2008","Bavaria","secondary school degree","79","0.124540016184841","0.0995561618141211","0.149523870555561"
"Often","2008","Bavaria","college entrance qualification","93","0.128244303809795","0.103223430021872","0.153265177597718"
"Often","2008","Bavaria","Other degree","16","","",""
"Often","2008","Bavaria","no degree/no degree yet","11","","",""
"Often","2008","Berlin","lower secondary degree","5","","",""
"Often","2008","Berlin","secondary school degree","24","","",""
"Often","2008","Berlin","college entrance qualification","24","","",""
"Often","2008","Berlin","Other degree","1","","",""
"Often","2008","Berlin","no degree/no degree yet","2","","",""
"Often","2008","Brandenburg","lower secondary degree","14","","",""
"Often","2008","Brandenburg","secondary school degree","29","","",""
"Often","2008","Brandenburg","college entrance qualification","23","","",""
"Often","2008","Brandenburg","Other degree","","","",""
"Often","2008","Brandenburg","no degree/no degree yet","1","","",""
"Often","2008","Mecklenburg-Western Pomerania","lower secondary degree","2","","",""
"Often","2008","Mecklenburg-Western Pomerania","secondary school degree","14","","",""
"Often","2008","Mecklenburg-Western Pomerania","college entrance qualification","17","","",""
"Often","2008","Mecklenburg-Western Pomerania","Other degree","","","",""
"Often","2008","Mecklenburg-Western Pomerania","no degree/no degree yet","1","","",""
"Often","2008","Saxony","lower secondary degree","22","","",""
"Often","2008","Saxony","secondary school degree","43","0.0508959941325771","0.0342164614708247","0.0675755267943294"
"Often","2008","Saxony","college entrance qualification","36","0.105742544504071","0.073008142991579","0.138476946016564"
"Often","2008","Saxony","Other degree","","","",""
"Often","2008","Saxony","no degree/no degree yet","6","","",""
"Often","2008","Saxony-Anhalt","lower secondary degree","19","","",""
"Often","2008","Saxony-Anhalt","secondary school degree","28","","",""
"Often","2008","Saxony-Anhalt","college entrance qualification","25","","",""
"Often","2008","Saxony-Anhalt","Other degree","","","",""
"Often","2008","Saxony-Anhalt","no degree/no degree yet","","","",""
"Often","2008","Thuringia","lower secondary degree","14","","",""
"Often","2008","Thuringia","secondary school degree","36","0.121293413811957","0.0884690102659961","0.154117817357918"
"Often","2008","Thuringia","college entrance qualification","20","","",""
"Often","2008","Thuringia","Other degree","","","",""
"Often","2008","Thuringia","no degree/no degree yet","3","","",""
"Sometimes","2008","Schleswig-Holstein","lower secondary degree","19","","",""
"Sometimes","2008","Schleswig-Holstein","secondary school degree","15","","",""
"Sometimes","2008","Schleswig-Holstein","college entrance qualification","20","","",""
"Sometimes","2008","Schleswig-Holstein","Other degree","4","","",""
"Sometimes","2008","Schleswig-Holstein","no degree/no degree yet","1","","",""
"Sometimes","2008","Hamburg","lower secondary degree","3","","",""
"Sometimes","2008","Hamburg","secondary school degree","6","","",""
"Sometimes","2008","Hamburg","college entrance qualification","11","","",""
"Sometimes","2008","Hamburg","Other degree","2","","",""
"Sometimes","2008","Hamburg","no degree/no degree yet","1","","",""
"Sometimes","2008","Lower Saxony","lower secondary degree","67","0.0952754153389323","0.072128001578233","0.118422829099632"
"Sometimes","2008","Lower Saxony","secondary school degree","74","0.139857305801279","0.110657747693063","0.169056863909496"
"Sometimes","2008","Lower Saxony","college entrance qualification","72","0.151662206956534","0.117439452696728","0.18588496121634"
"Sometimes","2008","Lower Saxony","Other degree","14","","",""
"Sometimes","2008","Lower Saxony","no degree/no degree yet","12","","",""
"Sometimes","2008","Bremen","lower secondary degree","3","","",""
"Sometimes","2008","Bremen","secondary school degree","","","",""
"Sometimes","2008","Bremen","college entrance qualification","4","","",""
"Sometimes","2008","Bremen","Other degree","","","",""
"Sometimes","2008","Bremen","no degree/no degree yet","","","",""
"Sometimes","2008","North Rhine-Westphalia","lower secondary degree","102","0.0745571631785398","0.060723325005536","0.0883910013515435"
"Sometimes","2008","North Rhine-Westphalia","secondary school degree","81","0.105893346906656","0.0855054201247369","0.126281273688574"
"Sometimes","2008","North Rhine-Westphalia","college entrance qualification","109","0.0894859041261654","0.0732131896338717","0.105758618618459"
"Sometimes","2008","North Rhine-Westphalia","Other degree","17","","",""
"Sometimes","2008","North Rhine-Westphalia","no degree/no degree yet","7","","",""
"Sometimes","2008","Hesse","lower secondary degree","35","0.0851835053836889","0.0574427656669481","0.11292424510043"
"Sometimes","2008","Hesse","secondary school degree","46","0.116841458329634","0.0834726334077506","0.150210283251518"
"Sometimes","2008","Hesse","college entrance qualification","47","0.103225846946755","0.0739533471721225","0.132498346721387"
"Sometimes","2008","Hesse","Other degree","7","","",""
"Sometimes","2008","Hesse","no degree/no degree yet","5","","",""
"Sometimes","2008","Rhineland-Palatinate,Saarland","lower secondary degree","24","","",""
"Sometimes","2008","Rhineland-Palatinate,Saarland","secondary school degree","21","","",""
"Sometimes","2008","Rhineland-Palatinate,Saarland","college entrance qualification","34","0.120680829448474","0.07929496542558","0.162066693471369"
"Sometimes","2008","Rhineland-Palatinate,Saarland","Other degree","6","","",""
"Sometimes","2008","Rhineland-Palatinate,Saarland","no degree/no degree yet","3","","",""
"Sometimes","2008","Baden-Württemberg","lower secondary degree","79","0.114338462762497","0.0920916968675295","0.136585228657465"
"Sometimes","2008","Baden-Württemberg","secondary school degree","73","0.155934721023878","0.126510762538364","0.185358679509391"
"Sometimes","2008","Baden-Württemberg","college entrance qualification","61","0.0901924593690547","0.0671754184984083","0.113209500239701"
"Sometimes","2008","Baden-Württemberg","Other degree","17","","",""
"Sometimes","2008","Baden-Württemberg","no degree/no degree yet","9","","",""
"Sometimes","2008","Bavaria","lower secondary degree","134","0.094090575789531","0.0770830816675804","0.111098069911482"
"Sometimes","2008","Bavaria","secondary school degree","94","0.159531967348462","0.131826129303099","0.187237805393824"
"Sometimes","2008","Bavaria","college entrance qualification","93","0.125177881436514","0.100414513573196","0.149941249299832"
"Sometimes","2008","Bavaria","Other degree","19","","",""
"Sometimes","2008","Bavaria","no degree/no degree yet","6","","",""
"Sometimes","2008","Berlin","lower secondary degree","5","","",""
"Sometimes","2008","Berlin","secondary school degree","19","","",""
"Sometimes","2008","Berlin","college entrance qualification","23","","",""
"Sometimes","2008","Berlin","Other degree","","","",""
"Sometimes","2008","Berlin","no degree/no degree yet","1","","",""
"Sometimes","2008","Brandenburg","lower secondary degree","27","","",""
"Sometimes","2008","Brandenburg","secondary school degree","44","0.136580136144232","0.10060364053532","0.172556631753144"
"Sometimes","2008","Brandenburg","college entrance qualification","31","0.152204905845867","0.101786331609169","0.202623480082565"
"Sometimes","2008","Brandenburg","Other degree","1","","",""
