"pld0045","year","bula_h","sex","n","percent","lower_confidence","upper_confidence"
"Very often","2010","North Rhine-Westphalia","Male","","","",""
"Very often","2010","North Rhine-Westphalia","Female","","","",""
"Very often","2010","Hesse","Male","","","",""
"Very often","2010","Hesse","Female","","","",""
"Very often","2010","Rhineland-Palatinate,Saarland","Male","","","",""
"Very often","2010","Rhineland-Palatinate,Saarland","Female","","","",""
"Very often","2010","Baden-Württemberg","Male","","","",""
"Very often","2010","Baden-Württemberg","Female","","","",""
"Very often","2010","Bavaria","Male","","","",""
"Very often","2010","Bavaria","Female","","","",""
"Very often","2010","Berlin","Male","","","",""
"Very often","2010","Berlin","Female","","","",""
"Very often","2010","Brandenburg","Male","","","",""
"Very often","2010","Brandenburg","Female","","","",""
"Very often","2010","Mecklenburg-Western Pomerania","Male","","","",""
"Very often","2010","Mecklenburg-Western Pomerania","Female","","","",""
"Very often","2010","Saxony","Male","","","",""
"Very often","2010","Saxony","Female","","","",""
"Very often","2010","Saxony-Anhalt","Male","","","",""
"Very often","2010","Saxony-Anhalt","Female","","","",""
"Very often","2010","Thuringia","Male","","","",""
"Very often","2010","Thuringia","Female","","","",""
"Often","2010","Schleswig-Holstein","Male","","","",""
"Often","2010","Schleswig-Holstein","Female","","","",""
"Often","2010","Hamburg","Male","","","",""
"Often","2010","Hamburg","Female","","","",""
"Often","2010","Lower Saxony","Male","","","",""
"Often","2010","Lower Saxony","Female","","","",""
"Often","2010","Bremen","Male","","","",""
"Often","2010","Bremen","Female","","","",""
"Often","2010","North Rhine-Westphalia","Male","","","",""
"Often","2010","North Rhine-Westphalia","Female","","","",""
"Often","2010","Hesse","Male","","","",""
"Often","2010","Hesse","Female","","","",""
"Often","2010","Rhineland-Palatinate,Saarland","Male","","","",""
"Often","2010","Rhineland-Palatinate,Saarland","Female","","","",""
"Often","2010","Baden-Württemberg","Male","","","",""
"Often","2010","Baden-Württemberg","Female","","","",""
"Often","2010","Bavaria","Male","","","",""
"Often","2010","Bavaria","Female","","","",""
"Often","2010","Berlin","Male","","","",""
"Often","2010","Berlin","Female","","","",""
"Often","2010","Brandenburg","Male","","","",""
"Often","2010","Brandenburg","Female","","","",""
"Often","2010","Mecklenburg-Western Pomerania","Male","","","",""
"Often","2010","Mecklenburg-Western Pomerania","Female","","","",""
"Often","2010","Saxony","Male","","","",""
"Often","2010","Saxony","Female","","","",""
"Often","2010","Saxony-Anhalt","Male","","","",""
"Often","2010","Saxony-Anhalt","Female","","","",""
"Often","2010","Thuringia","Male","","","",""
"Often","2010","Thuringia","Female","","","",""
"Sometimes","2010","Schleswig-Holstein","Male","","","",""
"Sometimes","2010","Schleswig-Holstein","Female","","","",""
"Sometimes","2010","Hamburg","Male","","","",""
"Sometimes","2010","Hamburg","Female","","","",""
"Sometimes","2010","Lower Saxony","Male","","","",""
"Sometimes","2010","Lower Saxony","Female","","","",""
"Sometimes","2010","Bremen","Male","","","",""
"Sometimes","2010","Bremen","Female","","","",""
"Sometimes","2010","North Rhine-Westphalia","Male","","","",""
"Sometimes","2010","North Rhine-Westphalia","Female","","","",""
"Sometimes","2010","Hesse","Male","","","",""
"Sometimes","2010","Hesse","Female","","","",""
"Sometimes","2010","Rhineland-Palatinate,Saarland","Male","","","",""
"Sometimes","2010","Rhineland-Palatinate,Saarland","Female","","","",""
"Sometimes","2010","Baden-Württemberg","Male","","","",""
"Sometimes","2010","Baden-Württemberg","Female","","","",""
"Sometimes","2010","Bavaria","Male","","","",""
"Sometimes","2010","Bavaria","Female","","","",""
"Sometimes","2010","Berlin","Male","","","",""
"Sometimes","2010","Berlin","Female","","","",""
"Sometimes","2010","Brandenburg","Male","","","",""
"Sometimes","2010","Brandenburg","Female","","","",""
"Sometimes","2010","Mecklenburg-Western Pomerania","Male","","","",""
"Sometimes","2010","Mecklenburg-Western Pomerania","Female","","","",""
"Sometimes","2010","Saxony","Male","","","",""
"Sometimes","2010","Saxony","Female","","","",""
"Sometimes","2010","Saxony-Anhalt","Male","","","",""
"Sometimes","2010","Saxony-Anhalt","Female","","","",""
"Sometimes","2010","Thuringia","Male","","","",""
"Sometimes","2010","Thuringia","Female","","","",""
"Rarely","2010","Schleswig-Holstein","Male","","","",""
"Rarely","2010","Schleswig-Holstein","Female","","","",""
"Rarely","2010","Hamburg","Male","","","",""
"Rarely","2010","Hamburg","Female","","","",""
"Rarely","2010","Lower Saxony","Male","","","",""
"Rarely","2010","Lower Saxony","Female","","","",""
"Rarely","2010","Bremen","Male","","","",""
"Rarely","2010","Bremen","Female","","","",""
"Rarely","2010","North Rhine-Westphalia","Male","","","",""
"Rarely","2010","North Rhine-Westphalia","Female","","","",""
"Rarely","2010","Hesse","Male","","","",""
"Rarely","2010","Hesse","Female","","","",""
"Rarely","2010","Rhineland-Palatinate,Saarland","Male","","","",""
"Rarely","2010","Rhineland-Palatinate,Saarland","Female","","","",""
"Rarely","2010","Baden-Württemberg","Male","","","",""
"Rarely","2010","Baden-Württemberg","Female","","","",""
"Rarely","2010","Bavaria","Male","","","",""
"Rarely","2010","Bavaria","Female","","","",""
"Rarely","2010","Berlin","Male","","","",""
"Rarely","2010","Berlin","Female","","","",""
"Rarely","2010","Brandenburg","Male","","","",""
"Rarely","2010","Brandenburg","Female","","","",""
"Rarely","2010","Mecklenburg-Western Pomerania","Male","","","",""
"Rarely","2010","Mecklenburg-Western Pomerania","Female","","","",""
"Rarely","2010","Saxony","Male","","","",""
"Rarely","2010","Saxony","Female","","","",""
"Rarely","2010","Saxony-Anhalt","Male","","","",""
"Rarely","2010","Saxony-Anhalt","Female","","","",""
"Rarely","2010","Thuringia","Male","","","",""
"Rarely","2010","Thuringia","Female","","","",""
"Never","2010","Schleswig-Holstein","Male","","","",""
"Never","2010","Schleswig-Holstein","Female","","","",""
"Never","2010","Hamburg","Male","","","",""
"Never","2010","Hamburg","Female","","","",""
"Never","2010","Lower Saxony","Male","","","",""
"Never","2010","Lower Saxony","Female","","","",""
"Never","2010","Bremen","Male","","","",""
"Never","2010","Bremen","Female","","","",""
"Never","2010","North Rhine-Westphalia","Male","","","",""
"Never","2010","North Rhine-Westphalia","Female","","","",""
"Never","2010","Hesse","Male","","","",""
"Never","2010","Hesse","Female","","","",""
"Never","2010","Rhineland-Palatinate,Saarland","Male","","","",""
"Never","2010","Rhineland-Palatinate,Saarland","Female","","","",""
"Never","2010","Baden-Württemberg","Male","","","",""
"Never","2010","Baden-Württemberg","Female","","","",""
"Never","2010","Bavaria","Male","","","",""
"Never","2010","Bavaria","Female","","","",""
"Never","2010","Berlin","Male","","","",""
"Never","2010","Berlin","Female","","","",""
"Never","2010","Brandenburg","Male","","","",""
"Never","2010","Brandenburg","Female","","","",""
"Never","2010","Mecklenburg-Western Pomerania","Male","","","",""
"Never","2010","Mecklenburg-Western Pomerania","Female","","","",""
"Never","2010","Saxony","Male","","","",""
"Never","2010","Saxony","Female","","","",""
"Never","2010","Saxony-Anhalt","Male","","","",""
"Never","2010","Saxony-Anhalt","Female","","","",""
"Never","2010","Thuringia","Male","","","",""
"Never","2010","Thuringia","Female","","","",""
"Very often","2011","Schleswig-Holstein","Male","","","",""
"Very often","2011","Schleswig-Holstein","Female","","","",""
"Very often","2011","Hamburg","Male","","","",""
"Very often","2011","Hamburg","Female","","","",""
"Very often","2011","Lower Saxony","Male","","","",""
"Very often","2011","Lower Saxony","Female","","","",""
"Very often","2011","Bremen","Male","","","",""
"Very often","2011","Bremen","Female","","","",""
"Very often","2011","North Rhine-Westphalia","Male","","","",""
"Very often","2011","North Rhine-Westphalia","Female","","","",""
"Very often","2011","Hesse","Male","","","",""
"Very often","2011","Hesse","Female","","","",""
"Very often","2011","Rhineland-Palatinate,Saarland","Male","","","",""
"Very often","2011","Rhineland-Palatinate,Saarland","Female","","","",""
"Very often","2011","Baden-Württemberg","Male","","","",""
"Very often","2011","Baden-Württemberg","Female","","","",""
"Very often","2011","Bavaria","Male","","","",""
"Very often","2011","Bavaria","Female","","","",""
"Very often","2011","Berlin","Male","","","",""
"Very often","2011","Berlin","Female","","","",""
"Very often","2011","Brandenburg","Male","","","",""
"Very often","2011","Brandenburg","Female","","","",""
"Very often","2011","Mecklenburg-Western Pomerania","Male","","","",""
"Very often","2011","Mecklenburg-Western Pomerania","Female","","","",""
"Very often","2011","Saxony","Male","","","",""
"Very often","2011","Saxony","Female","","","",""
"Very often","2011","Saxony-Anhalt","Male","","","",""
"Very often","2011","Saxony-Anhalt","Female","","","",""
"Very often","2011","Thuringia","Male","","","",""
"Very often","2011","Thuringia","Female","","","",""
"Often","2011","Schleswig-Holstein","Male","","","",""
"Often","2011","Schleswig-Holstein","Female","","","",""
"Often","2011","Hamburg","Male","","","",""
"Often","2011","Hamburg","Female","","","",""
"Often","2011","Lower Saxony","Male","","","",""
"Often","2011","Lower Saxony","Female","","","",""
"Often","2011","Bremen","Male","","","",""
"Often","2011","Bremen","Female","","","",""
"Often","2011","North Rhine-Westphalia","Male","","","",""
"Often","2011","North Rhine-Westphalia","Female","","","",""
"Often","2011","Hesse","Male","","","",""
"Often","2011","Hesse","Female","","","",""
"Often","2011","Rhineland-Palatinate,Saarland","Male","","","",""
"Often","2011","Rhineland-Palatinate,Saarland","Female","","","",""
"Often","2011","Baden-Württemberg","Male","","","",""
"Often","2011","Baden-Württemberg","Female","","","",""
"Often","2011","Bavaria","Male","","","",""
"Often","2011","Bavaria","Female","","","",""
"Often","2011","Berlin","Male","","","",""
"Often","2011","Berlin","Female","","","",""
"Often","2011","Brandenburg","Male","","","",""
"Often","2011","Brandenburg","Female","","","",""
"Often","2011","Mecklenburg-Western Pomerania","Male","","","",""
"Often","2011","Mecklenburg-Western Pomerania","Female","","","",""
"Often","2011","Saxony","Male","","","",""
"Often","2011","Saxony","Female","","","",""
"Often","2011","Saxony-Anhalt","Male","","","",""
"Often","2011","Saxony-Anhalt","Female","","","",""
"Often","2011","Thuringia","Male","","","",""
"Often","2011","Thuringia","Female","","","",""
"Sometimes","2011","Schleswig-Holstein","Male","","","",""
"Sometimes","2011","Schleswig-Holstein","Female","","","",""
"Sometimes","2011","Hamburg","Male","","","",""
"Sometimes","2011","Hamburg","Female","","","",""
"Sometimes","2011","Lower Saxony","Male","","","",""
"Sometimes","2011","Lower Saxony","Female","","","",""
"Sometimes","2011","Bremen","Male","","","",""
"Sometimes","2011","Bremen","Female","","","",""
"Sometimes","2011","North Rhine-Westphalia","Male","","","",""
"Sometimes","2011","North Rhine-Westphalia","Female","","","",""
"Sometimes","2011","Hesse","Male","","","",""
"Sometimes","2011","Hesse","Female","","","",""
"Sometimes","2011","Rhineland-Palatinate,Saarland","Male","","","",""
"Sometimes","2011","Rhineland-Palatinate,Saarland","Female","","","",""
"Sometimes","2011","Baden-Württemberg","Male","","","",""
"Sometimes","2011","Baden-Württemberg","Female","","","",""
"Sometimes","2011","Bavaria","Male","","","",""
"Sometimes","2011","Bavaria","Female","","","",""
"Sometimes","2011","Berlin","Male","","","",""
"Sometimes","2011","Berlin","Female","","","",""
"Sometimes","2011","Brandenburg","Male","","","",""
"Sometimes","2011","Brandenburg","Female","","","",""
"Sometimes","2011","Mecklenburg-Western Pomerania","Male","","","",""
"Sometimes","2011","Mecklenburg-Western Pomerania","Female","","","",""
"Sometimes","2011","Saxony","Male","","","",""
"Sometimes","2011","Saxony","Female","","","",""
"Sometimes","2011","Saxony-Anhalt","Male","","","",""
"Sometimes","2011","Saxony-Anhalt","Female","","","",""
"Sometimes","2011","Thuringia","Male","","","",""
"Sometimes","2011","Thuringia","Female","","","",""
"Rarely","2011","Schleswig-Holstein","Male","","","",""
"Rarely","2011","Schleswig-Holstein","Female","","","",""
"Rarely","2011","Hamburg","Male","","","",""
"Rarely","2011","Hamburg","Female","","","",""
"Rarely","2011","Lower Saxony","Male","","","",""
"Rarely","2011","Lower Saxony","Female","","","",""
"Rarely","2011","Bremen","Male","","","",""
"Rarely","2011","Bremen","Female","","","",""
"Rarely","2011","North Rhine-Westphalia","Male","","","",""
"Rarely","2011","North Rhine-Westphalia","Female","","","",""
"Rarely","2011","Hesse","Male","","","",""
"Rarely","2011","Hesse","Female","","","",""
"Rarely","2011","Rhineland-Palatinate,Saarland","Male","","","",""
"Rarely","2011","Rhineland-Palatinate,Saarland","Female","","","",""
"Rarely","2011","Baden-Württemberg","Male","","","",""
"Rarely","2011","Baden-Württemberg","Female","","","",""
"Rarely","2011","Bavaria","Male","","","",""
"Rarely","2011","Bavaria","Female","","","",""
"Rarely","2011","Berlin","Male","","","",""
"Rarely","2011","Berlin","Female","","","",""
"Rarely","2011","Brandenburg","Male","","","",""
"Rarely","2011","Brandenburg","Female","","","",""
"Rarely","2011","Mecklenburg-Western Pomerania","Male","","","",""
"Rarely","2011","Mecklenburg-Western Pomerania","Female","","","",""
"Rarely","2011","Saxony","Male","","","",""
"Rarely","2011","Saxony","Female","","","",""
"Rarely","2011","Saxony-Anhalt","Male","","","",""
"Rarely","2011","Saxony-Anhalt","Female","","","",""
"Rarely","2011","Thuringia","Male","","","",""
"Rarely","2011","Thuringia","Female","","","",""
"Never","2011","Schleswig-Holstein","Male","","","",""
"Never","2011","Schleswig-Holstein","Female","","","",""
"Never","2011","Hamburg","Male","","","",""
"Never","2011","Hamburg","Female","","","",""
"Never","2011","Lower Saxony","Male","","","",""
"Never","2011","Lower Saxony","Female","","","",""
"Never","2011","Bremen","Male","","","",""
"Never","2011","Bremen","Female","","","",""
"Never","2011","North Rhine-Westphalia","Male","","","",""
"Never","2011","North Rhine-Westphalia","Female","","","",""
"Never","2011","Hesse","Male","","","",""
"Never","2011","Hesse","Female","","","",""
"Never","2011","Rhineland-Palatinate,Saarland","Male","","","",""
"Never","2011","Rhineland-Palatinate,Saarland","Female","","","",""
"Never","2011","Baden-Württemberg","Male","","","",""
"Never","2011","Baden-Württemberg","Female","","","",""
"Never","2011","Bavaria","Male","","","",""
"Never","2011","Bavaria","Female","","","",""
"Never","2011","Berlin","Male","","","",""
"Never","2011","Berlin","Female","","","",""
"Never","2011","Brandenburg","Male","","","",""
"Never","2011","Brandenburg","Female","","","",""
"Never","2011","Mecklenburg-Western Pomerania","Male","","","",""
"Never","2011","Mecklenburg-Western Pomerania","Female","","","",""
"Never","2011","Saxony","Male","","","",""
"Never","2011","Saxony","Female","","","",""
"Never","2011","Saxony-Anhalt","Male","","","",""
"Never","2011","Saxony-Anhalt","Female","","","",""
"Never","2011","Thuringia","Male","","","",""
"Never","2011","Thuringia","Female","","","",""
"Very often","2012","Schleswig-Holstein","Male","","","",""
"Very often","2012","Schleswig-Holstein","Female","","","",""
"Very often","2012","Hamburg","Male","","","",""
"Very often","2012","Hamburg","Female","","","",""
"Very often","2012","Lower Saxony","Male","","","",""
"Very often","2012","Lower Saxony","Female","","","",""
"Very often","2012","Bremen","Male","","","",""
"Very often","2012","Bremen","Female","","","",""
"Very often","2012","North Rhine-Westphalia","Male","","","",""
"Very often","2012","North Rhine-Westphalia","Female","","","",""
"Very often","2012","Hesse","Male","","","",""
"Very often","2012","Hesse","Female","","","",""
"Very often","2012","Rhineland-Palatinate,Saarland","Male","","","",""
"Very often","2012","Rhineland-Palatinate,Saarland","Female","","","",""
"Very often","2012","Baden-Württemberg","Male","","","",""
"Very often","2012","Baden-Württemberg","Female","","","",""
"Very often","2012","Bavaria","Male","","","",""
"Very often","2012","Bavaria","Female","","","",""
"Very often","2012","Berlin","Male","","","",""
"Very often","2012","Berlin","Female","","","",""
"Very often","2012","Brandenburg","Male","","","",""
"Very often","2012","Brandenburg","Female","","","",""
"Very often","2012","Mecklenburg-Western Pomerania","Male","","","",""
"Very often","2012","Mecklenburg-Western Pomerania","Female","","","",""
"Very often","2012","Saxony","Male","","","",""
"Very often","2012","Saxony","Female","","","",""
"Very often","2012","Saxony-Anhalt","Male","","","",""
"Very often","2012","Saxony-Anhalt","Female","","","",""
"Very often","2012","Thuringia","Male","","","",""
"Very often","2012","Thuringia","Female","","","",""
"Often","2012","Schleswig-Holstein","Male","","","",""
"Often","2012","Schleswig-Holstein","Female","","","",""
"Often","2012","Hamburg","Male","","","",""
"Often","2012","Hamburg","Female","","","",""
"Often","2012","Lower Saxony","Male","","","",""
"Often","2012","Lower Saxony","Female","","","",""
"Often","2012","Bremen","Male","","","",""
"Often","2012","Bremen","Female","","","",""
"Often","2012","North Rhine-Westphalia","Male","","","",""
"Often","2012","North Rhine-Westphalia","Female","","","",""
"Often","2012","Hesse","Male","","","",""
"Often","2012","Hesse","Female","","","",""
"Often","2012","Rhineland-Palatinate,Saarland","Male","","","",""
"Often","2012","Rhineland-Palatinate,Saarland","Female","","","",""
"Often","2012","Baden-Württemberg","Male","","","",""
"Often","2012","Baden-Württemberg","Female","","","",""
"Often","2012","Bavaria","Male","","","",""
"Often","2012","Bavaria","Female","","","",""
"Often","2012","Berlin","Male","","","",""
"Often","2012","Berlin","Female","","","",""
"Often","2012","Brandenburg","Male","","","",""
"Often","2012","Brandenburg","Female","","","",""
"Often","2012","Mecklenburg-Western Pomerania","Male","","","",""
"Often","2012","Mecklenburg-Western Pomerania","Female","","","",""
"Often","2012","Saxony","Male","","","",""
"Often","2012","Saxony","Female","","","",""
"Often","2012","Saxony-Anhalt","Male","","","",""
"Often","2012","Saxony-Anhalt","Female","","","",""
"Often","2012","Thuringia","Male","","","",""
"Often","2012","Thuringia","Female","","","",""
"Sometimes","2012","Schleswig-Holstein","Male","","","",""
"Sometimes","2012","Schleswig-Holstein","Female","","","",""
"Sometimes","2012","Hamburg","Male","","","",""
"Sometimes","2012","Hamburg","Female","","","",""
"Sometimes","2012","Lower Saxony","Male","","","",""
"Sometimes","2012","Lower Saxony","Female","","","",""
"Sometimes","2012","Bremen","Male","","","",""
"Sometimes","2012","Bremen","Female","","","",""
"Sometimes","2012","North Rhine-Westphalia","Male","","","",""
"Sometimes","2012","North Rhine-Westphalia","Female","","","",""
"Sometimes","2012","Hesse","Male","","","",""
"Sometimes","2012","Hesse","Female","","","",""
"Sometimes","2012","Rhineland-Palatinate,Saarland","Male","","","",""
"Sometimes","2012","Rhineland-Palatinate,Saarland","Female","","","",""
"Sometimes","2012","Baden-Württemberg","Male","","","",""
"Sometimes","2012","Baden-Württemberg","Female","","","",""
"Sometimes","2012","Bavaria","Male","","","",""
"Sometimes","2012","Bavaria","Female","","","",""
"Sometimes","2012","Berlin","Male","","","",""
"Sometimes","2012","Berlin","Female","","","",""
"Sometimes","2012","Brandenburg","Male","","","",""
"Sometimes","2012","Brandenburg","Female","","","",""
"Sometimes","2012","Mecklenburg-Western Pomerania","Male","","","",""
"Sometimes","2012","Mecklenburg-Western Pomerania","Female","","","",""
"Sometimes","2012","Saxony","Male","","","",""
"Sometimes","2012","Saxony","Female","","","",""
"Sometimes","2012","Saxony-Anhalt","Male","","","",""
"Sometimes","2012","Saxony-Anhalt","Female","","","",""
"Sometimes","2012","Thuringia","Male","","","",""
"Sometimes","2012","Thuringia","Female","","","",""
"Rarely","2012","Schleswig-Holstein","Male","","","",""
"Rarely","2012","Schleswig-Holstein","Female","","","",""
"Rarely","2012","Hamburg","Male","","","",""
"Rarely","2012","Hamburg","Female","","","",""
"Rarely","2012","Lower Saxony","Male","","","",""
"Rarely","2012","Lower Saxony","Female","","","",""
"Rarely","2012","Bremen","Male","","","",""
"Rarely","2012","Bremen","Female","","","",""
"Rarely","2012","North Rhine-Westphalia","Male","","","",""
"Rarely","2012","North Rhine-Westphalia","Female","","","",""
"Rarely","2012","Hesse","Male","","","",""
"Rarely","2012","Hesse","Female","","","",""
"Rarely","2012","Rhineland-Palatinate,Saarland","Male","","","",""
"Rarely","2012","Rhineland-Palatinate,Saarland","Female","","","",""
"Rarely","2012","Baden-Württemberg","Male","","","",""
"Rarely","2012","Baden-Württemberg","Female","","","",""
"Rarely","2012","Bavaria","Male","","","",""
"Rarely","2012","Bavaria","Female","","","",""
"Rarely","2012","Berlin","Male","","","",""
"Rarely","2012","Berlin","Female","","","",""
"Rarely","2012","Brandenburg","Male","","","",""
"Rarely","2012","Brandenburg","Female","","","",""
"Rarely","2012","Mecklenburg-Western Pomerania","Male","","","",""
"Rarely","2012","Mecklenburg-Western Pomerania","Female","","","",""
"Rarely","2012","Saxony","Male","","","",""
"Rarely","2012","Saxony","Female","","","",""
"Rarely","2012","Saxony-Anhalt","Male","","","",""
"Rarely","2012","Saxony-Anhalt","Female","","","",""
"Rarely","2012","Thuringia","Male","","","",""
"Rarely","2012","Thuringia","Female","","","",""
"Never","2012","Schleswig-Holstein","Male","","","",""
"Never","2012","Schleswig-Holstein","Female","","","",""
"Never","2012","Hamburg","Male","","","",""
"Never","2012","Hamburg","Female","","","",""
"Never","2012","Lower Saxony","Male","","","",""
"Never","2012","Lower Saxony","Female","","","",""
"Never","2012","Bremen","Male","","","",""
"Never","2012","Bremen","Female","","","",""
"Never","2012","North Rhine-Westphalia","Male","","","",""
"Never","2012","North Rhine-Westphalia","Female","","","",""
"Never","2012","Hesse","Male","","","",""
"Never","2012","Hesse","Female","","","",""
"Never","2012","Rhineland-Palatinate,Saarland","Male","","","",""
"Never","2012","Rhineland-Palatinate,Saarland","Female","","","",""
"Never","2012","Baden-Württemberg","Male","","","",""
"Never","2012","Baden-Württemberg","Female","","","",""
"Never","2012","Bavaria","Male","","","",""
"Never","2012","Bavaria","Female","","","",""
"Never","2012","Berlin","Male","","","",""
"Never","2012","Berlin","Female","","","",""
"Never","2012","Brandenburg","Male","","","",""
"Never","2012","Brandenburg","Female","","","",""
"Never","2012","Mecklenburg-Western Pomerania","Male","","","",""
"Never","2012","Mecklenburg-Western Pomerania","Female","","","",""
"Never","2012","Saxony","Male","","","",""
"Never","2012","Saxony","Female","","","",""
"Never","2012","Saxony-Anhalt","Male","","","",""
"Never","2012","Saxony-Anhalt","Female","","","",""
"Never","2012","Thuringia","Male","","","",""
"Never","2012","Thuringia","Female","","","",""
"Very often","2013","Schleswig-Holstein","Male","21","","",""
"Very often","2013","Schleswig-Holstein","Female","41","0.05738815481105","0.0370221048342072","0.0777542047878928"
"Very often","2013","Hamburg","Male","5","","",""
"Very often","2013","Hamburg","Female","7","","",""
"Very often","2013","Lower Saxony","Male","57","0.0413390454322334","0.0296067424701194","0.0530713483943474"
"Very often","2013","Lower Saxony","Female","96","0.045561211730632","0.0344209027999382","0.0567015206613258"
"Very often","2013","Bremen","Male","2","","",""
"Very often","2013","Bremen","Female","8","","",""
"Very often","2013","North Rhine-Westphalia","Male","98","0.0373047256912125","0.0295900491709481","0.0450194022114769"
"Very often","2013","North Rhine-Westphalia","Female","159","0.0460919439214039","0.0383071812449282","0.0538767065978797"
"Very often","2013","Hesse","Male","46","0.0397139625441516","0.0262236482180276","0.0532042768702755"
"Very often","2013","Hesse","Female","91","0.0750444329383712","0.0582644012371031","0.0918244646396393"
"Very often","2013","Rhineland-Palatinate,Saarland","Male","39","0.0619429006529312","0.04271906573808","0.0811667355677825"
"Very often","2013","Rhineland-Palatinate,Saarland","Female","45","0.0423103206630573","0.028138266555132","0.0564823747709826"
"Very often","2013","Baden-Württemberg","Male","122","0.0807234264555315","0.0662985966443902","0.0951482562666728"
"Very often","2013","Baden-Württemberg","Female","180","0.090366210873482","0.0765113723606324","0.104221049386332"
"Very often","2013","Bavaria","Male","160","0.0783028220784921","0.0659024971902261","0.0907031469667581"
"Very often","2013","Bavaria","Female","237","0.0847297644678063","0.0731220587552161","0.0963374701803964"
"Very often","2013","Berlin","Male","13","","",""
"Very often","2013","Berlin","Female","26","","",""
"Very often","2013","Brandenburg","Male","13","","",""
"Very often","2013","Brandenburg","Female","36","0.0687063393530614","0.0477930829706258","0.0896195957354969"
"Very often","2013","Mecklenburg-Western Pomerania","Male","10","","",""
"Very often","2013","Mecklenburg-Western Pomerania","Female","10","","",""
"Very often","2013","Saxony","Male","32","0.032451556296713","0.0203011391937622","0.0446019733996637"
"Very often","2013","Saxony","Female","45","0.0428470465008977","0.0295721712378548","0.0561219217639406"
"Very often","2013","Saxony-Anhalt","Male","20","","",""
"Very often","2013","Saxony-Anhalt","Female","32","0.0753084160389912","0.0528844470611434","0.097732385016839"
"Very often","2013","Thuringia","Male","21","","",""
"Very often","2013","Thuringia","Female","34","0.0430519995401421","0.0260888074743519","0.0600151916059324"
"Often","2013","Schleswig-Holstein","Male","49","0.0870629567685305","0.059469060617631","0.11465685291943"
"Often","2013","Schleswig-Holstein","Female","60","0.0981404803585957","0.0720895783850185","0.124191382332173"
"Often","2013","Hamburg","Male","18","","",""
"Often","2013","Hamburg","Female","15","","",""
"Often","2013","Lower Saxony","Male","146","0.102479961104361","0.0846063592138267","0.120353562994896"
"Often","2013","Lower Saxony","Female","216","0.131994507320483","0.113911746938611","0.150077267702355"
"Often","2013","Bremen","Male","9","","",""
"Often","2013","Bremen","Female","7","","",""
"Often","2013","North Rhine-Westphalia","Male","185","0.0690229719004558","0.0587034949590284","0.0793424488418833"
"Often","2013","North Rhine-Westphalia","Female","263","0.0763952552745172","0.0665334623853156","0.0862570481637188"
"Often","2013","Hesse","Male","101","0.113318731233392","0.0914217236124373","0.135215738854347"
"Often","2013","Hesse","Female","105","0.0928646735049857","0.0743790369737685","0.111350310036203"
"Often","2013","Rhineland-Palatinate,Saarland","Male","60","0.111227993860176","0.086153518359555","0.136302469360797"
"Often","2013","Rhineland-Palatinate,Saarland","Female","86","0.0916086314471837","0.0712990049393039","0.111918257955063"
"Often","2013","Baden-Württemberg","Male","165","0.0976771192457453","0.0819566605498519","0.113397577941639"
"Often","2013","Baden-Württemberg","Female","256","0.122721548737589","0.106865525102602","0.138577572372577"
"Often","2013","Bavaria","Male","235","0.120578035480668","0.105547204758853","0.135608866202482"
"Often","2013","Bavaria","Female","296","0.124977242116002","0.111193127921612","0.138761356310393"
"Often","2013","Berlin","Male","34","0.0573126495821484","0.03546963651749","0.0791556626468067"
"Often","2013","Berlin","Female","48","0.0669204432667232","0.0459604802822923","0.087880406251154"
"Often","2013","Brandenburg","Male","47","0.0949912624037075","0.0682263489064529","0.121756175900962"
"Often","2013","Brandenburg","Female","51","0.0774841710905217","0.0553800453568179","0.0995882968242254"
"Often","2013","Mecklenburg-Western Pomerania","Male","23","","",""
"Often","2013","Mecklenburg-Western Pomerania","Female","32","0.0787297935662489","0.0494047507087679","0.10805483642373"
"Often","2013","Saxony","Male","84","0.0922513458795153","0.0724083964736971","0.112094295285334"
"Often","2013","Saxony","Female","84","0.0752974912024821","0.0580004984763807","0.0925944839285835"
"Often","2013","Saxony-Anhalt","Male","41","0.118430134170731","0.0879606082852806","0.148899660056181"
"Often","2013","Saxony-Anhalt","Female","45","0.0734773408866225","0.05130574201041","0.095648939762835"
"Often","2013","Thuringia","Male","42","0.102096962034768","0.0740912866374455","0.130102637432091"
"Often","2013","Thuringia","Female","45","0.0859885551700398","0.062559062266333","0.109418048073747"
"Sometimes","2013","Schleswig-Holstein","Male","47","0.103183854618313","0.0734101080283104","0.132957601208316"
"Sometimes","2013","Schleswig-Holstein","Female","68","0.136888162893605","0.106789603323807","0.166986722463402"
"Sometimes","2013","Hamburg","Male","24","","",""
"Sometimes","2013","Hamburg","Female","35","0.146673496617098","0.100549459659837","0.192797533574358"
"Sometimes","2013","Lower Saxony","Male","142","0.145296098035311","0.124527587720939","0.166064608349683"
"Sometimes","2013","Lower Saxony","Female","162","0.10181726151808","0.0856618278936673","0.117972695142493"
"Sometimes","2013","Bremen","Male","6","","",""
"Sometimes","2013","Bremen","Female","11","","",""
"Sometimes","2013","North Rhine-Westphalia","Male","212","0.0798481366061631","0.0688136146546393","0.0908826585576868"
"Sometimes","2013","North Rhine-Westphalia","Female","221","0.0775497864107833","0.067619966375821","0.0874796064457455"
