"pld0045","year","hgtyp1hh","regtyp","n","percent","lower_confidence","upper_confidence"
"Often","2003","Couple + C. LE 16 ","Rural Area","156","0.115468536468993","0.0985640767103988","0.132372996227587"
"Often","2003","Couple + C. GT 16 ","Urban Area","196","0.0730043533466317","0.0627410127891424","0.083267693904121"
"Often","2003","Couple + C. GT 16 ","Rural Area","136","0.0926416362732508","0.0778255231039491","0.107457749442552"
"Often","2003","Couple + C. LE and GT 16","Urban Area","111","0.105296549730074","0.0878867989562616","0.122706300503886"
"Often","2003","Couple + C. LE and GT 16","Rural Area","72","0.115804999715473","0.0909945095592555","0.140615489871691"
"Sometimes","2003","1-pers.-HH","Urban Area","168","0.085004819557848","0.073163842372885","0.0968457967428111"
"Sometimes","2003","1-pers.-HH","Rural Area","78","0.0937960117787008","0.0741965656302218","0.11339545792718"
"Sometimes","2003","(Married) couple without C. ","Urban Area","375","0.0741198086844298","0.0667946126750483","0.0814450046938113"
"Sometimes","2003","(Married) couple without C. ","Rural Area","244","0.102121219011557","0.0899198778623594","0.114322560160754"
"Sometimes","2003","Single parent ","Urban Area","72","0.11487127860568","0.0918033283992881","0.137939228812071"
"Sometimes","2003","Single parent ","Rural Area","44","0.116047884561553","0.0837603283779941","0.148335440745113"
"Sometimes","2003","Couple + C. LE 16 ","Urban Area","355","0.131037991056744","0.118948897446499","0.14312708466699"
"Sometimes","2003","Couple + C. LE 16 ","Rural Area","212","0.159142929097431","0.139793525371133","0.178492332823729"
"Sometimes","2003","Couple + C. GT 16 ","Urban Area","258","0.101637817583182","0.0897163723044024","0.113559262861962"
"Sometimes","2003","Couple + C. GT 16 ","Rural Area","184","0.132617438719866","0.115285489183981","0.149949388255751"
"Sometimes","2003","Couple + C. LE and GT 16","Urban Area","131","0.0981866480026208","0.081308279089382","0.11506501691586"
"Sometimes","2003","Couple + C. LE and GT 16","Rural Area","112","0.161981276083792","0.133414782815411","0.190547769352172"
"Rarely","2003","1-pers.-HH","Urban Area","302","0.135946159538164","0.121394576556395","0.150497742519932"
"Rarely","2003","1-pers.-HH","Rural Area","132","0.15285832883463","0.128666917584988","0.177049740084272"
"Rarely","2003","(Married) couple without C. ","Urban Area","726","0.146937026214294","0.13703712460926","0.156836927819329"
"Rarely","2003","(Married) couple without C. ","Rural Area","458","0.178397438460121","0.162970991145091","0.19382388577515"
"Rarely","2003","Single parent ","Urban Area","119","0.161652471229363","0.135020502059175","0.188284440399551"
"Rarely","2003","Single parent ","Rural Area","79","0.244517022400367","0.201188978565532","0.287845066235202"
"Rarely","2003","Couple + C. LE 16 ","Urban Area","600","0.204868127840381","0.190408686524144","0.219327569156618"
"Rarely","2003","Couple + C. LE 16 ","Rural Area","297","0.199223732051674","0.178096677435496","0.220350786667853"
"Rarely","2003","Couple + C. GT 16 ","Urban Area","443","0.168638549749912","0.153866223722518","0.183410875777305"
"Rarely","2003","Couple + C. GT 16 ","Rural Area","342","0.213894653384202","0.192939922188467","0.234849384579937"
"Rarely","2003","Couple + C. LE and GT 16","Urban Area","216","0.196976290947281","0.174417434049929","0.219535147844633"
"Rarely","2003","Couple + C. LE and GT 16","Rural Area","137","0.213619224636181","0.181840660308981","0.24539778896338"
"Never","2003","1-pers.-HH","Urban Area","1417","0.66915880613749","0.649181783825932","0.689135828449048"
"Never","2003","1-pers.-HH","Rural Area","542","0.649237440843763","0.617156505515747","0.681318376171779"
"Never","2003","(Married) couple without C. ","Urban Area","3327","0.686257137619864","0.673282206128466","0.699232069111263"
"Never","2003","(Married) couple without C. ","Rural Area","1390","0.60287394011359","0.583157969142693","0.622589911084486"
"Never","2003","Single parent ","Urban Area","429","0.569199847509139","0.533376152998502","0.605023542019775"
"Never","2003","Single parent ","Rural Area","199","0.482958727183144","0.432583176549932","0.533334277816356"
"Never","2003","Couple + C. LE 16 ","Urban Area","1600","0.527871015072049","0.509986013927093","0.545756016217005"
"Never","2003","Couple + C. LE 16 ","Rural Area","619","0.450433266693034","0.424116152238811","0.476750381147256"
"Never","2003","Couple + C. GT 16 ","Urban Area","1471","0.610071261150369","0.590828897432661","0.629313624868078"
"Never","2003","Couple + C. GT 16 ","Rural Area","728","0.501942564215051","0.47639153013089","0.527493598299212"
"Never","2003","Couple + C. LE and GT 16","Urban Area","663","0.542837229615563","0.514580872661178","0.571093586569949"
"Never","2003","Couple + C. LE and GT 16","Rural Area","287","0.451143086176439","0.412561117451294","0.489725054901585"
"Very often","2004","1-pers.-HH","Urban Area","","","",""
"Very often","2004","1-pers.-HH","Rural Area","","","",""
"Very often","2004","(Married) couple without C. ","Urban Area","","","",""
"Very often","2004","(Married) couple without C. ","Rural Area","","","",""
"Very often","2004","Single parent ","Urban Area","","","",""
"Very often","2004","Single parent ","Rural Area","","","",""
"Very often","2004","Couple + C. LE 16 ","Urban Area","","","",""
"Very often","2004","Couple + C. LE 16 ","Rural Area","","","",""
"Very often","2004","Couple + C. GT 16 ","Urban Area","","","",""
"Very often","2004","Couple + C. GT 16 ","Rural Area","","","",""
"Very often","2004","Couple + C. LE and GT 16","Urban Area","","","",""
"Very often","2004","Couple + C. LE and GT 16","Rural Area","","","",""
"Often","2004","1-pers.-HH","Urban Area","","","",""
"Often","2004","1-pers.-HH","Rural Area","","","",""
"Often","2004","(Married) couple without C. ","Urban Area","","","",""
"Often","2004","(Married) couple without C. ","Rural Area","","","",""
"Often","2004","Single parent ","Urban Area","","","",""
"Often","2004","Single parent ","Rural Area","","","",""
"Often","2004","Couple + C. LE 16 ","Urban Area","","","",""
"Often","2004","Couple + C. LE 16 ","Rural Area","","","",""
"Often","2004","Couple + C. GT 16 ","Urban Area","","","",""
"Often","2004","Couple + C. GT 16 ","Rural Area","","","",""
"Often","2004","Couple + C. LE and GT 16","Urban Area","","","",""
"Often","2004","Couple + C. LE and GT 16","Rural Area","","","",""
"Sometimes","2004","1-pers.-HH","Urban Area","","","",""
"Sometimes","2004","1-pers.-HH","Rural Area","","","",""
"Sometimes","2004","(Married) couple without C. ","Urban Area","","","",""
"Sometimes","2004","(Married) couple without C. ","Rural Area","","","",""
"Sometimes","2004","Single parent ","Urban Area","","","",""
"Sometimes","2004","Single parent ","Rural Area","","","",""
"Sometimes","2004","Couple + C. LE 16 ","Urban Area","","","",""
"Sometimes","2004","Couple + C. LE 16 ","Rural Area","","","",""
"Sometimes","2004","Couple + C. GT 16 ","Urban Area","","","",""
"Sometimes","2004","Couple + C. GT 16 ","Rural Area","","","",""
"Sometimes","2004","Couple + C. LE and GT 16","Urban Area","","","",""
"Sometimes","2004","Couple + C. LE and GT 16","Rural Area","","","",""
"Rarely","2004","1-pers.-HH","Urban Area","","","",""
"Rarely","2004","1-pers.-HH","Rural Area","","","",""
"Rarely","2004","(Married) couple without C. ","Urban Area","","","",""
"Rarely","2004","(Married) couple without C. ","Rural Area","","","",""
"Rarely","2004","Single parent ","Urban Area","","","",""
"Rarely","2004","Single parent ","Rural Area","","","",""
"Rarely","2004","Couple + C. LE 16 ","Urban Area","","","",""
"Rarely","2004","Couple + C. LE 16 ","Rural Area","","","",""
"Rarely","2004","Couple + C. GT 16 ","Urban Area","","","",""
"Rarely","2004","Couple + C. GT 16 ","Rural Area","","","",""
"Rarely","2004","Couple + C. LE and GT 16","Urban Area","","","",""
"Rarely","2004","Couple + C. LE and GT 16","Rural Area","","","",""
"Never","2004","1-pers.-HH","Urban Area","","","",""
"Never","2004","1-pers.-HH","Rural Area","","","",""
"Never","2004","(Married) couple without C. ","Urban Area","","","",""
"Never","2004","(Married) couple without C. ","Rural Area","","","",""
"Never","2004","Single parent ","Urban Area","","","",""
"Never","2004","Single parent ","Rural Area","","","",""
"Never","2004","Couple + C. LE 16 ","Urban Area","","","",""
"Never","2004","Couple + C. LE 16 ","Rural Area","","","",""
"Never","2004","Couple + C. GT 16 ","Urban Area","","","",""
"Never","2004","Couple + C. GT 16 ","Rural Area","","","",""
"Never","2004","Couple + C. LE and GT 16","Urban Area","","","",""
"Never","2004","Couple + C. LE and GT 16","Rural Area","","","",""
"Very often","2005","1-pers.-HH","Urban Area","","","",""
"Very often","2005","1-pers.-HH","Rural Area","","","",""
"Very often","2005","(Married) couple without C. ","Urban Area","","","",""
"Very often","2005","(Married) couple without C. ","Rural Area","","","",""
"Very often","2005","Single parent ","Urban Area","","","",""
"Very often","2005","Single parent ","Rural Area","","","",""
"Very often","2005","Couple + C. LE 16 ","Urban Area","","","",""
"Very often","2005","Couple + C. LE 16 ","Rural Area","","","",""
"Very often","2005","Couple + C. GT 16 ","Urban Area","","","",""
"Very often","2005","Couple + C. GT 16 ","Rural Area","","","",""
"Very often","2005","Couple + C. LE and GT 16","Urban Area","","","",""
"Very often","2005","Couple + C. LE and GT 16","Rural Area","","","",""
"Often","2005","1-pers.-HH","Urban Area","","","",""
"Often","2005","1-pers.-HH","Rural Area","","","",""
"Often","2005","(Married) couple without C. ","Urban Area","","","",""
"Often","2005","(Married) couple without C. ","Rural Area","","","",""
"Often","2005","Single parent ","Urban Area","","","",""
"Often","2005","Single parent ","Rural Area","","","",""
"Often","2005","Couple + C. LE 16 ","Urban Area","","","",""
"Often","2005","Couple + C. LE 16 ","Rural Area","","","",""
"Often","2005","Couple + C. GT 16 ","Urban Area","","","",""
"Often","2005","Couple + C. GT 16 ","Rural Area","","","",""
"Often","2005","Couple + C. LE and GT 16","Urban Area","","","",""
"Often","2005","Couple + C. LE and GT 16","Rural Area","","","",""
"Sometimes","2005","1-pers.-HH","Urban Area","","","",""
"Sometimes","2005","1-pers.-HH","Rural Area","","","",""
"Sometimes","2005","(Married) couple without C. ","Urban Area","","","",""
"Sometimes","2005","(Married) couple without C. ","Rural Area","","","",""
"Sometimes","2005","Single parent ","Urban Area","","","",""
"Sometimes","2005","Single parent ","Rural Area","","","",""
"Sometimes","2005","Couple + C. LE 16 ","Urban Area","","","",""
"Sometimes","2005","Couple + C. LE 16 ","Rural Area","","","",""
"Sometimes","2005","Couple + C. GT 16 ","Urban Area","","","",""
"Sometimes","2005","Couple + C. GT 16 ","Rural Area","","","",""
"Sometimes","2005","Couple + C. LE and GT 16","Urban Area","","","",""
"Sometimes","2005","Couple + C. LE and GT 16","Rural Area","","","",""
"Rarely","2005","1-pers.-HH","Urban Area","","","",""
"Rarely","2005","1-pers.-HH","Rural Area","","","",""
"Rarely","2005","(Married) couple without C. ","Urban Area","","","",""
"Rarely","2005","(Married) couple without C. ","Rural Area","","","",""
"Rarely","2005","Single parent ","Urban Area","","","",""
"Rarely","2005","Single parent ","Rural Area","","","",""
"Rarely","2005","Couple + C. LE 16 ","Urban Area","","","",""
"Rarely","2005","Couple + C. LE 16 ","Rural Area","","","",""
"Rarely","2005","Couple + C. GT 16 ","Urban Area","","","",""
"Rarely","2005","Couple + C. GT 16 ","Rural Area","","","",""
"Rarely","2005","Couple + C. LE and GT 16","Urban Area","","","",""
"Rarely","2005","Couple + C. LE and GT 16","Rural Area","","","",""
"Never","2005","1-pers.-HH","Urban Area","","","",""
"Never","2005","1-pers.-HH","Rural Area","","","",""
"Never","2005","(Married) couple without C. ","Urban Area","","","",""
"Never","2005","(Married) couple without C. ","Rural Area","","","",""
"Never","2005","Single parent ","Urban Area","","","",""
"Never","2005","Single parent ","Rural Area","","","",""
"Never","2005","Couple + C. LE 16 ","Urban Area","","","",""
"Never","2005","Couple + C. LE 16 ","Rural Area","","","",""
"Never","2005","Couple + C. GT 16 ","Urban Area","","","",""
"Never","2005","Couple + C. GT 16 ","Rural Area","","","",""
"Never","2005","Couple + C. LE and GT 16","Urban Area","","","",""
"Never","2005","Couple + C. LE and GT 16","Rural Area","","","",""
"Very often","2006","1-pers.-HH","Urban Area","","","",""
"Very often","2006","1-pers.-HH","Rural Area","","","",""
"Very often","2006","(Married) couple without C. ","Urban Area","","","",""
"Very often","2006","(Married) couple without C. ","Rural Area","","","",""
"Very often","2006","Single parent ","Urban Area","","","",""
"Very often","2006","Single parent ","Rural Area","","","",""
"Very often","2006","Couple + C. LE 16 ","Urban Area","","","",""
"Very often","2006","Couple + C. LE 16 ","Rural Area","","","",""
"Very often","2006","Couple + C. GT 16 ","Urban Area","","","",""
"Very often","2006","Couple + C. GT 16 ","Rural Area","","","",""
"Very often","2006","Couple + C. LE and GT 16","Urban Area","","","",""
"Very often","2006","Couple + C. LE and GT 16","Rural Area","","","",""
"Often","2006","1-pers.-HH","Urban Area","","","",""
"Often","2006","1-pers.-HH","Rural Area","","","",""
"Often","2006","(Married) couple without C. ","Urban Area","","","",""
"Often","2006","(Married) couple without C. ","Rural Area","","","",""
"Often","2006","Single parent ","Urban Area","","","",""
"Often","2006","Single parent ","Rural Area","","","",""
"Often","2006","Couple + C. LE 16 ","Urban Area","","","",""
"Often","2006","Couple + C. LE 16 ","Rural Area","","","",""
"Often","2006","Couple + C. GT 16 ","Urban Area","","","",""
"Often","2006","Couple + C. GT 16 ","Rural Area","","","",""
"Often","2006","Couple + C. LE and GT 16","Urban Area","","","",""
"Often","2006","Couple + C. LE and GT 16","Rural Area","","","",""
"Sometimes","2006","1-pers.-HH","Urban Area","","","",""
"Sometimes","2006","1-pers.-HH","Rural Area","","","",""
"Sometimes","2006","(Married) couple without C. ","Urban Area","","","",""
"Sometimes","2006","(Married) couple without C. ","Rural Area","","","",""
"Sometimes","2006","Single parent ","Urban Area","","","",""
"Sometimes","2006","Single parent ","Rural Area","","","",""
"Sometimes","2006","Couple + C. LE 16 ","Urban Area","","","",""
"Sometimes","2006","Couple + C. LE 16 ","Rural Area","","","",""
"Sometimes","2006","Couple + C. GT 16 ","Urban Area","","","",""
"Sometimes","2006","Couple + C. GT 16 ","Rural Area","","","",""
"Sometimes","2006","Couple + C. LE and GT 16","Urban Area","","","",""
"Sometimes","2006","Couple + C. LE and GT 16","Rural Area","","","",""
"Rarely","2006","1-pers.-HH","Urban Area","","","",""
"Rarely","2006","1-pers.-HH","Rural Area","","","",""
"Rarely","2006","(Married) couple without C. ","Urban Area","","","",""
"Rarely","2006","(Married) couple without C. ","Rural Area","","","",""
"Rarely","2006","Single parent ","Urban Area","","","",""
"Rarely","2006","Single parent ","Rural Area","","","",""
"Rarely","2006","Couple + C. LE 16 ","Urban Area","","","",""
"Rarely","2006","Couple + C. LE 16 ","Rural Area","","","",""
"Rarely","2006","Couple + C. GT 16 ","Urban Area","","","",""
"Rarely","2006","Couple + C. GT 16 ","Rural Area","","","",""
"Rarely","2006","Couple + C. LE and GT 16","Urban Area","","","",""
"Rarely","2006","Couple + C. LE and GT 16","Rural Area","","","",""
"Never","2006","1-pers.-HH","Urban Area","","","",""
"Never","2006","1-pers.-HH","Rural Area","","","",""
"Never","2006","(Married) couple without C. ","Urban Area","","","",""
"Never","2006","(Married) couple without C. ","Rural Area","","","",""
"Never","2006","Single parent ","Urban Area","","","",""
"Never","2006","Single parent ","Rural Area","","","",""
"Never","2006","Couple + C. LE 16 ","Urban Area","","","",""
"Never","2006","Couple + C. LE 16 ","Rural Area","","","",""
"Never","2006","Couple + C. GT 16 ","Urban Area","","","",""
"Never","2006","Couple + C. GT 16 ","Rural Area","","","",""
"Never","2006","Couple + C. LE and GT 16","Urban Area","","","",""
"Never","2006","Couple + C. LE and GT 16","Rural Area","","","",""
"Very often","2007","1-pers.-HH","Urban Area","","","",""
"Very often","2007","1-pers.-HH","Rural Area","","","",""
"Very often","2007","(Married) couple without C. ","Urban Area","","","",""
"Very often","2007","(Married) couple without C. ","Rural Area","","","",""
"Very often","2007","Single parent ","Urban Area","","","",""
"Very often","2007","Single parent ","Rural Area","","","",""
"Very often","2007","Couple + C. LE 16 ","Urban Area","","","",""
"Very often","2007","Couple + C. LE 16 ","Rural Area","","","",""
"Very often","2007","Couple + C. GT 16 ","Urban Area","","","",""
"Very often","2007","Couple + C. GT 16 ","Rural Area","","","",""
"Very often","2007","Couple + C. LE and GT 16","Urban Area","","","",""
"Very often","2007","Couple + C. LE and GT 16","Rural Area","","","",""
"Often","2007","1-pers.-HH","Urban Area","","","",""
"Often","2007","1-pers.-HH","Rural Area","","","",""
"Often","2007","(Married) couple without C. ","Urban Area","","","",""
"Often","2007","(Married) couple without C. ","Rural Area","","","",""
"Often","2007","Single parent ","Urban Area","","","",""
"Often","2007","Single parent ","Rural Area","","","",""
"Often","2007","Couple + C. LE 16 ","Urban Area","","","",""
"Often","2007","Couple + C. LE 16 ","Rural Area","","","",""
"Often","2007","Couple + C. GT 16 ","Urban Area","","","",""
"Often","2007","Couple + C. GT 16 ","Rural Area","","","",""
"Often","2007","Couple + C. LE and GT 16","Urban Area","","","",""
"Often","2007","Couple + C. LE and GT 16","Rural Area","","","",""
"Sometimes","2007","1-pers.-HH","Urban Area","","","",""
"Sometimes","2007","1-pers.-HH","Rural Area","","","",""
"Sometimes","2007","(Married) couple without C. ","Urban Area","","","",""
"Sometimes","2007","(Married) couple without C. ","Rural Area","","","",""
"Sometimes","2007","Single parent ","Urban Area","","","",""
"Sometimes","2007","Single parent ","Rural Area","","","",""
"Sometimes","2007","Couple + C. LE 16 ","Urban Area","","","",""
"Sometimes","2007","Couple + C. LE 16 ","Rural Area","","","",""
"Sometimes","2007","Couple + C. GT 16 ","Urban Area","","","",""
"Sometimes","2007","Couple + C. GT 16 ","Rural Area","","","",""
"Sometimes","2007","Couple + C. LE and GT 16","Urban Area","","","",""
"Sometimes","2007","Couple + C. LE and GT 16","Rural Area","","","",""
"Rarely","2007","1-pers.-HH","Urban Area","","","",""
"Rarely","2007","1-pers.-HH","Rural Area","","","",""
"Rarely","2007","(Married) couple without C. ","Urban Area","","","",""
"Rarely","2007","(Married) couple without C. ","Rural Area","","","",""
"Rarely","2007","Single parent ","Urban Area","","","",""
"Rarely","2007","Single parent ","Rural Area","","","",""
"Rarely","2007","Couple + C. LE 16 ","Urban Area","","","",""
"Rarely","2007","Couple + C. LE 16 ","Rural Area","","","",""
"Rarely","2007","Couple + C. GT 16 ","Urban Area","","","",""
"Rarely","2007","Couple + C. GT 16 ","Rural Area","","","",""
"Rarely","2007","Couple + C. LE and GT 16","Urban Area","","","",""
"Rarely","2007","Couple + C. LE and GT 16","Rural Area","","","",""
"Never","2007","1-pers.-HH","Urban Area","","","",""
"Never","2007","1-pers.-HH","Rural Area","","","",""
"Never","2007","(Married) couple without C. ","Urban Area","","","",""
"Never","2007","(Married) couple without C. ","Rural Area","","","",""
"Never","2007","Single parent ","Urban Area","","","",""
"Never","2007","Single parent ","Rural Area","","","",""
"Never","2007","Couple + C. LE 16 ","Urban Area","","","",""
"Never","2007","Couple + C. LE 16 ","Rural Area","","","",""
"Never","2007","Couple + C. GT 16 ","Urban Area","","","",""
"Never","2007","Couple + C. GT 16 ","Rural Area","","","",""
"Never","2007","Couple + C. LE and GT 16","Urban Area","","","",""
"Never","2007","Couple + C. LE and GT 16","Rural Area","","","",""
"Very often","2008","1-pers.-HH","Urban Area","115","0.0499226700011801","0.0405812860295878","0.0592640539727723"
"Very often","2008","1-pers.-HH","Rural Area","49","0.0540756919684077","0.0396634429105557","0.0684879410262598"
"Very often","2008","(Married) couple without C. ","Urban Area","170","0.0366869336257443","0.0313169953165476","0.042056871934941"
"Very often","2008","(Married) couple without C. ","Rural Area","125","0.0529261121686599","0.0438373679367206","0.0620148564005992"
"Very often","2008","Single parent ","Urban Area","34","0.0334282651864355","0.0199574460541951","0.0468990843186759"
"Very often","2008","Single parent ","Rural Area","31","0.0979387131496215","0.0687374408468506","0.127139985452392"
"Very often","2008","Couple + C. LE 16 ","Urban Area","136","0.0715499664682806","0.060796935170974","0.0823029977655872"
"Very often","2008","Couple + C. LE 16 ","Rural Area","73","0.0570678988967544","0.0426615285875546","0.0714742692059542"
"Very often","2008","Couple + C. GT 16 ","Urban Area","98","0.0399918655198973","0.0315550898094786","0.048428641230316"
"Very often","2008","Couple + C. GT 16 ","Rural Area","90","0.0899440140138284","0.0742337470519665","0.10565428097569"
"Very often","2008","Couple + C. LE and GT 16","Urban Area","40","0.0326668113119179","0.0202788093493927","0.0450548132744432"
"Very often","2008","Couple + C. LE and GT 16","Rural Area","25","","",""
"Often","2008","1-pers.-HH","Urban Area","158","0.073906190205945","0.0626846946398966","0.0851276857719934"
"Often","2008","1-pers.-HH","Rural Area","70","0.0721264623876067","0.0556412619014652","0.0886116628737483"
"Often","2008","(Married) couple without C. ","Urban Area","345","0.077122120388077","0.0695014800902189","0.0847427606859351"
"Often","2008","(Married) couple without C. ","Rural Area","217","0.103257748782346","0.0909047585862345","0.115610738978458"
"Often","2008","Single parent ","Urban Area","69","0.0930885572076431","0.0713139349076083","0.114863179507678"
"Often","2008","Single parent ","Rural Area","44","0.120759996338115","0.0887473320498344","0.152772660626396"
"Often","2008","Couple + C. LE 16 ","Urban Area","201","0.0880316571137597","0.0762106019371903","0.099852712290329"
"Often","2008","Couple + C. LE 16 ","Rural Area","127","0.117183552744967","0.0972085448335179","0.137158560656415"
"Often","2008","Couple + C. GT 16 ","Urban Area","169","0.0727371889359438","0.0615548437814133","0.0839195340904743"
"Often","2008","Couple + C. GT 16 ","Rural Area","139","0.107187278565146","0.0902003373382853","0.124174219792008"
"Often","2008","Couple + C. LE and GT 16","Urban Area","82","0.111109174334042","0.0892084226368939","0.13300992603119"
"Often","2008","Couple + C. LE and GT 16","Rural Area","61","0.201536962623197","0.163034826397161","0.240039098849233"
"Sometimes","2008","1-pers.-HH","Urban Area","174","0.0768542088602957","0.0654293243412924","0.088279093379299"
"Sometimes","2008","1-pers.-HH","Rural Area","80","0.0865526512382334","0.0686348600784004","0.104470442398066"
"Sometimes","2008","(Married) couple without C. ","Urban Area","389","0.0812030776292782","0.0734007196083197","0.0890054356502367"
"Sometimes","2008","(Married) couple without C. ","Rural Area","261","0.120434551108889","0.107222002931205","0.133647099286573"
"Sometimes","2008","Single parent ","Urban Area","62","0.0978439131245158","0.0755786522146389","0.120109174034393"
"Sometimes","2008","Single parent ","Rural Area","45","0.109000998364994","0.0783841557610272","0.139617840968962"
"Sometimes","2008","Couple + C. LE 16 ","Urban Area","286","0.136726880038641","0.122393520809291","0.15106023926799"
"Sometimes","2008","Couple + C. LE 16 ","Rural Area","136","0.152133154561418","0.129828567682706","0.174437741440129"
"Sometimes","2008","Couple + C. GT 16 ","Urban Area","208","0.0958311134172214","0.0831566009853877","0.108505625849055"
"Sometimes","2008","Couple + C. GT 16 ","Rural Area","149","0.102108615671283","0.0854818998758391","0.118735331466727"
"Sometimes","2008","Couple + C. LE and GT 16","Urban Area","108","0.148002073989793","0.123255617570321","0.172748530409265"
"Sometimes","2008","Couple + C. LE and GT 16","Rural Area","53","0.113891152434745","0.0834003682707055","0.144381936598785"
"Rarely","2008","1-pers.-HH","Urban Area","278","0.129922546858579","0.11550125839744","0.144343835319719"
"Rarely","2008","1-pers.-HH","Rural Area","172","0.192326607240887","0.167211207427578","0.217442007054195"
"Rarely","2008","(Married) couple without C. ","Urban Area","737","0.165051096134762","0.15444711320744","0.175655079062084"
"Rarely","2008","(Married) couple without C. ","Rural Area","413","0.17495696191733","0.159533535332207","0.190380388502453"
"Rarely","2008","Single parent ","Urban Area","115","0.186130002236715","0.156962062704101","0.21529794176933"
"Rarely","2008","Single parent ","Rural Area","65","0.126439537314106","0.0937886875376664","0.159090387090546"
"Rarely","2008","Couple + C. LE 16 ","Urban Area","438","0.19580878050119","0.179253266486562","0.212364294515818"
"Rarely","2008","Couple + C. LE 16 ","Rural Area","212","0.204878312086062","0.179812417130904","0.229944207041219"
"Rarely","2008","Couple + C. GT 16 ","Urban Area","355","0.178936963391429","0.162432876649994","0.195441050132865"
"Rarely","2008","Couple + C. GT 16 ","Rural Area","261","0.219048450028394","0.1963369659076","0.241759934149189"
"Rarely","2008","Couple + C. LE and GT 16","Urban Area","175","0.228728550536211","0.199458486958114","0.257998614114308"
"Rarely","2008","Couple + C. LE and GT 16","Rural Area","90","0.19657714425628","0.158433808963345","0.234720479549214"
"Never","2008","1-pers.-HH","Urban Area","1363","0.669394384074","0.649216343574014","0.689572424573986"
"Never","2008","1-pers.-HH","Rural Area","575","0.594918587164865","0.563636015383143","0.626201158946588"
"Never","2008","(Married) couple without C. ","Urban Area","3067","0.639936772222139","0.626225183367538","0.653648361076739"
"Never","2008","(Married) couple without C. ","Rural Area","1315","0.548424626022775","0.528222338244159","0.568626913801391"
"Never","2008","Single parent ","Urban Area","404","0.58950926224469","0.552644024605229","0.626374499884152"
"Never","2008","Single parent ","Rural Area","213","0.545860754833163","0.496945760496333","0.594775749169993"
"Never","2008","Couple + C. LE 16 ","Urban Area","1146","0.507882715878129","0.48702518235024","0.528740249406019"
"Never","2008","Couple + C. LE 16 ","Rural Area","448","0.4687370817108","0.437745921902223","0.499728241519377"
"Never","2008","Couple + C. GT 16 ","Urban Area","1242","0.612502868735508","0.591525958253611","0.633479779217406"
"Never","2008","Couple + C. GT 16 ","Rural Area","635","0.481711641721348","0.454274259389604","0.509149024053091"
"Never","2008","Couple + C. LE and GT 16","Urban Area","386","0.479493389828036","0.444678559247328","0.514308220408744"
"Never","2008","Couple + C. LE and GT 16","Rural Area","188","0.430543228183333","0.383018589268365","0.478067867098301"
"Very often","2009","1-pers.-HH","Urban Area","","","",""
"Very often","2009","1-pers.-HH","Rural Area","","","",""
"Very often","2009","(Married) couple without C. ","Urban Area","","","",""
"Very often","2009","(Married) couple without C. ","Rural Area","","","",""
"Very often","2009","Single parent ","Urban Area","","","",""
"Very often","2009","Single parent ","Rural Area","","","",""
"Very often","2009","Couple + C. LE 16 ","Urban Area","","","",""
"Very often","2009","Couple + C. LE 16 ","Rural Area","","","",""
"Very often","2009","Couple + C. GT 16 ","Urban Area","","","",""
"Very often","2009","Couple + C. GT 16 ","Rural Area","","","",""
