"pld0045","year","hgtyp1hh","regtyp","n","percent","lower_confidence","upper_confidence"
"Very often","2016","Couple + C. LE 16 ","Urban Area","","","",""
"Very often","2016","Couple + C. LE 16 ","Rural Area","","","",""
"Very often","2016","Couple + C. GT 16 ","Urban Area","","","",""
"Very often","2016","Couple + C. GT 16 ","Rural Area","","","",""
"Very often","2016","Couple + C. LE and GT 16","Urban Area","","","",""
"Very often","2016","Couple + C. LE and GT 16","Rural Area","","","",""
"Often","2016","1-pers.-HH","Urban Area","","","",""
"Often","2016","1-pers.-HH","Rural Area","","","",""
"Often","2016","(Married) couple without C. ","Urban Area","","","",""
"Often","2016","(Married) couple without C. ","Rural Area","","","",""
"Often","2016","Single parent ","Urban Area","","","",""
"Often","2016","Single parent ","Rural Area","","","",""
"Often","2016","Couple + C. LE 16 ","Urban Area","","","",""
"Often","2016","Couple + C. LE 16 ","Rural Area","","","",""
"Often","2016","Couple + C. GT 16 ","Urban Area","","","",""
"Often","2016","Couple + C. GT 16 ","Rural Area","","","",""
"Often","2016","Couple + C. LE and GT 16","Urban Area","","","",""
"Often","2016","Couple + C. LE and GT 16","Rural Area","","","",""
"Sometimes","2016","1-pers.-HH","Urban Area","","","",""
"Sometimes","2016","1-pers.-HH","Rural Area","","","",""
"Sometimes","2016","(Married) couple without C. ","Urban Area","","","",""
"Sometimes","2016","(Married) couple without C. ","Rural Area","","","",""
"Sometimes","2016","Single parent ","Urban Area","","","",""
"Sometimes","2016","Single parent ","Rural Area","","","",""
"Sometimes","2016","Couple + C. LE 16 ","Urban Area","","","",""
"Sometimes","2016","Couple + C. LE 16 ","Rural Area","","","",""
"Sometimes","2016","Couple + C. GT 16 ","Urban Area","","","",""
"Sometimes","2016","Couple + C. GT 16 ","Rural Area","","","",""
"Sometimes","2016","Couple + C. LE and GT 16","Urban Area","","","",""
"Sometimes","2016","Couple + C. LE and GT 16","Rural Area","","","",""
"Rarely","2016","1-pers.-HH","Urban Area","","","",""
"Rarely","2016","1-pers.-HH","Rural Area","","","",""
"Rarely","2016","(Married) couple without C. ","Urban Area","","","",""
"Rarely","2016","(Married) couple without C. ","Rural Area","","","",""
"Rarely","2016","Single parent ","Urban Area","","","",""
"Rarely","2016","Single parent ","Rural Area","","","",""
"Rarely","2016","Couple + C. LE 16 ","Urban Area","","","",""
"Rarely","2016","Couple + C. LE 16 ","Rural Area","","","",""
"Rarely","2016","Couple + C. GT 16 ","Urban Area","","","",""
"Rarely","2016","Couple + C. GT 16 ","Rural Area","","","",""
"Rarely","2016","Couple + C. LE and GT 16","Urban Area","","","",""
"Rarely","2016","Couple + C. LE and GT 16","Rural Area","","","",""
"Never","2016","1-pers.-HH","Urban Area","","","",""
"Never","2016","1-pers.-HH","Rural Area","","","",""
"Never","2016","(Married) couple without C. ","Urban Area","","","",""
"Never","2016","(Married) couple without C. ","Rural Area","","","",""
"Never","2016","Single parent ","Urban Area","","","",""
"Never","2016","Single parent ","Rural Area","","","",""
"Never","2016","Couple + C. LE 16 ","Urban Area","","","",""
"Never","2016","Couple + C. LE 16 ","Rural Area","","","",""
"Never","2016","Couple + C. GT 16 ","Urban Area","","","",""
"Never","2016","Couple + C. GT 16 ","Rural Area","","","",""
"Never","2016","Couple + C. LE and GT 16","Urban Area","","","",""
"Never","2016","Couple + C. LE and GT 16","Rural Area","","","",""
"Very often","2017","1-pers.-HH","Urban Area","","","",""
"Very often","2017","1-pers.-HH","Rural Area","","","",""
"Very often","2017","(Married) couple without C. ","Urban Area","","","",""
"Very often","2017","(Married) couple without C. ","Rural Area","","","",""
"Very often","2017","Single parent ","Urban Area","","","",""
"Very often","2017","Single parent ","Rural Area","","","",""
"Very often","2017","Couple + C. LE 16 ","Urban Area","","","",""
"Very often","2017","Couple + C. LE 16 ","Rural Area","","","",""
"Very often","2017","Couple + C. GT 16 ","Urban Area","","","",""
"Very often","2017","Couple + C. GT 16 ","Rural Area","","","",""
"Very often","2017","Couple + C. LE and GT 16","Urban Area","","","",""
"Very often","2017","Couple + C. LE and GT 16","Rural Area","","","",""
"Often","2017","1-pers.-HH","Urban Area","","","",""
"Often","2017","1-pers.-HH","Rural Area","","","",""
"Often","2017","(Married) couple without C. ","Urban Area","","","",""
"Often","2017","(Married) couple without C. ","Rural Area","","","",""
"Often","2017","Single parent ","Urban Area","","","",""
"Often","2017","Single parent ","Rural Area","","","",""
"Often","2017","Couple + C. LE 16 ","Urban Area","","","",""
"Often","2017","Couple + C. LE 16 ","Rural Area","","","",""
"Often","2017","Couple + C. GT 16 ","Urban Area","","","",""
"Often","2017","Couple + C. GT 16 ","Rural Area","","","",""
"Often","2017","Couple + C. LE and GT 16","Urban Area","","","",""
"Often","2017","Couple + C. LE and GT 16","Rural Area","","","",""
"Sometimes","2017","1-pers.-HH","Urban Area","","","",""
"Sometimes","2017","1-pers.-HH","Rural Area","","","",""
"Sometimes","2017","(Married) couple without C. ","Urban Area","","","",""
"Sometimes","2017","(Married) couple without C. ","Rural Area","","","",""
"Sometimes","2017","Single parent ","Urban Area","","","",""
"Sometimes","2017","Single parent ","Rural Area","","","",""
"Sometimes","2017","Couple + C. LE 16 ","Urban Area","","","",""
"Sometimes","2017","Couple + C. LE 16 ","Rural Area","","","",""
"Sometimes","2017","Couple + C. GT 16 ","Urban Area","","","",""
"Sometimes","2017","Couple + C. GT 16 ","Rural Area","","","",""
"Sometimes","2017","Couple + C. LE and GT 16","Urban Area","","","",""
"Sometimes","2017","Couple + C. LE and GT 16","Rural Area","","","",""
"Rarely","2017","1-pers.-HH","Urban Area","","","",""
"Rarely","2017","1-pers.-HH","Rural Area","","","",""
"Rarely","2017","(Married) couple without C. ","Urban Area","","","",""
"Rarely","2017","(Married) couple without C. ","Rural Area","","","",""
"Rarely","2017","Single parent ","Urban Area","","","",""
"Rarely","2017","Single parent ","Rural Area","","","",""
"Rarely","2017","Couple + C. LE 16 ","Urban Area","","","",""
"Rarely","2017","Couple + C. LE 16 ","Rural Area","","","",""
"Rarely","2017","Couple + C. GT 16 ","Urban Area","","","",""
"Rarely","2017","Couple + C. GT 16 ","Rural Area","","","",""
"Rarely","2017","Couple + C. LE and GT 16","Urban Area","","","",""
"Rarely","2017","Couple + C. LE and GT 16","Rural Area","","","",""
"Never","2017","1-pers.-HH","Urban Area","","","",""
"Never","2017","1-pers.-HH","Rural Area","","","",""
"Never","2017","(Married) couple without C. ","Urban Area","","","",""
"Never","2017","(Married) couple without C. ","Rural Area","","","",""
"Never","2017","Single parent ","Urban Area","","","",""
"Never","2017","Single parent ","Rural Area","","","",""
"Never","2017","Couple + C. LE 16 ","Urban Area","","","",""
"Never","2017","Couple + C. LE 16 ","Rural Area","","","",""
"Never","2017","Couple + C. GT 16 ","Urban Area","","","",""
"Never","2017","Couple + C. GT 16 ","Rural Area","","","",""
"Never","2017","Couple + C. LE and GT 16","Urban Area","","","",""
"Never","2017","Couple + C. LE and GT 16","Rural Area","","","",""
"Very often","2018","1-pers.-HH","Urban Area","220","0.0697199793194921","0.0603203871975308","0.0791195714414534"
"Very often","2018","1-pers.-HH","Rural Area","90","0.0609993101631882","0.0479794547233113","0.0740191656030652"
"Very often","2018","(Married) couple without C. ","Urban Area","243","0.0490576943850331","0.0430613064004955","0.0550540823695706"
"Very often","2018","(Married) couple without C. ","Rural Area","153","0.0592743091716414","0.0508314293842435","0.0677171889590393"
"Very often","2018","Single parent ","Urban Area","152","0.107744436164171","0.0919266037112296","0.123562268617113"
"Very often","2018","Single parent ","Rural Area","77","0.109675495708629","0.0869762530454086","0.132374738371849"
"Very often","2018","Couple + C. LE 16 ","Urban Area","269","0.073456808491583","0.0647965020047124","0.0821171149784536"
"Very often","2018","Couple + C. LE 16 ","Rural Area","154","0.0690617910970939","0.0578421765717134","0.0802814056224744"
"Very often","2018","Couple + C. GT 16 ","Urban Area","125","0.06079518610401","0.0501123602102496","0.0714780119977705"
"Very often","2018","Couple + C. GT 16 ","Rural Area","76","0.0720982262544097","0.0566937422569786","0.0875027102518407"
"Very often","2018","Couple + C. LE and GT 16","Urban Area","124","0.072460880399766","0.0591582242356225","0.0857635365639095"
"Very often","2018","Couple + C. LE and GT 16","Rural Area","66","0.0781117444075839","0.0584147194322964","0.0978087693828714"
"Often","2018","1-pers.-HH","Urban Area","233","0.0772870485566205","0.0674308326936289","0.0871432644196121"
"Often","2018","1-pers.-HH","Rural Area","121","0.0952770751814114","0.0793049483320735","0.111249202030749"
"Often","2018","(Married) couple without C. ","Urban Area","351","0.0687736774699236","0.0617478445172704","0.0757995104225769"
"Often","2018","(Married) couple without C. ","Rural Area","272","0.099939090902942","0.0892157651252773","0.110662416680607"
"Often","2018","Single parent ","Urban Area","169","0.122560480726692","0.1058307582923","0.139290203161084"
"Often","2018","Single parent ","Rural Area","105","0.116411543671728","0.0931142517170034","0.139708835626452"
"Often","2018","Couple + C. LE 16 ","Urban Area","390","0.113647971094976","0.103112150552364","0.124183791637589"
"Often","2018","Couple + C. LE 16 ","Rural Area","264","0.151852499860711","0.135972691551172","0.167732308170249"
"Often","2018","Couple + C. GT 16 ","Urban Area","230","0.12008834125605","0.105555806896287","0.134620875615813"
"Often","2018","Couple + C. GT 16 ","Rural Area","145","0.130075892823654","0.110041649067714","0.150110136579594"
"Often","2018","Couple + C. LE and GT 16","Urban Area","170","0.101968554124855","0.0864411324261253","0.117495975823586"
"Often","2018","Couple + C. LE and GT 16","Rural Area","116","0.160641268511955","0.133688356420182","0.187594180603729"
"Sometimes","2018","1-pers.-HH","Urban Area","255","0.0962267940540411","0.0853424746920972","0.107111113415985"
"Sometimes","2018","1-pers.-HH","Rural Area","137","0.112515418710736","0.0953245757346898","0.129706261686783"
"Sometimes","2018","(Married) couple without C. ","Urban Area","467","0.100161645355589","0.0918269054929778","0.108496385218201"
"Sometimes","2018","(Married) couple without C. ","Rural Area","338","0.119196532847414","0.107611502598558","0.13078156309627"
"Sometimes","2018","Single parent ","Urban Area","140","0.106863178160812","0.0911023892413111","0.122623967080314"
"Sometimes","2018","Single parent ","Rural Area","87","0.135177671417729","0.110340717652792","0.160014625182666"
"Sometimes","2018","Couple + C. LE 16 ","Urban Area","411","0.118174386139164","0.107458269504838","0.128890502773489"
"Sometimes","2018","Couple + C. LE 16 ","Rural Area","257","0.109694526411168","0.095866487595365","0.123522565226971"
"Sometimes","2018","Couple + C. GT 16 ","Urban Area","211","0.113892955837303","0.0996905170550186","0.128095394619587"
"Sometimes","2018","Couple + C. GT 16 ","Rural Area","156","0.155605766631005","0.134017422326445","0.177194110935565"
"Sometimes","2018","Couple + C. LE and GT 16","Urban Area","179","0.123479359772581","0.106598339040874","0.140360380504287"
"Sometimes","2018","Couple + C. LE and GT 16","Rural Area","98","0.169158793664454","0.141641252197796","0.196676335131112"
"Rarely","2018","1-pers.-HH","Urban Area","371","0.143622865840824","0.1306788849699","0.156566846711748"
"Rarely","2018","1-pers.-HH","Rural Area","225","0.181634561513222","0.160660447251706","0.202608675774737"
"Rarely","2018","(Married) couple without C. ","Urban Area","866","0.180377195779186","0.169702465602473","0.191051925955898"
"Rarely","2018","(Married) couple without C. ","Rural Area","571","0.195364512477474","0.181188689437619","0.20954033551733"
"Rarely","2018","Single parent ","Urban Area","241","0.177218653469962","0.157738075086457","0.196699231853467"
"Rarely","2018","Single parent ","Rural Area","127","0.191617610737741","0.163027980821247","0.220207240654236"
"Rarely","2018","Couple + C. LE 16 ","Urban Area","597","0.167401177744446","0.155008032192793","0.179794323296099"
"Rarely","2018","Couple + C. LE 16 ","Rural Area","347","0.195250088353475","0.17771028670092","0.21278989000603"
"Rarely","2018","Couple + C. GT 16 ","Urban Area","323","0.171150133022459","0.154311844148092","0.187988421896826"
"Rarely","2018","Couple + C. GT 16 ","Rural Area","205","0.192956319076482","0.169453936784463","0.2164587013685"
"Rarely","2018","Couple + C. LE and GT 16","Urban Area","239","0.158317227294636","0.139586322699653","0.177048131889619"
"Rarely","2018","Couple + C. LE and GT 16","Rural Area","102","0.131157877814435","0.106379609556726","0.155936146072143"
"Never","2018","1-pers.-HH","Urban Area","1741","0.613143312229023","0.595167869768467","0.631118754689578"
"Never","2018","1-pers.-HH","Rural Area","725","0.549573634431443","0.522506916850751","0.576640352012135"
"Never","2018","(Married) couple without C. ","Urban Area","3057","0.601629787010268","0.588038293933573","0.615221280086964"
"Never","2018","(Married) couple without C. ","Rural Area","1671","0.526225554600528","0.508373112384231","0.544077996816825"
"Never","2018","Single parent ","Urban Area","774","0.485613251478362","0.46011590045938","0.511110602497344"
"Never","2018","Single parent ","Rural Area","332","0.447117678464173","0.41100084438981","0.483234512538536"
"Never","2018","Couple + C. LE 16 ","Urban Area","1819","0.527319656529831","0.510746503094059","0.543892809965603"
"Never","2018","Couple + C. LE 16 ","Rural Area","940","0.474141094277552","0.452046450449132","0.496235738105973"
"Never","2018","Couple + C. GT 16 ","Urban Area","1033","0.534073383780178","0.511772060823038","0.556374706737318"
"Never","2018","Couple + C. GT 16 ","Rural Area","501","0.44926379521445","0.419638929719253","0.478888660709647"
"Never","2018","Couple + C. LE and GT 16","Urban Area","747","0.543773978408162","0.518216401178264","0.56933155563806"
"Never","2018","Couple + C. LE and GT 16","Rural Area","331","0.460930315601572","0.424341915707525","0.497518715495619"
