"pld0045","year","bula_h","sampreg","n","percent","lower_confidence","upper_confidence"
"Rarely","2015","Hesse","West Germany","","","",""
"Rarely","2015","Hesse","East Germany","","","",""
"Rarely","2015","Rhineland-Palatinate,Saarland","West Germany","","","",""
"Rarely","2015","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Rarely","2015","Baden-Württemberg","West Germany","","","",""
"Rarely","2015","Baden-Württemberg","East Germany","","","",""
"Rarely","2015","Bavaria","West Germany","","","",""
"Rarely","2015","Bavaria","East Germany","","","",""
"Rarely","2015","Berlin","West Germany","","","",""
"Rarely","2015","Berlin","East Germany","","","",""
"Rarely","2015","Brandenburg","West Germany","","","",""
"Rarely","2015","Brandenburg","East Germany","","","",""
"Rarely","2015","Mecklenburg-Western Pomerania","West Germany","","","",""
"Rarely","2015","Mecklenburg-Western Pomerania","East Germany","","","",""
"Rarely","2015","Saxony","West Germany","","","",""
"Rarely","2015","Saxony","East Germany","","","",""
"Rarely","2015","Saxony-Anhalt","West Germany","","","",""
"Rarely","2015","Saxony-Anhalt","East Germany","","","",""
"Rarely","2015","Thuringia","West Germany","","","",""
"Rarely","2015","Thuringia","East Germany","","","",""
"Never","2015","Schleswig-Holstein","West Germany","","","",""
"Never","2015","Schleswig-Holstein","East Germany","","","",""
"Never","2015","Hamburg","West Germany","","","",""
"Never","2015","Hamburg","East Germany","","","",""
"Never","2015","Lower Saxony","West Germany","","","",""
"Never","2015","Lower Saxony","East Germany","","","",""
"Never","2015","Bremen","West Germany","","","",""
"Never","2015","Bremen","East Germany","","","",""
"Never","2015","North Rhine-Westphalia","West Germany","","","",""
"Never","2015","North Rhine-Westphalia","East Germany","","","",""
"Never","2015","Hesse","West Germany","","","",""
"Never","2015","Hesse","East Germany","","","",""
"Never","2015","Rhineland-Palatinate,Saarland","West Germany","","","",""
"Never","2015","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Never","2015","Baden-Württemberg","West Germany","","","",""
"Never","2015","Baden-Württemberg","East Germany","","","",""
"Never","2015","Bavaria","West Germany","","","",""
"Never","2015","Bavaria","East Germany","","","",""
"Never","2015","Berlin","West Germany","","","",""
"Never","2015","Berlin","East Germany","","","",""
"Never","2015","Brandenburg","West Germany","","","",""
"Never","2015","Brandenburg","East Germany","","","",""
"Never","2015","Mecklenburg-Western Pomerania","West Germany","","","",""
"Never","2015","Mecklenburg-Western Pomerania","East Germany","","","",""
"Never","2015","Saxony","West Germany","","","",""
"Never","2015","Saxony","East Germany","","","",""
"Never","2015","Saxony-Anhalt","West Germany","","","",""
"Never","2015","Saxony-Anhalt","East Germany","","","",""
"Never","2015","Thuringia","West Germany","","","",""
"Never","2015","Thuringia","East Germany","","","",""
"Very often","2016","Schleswig-Holstein","West Germany","","","",""
"Very often","2016","Schleswig-Holstein","East Germany","","","",""
"Very often","2016","Hamburg","West Germany","","","",""
"Very often","2016","Hamburg","East Germany","","","",""
"Very often","2016","Lower Saxony","West Germany","","","",""
"Very often","2016","Lower Saxony","East Germany","","","",""
"Very often","2016","Bremen","West Germany","","","",""
"Very often","2016","Bremen","East Germany","","","",""
"Very often","2016","North Rhine-Westphalia","West Germany","","","",""
"Very often","2016","North Rhine-Westphalia","East Germany","","","",""
"Very often","2016","Hesse","West Germany","","","",""
"Very often","2016","Hesse","East Germany","","","",""
"Very often","2016","Rhineland-Palatinate,Saarland","West Germany","","","",""
"Very often","2016","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Very often","2016","Baden-Württemberg","West Germany","","","",""
"Very often","2016","Baden-Württemberg","East Germany","","","",""
"Very often","2016","Bavaria","West Germany","","","",""
"Very often","2016","Bavaria","East Germany","","","",""
"Very often","2016","Berlin","West Germany","","","",""
"Very often","2016","Berlin","East Germany","","","",""
"Very often","2016","Brandenburg","West Germany","","","",""
"Very often","2016","Brandenburg","East Germany","","","",""
"Very often","2016","Mecklenburg-Western Pomerania","West Germany","","","",""
"Very often","2016","Mecklenburg-Western Pomerania","East Germany","","","",""
"Very often","2016","Saxony","West Germany","","","",""
"Very often","2016","Saxony","East Germany","","","",""
"Very often","2016","Saxony-Anhalt","West Germany","","","",""
"Very often","2016","Saxony-Anhalt","East Germany","","","",""
"Very often","2016","Thuringia","West Germany","","","",""
"Very often","2016","Thuringia","East Germany","","","",""
"Often","2016","Schleswig-Holstein","West Germany","","","",""
"Often","2016","Schleswig-Holstein","East Germany","","","",""
"Often","2016","Hamburg","West Germany","","","",""
"Often","2016","Hamburg","East Germany","","","",""
"Often","2016","Lower Saxony","West Germany","","","",""
"Often","2016","Lower Saxony","East Germany","","","",""
"Often","2016","Bremen","West Germany","","","",""
"Often","2016","Bremen","East Germany","","","",""
"Often","2016","North Rhine-Westphalia","West Germany","","","",""
"Often","2016","North Rhine-Westphalia","East Germany","","","",""
"Often","2016","Hesse","West Germany","","","",""
"Often","2016","Hesse","East Germany","","","",""
"Often","2016","Rhineland-Palatinate,Saarland","West Germany","","","",""
"Often","2016","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Often","2016","Baden-Württemberg","West Germany","","","",""
"Often","2016","Baden-Württemberg","East Germany","","","",""
"Often","2016","Bavaria","West Germany","","","",""
"Often","2016","Bavaria","East Germany","","","",""
"Often","2016","Berlin","West Germany","","","",""
"Often","2016","Berlin","East Germany","","","",""
"Often","2016","Brandenburg","West Germany","","","",""
"Often","2016","Brandenburg","East Germany","","","",""
"Often","2016","Mecklenburg-Western Pomerania","West Germany","","","",""
"Often","2016","Mecklenburg-Western Pomerania","East Germany","","","",""
"Often","2016","Saxony","West Germany","","","",""
"Often","2016","Saxony","East Germany","","","",""
"Often","2016","Saxony-Anhalt","West Germany","","","",""
"Often","2016","Saxony-Anhalt","East Germany","","","",""
"Often","2016","Thuringia","West Germany","","","",""
"Often","2016","Thuringia","East Germany","","","",""
"Sometimes","2016","Schleswig-Holstein","West Germany","","","",""
"Sometimes","2016","Schleswig-Holstein","East Germany","","","",""
"Sometimes","2016","Hamburg","West Germany","","","",""
"Sometimes","2016","Hamburg","East Germany","","","",""
"Sometimes","2016","Lower Saxony","West Germany","","","",""
"Sometimes","2016","Lower Saxony","East Germany","","","",""
"Sometimes","2016","Bremen","West Germany","","","",""
"Sometimes","2016","Bremen","East Germany","","","",""
"Sometimes","2016","North Rhine-Westphalia","West Germany","","","",""
"Sometimes","2016","North Rhine-Westphalia","East Germany","","","",""
"Sometimes","2016","Hesse","West Germany","","","",""
"Sometimes","2016","Hesse","East Germany","","","",""
"Sometimes","2016","Rhineland-Palatinate,Saarland","West Germany","","","",""
"Sometimes","2016","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Sometimes","2016","Baden-Württemberg","West Germany","","","",""
"Sometimes","2016","Baden-Württemberg","East Germany","","","",""
"Sometimes","2016","Bavaria","West Germany","","","",""
"Sometimes","2016","Bavaria","East Germany","","","",""
"Sometimes","2016","Berlin","West Germany","","","",""
"Sometimes","2016","Berlin","East Germany","","","",""
"Sometimes","2016","Brandenburg","West Germany","","","",""
"Sometimes","2016","Brandenburg","East Germany","","","",""
"Sometimes","2016","Mecklenburg-Western Pomerania","West Germany","","","",""
"Sometimes","2016","Mecklenburg-Western Pomerania","East Germany","","","",""
"Sometimes","2016","Saxony","West Germany","","","",""
"Sometimes","2016","Saxony","East Germany","","","",""
"Sometimes","2016","Saxony-Anhalt","West Germany","","","",""
"Sometimes","2016","Saxony-Anhalt","East Germany","","","",""
"Sometimes","2016","Thuringia","West Germany","","","",""
"Sometimes","2016","Thuringia","East Germany","","","",""
"Rarely","2016","Schleswig-Holstein","West Germany","","","",""
"Rarely","2016","Schleswig-Holstein","East Germany","","","",""
"Rarely","2016","Hamburg","West Germany","","","",""
"Rarely","2016","Hamburg","East Germany","","","",""
"Rarely","2016","Lower Saxony","West Germany","","","",""
"Rarely","2016","Lower Saxony","East Germany","","","",""
"Rarely","2016","Bremen","West Germany","","","",""
"Rarely","2016","Bremen","East Germany","","","",""
"Rarely","2016","North Rhine-Westphalia","West Germany","","","",""
"Rarely","2016","North Rhine-Westphalia","East Germany","","","",""
"Rarely","2016","Hesse","West Germany","","","",""
"Rarely","2016","Hesse","East Germany","","","",""
"Rarely","2016","Rhineland-Palatinate,Saarland","West Germany","","","",""
"Rarely","2016","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Rarely","2016","Baden-Württemberg","West Germany","","","",""
"Rarely","2016","Baden-Württemberg","East Germany","","","",""
"Rarely","2016","Bavaria","West Germany","","","",""
"Rarely","2016","Bavaria","East Germany","","","",""
"Rarely","2016","Berlin","West Germany","","","",""
"Rarely","2016","Berlin","East Germany","","","",""
"Rarely","2016","Brandenburg","West Germany","","","",""
"Rarely","2016","Brandenburg","East Germany","","","",""
"Rarely","2016","Mecklenburg-Western Pomerania","West Germany","","","",""
"Rarely","2016","Mecklenburg-Western Pomerania","East Germany","","","",""
"Rarely","2016","Saxony","West Germany","","","",""
"Rarely","2016","Saxony","East Germany","","","",""
"Rarely","2016","Saxony-Anhalt","West Germany","","","",""
"Rarely","2016","Saxony-Anhalt","East Germany","","","",""
"Rarely","2016","Thuringia","West Germany","","","",""
"Rarely","2016","Thuringia","East Germany","","","",""
"Never","2016","Schleswig-Holstein","West Germany","","","",""
"Never","2016","Schleswig-Holstein","East Germany","","","",""
"Never","2016","Hamburg","West Germany","","","",""
"Never","2016","Hamburg","East Germany","","","",""
"Never","2016","Lower Saxony","West Germany","","","",""
"Never","2016","Lower Saxony","East Germany","","","",""
"Never","2016","Bremen","West Germany","","","",""
"Never","2016","Bremen","East Germany","","","",""
"Never","2016","North Rhine-Westphalia","West Germany","","","",""
"Never","2016","North Rhine-Westphalia","East Germany","","","",""
"Never","2016","Hesse","West Germany","","","",""
"Never","2016","Hesse","East Germany","","","",""
"Never","2016","Rhineland-Palatinate,Saarland","West Germany","","","",""
"Never","2016","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Never","2016","Baden-Württemberg","West Germany","","","",""
"Never","2016","Baden-Württemberg","East Germany","","","",""
"Never","2016","Bavaria","West Germany","","","",""
"Never","2016","Bavaria","East Germany","","","",""
"Never","2016","Berlin","West Germany","","","",""
"Never","2016","Berlin","East Germany","","","",""
"Never","2016","Brandenburg","West Germany","","","",""
"Never","2016","Brandenburg","East Germany","","","",""
"Never","2016","Mecklenburg-Western Pomerania","West Germany","","","",""
"Never","2016","Mecklenburg-Western Pomerania","East Germany","","","",""
"Never","2016","Saxony","West Germany","","","",""
"Never","2016","Saxony","East Germany","","","",""
"Never","2016","Saxony-Anhalt","West Germany","","","",""
"Never","2016","Saxony-Anhalt","East Germany","","","",""
"Never","2016","Thuringia","West Germany","","","",""
"Never","2016","Thuringia","East Germany","","","",""
"Very often","2017","Schleswig-Holstein","West Germany","","","",""
"Very often","2017","Schleswig-Holstein","East Germany","","","",""
"Very often","2017","Hamburg","West Germany","","","",""
"Very often","2017","Hamburg","East Germany","","","",""
"Very often","2017","Lower Saxony","West Germany","","","",""
"Very often","2017","Lower Saxony","East Germany","","","",""
"Very often","2017","Bremen","West Germany","","","",""
"Very often","2017","Bremen","East Germany","","","",""
"Very often","2017","North Rhine-Westphalia","West Germany","","","",""
"Very often","2017","North Rhine-Westphalia","East Germany","","","",""
"Very often","2017","Hesse","West Germany","","","",""
"Very often","2017","Hesse","East Germany","","","",""
"Very often","2017","Rhineland-Palatinate,Saarland","West Germany","","","",""
"Very often","2017","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Very often","2017","Baden-Württemberg","West Germany","","","",""
"Very often","2017","Baden-Württemberg","East Germany","","","",""
"Very often","2017","Bavaria","West Germany","","","",""
"Very often","2017","Bavaria","East Germany","","","",""
"Very often","2017","Berlin","West Germany","","","",""
"Very often","2017","Berlin","East Germany","","","",""
"Very often","2017","Brandenburg","West Germany","","","",""
"Very often","2017","Brandenburg","East Germany","","","",""
"Very often","2017","Mecklenburg-Western Pomerania","West Germany","","","",""
"Very often","2017","Mecklenburg-Western Pomerania","East Germany","","","",""
"Very often","2017","Saxony","West Germany","","","",""
"Very often","2017","Saxony","East Germany","","","",""
"Very often","2017","Saxony-Anhalt","West Germany","","","",""
"Very often","2017","Saxony-Anhalt","East Germany","","","",""
"Very often","2017","Thuringia","West Germany","","","",""
"Very often","2017","Thuringia","East Germany","","","",""
"Often","2017","Schleswig-Holstein","West Germany","","","",""
"Often","2017","Schleswig-Holstein","East Germany","","","",""
"Often","2017","Hamburg","West Germany","","","",""
"Often","2017","Hamburg","East Germany","","","",""
"Often","2017","Lower Saxony","West Germany","","","",""
"Often","2017","Lower Saxony","East Germany","","","",""
"Often","2017","Bremen","West Germany","","","",""
"Often","2017","Bremen","East Germany","","","",""
"Often","2017","North Rhine-Westphalia","West Germany","","","",""
"Often","2017","North Rhine-Westphalia","East Germany","","","",""
"Often","2017","Hesse","West Germany","","","",""
"Often","2017","Hesse","East Germany","","","",""
"Often","2017","Rhineland-Palatinate,Saarland","West Germany","","","",""
"Often","2017","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Often","2017","Baden-Württemberg","West Germany","","","",""
"Often","2017","Baden-Württemberg","East Germany","","","",""
"Often","2017","Bavaria","West Germany","","","",""
"Often","2017","Bavaria","East Germany","","","",""
"Often","2017","Berlin","West Germany","","","",""
"Often","2017","Berlin","East Germany","","","",""
"Often","2017","Brandenburg","West Germany","","","",""
"Often","2017","Brandenburg","East Germany","","","",""
"Often","2017","Mecklenburg-Western Pomerania","West Germany","","","",""
"Often","2017","Mecklenburg-Western Pomerania","East Germany","","","",""
"Often","2017","Saxony","West Germany","","","",""
"Often","2017","Saxony","East Germany","","","",""
"Often","2017","Saxony-Anhalt","West Germany","","","",""
"Often","2017","Saxony-Anhalt","East Germany","","","",""
"Often","2017","Thuringia","West Germany","","","",""
"Often","2017","Thuringia","East Germany","","","",""
"Sometimes","2017","Schleswig-Holstein","West Germany","","","",""
"Sometimes","2017","Schleswig-Holstein","East Germany","","","",""
"Sometimes","2017","Hamburg","West Germany","","","",""
"Sometimes","2017","Hamburg","East Germany","","","",""
"Sometimes","2017","Lower Saxony","West Germany","","","",""
"Sometimes","2017","Lower Saxony","East Germany","","","",""
"Sometimes","2017","Bremen","West Germany","","","",""
"Sometimes","2017","Bremen","East Germany","","","",""
"Sometimes","2017","North Rhine-Westphalia","West Germany","","","",""
"Sometimes","2017","North Rhine-Westphalia","East Germany","","","",""
"Sometimes","2017","Hesse","West Germany","","","",""
"Sometimes","2017","Hesse","East Germany","","","",""
"Sometimes","2017","Rhineland-Palatinate,Saarland","West Germany","","","",""
"Sometimes","2017","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Sometimes","2017","Baden-Württemberg","West Germany","","","",""
"Sometimes","2017","Baden-Württemberg","East Germany","","","",""
"Sometimes","2017","Bavaria","West Germany","","","",""
"Sometimes","2017","Bavaria","East Germany","","","",""
"Sometimes","2017","Berlin","West Germany","","","",""
"Sometimes","2017","Berlin","East Germany","","","",""
"Sometimes","2017","Brandenburg","West Germany","","","",""
"Sometimes","2017","Brandenburg","East Germany","","","",""
"Sometimes","2017","Mecklenburg-Western Pomerania","West Germany","","","",""
"Sometimes","2017","Mecklenburg-Western Pomerania","East Germany","","","",""
"Sometimes","2017","Saxony","West Germany","","","",""
"Sometimes","2017","Saxony","East Germany","","","",""
"Sometimes","2017","Saxony-Anhalt","West Germany","","","",""
"Sometimes","2017","Saxony-Anhalt","East Germany","","","",""
"Sometimes","2017","Thuringia","West Germany","","","",""
"Sometimes","2017","Thuringia","East Germany","","","",""
"Rarely","2017","Schleswig-Holstein","West Germany","","","",""
"Rarely","2017","Schleswig-Holstein","East Germany","","","",""
"Rarely","2017","Hamburg","West Germany","","","",""
"Rarely","2017","Hamburg","East Germany","","","",""
"Rarely","2017","Lower Saxony","West Germany","","","",""
"Rarely","2017","Lower Saxony","East Germany","","","",""
"Rarely","2017","Bremen","West Germany","","","",""
"Rarely","2017","Bremen","East Germany","","","",""
"Rarely","2017","North Rhine-Westphalia","West Germany","","","",""
"Rarely","2017","North Rhine-Westphalia","East Germany","","","",""
"Rarely","2017","Hesse","West Germany","","","",""
"Rarely","2017","Hesse","East Germany","","","",""
"Rarely","2017","Rhineland-Palatinate,Saarland","West Germany","","","",""
"Rarely","2017","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Rarely","2017","Baden-Württemberg","West Germany","","","",""
"Rarely","2017","Baden-Württemberg","East Germany","","","",""
"Rarely","2017","Bavaria","West Germany","","","",""
"Rarely","2017","Bavaria","East Germany","","","",""
"Rarely","2017","Berlin","West Germany","","","",""
"Rarely","2017","Berlin","East Germany","","","",""
"Rarely","2017","Brandenburg","West Germany","","","",""
"Rarely","2017","Brandenburg","East Germany","","","",""
"Rarely","2017","Mecklenburg-Western Pomerania","West Germany","","","",""
"Rarely","2017","Mecklenburg-Western Pomerania","East Germany","","","",""
"Rarely","2017","Saxony","West Germany","","","",""
"Rarely","2017","Saxony","East Germany","","","",""
"Rarely","2017","Saxony-Anhalt","West Germany","","","",""
"Rarely","2017","Saxony-Anhalt","East Germany","","","",""
"Rarely","2017","Thuringia","West Germany","","","",""
"Rarely","2017","Thuringia","East Germany","","","",""
"Never","2017","Schleswig-Holstein","West Germany","","","",""
"Never","2017","Schleswig-Holstein","East Germany","","","",""
"Never","2017","Hamburg","West Germany","","","",""
"Never","2017","Hamburg","East Germany","","","",""
"Never","2017","Lower Saxony","West Germany","","","",""
"Never","2017","Lower Saxony","East Germany","","","",""
"Never","2017","Bremen","West Germany","","","",""
"Never","2017","Bremen","East Germany","","","",""
"Never","2017","North Rhine-Westphalia","West Germany","","","",""
"Never","2017","North Rhine-Westphalia","East Germany","","","",""
"Never","2017","Hesse","West Germany","","","",""
"Never","2017","Hesse","East Germany","","","",""
"Never","2017","Rhineland-Palatinate,Saarland","West Germany","","","",""
"Never","2017","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Never","2017","Baden-Württemberg","West Germany","","","",""
"Never","2017","Baden-Württemberg","East Germany","","","",""
"Never","2017","Bavaria","West Germany","","","",""
"Never","2017","Bavaria","East Germany","","","",""
"Never","2017","Berlin","West Germany","","","",""
"Never","2017","Berlin","East Germany","","","",""
"Never","2017","Brandenburg","West Germany","","","",""
"Never","2017","Brandenburg","East Germany","","","",""
"Never","2017","Mecklenburg-Western Pomerania","West Germany","","","",""
"Never","2017","Mecklenburg-Western Pomerania","East Germany","","","",""
"Never","2017","Saxony","West Germany","","","",""
"Never","2017","Saxony","East Germany","","","",""
"Never","2017","Saxony-Anhalt","West Germany","","","",""
"Never","2017","Saxony-Anhalt","East Germany","","","",""
"Never","2017","Thuringia","West Germany","","","",""
"Never","2017","Thuringia","East Germany","","","",""
"Very often","2018","Schleswig-Holstein","West Germany","61","0.0594942439766427","0.0442421206109121","0.0747463673423733"
"Very often","2018","Schleswig-Holstein","East Germany","","","",""
"Very often","2018","Hamburg","West Germany","15","","",""
"Very often","2018","Hamburg","East Germany","","","",""
"Very often","2018","Lower Saxony","West Germany","197","0.0561358816823816","0.0471806403420825","0.0650911230226807"
"Very often","2018","Lower Saxony","East Germany","","","",""
"Very often","2018","Bremen","West Germany","18","","",""
"Very often","2018","Bremen","East Germany","","","",""
"Very often","2018","North Rhine-Westphalia","West Germany","341","0.0559186629712955","0.04979893727669","0.0620383886659009"
"Very often","2018","North Rhine-Westphalia","East Germany","","","",""
"Very often","2018","Hesse","West Germany","171","0.0972765626737115","0.0831899978717294","0.111363127475694"
"Very often","2018","Hesse","East Germany","","","",""
"Very often","2018","Rhineland-Palatinate,Saarland","West Germany","99","0.0650005510142482","0.0524365431203806","0.0775645589081159"
"Very often","2018","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Very often","2018","Baden-Württemberg","West Germany","236","0.0811496853799075","0.0710172978028993","0.0912820729569156"
"Very often","2018","Baden-Württemberg","East Germany","","","",""
"Very often","2018","Bavaria","West Germany","357","0.0806781858423584","0.0722299764518812","0.0891263952328357"
"Very often","2018","Bavaria","East Germany","","","",""
"Very often","2018","Berlin","West Germany","18","","",""
"Very often","2018","Berlin","East Germany","18","","",""
"Very often","2018","Brandenburg","West Germany","","","",""
"Very often","2018","Brandenburg","East Germany","34","0.0326078882734328","0.0217665881728303","0.0434491883740353"
"Very often","2018","Mecklenburg-Western Pomerania","West Germany","","","",""
"Very often","2018","Mecklenburg-Western Pomerania","East Germany","24","","",""
"Very often","2018","Saxony","West Germany","","","",""
"Very often","2018","Saxony","East Germany","75","0.043186886423652","0.0333094595920724","0.0530643132552316"
"Very often","2018","Saxony-Anhalt","West Germany","","","",""
"Very often","2018","Saxony-Anhalt","East Germany","82","0.0925247360144537","0.0737290133831508","0.111320458645757"
"Very often","2018","Thuringia","West Germany","","","",""
"Very often","2018","Thuringia","East Germany","53","0.057738565674687","0.0428276996552227","0.0726494316941513"
"Often","2018","Schleswig-Holstein","West Germany","103","0.0951656210669607","0.0762449430531363","0.114086299080785"
"Often","2018","Schleswig-Holstein","East Germany","","","",""
"Often","2018","Hamburg","West Germany","20","","",""
"Often","2018","Hamburg","East Germany","","","",""
"Often","2018","Lower Saxony","West Germany","293","0.106475832510392","0.0944758405216612","0.118475824499123"
"Often","2018","Lower Saxony","East Germany","","","",""
"Often","2018","Bremen","West Germany","28","","",""
"Often","2018","Bremen","East Germany","","","",""
"Often","2018","North Rhine-Westphalia","West Germany","473","0.073025024315929","0.0660952559079876","0.0799547927238704"
"Often","2018","North Rhine-Westphalia","East Germany","","","",""
"Often","2018","Hesse","West Germany","195","0.123881946326229","0.108221326199891","0.139542566452566"
"Often","2018","Hesse","East Germany","","","",""
"Often","2018","Rhineland-Palatinate,Saarland","West Germany","151","0.108574972393713","0.0927197886490076","0.124430156138419"
"Often","2018","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Often","2018","Baden-Württemberg","West Germany","338","0.113662662811233","0.101885127237075","0.125440198385391"
"Often","2018","Baden-Württemberg","East Germany","","","",""
"Often","2018","Bavaria","West Germany","487","0.11417975937258","0.104314234719531","0.124045284025629"
"Often","2018","Bavaria","East Germany","","","",""
"Often","2018","Berlin","West Germany","42","0.0559417802485957","0.0376145366600786","0.0742690238371128"
"Often","2018","Berlin","East Germany","29","","",""
"Often","2018","Brandenburg","West Germany","","","",""
"Often","2018","Brandenburg","East Germany","89","0.0919339941462279","0.0742973670789603","0.109570621213495"
"Often","2018","Mecklenburg-Western Pomerania","West Germany","","","",""
"Often","2018","Mecklenburg-Western Pomerania","East Germany","54","0.0749085924750282","0.0538275141524502","0.0959896707976062"
"Often","2018","Saxony","West Germany","","","",""
"Often","2018","Saxony","East Germany","145","0.0914794733078751","0.0774712352272733","0.105487711388477"
"Often","2018","Saxony-Anhalt","West Germany","","","",""
"Often","2018","Saxony-Anhalt","East Germany","102","0.105297045775097","0.085387551374918","0.125206540175277"
"Often","2018","Thuringia","West Germany","","","",""
"Often","2018","Thuringia","East Germany","91","0.100330736322592","0.0811244850787892","0.119536987566395"
"Sometimes","2018","Schleswig-Holstein","West Germany","99","0.114661893532674","0.0941183082713118","0.135205478794036"
"Sometimes","2018","Schleswig-Holstein","East Germany","","","",""
"Sometimes","2018","Hamburg","West Germany","57","0.154224014349582","0.122048234124536","0.186399794574629"
"Sometimes","2018","Hamburg","East Germany","","","",""
"Sometimes","2018","Lower Saxony","West Germany","302","0.123746017285134","0.110935021163338","0.13655701340693"
"Sometimes","2018","Lower Saxony","East Germany","","","",""
"Sometimes","2018","Bremen","West Germany","12","","",""
"Sometimes","2018","Bremen","East Germany","","","",""
"Sometimes","2018","North Rhine-Westphalia","West Germany","514","0.101279297001486","0.0932436366335331","0.109314957369439"
"Sometimes","2018","North Rhine-Westphalia","East Germany","","","",""
"Sometimes","2018","Hesse","West Germany","188","0.111796522752917","0.0968171367324016","0.126775908773433"
"Sometimes","2018","Hesse","East Germany","","","",""
"Sometimes","2018","Rhineland-Palatinate,Saarland","West Germany","145","0.0998266981619069","0.0845492639774479","0.115104132346366"
"Sometimes","2018","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Sometimes","2018","Baden-Württemberg","West Germany","355","0.115161692115725","0.103316776628056","0.127006607603395"
"Sometimes","2018","Baden-Württemberg","East Germany","","","",""
"Sometimes","2018","Bavaria","West Germany","517","0.127179504573605","0.116844186256048","0.137514822891162"
"Sometimes","2018","Bavaria","East Germany","","","",""
"Sometimes","2018","Berlin","West Germany","55","0.109197800134455","0.0843248552918004","0.13407074497711"
"Sometimes","2018","Berlin","East Germany","25","","",""
"Sometimes","2018","Brandenburg","West Germany","","","",""
"Sometimes","2018","Brandenburg","East Germany","129","0.119683876230123","0.0998706175464836","0.139497134913763"
"Sometimes","2018","Mecklenburg-Western Pomerania","West Germany","","","",""
"Sometimes","2018","Mecklenburg-Western Pomerania","East Germany","80","0.108299868000055","0.0834136982620454","0.133186037738064"
"Sometimes","2018","Saxony","West Germany","","","",""
"Sometimes","2018","Saxony","East Germany","150","0.0815612433489275","0.068262171436784","0.0948603152610709"
"Sometimes","2018","Saxony-Anhalt","West Germany","","","",""
"Sometimes","2018","Saxony-Anhalt","East Germany","81","0.0965673775712738","0.077408246637935","0.115726508504613"
"Sometimes","2018","Thuringia","West Germany","","","",""
"Sometimes","2018","Thuringia","East Germany","104","0.119754456605728","0.0989990175907794","0.140509895620676"
"Rarely","2018","Schleswig-Holstein","West Germany","156","0.173106920538791","0.148712303801673","0.197501537275909"
"Rarely","2018","Schleswig-Holstein","East Germany","","","",""
"Rarely","2018","Hamburg","West Germany","77","0.148451691669407","0.116776253522765","0.18012712981605"
"Rarely","2018","Hamburg","East Germany","","","",""
"Rarely","2018","Lower Saxony","West Germany","500","0.19180448303406","0.176486912898744","0.207122053169377"
"Rarely","2018","Lower Saxony","East Germany","","","",""
"Rarely","2018","Bremen","West Germany","35","0.13294632795645","0.0888764516403716","0.177016204272529"
"Rarely","2018","Bremen","East Germany","","","",""
"Rarely","2018","North Rhine-Westphalia","West Germany","880","0.176056187031719","0.165911858518635","0.186200515544804"
"Rarely","2018","North Rhine-Westphalia","East Germany","","","",""
"Rarely","2018","Hesse","West Germany","291","0.165399591484711","0.147737987480893","0.183061195488528"
"Rarely","2018","Hesse","East Germany","","","",""
"Rarely","2018","Rhineland-Palatinate,Saarland","West Germany","236","0.177536788217795","0.158062283375237","0.197011293060353"
"Rarely","2018","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Rarely","2018","Baden-Württemberg","West Germany","464","0.178273275744739","0.164071167533161","0.192475383956317"
"Rarely","2018","Baden-Württemberg","East Germany","","","",""
"Rarely","2018","Bavaria","West Germany","718","0.193021309479212","0.180778347892756","0.205264271065668"
"Rarely","2018","Bavaria","East Germany","","","",""
"Rarely","2018","Berlin","West Germany","96","0.140942665515608","0.113192732630772","0.168692598400444"
"Rarely","2018","Berlin","East Germany","63","0.143973557364866","0.109309057551417","0.178638057178314"
"Rarely","2018","Brandenburg","West Germany","","","",""
"Rarely","2018","Brandenburg","East Germany","159","0.158878787437692","0.136564603454398","0.181192971420987"
"Rarely","2018","Mecklenburg-Western Pomerania","West Germany","","","",""
"Rarely","2018","Mecklenburg-Western Pomerania","East Germany","94","0.161638811493549","0.132159109675392","0.191118513311706"
"Rarely","2018","Saxony","West Germany","","","",""
"Rarely","2018","Saxony","East Germany","260","0.162049334748927","0.144143805356054","0.1799548641418"
"Rarely","2018","Saxony-Anhalt","West Germany","","","",""
"Rarely","2018","Saxony-Anhalt","East Germany","143","0.16146080438172","0.137593248838676","0.185328359924764"
"Rarely","2018","Thuringia","West Germany","","","",""
"Rarely","2018","Thuringia","East Germany","136","0.104212259690571","0.0846802861200109","0.123744233261132"
"Never","2018","Schleswig-Holstein","West Germany","505","0.557571320884932","0.525546703136614","0.58959593863325"
