"pld0043","year","pgcasmin","sampreg","n","percent","lower_confidence","upper_confidence"
"Often","2003","(1a) inadequately completed","West Germany","20","","",""
"Often","2003","(1a) inadequately completed","East Germany","3","","",""
"Often","2003","(1b) general elementary school","West Germany","194","0.100832022503844","0.0872499279005673","0.114414117107122"
"Often","2003","(1b) general elementary school","East Germany","26","","",""
"Often","2003","(1c) basic vocational qualification","West Germany","576","0.112745905495187","0.104070653849836","0.121421157140539"
"Often","2003","(1c) basic vocational qualification","East Germany","92","0.0782395472691347","0.0629687373748844","0.0935103571633851"
"Often","2003","(2b) intermediate general qualification","West Germany","122","0.241565800868344","0.202577503082683","0.280554098654005"
"Often","2003","(2b) intermediate general qualification","East Germany","50","0.302610082627947","0.233349798651817","0.371870366604078"
"Often","2003","(2a) intermediate vocational","West Germany","570","0.165621956151144","0.152969314192668","0.17827459810962"
"Often","2003","(2a) intermediate vocational","East Germany","282","0.159136257886534","0.142371834437713","0.175900681335355"
"Often","2003","(2c_gen) general maturity certificate","West Germany","239","0.344143936810668","0.308566296882586","0.37972157673875"
"Often","2003","(2c_gen) general maturity certificate","East Germany","67","0.337583524591559","0.268881650939515","0.406285398243603"
"Often","2003","(2c_voc) vocational maturity certificate","West Germany","281","0.192913689527373","0.172110228981664","0.213717150073081"
"Often","2003","(2c_voc) vocational maturity certificate","East Germany","31","0.149028176992686","0.0985244775290632","0.199531876456308"
"Often","2003","(3a) lower tertiary education","West Germany","233","0.234261558534143","0.208446176239838","0.260076940828448"
"Often","2003","(3a) lower tertiary education","East Germany","99","0.151505322931573","0.124675084014959","0.178335561848186"
"Often","2003","(3b) higher tertiary education","West Germany","420","0.216070099369109","0.198153434623203","0.233986764115014"
"Often","2003","(3b) higher tertiary education","East Germany","111","0.177254591636372","0.146748868383757","0.207760314888988"
"Sometimes","2003","(0) in school","West Germany","154","0.326032392266789","0.282960665818155","0.369104118715424"
"Sometimes","2003","(0) in school","East Germany","56","0.39000815268509","0.314899591617566","0.465116713752613"
"Sometimes","2003","(1a) inadequately completed","West Germany","65","0.254648022827836","0.200643647756819","0.308652397898853"
"Sometimes","2003","(1a) inadequately completed","East Germany","4","","",""
"Sometimes","2003","(1b) general elementary school","West Germany","525","0.261503588635017","0.2416810114666","0.281326165803435"
"Sometimes","2003","(1b) general elementary school","East Germany","54","0.208118338403645","0.158193513488263","0.258043163319026"
"Sometimes","2003","(1c) basic vocational qualification","West Germany","1640","0.308915882914725","0.296242479458962","0.321589286370488"
"Sometimes","2003","(1c) basic vocational qualification","East Germany","275","0.217646881475153","0.194182046505867","0.24111171644444"
"Sometimes","2003","(2b) intermediate general qualification","West Germany","173","0.365376966961725","0.321515202958429","0.409238730965021"
"Sometimes","2003","(2b) intermediate general qualification","East Germany","66","0.415001811899134","0.340715808198639","0.489287815599629"
"Sometimes","2003","(2a) intermediate vocational","West Germany","1313","0.39285132245305","0.37622858802328","0.409474056882821"
"Sometimes","2003","(2a) intermediate vocational","East Germany","624","0.325185154933585","0.30371679302414","0.34665351684303"
"Sometimes","2003","(2c_gen) general maturity certificate","West Germany","236","0.33836825725405","0.302935432274432","0.373801082233668"
"Sometimes","2003","(2c_gen) general maturity certificate","East Germany","64","0.393006662234995","0.322048180340554","0.463965144129436"
"Sometimes","2003","(2c_voc) vocational maturity certificate","West Germany","557","0.3915014805932","0.365768473670521","0.417234487515879"
"Sometimes","2003","(2c_voc) vocational maturity certificate","East Germany","84","0.377312507879372","0.308571312570476","0.446053703188269"
"Sometimes","2003","(3a) lower tertiary education","West Germany","383","0.362349204105298","0.333050869773549","0.391647538437047"
"Sometimes","2003","(3a) lower tertiary education","East Germany","251","0.352361192735509","0.316613624731512","0.388108760739506"
"Sometimes","2003","(3b) higher tertiary education","West Germany","831","0.402676808298249","0.381326496883789","0.424027119712708"
"Sometimes","2003","(3b) higher tertiary education","East Germany","267","0.433383580406462","0.393798580364803","0.472968580448122"
"Rarely","2003","(0) in school","West Germany","54","0.123337221124838","0.0931233928706706","0.153551049379005"
"Rarely","2003","(0) in school","East Germany","16","","",""
"Rarely","2003","(1a) inadequately completed","West Germany","71","0.257715738166995","0.203498962829126","0.311932513504865"
"Rarely","2003","(1a) inadequately completed","East Germany","3","","",""
"Rarely","2003","(1b) general elementary school","West Germany","491","0.25471937461598","0.235065960666089","0.274372788565872"
"Rarely","2003","(1b) general elementary school","East Germany","56","0.254672314840018","0.201093176214694","0.308251453465342"
"Rarely","2003","(1c) basic vocational qualification","West Germany","1551","0.297744006044924","0.285201713485931","0.310286298603918"
"Rarely","2003","(1c) basic vocational qualification","East Germany","363","0.274572749229566","0.249194274341268","0.299951224117864"
"Rarely","2003","(2b) intermediate general qualification","West Germany","82","0.190493460102844","0.154724376681655","0.226262543524034"
"Rarely","2003","(2b) intermediate general qualification","East Germany","27","","",""
"Rarely","2003","(2a) intermediate vocational","West Germany","956","0.280660733346719","0.265367527230695","0.295953939462743"
"Rarely","2003","(2a) intermediate vocational","East Germany","603","0.32558642649766","0.304111210775767","0.347061642219552"
"Rarely","2003","(2c_gen) general maturity certificate","West Germany","99","0.152606689180399","0.125676952543957","0.179536425816842"
"Rarely","2003","(2c_gen) general maturity certificate","East Germany","26","","",""
"Rarely","2003","(2c_voc) vocational maturity certificate","West Germany","335","0.242374235487115","0.219781716120521","0.26496675485371"
"Rarely","2003","(2c_voc) vocational maturity certificate","East Germany","48","0.283079648329168","0.219191369879493","0.346967926778843"
"Rarely","2003","(3a) lower tertiary education","West Germany","274","0.260603923193141","0.233848189337603","0.287359657048678"
"Rarely","2003","(3a) lower tertiary education","East Germany","245","0.349006788756946","0.313337766864778","0.384675810649115"
"Rarely","2003","(3b) higher tertiary education","West Germany","528","0.248176538469876","0.229372136978772","0.26698093996098"
"Rarely","2003","(3b) higher tertiary education","East Germany","165","0.279329994554276","0.24348926384714","0.315170725261412"
"Never","2003","(0) in school","West Germany","11","","",""
"Never","2003","(0) in school","East Germany","1","","",""
"Never","2003","(1a) inadequately completed","West Germany","89","0.374189196427255","0.314203840928376","0.434174551926134"
"Never","2003","(1a) inadequately completed","East Germany","12","","",""
"Never","2003","(1b) general elementary school","West Germany","630","0.357132376814865","0.335519006973032","0.378745746656698"
"Never","2003","(1b) general elementary school","East Germany","113","0.437773135006512","0.376761651813389","0.498784618199634"
"Never","2003","(1c) basic vocational qualification","West Germany","1199","0.25454648698793","0.24259831342991","0.26649466054595"
"Never","2003","(1c) basic vocational qualification","East Germany","437","0.412443728590747","0.384450888970572","0.440436568210921"
"Never","2003","(2b) intermediate general qualification","West Germany","43","0.11548367970052","0.0863717611481238","0.144595598252916"
"Never","2003","(2b) intermediate general qualification","East Germany","13","","",""
"Never","2003","(2a) intermediate vocational","West Germany","330","0.110523071718592","0.0998513461829408","0.121194797254243"
"Never","2003","(2a) intermediate vocational","East Germany","257","0.150999797750161","0.134590752300083","0.167408843200238"
"Never","2003","(2c_gen) general maturity certificate","West Germany","45","0.0599958151457482","0.0422118672213378","0.0777797630701587"
"Never","2003","(2c_gen) general maturity certificate","East Germany","3","","",""
"Never","2003","(2c_voc) vocational maturity certificate","West Germany","149","0.114858652634102","0.0980480902615821","0.131669215006622"
"Never","2003","(2c_voc) vocational maturity certificate","East Germany","20","","",""
"Never","2003","(3a) lower tertiary education","West Germany","96","0.0995668833639383","0.0813165413394931","0.117817225388383"
"Never","2003","(3a) lower tertiary education","East Germany","71","0.119123357379213","0.0948828311863304","0.143363883572096"
"Never","2003","(3b) higher tertiary education","West Germany","157","0.0930511371996318","0.0804045466032265","0.105697727796037"
"Never","2003","(3b) higher tertiary education","East Germany","38","0.0752283657400232","0.0541586872266884","0.0962980442533581"
"Very often","2004","(0) in school","West Germany","","","",""
"Very often","2004","(0) in school","East Germany","","","",""
"Very often","2004","(1a) inadequately completed","West Germany","","","",""
"Very often","2004","(1a) inadequately completed","East Germany","","","",""
"Very often","2004","(1b) general elementary school","West Germany","","","",""
"Very often","2004","(1b) general elementary school","East Germany","","","",""
"Very often","2004","(1c) basic vocational qualification","West Germany","","","",""
"Very often","2004","(1c) basic vocational qualification","East Germany","","","",""
"Very often","2004","(2b) intermediate general qualification","West Germany","","","",""
"Very often","2004","(2b) intermediate general qualification","East Germany","","","",""
"Very often","2004","(2a) intermediate vocational","West Germany","","","",""
"Very often","2004","(2a) intermediate vocational","East Germany","","","",""
"Very often","2004","(2c_gen) general maturity certificate","West Germany","","","",""
"Very often","2004","(2c_gen) general maturity certificate","East Germany","","","",""
"Very often","2004","(2c_voc) vocational maturity certificate","West Germany","","","",""
"Very often","2004","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Very often","2004","(3a) lower tertiary education","West Germany","","","",""
"Very often","2004","(3a) lower tertiary education","East Germany","","","",""
"Very often","2004","(3b) higher tertiary education","West Germany","","","",""
"Very often","2004","(3b) higher tertiary education","East Germany","","","",""
"Often","2004","(0) in school","West Germany","","","",""
"Often","2004","(0) in school","East Germany","","","",""
"Often","2004","(1a) inadequately completed","West Germany","","","",""
"Often","2004","(1a) inadequately completed","East Germany","","","",""
"Often","2004","(1b) general elementary school","West Germany","","","",""
"Often","2004","(1b) general elementary school","East Germany","","","",""
"Often","2004","(1c) basic vocational qualification","West Germany","","","",""
"Often","2004","(1c) basic vocational qualification","East Germany","","","",""
"Often","2004","(2b) intermediate general qualification","West Germany","","","",""
"Often","2004","(2b) intermediate general qualification","East Germany","","","",""
"Often","2004","(2a) intermediate vocational","West Germany","","","",""
"Often","2004","(2a) intermediate vocational","East Germany","","","",""
"Often","2004","(2c_gen) general maturity certificate","West Germany","","","",""
"Often","2004","(2c_gen) general maturity certificate","East Germany","","","",""
"Often","2004","(2c_voc) vocational maturity certificate","West Germany","","","",""
"Often","2004","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Often","2004","(3a) lower tertiary education","West Germany","","","",""
"Often","2004","(3a) lower tertiary education","East Germany","","","",""
"Often","2004","(3b) higher tertiary education","West Germany","","","",""
"Often","2004","(3b) higher tertiary education","East Germany","","","",""
"Sometimes","2004","(0) in school","West Germany","","","",""
"Sometimes","2004","(0) in school","East Germany","","","",""
"Sometimes","2004","(1a) inadequately completed","West Germany","","","",""
"Sometimes","2004","(1a) inadequately completed","East Germany","","","",""
"Sometimes","2004","(1b) general elementary school","West Germany","","","",""
"Sometimes","2004","(1b) general elementary school","East Germany","","","",""
"Sometimes","2004","(1c) basic vocational qualification","West Germany","","","",""
"Sometimes","2004","(1c) basic vocational qualification","East Germany","","","",""
"Sometimes","2004","(2b) intermediate general qualification","West Germany","","","",""
"Sometimes","2004","(2b) intermediate general qualification","East Germany","","","",""
"Sometimes","2004","(2a) intermediate vocational","West Germany","","","",""
"Sometimes","2004","(2a) intermediate vocational","East Germany","","","",""
"Sometimes","2004","(2c_gen) general maturity certificate","West Germany","","","",""
"Sometimes","2004","(2c_gen) general maturity certificate","East Germany","","","",""
"Sometimes","2004","(2c_voc) vocational maturity certificate","West Germany","","","",""
"Sometimes","2004","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Sometimes","2004","(3a) lower tertiary education","West Germany","","","",""
"Sometimes","2004","(3a) lower tertiary education","East Germany","","","",""
"Sometimes","2004","(3b) higher tertiary education","West Germany","","","",""
"Sometimes","2004","(3b) higher tertiary education","East Germany","","","",""
"Rarely","2004","(0) in school","West Germany","","","",""
"Rarely","2004","(0) in school","East Germany","","","",""
"Rarely","2004","(1a) inadequately completed","West Germany","","","",""
"Rarely","2004","(1a) inadequately completed","East Germany","","","",""
"Rarely","2004","(1b) general elementary school","West Germany","","","",""
"Rarely","2004","(1b) general elementary school","East Germany","","","",""
"Rarely","2004","(1c) basic vocational qualification","West Germany","","","",""
"Rarely","2004","(1c) basic vocational qualification","East Germany","","","",""
"Rarely","2004","(2b) intermediate general qualification","West Germany","","","",""
"Rarely","2004","(2b) intermediate general qualification","East Germany","","","",""
"Rarely","2004","(2a) intermediate vocational","West Germany","","","",""
"Rarely","2004","(2a) intermediate vocational","East Germany","","","",""
"Rarely","2004","(2c_gen) general maturity certificate","West Germany","","","",""
"Rarely","2004","(2c_gen) general maturity certificate","East Germany","","","",""
"Rarely","2004","(2c_voc) vocational maturity certificate","West Germany","","","",""
"Rarely","2004","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Rarely","2004","(3a) lower tertiary education","West Germany","","","",""
"Rarely","2004","(3a) lower tertiary education","East Germany","","","",""
"Rarely","2004","(3b) higher tertiary education","West Germany","","","",""
"Rarely","2004","(3b) higher tertiary education","East Germany","","","",""
"Never","2004","(0) in school","West Germany","","","",""
"Never","2004","(0) in school","East Germany","","","",""
"Never","2004","(1a) inadequately completed","West Germany","","","",""
"Never","2004","(1a) inadequately completed","East Germany","","","",""
"Never","2004","(1b) general elementary school","West Germany","","","",""
"Never","2004","(1b) general elementary school","East Germany","","","",""
"Never","2004","(1c) basic vocational qualification","West Germany","","","",""
"Never","2004","(1c) basic vocational qualification","East Germany","","","",""
"Never","2004","(2b) intermediate general qualification","West Germany","","","",""
"Never","2004","(2b) intermediate general qualification","East Germany","","","",""
"Never","2004","(2a) intermediate vocational","West Germany","","","",""
"Never","2004","(2a) intermediate vocational","East Germany","","","",""
"Never","2004","(2c_gen) general maturity certificate","West Germany","","","",""
"Never","2004","(2c_gen) general maturity certificate","East Germany","","","",""
"Never","2004","(2c_voc) vocational maturity certificate","West Germany","","","",""
"Never","2004","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Never","2004","(3a) lower tertiary education","West Germany","","","",""
"Never","2004","(3a) lower tertiary education","East Germany","","","",""
"Never","2004","(3b) higher tertiary education","West Germany","","","",""
"Never","2004","(3b) higher tertiary education","East Germany","","","",""
"Very often","2005","(0) in school","West Germany","","","",""
"Very often","2005","(0) in school","East Germany","","","",""
"Very often","2005","(1a) inadequately completed","West Germany","","","",""
"Very often","2005","(1a) inadequately completed","East Germany","","","",""
"Very often","2005","(1b) general elementary school","West Germany","","","",""
"Very often","2005","(1b) general elementary school","East Germany","","","",""
"Very often","2005","(1c) basic vocational qualification","West Germany","","","",""
"Very often","2005","(1c) basic vocational qualification","East Germany","","","",""
"Very often","2005","(2b) intermediate general qualification","West Germany","","","",""
"Very often","2005","(2b) intermediate general qualification","East Germany","","","",""
"Very often","2005","(2a) intermediate vocational","West Germany","","","",""
"Very often","2005","(2a) intermediate vocational","East Germany","","","",""
"Very often","2005","(2c_gen) general maturity certificate","West Germany","","","",""
"Very often","2005","(2c_gen) general maturity certificate","East Germany","","","",""
"Very often","2005","(2c_voc) vocational maturity certificate","West Germany","","","",""
"Very often","2005","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Very often","2005","(3a) lower tertiary education","West Germany","","","",""
"Very often","2005","(3a) lower tertiary education","East Germany","","","",""
"Very often","2005","(3b) higher tertiary education","West Germany","","","",""
"Very often","2005","(3b) higher tertiary education","East Germany","","","",""
"Often","2005","(0) in school","West Germany","","","",""
"Often","2005","(0) in school","East Germany","","","",""
"Often","2005","(1a) inadequately completed","West Germany","","","",""
"Often","2005","(1a) inadequately completed","East Germany","","","",""
"Often","2005","(1b) general elementary school","West Germany","","","",""
"Often","2005","(1b) general elementary school","East Germany","","","",""
"Often","2005","(1c) basic vocational qualification","West Germany","","","",""
"Often","2005","(1c) basic vocational qualification","East Germany","","","",""
"Often","2005","(2b) intermediate general qualification","West Germany","","","",""
"Often","2005","(2b) intermediate general qualification","East Germany","","","",""
"Often","2005","(2a) intermediate vocational","West Germany","","","",""
"Often","2005","(2a) intermediate vocational","East Germany","","","",""
"Often","2005","(2c_gen) general maturity certificate","West Germany","","","",""
"Often","2005","(2c_gen) general maturity certificate","East Germany","","","",""
"Often","2005","(2c_voc) vocational maturity certificate","West Germany","","","",""
"Often","2005","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Often","2005","(3a) lower tertiary education","West Germany","","","",""
"Often","2005","(3a) lower tertiary education","East Germany","","","",""
"Often","2005","(3b) higher tertiary education","West Germany","","","",""
"Often","2005","(3b) higher tertiary education","East Germany","","","",""
"Sometimes","2005","(0) in school","West Germany","","","",""
"Sometimes","2005","(0) in school","East Germany","","","",""
"Sometimes","2005","(1a) inadequately completed","West Germany","","","",""
"Sometimes","2005","(1a) inadequately completed","East Germany","","","",""
"Sometimes","2005","(1b) general elementary school","West Germany","","","",""
"Sometimes","2005","(1b) general elementary school","East Germany","","","",""
"Sometimes","2005","(1c) basic vocational qualification","West Germany","","","",""
"Sometimes","2005","(1c) basic vocational qualification","East Germany","","","",""
"Sometimes","2005","(2b) intermediate general qualification","West Germany","","","",""
"Sometimes","2005","(2b) intermediate general qualification","East Germany","","","",""
"Sometimes","2005","(2a) intermediate vocational","West Germany","","","",""
"Sometimes","2005","(2a) intermediate vocational","East Germany","","","",""
"Sometimes","2005","(2c_gen) general maturity certificate","West Germany","","","",""
"Sometimes","2005","(2c_gen) general maturity certificate","East Germany","","","",""
"Sometimes","2005","(2c_voc) vocational maturity certificate","West Germany","","","",""
"Sometimes","2005","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Sometimes","2005","(3a) lower tertiary education","West Germany","","","",""
"Sometimes","2005","(3a) lower tertiary education","East Germany","","","",""
"Sometimes","2005","(3b) higher tertiary education","West Germany","","","",""
"Sometimes","2005","(3b) higher tertiary education","East Germany","","","",""
"Rarely","2005","(0) in school","West Germany","","","",""
"Rarely","2005","(0) in school","East Germany","","","",""
"Rarely","2005","(1a) inadequately completed","West Germany","","","",""
"Rarely","2005","(1a) inadequately completed","East Germany","","","",""
"Rarely","2005","(1b) general elementary school","West Germany","","","",""
"Rarely","2005","(1b) general elementary school","East Germany","","","",""
"Rarely","2005","(1c) basic vocational qualification","West Germany","","","",""
"Rarely","2005","(1c) basic vocational qualification","East Germany","","","",""
"Rarely","2005","(2b) intermediate general qualification","West Germany","","","",""
"Rarely","2005","(2b) intermediate general qualification","East Germany","","","",""
"Rarely","2005","(2a) intermediate vocational","West Germany","","","",""
"Rarely","2005","(2a) intermediate vocational","East Germany","","","",""
"Rarely","2005","(2c_gen) general maturity certificate","West Germany","","","",""
"Rarely","2005","(2c_gen) general maturity certificate","East Germany","","","",""
"Rarely","2005","(2c_voc) vocational maturity certificate","West Germany","","","",""
"Rarely","2005","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Rarely","2005","(3a) lower tertiary education","West Germany","","","",""
"Rarely","2005","(3a) lower tertiary education","East Germany","","","",""
"Rarely","2005","(3b) higher tertiary education","West Germany","","","",""
"Rarely","2005","(3b) higher tertiary education","East Germany","","","",""
"Never","2005","(0) in school","West Germany","","","",""
"Never","2005","(0) in school","East Germany","","","",""
"Never","2005","(1a) inadequately completed","West Germany","","","",""
"Never","2005","(1a) inadequately completed","East Germany","","","",""
"Never","2005","(1b) general elementary school","West Germany","","","",""
"Never","2005","(1b) general elementary school","East Germany","","","",""
"Never","2005","(1c) basic vocational qualification","West Germany","","","",""
"Never","2005","(1c) basic vocational qualification","East Germany","","","",""
"Never","2005","(2b) intermediate general qualification","West Germany","","","",""
"Never","2005","(2b) intermediate general qualification","East Germany","","","",""
"Never","2005","(2a) intermediate vocational","West Germany","","","",""
"Never","2005","(2a) intermediate vocational","East Germany","","","",""
"Never","2005","(2c_gen) general maturity certificate","West Germany","","","",""
"Never","2005","(2c_gen) general maturity certificate","East Germany","","","",""
"Never","2005","(2c_voc) vocational maturity certificate","West Germany","","","",""
"Never","2005","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Never","2005","(3a) lower tertiary education","West Germany","","","",""
"Never","2005","(3a) lower tertiary education","East Germany","","","",""
"Never","2005","(3b) higher tertiary education","West Germany","","","",""
"Never","2005","(3b) higher tertiary education","East Germany","","","",""
"Very often","2006","(0) in school","West Germany","","","",""
"Very often","2006","(0) in school","East Germany","","","",""
"Very often","2006","(1a) inadequately completed","West Germany","","","",""
"Very often","2006","(1a) inadequately completed","East Germany","","","",""
"Very often","2006","(1b) general elementary school","West Germany","","","",""
"Very often","2006","(1b) general elementary school","East Germany","","","",""
"Very often","2006","(1c) basic vocational qualification","West Germany","","","",""
"Very often","2006","(1c) basic vocational qualification","East Germany","","","",""
"Very often","2006","(2b) intermediate general qualification","West Germany","","","",""
"Very often","2006","(2b) intermediate general qualification","East Germany","","","",""
"Very often","2006","(2a) intermediate vocational","West Germany","","","",""
"Very often","2006","(2a) intermediate vocational","East Germany","","","",""
"Very often","2006","(2c_gen) general maturity certificate","West Germany","","","",""
"Very often","2006","(2c_gen) general maturity certificate","East Germany","","","",""
"Very often","2006","(2c_voc) vocational maturity certificate","West Germany","","","",""
"Very often","2006","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Very often","2006","(3a) lower tertiary education","West Germany","","","",""
"Very often","2006","(3a) lower tertiary education","East Germany","","","",""
"Very often","2006","(3b) higher tertiary education","West Germany","","","",""
"Very often","2006","(3b) higher tertiary education","East Germany","","","",""
"Often","2006","(0) in school","West Germany","","","",""
"Often","2006","(0) in school","East Germany","","","",""
"Often","2006","(1a) inadequately completed","West Germany","","","",""
"Often","2006","(1a) inadequately completed","East Germany","","","",""
"Often","2006","(1b) general elementary school","West Germany","","","",""
"Often","2006","(1b) general elementary school","East Germany","","","",""
"Often","2006","(1c) basic vocational qualification","West Germany","","","",""
"Often","2006","(1c) basic vocational qualification","East Germany","","","",""
"Often","2006","(2b) intermediate general qualification","West Germany","","","",""
"Often","2006","(2b) intermediate general qualification","East Germany","","","",""
"Often","2006","(2a) intermediate vocational","West Germany","","","",""
"Often","2006","(2a) intermediate vocational","East Germany","","","",""
"Often","2006","(2c_gen) general maturity certificate","West Germany","","","",""
"Often","2006","(2c_gen) general maturity certificate","East Germany","","","",""
"Often","2006","(2c_voc) vocational maturity certificate","West Germany","","","",""
"Often","2006","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Often","2006","(3a) lower tertiary education","West Germany","","","",""
"Often","2006","(3a) lower tertiary education","East Germany","","","",""
"Often","2006","(3b) higher tertiary education","West Germany","","","",""
"Often","2006","(3b) higher tertiary education","East Germany","","","",""
"Sometimes","2006","(0) in school","West Germany","","","",""
"Sometimes","2006","(0) in school","East Germany","","","",""
"Sometimes","2006","(1a) inadequately completed","West Germany","","","",""
"Sometimes","2006","(1a) inadequately completed","East Germany","","","",""
"Sometimes","2006","(1b) general elementary school","West Germany","","","",""
"Sometimes","2006","(1b) general elementary school","East Germany","","","",""
"Sometimes","2006","(1c) basic vocational qualification","West Germany","","","",""
"Sometimes","2006","(1c) basic vocational qualification","East Germany","","","",""
"Sometimes","2006","(2b) intermediate general qualification","West Germany","","","",""
"Sometimes","2006","(2b) intermediate general qualification","East Germany","","","",""
"Sometimes","2006","(2a) intermediate vocational","West Germany","","","",""
"Sometimes","2006","(2a) intermediate vocational","East Germany","","","",""
"Sometimes","2006","(2c_gen) general maturity certificate","West Germany","","","",""
"Sometimes","2006","(2c_gen) general maturity certificate","East Germany","","","",""
"Sometimes","2006","(2c_voc) vocational maturity certificate","West Germany","","","",""
"Sometimes","2006","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Sometimes","2006","(3a) lower tertiary education","West Germany","","","",""
"Sometimes","2006","(3a) lower tertiary education","East Germany","","","",""
"Sometimes","2006","(3b) higher tertiary education","West Germany","","","",""
"Sometimes","2006","(3b) higher tertiary education","East Germany","","","",""
"Rarely","2006","(0) in school","West Germany","","","",""
"Rarely","2006","(0) in school","East Germany","","","",""
"Rarely","2006","(1a) inadequately completed","West Germany","","","",""
"Rarely","2006","(1a) inadequately completed","East Germany","","","",""
"Rarely","2006","(1b) general elementary school","West Germany","","","",""
"Rarely","2006","(1b) general elementary school","East Germany","","","",""
"Rarely","2006","(1c) basic vocational qualification","West Germany","","","",""
"Rarely","2006","(1c) basic vocational qualification","East Germany","","","",""
"Rarely","2006","(2b) intermediate general qualification","West Germany","","","",""
"Rarely","2006","(2b) intermediate general qualification","East Germany","","","",""
"Rarely","2006","(2a) intermediate vocational","West Germany","","","",""
"Rarely","2006","(2a) intermediate vocational","East Germany","","","",""
"Rarely","2006","(2c_gen) general maturity certificate","West Germany","","","",""
"Rarely","2006","(2c_gen) general maturity certificate","East Germany","","","",""
"Rarely","2006","(2c_voc) vocational maturity certificate","West Germany","","","",""
"Rarely","2006","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Rarely","2006","(3a) lower tertiary education","West Germany","","","",""
"Rarely","2006","(3a) lower tertiary education","East Germany","","","",""
"Rarely","2006","(3b) higher tertiary education","West Germany","","","",""
"Rarely","2006","(3b) higher tertiary education","East Germany","","","",""
"Never","2006","(0) in school","West Germany","","","",""
"Never","2006","(0) in school","East Germany","","","",""
"Never","2006","(1a) inadequately completed","West Germany","","","",""
"Never","2006","(1a) inadequately completed","East Germany","","","",""
"Never","2006","(1b) general elementary school","West Germany","","","",""
"Never","2006","(1b) general elementary school","East Germany","","","",""
"Never","2006","(1c) basic vocational qualification","West Germany","","","",""
"Never","2006","(1c) basic vocational qualification","East Germany","","","",""
"Never","2006","(2b) intermediate general qualification","West Germany","","","",""
"Never","2006","(2b) intermediate general qualification","East Germany","","","",""
"Never","2006","(2a) intermediate vocational","West Germany","","","",""
"Never","2006","(2a) intermediate vocational","East Germany","","","",""
"Never","2006","(2c_gen) general maturity certificate","West Germany","","","",""
"Never","2006","(2c_gen) general maturity certificate","East Germany","","","",""
"Never","2006","(2c_voc) vocational maturity certificate","West Germany","","","",""
"Never","2006","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Never","2006","(3a) lower tertiary education","West Germany","","","",""
"Never","2006","(3a) lower tertiary education","East Germany","","","",""
"Never","2006","(3b) higher tertiary education","West Germany","","","",""
"Never","2006","(3b) higher tertiary education","East Germany","","","",""
"Very often","2007","(0) in school","West Germany","","","",""
"Very often","2007","(0) in school","East Germany","","","",""
