"pld0043","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence"
"Sometimes","2003","Couple + C. LE 16 ","direct migration background","250","0.368108563282118","0.331452445813614","0.404764680750623"
"Sometimes","2003","Couple + C. LE 16 ","indirect migration background","69","0.326156766251896","0.256698858218119","0.395614674285674"
"Sometimes","2003","Couple + C. GT 16 ","no migration background","1256","0.363899571398577","0.347558535261545","0.380240607535608"
"Sometimes","2003","Couple + C. GT 16 ","direct migration background","149","0.349071783963531","0.304017324388677","0.394126243538386"
"Sometimes","2003","Couple + C. GT 16 ","indirect migration background","64","0.270124532252651","0.206484017320975","0.333765047184327"
"Sometimes","2003","Couple + C. LE and GT 16","no migration background","537","0.37781162996863","0.352522764365905","0.403100495571356"
"Sometimes","2003","Couple + C. LE and GT 16","direct migration background","107","0.328164615483687","0.274492126159837","0.381837104807536"
"Sometimes","2003","Couple + C. LE and GT 16","indirect migration background","43","0.314306821706572","0.23419528660061","0.394418356812535"
"Rarely","2003","1-pers.-HH","no migration background","638","0.237408967485213","0.221239278025596","0.253578656944829"
"Rarely","2003","1-pers.-HH","direct migration background","47","0.196518566018796","0.145386444215068","0.247650687822524"
"Rarely","2003","1-pers.-HH","indirect migration background","7","","",""
"Rarely","2003","(Married) couple without C. ","no migration background","2064","0.318079651268563","0.306685473182929","0.329473829354198"
"Rarely","2003","(Married) couple without C. ","direct migration background","207","0.296288798665732","0.26323274900953","0.329344848321934"
"Rarely","2003","(Married) couple without C. ","indirect migration background","18","","",""
"Rarely","2003","Single parent ","no migration background","225","0.250351838953139","0.222235756726236","0.278467921180042"
"Rarely","2003","Single parent ","direct migration background","38","0.257570629557558","0.18589759141575","0.329243667699367"
"Rarely","2003","Single parent ","indirect migration background","12","","",""
"Rarely","2003","Couple + C. LE 16 ","no migration background","964","0.272932645085465","0.258237434868704","0.287627855302226"
"Rarely","2003","Couple + C. LE 16 ","direct migration background","154","0.223963976997464","0.192277986003193","0.255649967991736"
"Rarely","2003","Couple + C. LE 16 ","indirect migration background","40","0.211349242536081","0.150860887116419","0.271837597955742"
"Rarely","2003","Couple + C. GT 16 ","no migration background","874","0.267862266868686","0.252821217410462","0.28290331632691"
"Rarely","2003","Couple + C. GT 16 ","direct migration background","115","0.245641306151446","0.204954508207938","0.286328104094954"
"Rarely","2003","Couple + C. GT 16 ","indirect migration background","28","","",""
"Rarely","2003","Couple + C. LE and GT 16","no migration background","366","0.253020996370199","0.230345164889245","0.275696827851153"
"Rarely","2003","Couple + C. LE and GT 16","direct migration background","66","0.22563762596038","0.177856947968354","0.273418303952407"
"Rarely","2003","Couple + C. LE and GT 16","indirect migration background","22","","",""
"Never","2003","1-pers.-HH","no migration background","676","0.266126812593316","0.249332505150157","0.282921120036476"
"Never","2003","1-pers.-HH","direct migration background","77","0.286666640448591","0.228477901647965","0.344855379249218"
"Never","2003","1-pers.-HH","indirect migration background","8","","",""
"Never","2003","(Married) couple without C. ","no migration background","1367","0.241716966994395","0.231242848760473","0.252191085228317"
"Never","2003","(Married) couple without C. ","direct migration background","230","0.299436296965356","0.266279532705108","0.332593061225603"
"Never","2003","(Married) couple without C. ","indirect migration background","24","","",""
"Never","2003","Single parent ","no migration background","139","0.143100710823153","0.120374006662751","0.165827414983554"
"Never","2003","Single parent ","direct migration background","34","0.252393738718255","0.18119770079246","0.32358977664405"
"Never","2003","Single parent ","indirect migration background","6","","",""
"Never","2003","Couple + C. LE 16 ","no migration background","273","0.0877241469952795","0.0783919605868499","0.0970563334037091"
"Never","2003","Couple + C. LE 16 ","direct migration background","114","0.14543417815231","0.118639825527722","0.172228530776898"
"Never","2003","Couple + C. LE 16 ","indirect migration background","22","","",""
"Never","2003","Couple + C. GT 16 ","no migration background","335","0.116868920811897","0.105957329898099","0.127780511725695"
"Never","2003","Couple + C. GT 16 ","direct migration background","91","0.203939216812768","0.165855673237128","0.242022760388408"
"Never","2003","Couple + C. GT 16 ","indirect migration background","14","","",""
"Never","2003","Couple + C. LE and GT 16","no migration background","111","0.0903693421531785","0.0754147749858081","0.105323909320549"
"Never","2003","Couple + C. LE and GT 16","direct migration background","59","0.206459148681799","0.160191637727795","0.252726659635803"
"Never","2003","Couple + C. LE and GT 16","indirect migration background","5","","",""
"Very often","2004","1-pers.-HH","no migration background","","","",""
"Very often","2004","1-pers.-HH","direct migration background","","","",""
"Very often","2004","1-pers.-HH","indirect migration background","","","",""
"Very often","2004","(Married) couple without C. ","no migration background","","","",""
"Very often","2004","(Married) couple without C. ","direct migration background","","","",""
"Very often","2004","(Married) couple without C. ","indirect migration background","","","",""
"Very often","2004","Single parent ","no migration background","","","",""
"Very often","2004","Single parent ","direct migration background","","","",""
"Very often","2004","Single parent ","indirect migration background","","","",""
"Very often","2004","Couple + C. LE 16 ","no migration background","","","",""
"Very often","2004","Couple + C. LE 16 ","direct migration background","","","",""
"Very often","2004","Couple + C. LE 16 ","indirect migration background","","","",""
"Very often","2004","Couple + C. GT 16 ","no migration background","","","",""
"Very often","2004","Couple + C. GT 16 ","direct migration background","","","",""
"Very often","2004","Couple + C. GT 16 ","indirect migration background","","","",""
"Very often","2004","Couple + C. LE and GT 16","no migration background","","","",""
"Very often","2004","Couple + C. LE and GT 16","direct migration background","","","",""
"Very often","2004","Couple + C. LE and GT 16","indirect migration background","","","",""
"Often","2004","1-pers.-HH","no migration background","","","",""
"Often","2004","1-pers.-HH","direct migration background","","","",""
"Often","2004","1-pers.-HH","indirect migration background","","","",""
"Often","2004","(Married) couple without C. ","no migration background","","","",""
"Often","2004","(Married) couple without C. ","direct migration background","","","",""
"Often","2004","(Married) couple without C. ","indirect migration background","","","",""
"Often","2004","Single parent ","no migration background","","","",""
"Often","2004","Single parent ","direct migration background","","","",""
"Often","2004","Single parent ","indirect migration background","","","",""
"Often","2004","Couple + C. LE 16 ","no migration background","","","",""
"Often","2004","Couple + C. LE 16 ","direct migration background","","","",""
"Often","2004","Couple + C. LE 16 ","indirect migration background","","","",""
"Often","2004","Couple + C. GT 16 ","no migration background","","","",""
"Often","2004","Couple + C. GT 16 ","direct migration background","","","",""
"Often","2004","Couple + C. GT 16 ","indirect migration background","","","",""
"Often","2004","Couple + C. LE and GT 16","no migration background","","","",""
"Often","2004","Couple + C. LE and GT 16","direct migration background","","","",""
"Often","2004","Couple + C. LE and GT 16","indirect migration background","","","",""
"Sometimes","2004","1-pers.-HH","no migration background","","","",""
"Sometimes","2004","1-pers.-HH","direct migration background","","","",""
"Sometimes","2004","1-pers.-HH","indirect migration background","","","",""
"Sometimes","2004","(Married) couple without C. ","no migration background","","","",""
"Sometimes","2004","(Married) couple without C. ","direct migration background","","","",""
"Sometimes","2004","(Married) couple without C. ","indirect migration background","","","",""
"Sometimes","2004","Single parent ","no migration background","","","",""
"Sometimes","2004","Single parent ","direct migration background","","","",""
"Sometimes","2004","Single parent ","indirect migration background","","","",""
"Sometimes","2004","Couple + C. LE 16 ","no migration background","","","",""
"Sometimes","2004","Couple + C. LE 16 ","direct migration background","","","",""
"Sometimes","2004","Couple + C. LE 16 ","indirect migration background","","","",""
"Sometimes","2004","Couple + C. GT 16 ","no migration background","","","",""
"Sometimes","2004","Couple + C. GT 16 ","direct migration background","","","",""
"Sometimes","2004","Couple + C. GT 16 ","indirect migration background","","","",""
"Sometimes","2004","Couple + C. LE and GT 16","no migration background","","","",""
"Sometimes","2004","Couple + C. LE and GT 16","direct migration background","","","",""
"Sometimes","2004","Couple + C. LE and GT 16","indirect migration background","","","",""
"Rarely","2004","1-pers.-HH","no migration background","","","",""
"Rarely","2004","1-pers.-HH","direct migration background","","","",""
"Rarely","2004","1-pers.-HH","indirect migration background","","","",""
"Rarely","2004","(Married) couple without C. ","no migration background","","","",""
"Rarely","2004","(Married) couple without C. ","direct migration background","","","",""
"Rarely","2004","(Married) couple without C. ","indirect migration background","","","",""
"Rarely","2004","Single parent ","no migration background","","","",""
"Rarely","2004","Single parent ","direct migration background","","","",""
"Rarely","2004","Single parent ","indirect migration background","","","",""
"Rarely","2004","Couple + C. LE 16 ","no migration background","","","",""
"Rarely","2004","Couple + C. LE 16 ","direct migration background","","","",""
"Rarely","2004","Couple + C. LE 16 ","indirect migration background","","","",""
"Rarely","2004","Couple + C. GT 16 ","no migration background","","","",""
"Rarely","2004","Couple + C. GT 16 ","direct migration background","","","",""
"Rarely","2004","Couple + C. GT 16 ","indirect migration background","","","",""
"Rarely","2004","Couple + C. LE and GT 16","no migration background","","","",""
"Rarely","2004","Couple + C. LE and GT 16","direct migration background","","","",""
"Rarely","2004","Couple + C. LE and GT 16","indirect migration background","","","",""
"Never","2004","1-pers.-HH","no migration background","","","",""
"Never","2004","1-pers.-HH","direct migration background","","","",""
"Never","2004","1-pers.-HH","indirect migration background","","","",""
"Never","2004","(Married) couple without C. ","no migration background","","","",""
"Never","2004","(Married) couple without C. ","direct migration background","","","",""
"Never","2004","(Married) couple without C. ","indirect migration background","","","",""
"Never","2004","Single parent ","no migration background","","","",""
"Never","2004","Single parent ","direct migration background","","","",""
"Never","2004","Single parent ","indirect migration background","","","",""
"Never","2004","Couple + C. LE 16 ","no migration background","","","",""
"Never","2004","Couple + C. LE 16 ","direct migration background","","","",""
"Never","2004","Couple + C. LE 16 ","indirect migration background","","","",""
"Never","2004","Couple + C. GT 16 ","no migration background","","","",""
"Never","2004","Couple + C. GT 16 ","direct migration background","","","",""
"Never","2004","Couple + C. GT 16 ","indirect migration background","","","",""
"Never","2004","Couple + C. LE and GT 16","no migration background","","","",""
"Never","2004","Couple + C. LE and GT 16","direct migration background","","","",""
"Never","2004","Couple + C. LE and GT 16","indirect migration background","","","",""
"Very often","2005","1-pers.-HH","no migration background","","","",""
"Very often","2005","1-pers.-HH","direct migration background","","","",""
"Very often","2005","1-pers.-HH","indirect migration background","","","",""
"Very often","2005","(Married) couple without C. ","no migration background","","","",""
"Very often","2005","(Married) couple without C. ","direct migration background","","","",""
"Very often","2005","(Married) couple without C. ","indirect migration background","","","",""
"Very often","2005","Single parent ","no migration background","","","",""
"Very often","2005","Single parent ","direct migration background","","","",""
"Very often","2005","Single parent ","indirect migration background","","","",""
"Very often","2005","Couple + C. LE 16 ","no migration background","","","",""
"Very often","2005","Couple + C. LE 16 ","direct migration background","","","",""
"Very often","2005","Couple + C. LE 16 ","indirect migration background","","","",""
"Very often","2005","Couple + C. GT 16 ","no migration background","","","",""
"Very often","2005","Couple + C. GT 16 ","direct migration background","","","",""
"Very often","2005","Couple + C. GT 16 ","indirect migration background","","","",""
"Very often","2005","Couple + C. LE and GT 16","no migration background","","","",""
"Very often","2005","Couple + C. LE and GT 16","direct migration background","","","",""
"Very often","2005","Couple + C. LE and GT 16","indirect migration background","","","",""
"Often","2005","1-pers.-HH","no migration background","","","",""
"Often","2005","1-pers.-HH","direct migration background","","","",""
"Often","2005","1-pers.-HH","indirect migration background","","","",""
"Often","2005","(Married) couple without C. ","no migration background","","","",""
"Often","2005","(Married) couple without C. ","direct migration background","","","",""
"Often","2005","(Married) couple without C. ","indirect migration background","","","",""
"Often","2005","Single parent ","no migration background","","","",""
"Often","2005","Single parent ","direct migration background","","","",""
"Often","2005","Single parent ","indirect migration background","","","",""
"Often","2005","Couple + C. LE 16 ","no migration background","","","",""
"Often","2005","Couple + C. LE 16 ","direct migration background","","","",""
"Often","2005","Couple + C. LE 16 ","indirect migration background","","","",""
"Often","2005","Couple + C. GT 16 ","no migration background","","","",""
"Often","2005","Couple + C. GT 16 ","direct migration background","","","",""
"Often","2005","Couple + C. GT 16 ","indirect migration background","","","",""
"Often","2005","Couple + C. LE and GT 16","no migration background","","","",""
"Often","2005","Couple + C. LE and GT 16","direct migration background","","","",""
"Often","2005","Couple + C. LE and GT 16","indirect migration background","","","",""
"Sometimes","2005","1-pers.-HH","no migration background","","","",""
"Sometimes","2005","1-pers.-HH","direct migration background","","","",""
"Sometimes","2005","1-pers.-HH","indirect migration background","","","",""
"Sometimes","2005","(Married) couple without C. ","no migration background","","","",""
"Sometimes","2005","(Married) couple without C. ","direct migration background","","","",""
"Sometimes","2005","(Married) couple without C. ","indirect migration background","","","",""
"Sometimes","2005","Single parent ","no migration background","","","",""
"Sometimes","2005","Single parent ","direct migration background","","","",""
"Sometimes","2005","Single parent ","indirect migration background","","","",""
"Sometimes","2005","Couple + C. LE 16 ","no migration background","","","",""
"Sometimes","2005","Couple + C. LE 16 ","direct migration background","","","",""
"Sometimes","2005","Couple + C. LE 16 ","indirect migration background","","","",""
"Sometimes","2005","Couple + C. GT 16 ","no migration background","","","",""
"Sometimes","2005","Couple + C. GT 16 ","direct migration background","","","",""
"Sometimes","2005","Couple + C. GT 16 ","indirect migration background","","","",""
"Sometimes","2005","Couple + C. LE and GT 16","no migration background","","","",""
"Sometimes","2005","Couple + C. LE and GT 16","direct migration background","","","",""
"Sometimes","2005","Couple + C. LE and GT 16","indirect migration background","","","",""
"Rarely","2005","1-pers.-HH","no migration background","","","",""
"Rarely","2005","1-pers.-HH","direct migration background","","","",""
"Rarely","2005","1-pers.-HH","indirect migration background","","","",""
"Rarely","2005","(Married) couple without C. ","no migration background","","","",""
"Rarely","2005","(Married) couple without C. ","direct migration background","","","",""
"Rarely","2005","(Married) couple without C. ","indirect migration background","","","",""
"Rarely","2005","Single parent ","no migration background","","","",""
"Rarely","2005","Single parent ","direct migration background","","","",""
"Rarely","2005","Single parent ","indirect migration background","","","",""
"Rarely","2005","Couple + C. LE 16 ","no migration background","","","",""
"Rarely","2005","Couple + C. LE 16 ","direct migration background","","","",""
"Rarely","2005","Couple + C. LE 16 ","indirect migration background","","","",""
"Rarely","2005","Couple + C. GT 16 ","no migration background","","","",""
"Rarely","2005","Couple + C. GT 16 ","direct migration background","","","",""
"Rarely","2005","Couple + C. GT 16 ","indirect migration background","","","",""
"Rarely","2005","Couple + C. LE and GT 16","no migration background","","","",""
"Rarely","2005","Couple + C. LE and GT 16","direct migration background","","","",""
"Rarely","2005","Couple + C. LE and GT 16","indirect migration background","","","",""
"Never","2005","1-pers.-HH","no migration background","","","",""
"Never","2005","1-pers.-HH","direct migration background","","","",""
"Never","2005","1-pers.-HH","indirect migration background","","","",""
"Never","2005","(Married) couple without C. ","no migration background","","","",""
"Never","2005","(Married) couple without C. ","direct migration background","","","",""
"Never","2005","(Married) couple without C. ","indirect migration background","","","",""
"Never","2005","Single parent ","no migration background","","","",""
"Never","2005","Single parent ","direct migration background","","","",""
"Never","2005","Single parent ","indirect migration background","","","",""
"Never","2005","Couple + C. LE 16 ","no migration background","","","",""
"Never","2005","Couple + C. LE 16 ","direct migration background","","","",""
"Never","2005","Couple + C. LE 16 ","indirect migration background","","","",""
"Never","2005","Couple + C. GT 16 ","no migration background","","","",""
"Never","2005","Couple + C. GT 16 ","direct migration background","","","",""
"Never","2005","Couple + C. GT 16 ","indirect migration background","","","",""
"Never","2005","Couple + C. LE and GT 16","no migration background","","","",""
"Never","2005","Couple + C. LE and GT 16","direct migration background","","","",""
"Never","2005","Couple + C. LE and GT 16","indirect migration background","","","",""
"Very often","2006","1-pers.-HH","no migration background","","","",""
"Very often","2006","1-pers.-HH","direct migration background","","","",""
"Very often","2006","1-pers.-HH","indirect migration background","","","",""
"Very often","2006","(Married) couple without C. ","no migration background","","","",""
"Very often","2006","(Married) couple without C. ","direct migration background","","","",""
"Very often","2006","(Married) couple without C. ","indirect migration background","","","",""
"Very often","2006","Single parent ","no migration background","","","",""
"Very often","2006","Single parent ","direct migration background","","","",""
"Very often","2006","Single parent ","indirect migration background","","","",""
"Very often","2006","Couple + C. LE 16 ","no migration background","","","",""
"Very often","2006","Couple + C. LE 16 ","direct migration background","","","",""
"Very often","2006","Couple + C. LE 16 ","indirect migration background","","","",""
"Very often","2006","Couple + C. GT 16 ","no migration background","","","",""
"Very often","2006","Couple + C. GT 16 ","direct migration background","","","",""
"Very often","2006","Couple + C. GT 16 ","indirect migration background","","","",""
"Very often","2006","Couple + C. LE and GT 16","no migration background","","","",""
"Very often","2006","Couple + C. LE and GT 16","direct migration background","","","",""
"Very often","2006","Couple + C. LE and GT 16","indirect migration background","","","",""
"Often","2006","1-pers.-HH","no migration background","","","",""
"Often","2006","1-pers.-HH","direct migration background","","","",""
"Often","2006","1-pers.-HH","indirect migration background","","","",""
"Often","2006","(Married) couple without C. ","no migration background","","","",""
"Often","2006","(Married) couple without C. ","direct migration background","","","",""
"Often","2006","(Married) couple without C. ","indirect migration background","","","",""
"Often","2006","Single parent ","no migration background","","","",""
"Often","2006","Single parent ","direct migration background","","","",""
"Often","2006","Single parent ","indirect migration background","","","",""
"Often","2006","Couple + C. LE 16 ","no migration background","","","",""
"Often","2006","Couple + C. LE 16 ","direct migration background","","","",""
"Often","2006","Couple + C. LE 16 ","indirect migration background","","","",""
"Often","2006","Couple + C. GT 16 ","no migration background","","","",""
"Often","2006","Couple + C. GT 16 ","direct migration background","","","",""
"Often","2006","Couple + C. GT 16 ","indirect migration background","","","",""
"Often","2006","Couple + C. LE and GT 16","no migration background","","","",""
"Often","2006","Couple + C. LE and GT 16","direct migration background","","","",""
"Often","2006","Couple + C. LE and GT 16","indirect migration background","","","",""
"Sometimes","2006","1-pers.-HH","no migration background","","","",""
"Sometimes","2006","1-pers.-HH","direct migration background","","","",""
"Sometimes","2006","1-pers.-HH","indirect migration background","","","",""
"Sometimes","2006","(Married) couple without C. ","no migration background","","","",""
"Sometimes","2006","(Married) couple without C. ","direct migration background","","","",""
"Sometimes","2006","(Married) couple without C. ","indirect migration background","","","",""
"Sometimes","2006","Single parent ","no migration background","","","",""
"Sometimes","2006","Single parent ","direct migration background","","","",""
"Sometimes","2006","Single parent ","indirect migration background","","","",""
"Sometimes","2006","Couple + C. LE 16 ","no migration background","","","",""
"Sometimes","2006","Couple + C. LE 16 ","direct migration background","","","",""
"Sometimes","2006","Couple + C. LE 16 ","indirect migration background","","","",""
"Sometimes","2006","Couple + C. GT 16 ","no migration background","","","",""
"Sometimes","2006","Couple + C. GT 16 ","direct migration background","","","",""
"Sometimes","2006","Couple + C. GT 16 ","indirect migration background","","","",""
"Sometimes","2006","Couple + C. LE and GT 16","no migration background","","","",""
"Sometimes","2006","Couple + C. LE and GT 16","direct migration background","","","",""
"Sometimes","2006","Couple + C. LE and GT 16","indirect migration background","","","",""
"Rarely","2006","1-pers.-HH","no migration background","","","",""
"Rarely","2006","1-pers.-HH","direct migration background","","","",""
"Rarely","2006","1-pers.-HH","indirect migration background","","","",""
"Rarely","2006","(Married) couple without C. ","no migration background","","","",""
"Rarely","2006","(Married) couple without C. ","direct migration background","","","",""
"Rarely","2006","(Married) couple without C. ","indirect migration background","","","",""
"Rarely","2006","Single parent ","no migration background","","","",""
"Rarely","2006","Single parent ","direct migration background","","","",""
"Rarely","2006","Single parent ","indirect migration background","","","",""
"Rarely","2006","Couple + C. LE 16 ","no migration background","","","",""
"Rarely","2006","Couple + C. LE 16 ","direct migration background","","","",""
"Rarely","2006","Couple + C. LE 16 ","indirect migration background","","","",""
"Rarely","2006","Couple + C. GT 16 ","no migration background","","","",""
"Rarely","2006","Couple + C. GT 16 ","direct migration background","","","",""
"Rarely","2006","Couple + C. GT 16 ","indirect migration background","","","",""
"Rarely","2006","Couple + C. LE and GT 16","no migration background","","","",""
"Rarely","2006","Couple + C. LE and GT 16","direct migration background","","","",""
"Rarely","2006","Couple + C. LE and GT 16","indirect migration background","","","",""
"Never","2006","1-pers.-HH","no migration background","","","",""
"Never","2006","1-pers.-HH","direct migration background","","","",""
"Never","2006","1-pers.-HH","indirect migration background","","","",""
"Never","2006","(Married) couple without C. ","no migration background","","","",""
"Never","2006","(Married) couple without C. ","direct migration background","","","",""
"Never","2006","(Married) couple without C. ","indirect migration background","","","",""
"Never","2006","Single parent ","no migration background","","","",""
"Never","2006","Single parent ","direct migration background","","","",""
"Never","2006","Single parent ","indirect migration background","","","",""
"Never","2006","Couple + C. LE 16 ","no migration background","","","",""
"Never","2006","Couple + C. LE 16 ","direct migration background","","","",""
"Never","2006","Couple + C. LE 16 ","indirect migration background","","","",""
"Never","2006","Couple + C. GT 16 ","no migration background","","","",""
"Never","2006","Couple + C. GT 16 ","direct migration background","","","",""
"Never","2006","Couple + C. GT 16 ","indirect migration background","","","",""
"Never","2006","Couple + C. LE and GT 16","no migration background","","","",""
"Never","2006","Couple + C. LE and GT 16","direct migration background","","","",""
"Never","2006","Couple + C. LE and GT 16","indirect migration background","","","",""
"Very often","2007","1-pers.-HH","no migration background","","","",""
"Very often","2007","1-pers.-HH","direct migration background","","","",""
"Very often","2007","1-pers.-HH","indirect migration background","","","",""
"Very often","2007","(Married) couple without C. ","no migration background","","","",""
"Very often","2007","(Married) couple without C. ","direct migration background","","","",""
"Very often","2007","(Married) couple without C. ","indirect migration background","","","",""
"Very often","2007","Single parent ","no migration background","","","",""
"Very often","2007","Single parent ","direct migration background","","","",""
"Very often","2007","Single parent ","indirect migration background","","","",""
"Very often","2007","Couple + C. LE 16 ","no migration background","","","",""
"Very often","2007","Couple + C. LE 16 ","direct migration background","","","",""
"Very often","2007","Couple + C. LE 16 ","indirect migration background","","","",""
"Very often","2007","Couple + C. GT 16 ","no migration background","","","",""
"Very often","2007","Couple + C. GT 16 ","direct migration background","","","",""
"Very often","2007","Couple + C. GT 16 ","indirect migration background","","","",""
"Very often","2007","Couple + C. LE and GT 16","no migration background","","","",""
"Very often","2007","Couple + C. LE and GT 16","direct migration background","","","",""
"Very often","2007","Couple + C. LE and GT 16","indirect migration background","","","",""
"Often","2007","1-pers.-HH","no migration background","","","",""
"Often","2007","1-pers.-HH","direct migration background","","","",""
"Often","2007","1-pers.-HH","indirect migration background","","","",""
"Often","2007","(Married) couple without C. ","no migration background","","","",""
"Often","2007","(Married) couple without C. ","direct migration background","","","",""
"Often","2007","(Married) couple without C. ","indirect migration background","","","",""
"Often","2007","Single parent ","no migration background","","","",""
"Often","2007","Single parent ","direct migration background","","","",""
"Often","2007","Single parent ","indirect migration background","","","",""
"Often","2007","Couple + C. LE 16 ","no migration background","","","",""
"Often","2007","Couple + C. LE 16 ","direct migration background","","","",""
"Often","2007","Couple + C. LE 16 ","indirect migration background","","","",""
"Often","2007","Couple + C. GT 16 ","no migration background","","","",""
"Often","2007","Couple + C. GT 16 ","direct migration background","","","",""
"Often","2007","Couple + C. GT 16 ","indirect migration background","","","",""
"Often","2007","Couple + C. LE and GT 16","no migration background","","","",""
"Often","2007","Couple + C. LE and GT 16","direct migration background","","","",""
"Often","2007","Couple + C. LE and GT 16","indirect migration background","","","",""
"Sometimes","2007","1-pers.-HH","no migration background","","","",""
"Sometimes","2007","1-pers.-HH","direct migration background","","","",""
"Sometimes","2007","1-pers.-HH","indirect migration background","","","",""
"Sometimes","2007","(Married) couple without C. ","no migration background","","","",""
"Sometimes","2007","(Married) couple without C. ","direct migration background","","","",""
"Sometimes","2007","(Married) couple without C. ","indirect migration background","","","",""
"Sometimes","2007","Single parent ","no migration background","","","",""
"Sometimes","2007","Single parent ","direct migration background","","","",""
"Sometimes","2007","Single parent ","indirect migration background","","","",""
"Sometimes","2007","Couple + C. LE 16 ","no migration background","","","",""
"Sometimes","2007","Couple + C. LE 16 ","direct migration background","","","",""
"Sometimes","2007","Couple + C. LE 16 ","indirect migration background","","","",""
"Sometimes","2007","Couple + C. GT 16 ","no migration background","","","",""
"Sometimes","2007","Couple + C. GT 16 ","direct migration background","","","",""
"Sometimes","2007","Couple + C. GT 16 ","indirect migration background","","","",""
"Sometimes","2007","Couple + C. LE and GT 16","no migration background","","","",""
