"pld0043","year","e11103","sex","n","percent","lower_confidence","upper_confidence"
"Very often","2012","Full Time","Female","","","",""
"Very often","2012","Part Time","Male","","","",""
"Very often","2012","Part Time","Female","","","",""
"Very often","2012","Not Working","Male","","","",""
"Very often","2012","Not Working","Female","","","",""
"Often","2012","Full Time","Male","","","",""
"Often","2012","Full Time","Female","","","",""
"Often","2012","Part Time","Male","","","",""
"Often","2012","Part Time","Female","","","",""
"Often","2012","Not Working","Male","","","",""
"Often","2012","Not Working","Female","","","",""
"Sometimes","2012","Full Time","Male","","","",""
"Sometimes","2012","Full Time","Female","","","",""
"Sometimes","2012","Part Time","Male","","","",""
"Sometimes","2012","Part Time","Female","","","",""
"Sometimes","2012","Not Working","Male","","","",""
"Sometimes","2012","Not Working","Female","","","",""
"Rarely","2012","Full Time","Male","","","",""
"Rarely","2012","Full Time","Female","","","",""
"Rarely","2012","Part Time","Male","","","",""
"Rarely","2012","Part Time","Female","","","",""
"Rarely","2012","Not Working","Male","","","",""
"Rarely","2012","Not Working","Female","","","",""
"Never","2012","Full Time","Male","","","",""
"Never","2012","Full Time","Female","","","",""
"Never","2012","Part Time","Male","","","",""
"Never","2012","Part Time","Female","","","",""
"Never","2012","Not Working","Male","","","",""
"Never","2012","Not Working","Female","","","",""
"Very often","2013","Full Time","Male","144","0.0214906210673035","0.0179213774296033","0.0250598647050036"
"Very often","2013","Full Time","Female","106","0.0276609937672398","0.0220545046628439","0.0332674828716358"
"Very often","2013","Part Time","Male","58","0.0337521127300586","0.0251574284624491","0.042346796997668"
"Very often","2013","Part Time","Female","160","0.029326660932615","0.0248357318813192","0.0338175899839107"
"Very often","2013","Not Working","Male","68","0.0163024343602731","0.0121046569368644","0.0205002117836819"
"Very often","2013","Not Working","Female","139","0.0232247335306781","0.0191629049652856","0.0272865620960707"
"Often","2013","Full Time","Male","1004","0.164807783177856","0.155676090386091","0.173939475969621"
"Often","2013","Full Time","Female","661","0.204603260949594","0.190812240017637","0.218394281881551"
"Often","2013","Part Time","Male","294","0.171467998560516","0.153529695785225","0.189406301335808"
"Often","2013","Part Time","Female","999","0.168096177440131","0.15814249426414","0.178049860616122"
"Often","2013","Not Working","Male","395","0.106525607946247","0.0962990273692902","0.116752188523204"
"Often","2013","Not Working","Female","691","0.102349974603864","0.0941757552838277","0.110524193923899"
"Sometimes","2013","Full Time","Male","2367","0.369833357111098","0.357951072254325","0.38171564196787"
"Sometimes","2013","Full Time","Female","1240","0.398810120165883","0.382070825485386","0.41554941484638"
"Sometimes","2013","Part Time","Male","613","0.362586482141419","0.339706714679543","0.385466249603295"
"Sometimes","2013","Part Time","Female","2075","0.374192568067171","0.361311962795295","0.387073173339047"
"Sometimes","2013","Not Working","Male","966","0.282177318659681","0.267258583009833","0.29709605430953"
"Sometimes","2013","Not Working","Female","1540","0.259731388265573","0.247906262221337","0.271556514309809"
"Rarely","2013","Full Time","Male","2172","0.3477617938806","0.336039482171268","0.359484105589933"
"Rarely","2013","Full Time","Female","985","0.287176949146283","0.27170967100602","0.302644227286546"
"Rarely","2013","Part Time","Male","496","0.296636353624509","0.274897466227836","0.318375241021183"
"Rarely","2013","Part Time","Female","1642","0.314373498352453","0.302015870954212","0.326731125750695"
"Rarely","2013","Not Working","Male","1188","0.325677559647574","0.310143316347184","0.341211802947964"
"Rarely","2013","Not Working","Female","1599","0.317729447576629","0.305173313632668","0.33028558152059"
"Never","2013","Full Time","Male","654","0.0961064447631424","0.0888520010517585","0.103360888474526"
"Never","2013","Full Time","Female","295","0.0817486759709998","0.0723823474964954","0.0911150044455041"
"Never","2013","Part Time","Male","235","0.135557052943496","0.119265428355514","0.151848677531479"
"Never","2013","Part Time","Female","546","0.114011095207629","0.105551374314739","0.122470816100519"
"Never","2013","Not Working","Male","879","0.269317079386225","0.254612290117461","0.284021868654989"
"Never","2013","Not Working","Female","1313","0.296964456023256","0.284642213009197","0.309286699037316"
"Very often","2014","Full Time","Male","","","",""
"Very often","2014","Full Time","Female","","","",""
"Very often","2014","Part Time","Male","","","",""
"Very often","2014","Part Time","Female","","","",""
"Very often","2014","Not Working","Male","","","",""
"Very often","2014","Not Working","Female","","","",""
"Often","2014","Full Time","Male","","","",""
"Often","2014","Full Time","Female","","","",""
"Often","2014","Part Time","Male","","","",""
"Often","2014","Part Time","Female","","","",""
"Often","2014","Not Working","Male","","","",""
"Often","2014","Not Working","Female","","","",""
"Sometimes","2014","Full Time","Male","","","",""
"Sometimes","2014","Full Time","Female","","","",""
"Sometimes","2014","Part Time","Male","","","",""
"Sometimes","2014","Part Time","Female","","","",""
"Sometimes","2014","Not Working","Male","","","",""
"Sometimes","2014","Not Working","Female","","","",""
"Rarely","2014","Full Time","Male","","","",""
"Rarely","2014","Full Time","Female","","","",""
"Rarely","2014","Part Time","Male","","","",""
"Rarely","2014","Part Time","Female","","","",""
"Rarely","2014","Not Working","Male","","","",""
"Rarely","2014","Not Working","Female","","","",""
"Never","2014","Full Time","Male","","","",""
"Never","2014","Full Time","Female","","","",""
"Never","2014","Part Time","Male","","","",""
"Never","2014","Part Time","Female","","","",""
"Never","2014","Not Working","Male","","","",""
"Never","2014","Not Working","Female","","","",""
"Very often","2015","Full Time","Male","","","",""
"Very often","2015","Full Time","Female","","","",""
"Very often","2015","Part Time","Male","","","",""
"Very often","2015","Part Time","Female","","","",""
"Very often","2015","Not Working","Male","","","",""
"Very often","2015","Not Working","Female","","","",""
"Often","2015","Full Time","Male","","","",""
"Often","2015","Full Time","Female","","","",""
"Often","2015","Part Time","Male","","","",""
"Often","2015","Part Time","Female","","","",""
"Often","2015","Not Working","Male","","","",""
"Often","2015","Not Working","Female","","","",""
"Sometimes","2015","Full Time","Male","","","",""
"Sometimes","2015","Full Time","Female","","","",""
"Sometimes","2015","Part Time","Male","","","",""
"Sometimes","2015","Part Time","Female","","","",""
"Sometimes","2015","Not Working","Male","","","",""
"Sometimes","2015","Not Working","Female","","","",""
"Rarely","2015","Full Time","Male","","","",""
"Rarely","2015","Full Time","Female","","","",""
"Rarely","2015","Part Time","Male","","","",""
"Rarely","2015","Part Time","Female","","","",""
"Rarely","2015","Not Working","Male","","","",""
"Rarely","2015","Not Working","Female","","","",""
"Never","2015","Full Time","Male","","","",""
"Never","2015","Full Time","Female","","","",""
"Never","2015","Part Time","Male","","","",""
"Never","2015","Part Time","Female","","","",""
"Never","2015","Not Working","Male","","","",""
"Never","2015","Not Working","Female","","","",""
"Very often","2016","Full Time","Male","","","",""
"Very often","2016","Full Time","Female","","","",""
"Very often","2016","Part Time","Male","","","",""
"Very often","2016","Part Time","Female","","","",""
"Very often","2016","Not Working","Male","","","",""
"Very often","2016","Not Working","Female","","","",""
"Often","2016","Full Time","Male","","","",""
"Often","2016","Full Time","Female","","","",""
"Often","2016","Part Time","Male","","","",""
"Often","2016","Part Time","Female","","","",""
"Often","2016","Not Working","Male","","","",""
"Often","2016","Not Working","Female","","","",""
"Sometimes","2016","Full Time","Male","","","",""
"Sometimes","2016","Full Time","Female","","","",""
"Sometimes","2016","Part Time","Male","","","",""
"Sometimes","2016","Part Time","Female","","","",""
"Sometimes","2016","Not Working","Male","","","",""
"Sometimes","2016","Not Working","Female","","","",""
"Rarely","2016","Full Time","Male","","","",""
"Rarely","2016","Full Time","Female","","","",""
"Rarely","2016","Part Time","Male","","","",""
"Rarely","2016","Part Time","Female","","","",""
"Rarely","2016","Not Working","Male","","","",""
"Rarely","2016","Not Working","Female","","","",""
"Never","2016","Full Time","Male","","","",""
"Never","2016","Full Time","Female","","","",""
"Never","2016","Part Time","Male","","","",""
"Never","2016","Part Time","Female","","","",""
"Never","2016","Not Working","Male","","","",""
"Never","2016","Not Working","Female","","","",""
"Very often","2017","Full Time","Male","","","",""
"Very often","2017","Full Time","Female","","","",""
"Very often","2017","Part Time","Male","","","",""
"Very often","2017","Part Time","Female","","","",""
"Very often","2017","Not Working","Male","","","",""
"Very often","2017","Not Working","Female","","","",""
"Often","2017","Full Time","Male","","","",""
"Often","2017","Full Time","Female","","","",""
"Often","2017","Part Time","Male","","","",""
"Often","2017","Part Time","Female","","","",""
"Often","2017","Not Working","Male","","","",""
"Often","2017","Not Working","Female","","","",""
"Sometimes","2017","Full Time","Male","","","",""
"Sometimes","2017","Full Time","Female","","","",""
"Sometimes","2017","Part Time","Male","","","",""
"Sometimes","2017","Part Time","Female","","","",""
"Sometimes","2017","Not Working","Male","","","",""
"Sometimes","2017","Not Working","Female","","","",""
"Rarely","2017","Full Time","Male","","","",""
"Rarely","2017","Full Time","Female","","","",""
"Rarely","2017","Part Time","Male","","","",""
"Rarely","2017","Part Time","Female","","","",""
"Rarely","2017","Not Working","Male","","","",""
"Rarely","2017","Not Working","Female","","","",""
"Never","2017","Full Time","Male","","","",""
"Never","2017","Full Time","Female","","","",""
"Never","2017","Part Time","Male","","","",""
"Never","2017","Part Time","Female","","","",""
"Never","2017","Not Working","Male","","","",""
"Never","2017","Not Working","Female","","","",""
"Very often","2018","Full Time","Male","210","0.0349799607312282","0.0304456163630456","0.0395143050994108"
"Very often","2018","Full Time","Female","172","0.0506858697270651","0.0435263538919842","0.0578453855621461"
"Very often","2018","Part Time","Male","107","0.0497672104418894","0.0403923565463189","0.0591420643374599"
"Very often","2018","Part Time","Female","233","0.040938644052575","0.0356885755542682","0.0461887125508817"
"Very often","2018","Not Working","Male","94","0.0248327480420225","0.0196528272905774","0.0300126687934675"
"Very often","2018","Not Working","Female","172","0.0289727153483566","0.0242217557576304","0.0337236749390828"
"Often","2018","Full Time","Male","1051","0.172060569927647","0.162745703382253","0.181375436473041"
"Often","2018","Full Time","Female","720","0.219587108438459","0.206075692388422","0.233098524488496"
"Often","2018","Part Time","Male","358","0.173606264101523","0.157277472109986","0.189935056093061"
"Often","2018","Part Time","Female","1071","0.202326064444387","0.191681848802941","0.212970280085832"
"Often","2018","Not Working","Male","417","0.117652523837402","0.106927664174631","0.128377383500173"
"Often","2018","Not Working","Female","699","0.130306015590968","0.120770668944931","0.139841362237005"
"Sometimes","2018","Full Time","Male","2320","0.371188620300217","0.359265382697929","0.383111857902505"
"Sometimes","2018","Full Time","Female","1342","0.375711657505096","0.359904449152018","0.391518865858173"
"Sometimes","2018","Part Time","Male","762","0.389077588744924","0.368059704822966","0.410095472666882"
"Sometimes","2018","Part Time","Female","2069","0.365606799450389","0.352846483187647","0.378367115713132"
"Sometimes","2018","Not Working","Male","1046","0.288635027590281","0.273551881911377","0.303718173269184"
"Sometimes","2018","Not Working","Female","1429","0.28161652169618","0.268876262811095","0.294356780581265"
"Rarely","2018","Full Time","Male","2041","0.322044646989332","0.310512895758434","0.333576398220231"
"Rarely","2018","Full Time","Female","1014","0.261373891934042","0.247032917571235","0.27571486629685"
"Rarely","2018","Part Time","Male","578","0.273840304172503","0.254616355102036","0.293064253242971"
"Rarely","2018","Part Time","Female","1486","0.276401640862591","0.264552301389721","0.288250980335461"
"Rarely","2018","Not Working","Male","1124","0.329116351213365","0.313475171589737","0.344757530836993"
"Rarely","2018","Not Working","Female","1325","0.292536522358416","0.279650672120667","0.305422372596166"
"Never","2018","Full Time","Male","685","0.099726202051576","0.0923313647949802","0.107121039308172"
"Never","2018","Full Time","Female","358","0.0926414723953374","0.0831785034063292","0.102104441384346"
"Never","2018","Part Time","Male","262","0.11370863253916","0.100023064418985","0.127394200659335"
"Never","2018","Part Time","Female","613","0.114726851190058","0.10628288997936","0.123170812400756"
"Never","2018","Not Working","Male","786","0.23976334931693","0.225551945829438","0.253974752804422"
"Never","2018","Not Working","Female","1163","0.266568225006078","0.254043878606318","0.279092571405838"
