"pld0043","year","bula_h","education","n","percent","lower_confidence","upper_confidence"
"Often","2003","Hamburg","secondary school degree","22","","",""
"Often","2003","Hamburg","college entrance qualification","27","","",""
"Often","2003","Hamburg","Other degree","","","",""
"Often","2003","Hamburg","no degree/no degree yet","5","","",""
"Often","2003","Lower Saxony","lower secondary degree","88","0.110688821610634","0.0877716719747056","0.133605971246562"
"Often","2003","Lower Saxony","secondary school degree","101","0.16705408947833","0.136377231260277","0.197730947696384"
"Often","2003","Lower Saxony","college entrance qualification","121","0.3008881828344","0.257638581866096","0.344137783802705"
"Often","2003","Lower Saxony","Other degree","11","","",""
"Often","2003","Lower Saxony","no degree/no degree yet","28","","",""
"Often","2003","Bremen","lower secondary degree","6","","",""
"Often","2003","Bremen","secondary school degree","13","","",""
"Often","2003","Bremen","college entrance qualification","14","","",""
"Often","2003","Bremen","Other degree","","","",""
"Often","2003","Bremen","no degree/no degree yet","4","","",""
"Often","2003","North Rhine-Westphalia","lower secondary degree","191","0.102383877961663","0.0880904192435563","0.11667733667977"
"Often","2003","North Rhine-Westphalia","secondary school degree","208","0.20579054425924","0.180708492775052","0.230872595743429"
"Often","2003","North Rhine-Westphalia","college entrance qualification","320","0.248744532653072","0.225353372188097","0.272135693118048"
"Often","2003","North Rhine-Westphalia","Other degree","40","0.0905687674022024","0.0598361288187299","0.121301405985675"
"Often","2003","North Rhine-Westphalia","no degree/no degree yet","64","0.233698350597358","0.17993487748926","0.287461823705455"
"Often","2003","Hesse","lower secondary degree","59","0.121170427628232","0.0921283372098973","0.150212518046567"
"Often","2003","Hesse","secondary school degree","83","0.204296212171436","0.1638114611099","0.244780963232972"
"Often","2003","Hesse","college entrance qualification","103","0.236700721530914","0.196756801887648","0.27664464117418"
"Often","2003","Hesse","Other degree","14","","",""
"Often","2003","Hesse","no degree/no degree yet","10","","",""
"Often","2003","Rhineland-Palatinate,Saarland","lower secondary degree","89","0.144924339828775","0.117237382684819","0.172611296972731"
"Often","2003","Rhineland-Palatinate,Saarland","secondary school degree","62","0.227436992122791","0.178338677837337","0.276535306408246"
"Often","2003","Rhineland-Palatinate,Saarland","college entrance qualification","63","0.209646649579333","0.160451211844957","0.258842087313709"
"Often","2003","Rhineland-Palatinate,Saarland","Other degree","15","","",""
"Often","2003","Rhineland-Palatinate,Saarland","no degree/no degree yet","18","","",""
"Often","2003","Baden-Württemberg","lower secondary degree","98","0.0969666580079272","0.0782577041484495","0.115675611867405"
"Often","2003","Baden-Württemberg","secondary school degree","90","0.132700667055224","0.106146335117693","0.159254998992754"
"Often","2003","Baden-Württemberg","college entrance qualification","131","0.20953914526017","0.177859797608925","0.241218492911416"
"Often","2003","Baden-Württemberg","Other degree","26","","",""
"Often","2003","Baden-Württemberg","no degree/no degree yet","34","0.241009522705709","0.16633059329843","0.315688452112988"
"Often","2003","Bavaria","lower secondary degree","160","0.124271659813496","0.10649546010874","0.142047859518253"
"Often","2003","Bavaria","secondary school degree","125","0.144721742421288","0.119659451986518","0.169784032856058"
"Often","2003","Bavaria","college entrance qualification","170","0.228266418845615","0.198208293293647","0.258324544397583"
"Often","2003","Bavaria","Other degree","18","","",""
"Often","2003","Bavaria","no degree/no degree yet","23","","",""
"Often","2003","Berlin","lower secondary degree","21","","",""
"Often","2003","Berlin","secondary school degree","43","0.122576060906625","0.0841632007350143","0.160988921078236"
"Often","2003","Berlin","college entrance qualification","69","0.220025869374301","0.172591705130258","0.267460033618343"
"Often","2003","Berlin","Other degree","9","","",""
"Often","2003","Berlin","no degree/no degree yet","20","","",""
"Often","2003","Brandenburg","lower secondary degree","17","","",""
"Often","2003","Brandenburg","secondary school degree","56","0.148955230639282","0.114699903040708","0.183210558237855"
"Often","2003","Brandenburg","college entrance qualification","27","","",""
"Often","2003","Brandenburg","Other degree","2","","",""
"Often","2003","Brandenburg","no degree/no degree yet","13","","",""
"Often","2003","Mecklenburg-Western Pomerania","lower secondary degree","14","","",""
"Often","2003","Mecklenburg-Western Pomerania","secondary school degree","46","0.152621059242044","0.108481899055467","0.196760219428621"
"Often","2003","Mecklenburg-Western Pomerania","college entrance qualification","22","","",""
"Often","2003","Mecklenburg-Western Pomerania","Other degree","","","",""
"Often","2003","Mecklenburg-Western Pomerania","no degree/no degree yet","3","","",""
"Often","2003","Saxony","lower secondary degree","33","0.0780306125255022","0.0530819444766311","0.102979280574373"
"Often","2003","Saxony","secondary school degree","122","0.170971565767137","0.144134572887974","0.197808558646299"
"Often","2003","Saxony","college entrance qualification","83","0.223920412301383","0.179213484106053","0.268627340496713"
"Often","2003","Saxony","Other degree","2","","",""
"Often","2003","Saxony","no degree/no degree yet","21","","",""
"Often","2003","Saxony-Anhalt","lower secondary degree","34","0.10708732963317","0.0724407062604343","0.141733953005906"
"Often","2003","Saxony-Anhalt","secondary school degree","79","0.211993592222857","0.171219839927494","0.252767344518219"
"Often","2003","Saxony-Anhalt","college entrance qualification","45","0.22778701855878","0.167994035179779","0.287580001937781"
"Often","2003","Saxony-Anhalt","Other degree","","","",""
"Often","2003","Saxony-Anhalt","no degree/no degree yet","14","","",""
"Often","2003","Thuringia","lower secondary degree","16","","",""
"Often","2003","Thuringia","secondary school degree","57","0.186044978241361","0.149306713841446","0.222783242641276"
"Often","2003","Thuringia","college entrance qualification","34","0.163748027379165","0.107455510974124","0.220040543784205"
"Often","2003","Thuringia","Other degree","1","","",""
"Often","2003","Thuringia","no degree/no degree yet","10","","",""
"Sometimes","2003","Schleswig-Holstein","lower secondary degree","88","0.326837822214743","0.271399797019029","0.382275847410457"
"Sometimes","2003","Schleswig-Holstein","secondary school degree","81","0.453544564543195","0.378708491763493","0.528380637322897"
"Sometimes","2003","Schleswig-Holstein","college entrance qualification","84","0.503223382539479","0.427163609292186","0.579283155786772"
"Sometimes","2003","Schleswig-Holstein","Other degree","12","","",""
"Sometimes","2003","Schleswig-Holstein","no degree/no degree yet","8","","",""
"Sometimes","2003","Hamburg","lower secondary degree","33","0.343844053847033","0.24040372913221","0.447284378561856"
"Sometimes","2003","Hamburg","secondary school degree","30","0.345254632619406","0.247568398098218","0.442940867140594"
"Sometimes","2003","Hamburg","college entrance qualification","45","0.411898732875913","0.316384236373351","0.507413229378475"
"Sometimes","2003","Hamburg","Other degree","5","","",""
"Sometimes","2003","Hamburg","no degree/no degree yet","3","","",""
"Sometimes","2003","Lower Saxony","lower secondary degree","202","0.267664155754159","0.235324745432817","0.300003566075501"
"Sometimes","2003","Lower Saxony","secondary school degree","238","0.364259652098304","0.324684795940014","0.403834508256594"
"Sometimes","2003","Lower Saxony","college entrance qualification","154","0.353345530618506","0.3082698637482","0.398421197488811"
"Sometimes","2003","Lower Saxony","Other degree","34","0.433256109019416","0.327913420165045","0.538598797873787"
"Sometimes","2003","Lower Saxony","no degree/no degree yet","25","","",""
"Sometimes","2003","Bremen","lower secondary degree","16","","",""
"Sometimes","2003","Bremen","secondary school degree","18","","",""
"Sometimes","2003","Bremen","college entrance qualification","18","","",""
"Sometimes","2003","Bremen","Other degree","9","","",""
"Sometimes","2003","Bremen","no degree/no degree yet","","","",""
"Sometimes","2003","North Rhine-Westphalia","lower secondary degree","559","0.310128041999547","0.288319281327907","0.331936802671186"
"Sometimes","2003","North Rhine-Westphalia","secondary school degree","406","0.409287021924841","0.378781036141066","0.439793007708616"
"Sometimes","2003","North Rhine-Westphalia","college entrance qualification","560","0.432580853168341","0.405772705126009","0.459389001210673"
"Sometimes","2003","North Rhine-Westphalia","Other degree","106","0.28640227032464","0.237991650240178","0.334812890409102"
"Sometimes","2003","North Rhine-Westphalia","no degree/no degree yet","80","0.308861491248249","0.250163391722295","0.367559590774202"
"Sometimes","2003","Hesse","lower secondary degree","145","0.310823293294994","0.269632581602267","0.352014004987722"
"Sometimes","2003","Hesse","secondary school degree","136","0.325481634844601","0.278433139708658","0.372530129980544"
"Sometimes","2003","Hesse","college entrance qualification","186","0.397611570548594","0.351620737071053","0.443602404026136"
"Sometimes","2003","Hesse","Other degree","39","0.319231112802735","0.238471252002995","0.399990973602474"
"Sometimes","2003","Hesse","no degree/no degree yet","16","","",""
"Sometimes","2003","Rhineland-Palatinate,Saarland","lower secondary degree","162","0.248685635712037","0.214688800716535","0.28268247070754"
"Sometimes","2003","Rhineland-Palatinate,Saarland","secondary school degree","94","0.366052112060744","0.309627664785303","0.422476559336184"
"Sometimes","2003","Rhineland-Palatinate,Saarland","college entrance qualification","105","0.428328499060933","0.368524259350934","0.488132738770932"
"Sometimes","2003","Rhineland-Palatinate,Saarland","Other degree","35","0.311607863597164","0.215921733370787","0.40729399382354"
"Sometimes","2003","Rhineland-Palatinate,Saarland","no degree/no degree yet","14","","",""
"Sometimes","2003","Baden-Württemberg","lower secondary degree","331","0.328797913847567","0.299096469252726","0.358499358442407"
"Sometimes","2003","Baden-Württemberg","secondary school degree","253","0.415216162114598","0.376646207649302","0.453786116579894"
"Sometimes","2003","Baden-Württemberg","college entrance qualification","249","0.383209619485571","0.345366192388053","0.421053046583089"
"Sometimes","2003","Baden-Württemberg","Other degree","78","0.25360723434307","0.204292462685955","0.302922006000186"
"Sometimes","2003","Baden-Württemberg","no degree/no degree yet","37","0.309007567184362","0.228324198681002","0.389690935687722"
"Sometimes","2003","Bavaria","lower secondary degree","405","0.26761687669834","0.243761071384022","0.291472682012658"
"Sometimes","2003","Bavaria","secondary school degree","274","0.388365987980548","0.353647039811806","0.42308493614929"
"Sometimes","2003","Bavaria","college entrance qualification","272","0.343994197384393","0.309974019429674","0.378014375339112"
"Sometimes","2003","Bavaria","Other degree","43","0.271859276621182","0.205751400315079","0.337967152927285"
"Sometimes","2003","Bavaria","no degree/no degree yet","34","0.28845823483495","0.198300312884254","0.378616156785646"
"Sometimes","2003","Berlin","lower secondary degree","48","0.310334017403355","0.237503006792526","0.383165028014184"
"Sometimes","2003","Berlin","secondary school degree","99","0.342299709932534","0.28672382872065","0.397875591144418"
"Sometimes","2003","Berlin","college entrance qualification","121","0.440774799785321","0.383926690361267","0.497622909209376"
"Sometimes","2003","Berlin","Other degree","10","","",""
"Sometimes","2003","Berlin","no degree/no degree yet","9","","",""
"Sometimes","2003","Brandenburg","lower secondary degree","75","0.262412977537369","0.209936400744777","0.31488955432996"
"Sometimes","2003","Brandenburg","secondary school degree","159","0.352160130724812","0.306205638494613","0.398114622955011"
"Sometimes","2003","Brandenburg","college entrance qualification","102","0.464230276547294","0.396291341836083","0.532169211258504"
"Sometimes","2003","Brandenburg","Other degree","1","","",""
"Sometimes","2003","Brandenburg","no degree/no degree yet","10","","",""
"Sometimes","2003","Mecklenburg-Western Pomerania","lower secondary degree","33","0.255074818636653","0.182082370762813","0.328067266510493"
"Sometimes","2003","Mecklenburg-Western Pomerania","secondary school degree","91","0.356503236114744","0.297716016196916","0.415290456032572"
"Sometimes","2003","Mecklenburg-Western Pomerania","college entrance qualification","39","0.315163976190572","0.224559638894366","0.405768313486778"
"Sometimes","2003","Mecklenburg-Western Pomerania","Other degree","3","","",""
"Sometimes","2003","Mecklenburg-Western Pomerania","no degree/no degree yet","7","","",""
"Sometimes","2003","Saxony","lower secondary degree","93","0.197510584993889","0.160479072544879","0.234542097442899"
"Sometimes","2003","Saxony","secondary school degree","286","0.369566368207418","0.33515886959545","0.403973866819386"
"Sometimes","2003","Saxony","college entrance qualification","136","0.408838732792797","0.356115278038479","0.461562187547115"
"Sometimes","2003","Saxony","Other degree","4","","",""
"Sometimes","2003","Saxony","no degree/no degree yet","16","","",""
"Sometimes","2003","Saxony-Anhalt","lower secondary degree","60","0.180359002937088","0.137279753590135","0.223438252284041"
"Sometimes","2003","Saxony-Anhalt","secondary school degree","102","0.276677036410737","0.232049067407419","0.321305005414056"
"Sometimes","2003","Saxony-Anhalt","college entrance qualification","63","0.267390651324334","0.204291062879838","0.330490239768829"
"Sometimes","2003","Saxony-Anhalt","Other degree","2","","",""
"Sometimes","2003","Saxony-Anhalt","no degree/no degree yet","8","","",""
"Sometimes","2003","Thuringia","lower secondary degree","83","0.244402474524573","0.197244970297651","0.291559978751495"
"Sometimes","2003","Thuringia","secondary school degree","151","0.304687501444689","0.261233798243216","0.348141204646162"
"Sometimes","2003","Thuringia","college entrance qualification","72","0.362069273559704","0.288959297325712","0.435179249793696"
"Sometimes","2003","Thuringia","Other degree","1","","",""
"Sometimes","2003","Thuringia","no degree/no degree yet","13","","",""
"Rarely","2003","Schleswig-Holstein","lower secondary degree","94","0.318132507170934","0.263085240230804","0.373179774111063"
"Rarely","2003","Schleswig-Holstein","secondary school degree","48","0.312470362717416","0.242795879193547","0.382144846241286"
"Rarely","2003","Schleswig-Holstein","college entrance qualification","36","0.269267581828335","0.201789105210445","0.336746058446225"
"Rarely","2003","Schleswig-Holstein","Other degree","8","","",""
"Rarely","2003","Schleswig-Holstein","no degree/no degree yet","2","","",""
"Rarely","2003","Hamburg","lower secondary degree","26","","",""
"Rarely","2003","Hamburg","secondary school degree","24","","",""
"Rarely","2003","Hamburg","college entrance qualification","20","","",""
"Rarely","2003","Hamburg","Other degree","3","","",""
"Rarely","2003","Hamburg","no degree/no degree yet","1","","",""
"Rarely","2003","Lower Saxony","lower secondary degree","246","0.348391750567733","0.31358936122778","0.383194139907685"
"Rarely","2003","Lower Saxony","secondary school degree","149","0.300239333214378","0.262544443215759","0.337934223212996"
"Rarely","2003","Lower Saxony","college entrance qualification","95","0.201799869163877","0.163953645198678","0.239646093129077"
"Rarely","2003","Lower Saxony","Other degree","20","","",""
"Rarely","2003","Lower Saxony","no degree/no degree yet","11","","",""
"Rarely","2003","Bremen","lower secondary degree","16","","",""
"Rarely","2003","Bremen","secondary school degree","12","","",""
"Rarely","2003","Bremen","college entrance qualification","10","","",""
"Rarely","2003","Bremen","Other degree","1","","",""
"Rarely","2003","Bremen","no degree/no degree yet","","","",""
"Rarely","2003","North Rhine-Westphalia","lower secondary degree","483","0.272618095236332","0.251622180139603","0.29361401033306"
"Rarely","2003","North Rhine-Westphalia","secondary school degree","243","0.218566384052617","0.192926234793065","0.244206533312169"
"Rarely","2003","North Rhine-Westphalia","college entrance qualification","271","0.194746017350138","0.173318004079035","0.216174030621241"
"Rarely","2003","North Rhine-Westphalia","Other degree","84","0.277963074916579","0.229989846570563","0.325936303262594"
"Rarely","2003","North Rhine-Westphalia","no degree/no degree yet","36","0.181769396652296","0.132773709291362","0.23076508401323"
"Rarely","2003","Hesse","lower secondary degree","135","0.259062405458523","0.220070879301554","0.298053931615491"
"Rarely","2003","Hesse","secondary school degree","114","0.280215615710485","0.23512013920828","0.325311092212689"
"Rarely","2003","Hesse","college entrance qualification","95","0.21159448471258","0.173212231947951","0.249976737477208"
"Rarely","2003","Hesse","Other degree","23","","",""
"Rarely","2003","Hesse","no degree/no degree yet","11","","",""
"Rarely","2003","Rhineland-Palatinate,Saarland","lower secondary degree","164","0.256301114952906","0.221963027382433","0.290639202523379"
"Rarely","2003","Rhineland-Palatinate,Saarland","secondary school degree","84","0.295084335951799","0.24166349331402","0.348505178589579"
"Rarely","2003","Rhineland-Palatinate,Saarland","college entrance qualification","56","0.22494933995019","0.174485810321979","0.2754128695784"
"Rarely","2003","Rhineland-Palatinate,Saarland","Other degree","19","","",""
"Rarely","2003","Rhineland-Palatinate,Saarland","no degree/no degree yet","11","","",""
"Rarely","2003","Baden-Württemberg","lower secondary degree","291","0.307843784813355","0.278659190975688","0.337028378651022"
"Rarely","2003","Baden-Württemberg","secondary school degree","184","0.293301422247137","0.257665458068489","0.328937386425784"
"Rarely","2003","Baden-Württemberg","college entrance qualification","164","0.267683592919578","0.233219748531729","0.302147437307426"
"Rarely","2003","Baden-Württemberg","Other degree","84","0.294758689751118","0.243079621213307","0.346437758288929"
"Rarely","2003","Baden-Württemberg","no degree/no degree yet","28","","",""
"Rarely","2003","Bavaria","lower secondary degree","398","0.28874269773772","0.264323182241795","0.313162213233645"
"Rarely","2003","Bavaria","secondary school degree","233","0.276616034926397","0.244750349391235","0.308481720461558"
"Rarely","2003","Bavaria","college entrance qualification","218","0.276408751664526","0.244380758310262","0.308436745018789"
"Rarely","2003","Bavaria","Other degree","53","0.28799666856113","0.220713224810278","0.355280112311982"
"Rarely","2003","Bavaria","no degree/no degree yet","21","","",""
"Rarely","2003","Berlin","lower secondary degree","47","0.239884848987593","0.172661004472555","0.30710869350263"
"Rarely","2003","Berlin","secondary school degree","82","0.296275804055129","0.242792477729221","0.349759130381038"
"Rarely","2003","Berlin","college entrance qualification","65","0.208330125325608","0.161829116171668","0.254831134479547"
"Rarely","2003","Berlin","Other degree","5","","",""
"Rarely","2003","Berlin","no degree/no degree yet","6","","",""
"Rarely","2003","Brandenburg","lower secondary degree","73","0.257837017475433","0.205658890197639","0.310015144753227"
"Rarely","2003","Brandenburg","secondary school degree","128","0.31497452229867","0.270284032162551","0.35966501243479"
"Rarely","2003","Brandenburg","college entrance qualification","48","0.226197570867001","0.169204516663773","0.283190625070229"
"Rarely","2003","Brandenburg","Other degree","1","","",""
"Rarely","2003","Brandenburg","no degree/no degree yet","2","","",""
"Rarely","2003","Mecklenburg-Western Pomerania","lower secondary degree","41","0.260008867633104","0.186558301913021","0.333459433353187"
"Rarely","2003","Mecklenburg-Western Pomerania","secondary school degree","84","0.333447577840132","0.27558351285972","0.391311642820544"
"Rarely","2003","Mecklenburg-Western Pomerania","college entrance qualification","29","","",""
"Rarely","2003","Mecklenburg-Western Pomerania","Other degree","1","","",""
"Rarely","2003","Mecklenburg-Western Pomerania","no degree/no degree yet","4","","",""
"Rarely","2003","Saxony","lower secondary degree","156","0.337318329196659","0.293340979244614","0.381295679148704"
"Rarely","2003","Saxony","secondary school degree","224","0.30456213513533","0.271756057061921","0.337368213208739"
"Rarely","2003","Saxony","college entrance qualification","84","0.265671920517256","0.218303080159039","0.313040760875473"
"Rarely","2003","Saxony","Other degree","1","","",""
"Rarely","2003","Saxony","no degree/no degree yet","4","","",""
"Rarely","2003","Saxony-Anhalt","lower secondary degree","73","0.224177851758232","0.177451183449013","0.27090452006745"
"Rarely","2003","Saxony-Anhalt","secondary school degree","142","0.334429860732133","0.28736423063327","0.381495490830995"
"Rarely","2003","Saxony-Anhalt","college entrance qualification","54","0.355429353901711","0.287190912802028","0.423667795001395"
"Rarely","2003","Saxony-Anhalt","Other degree","4","","",""
"Rarely","2003","Saxony-Anhalt","no degree/no degree yet","6","","",""
"Rarely","2003","Thuringia","lower secondary degree","102","0.302929565778383","0.252502707416983","0.353356424139783"
"Rarely","2003","Thuringia","secondary school degree","155","0.31757366806115","0.273623596492859","0.361523739629441"
"Rarely","2003","Thuringia","college entrance qualification","41","0.264427239314091","0.197336904133324","0.331517574494858"
"Rarely","2003","Thuringia","Other degree","2","","",""
"Rarely","2003","Thuringia","no degree/no degree yet","1","","",""
"Never","2003","Schleswig-Holstein","lower secondary degree","62","0.212329788443536","0.163995044932098","0.260664531954974"
"Never","2003","Schleswig-Holstein","secondary school degree","15","","",""
"Never","2003","Schleswig-Holstein","college entrance qualification","4","","",""
"Never","2003","Schleswig-Holstein","Other degree","3","","",""
"Never","2003","Schleswig-Holstein","no degree/no degree yet","4","","",""
"Never","2003","Hamburg","lower secondary degree","15","","",""
"Never","2003","Hamburg","secondary school degree","11","","",""
"Never","2003","Hamburg","college entrance qualification","5","","",""
"Never","2003","Hamburg","Other degree","1","","",""
"Never","2003","Hamburg","no degree/no degree yet","","","",""
"Never","2003","Lower Saxony","lower secondary degree","162","0.252622397194705","0.220883794106529","0.284361000282881"
"Never","2003","Lower Saxony","secondary school degree","44","0.102804282924753","0.0778282692724442","0.127780296577062"
"Never","2003","Lower Saxony","college entrance qualification","24","","",""
"Never","2003","Lower Saxony","Other degree","17","","",""
"Never","2003","Lower Saxony","no degree/no degree yet","7","","",""
"Never","2003","Bremen","lower secondary degree","19","","",""
"Never","2003","Bremen","secondary school degree","4","","",""
"Never","2003","Bremen","college entrance qualification","3","","",""
"Never","2003","Bremen","Other degree","1","","",""
"Never","2003","Bremen","no degree/no degree yet","","","",""
"Never","2003","North Rhine-Westphalia","lower secondary degree","462","0.294255394522599","0.272769065479659","0.315741723565539"
"Never","2003","North Rhine-Westphalia","secondary school degree","91","0.118031245905833","0.0980138344646096","0.138048657347056"
"Never","2003","North Rhine-Westphalia","college entrance qualification","83","0.0584567834280683","0.0457621910507044","0.0711513758054322"
"Never","2003","North Rhine-Westphalia","Other degree","98","0.325756021306251","0.275570267491809","0.375941775120692"
"Never","2003","North Rhine-Westphalia","no degree/no degree yet","37","0.196867811758328","0.146350470489411","0.247385153027246"
"Never","2003","Hesse","lower secondary degree","128","0.274721483694729","0.234995382913891","0.314447584475566"
"Never","2003","Hesse","secondary school degree","31","0.0991658590993226","0.0691542617489549","0.12917745644969"
"Never","2003","Hesse","college entrance qualification","25","","",""
"Never","2003","Hesse","Other degree","46","0.334650495153001","0.252905012731263","0.416395977574739"
"Never","2003","Hesse","no degree/no degree yet","10","","",""
"Never","2003","Rhineland-Palatinate,Saarland","lower secondary degree","195","0.33349350420523","0.296412782888955","0.370574225521505"
"Never","2003","Rhineland-Palatinate,Saarland","secondary school degree","28","","",""
"Never","2003","Rhineland-Palatinate,Saarland","college entrance qualification","25","","",""
"Never","2003","Rhineland-Palatinate,Saarland","Other degree","19","","",""
"Never","2003","Rhineland-Palatinate,Saarland","no degree/no degree yet","4","","",""
"Never","2003","Baden-Württemberg","lower secondary degree","221","0.247712946202685","0.220419866493791","0.275006025911579"
"Never","2003","Baden-Württemberg","secondary school degree","67","0.109013628379361","0.0846192223210968","0.133408034437626"
"Never","2003","Baden-Württemberg","college entrance qualification","58","0.0864261661314757","0.0645536919655802","0.108298640297371"
"Never","2003","Baden-Württemberg","Other degree","104","0.31943929260408","0.266589887849781","0.372288697358379"
"Never","2003","Baden-Württemberg","no degree/no degree yet","23","","",""
"Never","2003","Bavaria","lower secondary degree","311","0.283648878832356","0.259359205335071","0.307938552329641"
"Never","2003","Bavaria","secondary school degree","91","0.139233884428937","0.114572627816794","0.16389514104108"
"Never","2003","Bavaria","college entrance qualification","59","0.102486405518007","0.0807663550187104","0.124206456017303"
"Never","2003","Bavaria","Other degree","52","0.271562613553333","0.205477358497937","0.33764786860873"
"Never","2003","Bavaria","no degree/no degree yet","12","","",""
"Never","2003","Berlin","lower secondary degree","34","0.290121578110503","0.218677827618899","0.361565328602106"
