"pld0043","year","age_gr","e11103","n","percent","lower_confidence","upper_confidence","value"
"Never","2006","35-65 y.","Part Time","","","","","5"
"Never","2006","35-65 y.","Full Time","","","","","5"
"Never","2006","16-34 y.","Part Time","","","","","5"
"Never","2006","16-34 y.","Not Working","","","","","5"
"Never","2006","66 and older","Full Time","","","","","5"
"Never","2006","66 and older","Part Time","","","","","5"
"Never","2006","66 and older","Not Working","","","","","5"
"Often","2006","16-34 y.","Part Time","","","","","2"
"Often","2006","16-34 y.","Full Time","","","","","2"
"Often","2006","16-34 y.","Not Working","","","","","2"
"Often","2006","35-65 y.","Full Time","","","","","2"
"Often","2006","35-65 y.","Part Time","","","","","2"
"Often","2006","66 and older","Full Time","","","","","2"
"Often","2006","66 and older","Part Time","","","","","2"
"Often","2006","35-65 y.","Not Working","","","","","2"
"Often","2006","66 and older","Not Working","","","","","2"
"Rarely","2006","16-34 y.","Full Time","","","","","4"
"Rarely","2006","35-65 y.","Full Time","","","","","4"
"Rarely","2006","16-34 y.","Not Working","","","","","4"
"Rarely","2006","16-34 y.","Part Time","","","","","4"
"Rarely","2006","35-65 y.","Part Time","","","","","4"
"Rarely","2006","35-65 y.","Not Working","","","","","4"
"Rarely","2006","66 and older","Full Time","","","","","4"
"Rarely","2006","66 and older","Part Time","","","","","4"
"Rarely","2006","66 and older","Not Working","","","","","4"
"Sometimes","2006","35-65 y.","Not Working","","","","","3"
"Sometimes","2006","66 and older","Part Time","","","","","3"
"Sometimes","2006","66 and older","Not Working","","","","","3"
"Sometimes","2006","16-34 y.","Full Time","","","","","3"
"Sometimes","2006","16-34 y.","Part Time","","","","","3"
"Sometimes","2006","35-65 y.","Full Time","","","","","3"
"Sometimes","2006","35-65 y.","Part Time","","","","","3"
"Sometimes","2006","66 and older","Full Time","","","","","3"
"Sometimes","2006","16-34 y.","Not Working","","","","","3"
"Very often","2006","16-34 y.","Full Time","","","","","1"
"Very often","2006","16-34 y.","Part Time","","","","","1"
"Very often","2006","16-34 y.","Not Working","","","","","1"
"Very often","2006","35-65 y.","Full Time","","","","","1"
"Very often","2006","35-65 y.","Part Time","","","","","1"
"Very often","2006","35-65 y.","Not Working","","","","","1"
"Very often","2006","66 and older","Full Time","","","","","1"
"Very often","2006","66 and older","Part Time","","","","","1"
"Very often","2006","66 and older","Not Working","","","","","1"
"Never","2007","35-65 y.","Full Time","","","","","5"
"Never","2007","35-65 y.","Part Time","","","","","5"
"Never","2007","16-34 y.","Not Working","","","","","5"
"Never","2007","16-34 y.","Full Time","","","","","5"
"Never","2007","16-34 y.","Part Time","","","","","5"
"Never","2007","35-65 y.","Not Working","","","","","5"
"Never","2007","66 and older","Full Time","","","","","5"
"Never","2007","66 and older","Part Time","","","","","5"
"Never","2007","66 and older","Not Working","","","","","5"
"Often","2007","16-34 y.","Full Time","","","","","2"
"Often","2007","16-34 y.","Part Time","","","","","2"
"Often","2007","16-34 y.","Not Working","","","","","2"
"Often","2007","35-65 y.","Full Time","","","","","2"
"Often","2007","35-65 y.","Part Time","","","","","2"
"Often","2007","66 and older","Full Time","","","","","2"
"Often","2007","66 and older","Part Time","","","","","2"
"Often","2007","35-65 y.","Not Working","","","","","2"
"Often","2007","66 and older","Not Working","","","","","2"
"Rarely","2007","16-34 y.","Full Time","","","","","4"
"Rarely","2007","16-34 y.","Not Working","","","","","4"
"Rarely","2007","35-65 y.","Full Time","","","","","4"
"Rarely","2007","16-34 y.","Part Time","","","","","4"
"Rarely","2007","35-65 y.","Part Time","","","","","4"
"Rarely","2007","35-65 y.","Not Working","","","","","4"
"Rarely","2007","66 and older","Full Time","","","","","4"
"Rarely","2007","66 and older","Part Time","","","","","4"
"Rarely","2007","66 and older","Not Working","","","","","4"
"Sometimes","2007","35-65 y.","Part Time","","","","","3"
"Sometimes","2007","16-34 y.","Full Time","","","","","3"
"Sometimes","2007","35-65 y.","Full Time","","","","","3"
"Sometimes","2007","35-65 y.","Not Working","","","","","3"
"Sometimes","2007","66 and older","Full Time","","","","","3"
"Sometimes","2007","66 and older","Part Time","","","","","3"
"Sometimes","2007","66 and older","Not Working","","","","","3"
"Sometimes","2007","16-34 y.","Not Working","","","","","3"
"Sometimes","2007","16-34 y.","Part Time","","","","","3"
"Very often","2007","35-65 y.","Part Time","","","","","1"
"Very often","2007","35-65 y.","Not Working","","","","","1"
"Very often","2007","16-34 y.","Full Time","","","","","1"
"Very often","2007","16-34 y.","Part Time","","","","","1"
"Very often","2007","16-34 y.","Not Working","","","","","1"
"Very often","2007","35-65 y.","Full Time","","","","","1"
"Very often","2007","66 and older","Full Time","","","","","1"
"Very often","2007","66 and older","Part Time","","","","","1"
"Very often","2007","66 and older","Not Working","","","","","1"
"Never","2008","35-65 y.","Not Working","551","0.2662092908641","0.247765803370698","0.284652778357502","5"
"Never","2008","16-34 y.","Full Time","128","0.0659015231890688","0.0546229943495621","0.0771800520285755","5"
"Never","2008","35-65 y.","Part Time","371","0.139781658561114","0.127088675856013","0.152474641266216","5"
"Never","2008","16-34 y.","Part Time","82","0.0718075431562961","0.0578485382558522","0.0857665480567399","5"
"Never","2008","35-65 y.","Full Time","668","0.135368952307639","0.126370678558337","0.144367226056941","5"
"Never","2008","16-34 y.","Not Working","84","0.0738963707772081","0.0590703757845191","0.088722365769897","5"
"Never","2008","66 and older","Part Time","38","0.173437794716741","0.124398976811589","0.222476612621892","5"
"Never","2008","66 and older","Not Working","1438","0.371147685702671","0.356189251688047","0.386106119717296","5"
"Never","2008","66 and older","Full Time","13","","","","5"
"Often","2008","16-34 y.","Full Time","415","0.229969731498396","0.210840495124523","0.249098967872269","2"
"Often","2008","16-34 y.","Not Working","317","0.239560210448566","0.215370968379828","0.263749452517305","2"
"Often","2008","35-65 y.","Full Time","882","0.158647278201547","0.14903802539798","0.168256531005115","2"
"Often","2008","35-65 y.","Part Time","500","0.163640281635122","0.150098496846555","0.177182066423689","2"
"Often","2008","16-34 y.","Part Time","365","0.267244354408137","0.243317573949826","0.291171134866448","2"
"Often","2008","35-65 y.","Not Working","249","0.0996224461987659","0.0871245685843774","0.112120323813154","2"
"Often","2008","66 and older","Full Time","12","","","","2"
"Often","2008","66 and older","Part Time","27","","","","2"
"Often","2008","66 and older","Not Working","261","0.0643204290189354","0.0567245776209486","0.0719162804169222","2"
"Rarely","2008","16-34 y.","Not Working","237","0.206655813610555","0.183708220714571","0.229603406506539","4"
"Rarely","2008","16-34 y.","Full Time","427","0.226363089723234","0.20734005530756","0.245386124138907","4"
"Rarely","2008","35-65 y.","Full Time","1852","0.330518464294007","0.318146136457637","0.342890792130378","4"
"Rarely","2008","16-34 y.","Part Time","264","0.197752294488612","0.176216275976423","0.219288313000801","4"
"Rarely","2008","35-65 y.","Part Time","815","0.298353137471469","0.281605295939497","0.315100979003441","4"
"Rarely","2008","35-65 y.","Not Working","689","0.31673520906102","0.297322415798281","0.336148002323759","4"
"Rarely","2008","66 and older","Full Time","14","","","","4"
"Rarely","2008","66 and older","Part Time","87","0.407607368874845","0.343963556458677","0.471251181291012","4"
"Rarely","2008","66 and older","Not Working","1299","0.312750298598063","0.29839558386816","0.327105013327967","4"
"Sometimes","2008","16-34 y.","Not Working","470","0.419761583826792","0.391791930362761","0.447731237290824","3"
"Sometimes","2008","66 and older","Part Time","76","0.264703335447153","0.207563188267173","0.321843482627133","3"
"Sometimes","2008","35-65 y.","Not Working","662","0.298371407615389","0.27927825790183","0.317464557328948","3"
"Sometimes","2008","16-34 y.","Part Time","518","0.395489736702251","0.369052268853164","0.421927204551338","3"
"Sometimes","2008","35-65 y.","Full Time","2007","0.349890328709081","0.337346112324625","0.362434545093536","3"
"Sometimes","2008","16-34 y.","Full Time","794","0.430899947293913","0.408389147289528","0.453410747298298","3"
"Sometimes","2008","35-65 y.","Part Time","1086","0.359317205590268","0.341754364093621","0.376880047086916","3"
"Sometimes","2008","66 and older","Full Time","16","","","","3"
"Sometimes","2008","66 and older","Not Working","962","0.240608088247687","0.227373009958792","0.253843166536583","3"
"Very often","2008","16-34 y.","Full Time","95","0.0468657082953891","0.0372581498284109","0.0564732667623673","1"
"Very often","2008","35-65 y.","Part Time","95","0.0389077167420268","0.0318293238899015","0.0459861095941521","1"
"Very often","2008","35-65 y.","Not Working","55","0.0190616462607255","0.013355454037498","0.024767838483953","1"
"Very often","2008","16-34 y.","Part Time","85","0.0677060712447035","0.0541216655442623","0.0812904769451447","1"
"Very often","2008","16-34 y.","Not Working","88","0.0601260213368786","0.0466535103182933","0.073598532355464","1"
"Very often","2008","35-65 y.","Full Time","144","0.0255749764877255","0.0214228928806118","0.0297270600948392","1"
"Very often","2008","66 and older","Full Time","3","","","","1"
"Very often","2008","66 and older","Part Time","1","","","","1"
"Very often","2008","66 and older","Not Working","47","0.0111734984326425","0.0079189326453518","0.0144280642199333","1"
"Never","2009","16-34 y.","Full Time","","","","","5"
"Never","2009","35-65 y.","Full Time","","","","","5"
"Never","2009","35-65 y.","Part Time","","","","","5"
"Never","2009","35-65 y.","Not Working","","","","","5"
"Never","2009","16-34 y.","Part Time","","","","","5"
"Never","2009","16-34 y.","Not Working","","","","","5"
"Never","2009","66 and older","Full Time","","","","","5"
"Never","2009","66 and older","Part Time","","","","","5"
"Never","2009","66 and older","Not Working","","","","","5"
"Often","2009","16-34 y.","Full Time","","","","","2"
"Often","2009","35-65 y.","Part Time","","","","","2"
"Often","2009","35-65 y.","Full Time","","","","","2"
"Often","2009","66 and older","Part Time","","","","","2"
"Often","2009","16-34 y.","Part Time","","","","","2"
"Often","2009","16-34 y.","Not Working","","","","","2"
"Often","2009","35-65 y.","Not Working","","","","","2"
"Often","2009","66 and older","Full Time","","","","","2"
"Often","2009","66 and older","Not Working","","","","","2"
"Rarely","2009","16-34 y.","Not Working","","","","","4"
"Rarely","2009","16-34 y.","Full Time","","","","","4"
"Rarely","2009","35-65 y.","Full Time","","","","","4"
"Rarely","2009","16-34 y.","Part Time","","","","","4"
"Rarely","2009","35-65 y.","Part Time","","","","","4"
"Rarely","2009","35-65 y.","Not Working","","","","","4"
"Rarely","2009","66 and older","Full Time","","","","","4"
"Rarely","2009","66 and older","Part Time","","","","","4"
"Rarely","2009","66 and older","Not Working","","","","","4"
"Sometimes","2009","16-34 y.","Full Time","","","","","3"
"Sometimes","2009","35-65 y.","Part Time","","","","","3"
"Sometimes","2009","35-65 y.","Not Working","","","","","3"
"Sometimes","2009","35-65 y.","Full Time","","","","","3"
"Sometimes","2009","66 and older","Full Time","","","","","3"
"Sometimes","2009","66 and older","Not Working","","","","","3"
"Sometimes","2009","16-34 y.","Not Working","","","","","3"
"Sometimes","2009","66 and older","Part Time","","","","","3"
"Sometimes","2009","16-34 y.","Part Time","","","","","3"
"Very often","2009","16-34 y.","Full Time","","","","","1"
"Very often","2009","16-34 y.","Part Time","","","","","1"
"Very often","2009","16-34 y.","Not Working","","","","","1"
"Very often","2009","35-65 y.","Full Time","","","","","1"
"Very often","2009","35-65 y.","Part Time","","","","","1"
"Very often","2009","35-65 y.","Not Working","","","","","1"
"Very often","2009","66 and older","Full Time","","","","","1"
"Very often","2009","66 and older","Part Time","","","","","1"
"Very often","2009","66 and older","Not Working","","","","","1"
"Never","2010","16-34 y.","Full Time","","","","","5"
"Never","2010","16-34 y.","Part Time","","","","","5"
"Never","2010","16-34 y.","Not Working","","","","","5"
"Never","2010","35-65 y.","Full Time","","","","","5"
"Never","2010","35-65 y.","Part Time","","","","","5"
"Never","2010","35-65 y.","Not Working","","","","","5"
"Never","2010","66 and older","Full Time","","","","","5"
"Never","2010","66 and older","Part Time","","","","","5"
"Never","2010","66 and older","Not Working","","","","","5"
"Often","2010","16-34 y.","Full Time","","","","","2"
"Often","2010","16-34 y.","Part Time","","","","","2"
"Often","2010","16-34 y.","Not Working","","","","","2"
"Often","2010","35-65 y.","Full Time","","","","","2"
"Often","2010","35-65 y.","Part Time","","","","","2"
"Often","2010","35-65 y.","Not Working","","","","","2"
"Often","2010","66 and older","Full Time","","","","","2"
"Often","2010","66 and older","Part Time","","","","","2"
"Often","2010","66 and older","Not Working","","","","","2"
"Rarely","2010","16-34 y.","Full Time","","","","","4"
"Rarely","2010","16-34 y.","Part Time","","","","","4"
"Rarely","2010","16-34 y.","Not Working","","","","","4"
"Rarely","2010","35-65 y.","Full Time","","","","","4"
"Rarely","2010","35-65 y.","Part Time","","","","","4"
"Rarely","2010","35-65 y.","Not Working","","","","","4"
"Rarely","2010","66 and older","Full Time","","","","","4"
"Rarely","2010","66 and older","Part Time","","","","","4"
"Rarely","2010","66 and older","Not Working","","","","","4"
"Sometimes","2010","16-34 y.","Full Time","","","","","3"
"Sometimes","2010","16-34 y.","Not Working","","","","","3"
"Sometimes","2010","35-65 y.","Full Time","","","","","3"
"Sometimes","2010","35-65 y.","Part Time","","","","","3"
"Sometimes","2010","35-65 y.","Not Working","","","","","3"
"Sometimes","2010","66 and older","Full Time","","","","","3"
"Sometimes","2010","66 and older","Part Time","","","","","3"
"Sometimes","2010","66 and older","Not Working","","","","","3"
"Sometimes","2010","16-34 y.","Part Time","","","","","3"
"Very often","2010","35-65 y.","Part Time","","","","","1"
"Very often","2010","35-65 y.","Not Working","","","","","1"
"Very often","2010","66 and older","Full Time","","","","","1"
"Very often","2010","66 and older","Part Time","","","","","1"
"Very often","2010","66 and older","Not Working","","","","","1"
"Very often","2010","16-34 y.","Full Time","","","","","1"
"Very often","2010","16-34 y.","Part Time","","","","","1"
"Very often","2010","16-34 y.","Not Working","","","","","1"
"Very often","2010","35-65 y.","Full Time","","","","","1"
"Never","2011","35-65 y.","Not Working","","","","","5"
"Never","2011","66 and older","Full Time","","","","","5"
"Never","2011","66 and older","Part Time","","","","","5"
"Never","2011","66 and older","Not Working","","","","","5"
"Never","2011","16-34 y.","Full Time","","","","","5"
"Never","2011","16-34 y.","Part Time","","","","","5"
"Never","2011","16-34 y.","Not Working","","","","","5"
"Never","2011","35-65 y.","Full Time","","","","","5"
"Never","2011","35-65 y.","Part Time","","","","","5"
"Often","2011","16-34 y.","Full Time","","","","","2"
"Often","2011","16-34 y.","Part Time","","","","","2"
"Often","2011","16-34 y.","Not Working","","","","","2"
"Often","2011","35-65 y.","Full Time","","","","","2"
"Often","2011","35-65 y.","Part Time","","","","","2"
"Often","2011","35-65 y.","Not Working","","","","","2"
"Often","2011","66 and older","Full Time","","","","","2"
"Often","2011","66 and older","Part Time","","","","","2"
"Often","2011","66 and older","Not Working","","","","","2"
"Rarely","2011","16-34 y.","Full Time","","","","","4"
"Rarely","2011","16-34 y.","Part Time","","","","","4"
"Rarely","2011","16-34 y.","Not Working","","","","","4"
"Rarely","2011","35-65 y.","Full Time","","","","","4"
"Rarely","2011","35-65 y.","Part Time","","","","","4"
"Rarely","2011","35-65 y.","Not Working","","","","","4"
"Rarely","2011","66 and older","Full Time","","","","","4"
"Rarely","2011","66 and older","Part Time","","","","","4"
"Rarely","2011","66 and older","Not Working","","","","","4"
"Sometimes","2011","66 and older","Part Time","","","","","3"
"Sometimes","2011","16-34 y.","Full Time","","","","","3"
"Sometimes","2011","16-34 y.","Part Time","","","","","3"
"Sometimes","2011","16-34 y.","Not Working","","","","","3"
"Sometimes","2011","35-65 y.","Full Time","","","","","3"
"Sometimes","2011","35-65 y.","Part Time","","","","","3"
"Sometimes","2011","35-65 y.","Not Working","","","","","3"
"Sometimes","2011","66 and older","Full Time","","","","","3"
"Sometimes","2011","66 and older","Not Working","","","","","3"
"Very often","2011","16-34 y.","Full Time","","","","","1"
"Very often","2011","16-34 y.","Part Time","","","","","1"
"Very often","2011","16-34 y.","Not Working","","","","","1"
"Very often","2011","35-65 y.","Full Time","","","","","1"
"Very often","2011","35-65 y.","Part Time","","","","","1"
"Very often","2011","35-65 y.","Not Working","","","","","1"
"Very often","2011","66 and older","Full Time","","","","","1"
"Very often","2011","66 and older","Part Time","","","","","1"
"Very often","2011","66 and older","Not Working","","","","","1"
"Never","2012","16-34 y.","Full Time","","","","","5"
"Never","2012","16-34 y.","Part Time","","","","","5"
"Never","2012","16-34 y.","Not Working","","","","","5"
"Never","2012","35-65 y.","Full Time","","","","","5"
"Never","2012","35-65 y.","Part Time","","","","","5"
"Never","2012","35-65 y.","Not Working","","","","","5"
"Never","2012","66 and older","Full Time","","","","","5"
"Never","2012","66 and older","Part Time","","","","","5"
"Never","2012","66 and older","Not Working","","","","","5"
"Often","2012","16-34 y.","Full Time","","","","","2"
"Often","2012","16-34 y.","Part Time","","","","","2"
"Often","2012","16-34 y.","Not Working","","","","","2"
"Often","2012","35-65 y.","Full Time","","","","","2"
"Often","2012","35-65 y.","Part Time","","","","","2"
"Often","2012","66 and older","Part Time","","","","","2"
"Often","2012","35-65 y.","Not Working","","","","","2"
"Often","2012","66 and older","Not Working","","","","","2"
"Often","2012","66 and older","Full Time","","","","","2"
"Rarely","2012","16-34 y.","Full Time","","","","","4"
"Rarely","2012","16-34 y.","Not Working","","","","","4"
"Rarely","2012","35-65 y.","Full Time","","","","","4"
"Rarely","2012","66 and older","Full Time","","","","","4"
"Rarely","2012","66 and older","Part Time","","","","","4"
"Rarely","2012","16-34 y.","Part Time","","","","","4"
"Rarely","2012","35-65 y.","Not Working","","","","","4"
"Rarely","2012","35-65 y.","Part Time","","","","","4"
"Rarely","2012","66 and older","Not Working","","","","","4"
"Sometimes","2012","66 and older","Part Time","","","","","3"
"Sometimes","2012","16-34 y.","Part Time","","","","","3"
"Sometimes","2012","66 and older","Full Time","","","","","3"
"Sometimes","2012","16-34 y.","Full Time","","","","","3"
"Sometimes","2012","16-34 y.","Not Working","","","","","3"
"Sometimes","2012","35-65 y.","Not Working","","","","","3"
"Sometimes","2012","35-65 y.","Full Time","","","","","3"
"Sometimes","2012","35-65 y.","Part Time","","","","","3"
"Sometimes","2012","66 and older","Not Working","","","","","3"
"Very often","2012","16-34 y.","Full Time","","","","","1"
"Very often","2012","16-34 y.","Part Time","","","","","1"
"Very often","2012","16-34 y.","Not Working","","","","","1"
"Very often","2012","66 and older","Full Time","","","","","1"
"Very often","2012","66 and older","Part Time","","","","","1"
"Very often","2012","35-65 y.","Full Time","","","","","1"
"Very often","2012","35-65 y.","Part Time","","","","","1"
"Very often","2012","35-65 y.","Not Working","","","","","1"
"Very often","2012","66 and older","Not Working","","","","","1"
"Never","2013","16-34 y.","Full Time","186","0.0677228678574396","0.0571312956237826","0.0783144400910966","5"
"Never","2013","16-34 y.","Part Time","155","0.0608400586558337","0.0499739764028273","0.0717061409088401","5"
"Never","2013","16-34 y.","Not Working","159","0.0818337704795819","0.0684816081057269","0.0951859328534369","5"
"Never","2013","35-65 y.","Not Working","577","0.232773983625093","0.216601458823173","0.248946508427014","5"
"Never","2013","66 and older","Full Time","13","","","","5"
