"pld0043","year","e11102","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Sometimes","2003","Not Employed","(0) in school","166","0.342269963516856","0.300681648903573","0.383858278130139"
"Sometimes","2003","Not Employed","(1a) inadequately completed","39","0.183892604921363","0.124237670481804","0.243547539360922"
"Sometimes","2003","Not Employed","(1b) general elementary school","258","0.203820718287105","0.181786625238669","0.225854811335541"
"Sometimes","2003","Not Employed","(1c) basic vocational qualification","710","0.236216732109288","0.221002060200943","0.251431404017633"
"Sometimes","2003","Not Employed","(2b) intermediate general qualification","84","0.409532201290828","0.34380108647636","0.475263316105297"
"Sometimes","2003","Not Employed","(2a) intermediate vocational","379","0.296581983035825","0.270465885373034","0.322698080698615"
"Sometimes","2003","Not Employed","(2c_gen) general maturity certificate","115","0.32349209634331","0.273984789059485","0.372999403627134"
"Sometimes","2003","Not Employed","(2c_voc) vocational maturity certificate","145","0.337472163139125","0.290723105737174","0.384221220541077"
"Sometimes","2003","Not Employed","(3a) lower tertiary education","154","0.306020602734383","0.263489323845364","0.348551881623402"
"Sometimes","2003","Not Employed","(3b) higher tertiary education","186","0.366852507593395","0.325025076293869","0.408679938892922"
"Sometimes","2003","Employed","(0) in school","44","0.325687269790581","0.240771914458579","0.410602625122583"
"Sometimes","2003","Employed","(1a) inadequately completed","30","0.366499265257702","0.276453796334215","0.456544734181189"
"Sometimes","2003","Employed","(1b) general elementary school","321","0.345839897123192","0.31401375335491","0.377666040891474"
"Sometimes","2003","Employed","(1c) basic vocational qualification","1205","0.353198210946224","0.33689076397813","0.369505657914317"
"Sometimes","2003","Employed","(2b) intermediate general qualification","155","0.356656212453392","0.310680706644016","0.402631718262768"
"Sometimes","2003","Employed","(2a) intermediate vocational","1558","0.399600984716751","0.384364453767575","0.414837515665926"
"Sometimes","2003","Employed","(2c_gen) general maturity certificate","185","0.361851106224804","0.320706926326477","0.402995286123131"
"Sometimes","2003","Employed","(2c_voc) vocational maturity certificate","496","0.412316791091393","0.384230509924029","0.440403072258758"
"Sometimes","2003","Employed","(3a) lower tertiary education","480","0.382521988047502","0.355782306505424","0.40926166958958"
"Sometimes","2003","Employed","(3b) higher tertiary education","912","0.42225150470824","0.40122158439146","0.44328142502502"
"Rarely","2003","Not Employed","(0) in school","53","0.0940359298379424","0.0684521041382282","0.119619755537657"
"Rarely","2003","Not Employed","(1a) inadequately completed","38","0.260251306593865","0.192685160732554","0.327817452455176"
"Rarely","2003","Not Employed","(1b) general elementary school","342","0.262995079512531","0.238914075812983","0.287076083212078"
"Rarely","2003","Not Employed","(1c) basic vocational qualification","902","0.292695655544637","0.276397686297856","0.308993624791418"
"Rarely","2003","Not Employed","(2b) intermediate general qualification","37","0.178889381638506","0.127659662293806","0.230119100983206"
"Rarely","2003","Not Employed","(2a) intermediate vocational","385","0.33638116291938","0.30936620196857","0.36339612387019"
"Rarely","2003","Not Employed","(2c_gen) general maturity certificate","59","0.197767233393689","0.155614242149125","0.239920224638253"
"Rarely","2003","Not Employed","(2c_voc) vocational maturity certificate","105","0.288102912869994","0.243328051650049","0.332877774089939"
"Rarely","2003","Not Employed","(3a) lower tertiary education","156","0.352587997248446","0.308493544652972","0.396682449843921"
"Rarely","2003","Not Employed","(3b) higher tertiary education","161","0.276054351040842","0.237255998722321","0.314852703359363"
"Rarely","2003","Employed","(0) in school","17","","",""
"Rarely","2003","Employed","(1a) inadequately completed","36","0.232413121394138","0.153482441955764","0.311343800832512"
"Rarely","2003","Employed","(1b) general elementary school","205","0.240647976226576","0.212044611010513","0.26925134144264"
"Rarely","2003","Employed","(1c) basic vocational qualification","1012","0.295943503877958","0.280369535743458","0.311517472012457"
"Rarely","2003","Employed","(2b) intermediate general qualification","72","0.17897098933809","0.142179223335119","0.215762755341061"
"Rarely","2003","Employed","(2a) intermediate vocational","1174","0.279068816973423","0.265116208785138","0.293021425161707"
"Rarely","2003","Employed","(2c_gen) general maturity certificate","66","0.114841645248195","0.0875429030737036","0.142140387422686"
"Rarely","2003","Employed","(2c_voc) vocational maturity certificate","278","0.228154278051636","0.204210832547777","0.252097723555494"
"Rarely","2003","Employed","(3a) lower tertiary education","363","0.261598544362621","0.237417157027709","0.285779931697533"
"Rarely","2003","Employed","(3b) higher tertiary education","532","0.246816998247463","0.228459208109885","0.265174788385041"
"Never","2003","Not Employed","(0) in school","10","","",""
"Never","2003","Not Employed","(1a) inadequately completed","66","0.43889553071774","0.362477995296598","0.515313066138881"
"Never","2003","Not Employed","(1b) general elementary school","569","0.447674566749337","0.420476106969425","0.474873026529248"
"Never","2003","Not Employed","(1c) basic vocational qualification","1149","0.395568874915178","0.37805401536349","0.413083734466866"
"Never","2003","Not Employed","(2b) intermediate general qualification","29","","",""
"Never","2003","Not Employed","(2a) intermediate vocational","229","0.209846047796745","0.186563236774363","0.233128858819127"
"Never","2003","Not Employed","(2c_gen) general maturity certificate","32","0.0968802879022599","0.0655768957285684","0.128183680075951"
"Never","2003","Not Employed","(2c_voc) vocational maturity certificate","76","0.192946464824132","0.153932382068787","0.231960547579478"
"Never","2003","Not Employed","(3a) lower tertiary education","76","0.190188259543436","0.153968654809536","0.226407864277336"
"Never","2003","Not Employed","(3b) higher tertiary education","74","0.16930654523338","0.13675884771874","0.20185424274802"
"Never","2003","Employed","(0) in school","2","","",""
"Never","2003","Employed","(1a) inadequately completed","35","0.286410517304662","0.201927298994824","0.370893735614501"
"Never","2003","Employed","(1b) general elementary school","174","0.223946068142589","0.196051340859167","0.25184079542601"
"Never","2003","Employed","(1c) basic vocational qualification","487","0.16310160535767","0.150496206087207","0.175707004628134"
"Never","2003","Employed","(2b) intermediate general qualification","27","","",""
"Never","2003","Employed","(2a) intermediate vocational","358","0.0917715793158228","0.0827909972800572","0.100752161351588"
"Never","2003","Employed","(2c_gen) general maturity certificate","16","","",""
"Never","2003","Employed","(2c_voc) vocational maturity certificate","93","0.0849426544096741","0.0690354391763375","0.100849869643011"
"Never","2003","Employed","(3a) lower tertiary education","91","0.0687547593403518","0.0548327892561251","0.0826767294245784"
"Never","2003","Employed","(3b) higher tertiary education","121","0.0633651949092527","0.0529924631713773","0.0737379266471281"
"Very often","2004","Not Employed","(0) in school","","","",""
"Very often","2004","Not Employed","(1a) inadequately completed","","","",""
"Very often","2004","Not Employed","(1b) general elementary school","","","",""
"Very often","2004","Not Employed","(1c) basic vocational qualification","","","",""
"Very often","2004","Not Employed","(2b) intermediate general qualification","","","",""
"Very often","2004","Not Employed","(2a) intermediate vocational","","","",""
"Very often","2004","Not Employed","(2c_gen) general maturity certificate","","","",""
"Very often","2004","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"Very often","2004","Not Employed","(3a) lower tertiary education","","","",""
"Very often","2004","Not Employed","(3b) higher tertiary education","","","",""
"Very often","2004","Employed","(0) in school","","","",""
"Very often","2004","Employed","(1a) inadequately completed","","","",""
"Very often","2004","Employed","(1b) general elementary school","","","",""
"Very often","2004","Employed","(1c) basic vocational qualification","","","",""
"Very often","2004","Employed","(2b) intermediate general qualification","","","",""
"Very often","2004","Employed","(2a) intermediate vocational","","","",""
"Very often","2004","Employed","(2c_gen) general maturity certificate","","","",""
"Very often","2004","Employed","(2c_voc) vocational maturity certificate","","","",""
"Very often","2004","Employed","(3a) lower tertiary education","","","",""
"Very often","2004","Employed","(3b) higher tertiary education","","","",""
"Often","2004","Not Employed","(0) in school","","","",""
"Often","2004","Not Employed","(1a) inadequately completed","","","",""
"Often","2004","Not Employed","(1b) general elementary school","","","",""
"Often","2004","Not Employed","(1c) basic vocational qualification","","","",""
"Often","2004","Not Employed","(2b) intermediate general qualification","","","",""
"Often","2004","Not Employed","(2a) intermediate vocational","","","",""
"Often","2004","Not Employed","(2c_gen) general maturity certificate","","","",""
"Often","2004","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"Often","2004","Not Employed","(3a) lower tertiary education","","","",""
"Often","2004","Not Employed","(3b) higher tertiary education","","","",""
"Often","2004","Employed","(0) in school","","","",""
"Often","2004","Employed","(1a) inadequately completed","","","",""
"Often","2004","Employed","(1b) general elementary school","","","",""
"Often","2004","Employed","(1c) basic vocational qualification","","","",""
"Often","2004","Employed","(2b) intermediate general qualification","","","",""
"Often","2004","Employed","(2a) intermediate vocational","","","",""
"Often","2004","Employed","(2c_gen) general maturity certificate","","","",""
"Often","2004","Employed","(2c_voc) vocational maturity certificate","","","",""
"Often","2004","Employed","(3a) lower tertiary education","","","",""
"Often","2004","Employed","(3b) higher tertiary education","","","",""
"Sometimes","2004","Not Employed","(0) in school","","","",""
"Sometimes","2004","Not Employed","(1a) inadequately completed","","","",""
"Sometimes","2004","Not Employed","(1b) general elementary school","","","",""
"Sometimes","2004","Not Employed","(1c) basic vocational qualification","","","",""
"Sometimes","2004","Not Employed","(2b) intermediate general qualification","","","",""
"Sometimes","2004","Not Employed","(2a) intermediate vocational","","","",""
"Sometimes","2004","Not Employed","(2c_gen) general maturity certificate","","","",""
"Sometimes","2004","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"Sometimes","2004","Not Employed","(3a) lower tertiary education","","","",""
"Sometimes","2004","Not Employed","(3b) higher tertiary education","","","",""
"Sometimes","2004","Employed","(0) in school","","","",""
"Sometimes","2004","Employed","(1a) inadequately completed","","","",""
"Sometimes","2004","Employed","(1b) general elementary school","","","",""
"Sometimes","2004","Employed","(1c) basic vocational qualification","","","",""
"Sometimes","2004","Employed","(2b) intermediate general qualification","","","",""
"Sometimes","2004","Employed","(2a) intermediate vocational","","","",""
"Sometimes","2004","Employed","(2c_gen) general maturity certificate","","","",""
"Sometimes","2004","Employed","(2c_voc) vocational maturity certificate","","","",""
"Sometimes","2004","Employed","(3a) lower tertiary education","","","",""
"Sometimes","2004","Employed","(3b) higher tertiary education","","","",""
"Rarely","2004","Not Employed","(0) in school","","","",""
"Rarely","2004","Not Employed","(1a) inadequately completed","","","",""
"Rarely","2004","Not Employed","(1b) general elementary school","","","",""
"Rarely","2004","Not Employed","(1c) basic vocational qualification","","","",""
"Rarely","2004","Not Employed","(2b) intermediate general qualification","","","",""
"Rarely","2004","Not Employed","(2a) intermediate vocational","","","",""
"Rarely","2004","Not Employed","(2c_gen) general maturity certificate","","","",""
"Rarely","2004","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"Rarely","2004","Not Employed","(3a) lower tertiary education","","","",""
"Rarely","2004","Not Employed","(3b) higher tertiary education","","","",""
"Rarely","2004","Employed","(0) in school","","","",""
"Rarely","2004","Employed","(1a) inadequately completed","","","",""
"Rarely","2004","Employed","(1b) general elementary school","","","",""
"Rarely","2004","Employed","(1c) basic vocational qualification","","","",""
"Rarely","2004","Employed","(2b) intermediate general qualification","","","",""
"Rarely","2004","Employed","(2a) intermediate vocational","","","",""
"Rarely","2004","Employed","(2c_gen) general maturity certificate","","","",""
"Rarely","2004","Employed","(2c_voc) vocational maturity certificate","","","",""
"Rarely","2004","Employed","(3a) lower tertiary education","","","",""
"Rarely","2004","Employed","(3b) higher tertiary education","","","",""
"Never","2004","Not Employed","(0) in school","","","",""
"Never","2004","Not Employed","(1a) inadequately completed","","","",""
"Never","2004","Not Employed","(1b) general elementary school","","","",""
"Never","2004","Not Employed","(1c) basic vocational qualification","","","",""
"Never","2004","Not Employed","(2b) intermediate general qualification","","","",""
"Never","2004","Not Employed","(2a) intermediate vocational","","","",""
"Never","2004","Not Employed","(2c_gen) general maturity certificate","","","",""
"Never","2004","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"Never","2004","Not Employed","(3a) lower tertiary education","","","",""
"Never","2004","Not Employed","(3b) higher tertiary education","","","",""
"Never","2004","Employed","(0) in school","","","",""
"Never","2004","Employed","(1a) inadequately completed","","","",""
"Never","2004","Employed","(1b) general elementary school","","","",""
"Never","2004","Employed","(1c) basic vocational qualification","","","",""
"Never","2004","Employed","(2b) intermediate general qualification","","","",""
"Never","2004","Employed","(2a) intermediate vocational","","","",""
"Never","2004","Employed","(2c_gen) general maturity certificate","","","",""
"Never","2004","Employed","(2c_voc) vocational maturity certificate","","","",""
"Never","2004","Employed","(3a) lower tertiary education","","","",""
"Never","2004","Employed","(3b) higher tertiary education","","","",""
"Very often","2005","Not Employed","(0) in school","","","",""
"Very often","2005","Not Employed","(1a) inadequately completed","","","",""
"Very often","2005","Not Employed","(1b) general elementary school","","","",""
"Very often","2005","Not Employed","(1c) basic vocational qualification","","","",""
"Very often","2005","Not Employed","(2b) intermediate general qualification","","","",""
"Very often","2005","Not Employed","(2a) intermediate vocational","","","",""
"Very often","2005","Not Employed","(2c_gen) general maturity certificate","","","",""
"Very often","2005","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"Very often","2005","Not Employed","(3a) lower tertiary education","","","",""
"Very often","2005","Not Employed","(3b) higher tertiary education","","","",""
"Very often","2005","Employed","(0) in school","","","",""
"Very often","2005","Employed","(1a) inadequately completed","","","",""
"Very often","2005","Employed","(1b) general elementary school","","","",""
"Very often","2005","Employed","(1c) basic vocational qualification","","","",""
"Very often","2005","Employed","(2b) intermediate general qualification","","","",""
"Very often","2005","Employed","(2a) intermediate vocational","","","",""
"Very often","2005","Employed","(2c_gen) general maturity certificate","","","",""
"Very often","2005","Employed","(2c_voc) vocational maturity certificate","","","",""
"Very often","2005","Employed","(3a) lower tertiary education","","","",""
"Very often","2005","Employed","(3b) higher tertiary education","","","",""
"Often","2005","Not Employed","(0) in school","","","",""
"Often","2005","Not Employed","(1a) inadequately completed","","","",""
"Often","2005","Not Employed","(1b) general elementary school","","","",""
"Often","2005","Not Employed","(1c) basic vocational qualification","","","",""
"Often","2005","Not Employed","(2b) intermediate general qualification","","","",""
"Often","2005","Not Employed","(2a) intermediate vocational","","","",""
"Often","2005","Not Employed","(2c_gen) general maturity certificate","","","",""
"Often","2005","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"Often","2005","Not Employed","(3a) lower tertiary education","","","",""
"Often","2005","Not Employed","(3b) higher tertiary education","","","",""
"Often","2005","Employed","(0) in school","","","",""
"Often","2005","Employed","(1a) inadequately completed","","","",""
"Often","2005","Employed","(1b) general elementary school","","","",""
"Often","2005","Employed","(1c) basic vocational qualification","","","",""
"Often","2005","Employed","(2b) intermediate general qualification","","","",""
"Often","2005","Employed","(2a) intermediate vocational","","","",""
"Often","2005","Employed","(2c_gen) general maturity certificate","","","",""
"Often","2005","Employed","(2c_voc) vocational maturity certificate","","","",""
"Often","2005","Employed","(3a) lower tertiary education","","","",""
"Often","2005","Employed","(3b) higher tertiary education","","","",""
"Sometimes","2005","Not Employed","(0) in school","","","",""
"Sometimes","2005","Not Employed","(1a) inadequately completed","","","",""
"Sometimes","2005","Not Employed","(1b) general elementary school","","","",""
"Sometimes","2005","Not Employed","(1c) basic vocational qualification","","","",""
"Sometimes","2005","Not Employed","(2b) intermediate general qualification","","","",""
"Sometimes","2005","Not Employed","(2a) intermediate vocational","","","",""
"Sometimes","2005","Not Employed","(2c_gen) general maturity certificate","","","",""
"Sometimes","2005","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"Sometimes","2005","Not Employed","(3a) lower tertiary education","","","",""
"Sometimes","2005","Not Employed","(3b) higher tertiary education","","","",""
"Sometimes","2005","Employed","(0) in school","","","",""
"Sometimes","2005","Employed","(1a) inadequately completed","","","",""
"Sometimes","2005","Employed","(1b) general elementary school","","","",""
"Sometimes","2005","Employed","(1c) basic vocational qualification","","","",""
"Sometimes","2005","Employed","(2b) intermediate general qualification","","","",""
"Sometimes","2005","Employed","(2a) intermediate vocational","","","",""
"Sometimes","2005","Employed","(2c_gen) general maturity certificate","","","",""
"Sometimes","2005","Employed","(2c_voc) vocational maturity certificate","","","",""
"Sometimes","2005","Employed","(3a) lower tertiary education","","","",""
"Sometimes","2005","Employed","(3b) higher tertiary education","","","",""
"Rarely","2005","Not Employed","(0) in school","","","",""
"Rarely","2005","Not Employed","(1a) inadequately completed","","","",""
"Rarely","2005","Not Employed","(1b) general elementary school","","","",""
"Rarely","2005","Not Employed","(1c) basic vocational qualification","","","",""
"Rarely","2005","Not Employed","(2b) intermediate general qualification","","","",""
"Rarely","2005","Not Employed","(2a) intermediate vocational","","","",""
"Rarely","2005","Not Employed","(2c_gen) general maturity certificate","","","",""
"Rarely","2005","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"Rarely","2005","Not Employed","(3a) lower tertiary education","","","",""
"Rarely","2005","Not Employed","(3b) higher tertiary education","","","",""
"Rarely","2005","Employed","(0) in school","","","",""
"Rarely","2005","Employed","(1a) inadequately completed","","","",""
"Rarely","2005","Employed","(1b) general elementary school","","","",""
"Rarely","2005","Employed","(1c) basic vocational qualification","","","",""
"Rarely","2005","Employed","(2b) intermediate general qualification","","","",""
"Rarely","2005","Employed","(2a) intermediate vocational","","","",""
"Rarely","2005","Employed","(2c_gen) general maturity certificate","","","",""
"Rarely","2005","Employed","(2c_voc) vocational maturity certificate","","","",""
"Rarely","2005","Employed","(3a) lower tertiary education","","","",""
"Rarely","2005","Employed","(3b) higher tertiary education","","","",""
"Never","2005","Not Employed","(0) in school","","","",""
"Never","2005","Not Employed","(1a) inadequately completed","","","",""
"Never","2005","Not Employed","(1b) general elementary school","","","",""
"Never","2005","Not Employed","(1c) basic vocational qualification","","","",""
"Never","2005","Not Employed","(2b) intermediate general qualification","","","",""
"Never","2005","Not Employed","(2a) intermediate vocational","","","",""
"Never","2005","Not Employed","(2c_gen) general maturity certificate","","","",""
"Never","2005","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"Never","2005","Not Employed","(3a) lower tertiary education","","","",""
"Never","2005","Not Employed","(3b) higher tertiary education","","","",""
"Never","2005","Employed","(0) in school","","","",""
"Never","2005","Employed","(1a) inadequately completed","","","",""
"Never","2005","Employed","(1b) general elementary school","","","",""
"Never","2005","Employed","(1c) basic vocational qualification","","","",""
"Never","2005","Employed","(2b) intermediate general qualification","","","",""
"Never","2005","Employed","(2a) intermediate vocational","","","",""
"Never","2005","Employed","(2c_gen) general maturity certificate","","","",""
"Never","2005","Employed","(2c_voc) vocational maturity certificate","","","",""
"Never","2005","Employed","(3a) lower tertiary education","","","",""
"Never","2005","Employed","(3b) higher tertiary education","","","",""
"Very often","2006","Not Employed","(0) in school","","","",""
"Very often","2006","Not Employed","(1a) inadequately completed","","","",""
"Very often","2006","Not Employed","(1b) general elementary school","","","",""
"Very often","2006","Not Employed","(1c) basic vocational qualification","","","",""
"Very often","2006","Not Employed","(2b) intermediate general qualification","","","",""
"Very often","2006","Not Employed","(2a) intermediate vocational","","","",""
"Very often","2006","Not Employed","(2c_gen) general maturity certificate","","","",""
"Very often","2006","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"Very often","2006","Not Employed","(3a) lower tertiary education","","","",""
"Very often","2006","Not Employed","(3b) higher tertiary education","","","",""
"Very often","2006","Employed","(0) in school","","","",""
"Very often","2006","Employed","(1a) inadequately completed","","","",""
"Very often","2006","Employed","(1b) general elementary school","","","",""
"Very often","2006","Employed","(1c) basic vocational qualification","","","",""
"Very often","2006","Employed","(2b) intermediate general qualification","","","",""
"Very often","2006","Employed","(2a) intermediate vocational","","","",""
"Very often","2006","Employed","(2c_gen) general maturity certificate","","","",""
"Very often","2006","Employed","(2c_voc) vocational maturity certificate","","","",""
"Very often","2006","Employed","(3a) lower tertiary education","","","",""
"Very often","2006","Employed","(3b) higher tertiary education","","","",""
"Often","2006","Not Employed","(0) in school","","","",""
"Often","2006","Not Employed","(1a) inadequately completed","","","",""
"Often","2006","Not Employed","(1b) general elementary school","","","",""
"Often","2006","Not Employed","(1c) basic vocational qualification","","","",""
"Often","2006","Not Employed","(2b) intermediate general qualification","","","",""
"Often","2006","Not Employed","(2a) intermediate vocational","","","",""
"Often","2006","Not Employed","(2c_gen) general maturity certificate","","","",""
"Often","2006","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"Often","2006","Not Employed","(3a) lower tertiary education","","","",""
"Often","2006","Not Employed","(3b) higher tertiary education","","","",""
"Often","2006","Employed","(0) in school","","","",""
"Often","2006","Employed","(1a) inadequately completed","","","",""
"Often","2006","Employed","(1b) general elementary school","","","",""
"Often","2006","Employed","(1c) basic vocational qualification","","","",""
"Often","2006","Employed","(2b) intermediate general qualification","","","",""
"Often","2006","Employed","(2a) intermediate vocational","","","",""
"Often","2006","Employed","(2c_gen) general maturity certificate","","","",""
"Often","2006","Employed","(2c_voc) vocational maturity certificate","","","",""
"Often","2006","Employed","(3a) lower tertiary education","","","",""
"Often","2006","Employed","(3b) higher tertiary education","","","",""
"Sometimes","2006","Not Employed","(0) in school","","","",""
"Sometimes","2006","Not Employed","(1a) inadequately completed","","","",""
"Sometimes","2006","Not Employed","(1b) general elementary school","","","",""
"Sometimes","2006","Not Employed","(1c) basic vocational qualification","","","",""
"Sometimes","2006","Not Employed","(2b) intermediate general qualification","","","",""
"Sometimes","2006","Not Employed","(2a) intermediate vocational","","","",""
"Sometimes","2006","Not Employed","(2c_gen) general maturity certificate","","","",""
"Sometimes","2006","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"Sometimes","2006","Not Employed","(3a) lower tertiary education","","","",""
"Sometimes","2006","Not Employed","(3b) higher tertiary education","","","",""
"Sometimes","2006","Employed","(0) in school","","","",""
"Sometimes","2006","Employed","(1a) inadequately completed","","","",""
"Sometimes","2006","Employed","(1b) general elementary school","","","",""
"Sometimes","2006","Employed","(1c) basic vocational qualification","","","",""
"Sometimes","2006","Employed","(2b) intermediate general qualification","","","",""
"Sometimes","2006","Employed","(2a) intermediate vocational","","","",""
"Sometimes","2006","Employed","(2c_gen) general maturity certificate","","","",""
"Sometimes","2006","Employed","(2c_voc) vocational maturity certificate","","","",""
"Sometimes","2006","Employed","(3a) lower tertiary education","","","",""
"Sometimes","2006","Employed","(3b) higher tertiary education","","","",""
"Rarely","2006","Not Employed","(0) in school","","","",""
"Rarely","2006","Not Employed","(1a) inadequately completed","","","",""
"Rarely","2006","Not Employed","(1b) general elementary school","","","",""
"Rarely","2006","Not Employed","(1c) basic vocational qualification","","","",""
"Rarely","2006","Not Employed","(2b) intermediate general qualification","","","",""
"Rarely","2006","Not Employed","(2a) intermediate vocational","","","",""
"Rarely","2006","Not Employed","(2c_gen) general maturity certificate","","","",""
"Rarely","2006","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"Rarely","2006","Not Employed","(3a) lower tertiary education","","","",""
"Rarely","2006","Not Employed","(3b) higher tertiary education","","","",""
"Rarely","2006","Employed","(0) in school","","","",""
"Rarely","2006","Employed","(1a) inadequately completed","","","",""
"Rarely","2006","Employed","(1b) general elementary school","","","",""
"Rarely","2006","Employed","(1c) basic vocational qualification","","","",""
"Rarely","2006","Employed","(2b) intermediate general qualification","","","",""
"Rarely","2006","Employed","(2a) intermediate vocational","","","",""
"Rarely","2006","Employed","(2c_gen) general maturity certificate","","","",""
"Rarely","2006","Employed","(2c_voc) vocational maturity certificate","","","",""
"Rarely","2006","Employed","(3a) lower tertiary education","","","",""
"Rarely","2006","Employed","(3b) higher tertiary education","","","",""
"Never","2006","Not Employed","(0) in school","","","",""
"Never","2006","Not Employed","(1a) inadequately completed","","","",""
"Never","2006","Not Employed","(1b) general elementary school","","","",""
"Never","2006","Not Employed","(1c) basic vocational qualification","","","",""
"Never","2006","Not Employed","(2b) intermediate general qualification","","","",""
"Never","2006","Not Employed","(2a) intermediate vocational","","","",""
"Never","2006","Not Employed","(2c_gen) general maturity certificate","","","",""
"Never","2006","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"Never","2006","Not Employed","(3a) lower tertiary education","","","",""
"Never","2006","Not Employed","(3b) higher tertiary education","","","",""
"Never","2006","Employed","(0) in school","","","",""
"Never","2006","Employed","(1a) inadequately completed","","","",""
"Never","2006","Employed","(1b) general elementary school","","","",""
"Never","2006","Employed","(1c) basic vocational qualification","","","",""
"Never","2006","Employed","(2b) intermediate general qualification","","","",""
"Never","2006","Employed","(2a) intermediate vocational","","","",""
"Never","2006","Employed","(2c_gen) general maturity certificate","","","",""
