"pld0043","year","e11103","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Sometimes","2003","Full Time","1-pers.-HH","422","0.392989693388975","0.363820202294282","0.422159184483668"
"Sometimes","2003","Full Time","(Married) couple without C. ","950","0.369079552825929","0.350133385604324","0.388025720047534"
"Sometimes","2003","Full Time","Single parent ","146","0.379445441285879","0.331951243154854","0.426939639416904"
"Sometimes","2003","Full Time","Couple + C. LE 16 ","908","0.406944962742721","0.386500172548119","0.427389752937323"
"Sometimes","2003","Full Time","Couple + C. GT 16 ","677","0.386400591397676","0.363501959317835","0.409299223477517"
"Sometimes","2003","Full Time","Couple + C. LE and GT 16","311","0.414514049475384","0.379740520382383","0.449287578568385"
"Sometimes","2003","Part Time","1-pers.-HH","155","0.330129744605057","0.286632415001663","0.373627074208451"
"Sometimes","2003","Part Time","(Married) couple without C. ","448","0.354169911553312","0.327709828878041","0.380629994228583"
"Sometimes","2003","Part Time","Single parent ","117","0.340954981713268","0.289964970190582","0.391944993235955"
"Sometimes","2003","Part Time","Couple + C. LE 16 ","588","0.432686975485951","0.40622863618312","0.459145314788781"
"Sometimes","2003","Part Time","Couple + C. GT 16 ","380","0.340383354042863","0.311459995683139","0.369306712402587"
"Sometimes","2003","Part Time","Couple + C. LE and GT 16","203","0.336670459702703","0.29760012709668","0.375740792308727"
"Sometimes","2003","Not Working","1-pers.-HH","295","0.204984547942275","0.184206131937734","0.225762963946817"
"Sometimes","2003","Not Working","(Married) couple without C. ","913","0.255975595192534","0.241571041447056","0.270380148938012"
"Sometimes","2003","Not Working","Single parent ","118","0.35079467875396","0.303187551846921","0.398401805660998"
"Sometimes","2003","Not Working","Couple + C. LE 16 ","303","0.366650981171029","0.333362182112481","0.399939780229578"
"Sometimes","2003","Not Working","Couple + C. GT 16 ","412","0.333008846594668","0.306107184655008","0.359910508534328"
"Sometimes","2003","Not Working","Couple + C. LE and GT 16","173","0.310173194523511","0.269709233184028","0.350637155862995"
"Rarely","2003","Full Time","1-pers.-HH","212","0.19160029677397","0.168095776007286","0.215104817540654"
"Rarely","2003","Full Time","(Married) couple without C. ","743","0.30516465041355","0.287085328539691","0.323243972287409"
"Rarely","2003","Full Time","Single parent ","112","0.271105433608949","0.227596606886854","0.314614260331043"
"Rarely","2003","Full Time","Couple + C. LE 16 ","626","0.280754680265375","0.262053485864125","0.299455874666626"
"Rarely","2003","Full Time","Couple + C. GT 16 ","490","0.271800142475253","0.250878377620586","0.292721907329921"
"Rarely","2003","Full Time","Couple + C. LE and GT 16","221","0.256211307605653","0.225397537769481","0.287025077441825"
"Rarely","2003","Part Time","1-pers.-HH","101","0.233581249064129","0.194445200929736","0.272717297198521"
"Rarely","2003","Part Time","(Married) couple without C. ","394","0.292090323000378","0.266932460617337","0.317248185383419"
"Rarely","2003","Part Time","Single parent ","61","0.190518876763231","0.14827620115362","0.232761552372842"
"Rarely","2003","Part Time","Couple + C. LE 16 ","328","0.232062662009159","0.209518722002267","0.254606602016052"
"Rarely","2003","Part Time","Couple + C. GT 16 ","257","0.263715622076549","0.236818272953663","0.290612971199434"
"Rarely","2003","Part Time","Couple + C. LE and GT 16","149","0.285515610081473","0.248174155230307","0.32285706493264"
"Rarely","2003","Not Working","1-pers.-HH","379","0.258098996978097","0.235575790020906","0.280622203935289"
"Rarely","2003","Not Working","(Married) couple without C. ","1152","0.323519197268832","0.308077867302709","0.338960527234955"
"Rarely","2003","Not Working","Single parent ","102","0.26787935968409","0.223700409642098","0.312058309726081"
"Rarely","2003","Not Working","Couple + C. LE 16 ","204","0.260489824862187","0.230170633809448","0.290809015914926"
"Rarely","2003","Not Working","Couple + C. GT 16 ","270","0.242401316785986","0.217940087336091","0.266862546235882"
"Rarely","2003","Not Working","Couple + C. LE and GT 16","84","0.181285874533073","0.147584752748514","0.214986996317632"
"Never","2003","Full Time","1-pers.-HH","101","0.0994026991200013","0.0815335180973066","0.117271880142696"
"Never","2003","Full Time","(Married) couple without C. ","272","0.126013332903182","0.112983623651075","0.139043042155289"
"Never","2003","Full Time","Single parent ","55","0.13797365140294","0.104218951290095","0.171728351515784"
"Never","2003","Full Time","Couple + C. LE 16 ","211","0.102527666891294","0.0899036260155046","0.115151707767083"
"Never","2003","Full Time","Couple + C. GT 16 ","166","0.0997248842055793","0.0856340217648239","0.113815746646335"
"Never","2003","Full Time","Couple + C. LE and GT 16","83","0.130487655606084","0.106711398287899","0.154263912924269"
"Never","2003","Part Time","1-pers.-HH","47","0.10694464702816","0.0783592890562029","0.135530005000116"
"Never","2003","Part Time","(Married) couple without C. ","177","0.168523935714767","0.147813849801721","0.189234021627812"
"Never","2003","Part Time","Single parent ","34","0.110583776132798","0.0768490428638287","0.144318509401767"
"Never","2003","Part Time","Couple + C. LE 16 ","96","0.0873495733202079","0.0722714629596363","0.102427683680779"
"Never","2003","Part Time","Couple + C. GT 16 ","82","0.107064402925751","0.0881909493871625","0.125937856464339"
"Never","2003","Part Time","Couple + C. LE and GT 16","43","0.089386451082143","0.0657989010400511","0.112974001124235"
"Never","2003","Not Working","1-pers.-HH","613","0.424123173346439","0.398685646061014","0.449560700631864"
"Never","2003","Not Working","(Married) couple without C. ","1172","0.341069247820404","0.325421634443141","0.356716861197668"
"Never","2003","Not Working","Single parent ","90","0.208409436135934","0.16788999634956","0.248928875922309"
"Never","2003","Not Working","Couple + C. LE 16 ","102","0.116983000128074","0.0947807975622023","0.139185202693945"
"Never","2003","Not Working","Couple + C. GT 16 ","192","0.18049885196419","0.158545381036761","0.202452322891619"
"Never","2003","Not Working","Couple + C. LE and GT 16","49","0.107538039548774","0.0804378613269327","0.134638217770615"
"Very often","2004","Full Time","1-pers.-HH","","","",""
"Very often","2004","Full Time","(Married) couple without C. ","","","",""
"Very often","2004","Full Time","Single parent ","","","",""
"Very often","2004","Full Time","Couple + C. LE 16 ","","","",""
"Very often","2004","Full Time","Couple + C. GT 16 ","","","",""
"Very often","2004","Full Time","Couple + C. LE and GT 16","","","",""
"Very often","2004","Part Time","1-pers.-HH","","","",""
"Very often","2004","Part Time","(Married) couple without C. ","","","",""
"Very often","2004","Part Time","Single parent ","","","",""
"Very often","2004","Part Time","Couple + C. LE 16 ","","","",""
"Very often","2004","Part Time","Couple + C. GT 16 ","","","",""
"Very often","2004","Part Time","Couple + C. LE and GT 16","","","",""
"Very often","2004","Not Working","1-pers.-HH","","","",""
"Very often","2004","Not Working","(Married) couple without C. ","","","",""
"Very often","2004","Not Working","Single parent ","","","",""
"Very often","2004","Not Working","Couple + C. LE 16 ","","","",""
"Very often","2004","Not Working","Couple + C. GT 16 ","","","",""
"Very often","2004","Not Working","Couple + C. LE and GT 16","","","",""
"Often","2004","Full Time","1-pers.-HH","","","",""
"Often","2004","Full Time","(Married) couple without C. ","","","",""
"Often","2004","Full Time","Single parent ","","","",""
"Often","2004","Full Time","Couple + C. LE 16 ","","","",""
"Often","2004","Full Time","Couple + C. GT 16 ","","","",""
"Often","2004","Full Time","Couple + C. LE and GT 16","","","",""
"Often","2004","Part Time","1-pers.-HH","","","",""
"Often","2004","Part Time","(Married) couple without C. ","","","",""
"Often","2004","Part Time","Single parent ","","","",""
"Often","2004","Part Time","Couple + C. LE 16 ","","","",""
"Often","2004","Part Time","Couple + C. GT 16 ","","","",""
"Often","2004","Part Time","Couple + C. LE and GT 16","","","",""
"Often","2004","Not Working","1-pers.-HH","","","",""
"Often","2004","Not Working","(Married) couple without C. ","","","",""
"Often","2004","Not Working","Single parent ","","","",""
"Often","2004","Not Working","Couple + C. LE 16 ","","","",""
"Often","2004","Not Working","Couple + C. GT 16 ","","","",""
"Often","2004","Not Working","Couple + C. LE and GT 16","","","",""
"Sometimes","2004","Full Time","1-pers.-HH","","","",""
"Sometimes","2004","Full Time","(Married) couple without C. ","","","",""
"Sometimes","2004","Full Time","Single parent ","","","",""
"Sometimes","2004","Full Time","Couple + C. LE 16 ","","","",""
"Sometimes","2004","Full Time","Couple + C. GT 16 ","","","",""
"Sometimes","2004","Full Time","Couple + C. LE and GT 16","","","",""
"Sometimes","2004","Part Time","1-pers.-HH","","","",""
"Sometimes","2004","Part Time","(Married) couple without C. ","","","",""
"Sometimes","2004","Part Time","Single parent ","","","",""
"Sometimes","2004","Part Time","Couple + C. LE 16 ","","","",""
"Sometimes","2004","Part Time","Couple + C. GT 16 ","","","",""
"Sometimes","2004","Part Time","Couple + C. LE and GT 16","","","",""
"Sometimes","2004","Not Working","1-pers.-HH","","","",""
"Sometimes","2004","Not Working","(Married) couple without C. ","","","",""
"Sometimes","2004","Not Working","Single parent ","","","",""
"Sometimes","2004","Not Working","Couple + C. LE 16 ","","","",""
"Sometimes","2004","Not Working","Couple + C. GT 16 ","","","",""
"Sometimes","2004","Not Working","Couple + C. LE and GT 16","","","",""
"Rarely","2004","Full Time","1-pers.-HH","","","",""
"Rarely","2004","Full Time","(Married) couple without C. ","","","",""
"Rarely","2004","Full Time","Single parent ","","","",""
"Rarely","2004","Full Time","Couple + C. LE 16 ","","","",""
"Rarely","2004","Full Time","Couple + C. GT 16 ","","","",""
"Rarely","2004","Full Time","Couple + C. LE and GT 16","","","",""
"Rarely","2004","Part Time","1-pers.-HH","","","",""
"Rarely","2004","Part Time","(Married) couple without C. ","","","",""
"Rarely","2004","Part Time","Single parent ","","","",""
"Rarely","2004","Part Time","Couple + C. LE 16 ","","","",""
"Rarely","2004","Part Time","Couple + C. GT 16 ","","","",""
"Rarely","2004","Part Time","Couple + C. LE and GT 16","","","",""
"Rarely","2004","Not Working","1-pers.-HH","","","",""
"Rarely","2004","Not Working","(Married) couple without C. ","","","",""
"Rarely","2004","Not Working","Single parent ","","","",""
"Rarely","2004","Not Working","Couple + C. LE 16 ","","","",""
"Rarely","2004","Not Working","Couple + C. GT 16 ","","","",""
"Rarely","2004","Not Working","Couple + C. LE and GT 16","","","",""
"Never","2004","Full Time","1-pers.-HH","","","",""
"Never","2004","Full Time","(Married) couple without C. ","","","",""
"Never","2004","Full Time","Single parent ","","","",""
"Never","2004","Full Time","Couple + C. LE 16 ","","","",""
"Never","2004","Full Time","Couple + C. GT 16 ","","","",""
"Never","2004","Full Time","Couple + C. LE and GT 16","","","",""
"Never","2004","Part Time","1-pers.-HH","","","",""
"Never","2004","Part Time","(Married) couple without C. ","","","",""
"Never","2004","Part Time","Single parent ","","","",""
"Never","2004","Part Time","Couple + C. LE 16 ","","","",""
"Never","2004","Part Time","Couple + C. GT 16 ","","","",""
"Never","2004","Part Time","Couple + C. LE and GT 16","","","",""
"Never","2004","Not Working","1-pers.-HH","","","",""
"Never","2004","Not Working","(Married) couple without C. ","","","",""
"Never","2004","Not Working","Single parent ","","","",""
"Never","2004","Not Working","Couple + C. LE 16 ","","","",""
"Never","2004","Not Working","Couple + C. GT 16 ","","","",""
"Never","2004","Not Working","Couple + C. LE and GT 16","","","",""
"Very often","2005","Full Time","1-pers.-HH","","","",""
"Very often","2005","Full Time","(Married) couple without C. ","","","",""
"Very often","2005","Full Time","Single parent ","","","",""
"Very often","2005","Full Time","Couple + C. LE 16 ","","","",""
"Very often","2005","Full Time","Couple + C. GT 16 ","","","",""
"Very often","2005","Full Time","Couple + C. LE and GT 16","","","",""
"Very often","2005","Part Time","1-pers.-HH","","","",""
"Very often","2005","Part Time","(Married) couple without C. ","","","",""
"Very often","2005","Part Time","Single parent ","","","",""
"Very often","2005","Part Time","Couple + C. LE 16 ","","","",""
"Very often","2005","Part Time","Couple + C. GT 16 ","","","",""
"Very often","2005","Part Time","Couple + C. LE and GT 16","","","",""
"Very often","2005","Not Working","1-pers.-HH","","","",""
"Very often","2005","Not Working","(Married) couple without C. ","","","",""
"Very often","2005","Not Working","Single parent ","","","",""
"Very often","2005","Not Working","Couple + C. LE 16 ","","","",""
"Very often","2005","Not Working","Couple + C. GT 16 ","","","",""
"Very often","2005","Not Working","Couple + C. LE and GT 16","","","",""
"Often","2005","Full Time","1-pers.-HH","","","",""
"Often","2005","Full Time","(Married) couple without C. ","","","",""
"Often","2005","Full Time","Single parent ","","","",""
"Often","2005","Full Time","Couple + C. LE 16 ","","","",""
"Often","2005","Full Time","Couple + C. GT 16 ","","","",""
"Often","2005","Full Time","Couple + C. LE and GT 16","","","",""
"Often","2005","Part Time","1-pers.-HH","","","",""
"Often","2005","Part Time","(Married) couple without C. ","","","",""
"Often","2005","Part Time","Single parent ","","","",""
"Often","2005","Part Time","Couple + C. LE 16 ","","","",""
"Often","2005","Part Time","Couple + C. GT 16 ","","","",""
"Often","2005","Part Time","Couple + C. LE and GT 16","","","",""
"Often","2005","Not Working","1-pers.-HH","","","",""
"Often","2005","Not Working","(Married) couple without C. ","","","",""
"Often","2005","Not Working","Single parent ","","","",""
"Often","2005","Not Working","Couple + C. LE 16 ","","","",""
"Often","2005","Not Working","Couple + C. GT 16 ","","","",""
"Often","2005","Not Working","Couple + C. LE and GT 16","","","",""
"Sometimes","2005","Full Time","1-pers.-HH","","","",""
"Sometimes","2005","Full Time","(Married) couple without C. ","","","",""
"Sometimes","2005","Full Time","Single parent ","","","",""
"Sometimes","2005","Full Time","Couple + C. LE 16 ","","","",""
"Sometimes","2005","Full Time","Couple + C. GT 16 ","","","",""
"Sometimes","2005","Full Time","Couple + C. LE and GT 16","","","",""
"Sometimes","2005","Part Time","1-pers.-HH","","","",""
"Sometimes","2005","Part Time","(Married) couple without C. ","","","",""
"Sometimes","2005","Part Time","Single parent ","","","",""
"Sometimes","2005","Part Time","Couple + C. LE 16 ","","","",""
"Sometimes","2005","Part Time","Couple + C. GT 16 ","","","",""
"Sometimes","2005","Part Time","Couple + C. LE and GT 16","","","",""
"Sometimes","2005","Not Working","1-pers.-HH","","","",""
"Sometimes","2005","Not Working","(Married) couple without C. ","","","",""
"Sometimes","2005","Not Working","Single parent ","","","",""
"Sometimes","2005","Not Working","Couple + C. LE 16 ","","","",""
"Sometimes","2005","Not Working","Couple + C. GT 16 ","","","",""
"Sometimes","2005","Not Working","Couple + C. LE and GT 16","","","",""
"Rarely","2005","Full Time","1-pers.-HH","","","",""
"Rarely","2005","Full Time","(Married) couple without C. ","","","",""
"Rarely","2005","Full Time","Single parent ","","","",""
"Rarely","2005","Full Time","Couple + C. LE 16 ","","","",""
"Rarely","2005","Full Time","Couple + C. GT 16 ","","","",""
"Rarely","2005","Full Time","Couple + C. LE and GT 16","","","",""
"Rarely","2005","Part Time","1-pers.-HH","","","",""
"Rarely","2005","Part Time","(Married) couple without C. ","","","",""
"Rarely","2005","Part Time","Single parent ","","","",""
"Rarely","2005","Part Time","Couple + C. LE 16 ","","","",""
"Rarely","2005","Part Time","Couple + C. GT 16 ","","","",""
"Rarely","2005","Part Time","Couple + C. LE and GT 16","","","",""
"Rarely","2005","Not Working","1-pers.-HH","","","",""
"Rarely","2005","Not Working","(Married) couple without C. ","","","",""
"Rarely","2005","Not Working","Single parent ","","","",""
"Rarely","2005","Not Working","Couple + C. LE 16 ","","","",""
"Rarely","2005","Not Working","Couple + C. GT 16 ","","","",""
"Rarely","2005","Not Working","Couple + C. LE and GT 16","","","",""
"Never","2005","Full Time","1-pers.-HH","","","",""
"Never","2005","Full Time","(Married) couple without C. ","","","",""
"Never","2005","Full Time","Single parent ","","","",""
"Never","2005","Full Time","Couple + C. LE 16 ","","","",""
"Never","2005","Full Time","Couple + C. GT 16 ","","","",""
"Never","2005","Full Time","Couple + C. LE and GT 16","","","",""
"Never","2005","Part Time","1-pers.-HH","","","",""
"Never","2005","Part Time","(Married) couple without C. ","","","",""
"Never","2005","Part Time","Single parent ","","","",""
"Never","2005","Part Time","Couple + C. LE 16 ","","","",""
"Never","2005","Part Time","Couple + C. GT 16 ","","","",""
"Never","2005","Part Time","Couple + C. LE and GT 16","","","",""
"Never","2005","Not Working","1-pers.-HH","","","",""
"Never","2005","Not Working","(Married) couple without C. ","","","",""
"Never","2005","Not Working","Single parent ","","","",""
"Never","2005","Not Working","Couple + C. LE 16 ","","","",""
"Never","2005","Not Working","Couple + C. GT 16 ","","","",""
"Never","2005","Not Working","Couple + C. LE and GT 16","","","",""
"Very often","2006","Full Time","1-pers.-HH","","","",""
"Very often","2006","Full Time","(Married) couple without C. ","","","",""
"Very often","2006","Full Time","Single parent ","","","",""
"Very often","2006","Full Time","Couple + C. LE 16 ","","","",""
"Very often","2006","Full Time","Couple + C. GT 16 ","","","",""
"Very often","2006","Full Time","Couple + C. LE and GT 16","","","",""
"Very often","2006","Part Time","1-pers.-HH","","","",""
"Very often","2006","Part Time","(Married) couple without C. ","","","",""
"Very often","2006","Part Time","Single parent ","","","",""
"Very often","2006","Part Time","Couple + C. LE 16 ","","","",""
"Very often","2006","Part Time","Couple + C. GT 16 ","","","",""
"Very often","2006","Part Time","Couple + C. LE and GT 16","","","",""
"Very often","2006","Not Working","1-pers.-HH","","","",""
"Very often","2006","Not Working","(Married) couple without C. ","","","",""
"Very often","2006","Not Working","Single parent ","","","",""
"Very often","2006","Not Working","Couple + C. LE 16 ","","","",""
"Very often","2006","Not Working","Couple + C. GT 16 ","","","",""
"Very often","2006","Not Working","Couple + C. LE and GT 16","","","",""
"Often","2006","Full Time","1-pers.-HH","","","",""
"Often","2006","Full Time","(Married) couple without C. ","","","",""
"Often","2006","Full Time","Single parent ","","","",""
"Often","2006","Full Time","Couple + C. LE 16 ","","","",""
"Often","2006","Full Time","Couple + C. GT 16 ","","","",""
"Often","2006","Full Time","Couple + C. LE and GT 16","","","",""
"Often","2006","Part Time","1-pers.-HH","","","",""
"Often","2006","Part Time","(Married) couple without C. ","","","",""
"Often","2006","Part Time","Single parent ","","","",""
"Often","2006","Part Time","Couple + C. LE 16 ","","","",""
"Often","2006","Part Time","Couple + C. GT 16 ","","","",""
"Often","2006","Part Time","Couple + C. LE and GT 16","","","",""
"Often","2006","Not Working","1-pers.-HH","","","",""
"Often","2006","Not Working","(Married) couple without C. ","","","",""
"Often","2006","Not Working","Single parent ","","","",""
"Often","2006","Not Working","Couple + C. LE 16 ","","","",""
"Often","2006","Not Working","Couple + C. GT 16 ","","","",""
"Often","2006","Not Working","Couple + C. LE and GT 16","","","",""
"Sometimes","2006","Full Time","1-pers.-HH","","","",""
"Sometimes","2006","Full Time","(Married) couple without C. ","","","",""
"Sometimes","2006","Full Time","Single parent ","","","",""
"Sometimes","2006","Full Time","Couple + C. LE 16 ","","","",""
"Sometimes","2006","Full Time","Couple + C. GT 16 ","","","",""
"Sometimes","2006","Full Time","Couple + C. LE and GT 16","","","",""
"Sometimes","2006","Part Time","1-pers.-HH","","","",""
"Sometimes","2006","Part Time","(Married) couple without C. ","","","",""
"Sometimes","2006","Part Time","Single parent ","","","",""
"Sometimes","2006","Part Time","Couple + C. LE 16 ","","","",""
"Sometimes","2006","Part Time","Couple + C. GT 16 ","","","",""
"Sometimes","2006","Part Time","Couple + C. LE and GT 16","","","",""
"Sometimes","2006","Not Working","1-pers.-HH","","","",""
"Sometimes","2006","Not Working","(Married) couple without C. ","","","",""
"Sometimes","2006","Not Working","Single parent ","","","",""
"Sometimes","2006","Not Working","Couple + C. LE 16 ","","","",""
"Sometimes","2006","Not Working","Couple + C. GT 16 ","","","",""
"Sometimes","2006","Not Working","Couple + C. LE and GT 16","","","",""
"Rarely","2006","Full Time","1-pers.-HH","","","",""
"Rarely","2006","Full Time","(Married) couple without C. ","","","",""
"Rarely","2006","Full Time","Single parent ","","","",""
"Rarely","2006","Full Time","Couple + C. LE 16 ","","","",""
"Rarely","2006","Full Time","Couple + C. GT 16 ","","","",""
"Rarely","2006","Full Time","Couple + C. LE and GT 16","","","",""
"Rarely","2006","Part Time","1-pers.-HH","","","",""
"Rarely","2006","Part Time","(Married) couple without C. ","","","",""
"Rarely","2006","Part Time","Single parent ","","","",""
"Rarely","2006","Part Time","Couple + C. LE 16 ","","","",""
"Rarely","2006","Part Time","Couple + C. GT 16 ","","","",""
"Rarely","2006","Part Time","Couple + C. LE and GT 16","","","",""
"Rarely","2006","Not Working","1-pers.-HH","","","",""
"Rarely","2006","Not Working","(Married) couple without C. ","","","",""
"Rarely","2006","Not Working","Single parent ","","","",""
"Rarely","2006","Not Working","Couple + C. LE 16 ","","","",""
"Rarely","2006","Not Working","Couple + C. GT 16 ","","","",""
"Rarely","2006","Not Working","Couple + C. LE and GT 16","","","",""
"Never","2006","Full Time","1-pers.-HH","","","",""
"Never","2006","Full Time","(Married) couple without C. ","","","",""
"Never","2006","Full Time","Single parent ","","","",""
"Never","2006","Full Time","Couple + C. LE 16 ","","","",""
"Never","2006","Full Time","Couple + C. GT 16 ","","","",""
"Never","2006","Full Time","Couple + C. LE and GT 16","","","",""
"Never","2006","Part Time","1-pers.-HH","","","",""
"Never","2006","Part Time","(Married) couple without C. ","","","",""
"Never","2006","Part Time","Single parent ","","","",""
"Never","2006","Part Time","Couple + C. LE 16 ","","","",""
"Never","2006","Part Time","Couple + C. GT 16 ","","","",""
"Never","2006","Part Time","Couple + C. LE and GT 16","","","",""
"Never","2006","Not Working","1-pers.-HH","","","",""
"Never","2006","Not Working","(Married) couple without C. ","","","",""
"Never","2006","Not Working","Single parent ","","","",""
"Never","2006","Not Working","Couple + C. LE 16 ","","","",""
"Never","2006","Not Working","Couple + C. GT 16 ","","","",""
"Never","2006","Not Working","Couple + C. LE and GT 16","","","",""
"Very often","2007","Full Time","1-pers.-HH","","","",""
"Very often","2007","Full Time","(Married) couple without C. ","","","",""
"Very often","2007","Full Time","Single parent ","","","",""
"Very often","2007","Full Time","Couple + C. LE 16 ","","","",""
"Very often","2007","Full Time","Couple + C. GT 16 ","","","",""
"Very often","2007","Full Time","Couple + C. LE and GT 16","","","",""
"Very often","2007","Part Time","1-pers.-HH","","","",""
"Very often","2007","Part Time","(Married) couple without C. ","","","",""
"Very often","2007","Part Time","Single parent ","","","",""
"Very often","2007","Part Time","Couple + C. LE 16 ","","","",""
"Very often","2007","Part Time","Couple + C. GT 16 ","","","",""
"Very often","2007","Part Time","Couple + C. LE and GT 16","","","",""
"Very often","2007","Not Working","1-pers.-HH","","","",""
"Very often","2007","Not Working","(Married) couple without C. ","","","",""
"Very often","2007","Not Working","Single parent ","","","",""
"Very often","2007","Not Working","Couple + C. LE 16 ","","","",""
"Very often","2007","Not Working","Couple + C. GT 16 ","","","",""
"Very often","2007","Not Working","Couple + C. LE and GT 16","","","",""
"Often","2007","Full Time","1-pers.-HH","","","",""
"Often","2007","Full Time","(Married) couple without C. ","","","",""
"Often","2007","Full Time","Single parent ","","","",""
"Often","2007","Full Time","Couple + C. LE 16 ","","","",""
"Often","2007","Full Time","Couple + C. GT 16 ","","","",""
"Often","2007","Full Time","Couple + C. LE and GT 16","","","",""
"Often","2007","Part Time","1-pers.-HH","","","",""
"Often","2007","Part Time","(Married) couple without C. ","","","",""
"Often","2007","Part Time","Single parent ","","","",""
"Often","2007","Part Time","Couple + C. LE 16 ","","","",""
"Often","2007","Part Time","Couple + C. GT 16 ","","","",""
"Often","2007","Part Time","Couple + C. LE and GT 16","","","",""
"Often","2007","Not Working","1-pers.-HH","","","",""
"Often","2007","Not Working","(Married) couple without C. ","","","",""
"Often","2007","Not Working","Single parent ","","","",""
"Often","2007","Not Working","Couple + C. LE 16 ","","","",""
"Often","2007","Not Working","Couple + C. GT 16 ","","","",""
"Often","2007","Not Working","Couple + C. LE and GT 16","","","",""
"Sometimes","2007","Full Time","1-pers.-HH","","","",""
"Sometimes","2007","Full Time","(Married) couple without C. ","","","",""
"Sometimes","2007","Full Time","Single parent ","","","",""
"Sometimes","2007","Full Time","Couple + C. LE 16 ","","","",""
"Sometimes","2007","Full Time","Couple + C. GT 16 ","","","",""
"Sometimes","2007","Full Time","Couple + C. LE and GT 16","","","",""
"Sometimes","2007","Part Time","1-pers.-HH","","","",""
"Sometimes","2007","Part Time","(Married) couple without C. ","","","",""
"Sometimes","2007","Part Time","Single parent ","","","",""
"Sometimes","2007","Part Time","Couple + C. LE 16 ","","","",""
"Sometimes","2007","Part Time","Couple + C. GT 16 ","","","",""
"Sometimes","2007","Part Time","Couple + C. LE and GT 16","","","",""
"Sometimes","2007","Not Working","1-pers.-HH","","","",""
