"pld0043","year","bula_h","e11102","n","percent","lower_confidence","upper_confidence"
"Very often","2012","North Rhine-Westphalia","Not Employed","","","",""
"Very often","2012","North Rhine-Westphalia","Employed","","","",""
"Very often","2012","Hesse","Not Employed","","","",""
"Very often","2012","Hesse","Employed","","","",""
"Very often","2012","Rhineland-Palatinate,Saarland","Not Employed","","","",""
"Very often","2012","Rhineland-Palatinate,Saarland","Employed","","","",""
"Very often","2012","Baden-Württemberg","Not Employed","","","",""
"Very often","2012","Baden-Württemberg","Employed","","","",""
"Very often","2012","Bavaria","Not Employed","","","",""
"Very often","2012","Bavaria","Employed","","","",""
"Very often","2012","Berlin","Not Employed","","","",""
"Very often","2012","Berlin","Employed","","","",""
"Very often","2012","Brandenburg","Not Employed","","","",""
"Very often","2012","Brandenburg","Employed","","","",""
"Very often","2012","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Very often","2012","Mecklenburg-Western Pomerania","Employed","","","",""
"Very often","2012","Saxony","Not Employed","","","",""
"Very often","2012","Saxony","Employed","","","",""
"Very often","2012","Saxony-Anhalt","Not Employed","","","",""
"Very often","2012","Saxony-Anhalt","Employed","","","",""
"Very often","2012","Thuringia","Not Employed","","","",""
"Very often","2012","Thuringia","Employed","","","",""
"Often","2012","Schleswig-Holstein","Not Employed","","","",""
"Often","2012","Schleswig-Holstein","Employed","","","",""
"Often","2012","Hamburg","Not Employed","","","",""
"Often","2012","Hamburg","Employed","","","",""
"Often","2012","Lower Saxony","Not Employed","","","",""
"Often","2012","Lower Saxony","Employed","","","",""
"Often","2012","Bremen","Not Employed","","","",""
"Often","2012","Bremen","Employed","","","",""
"Often","2012","North Rhine-Westphalia","Not Employed","","","",""
"Often","2012","North Rhine-Westphalia","Employed","","","",""
"Often","2012","Hesse","Not Employed","","","",""
"Often","2012","Hesse","Employed","","","",""
"Often","2012","Rhineland-Palatinate,Saarland","Not Employed","","","",""
"Often","2012","Rhineland-Palatinate,Saarland","Employed","","","",""
"Often","2012","Baden-Württemberg","Not Employed","","","",""
"Often","2012","Baden-Württemberg","Employed","","","",""
"Often","2012","Bavaria","Not Employed","","","",""
"Often","2012","Bavaria","Employed","","","",""
"Often","2012","Berlin","Not Employed","","","",""
"Often","2012","Berlin","Employed","","","",""
"Often","2012","Brandenburg","Not Employed","","","",""
"Often","2012","Brandenburg","Employed","","","",""
"Often","2012","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Often","2012","Mecklenburg-Western Pomerania","Employed","","","",""
"Often","2012","Saxony","Not Employed","","","",""
"Often","2012","Saxony","Employed","","","",""
"Often","2012","Saxony-Anhalt","Not Employed","","","",""
"Often","2012","Saxony-Anhalt","Employed","","","",""
"Often","2012","Thuringia","Not Employed","","","",""
"Often","2012","Thuringia","Employed","","","",""
"Sometimes","2012","Schleswig-Holstein","Not Employed","","","",""
"Sometimes","2012","Schleswig-Holstein","Employed","","","",""
"Sometimes","2012","Hamburg","Not Employed","","","",""
"Sometimes","2012","Hamburg","Employed","","","",""
"Sometimes","2012","Lower Saxony","Not Employed","","","",""
"Sometimes","2012","Lower Saxony","Employed","","","",""
"Sometimes","2012","Bremen","Not Employed","","","",""
"Sometimes","2012","Bremen","Employed","","","",""
"Sometimes","2012","North Rhine-Westphalia","Not Employed","","","",""
"Sometimes","2012","North Rhine-Westphalia","Employed","","","",""
"Sometimes","2012","Hesse","Not Employed","","","",""
"Sometimes","2012","Hesse","Employed","","","",""
"Sometimes","2012","Rhineland-Palatinate,Saarland","Not Employed","","","",""
"Sometimes","2012","Rhineland-Palatinate,Saarland","Employed","","","",""
"Sometimes","2012","Baden-Württemberg","Not Employed","","","",""
"Sometimes","2012","Baden-Württemberg","Employed","","","",""
"Sometimes","2012","Bavaria","Not Employed","","","",""
"Sometimes","2012","Bavaria","Employed","","","",""
"Sometimes","2012","Berlin","Not Employed","","","",""
"Sometimes","2012","Berlin","Employed","","","",""
"Sometimes","2012","Brandenburg","Not Employed","","","",""
"Sometimes","2012","Brandenburg","Employed","","","",""
"Sometimes","2012","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Sometimes","2012","Mecklenburg-Western Pomerania","Employed","","","",""
"Sometimes","2012","Saxony","Not Employed","","","",""
"Sometimes","2012","Saxony","Employed","","","",""
"Sometimes","2012","Saxony-Anhalt","Not Employed","","","",""
"Sometimes","2012","Saxony-Anhalt","Employed","","","",""
"Sometimes","2012","Thuringia","Not Employed","","","",""
"Sometimes","2012","Thuringia","Employed","","","",""
"Rarely","2012","Schleswig-Holstein","Not Employed","","","",""
"Rarely","2012","Schleswig-Holstein","Employed","","","",""
"Rarely","2012","Hamburg","Not Employed","","","",""
"Rarely","2012","Hamburg","Employed","","","",""
"Rarely","2012","Lower Saxony","Not Employed","","","",""
"Rarely","2012","Lower Saxony","Employed","","","",""
"Rarely","2012","Bremen","Not Employed","","","",""
"Rarely","2012","Bremen","Employed","","","",""
"Rarely","2012","North Rhine-Westphalia","Not Employed","","","",""
"Rarely","2012","North Rhine-Westphalia","Employed","","","",""
"Rarely","2012","Hesse","Not Employed","","","",""
"Rarely","2012","Hesse","Employed","","","",""
"Rarely","2012","Rhineland-Palatinate,Saarland","Not Employed","","","",""
"Rarely","2012","Rhineland-Palatinate,Saarland","Employed","","","",""
"Rarely","2012","Baden-Württemberg","Not Employed","","","",""
"Rarely","2012","Baden-Württemberg","Employed","","","",""
"Rarely","2012","Bavaria","Not Employed","","","",""
"Rarely","2012","Bavaria","Employed","","","",""
"Rarely","2012","Berlin","Not Employed","","","",""
"Rarely","2012","Berlin","Employed","","","",""
"Rarely","2012","Brandenburg","Not Employed","","","",""
"Rarely","2012","Brandenburg","Employed","","","",""
"Rarely","2012","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Rarely","2012","Mecklenburg-Western Pomerania","Employed","","","",""
"Rarely","2012","Saxony","Not Employed","","","",""
"Rarely","2012","Saxony","Employed","","","",""
"Rarely","2012","Saxony-Anhalt","Not Employed","","","",""
"Rarely","2012","Saxony-Anhalt","Employed","","","",""
"Rarely","2012","Thuringia","Not Employed","","","",""
"Rarely","2012","Thuringia","Employed","","","",""
"Never","2012","Schleswig-Holstein","Not Employed","","","",""
"Never","2012","Schleswig-Holstein","Employed","","","",""
"Never","2012","Hamburg","Not Employed","","","",""
"Never","2012","Hamburg","Employed","","","",""
"Never","2012","Lower Saxony","Not Employed","","","",""
"Never","2012","Lower Saxony","Employed","","","",""
"Never","2012","Bremen","Not Employed","","","",""
"Never","2012","Bremen","Employed","","","",""
"Never","2012","North Rhine-Westphalia","Not Employed","","","",""
"Never","2012","North Rhine-Westphalia","Employed","","","",""
"Never","2012","Hesse","Not Employed","","","",""
"Never","2012","Hesse","Employed","","","",""
"Never","2012","Rhineland-Palatinate,Saarland","Not Employed","","","",""
"Never","2012","Rhineland-Palatinate,Saarland","Employed","","","",""
"Never","2012","Baden-Württemberg","Not Employed","","","",""
"Never","2012","Baden-Württemberg","Employed","","","",""
"Never","2012","Bavaria","Not Employed","","","",""
"Never","2012","Bavaria","Employed","","","",""
"Never","2012","Berlin","Not Employed","","","",""
"Never","2012","Berlin","Employed","","","",""
"Never","2012","Brandenburg","Not Employed","","","",""
"Never","2012","Brandenburg","Employed","","","",""
"Never","2012","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Never","2012","Mecklenburg-Western Pomerania","Employed","","","",""
"Never","2012","Saxony","Not Employed","","","",""
"Never","2012","Saxony","Employed","","","",""
"Never","2012","Saxony-Anhalt","Not Employed","","","",""
"Never","2012","Saxony-Anhalt","Employed","","","",""
"Never","2012","Thuringia","Not Employed","","","",""
"Never","2012","Thuringia","Employed","","","",""
"Very often","2013","Schleswig-Holstein","Not Employed","12","","",""
"Very often","2013","Schleswig-Holstein","Employed","12","","",""
"Very often","2013","Hamburg","Not Employed","6","","",""
"Very often","2013","Hamburg","Employed","9","","",""
"Very often","2013","Lower Saxony","Not Employed","21","","",""
"Very often","2013","Lower Saxony","Employed","46","0.0277277129092343","0.0196240153857821","0.0358314104326865"
"Very often","2013","Bremen","Not Employed","2","","",""
"Very often","2013","Bremen","Employed","1","","",""
"Very often","2013","North Rhine-Westphalia","Not Employed","45","0.0238496574881442","0.0167693830008421","0.0309299319754464"
"Very often","2013","North Rhine-Westphalia","Employed","91","0.0278597126592371","0.0222709770851858","0.0334484482332884"
"Very often","2013","Hesse","Not Employed","20","","",""
"Very often","2013","Hesse","Employed","46","0.0325022172446286","0.0224227251791763","0.0425817093100809"
"Very often","2013","Rhineland-Palatinate,Saarland","Not Employed","11","","",""
"Very often","2013","Rhineland-Palatinate,Saarland","Employed","20","","",""
"Very often","2013","Baden-Württemberg","Not Employed","18","","",""
"Very often","2013","Baden-Württemberg","Employed","64","0.0243396436472365","0.0177187213954072","0.0309605658990658"
"Very often","2013","Bavaria","Not Employed","23","","",""
"Very often","2013","Bavaria","Employed","90","0.0353443349413798","0.0284680435351759","0.0422206263475838"
"Very often","2013","Berlin","Not Employed","11","","",""
"Very often","2013","Berlin","Employed","23","","",""
"Very often","2013","Brandenburg","Not Employed","9","","",""
"Very often","2013","Brandenburg","Employed","16","","",""
"Very often","2013","Mecklenburg-Western Pomerania","Not Employed","6","","",""
"Very often","2013","Mecklenburg-Western Pomerania","Employed","7","","",""
"Very often","2013","Saxony","Not Employed","12","","",""
"Very often","2013","Saxony","Employed","22","","",""
"Very often","2013","Saxony-Anhalt","Not Employed","2","","",""
"Very often","2013","Saxony-Anhalt","Employed","10","","",""
"Very often","2013","Thuringia","Not Employed","9","","",""
"Very often","2013","Thuringia","Employed","11","","",""
"Often","2013","Schleswig-Holstein","Not Employed","42","0.142853567717483","0.103453240078738","0.182253895356228"
"Often","2013","Schleswig-Holstein","Employed","105","0.170447520384829","0.140334663747001","0.200560377022657"
"Often","2013","Hamburg","Not Employed","18","","",""
"Often","2013","Hamburg","Employed","55","0.234739088134394","0.183221100669836","0.286257075598952"
"Often","2013","Lower Saxony","Not Employed","99","0.0798586511083807","0.0619180680563148","0.0977992341604466"
"Often","2013","Lower Saxony","Employed","254","0.166117625439729","0.14774833001318","0.184486920866278"
"Often","2013","Bremen","Not Employed","9","","",""
"Often","2013","Bremen","Employed","24","","",""
"Often","2013","North Rhine-Westphalia","Not Employed","262","0.119548710148723","0.104493882763146","0.1346035375343"
"Often","2013","North Rhine-Westphalia","Employed","607","0.189675076299624","0.17636147623141","0.202988676367838"
"Often","2013","Hesse","Not Employed","61","0.0760581875496936","0.0540433345383641","0.0980730405610231"
"Often","2013","Hesse","Employed","237","0.198201639932299","0.175542502823731","0.220860777040866"
"Often","2013","Rhineland-Palatinate,Saarland","Not Employed","72","0.112229596792314","0.0845622749996596","0.139896918584967"
"Often","2013","Rhineland-Palatinate,Saarland","Employed","178","0.195748252930815","0.169768259315921","0.221728246545709"
"Often","2013","Baden-Württemberg","Not Employed","134","0.109929392034682","0.0899009375143475","0.129957846555016"
"Often","2013","Baden-Württemberg","Employed","387","0.173229560523388","0.156969748409729","0.189489372637048"
"Often","2013","Bavaria","Not Employed","147","0.106966740344533","0.0899079298212542","0.124025550867812"
"Often","2013","Bavaria","Employed","537","0.180589511282168","0.166264161754758","0.194914860809579"
"Often","2013","Berlin","Not Employed","59","0.141594253052765","0.104912297922704","0.178276208182827"
"Often","2013","Berlin","Employed","127","0.202618891291519","0.171477999712248","0.233759782870789"
"Often","2013","Brandenburg","Not Employed","38","0.0852515104693377","0.0587020611350497","0.111800959803626"
"Often","2013","Brandenburg","Employed","91","0.128199412260138","0.101449395305023","0.154949429215252"
"Often","2013","Mecklenburg-Western Pomerania","Not Employed","23","","",""
"Often","2013","Mecklenburg-Western Pomerania","Employed","57","0.138354095425626","0.102538316007663","0.174169874843589"
"Often","2013","Saxony","Not Employed","74","0.10326156674474","0.0792895256595243","0.127233607829955"
"Often","2013","Saxony","Employed","150","0.143633509745823","0.12285104038594","0.164415979105705"
"Often","2013","Saxony-Anhalt","Not Employed","26","","",""
"Often","2013","Saxony-Anhalt","Employed","82","0.127798161480373","0.101150430405138","0.154445892555608"
"Often","2013","Thuringia","Not Employed","22","","",""
"Often","2013","Thuringia","Employed","67","0.0950204930815685","0.0721220566480702","0.117918929515067"
"Sometimes","2013","Schleswig-Holstein","Not Employed","100","0.338862366178063","0.285567621510152","0.392157110845974"
"Sometimes","2013","Schleswig-Holstein","Employed","232","0.397431960993799","0.358242515291832","0.436621406695766"
"Sometimes","2013","Hamburg","Not Employed","45","0.289274134327229","0.214957516909504","0.363590751744955"
"Sometimes","2013","Hamburg","Employed","115","0.391228375951432","0.331908014183362","0.450548737719502"
"Sometimes","2013","Lower Saxony","Not Employed","251","0.261112078307143","0.232041674879024","0.290182481735262"
"Sometimes","2013","Lower Saxony","Employed","601","0.378539362628558","0.354600992332083","0.402477732925033"
"Sometimes","2013","Bremen","Not Employed","25","","",""
"Sometimes","2013","Bremen","Employed","50","0.478131613002825","0.388382774928673","0.567880451076977"
"Sometimes","2013","North Rhine-Westphalia","Not Employed","490","0.245406933349103","0.225438201481792","0.265375665216414"
"Sometimes","2013","North Rhine-Westphalia","Employed","1244","0.378010626447211","0.361544014102142","0.39447723879228"
"Sometimes","2013","Hesse","Not Employed","173","0.283312766365905","0.245891506916997","0.320734025814813"
"Sometimes","2013","Hesse","Employed","465","0.362709067307897","0.335381231497459","0.390036903118334"
"Sometimes","2013","Rhineland-Palatinate,Saarland","Not Employed","142","0.25858823390603","0.220208920078854","0.296967547733205"
"Sometimes","2013","Rhineland-Palatinate,Saarland","Employed","313","0.377438300360151","0.345698201896214","0.409178398824087"
"Sometimes","2013","Baden-Württemberg","Not Employed","314","0.292206647186587","0.263087638834859","0.321325655538315"
"Sometimes","2013","Baden-Württemberg","Employed","802","0.379357478361424","0.358509826828906","0.400205129893941"
"Sometimes","2013","Bavaria","Not Employed","384","0.266068122667473","0.241677951624214","0.290458293710732"
"Sometimes","2013","Bavaria","Employed","1036","0.368097008753752","0.350136668656167","0.386057348851338"
"Sometimes","2013","Berlin","Not Employed","93","0.28830320512466","0.240643034379667","0.335963375869654"
"Sometimes","2013","Berlin","Employed","267","0.410280762078281","0.372172308242815","0.448389215913747"
"Sometimes","2013","Brandenburg","Not Employed","99","0.251442139411523","0.210195806266098","0.292688472556947"
"Sometimes","2013","Brandenburg","Employed","215","0.362477623199146","0.32401306194374","0.400942184454553"
"Sometimes","2013","Mecklenburg-Western Pomerania","Not Employed","80","0.305960525660288","0.246664049669588","0.365257001650989"
"Sometimes","2013","Mecklenburg-Western Pomerania","Employed","125","0.349232294062792","0.299780257927071","0.398684330198514"
"Sometimes","2013","Saxony","Not Employed","152","0.284100355191962","0.248572848630474","0.31962786175345"
"Sometimes","2013","Saxony","Employed","376","0.362998731761082","0.334504160135511","0.391493303386654"
"Sometimes","2013","Saxony-Anhalt","Not Employed","78","0.218852307266967","0.176081937130499","0.261622677403435"
"Sometimes","2013","Saxony-Anhalt","Employed","235","0.387085534901832","0.348208526212404","0.42596254359126"
"Sometimes","2013","Thuringia","Not Employed","80","0.219738939704683","0.17749072252331","0.261987156886055"
"Sometimes","2013","Thuringia","Employed","219","0.366972835055928","0.329336619396814","0.404609050715043"
"Rarely","2013","Schleswig-Holstein","Not Employed","90","0.290448901329182","0.239333298827608","0.341564503830756"
"Rarely","2013","Schleswig-Holstein","Employed","213","0.35277284244711","0.314507058245924","0.391038626648295"
"Rarely","2013","Hamburg","Not Employed","43","0.315366130010016","0.239207909665463","0.391524350354569"
"Rarely","2013","Hamburg","Employed","69","0.288413814287064","0.233347856146414","0.343479772427715"
"Rarely","2013","Lower Saxony","Not Employed","294","0.342948852940775","0.311532008579343","0.374365697302206"
"Rarely","2013","Lower Saxony","Employed","513","0.33322790241411","0.309963514387281","0.356492290440938"
"Rarely","2013","Bremen","Not Employed","19","","",""
"Rarely","2013","Bremen","Employed","36","0.33461393793569","0.249835878079148","0.419391997792233"
"Rarely","2013","North Rhine-Westphalia","Not Employed","545","0.307219527700085","0.285811685574421","0.328627369825749"
"Rarely","2013","North Rhine-Westphalia","Employed","1018","0.298338259886715","0.282800831179786","0.313875688593644"
"Rarely","2013","Hesse","Not Employed","173","0.339846592381739","0.300511118374491","0.379182066388987"
"Rarely","2013","Hesse","Employed","373","0.335962772264304","0.309115574884252","0.362809969644356"
"Rarely","2013","Rhineland-Palatinate,Saarland","Not Employed","144","0.307617076955667","0.267164938658136","0.348069215253199"
"Rarely","2013","Rhineland-Palatinate,Saarland","Employed","283","0.295516745303167","0.265640881497947","0.325392609108386"
"Rarely","2013","Baden-Württemberg","Not Employed","280","0.335196552417917","0.304970968567064","0.36542213626877"
"Rarely","2013","Baden-Württemberg","Employed","627","0.330687662020665","0.310474443916565","0.350900880124766"
"Rarely","2013","Bavaria","Not Employed","422","0.3425908421621","0.316397175445294","0.368784508878906"
"Rarely","2013","Bavaria","Employed","840","0.297139365713365","0.280120801701041","0.314157929725688"
"Rarely","2013","Berlin","Not Employed","106","0.289676541275094","0.241949106187019","0.337403976363168"
"Rarely","2013","Berlin","Employed","182","0.300507263707816","0.264986917053287","0.336027610362345"
"Rarely","2013","Brandenburg","Not Employed","158","0.331542447506848","0.286785535707059","0.376299359306637"
"Rarely","2013","Brandenburg","Employed","204","0.360862426554522","0.322435073267313","0.399289779841731"
"Rarely","2013","Mecklenburg-Western Pomerania","Not Employed","63","0.276970412050675","0.219386810781117","0.334554013320233"
"Rarely","2013","Mecklenburg-Western Pomerania","Employed","118","0.366916739012586","0.316921556189969","0.416911921835203"
"Rarely","2013","Saxony","Not Employed","210","0.319851233441529","0.283107884360488","0.356594582522569"
"Rarely","2013","Saxony","Employed","393","0.364617839041975","0.336096107019617","0.393139571064333"
"Rarely","2013","Saxony-Anhalt","Not Employed","125","0.306581029751625","0.258886193136678","0.354275866366572"
"Rarely","2013","Saxony-Anhalt","Employed","191","0.332742825785855","0.295133944839788","0.370351706731923"
"Rarely","2013","Thuringia","Not Employed","115","0.277167144024061","0.231497805236567","0.322836482811555"
"Rarely","2013","Thuringia","Employed","235","0.352224519086717","0.314925289513709","0.389523748659725"
"Never","2013","Schleswig-Holstein","Not Employed","59","0.201759941832897","0.156573202078387","0.246946681587406"
"Never","2013","Schleswig-Holstein","Employed","37","0.0606513019001031","0.0415365721368092","0.0797660316633969"
"Never","2013","Hamburg","Not Employed","31","0.257300646491404","0.185652157825967","0.328949135156842"
"Never","2013","Hamburg","Employed","12","","",""
"Never","2013","Lower Saxony","Not Employed","212","0.300705100621904","0.270355787109504","0.331054414134304"
"Never","2013","Lower Saxony","Employed","163","0.0943873966083694","0.0799575911133456","0.108817202103393"
"Never","2013","Bremen","Not Employed","10","","",""
"Never","2013","Bremen","Employed","8","","",""
"Never","2013","North Rhine-Westphalia","Not Employed","442","0.303975171313945","0.282630862880986","0.325319479746904"
"Never","2013","North Rhine-Westphalia","Employed","371","0.106116324707213","0.0956572713722998","0.116575378042127"
"Never","2013","Hesse","Not Employed","130","0.278503897628613","0.24127731871469","0.315730476542536"
"Never","2013","Hesse","Employed","68","0.0706243032508726","0.0560620054702458","0.0851866010314994"
"Never","2013","Rhineland-Palatinate,Saarland","Not Employed","131","0.296940477135203","0.256891277861311","0.336989676409095"
"Never","2013","Rhineland-Palatinate,Saarland","Employed","102","0.111626272532672","0.0910069139753834","0.132245631089961"
"Never","2013","Baden-Württemberg","Not Employed","191","0.24172126044635","0.214308664773152","0.269133856119548"
"Never","2013","Baden-Württemberg","Employed","201","0.0923856554472862","0.0799443773278158","0.104826933566757"
"Never","2013","Bavaria","Not Employed","285","0.268919601953828","0.24444676327424","0.293392440633416"
"Never","2013","Bavaria","Employed","267","0.118829779309335","0.106779398884574","0.130880159734096"
"Never","2013","Berlin","Not Employed","78","0.257037226414345","0.211057657660016","0.303016795168673"
"Never","2013","Berlin","Employed","41","0.0591068459544567","0.0408364840124614","0.0773772078964521"
"Never","2013","Brandenburg","Not Employed","121","0.299738498951333","0.256181794288748","0.343295203613919"
"Never","2013","Brandenburg","Employed","74","0.119236469191496","0.0933062205381901","0.145166717844801"
"Never","2013","Mecklenburg-Western Pomerania","Not Employed","60","0.280751194365077","0.222927680522478","0.338574708207676"
"Never","2013","Mecklenburg-Western Pomerania","Employed","50","0.131704571663663","0.0966254940498971","0.166783649277429"
"Never","2013","Saxony","Not Employed","171","0.283089854489171","0.247600566826093","0.31857914215225"
"Never","2013","Saxony","Employed","153","0.116968225226106","0.097924077314034","0.136012373138179"
"Never","2013","Saxony-Anhalt","Not Employed","128","0.413894893025229","0.362946128935113","0.464843657115346"
"Never","2013","Saxony-Anhalt","Employed","85","0.136074769146528","0.108708454442105","0.16344108385095"
"Never","2013","Thuringia","Not Employed","143","0.428909446092729","0.378411908419915","0.479406983765543"
"Never","2013","Thuringia","Employed","98","0.176812630575452","0.147021717921919","0.206603543228985"
"Very often","2014","Schleswig-Holstein","Not Employed","","","",""
"Very often","2014","Schleswig-Holstein","Employed","","","",""
"Very often","2014","Hamburg","Not Employed","","","",""
"Very often","2014","Hamburg","Employed","","","",""
"Very often","2014","Lower Saxony","Not Employed","","","",""
"Very often","2014","Lower Saxony","Employed","","","",""
"Very often","2014","Bremen","Not Employed","","","",""
"Very often","2014","Bremen","Employed","","","",""
"Very often","2014","North Rhine-Westphalia","Not Employed","","","",""
"Very often","2014","North Rhine-Westphalia","Employed","","","",""
"Very often","2014","Hesse","Not Employed","","","",""
"Very often","2014","Hesse","Employed","","","",""
"Very often","2014","Rhineland-Palatinate,Saarland","Not Employed","","","",""
"Very often","2014","Rhineland-Palatinate,Saarland","Employed","","","",""
"Very often","2014","Baden-Württemberg","Not Employed","","","",""
"Very often","2014","Baden-Württemberg","Employed","","","",""
"Very often","2014","Bavaria","Not Employed","","","",""
"Very often","2014","Bavaria","Employed","","","",""
"Very often","2014","Berlin","Not Employed","","","",""
"Very often","2014","Berlin","Employed","","","",""
"Very often","2014","Brandenburg","Not Employed","","","",""
"Very often","2014","Brandenburg","Employed","","","",""
"Very often","2014","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Very often","2014","Mecklenburg-Western Pomerania","Employed","","","",""
"Very often","2014","Saxony","Not Employed","","","",""
"Very often","2014","Saxony","Employed","","","",""
"Very often","2014","Saxony-Anhalt","Not Employed","","","",""
"Very often","2014","Saxony-Anhalt","Employed","","","",""
"Very often","2014","Thuringia","Not Employed","","","",""
"Very often","2014","Thuringia","Employed","","","",""
"Often","2014","Schleswig-Holstein","Not Employed","","","",""
"Often","2014","Schleswig-Holstein","Employed","","","",""
"Often","2014","Hamburg","Not Employed","","","",""
"Often","2014","Hamburg","Employed","","","",""
"Often","2014","Lower Saxony","Not Employed","","","",""
"Often","2014","Lower Saxony","Employed","","","",""
"Often","2014","Bremen","Not Employed","","","",""
"Often","2014","Bremen","Employed","","","",""
"Often","2014","North Rhine-Westphalia","Not Employed","","","",""
"Often","2014","North Rhine-Westphalia","Employed","","","",""
"Often","2014","Hesse","Not Employed","","","",""
"Often","2014","Hesse","Employed","","","",""
"Often","2014","Rhineland-Palatinate,Saarland","Not Employed","","","",""
"Often","2014","Rhineland-Palatinate,Saarland","Employed","","","",""
"Often","2014","Baden-Württemberg","Not Employed","","","",""
"Often","2014","Baden-Württemberg","Employed","","","",""
"Often","2014","Bavaria","Not Employed","","","",""
"Often","2014","Bavaria","Employed","","","",""
"Often","2014","Berlin","Not Employed","","","",""
"Often","2014","Berlin","Employed","","","",""
"Often","2014","Brandenburg","Not Employed","","","",""
"Often","2014","Brandenburg","Employed","","","",""
"Often","2014","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Often","2014","Mecklenburg-Western Pomerania","Employed","","","",""
"Often","2014","Saxony","Not Employed","","","",""
"Often","2014","Saxony","Employed","","","",""
"Often","2014","Saxony-Anhalt","Not Employed","","","",""
"Often","2014","Saxony-Anhalt","Employed","","","",""
"Often","2014","Thuringia","Not Employed","","","",""
"Often","2014","Thuringia","Employed","","","",""
"Sometimes","2014","Schleswig-Holstein","Not Employed","","","",""
"Sometimes","2014","Schleswig-Holstein","Employed","","","",""
"Sometimes","2014","Hamburg","Not Employed","","","",""
"Sometimes","2014","Hamburg","Employed","","","",""
"Sometimes","2014","Lower Saxony","Not Employed","","","",""
"Sometimes","2014","Lower Saxony","Employed","","","",""
"Sometimes","2014","Bremen","Not Employed","","","",""
"Sometimes","2014","Bremen","Employed","","","",""
"Sometimes","2014","North Rhine-Westphalia","Not Employed","","","",""
"Sometimes","2014","North Rhine-Westphalia","Employed","","","",""
"Sometimes","2014","Hesse","Not Employed","","","",""
"Sometimes","2014","Hesse","Employed","","","",""
"Sometimes","2014","Rhineland-Palatinate,Saarland","Not Employed","","","",""
"Sometimes","2014","Rhineland-Palatinate,Saarland","Employed","","","",""
"Sometimes","2014","Baden-Württemberg","Not Employed","","","",""
"Sometimes","2014","Baden-Württemberg","Employed","","","",""
"Sometimes","2014","Bavaria","Not Employed","","","",""
"Sometimes","2014","Bavaria","Employed","","","",""
"Sometimes","2014","Berlin","Not Employed","","","",""
"Sometimes","2014","Berlin","Employed","","","",""
"Sometimes","2014","Brandenburg","Not Employed","","","",""
"Sometimes","2014","Brandenburg","Employed","","","",""
"Sometimes","2014","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Sometimes","2014","Mecklenburg-Western Pomerania","Employed","","","",""
"Sometimes","2014","Saxony","Not Employed","","","",""
"Sometimes","2014","Saxony","Employed","","","",""
"Sometimes","2014","Saxony-Anhalt","Not Employed","","","",""
"Sometimes","2014","Saxony-Anhalt","Employed","","","",""
"Sometimes","2014","Thuringia","Not Employed","","","",""
"Sometimes","2014","Thuringia","Employed","","","",""
"Rarely","2014","Schleswig-Holstein","Not Employed","","","",""
"Rarely","2014","Schleswig-Holstein","Employed","","","",""
"Rarely","2014","Hamburg","Not Employed","","","",""
"Rarely","2014","Hamburg","Employed","","","",""
"Rarely","2014","Lower Saxony","Not Employed","","","",""
"Rarely","2014","Lower Saxony","Employed","","","",""
"Rarely","2014","Bremen","Not Employed","","","",""
"Rarely","2014","Bremen","Employed","","","",""
"Rarely","2014","North Rhine-Westphalia","Not Employed","","","",""
"Rarely","2014","North Rhine-Westphalia","Employed","","","",""
"Rarely","2014","Hesse","Not Employed","","","",""
"Rarely","2014","Hesse","Employed","","","",""
"Rarely","2014","Rhineland-Palatinate,Saarland","Not Employed","","","",""
"Rarely","2014","Rhineland-Palatinate,Saarland","Employed","","","",""
"Rarely","2014","Baden-Württemberg","Not Employed","","","",""
"Rarely","2014","Baden-Württemberg","Employed","","","",""
"Rarely","2014","Bavaria","Not Employed","","","",""
"Rarely","2014","Bavaria","Employed","","","",""
"Rarely","2014","Berlin","Not Employed","","","",""
"Rarely","2014","Berlin","Employed","","","",""
"Rarely","2014","Brandenburg","Not Employed","","","",""
"Rarely","2014","Brandenburg","Employed","","","",""
"Rarely","2014","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Rarely","2014","Mecklenburg-Western Pomerania","Employed","","","",""
"Rarely","2014","Saxony","Not Employed","","","",""
"Rarely","2014","Saxony","Employed","","","",""
"Rarely","2014","Saxony-Anhalt","Not Employed","","","",""
"Rarely","2014","Saxony-Anhalt","Employed","","","",""
"Rarely","2014","Thuringia","Not Employed","","","",""
"Rarely","2014","Thuringia","Employed","","","",""
"Never","2014","Schleswig-Holstein","Not Employed","","","",""
"Never","2014","Schleswig-Holstein","Employed","","","",""
"Never","2014","Hamburg","Not Employed","","","",""
"Never","2014","Hamburg","Employed","","","",""
"Never","2014","Lower Saxony","Not Employed","","","",""
"Never","2014","Lower Saxony","Employed","","","",""
"Never","2014","Bremen","Not Employed","","","",""
"Never","2014","Bremen","Employed","","","",""
"Never","2014","North Rhine-Westphalia","Not Employed","","","",""
