"m11126","year","migback","regtyp","n","percent","lower_confidence","upper_confidence"
"Good","2013","indirect migration background","Rural Area","168","0.449816912254516","0.399929851405245","0.499703973103786"
"Satisfactory","2013","no migration background","Urban Area","4512","0.337770026602169","0.329941058132819","0.345598995071519"
"Satisfactory","2013","no migration background","Rural Area","2854","0.352074376541673","0.341989396734587","0.362159356348758"
"Satisfactory","2013","direct migration background","Urban Area","1201","0.272261277315688","0.259755862598284","0.284766692033092"
"Satisfactory","2013","direct migration background","Rural Area","427","0.305406678608423","0.282529189813902","0.328284167402944"
"Satisfactory","2013","indirect migration background","Urban Area","412","0.228914743348053","0.209785470430178","0.248044016265927"
"Satisfactory","2013","indirect migration background","Rural Area","77","0.230535338924247","0.188299657725241","0.272771020123254"
"Poor","2013","no migration background","Urban Area","1978","0.155442379029202","0.149444621108011","0.161440136950393"
"Poor","2013","no migration background","Rural Area","1181","0.14795217015563","0.140455163384801","0.15544917692646"
"Poor","2013","direct migration background","Urban Area","628","0.153719894966105","0.143586860424902","0.163852929507309"
"Poor","2013","direct migration background","Rural Area","223","0.144980693460392","0.127492424183237","0.162468962737547"
"Poor","2013","indirect migration background","Urban Area","140","0.0682504200119656","0.0567685494044725","0.0797322906194587"
"Poor","2013","indirect migration background","Rural Area","24","","",""
"Bad ","2013","no migration background","Urban Area","506","0.0452937512596572","0.0418514918080292","0.0487360107112853"
"Bad ","2013","no migration background","Rural Area","304","0.0433308424480854","0.0390317706460685","0.0476299142501024"
"Bad ","2013","direct migration background","Urban Area","207","0.0484344289079535","0.0424030880968487","0.0544657697190583"
"Bad ","2013","direct migration background","Rural Area","47","0.0371667331555945","0.0277704407526058","0.0465630255585832"
"Bad ","2013","indirect migration background","Urban Area","34","0.014802427027347","0.00930399940837977","0.0203008546463141"
"Bad ","2013","indirect migration background","Rural Area","5","","",""
"Very good","2014","no migration background","Urban Area","1249","0.0940533132214776","0.0889958541586335","0.0991107722843216"
"Very good","2014","no migration background","Rural Area","691","0.0875699393099678","0.0813181028464803","0.0938217757734553"
"Very good","2014","direct migration background","Urban Area","527","0.130401640618413","0.119820844179755","0.140982437057072"
"Very good","2014","direct migration background","Rural Area","158","0.117873456583315","0.10027011618392","0.13547679698271"
"Very good","2014","indirect migration background","Urban Area","341","0.235819379546454","0.214847686953779","0.25679107213913"
"Very good","2014","indirect migration background","Rural Area","90","0.2133378539682","0.170722902145363","0.255952805791038"
"Good","2014","no migration background","Urban Area","5070","0.368955767333971","0.360595675295819","0.377315859372122"
"Good","2014","no migration background","Rural Area","3124","0.36692869332304","0.356268932890735","0.377588453755345"
"Good","2014","direct migration background","Urban Area","1577","0.371929831862217","0.356743528697304","0.38711613502713"
"Good","2014","direct migration background","Rural Area","519","0.415147053675329","0.388247445537931","0.442046661812726"
"Good","2014","indirect migration background","Urban Area","716","0.437588780308073","0.413080896983446","0.462096663632699"
"Good","2014","indirect migration background","Rural Area","149","0.435106964093527","0.38353483726032","0.486679090926734"
"Satisfactory","2014","no migration background","Urban Area","4142","0.336296727754511","0.328111282537324","0.344482172971698"
"Satisfactory","2014","no migration background","Rural Area","2651","0.344910977976527","0.334397801325703","0.355424154627351"
"Satisfactory","2014","direct migration background","Urban Area","1084","0.290329707384157","0.276067343040659","0.304592071727655"
"Satisfactory","2014","direct migration background","Rural Area","397","0.311161966322609","0.285887997515701","0.336435935129517"
"Satisfactory","2014","indirect migration background","Urban Area","364","0.236377908373531","0.215389069588752","0.257366747158311"
"Satisfactory","2014","indirect migration background","Rural Area","89","0.242769162619335","0.198168139573158","0.287370185665512"
"Poor","2014","no migration background","Urban Area","1901","0.161797134396939","0.155416645027499","0.168177623766379"
"Poor","2014","no migration background","Rural Area","1109","0.159411910640391","0.151315690807755","0.167508130473027"
"Poor","2014","direct migration background","Urban Area","540","0.155292642969226","0.143912543589315","0.166672742349137"
"Poor","2014","direct migration background","Rural Area","173","0.129962911186623","0.111605973607776","0.14831984876547"
"Poor","2014","indirect migration background","Urban Area","123","0.0735838475061728","0.0606853230217169","0.0864823719906287"
"Poor","2014","indirect migration background","Rural Area","21","","",""
"Bad ","2014","no migration background","Urban Area","435","0.0388970572931017","0.035547114946151","0.0422469996400525"
"Bad ","2014","no migration background","Rural Area","278","0.041178478750074","0.036783727197223","0.0455732303029249"
"Bad ","2014","direct migration background","Urban Area","163","0.052046177165986","0.0450669797253751","0.059025374606597"
"Bad ","2014","direct migration background","Rural Area","42","0.0258546122321243","0.0171909295776073","0.0345182948866413"
"Bad ","2014","indirect migration background","Urban Area","30","0.0166300842657687","0.0103124946550561","0.0229476738764813"
"Bad ","2014","indirect migration background","Rural Area","6","","",""
"Very good","2015","no migration background","Urban Area","1154","0.0967257405578669","0.0914748843087111","0.101976596807023"
"Very good","2015","no migration background","Rural Area","635","0.0762030777049706","0.0702003691999799","0.0822057862099614"
"Very good","2015","direct migration background","Urban Area","826","0.148834734326348","0.13840533741415","0.159264131238546"
"Very good","2015","direct migration background","Rural Area","274","0.170341984627015","0.151405665608695","0.189278303645335"
"Very good","2015","indirect migration background","Urban Area","299","0.206333339493596","0.185590023797571","0.227076655189622"
"Very good","2015","indirect migration background","Rural Area","71","0.197940639339498","0.15595693240107","0.239924346277926"
"Good","2015","no migration background","Urban Area","4772","0.365391430919528","0.356837191030895","0.373945670808162"
"Good","2015","no migration background","Rural Area","2963","0.37423716911387","0.363288758322893","0.385185579904847"
"Good","2015","direct migration background","Urban Area","1883","0.382547699628512","0.368306564575396","0.396788834681629"
"Good","2015","direct migration background","Rural Area","630","0.384524078537369","0.360019205479096","0.409028951595642"
"Good","2015","indirect migration background","Urban Area","660","0.458156698726395","0.43261685242166","0.48369654503113"
"Good","2015","indirect migration background","Rural Area","152","0.445590508261271","0.393219210520152","0.497961806002391"
"Satisfactory","2015","no migration background","Urban Area","4037","0.340213080586811","0.331796675419388","0.348629485754234"
"Satisfactory","2015","no migration background","Rural Area","2583","0.343955649202152","0.333208567111963","0.354702731292341"
"Satisfactory","2015","direct migration background","Urban Area","1072","0.274728227615868","0.261648396670893","0.287808058560844"
"Satisfactory","2015","direct migration background","Rural Area","377","0.269668552497312","0.247314292070751","0.292022812923874"
"Satisfactory","2015","indirect migration background","Urban Area","340","0.227600028017585","0.206107787851007","0.249092268184163"
"Satisfactory","2015","indirect migration background","Rural Area","90","0.30244091452462","0.254043650302095","0.350838178747145"
"Poor","2015","no migration background","Urban Area","1802","0.157301379555622","0.150833652451617","0.163769106659628"
"Poor","2015","no migration background","Rural Area","1050","0.160680553517222","0.152372141120244","0.1689889659142"
"Poor","2015","direct migration background","Urban Area","549","0.143755045826862","0.133474630451667","0.154035461202056"
"Poor","2015","direct migration background","Rural Area","178","0.133072171322425","0.115963343837661","0.150180998807189"
"Poor","2015","indirect migration background","Urban Area","142","0.0898443998219233","0.0751862980241966","0.10450250161965"
"Poor","2015","indirect migration background","Rural Area","29","","",""
"Bad ","2015","no migration background","Urban Area","408","0.0403683683801714","0.0368719599748382","0.0438647767855046"
"Bad ","2015","no migration background","Rural Area","274","0.0449235504617854","0.0402372638408571","0.0496098370827136"
"Bad ","2015","direct migration background","Urban Area","144","0.0501342926024097","0.0437399095157105","0.0565286756891088"
"Bad ","2015","direct migration background","Rural Area","55","0.0423932130158791","0.0322441271270421","0.0525422989047161"
"Bad ","2015","indirect migration background","Urban Area","21","","",""
"Bad ","2015","indirect migration background","Rural Area","4","","",""
"Very good","2016","no migration background","Urban Area","1067","0.0878062099610365","0.0825956809508475","0.0930167389712255"
"Very good","2016","no migration background","Rural Area","588","0.0736719815147052","0.0675469938485609","0.0797969691808495"
"Very good","2016","direct migration background","Urban Area","1782","0.142128798817693","0.133757083576096","0.15050051405929"
"Very good","2016","direct migration background","Rural Area","667","0.143749857037525","0.13043986353843","0.157059850536621"
"Very good","2016","indirect migration background","Urban Area","270","0.210273381764425","0.188535774167857","0.232010989360993"
"Very good","2016","indirect migration background","Rural Area","63","0.172135479561232","0.131771564416773","0.21249939470569"
"Good","2016","no migration background","Urban Area","4412","0.375794912406988","0.366877994942899","0.384711829871076"
"Good","2016","no migration background","Rural Area","2759","0.377294944866241","0.365930366395092","0.388659523337391"
"Good","2016","direct migration background","Urban Area","2413","0.374952629257917","0.363345975515923","0.38655928299991"
"Good","2016","direct migration background","Rural Area","1046","0.423450639124443","0.404705293685824","0.442195984563062"
"Good","2016","indirect migration background","Urban Area","588","0.446142027639711","0.419625479936331","0.472658575343091"
"Good","2016","indirect migration background","Rural Area","147","0.467394174082115","0.414045570508619","0.520742777655611"
"Satisfactory","2016","no migration background","Urban Area","3787","0.33612791529965","0.327430901858704","0.344824928740596"
"Satisfactory","2016","no migration background","Rural Area","2402","0.345984389855186","0.334831332069621","0.357137447640751"
"Satisfactory","2016","direct migration background","Urban Area","1397","0.274093820866756","0.263399524149885","0.284788117583626"
"Satisfactory","2016","direct migration background","Rural Area","530","0.264560641683432","0.247826252850117","0.281295030516747"
"Satisfactory","2016","indirect migration background","Urban Area","330","0.241902054736342","0.2190585021653","0.264745607307383"
"Satisfactory","2016","indirect migration background","Rural Area","95","0.298400165882009","0.249476079841183","0.347324251922835"
"Poor","2016","no migration background","Urban Area","1661","0.158671402332284","0.151944613379105","0.165398191285464"
"Poor","2016","no migration background","Rural Area","987","0.162460442750634","0.153811796713209","0.171109088788058"
"Poor","2016","direct migration background","Urban Area","825","0.164996038409652","0.156096993738116","0.173895083081189"
"Poor","2016","direct migration background","Rural Area","322","0.117978652071335","0.105740521923452","0.130216782219218"
"Poor","2016","indirect migration background","Urban Area","138","0.0878043215082165","0.0727075821313295","0.102901060885103"
"Poor","2016","indirect migration background","Rural Area","24","","",""
"Bad ","2016","no migration background","Urban Area","406","0.0415995600000415","0.0379234075150999","0.0452757124849831"
"Bad ","2016","no migration background","Rural Area","252","0.0405882410132338","0.0359615097309187","0.0452149722955488"
"Bad ","2016","direct migration background","Urban Area","266","0.0438287126479828","0.0389206559974088","0.0487367692985567"
"Bad ","2016","direct migration background","Rural Area","104","0.0502602100832649","0.0419714747848723","0.0585489453816576"
"Bad ","2016","indirect migration background","Urban Area","24","","",""
"Bad ","2016","indirect migration background","Rural Area","7","","",""
"Very good","2017","no migration background","Urban Area","1392","0.101931788837411","0.0966532868114918","0.107210290863331"
"Very good","2017","no migration background","Rural Area","693","0.0701751381778309","0.0645946866179213","0.0757555897377406"
"Very good","2017","direct migration background","Urban Area","1988","0.137614041208865","0.129824289604722","0.145403792813008"
"Very good","2017","direct migration background","Rural Area","788","0.136138982780666","0.123528675684559","0.148749289876772"
"Very good","2017","indirect migration background","Urban Area","315","0.22249672775583","0.201462525211532","0.243530930300129"
"Very good","2017","indirect migration background","Rural Area","69","0.181083183995802","0.139846413739357","0.222319954252246"
"Good","2017","no migration background","Urban Area","4892","0.363510714200381","0.355118909573362","0.371902518827399"
"Good","2017","no migration background","Rural Area","3226","0.381002883326706","0.370393611631254","0.391612155022157"
"Good","2017","direct migration background","Urban Area","2839","0.38448742473618","0.373487215860621","0.39548763361174"
"Good","2017","direct migration background","Rural Area","1052","0.372667233742278","0.354887630517234","0.390446836967321"
"Good","2017","indirect migration background","Urban Area","625","0.432834375712164","0.407777382950751","0.457891368473576"
"Good","2017","indirect migration background","Rural Area","157","0.505501430292528","0.451962535500835","0.55904032508422"
"Satisfactory","2017","no migration background","Urban Area","4152","0.340819403907825","0.332550164391759","0.349088643423892"
"Satisfactory","2017","no migration background","Rural Area","2752","0.349524589621163","0.339107858925894","0.359941320316432"
"Satisfactory","2017","direct migration background","Urban Area","1561","0.287857393767502","0.277619430290371","0.298095357244634"
"Satisfactory","2017","direct migration background","Rural Area","608","0.291389958107668","0.274680844343221","0.308099071872115"
"Satisfactory","2017","indirect migration background","Urban Area","386","0.228310374067936","0.207082950860194","0.249537797275679"
"Satisfactory","2017","indirect migration background","Rural Area","78","0.259333795825709","0.212402071580143","0.306265520071276"
"Poor","2017","no migration background","Urban Area","1781","0.155929763065618","0.149600472838914","0.162259053292322"
"Poor","2017","no migration background","Rural Area","1096","0.158833347725364","0.150848088934149","0.16681860651658"
"Poor","2017","direct migration background","Urban Area","870","0.151502831318841","0.143395517764571","0.159610144873111"
"Poor","2017","direct migration background","Rural Area","310","0.165341048903158","0.151680839842943","0.179001257963373"
"Poor","2017","indirect migration background","Urban Area","156","0.10354925929177","0.088141132689707","0.118957385893832"
"Poor","2017","indirect migration background","Rural Area","24","","",""
"Bad ","2017","no migration background","Urban Area","404","0.0378083299887648","0.0344807710893947","0.0411358888881349"
"Bad ","2017","no migration background","Rural Area","282","0.040464041148936","0.0361593461924083","0.0447687361054636"
"Bad ","2017","direct migration background","Urban Area","255","0.0385383089686113","0.0341856592748148","0.0428909586624078"
"Bad ","2017","direct migration background","Rural Area","83","0.0344627764662309","0.0277550998537558","0.041170453078706"
"Bad ","2017","indirect migration background","Urban Area","20","","",""
"Bad ","2017","indirect migration background","Rural Area","7","","",""
"Very good","2018","no migration background","Urban Area","1352","0.100818283062316","0.0954814758153917","0.10615509030924"
"Very good","2018","no migration background","Rural Area","678","0.0741802193246787","0.0683351390953019","0.0800252995540556"
"Very good","2018","direct migration background","Urban Area","1787","0.147306799648164","0.138712716346562","0.155900882949766"
"Very good","2018","direct migration background","Rural Area","676","0.152973399831333","0.138425981880132","0.167520817782535"
"Very good","2018","indirect migration background","Urban Area","341","0.240008975956297","0.218168848596479","0.261849103316114"
"Very good","2018","indirect migration background","Rural Area","78","0.208860336413975","0.1659666759955","0.25175399683245"
"Good","2018","no migration background","Urban Area","4851","0.375342054174424","0.366759374923778","0.38392473342507"
"Good","2018","no migration background","Rural Area","3044","0.37462407605624","0.363828356019392","0.385419796093089"
"Good","2018","direct migration background","Urban Area","2309","0.369166931733496","0.357464923929265","0.380868939537728"
"Good","2018","direct migration background","Rural Area","794","0.361297615107069","0.341883783931592","0.380711446282547"
"Good","2018","indirect migration background","Urban Area","597","0.408292821204745","0.383157960410433","0.433427681999057"
"Good","2018","indirect migration background","Rural Area","162","0.489777401470026","0.437027972820464","0.542526830119587"
"Satisfactory","2018","no migration background","Urban Area","3932","0.33454259379645","0.326179365036007","0.342905822556893"
"Satisfactory","2018","no migration background","Rural Area","2690","0.364313915399237","0.353580389101214","0.37504744169726"
"Satisfactory","2018","direct migration background","Urban Area","1503","0.288801279103508","0.277811554697781","0.299791003509235"
"Satisfactory","2018","direct migration background","Rural Area","535","0.327617893970793","0.308649903927957","0.34658588401363"
"Satisfactory","2018","indirect migration background","Urban Area","365","0.243399184095696","0.221454458491634","0.265343909699758"
"Satisfactory","2018","indirect migration background","Rural Area","69","0.192614425177771","0.151001960370823","0.23422688998472"
"Poor","2018","no migration background","Urban Area","1710","0.153015522510112","0.14663445109245","0.159396593927773"
"Poor","2018","no migration background","Rural Area","1046","0.147316412238741","0.139411397007879","0.155221427469603"
"Poor","2018","direct migration background","Urban Area","709","0.15473745195711","0.145967740672652","0.163507163241568"
"Poor","2018","direct migration background","Rural Area","267","0.113809309036299","0.100974721467296","0.126643896605302"
"Poor","2018","indirect migration background","Urban Area","128","0.083755415846653","0.0695893468397804","0.0979214848535257"
"Poor","2018","indirect migration background","Rural Area","25","","",""
"Bad ","2018","no migration background","Urban Area","382","0.0362815464566987","0.0329671373201764","0.0395959555932211"
"Bad ","2018","no migration background","Rural Area","264","0.0395653769811032","0.03521752500229","0.0439132289599165"
"Bad ","2018","direct migration background","Urban Area","225","0.0399875375577214","0.0352364555380594","0.0447386195773835"
"Bad ","2018","direct migration background","Rural Area","80","0.0443017820545046","0.0359860513160494","0.0526175127929598"
"Bad ","2018","indirect migration background","Urban Area","38","0.0245436028966092","0.0166311655972305","0.0324560401959879"
"Bad ","2018","indirect migration background","Rural Area","11","","",""
"Very good","2019","no migration background","Urban Area","1364","0.0976332081026142","0.0922486857965758","0.103017730408653"
"Very good","2019","no migration background","Rural Area","749","0.0735293518037861","0.0676912691635619","0.0793674344440102"
"Very good","2019","direct migration background","Urban Area","1390","0.140939602556859","0.131687155493155","0.150192049620562"
"Very good","2019","direct migration background","Rural Area","484","0.124531335267584","0.110296990578718","0.13876567995645"
"Very good","2019","indirect migration background","Urban Area","289","0.20448589171812","0.182728003393138","0.226243780043101"
"Very good","2019","indirect migration background","Rural Area","66","0.171899288760238","0.132144572297973","0.211654005222504"
"Good","2019","no migration background","Urban Area","4823","0.396079724509794","0.387207388944706","0.404952060074882"
"Good","2019","no migration background","Rural Area","3081","0.376423135115939","0.36558618216228","0.387260088069599"
"Good","2019","direct migration background","Urban Area","2048","0.366362183149161","0.353550561574294","0.379173804724028"
"Good","2019","direct migration background","Rural Area","812","0.394073318278405","0.373007593465494","0.415139043091315"
"Good","2019","indirect migration background","Urban Area","564","0.445019706952659","0.418210156724606","0.471829257180711"
"Good","2019","indirect migration background","Rural Area","156","0.453045777703139","0.400594439264499","0.505497116141779"
"Satisfactory","2019","no migration background","Urban Area","3666","0.319581131061637","0.311121808460684","0.32804045366259"
"Satisfactory","2019","no migration background","Rural Area","2567","0.358025635051288","0.347302051443247","0.36874921865933"
"Satisfactory","2019","direct migration background","Urban Area","1186","0.31052807726105","0.298224342273683","0.322831812248418"
"Satisfactory","2019","direct migration background","Rural Area","481","0.293293547546634","0.273666786487376","0.312920308605892"
"Satisfactory","2019","indirect migration background","Urban Area","315","0.248757138073727","0.225436572408292","0.272077703739163"
"Satisfactory","2019","indirect migration background","Rural Area","89","0.265187206342014","0.218674171139568","0.311700241544459"
"Poor","2019","no migration background","Urban Area","1482","0.152923352898452","0.146394226015763","0.15945247978114"
"Poor","2019","no migration background","Rural Area","1048","0.155695242334737","0.14758542025678","0.163805064412693"
"Poor","2019","direct migration background","Urban Area","628","0.14158239214463","0.132312340150183","0.150852444139078"
"Poor","2019","direct migration background","Rural Area","233","0.163287481009939","0.147352834601262","0.179222127418615"
"Poor","2019","indirect migration background","Urban Area","121","0.0726918083887336","0.0586857507223349","0.0866978660551323"
"Poor","2019","indirect migration background","Rural Area","28","","",""
"Bad ","2019","no migration background","Urban Area","338","0.0337825834275024","0.0305050984630112","0.0370600683919936"
"Bad ","2019","no migration background","Rural Area","233","0.0363266356942496","0.0321415769916838","0.0405116943968155"
"Bad ","2019","direct migration background","Urban Area","181","0.0405877448882998","0.0353405362806736","0.045834953495926"
"Bad ","2019","direct migration background","Rural Area","57","0.0248143178974391","0.0181081768784746","0.0315204589164035"
"Bad ","2019","indirect migration background","Urban Area","31","0.0290454548667608","0.0199860500582356","0.038104859675286"
"Bad ","2019","indirect migration background","Rural Area","7","","",""
