"m11126","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence","value"
"Satisfactory","1995","1-pers.-HH","indirect migration background","12","","","","3"
"Satisfactory","1995","(Married) couple without C. ","no migration background","1078","0.375872100324395","0.358071274992553","0.393672925656238","3"
"Satisfactory","1995","(Married) couple without C. ","direct migration background","198","0.335869405063595","0.298235232668164","0.373503577459025","3"
"Satisfactory","1995","(Married) couple without C. ","indirect migration background","13","","","","3"
"Satisfactory","1995","Single parent ","no migration background","126","0.305665760856506","0.264409675000021","0.346921846712992","3"
"Satisfactory","1995","Single parent ","direct migration background","33","0.278302341832265","0.192580889604352","0.364023794060178","3"
"Satisfactory","1995","Single parent ","indirect migration background","6","","","","3"
"Satisfactory","1995","Couple + C. LE 16 ","no migration background","725","0.335158005422662","0.316097058657057","0.354218952188267","3"
"Satisfactory","1995","Couple + C. LE 16 ","direct migration background","172","0.247588379191564","0.21651189619823","0.278664862184897","3"
"Satisfactory","1995","Couple + C. LE 16 ","indirect migration background","11","","","","3"
"Satisfactory","1995","Couple + C. GT 16 ","direct migration background","158","0.262193229747429","0.225958758343528","0.29842770115133","3"
"Satisfactory","1995","Couple + C. GT 16 ","indirect migration background","16","","","","3"
"Satisfactory","1995","Couple + C. LE and GT 16","no migration background","204","0.250655327768135","0.219863530080805","0.281447125455466","3"
"Satisfactory","1995","Couple + C. LE and GT 16","indirect migration background","20","","","","3"
"Satisfactory","1995","Couple + C. GT 16 ","no migration background","601","0.341099551119048","0.318951157519621","0.363247944718475","3"
"Very good","1995","1-pers.-HH","no migration background","83","0.0538960032344985","0.0412507431729029","0.0665412632960942","1"
"Very good","1995","1-pers.-HH","direct migration background","25","","","","1"
"Very good","1995","1-pers.-HH","indirect migration background","4","","","","1"
"Very good","1995","(Married) couple without C. ","no migration background","169","0.0477645879774825","0.0399265299031381","0.0556026460518268","1"
"Very good","1995","(Married) couple without C. ","direct migration background","43","0.0750813868864308","0.0540828852493165","0.0960798885235452","1"
"Very good","1995","(Married) couple without C. ","indirect migration background","13","","","","1"
"Very good","1995","Single parent ","no migration background","64","0.141702858089539","0.110471672405243","0.172934043773834","1"
"Very good","1995","Single parent ","direct migration background","20","","","","1"
"Very good","1995","Single parent ","indirect migration background","9","","","","1"
"Very good","1995","Couple + C. LE 16 ","no migration background","224","0.0826922381644735","0.0715710713392049","0.0938134049897421","1"
"Very good","1995","Couple + C. LE 16 ","direct migration background","108","0.177293958938527","0.149795503596081","0.204792414280972","1"
"Very good","1995","Couple + C. LE 16 ","indirect migration background","5","","","","1"
"Very good","1995","Couple + C. GT 16 ","no migration background","168","0.0912288483498056","0.0777769022202706","0.104680794479341","1"
"Very good","1995","Couple + C. GT 16 ","direct migration background","57","0.100741501331087","0.0759452311226126","0.125537771539561","1"
"Very good","1995","Couple + C. GT 16 ","indirect migration background","64","0.375274359603649","0.302913622979604","0.447635096227693","1"
"Very good","1995","Couple + C. LE and GT 16","no migration background","82","0.102716165574135","0.0811466652838583","0.124285665864412","1"
"Very good","1995","Couple + C. LE and GT 16","direct migration background","40","0.167025124687622","0.128169552085509","0.205880697289735","1"
"Very good","1995","Couple + C. LE and GT 16","indirect migration background","47","0.290267991691443","0.212543263269199","0.367992720113687","1"
"Bad ","1996","1-pers.-HH","no migration background","85","0.0789204375912988","0.0639979014955757","0.0938429736870218","5"
"Bad ","1996","1-pers.-HH","direct migration background","17","","","","5"
"Bad ","1996","1-pers.-HH","indirect migration background","1","","","","5"
"Bad ","1996","(Married) couple without C. ","no migration background","109","0.0437964126012072","0.0363419170375523","0.0512509081648622","5"
"Bad ","1996","(Married) couple without C. ","direct migration background","56","0.0995024608202385","0.0755310907963998","0.123473830844077","5"
"Bad ","1996","(Married) couple without C. ","indirect migration background","1","","","","5"
"Bad ","1996","Couple + C. GT 16 ","no migration background","47","0.0367251133220862","0.0277445241458787","0.0457057024982936","5"
"Bad ","1996","Couple + C. GT 16 ","direct migration background","31","0.0535374262125468","0.0340201994524542","0.0730546529726395","5"
"Bad ","1996","Single parent ","no migration background","14","","","","5"
"Bad ","1996","Single parent ","direct migration background","4","","","","5"
"Bad ","1996","Single parent ","indirect migration background","","","","","5"
"Bad ","1996","Couple + C. LE 16 ","no migration background","29","","","","5"
"Bad ","1996","Couple + C. LE 16 ","direct migration background","11","","","","5"
"Bad ","1996","Couple + C. LE 16 ","indirect migration background","","","","","5"
"Bad ","1996","Couple + C. GT 16 ","indirect migration background","2","","","","5"
"Bad ","1996","Couple + C. LE and GT 16","no migration background","10","","","","5"
"Bad ","1996","Couple + C. LE and GT 16","direct migration background","9","","","","5"
"Bad ","1996","Couple + C. LE and GT 16","indirect migration background","","","","","5"
"Good","1996","1-pers.-HH","indirect migration background","17","","","","2"
"Good","1996","1-pers.-HH","direct migration background","61","0.343860582238956","0.275228299954952","0.412492864522959","2"
"Good","1996","(Married) couple without C. ","no migration background","958","0.315547022073192","0.298618164208886","0.332475879937498","2"
"Good","1996","1-pers.-HH","no migration background","404","0.297391652766918","0.272091662007213","0.322691643526623","2"
"Good","1996","(Married) couple without C. ","direct migration background","186","0.286047826328076","0.249857827764509","0.322237824891642","2"
"Good","1996","(Married) couple without C. ","indirect migration background","29","","","","2"
"Good","1996","Single parent ","no migration background","214","0.415782222350269","0.372188125245825","0.459376319454714","2"
"Good","1996","Single parent ","direct migration background","50","0.369771037679597","0.285480573942891","0.454061501416303","2"
"Good","1996","Single parent ","indirect migration background","20","","","","2"
"Good","1996","Couple + C. LE 16 ","indirect migration background","42","0.465010179768791","0.347323439163809","0.582696920373774","2"
"Good","1996","Couple + C. GT 16 ","no migration background","684","0.376979258966806","0.353839537921144","0.400118980012469","2"
"Good","1996","Couple + C. LE and GT 16","no migration background","384","0.495569330007483","0.460944728365653","0.530193931649313","2"
"Good","1996","Couple + C. LE and GT 16","direct migration background","112","0.34114027792053","0.289114841942829","0.39316571389823","2"
"Good","1996","Couple + C. LE 16 ","no migration background","1151","0.506613916641485","0.485997082310846","0.527230750972123","2"
"Good","1996","Couple + C. LE 16 ","direct migration background","334","0.478750916410013","0.441037523641403","0.516464309178623","2"
"Good","1996","Couple + C. GT 16 ","direct migration background","168","0.3524185716553","0.310998177533048","0.393838965777551","2"
"Good","1996","Couple + C. GT 16 ","indirect migration background","69","0.34072601983625","0.271294416635986","0.410157623036513","2"
"Good","1996","Couple + C. LE and GT 16","indirect migration background","57","0.413869871045839","0.32984844383361","0.497891298258067","2"
"Poor","1996","1-pers.-HH","direct migration background","29","","","","4"
"Poor","1996","1-pers.-HH","indirect migration background","3","","","","4"
"Poor","1996","(Married) couple without C. ","no migration background","502","0.187944178392185","0.173713317021497","0.202175039762873","4"
"Poor","1996","1-pers.-HH","no migration background","230","0.200375528838125","0.178220888612876","0.222530169063373","4"
"Poor","1996","(Married) couple without C. ","direct migration background","97","0.162056531157465","0.132546116681188","0.191566945633742","4"
"Poor","1996","(Married) couple without C. ","indirect migration background","9","","","","4"
"Poor","1996","Single parent ","no migration background","63","0.128642130187263","0.0990281190478327","0.158256141326693","4"
"Poor","1996","Single parent ","direct migration background","21","","","","4"
"Poor","1996","Single parent ","indirect migration background","1","","","","4"
"Poor","1996","Couple + C. GT 16 ","direct migration background","94","0.157140329997958","0.125585989454059","0.188694670541856","4"
"Poor","1996","Couple + C. LE 16 ","no migration background","163","0.0672670630144773","0.0569377874161316","0.077596338612823","4"
"Poor","1996","Couple + C. LE 16 ","direct migration background","65","0.0978115075094624","0.0753849940776601","0.120238020941265","4"
"Poor","1996","Couple + C. LE 16 ","indirect migration background","4","","","","4"
"Poor","1996","Couple + C. GT 16 ","no migration background","197","0.13192320814579","0.115765200355768","0.148081215935812","4"
"Poor","1996","Couple + C. GT 16 ","indirect migration background","9","","","","4"
"Poor","1996","Couple + C. LE and GT 16","no migration background","71","0.0948380046014523","0.0745478109284082","0.115128198274496","4"
"Poor","1996","Couple + C. LE and GT 16","direct migration background","44","0.151326445172436","0.112000379573849","0.190652510771024","4"
