"m11126","year","e11103","sex","n","percent","lower_confidence","upper_confidence"
"Satisfactory","1994","Not Working","Female","1048","0.363172399434141","0.346082644196361","0.380262154671921"
"Poor","1994","Full Time","Male","347","0.0970457516602969","0.0878306017414772","0.106260901579117"
"Poor","1994","Full Time","Female","228","0.121114334415852","0.106858321935297","0.135370346896406"
"Poor","1994","Part Time","Male","88","0.131560176956964","0.107006615717649","0.156113738196278"
"Poor","1994","Part Time","Female","224","0.132770658087276","0.116342962375525","0.149198353799027"
"Poor","1994","Not Working","Male","272","0.191223858692362","0.1715376439605","0.210910073424225"
"Poor","1994","Not Working","Female","609","0.226973501813134","0.212088350430705","0.241858653195564"
"Bad ","1994","Full Time","Male","55","0.0135596279948563","0.0099593123742788","0.0171599436154339"
"Bad ","1994","Full Time","Female","35","0.0166201404765253","0.0110339967877372","0.0222062841653135"
"Bad ","1994","Part Time","Male","20","","",""
"Bad ","1994","Part Time","Female","29","","",""
"Bad ","1994","Not Working","Male","129","0.0894891798652059","0.0752000812616959","0.103778278468716"
"Bad ","1994","Not Working","Female","210","0.0900007390767025","0.0798309477002343","0.100170530453171"
"Very good","1995","Full Time","Male","448","0.0989054722303708","0.0895754762984433","0.108235468162298"
"Very good","1995","Full Time","Female","200","0.0904006449763936","0.0777411723144219","0.103060117638365"
"Very good","1995","Part Time","Male","113","0.125327177751612","0.103134460511997","0.147519894991228"
"Very good","1995","Part Time","Female","166","0.0797683866019991","0.067078171123423","0.0924586020805752"
"Very good","1995","Not Working","Male","158","0.0734738169973518","0.0607958544632754","0.0861517795314282"
"Very good","1995","Not Working","Female","227","0.054043995585257","0.0462002076474445","0.0618877835230695"
"Good","1995","Full Time","Male","1882","0.47494836174815","0.459341689004228","0.490555034492072"
"Good","1995","Full Time","Female","903","0.458316941240568","0.436320097948091","0.480313784533045"
"Good","1995","Part Time","Male","412","0.445314682843367","0.412001059120054","0.478628306566681"
"Good","1995","Part Time","Female","807","0.463430768282775","0.440074130116008","0.486787406449542"
"Good","1995","Not Working","Male","478","0.276121908703684","0.254398025246842","0.297845792160526"
"Good","1995","Not Working","Female","1001","0.264687486025042","0.249382979432772","0.279991992617312"
"Satisfactory","1995","Full Time","Male","1213","0.328757585676021","0.314076313016525","0.343438858335518"
"Satisfactory","1995","Full Time","Female","610","0.314851313717475","0.294346777604468","0.335355849830482"
"Satisfactory","1995","Part Time","Male","220","0.268148483844554","0.238454792152347","0.297842175536761"
"Satisfactory","1995","Part Time","Female","524","0.314485229380954","0.292737518405064","0.336232940356845"
"Satisfactory","1995","Not Working","Male","563","0.366754832062091","0.343337997966393","0.390171666157789"
"Satisfactory","1995","Not Working","Female","1116","0.369285510235915","0.352543246166692","0.386027774305138"
"Poor","1995","Full Time","Male","346","0.0875464696544478","0.078713417096237","0.0963795222126586"
"Poor","1995","Full Time","Female","218","0.114007782004006","0.0999768351096596","0.128038728898353"
"Poor","1995","Part Time","Male","84","0.130187082489454","0.107631091759362","0.152743073219546"
"Poor","1995","Part Time","Female","222","0.126442055266398","0.110875351884811","0.142008758647985"
"Poor","1995","Not Working","Male","307","0.199427004616628","0.180011585681669","0.218842423551586"
"Poor","1995","Not Working","Female","626","0.226169819476786","0.21165683244156","0.240682806512013"
"Bad ","1995","Full Time","Male","44","0.00984211069100961","0.00675691677373075","0.0129273046082885"
"Bad ","1995","Full Time","Female","40","0.0224233180615568","0.0158870457939329","0.0289595903291807"
"Bad ","1995","Part Time","Male","26","","",""
"Bad ","1995","Part Time","Female","32","0.0158735604678736","0.0100193592841327","0.0217277616516145"
"Bad ","1995","Not Working","Male","121","0.0842224376202455","0.070727738146009","0.0977171370944819"
"Bad ","1995","Not Working","Female","222","0.0858131886769991","0.0760966598060584","0.0955297175479397"
"Very good","1996","Full Time","Male","405","0.0895534061000344","0.0805091323315649","0.0985976798685038"
"Very good","1996","Full Time","Female","216","0.112300726279187","0.0981483827543011","0.126453069804072"
"Very good","1996","Part Time","Male","126","0.129159106242935","0.107113140231505","0.151205072254364"
"Very good","1996","Part Time","Female","183","0.0976158345697941","0.0839352471143347","0.111296422025253"
"Very good","1996","Not Working","Male","133","0.0619656340854745","0.0500890251268302","0.0738422430441187"
"Very good","1996","Not Working","Female","229","0.0581536358561573","0.0498831048416432","0.0664241668706714"
"Good","1996","Full Time","Male","1853","0.487737647852579","0.471905320266322","0.503569975438835"
"Good","1996","Full Time","Female","901","0.46480420689632","0.442448133969877","0.487160279822763"
"Good","1996","Part Time","Male","386","0.427233760633414","0.394716144631384","0.459751376635444"
"Good","1996","Part Time","Female","771","0.410349542827715","0.387675802178578","0.433023283476851"
"Good","1996","Not Working","Male","439","0.244584371939711","0.223409783978561","0.265758959900862"
"Good","1996","Not Working","Female","910","0.257854523641699","0.242395330427772","0.273313716855626"
"Satisfactory","1996","Full Time","Male","1218","0.323780654646183","0.308959752095896","0.338601557196471"
"Satisfactory","1996","Full Time","Female","578","0.304876549557803","0.284241898584449","0.325511200531158"
"Satisfactory","1996","Part Time","Male","254","0.304947296448073","0.274683843861591","0.335210749034555"
"Satisfactory","1996","Part Time","Female","608","0.364976707372311","0.34278573768709","0.387167677057532"
"Satisfactory","1996","Not Working","Male","594","0.409840309383865","0.385613303748197","0.434067315019532"
"Satisfactory","1996","Not Working","Female","1119","0.371925080571912","0.354845060214123","0.389005100929702"
"Poor","1996","Full Time","Male","308","0.0850293014039543","0.0761945708959943","0.0938640319119143"
"Poor","1996","Full Time","Female","188","0.101731104827463","0.0881812635386137","0.115280946116311"
"Poor","1996","Part Time","Male","86","0.102026139606631","0.0821292685660251","0.121923010647238"
"Poor","1996","Part Time","Female","213","0.109311388839161","0.0949285526664929","0.123694225011829"
"Poor","1996","Not Working","Male","292","0.19371999318546","0.174251255145586","0.213188731225334"
"Poor","1996","Not Working","Female","622","0.234005898728092","0.219044195343412","0.248967602112772"
"Bad ","1996","Full Time","Male","45","0.0138989899972495","0.0101908362644633","0.0176071437300357"
"Bad ","1996","Full Time","Female","29","","",""
"Bad ","1996","Part Time","Male","37","0.0366336970689475","0.0242846538348867","0.0489827403030082"
"Bad ","1996","Part Time","Female","33","0.0177465263910192","0.01166073103822","0.0238323217438184"
"Bad ","1996","Not Working","Male","125","0.0898896914054901","0.0757997367616092","0.103979646049371"
"Bad ","1996","Not Working","Female","196","0.07806086120214","0.068580547227997","0.0875411751762829"
"Very good","1997","Full Time","Male","398","0.0980149434709367","0.088439510507865","0.107590376434008"
"Very good","1997","Full Time","Female","185","0.104468652764906","0.0907045527765812","0.11823275275323"
"Very good","1997","Part Time","Male","113","0.128420692407462","0.106253278850096","0.150588105964827"
"Very good","1997","Part Time","Female","142","0.0924407274398193","0.0785779345129667","0.106303520366672"
"Very good","1997","Not Working","Male","145","0.0677326406078442","0.0556004638121294","0.0798648174035591"
"Very good","1997","Not Working","Female","196","0.0556400616940726","0.0475643586044846","0.0637157647836606"
"Good","1997","Full Time","Male","1897","0.495391507863311","0.479290088615001","0.511492927111621"
"Good","1997","Full Time","Female","937","0.469732817261106","0.447273980836761","0.492191653685451"
"Good","1997","Part Time","Male","401","0.412792945057732","0.380171302105646","0.445414588009817"
"Good","1997","Part Time","Female","775","0.457318874340427","0.433475732562833","0.481162016118022"
"Good","1997","Not Working","Male","484","0.258307517710425","0.237175062905158","0.279439972515692"
"Good","1997","Not Working","Female","962","0.251685837636339","0.236396483645427","0.266975191627251"
"Satisfactory","1997","Full Time","Male","1081","0.313074050793291","0.29813953661411","0.328008564972473"
"Satisfactory","1997","Full Time","Female","591","0.317071136936886","0.296130951922728","0.338011321951044"
"Satisfactory","1997","Part Time","Male","242","0.30676256468108","0.276207286078538","0.337317843283623"
"Satisfactory","1997","Part Time","Female","534","0.318236819405621","0.295943561319094","0.340530077492149"
"Satisfactory","1997","Not Working","Male","606","0.403922702430815","0.380232437924931","0.4276129669367"
"Satisfactory","1997","Not Working","Female","1134","0.392439340819399","0.375236552101405","0.409642129537393"
"Poor","1997","Full Time","Male","286","0.0805490947867028","0.0717849971648306","0.089313192408575"
"Poor","1997","Full Time","Female","165","0.0995362010588057","0.0860640145968351","0.113008387520776"
"Poor","1997","Part Time","Male","88","0.116330620673441","0.0950866354713413","0.13757460587554"
"Poor","1997","Part Time","Female","185","0.113858364263211","0.0986558436439245","0.129060884882498"
"Poor","1997","Not Working","Male","294","0.185179837853187","0.166425694969995","0.203933980736379"
"Poor","1997","Not Working","Female","595","0.220683907393942","0.206073580972583","0.235294233815301"
"Bad ","1997","Full Time","Male","42","0.0129704030857584","0.00932660396846869","0.0166142022030482"
"Bad ","1997","Full Time","Female","19","","",""
"Bad ","1997","Part Time","Male","31","0.0356931771802854","0.0234005619453137","0.0479857924152572"
"Bad ","1997","Part Time","Female","41","0.0181452145509209","0.0117569007036974","0.0245335283981445"
"Bad ","1997","Not Working","Male","119","0.0848573013977286","0.071403082011632","0.0983115207838251"
"Bad ","1997","Not Working","Female","208","0.0795508524562476","0.0700176221885923","0.0890840827239029"
"Very good","1998","Full Time","Male","465","0.119257467329442","0.10917481441156","0.129340120247325"
"Very good","1998","Full Time","Female","240","0.121629278425312","0.107410638285543","0.135847918565081"
"Very good","1998","Part Time","Male","150","0.134731227888767","0.113674200932546","0.155788254844989"
"Very good","1998","Part Time","Female","177","0.105153645763328","0.091235586700147","0.119071704826509"
"Very good","1998","Not Working","Male","183","0.0810429274124937","0.0688551329389658","0.0932307218860216"
"Very good","1998","Not Working","Female","265","0.0676431536112734","0.0593161328741751","0.0759701743483716"
"Good","1998","Full Time","Male","2073","0.50758167995732","0.492028198633568","0.523135161281072"
"Good","1998","Full Time","Female","1033","0.481777228835577","0.460041137373121","0.503513320298032"
"Good","1998","Part Time","Male","459","0.442443693841891","0.411812722077825","0.473074665605957"
"Good","1998","Part Time","Female","899","0.473605223479512","0.45095062868564","0.496259818273384"
"Good","1998","Not Working","Male","556","0.271304712706326","0.251447348610689","0.291162076801964"
"Good","1998","Not Working","Female","1098","0.27449959048798","0.259702500256905","0.289296680719055"
"Satisfactory","1998","Full Time","Male","1103","0.280622063810664","0.266644000425582","0.294600127195746"
"Satisfactory","1998","Full Time","Female","566","0.292317265364278","0.272531784682326","0.31210274604623"
"Satisfactory","1998","Part Time","Male","283","0.303088514398423","0.274744526450424","0.331432502346423"
"Satisfactory","1998","Part Time","Female","565","0.296816016319581","0.276087394773881","0.317544637865282"
"Satisfactory","1998","Not Working","Male","673","0.368179168532652","0.346639127498884","0.389719209566419"
"Satisfactory","1998","Not Working","Female","1231","0.369135573014566","0.353134555151431","0.385136590877702"
"Poor","1998","Full Time","Male","296","0.0826365607008539","0.0740708308705738","0.091202290531134"
"Poor","1998","Full Time","Female","156","0.08619248810563","0.0739839927371745","0.0984009834740855"
"Poor","1998","Part Time","Male","95","0.088367838919768","0.0708635553504713","0.105872122489065"
"Poor","1998","Part Time","Female","191","0.102843457012011","0.0890613785171763","0.116625535506846"
"Poor","1998","Not Working","Male","360","0.201040391867413","0.183141587444344","0.218939196290481"
"Poor","1998","Not Working","Female","653","0.204585135983348","0.191209312451099","0.217960959515597"
"Bad ","1998","Full Time","Male","32","0.00990222820171964","0.00682178611412715","0.0129826702893121"
"Bad ","1998","Full Time","Female","35","0.018083739269203","0.0122870313697536","0.0238804471686524"
"Bad ","1998","Part Time","Male","23","","",""
"Bad ","1998","Part Time","Female","34","0.0215816574255672","0.0149884466229329","0.0281748682282015"
"Bad ","1998","Not Working","Male","154","0.0784327994811155","0.0664258602519151","0.0904397387103159"
"Bad ","1998","Not Working","Female","247","0.0841365469028323","0.074932170990224","0.0933409228154405"
"Very good","1999","Full Time","Male","411","0.0960510156243992","0.0867865657872739","0.105315465461525"
"Very good","1999","Full Time","Female","206","0.112639133274712","0.0986320579457611","0.126646208603662"
"Very good","1999","Part Time","Male","129","0.133889647792989","0.112762399576734","0.155016896009243"
"Very good","1999","Part Time","Female","185","0.105418302560931","0.0917671923007405","0.119069412821122"
"Very good","1999","Not Working","Male","135","0.0695634927249819","0.0576302071940598","0.081496778255904"
"Very good","1999","Not Working","Female","241","0.0654112035805045","0.0568539388737365","0.0739684682872725"
"Good","1999","Full Time","Male","1953","0.495492383006585","0.479772509466906","0.511212256546264"
"Good","1999","Full Time","Female","932","0.449569230686074","0.427529701152729","0.471608760219419"
"Good","1999","Part Time","Male","464","0.442201757423183","0.411388924908241","0.473014589938125"
"Good","1999","Part Time","Female","934","0.470140939997913","0.447954165018862","0.492327714976964"
"Good","1999","Not Working","Male","479","0.260118089426622","0.239540596847778","0.280695582005467"
"Good","1999","Not Working","Female","954","0.261415011997577","0.246207291885712","0.276622732109441"
"Satisfactory","1999","Full Time","Male","1177","0.310560293232853","0.296011807149393","0.325108779316314"
"Satisfactory","1999","Full Time","Female","597","0.303128892249663","0.282765854145287","0.323491930354039"
"Satisfactory","1999","Part Time","Male","297","0.29736910651651","0.269009881085531","0.32572833194749"
"Satisfactory","1999","Part Time","Female","596","0.306583062390667","0.286086960917135","0.3270791638642"
"Satisfactory","1999","Not Working","Male","652","0.386892645637477","0.364047734591052","0.409737556683901"
"Satisfactory","1999","Not Working","Female","1159","0.365556125264009","0.348888556783706","0.382223693744312"
"Poor","1999","Full Time","Male","299","0.0829227966491949","0.0742524469889951","0.0915931463093947"
"Poor","1999","Full Time","Female","194","0.120467700550221","0.106046085963241","0.134889315137201"
"Poor","1999","Part Time","Male","85","0.100662534059544","0.081995380802663","0.119329687316425"
"Poor","1999","Part Time","Female","201","0.103474127858674","0.0899347951174757","0.117013460599872"
"Poor","1999","Not Working","Male","333","0.197916013243484","0.179227430774481","0.216604595712488"
"Poor","1999","Not Working","Female","621","0.21935775162921","0.205035835376007","0.233679667882412"
"Bad ","1999","Full Time","Male","46","0.0149735114869677","0.0111551022001957","0.0187919207737396"
"Bad ","1999","Full Time","Female","28","","",""
"Bad ","1999","Part Time","Male","23","","",""
"Bad ","1999","Part Time","Female","28","","",""
"Bad ","1999","Not Working","Male","147","0.0855097589674349","0.0723930962836998","0.0986264216511699"
"Bad ","1999","Not Working","Female","232","0.0882599075287001","0.0784420693085096","0.0980777457488907"
"Very good","2000","Full Time","Male","879","0.137284790570628","0.12908756994422","0.145482011197037"
"Very good","2000","Full Time","Female","436","0.143649725757317","0.13170306251398","0.155596389000655"
"Very good","2000","Part Time","Male","228","0.14703372197872","0.129544027689295","0.164523416268145"
"Very good","2000","Part Time","Female","438","0.128212818490167","0.117157278005055","0.139268358975279"
"Very good","2000","Not Working","Male","274","0.0729221933448859","0.0640308300045662","0.0818135566852056"
"Very good","2000","Not Working","Female","439","0.0656077042981274","0.0592180478171619","0.0719973607790929"
"Good","2000","Full Time","Male","3342","0.481966027626598","0.470064327094691","0.493867728158504"
"Good","2000","Full Time","Female","1556","0.440226473796049","0.423317675002473","0.457135272589626"
"Good","2000","Part Time","Male","678","0.402412936784601","0.378194596752114","0.426631276817089"
"Good","2000","Part Time","Female","1607","0.44136513987233","0.42494518168088","0.45778509806378"
"Good","2000","Not Working","Male","896","0.262023415617268","0.246986050426884","0.277060780807651"
"Good","2000","Not Working","Female","1722","0.270660112268552","0.259194095385699","0.282126129151404"
"Satisfactory","2000","Full Time","Male","1994","0.294418708890698","0.283562506920228","0.305274910861167"
"Satisfactory","2000","Full Time","Female","973","0.297113613564853","0.281547781441329","0.312679445688377"
"Satisfactory","2000","Part Time","Male","439","0.292810560249603","0.270337145689205","0.315283974810001"
"Satisfactory","2000","Part Time","Female","1102","0.327904024848674","0.312380224910705","0.343427824786644"
"Satisfactory","2000","Not Working","Male","1239","0.396104837223417","0.37937983236716","0.412829842079674"
"Satisfactory","2000","Not Working","Female","2102","0.381662150085208","0.369125314590576","0.394198985579841"
"Poor","2000","Full Time","Male","495","0.0776593334652615","0.0712845682794899","0.0840340986510331"
"Poor","2000","Full Time","Female","293","0.0989359160623222","0.088765860399363","0.109105971725281"
"Poor","2000","Part Time","Male","180","0.115820251258825","0.100016130293332","0.131624372224317"
"Poor","2000","Part Time","Female","322","0.0900815782481589","0.0806142324930927","0.0995489240032251"
"Poor","2000","Not Working","Male","619","0.188293427293852","0.174924470626052","0.201662383961652"
"Poor","2000","Not Working","Female","1109","0.203355085518814","0.192967960038698","0.21374221099893"
"Bad ","2000","Full Time","Male","61","0.00867113944681462","0.00646278569018539","0.0108794932034439"
"Bad ","2000","Full Time","Female","53","0.0200742708194578","0.0152969438037131","0.0248515978352024"
"Bad ","2000","Part Time","Male","50","0.0419225297282506","0.0320248848745167","0.0518201745819845"
"Bad ","2000","Part Time","Female","44","0.0124364385406702","0.00877172900083753","0.0161011480805028"
"Bad ","2000","Not Working","Male","257","0.0806561265205778","0.0713442313574063","0.0899680216837492"
"Bad ","2000","Not Working","Female","396","0.0787149478292987","0.0717653274261411","0.0856645682324563"
"Very good","2001","Full Time","Male","775","0.138035059791333","0.129364726225278","0.146705393357389"
"Very good","2001","Full Time","Female","401","0.146721576230612","0.134045433907942","0.159397718553283"
"Very good","2001","Part Time","Male","228","0.164723197625089","0.14555147044465","0.183894924805527"
"Very good","2001","Part Time","Female","395","0.115990230747046","0.105217360961184","0.126763100532909"
"Very good","2001","Not Working","Male","260","0.0743358152558649","0.0650171963400778","0.083654434171652"
"Very good","2001","Not Working","Female","371","0.0594265960596892","0.052927172944253","0.0659260191751254"
"Good","2001","Full Time","Male","2990","0.475221467660801","0.462668906176162","0.487774029145441"
"Good","2001","Full Time","Female","1418","0.456775567810166","0.438929776377448","0.474621359242884"
"Good","2001","Part Time","Male","622","0.413645254954882","0.38819085326143","0.439099656648333"
"Good","2001","Part Time","Female","1580","0.45176187697359","0.435018942499451","0.468504811447729"
"Good","2001","Not Working","Male","770","0.242044296773214","0.226828485724834","0.257260107821595"
"Good","2001","Not Working","Female","1460","0.256461957516516","0.244457263099495","0.268466651933537"
"Satisfactory","2001","Full Time","Male","1792","0.296211636242619","0.284734900022542","0.307688372462697"
"Satisfactory","2001","Full Time","Female","885","0.2930279270484","0.276721817028856","0.309334037067944"
"Satisfactory","2001","Part Time","Male","399","0.27898453471252","0.255803596859141","0.302165472565899"
"Satisfactory","2001","Part Time","Female","1048","0.311451711830255","0.295872168099141","0.327031255561369"
"Satisfactory","2001","Not Working","Male","1173","0.400390629778178","0.382984511708202","0.417796747848154"
"Satisfactory","2001","Not Working","Female","1883","0.386259203631119","0.372874155019061","0.399644252243178"
"Poor","2001","Full Time","Male","462","0.079630565283488","0.0728257350574608","0.0864353955095151"
"Poor","2001","Full Time","Female","250","0.0852938161070435","0.0752870370047626","0.0953005952093245"
"Poor","2001","Part Time","Male","144","0.106267484830774","0.0903390674191503","0.122195902242397"
"Poor","2001","Part Time","Female","321","0.104340826189692","0.0940561482402996","0.114625504139085"
"Poor","2001","Not Working","Male","596","0.205803362711783","0.191441326340725","0.220165399082842"
"Poor","2001","Not Working","Female","1013","0.215046733298166","0.203751990085816","0.226341476510516"
"Bad ","2001","Full Time","Male","61","0.0109012710217586","0.00829118577554456","0.0135113562679726"
"Bad ","2001","Full Time","Female","39","0.0181811128037778","0.0133945842450983","0.0229676413624572"
"Bad ","2001","Part Time","Male","45","0.0363795278767355","0.0267023174140764","0.0460567383393947"
"Bad ","2001","Part Time","Female","50","0.0164553542594162","0.0121753635183393","0.0207353450004931"
"Bad ","2001","Not Working","Male","245","0.0774258954809598","0.0679314519545617","0.0869203390073578"
"Bad ","2001","Not Working","Female","356","0.082805509494509","0.0752293628613803","0.0903816561276378"
"Very good","2002","Full Time","Male","725","0.11551587438069","0.107707292067255","0.123324456694124"
"Very good","2002","Full Time","Female","369","0.125204057384738","0.113632079841789","0.136776034927688"
"Very good","2002","Part Time","Male","226","0.12887996117371","0.112156059537435","0.145603862809985"
"Very good","2002","Part Time","Female","390","0.096007918892604","0.0865179295482163","0.105497908236992"
"Very good","2002","Not Working","Male","262","0.0673187492879936","0.0586111006004141","0.0760263979755731"
"Very good","2002","Not Working","Female","381","0.0568426699567035","0.0504948520923567","0.0631904878210503"
"Good","2002","Full Time","Male","3241","0.48953248752117","0.477320646279901","0.501744328762439"
"Good","2002","Full Time","Female","1516","0.462505217699469","0.445071482496455","0.479938952902482"
"Good","2002","Part Time","Male","675","0.409041337924141","0.384501705360314","0.433580970487967"
"Good","2002","Part Time","Female","1730","0.443949957392646","0.427945025428991","0.459954889356301"
"Good","2002","Not Working","Male","861","0.252134650820048","0.23704447744149","0.267224824198606"
"Good","2002","Not Working","Female","1487","0.254618842060108","0.242675396754758","0.266562287365459"
"Satisfactory","2002","Full Time","Male","1934","0.308511523663271","0.297228266012773","0.319794781313769"
"Satisfactory","2002","Full Time","Female","956","0.307690697238267","0.291552602251927","0.323828792224606"
"Satisfactory","2002","Part Time","Male","454","0.314266975915141","0.291096614398351","0.337437337431932"
"Satisfactory","2002","Part Time","Female","1158","0.336427342063046","0.321207162802797","0.351647521323295"
"Satisfactory","2002","Not Working","Male","1186","0.387923293481107","0.370989973634589","0.404856613327626"
"Satisfactory","2002","Not Working","Female","1869","0.388147196851679","0.374786877025798","0.401507516677561"
"Poor","2002","Full Time","Male","474","0.076992639336922","0.0704803524780803","0.0835049261957637"
"Poor","2002","Full Time","Female","265","0.0890740077132","0.079113945655873","0.0990340697705271"
"Poor","2002","Part Time","Male","149","0.117240850391661","0.101183773098628","0.133297927684694"
"Poor","2002","Part Time","Female","378","0.109816709151912","0.0997449851666473","0.119888433137176"
"Poor","2002","Not Working","Male","619","0.204659331885095","0.190638989245578","0.218679674524612"
"Poor","2002","Not Working","Female","1031","0.219438257457417","0.208091939378849","0.230784575535984"
"Bad ","2002","Full Time","Male","63","0.00944747509794772","0.00708426154277643","0.011810688653119"
"Bad ","2002","Full Time","Female","36","0.0155260199643265","0.0112031000310686","0.0198489398975843"
"Bad ","2002","Part Time","Male","38","0.0305708745953468","0.0219784076983404","0.0391633414923531"
"Bad ","2002","Part Time","Female","46","0.0137980724997925","0.0100403732455679","0.017555771754017"
"Bad ","2002","Not Working","Male","253","0.0879639745257556","0.0781210382106687","0.0978069108408425"
"Bad ","2002","Not Working","Female","343","0.0809530336740921","0.073475117927963","0.0884309494202211"
"Very good","2003","Full Time","Male","691","0.116874793971158","0.108725947700665","0.125023640241651"
"Very good","2003","Full Time","Female","362","0.117266886559787","0.105648812881477","0.128884960238097"
