"m11126","year","age_gr","pgisced97","n","percent","lower_confidence","upper_confidence"
"Good","1994","66 and older","higher education","38","0.274134137957384","0.197746656750759","0.350521619164008"
"Satisfactory","1994","16-34 y.","in school","34","0.135414401942311","0.0920347995525832","0.178794004332038"
"Satisfactory","1994","16-34 y.","inadequately","22","","",""
"Satisfactory","1994","16-34 y.","general elemantary","188","0.2145784009848","0.188050761929017","0.241106040040583"
"Satisfactory","1994","16-34 y.","middle vocational","549","0.233446102321431","0.216746570682309","0.250145633960553"
"Satisfactory","1994","16-34 y.","vocational + Abi","49","0.208689556776339","0.158316083851422","0.259063029701255"
"Satisfactory","1994","16-34 y.","higher vocational","53","0.234506712363141","0.17826375136252","0.290749673363762"
"Satisfactory","1994","16-34 y.","higher education","77","0.188562057027217","0.151108256865914","0.226015857188521"
"Satisfactory","1994","35-65 y.","in school","","","",""
"Satisfactory","1994","35-65 y.","inadequately","126","0.331418055344688","0.284398000575233","0.378438110114143"
"Satisfactory","1994","35-65 y.","general elemantary","413","0.398245010994264","0.369420414758957","0.427069607229571"
"Satisfactory","1994","35-65 y.","middle vocational","1292","0.386478777763537","0.370045751819087","0.402911803707988"
"Satisfactory","1994","35-65 y.","vocational + Abi","35","0.301766394423256","0.219293654898774","0.384239133947738"
"Satisfactory","1994","35-65 y.","higher vocational","171","0.375726554726723","0.330829515149276","0.42062359430417"
"Satisfactory","1994","35-65 y.","higher education","386","0.345741649983804","0.317660959607213","0.373822340360396"
"Satisfactory","1994","66 and older","in school","","","",""
"Satisfactory","1994","66 and older","inadequately","14","","",""
"Satisfactory","1994","66 and older","general elemantary","207","0.412402961675353","0.368547256660499","0.456258666690206"
"Satisfactory","1994","66 and older","middle vocational","325","0.426728595134092","0.391260015039484","0.4621971752287"
"Satisfactory","1994","66 and older","vocational + Abi","7","","",""
"Satisfactory","1994","66 and older","higher vocational","30","0.330754989681202","0.234089118765523","0.427420860596881"
"Satisfactory","1994","66 and older","higher education","50","0.371988884967019","0.28922114626233","0.454756623671707"
"Poor","1994","16-34 y.","in school","10","","",""
"Poor","1994","16-34 y.","inadequately","12","","",""
"Poor","1994","16-34 y.","general elemantary","61","0.0714846569776861","0.0548369225812362","0.0881323913741361"
"Poor","1994","16-34 y.","middle vocational","168","0.073204345775746","0.062921814114758","0.083486877436734"
"Poor","1994","16-34 y.","vocational + Abi","15","","",""
"Poor","1994","16-34 y.","higher vocational","18","","",""
"Poor","1994","16-34 y.","higher education","20","","",""
"Poor","1994","35-65 y.","in school","","","",""
"Poor","1994","35-65 y.","inadequately","92","0.18580189879769","0.146950394154039","0.224653403441341"
"Poor","1994","35-65 y.","general elemantary","245","0.222542968609083","0.198051019566116","0.247034917652049"
"Poor","1994","35-65 y.","middle vocational","500","0.157750420008605","0.145449273697379","0.170051566319832"
"Poor","1994","35-65 y.","vocational + Abi","23","","",""
"Poor","1994","35-65 y.","higher vocational","65","0.154997387257631","0.121447926503137","0.188546848012126"
"Poor","1994","35-65 y.","higher education","134","0.116451271385781","0.0975128112503955","0.135389731521167"
"Poor","1994","66 and older","in school","","","",""
"Poor","1994","66 and older","inadequately","8","","",""
"Poor","1994","66 and older","general elemantary","130","0.278653405123712","0.238711425989881","0.318595384257542"
"Poor","1994","66 and older","middle vocational","185","0.264619647840049","0.232985594338098","0.296253701342"
"Poor","1994","66 and older","vocational + Abi","4","","",""
"Poor","1994","66 and older","higher vocational","30","0.333881669565857","0.236987113888766","0.430776225242948"
"Poor","1994","66 and older","higher education","29","","",""
"Bad ","1994","16-34 y.","in school","","","",""
"Bad ","1994","16-34 y.","inadequately","7","","",""
"Bad ","1994","16-34 y.","general elemantary","13","","",""
"Bad ","1994","16-34 y.","middle vocational","18","","",""
"Bad ","1994","16-34 y.","vocational + Abi","1","","",""
"Bad ","1994","16-34 y.","higher vocational","2","","",""
"Bad ","1994","16-34 y.","higher education","2","","",""
"Bad ","1994","35-65 y.","in school","","","",""
"Bad ","1994","35-65 y.","inadequately","32","0.111766695400225","0.0802937449491658","0.143239645851284"
"Bad ","1994","35-65 y.","general elemantary","61","0.0594816641404771","0.0455547980618953","0.0734085302190588"
"Bad ","1994","35-65 y.","middle vocational","114","0.0362485657334112","0.0299409118752609","0.0425562195915615"
"Bad ","1994","35-65 y.","vocational + Abi","3","","",""
"Bad ","1994","35-65 y.","higher vocational","13","","",""
"Bad ","1994","35-65 y.","higher education","23","","",""
"Bad ","1994","66 and older","in school","","","",""
"Bad ","1994","66 and older","inadequately","5","","",""
"Bad ","1994","66 and older","general elemantary","68","0.149659885224104","0.11787838105752","0.181441389390689"
"Bad ","1994","66 and older","middle vocational","82","0.115949900821642","0.0929904540327401","0.138909347610544"
"Bad ","1994","66 and older","vocational + Abi","5","","",""
"Bad ","1994","66 and older","higher vocational","10","","",""
"Bad ","1994","66 and older","higher education","12","","",""
"Very good","1995","16-34 y.","in school","85","0.298790735443323","0.245367409366087","0.35221406152056"
"Very good","1995","16-34 y.","inadequately","20","","",""
"Very good","1995","16-34 y.","general elemantary","204","0.210396372800995","0.184001228189595","0.236791517412394"
"Very good","1995","16-34 y.","middle vocational","405","0.148422769577482","0.134539354974607","0.162306184180357"
"Very good","1995","16-34 y.","vocational + Abi","43","0.163808208496826","0.120065816880301","0.207550600113351"
"Very good","1995","16-34 y.","higher vocational","30","0.147050664200806","0.0999297902181707","0.194171538183442"
"Very good","1995","16-34 y.","higher education","89","0.184141277830302","0.14754874150333","0.220733814157274"
"Very good","1995","35-65 y.","in school","","","",""
"Very good","1995","35-65 y.","inadequately","12","","",""
"Very good","1995","35-65 y.","general elemantary","42","0.0242912898428975","0.0151768875645836","0.0334056921212114"
"Very good","1995","35-65 y.","middle vocational","178","0.0447897999271093","0.0379126305054766","0.0516669693487421"
"Very good","1995","35-65 y.","vocational + Abi","13","","",""
"Very good","1995","35-65 y.","higher vocational","32","0.0792083669767587","0.0545823987261898","0.103834335227328"
"Very good","1995","35-65 y.","higher education","78","0.0645083816656521","0.0504622355625667","0.0785545277687374"
"Very good","1995","66 and older","in school","","","",""
"Very good","1995","66 and older","inadequately","","","",""
"Very good","1995","66 and older","general elemantary","12","","",""
"Very good","1995","66 and older","middle vocational","17","","",""
"Very good","1995","66 and older","vocational + Abi","","","",""
"Very good","1995","66 and older","higher vocational","1","","",""
"Very good","1995","66 and older","higher education","6","","",""
"Good","1995","16-34 y.","in school","142","0.516728386837317","0.458403978742137","0.575052794932498"
"Good","1995","16-34 y.","inadequately","59","0.432355216245693","0.345159344160256","0.519551088331129"
"Good","1995","16-34 y.","general elemantary","464","0.504144122942788","0.471765718687497","0.536522527198078"
"Good","1995","16-34 y.","middle vocational","1344","0.534257668507314","0.514777969322338","0.55373736769229"
"Good","1995","16-34 y.","vocational + Abi","153","0.565221449652769","0.50663123130666","0.623811667998878"
"Good","1995","16-34 y.","higher vocational","123","0.573487317493514","0.507684254751124","0.639290380235904"
"Good","1995","16-34 y.","higher education","232","0.552211150483818","0.505265141306954","0.599157159660682"
"Good","1995","35-65 y.","in school","1","","",""
"Good","1995","35-65 y.","inadequately","112","0.33290190100507","0.285077816595387","0.380725985414754"
"Good","1995","35-65 y.","general elemantary","311","0.244808246193782","0.219352580733887","0.270263911653676"
"Good","1995","35-65 y.","middle vocational","1341","0.380899073791459","0.364753392638197","0.39704475494472"
"Good","1995","35-65 y.","vocational + Abi","81","0.467522809757713","0.394835146074047","0.540210473441379"
"Good","1995","35-65 y.","higher vocational","174","0.367437519597315","0.323476215416844","0.411398823777785"
"Good","1995","35-65 y.","higher education","531","0.452318710584105","0.423859989033402","0.480777432134809"
"Good","1995","66 and older","in school","","","",""
"Good","1995","66 and older","inadequately","4","","",""
"Good","1995","66 and older","general elemantary","96","0.182714074195821","0.148774496781198","0.216653651610445"
"Good","1995","66 and older","middle vocational","131","0.161530709324401","0.135104121854824","0.187957296793978"
"Good","1995","66 and older","vocational + Abi","8","","",""
"Good","1995","66 and older","higher vocational","20","","",""
"Good","1995","66 and older","higher education","32","0.178713763077543","0.117808816112354","0.239618710042732"
"Satisfactory","1995","16-34 y.","in school","44","0.14820440118305","0.106735571101792","0.189673231264308"
"Satisfactory","1995","16-34 y.","inadequately","29","","",""
"Satisfactory","1995","16-34 y.","general elemantary","168","0.200124115813434","0.174214476402256","0.226033755224611"
"Satisfactory","1995","16-34 y.","middle vocational","595","0.244484790969648","0.227701329467561","0.261268252471735"
"Satisfactory","1995","16-34 y.","vocational + Abi","64","0.219072554267181","0.170186940380072","0.26795816815429"
"Satisfactory","1995","16-34 y.","higher vocational","52","0.230145355195039","0.174140755358444","0.286149955031633"
"Satisfactory","1995","16-34 y.","higher education","89","0.198159530532198","0.160527216505591","0.235791844558805"
"Satisfactory","1995","35-65 y.","in school","","","",""
"Satisfactory","1995","35-65 y.","inadequately","135","0.323477166500291","0.276003068734113","0.370951264266468"
"Satisfactory","1995","35-65 y.","general elemantary","419","0.409758537607624","0.380643210315257","0.438873864899992"
"Satisfactory","1995","35-65 y.","middle vocational","1292","0.376824959699269","0.360713104784242","0.392936814614296"
"Satisfactory","1995","35-65 y.","vocational + Abi","57","0.317676726770292","0.249850665851689","0.385502787688895"
"Satisfactory","1995","35-65 y.","higher vocational","183","0.396078999042306","0.351481749290142","0.440676248794469"
"Satisfactory","1995","35-65 y.","higher education","431","0.385347175915287","0.357519932391421","0.413174419439152"
"Satisfactory","1995","66 and older","in school","","","",""
"Satisfactory","1995","66 and older","inadequately","15","","",""
"Satisfactory","1995","66 and older","general elemantary","180","0.353684295850767","0.311692576002259","0.395676015699274"
"Satisfactory","1995","66 and older","middle vocational","326","0.436859788868558","0.401243451201468","0.472476126535649"
"Satisfactory","1995","66 and older","vocational + Abi","7","","",""
"Satisfactory","1995","66 and older","higher vocational","35","0.396940903503879","0.292312087383163","0.501569719624595"
"Satisfactory","1995","66 and older","higher education","66","0.437344372562565","0.358483895166256","0.516204849958874"
"Poor","1995","16-34 y.","in school","10","","",""
"Poor","1995","16-34 y.","inadequately","13","","",""
"Poor","1995","16-34 y.","general elemantary","64","0.0694218009529296","0.0529619943088756","0.0858816075969836"
"Poor","1995","16-34 y.","middle vocational","155","0.0651992092070477","0.0555583729449946","0.0748400454691009"
"Poor","1995","16-34 y.","vocational + Abi","11","","",""
"Poor","1995","16-34 y.","higher vocational","11","","",""
"Poor","1995","16-34 y.","higher education","20","","",""
"Poor","1995","35-65 y.","in school","","","",""
"Poor","1995","35-65 y.","inadequately","90","0.257735015261458","0.213347598139717","0.302122432383198"
"Poor","1995","35-65 y.","general elemantary","254","0.256776141854564","0.230913078138017","0.28263920557111"
"Poor","1995","35-65 y.","middle vocational","544","0.158888317240613","0.146733638012923","0.171042996468302"
"Poor","1995","35-65 y.","vocational + Abi","24","","",""
"Poor","1995","35-65 y.","higher vocational","61","0.129450218154086","0.0988393742961525","0.16006106201202"
"Poor","1995","35-65 y.","higher education","114","0.0882891826097582","0.0720669188033825","0.104511446416134"
"Poor","1995","66 and older","in school","","","",""
"Poor","1995","66 and older","inadequately","18","","",""
"Poor","1995","66 and older","general elemantary","144","0.276810328755249","0.237514118158056","0.316106539352443"
"Poor","1995","66 and older","middle vocational","182","0.268934482744267","0.237094608045032","0.300774357443502"
"Poor","1995","66 and older","vocational + Abi","6","","",""
"Poor","1995","66 and older","higher vocational","19","","",""
"Poor","1995","66 and older","higher education","34","0.258213643611462","0.188638307890781","0.327788979332143"
"Bad ","1995","16-34 y.","in school","1","","",""
"Bad ","1995","16-34 y.","inadequately","3","","",""
