"m11126","year","bula_h","e11102","n","percent","lower_confidence","upper_confidence"
"Satisfactory","1992","Rhineland-Palatinate,Saarland","Not Employed","97","0.394001054070293","0.333551116524117","0.454450991616469"
"Satisfactory","1992","Rhineland-Palatinate,Saarland","Employed","111","0.291334133152655","0.247298638436759","0.33536962786855"
"Satisfactory","1992","Baden-Württemberg","Not Employed","152","0.329327474175529","0.289202753423997","0.369452194927061"
"Satisfactory","1992","Baden-Württemberg","Employed","339","0.287023740193628","0.261895628163389","0.312151852223867"
"Satisfactory","1992","Bavaria","Not Employed","184","0.39425694614632","0.351968346250472","0.436545546042169"
"Satisfactory","1992","Bavaria","Employed","295","0.26142741985326","0.235829950244418","0.287024889462102"
"Satisfactory","1992","Berlin","Not Employed","39","0.261890588546645","0.196374892896319","0.327406284196971"
"Satisfactory","1992","Berlin","Employed","117","0.295998151669053","0.252851682413595","0.33914462092451"
"Satisfactory","1992","Brandenburg","Not Employed","63","0.402935633058428","0.330880237927878","0.474991028188978"
"Satisfactory","1992","Brandenburg","Employed","135","0.284780137380069","0.24473840939087","0.324821865369268"
"Satisfactory","1992","Mecklenburg-Western Pomerania","Not Employed","35","0.376502003105648","0.282011408702976","0.470992597508321"
"Satisfactory","1992","Mecklenburg-Western Pomerania","Employed","72","0.231597500262404","0.185085408847172","0.278109591677637"
"Satisfactory","1992","Saxony","Not Employed","127","0.447983057948862","0.392446401314678","0.503519714583046"
"Satisfactory","1992","Saxony","Employed","223","0.270500306725848","0.240689755049188","0.300310858402508"
"Satisfactory","1992","Saxony-Anhalt","Not Employed","72","0.334461597611281","0.271101187565491","0.397822007657071"
"Satisfactory","1992","Saxony-Anhalt","Employed","137","0.251530199813715","0.215721318980383","0.287339080647047"
"Satisfactory","1992","Thuringia","Not Employed","66","0.363824988014269","0.293737036196109","0.433912939832428"
"Satisfactory","1992","Thuringia","Employed","104","0.216753908797425","0.180638238808296","0.252869578786554"
"Poor","1992","Schleswig-Holstein","Not Employed","26","","",""
"Poor","1992","Schleswig-Holstein","Employed","16","","",""
"Poor","1992","Hamburg","Not Employed","12","","",""
"Poor","1992","Hamburg","Employed","8","","",""
"Poor","1992","Lower Saxony","Not Employed","59","0.165548678306718","0.12747096052811","0.203626396085326"
"Poor","1992","Lower Saxony","Employed","56","0.103899455284184","0.079625600388719","0.128173310179649"
"Poor","1992","Bremen","Not Employed","7","","",""
"Poor","1992","Bremen","Employed","3","","",""
"Poor","1992","North Rhine-Westphalia","Not Employed","163","0.204752363354606","0.178748200340619","0.230756526368593"
"Poor","1992","North Rhine-Westphalia","Employed","130","0.0714479723554269","0.0588625398627216","0.0840334048481322"
"Poor","1992","Hesse","Not Employed","56","0.218758724275533","0.173534528125904","0.263982920425162"
"Poor","1992","Hesse","Employed","52","0.0749733117681637","0.0545065086321281","0.0954401149041992"
"Poor","1992","Rhineland-Palatinate,Saarland","Not Employed","41","0.191400344178315","0.142731687022355","0.240069001334275"
"Poor","1992","Rhineland-Palatinate,Saarland","Employed","39","0.093286437452259","0.065100612724407","0.121472262180111"
"Poor","1992","Baden-Württemberg","Not Employed","97","0.198325447971129","0.164282194821919","0.232368701120338"
"Poor","1992","Baden-Württemberg","Employed","122","0.0910468715479829","0.0750672432307873","0.107026499865179"
"Poor","1992","Bavaria","Not Employed","80","0.175718736549403","0.142785367679542","0.208652105419264"
"Poor","1992","Bavaria","Employed","74","0.0636527503914355","0.0494310366056839","0.0778744641771871"
"Poor","1992","Berlin","Not Employed","37","0.220667368758252","0.158872056923812","0.282462680592692"
"Poor","1992","Berlin","Employed","49","0.127228206673058","0.0957321693006967","0.15872424404542"
"Poor","1992","Brandenburg","Not Employed","28","","",""
"Poor","1992","Brandenburg","Employed","23","","",""
"Poor","1992","Mecklenburg-Western Pomerania","Not Employed","14","","",""
"Poor","1992","Mecklenburg-Western Pomerania","Employed","14","","",""
"Poor","1992","Saxony","Not Employed","57","0.215280495261295","0.169378422355416","0.261182568167175"
"Poor","1992","Saxony","Employed","40","0.0524950021361144","0.0375283967172799","0.067461607554949"
"Poor","1992","Saxony-Anhalt","Not Employed","37","0.18013785147159","0.128528167852449","0.231747535090732"
"Poor","1992","Saxony-Anhalt","Employed","38","0.0710988672547503","0.0498896507182704","0.0923080837912303"
"Poor","1992","Thuringia","Not Employed","35","0.234801564401767","0.17305023191021","0.296552896893325"
"Poor","1992","Thuringia","Employed","28","","",""
"Bad ","1992","Schleswig-Holstein","Not Employed","5","","",""
"Bad ","1992","Schleswig-Holstein","Employed","3","","",""
"Bad ","1992","Hamburg","Not Employed","8","","",""
"Bad ","1992","Hamburg","Employed","2","","",""
"Bad ","1992","Lower Saxony","Not Employed","36","0.110960819594806","0.0787832804900895","0.143138358699523"
"Bad ","1992","Lower Saxony","Employed","9","","",""
"Bad ","1992","Bremen","Not Employed","6","","",""
"Bad ","1992","Bremen","Employed","1","","",""
"Bad ","1992","North Rhine-Westphalia","Not Employed","47","0.0595925743845984","0.0443369030724817","0.074848245696715"
"Bad ","1992","North Rhine-Westphalia","Employed","36","0.0215271767042999","0.0144356786067226","0.0286186748018772"
"Bad ","1992","Hesse","Not Employed","28","","",""
"Bad ","1992","Hesse","Employed","20","","",""
"Bad ","1992","Rhineland-Palatinate,Saarland","Not Employed","20","","",""
"Bad ","1992","Rhineland-Palatinate,Saarland","Employed","9","","",""
"Bad ","1992","Baden-Württemberg","Not Employed","41","0.0985789591681498","0.0731283171011502","0.124029601235149"
"Bad ","1992","Baden-Württemberg","Employed","28","","",""
"Bad ","1992","Bavaria","Not Employed","50","0.108490966112886","0.0815787742105908","0.135403158015182"
"Bad ","1992","Bavaria","Employed","21","","",""
"Bad ","1992","Berlin","Not Employed","18","","",""
"Bad ","1992","Berlin","Employed","5","","",""
"Bad ","1992","Brandenburg","Not Employed","17","","",""
"Bad ","1992","Brandenburg","Employed","2","","",""
"Bad ","1992","Mecklenburg-Western Pomerania","Not Employed","9","","",""
"Bad ","1992","Mecklenburg-Western Pomerania","Employed","3","","",""
"Bad ","1992","Saxony","Not Employed","20","","",""
"Bad ","1992","Saxony","Employed","5","","",""
"Bad ","1992","Saxony-Anhalt","Not Employed","26","","",""
"Bad ","1992","Saxony-Anhalt","Employed","6","","",""
"Bad ","1992","Thuringia","Not Employed","17","","",""
"Bad ","1992","Thuringia","Employed","3","","",""
"Very good","1993","Schleswig-Holstein","Not Employed","","","",""
"Very good","1993","Schleswig-Holstein","Employed","","","",""
"Very good","1993","Hamburg","Not Employed","","","",""
"Very good","1993","Hamburg","Employed","","","",""
"Very good","1993","Lower Saxony","Not Employed","","","",""
"Very good","1993","Lower Saxony","Employed","","","",""
"Very good","1993","Bremen","Not Employed","","","",""
"Very good","1993","Bremen","Employed","","","",""
"Very good","1993","North Rhine-Westphalia","Not Employed","","","",""
"Very good","1993","North Rhine-Westphalia","Employed","","","",""
"Very good","1993","Hesse","Not Employed","","","",""
"Very good","1993","Hesse","Employed","","","",""
"Very good","1993","Rhineland-Palatinate,Saarland","Not Employed","","","",""
"Very good","1993","Rhineland-Palatinate,Saarland","Employed","","","",""
"Very good","1993","Baden-Württemberg","Not Employed","","","",""
"Very good","1993","Baden-Württemberg","Employed","","","",""
"Very good","1993","Bavaria","Not Employed","","","",""
"Very good","1993","Bavaria","Employed","","","",""
"Very good","1993","Berlin","Not Employed","","","",""
"Very good","1993","Berlin","Employed","","","",""
"Very good","1993","Brandenburg","Not Employed","","","",""
"Very good","1993","Brandenburg","Employed","","","",""
"Very good","1993","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Very good","1993","Mecklenburg-Western Pomerania","Employed","","","",""
"Very good","1993","Saxony","Not Employed","","","",""
"Very good","1993","Saxony","Employed","","","",""
"Very good","1993","Saxony-Anhalt","Not Employed","","","",""
"Very good","1993","Saxony-Anhalt","Employed","","","",""
"Very good","1993","Thuringia","Not Employed","","","",""
"Very good","1993","Thuringia","Employed","","","",""
"Good","1993","Schleswig-Holstein","Not Employed","","","",""
"Good","1993","Schleswig-Holstein","Employed","","","",""
"Good","1993","Hamburg","Not Employed","","","",""
"Good","1993","Hamburg","Employed","","","",""
"Good","1993","Lower Saxony","Not Employed","","","",""
"Good","1993","Lower Saxony","Employed","","","",""
"Good","1993","Bremen","Not Employed","","","",""
"Good","1993","Bremen","Employed","","","",""
"Good","1993","North Rhine-Westphalia","Not Employed","","","",""
"Good","1993","North Rhine-Westphalia","Employed","","","",""
"Good","1993","Hesse","Not Employed","","","",""
"Good","1993","Hesse","Employed","","","",""
"Good","1993","Rhineland-Palatinate,Saarland","Not Employed","","","",""
"Good","1993","Rhineland-Palatinate,Saarland","Employed","","","",""
"Good","1993","Baden-Württemberg","Not Employed","","","",""
"Good","1993","Baden-Württemberg","Employed","","","",""
"Good","1993","Bavaria","Not Employed","","","",""
"Good","1993","Bavaria","Employed","","","",""
"Good","1993","Berlin","Not Employed","","","",""
"Good","1993","Berlin","Employed","","","",""
"Good","1993","Brandenburg","Not Employed","","","",""
"Good","1993","Brandenburg","Employed","","","",""
"Good","1993","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Good","1993","Mecklenburg-Western Pomerania","Employed","","","",""
"Good","1993","Saxony","Not Employed","","","",""
"Good","1993","Saxony","Employed","","","",""
"Good","1993","Saxony-Anhalt","Not Employed","","","",""
"Good","1993","Saxony-Anhalt","Employed","","","",""
"Good","1993","Thuringia","Not Employed","","","",""
"Good","1993","Thuringia","Employed","","","",""
"Satisfactory","1993","Schleswig-Holstein","Not Employed","","","",""
"Satisfactory","1993","Schleswig-Holstein","Employed","","","",""
"Satisfactory","1993","Hamburg","Not Employed","","","",""
"Satisfactory","1993","Hamburg","Employed","","","",""
"Satisfactory","1993","Lower Saxony","Not Employed","","","",""
"Satisfactory","1993","Lower Saxony","Employed","","","",""
"Satisfactory","1993","Bremen","Not Employed","","","",""
"Satisfactory","1993","Bremen","Employed","","","",""
"Satisfactory","1993","North Rhine-Westphalia","Not Employed","","","",""
"Satisfactory","1993","North Rhine-Westphalia","Employed","","","",""
"Satisfactory","1993","Hesse","Not Employed","","","",""
"Satisfactory","1993","Hesse","Employed","","","",""
"Satisfactory","1993","Rhineland-Palatinate,Saarland","Not Employed","","","",""
"Satisfactory","1993","Rhineland-Palatinate,Saarland","Employed","","","",""
"Satisfactory","1993","Baden-Württemberg","Not Employed","","","",""
"Satisfactory","1993","Baden-Württemberg","Employed","","","",""
"Satisfactory","1993","Bavaria","Not Employed","","","",""
"Satisfactory","1993","Bavaria","Employed","","","",""
"Satisfactory","1993","Berlin","Not Employed","","","",""
"Satisfactory","1993","Berlin","Employed","","","",""
"Satisfactory","1993","Brandenburg","Not Employed","","","",""
"Satisfactory","1993","Brandenburg","Employed","","","",""
"Satisfactory","1993","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Satisfactory","1993","Mecklenburg-Western Pomerania","Employed","","","",""
"Satisfactory","1993","Saxony","Not Employed","","","",""
"Satisfactory","1993","Saxony","Employed","","","",""
"Satisfactory","1993","Saxony-Anhalt","Not Employed","","","",""
"Satisfactory","1993","Saxony-Anhalt","Employed","","","",""
"Satisfactory","1993","Thuringia","Not Employed","","","",""
"Satisfactory","1993","Thuringia","Employed","","","",""
"Poor","1993","Schleswig-Holstein","Not Employed","","","",""
"Poor","1993","Schleswig-Holstein","Employed","","","",""
"Poor","1993","Hamburg","Not Employed","","","",""
"Poor","1993","Hamburg","Employed","","","",""
"Poor","1993","Lower Saxony","Not Employed","","","",""
"Poor","1993","Lower Saxony","Employed","","","",""
"Poor","1993","Bremen","Not Employed","","","",""
"Poor","1993","Bremen","Employed","","","",""
"Poor","1993","North Rhine-Westphalia","Not Employed","","","",""
"Poor","1993","North Rhine-Westphalia","Employed","","","",""
"Poor","1993","Hesse","Not Employed","","","",""
"Poor","1993","Hesse","Employed","","","",""
"Poor","1993","Rhineland-Palatinate,Saarland","Not Employed","","","",""
"Poor","1993","Rhineland-Palatinate,Saarland","Employed","","","",""
"Poor","1993","Baden-Württemberg","Not Employed","","","",""
"Poor","1993","Baden-Württemberg","Employed","","","",""
"Poor","1993","Bavaria","Not Employed","","","",""
"Poor","1993","Bavaria","Employed","","","",""
"Poor","1993","Berlin","Not Employed","","","",""
"Poor","1993","Berlin","Employed","","","",""
"Poor","1993","Brandenburg","Not Employed","","","",""
"Poor","1993","Brandenburg","Employed","","","",""
"Poor","1993","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Poor","1993","Mecklenburg-Western Pomerania","Employed","","","",""
"Poor","1993","Saxony","Not Employed","","","",""
"Poor","1993","Saxony","Employed","","","",""
"Poor","1993","Saxony-Anhalt","Not Employed","","","",""
"Poor","1993","Saxony-Anhalt","Employed","","","",""
"Poor","1993","Thuringia","Not Employed","","","",""
"Poor","1993","Thuringia","Employed","","","",""
"Bad ","1993","Schleswig-Holstein","Not Employed","","","",""
"Bad ","1993","Schleswig-Holstein","Employed","","","",""
"Bad ","1993","Hamburg","Not Employed","","","",""
"Bad ","1993","Hamburg","Employed","","","",""
"Bad ","1993","Lower Saxony","Not Employed","","","",""
"Bad ","1993","Lower Saxony","Employed","","","",""
"Bad ","1993","Bremen","Not Employed","","","",""
"Bad ","1993","Bremen","Employed","","","",""
"Bad ","1993","North Rhine-Westphalia","Not Employed","","","",""
"Bad ","1993","North Rhine-Westphalia","Employed","","","",""
"Bad ","1993","Hesse","Not Employed","","","",""
"Bad ","1993","Hesse","Employed","","","",""
"Bad ","1993","Rhineland-Palatinate,Saarland","Not Employed","","","",""
"Bad ","1993","Rhineland-Palatinate,Saarland","Employed","","","",""
"Bad ","1993","Baden-Württemberg","Not Employed","","","",""
"Bad ","1993","Baden-Württemberg","Employed","","","",""
"Bad ","1993","Bavaria","Not Employed","","","",""
"Bad ","1993","Bavaria","Employed","","","",""
"Bad ","1993","Berlin","Not Employed","","","",""
"Bad ","1993","Berlin","Employed","","","",""
"Bad ","1993","Brandenburg","Not Employed","","","",""
"Bad ","1993","Brandenburg","Employed","","","",""
"Bad ","1993","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Bad ","1993","Mecklenburg-Western Pomerania","Employed","","","",""
"Bad ","1993","Saxony","Not Employed","","","",""
"Bad ","1993","Saxony","Employed","","","",""
"Bad ","1993","Saxony-Anhalt","Not Employed","","","",""
"Bad ","1993","Saxony-Anhalt","Employed","","","",""
"Bad ","1993","Thuringia","Not Employed","","","",""
"Bad ","1993","Thuringia","Employed","","","",""
"Very good","1994","Schleswig-Holstein","Not Employed","13","","",""
"Very good","1994","Schleswig-Holstein","Employed","23","","",""
"Very good","1994","Hamburg","Not Employed","5","","",""
"Very good","1994","Hamburg","Employed","6","","",""
"Very good","1994","Lower Saxony","Not Employed","23","","",""
"Very good","1994","Lower Saxony","Employed","73","0.110148991986187","0.0853043876109463","0.134993596361427"
"Very good","1994","Bremen","Not Employed","3","","",""
"Very good","1994","Bremen","Employed","6","","",""
"Very good","1994","North Rhine-Westphalia","Not Employed","88","0.0698957143103483","0.0532563810994449","0.0865350475212517"
"Very good","1994","North Rhine-Westphalia","Employed","187","0.103753799944031","0.0886119117947669","0.118895688093295"
"Very good","1994","Hesse","Not Employed","27","","",""
"Very good","1994","Hesse","Employed","77","0.10643940977211","0.0816384721230747","0.131240347421146"
"Very good","1994","Rhineland-Palatinate,Saarland","Not Employed","15","","",""
"Very good","1994","Rhineland-Palatinate,Saarland","Employed","48","0.113721573464712","0.0814167289410305","0.146026417988393"
"Very good","1994","Baden-Württemberg","Not Employed","50","0.0512855009624913","0.0331454295193958","0.0694255724055867"
"Very good","1994","Baden-Württemberg","Employed","142","0.0957699344495841","0.078907928941904","0.112631939957264"
"Very good","1994","Bavaria","Not Employed","37","0.0513870555877432","0.0321307135160312","0.0706433976594552"
"Very good","1994","Bavaria","Employed","167","0.138372021566866","0.117854840902654","0.158889202231077"
"Very good","1994","Berlin","Not Employed","14","","",""
"Very good","1994","Berlin","Employed","39","0.102658955633912","0.0721425429043622","0.133175368363461"
"Very good","1994","Brandenburg","Not Employed","17","","",""
"Very good","1994","Brandenburg","Employed","40","0.0987005941319012","0.0693244409663632","0.128076747297439"
"Very good","1994","Mecklenburg-Western Pomerania","Not Employed","10","","",""
"Very good","1994","Mecklenburg-Western Pomerania","Employed","24","","",""
"Very good","1994","Saxony","Not Employed","22","","",""
"Very good","1994","Saxony","Employed","73","0.0915198443955134","0.0703250772400008","0.112714611551026"
"Very good","1994","Saxony-Anhalt","Not Employed","14","","",""
"Very good","1994","Saxony-Anhalt","Employed","48","0.102375499277272","0.0747631752592395","0.129987823295304"
"Very good","1994","Thuringia","Not Employed","14","","",""
"Very good","1994","Thuringia","Employed","39","0.110046689957859","0.0803637948818006","0.139729585033917"
"Good","1994","Schleswig-Holstein","Not Employed","32","0.275524660485294","0.188820478219379","0.362228842751209"
"Good","1994","Schleswig-Holstein","Employed","81","0.428265098285623","0.357152702124829","0.499377494446416"
"Good","1994","Hamburg","Not Employed","19","","",""
"Good","1994","Hamburg","Employed","42","0.576537397229361","0.469591916335863","0.683482878122859"
"Good","1994","Lower Saxony","Not Employed","116","0.300845732244801","0.25353573485536","0.348155729634242"
"Good","1994","Lower Saxony","Employed","261","0.439400159127985","0.400014350758783","0.478785967497186"
"Good","1994","Bremen","Not Employed","13","","",""
"Good","1994","Bremen","Employed","20","","",""
"Good","1994","North Rhine-Westphalia","Not Employed","285","0.264329638052608","0.23555171925264","0.293107556852576"
"Good","1994","North Rhine-Westphalia","Employed","691","0.443436157767353","0.418767960662018","0.468104354872687"
"Good","1994","Hesse","Not Employed","123","0.30458601734555","0.254779306831654","0.354392727859445"
"Good","1994","Hesse","Employed","284","0.495480271401036","0.455272766028122","0.535687776773949"
"Good","1994","Rhineland-Palatinate,Saarland","Not Employed","86","0.290764446193291","0.235881664310318","0.345647228076264"
"Good","1994","Rhineland-Palatinate,Saarland","Employed","177","0.437886167633551","0.387402152798645","0.488370182468457"
"Good","1994","Baden-Württemberg","Not Employed","190","0.299639237154834","0.26196589342611","0.337312580883558"
"Good","1994","Baden-Württemberg","Employed","523","0.428403184955201","0.400048396878599","0.456757973031803"
"Good","1994","Bavaria","Not Employed","146","0.236825912571422","0.199746843691444","0.273904981451399"
"Good","1994","Bavaria","Employed","492","0.444663740174043","0.415136183133329","0.474191297214758"
"Good","1994","Berlin","Not Employed","47","0.216147674520745","0.15516289248582","0.277132456555671"
"Good","1994","Berlin","Employed","152","0.368346913995097","0.319848881330088","0.416844946660106"
"Good","1994","Brandenburg","Not Employed","50","0.201988556321809","0.148071492766016","0.255905619877601"
"Good","1994","Brandenburg","Employed","175","0.421086315013349","0.372457580288982","0.469715049737717"
"Good","1994","Mecklenburg-Western Pomerania","Not Employed","53","0.384098550745755","0.305472516551175","0.462724584940335"
"Good","1994","Mecklenburg-Western Pomerania","Employed","127","0.459108282440046","0.399223013788755","0.518993551091338"
"Good","1994","Saxony","Not Employed","116","0.240604906413629","0.199773609347581","0.281436203479676"
"Good","1994","Saxony","Employed","356","0.502816480856418","0.466064867851756","0.53956809386108"
"Good","1994","Saxony-Anhalt","Not Employed","76","0.289700344209548","0.232782494370864","0.346618194048232"
"Good","1994","Saxony-Anhalt","Employed","229","0.479826525929346","0.434319985201279","0.525333066657413"
"Good","1994","Thuringia","Not Employed","70","0.265467543387397","0.209366514885886","0.321568571888908"
"Good","1994","Thuringia","Employed","203","0.459237520149718","0.411970730016523","0.506504310282913"
"Satisfactory","1994","Schleswig-Holstein","Not Employed","26","","",""
"Satisfactory","1994","Schleswig-Holstein","Employed","59","0.345633783275962","0.277288248454152","0.413979318097771"
"Satisfactory","1994","Hamburg","Not Employed","12","","",""
"Satisfactory","1994","Hamburg","Employed","23","","",""
"Satisfactory","1994","Lower Saxony","Not Employed","119","0.308803389444541","0.261145333884208","0.356461445004873"
"Satisfactory","1994","Lower Saxony","Employed","208","0.327634947549804","0.290388843724162","0.364881051375446"
"Satisfactory","1994","Bremen","Not Employed","19","","",""
"Satisfactory","1994","Bremen","Employed","10","","",""
"Satisfactory","1994","North Rhine-Westphalia","Not Employed","293","0.37237370779595","0.340824759154868","0.403922656437033"
"Satisfactory","1994","North Rhine-Westphalia","Employed","448","0.290084833199871","0.267551257987032","0.312618408412711"
"Satisfactory","1994","Hesse","Not Employed","95","0.313285787079756","0.263089738205089","0.363481835954424"
"Satisfactory","1994","Hesse","Employed","145","0.263364814791502","0.227943883569505","0.298785746013499"
"Satisfactory","1994","Rhineland-Palatinate,Saarland","Not Employed","88","0.366978743526931","0.308728221967288","0.425229265086573"
"Satisfactory","1994","Rhineland-Palatinate,Saarland","Employed","93","0.285029209779951","0.239093548767862","0.33096487079204"
"Satisfactory","1994","Baden-Württemberg","Not Employed","172","0.337000211334895","0.298127421999075","0.375873000670715"
"Satisfactory","1994","Baden-Württemberg","Employed","362","0.351057065267386","0.323707698626483","0.378406431908288"
"Satisfactory","1994","Bavaria","Not Employed","191","0.420037436903803","0.376990090800325","0.463084783007282"
"Satisfactory","1994","Bavaria","Employed","304","0.309778027186424","0.282302037890926","0.337254016481922"
"Satisfactory","1994","Berlin","Not Employed","58","0.391075450304698","0.318774986128737","0.463375914480659"
"Satisfactory","1994","Berlin","Employed","122","0.327167584028274","0.27999443377933","0.374340734277217"
"Satisfactory","1994","Brandenburg","Not Employed","94","0.468462663512561","0.401449106744193","0.535476220280929"
"Satisfactory","1994","Brandenburg","Employed","140","0.370139702289773","0.32258368779253","0.417695716787016"
