"m11126","year","regtyp","sampreg","n","percent","lower_confidence","upper_confidence"
"Satisfactory","1995","Rural Area","East Germany","851","0.359699020992448","0.340605988410606","0.37879205357429"
"Poor","1995","Urban Area","West Germany","1060","0.153878289427097","0.145763275000875","0.161993303853319"
"Poor","1995","Urban Area","East Germany","175","0.148173308477006","0.128610986856007","0.167735630098006"
"Poor","1995","Rural Area","West Germany","268","0.161898878372282","0.145914228120469","0.177883528624096"
"Poor","1995","Rural Area","East Germany","300","0.135723525566862","0.122097565403994","0.14934948572973"
"Bad ","1995","Urban Area","West Germany","303","0.0483396352663961","0.0435159731678567","0.0531632973649356"
"Bad ","1995","Urban Area","East Germany","41","0.04651140808752","0.034915699888537","0.058107116286503"
"Bad ","1995","Rural Area","West Germany","68","0.0365490299594854","0.0284060054130712","0.0446920545058996"
"Bad ","1995","Rural Area","East Germany","73","0.0413430785913554","0.0334226949986101","0.0492634621841007"
"Very good","1996","Urban Area","West Germany","813","0.0887798366722246","0.0822871527770154","0.0952725205674338"
"Very good","1996","Urban Area","East Germany","92","0.0592951213399153","0.0464467841977866","0.072143458482044"
"Very good","1996","Rural Area","West Germany","227","0.093325459482008","0.0806746327333499","0.105976286230666"
"Very good","1996","Rural Area","East Germany","160","0.054483618735171","0.0453936407069077","0.0635735967634342"
"Good","1996","Urban Area","West Germany","2938","0.370771417336104","0.359745549754021","0.381797284918188"
"Good","1996","Urban Area","East Germany","514","0.365127853463189","0.338935388977367","0.391320317949012"
"Good","1996","Rural Area","West Germany","824","0.375647306199581","0.354585371417418","0.396709240981745"
"Good","1996","Rural Area","East Germany","984","0.391563730941282","0.372015650909523","0.411111810973041"
"Satisfactory","1996","Urban Area","West Germany","2335","0.342782067663947","0.331947310621703","0.353616824706191"
"Satisfactory","1996","Urban Area","East Germany","487","0.389713804449183","0.363183000348801","0.416244608549564"
"Satisfactory","1996","Rural Area","West Germany","644","0.336852910416901","0.316297875668445","0.357407945165357"
"Satisfactory","1996","Rural Area","East Germany","905","0.391172226131539","0.371627636058486","0.410716816204592"
"Poor","1996","Urban Area","West Germany","1001","0.150648529832437","0.142483052113953","0.158814007550921"
"Poor","1996","Urban Area","East Germany","170","0.147397736867358","0.128112303916498","0.166683169818218"
"Poor","1996","Rural Area","West Germany","264","0.150908054976186","0.135340274439877","0.166475835512496"
"Poor","1996","Rural Area","East Germany","273","0.125163017188616","0.111910544708213","0.13841548966902"
"Bad ","1996","Urban Area","West Germany","285","0.0470181484952873","0.042186108677197","0.0518501883133776"
"Bad ","1996","Urban Area","East Germany","35","0.0384654838803541","0.028003144970455","0.0489278227902532"
"Bad ","1996","Rural Area","West Germany","72","0.0432662689253235","0.0344178964737313","0.0521146413769156"
"Bad ","1996","Rural Area","East Germany","73","0.0376174070033915","0.02999725490919","0.0452375590975929"
"Very good","1997","Urban Area","West Germany","711","0.0863870798539912","0.0799261417253984","0.092848017982584"
"Very good","1997","Urban Area","East Germany","96","0.0750059788980736","0.0605365532107321","0.089475404585415"
"Very good","1997","Rural Area","West Germany","215","0.0937958344200064","0.0809671518303351","0.106624517009678"
"Very good","1997","Rural Area","East Germany","157","0.0613956433853266","0.0517412199144753","0.071050066856178"
"Good","1997","Urban Area","West Germany","3093","0.382997541043028","0.371817806046327","0.394177276039728"
"Good","1997","Urban Area","East Germany","559","0.396711811952626","0.369837715835281","0.42358590806997"
"Good","1997","Rural Area","West Germany","815","0.360031988856081","0.33891038295579","0.381153594756373"
"Good","1997","Rural Area","East Germany","988","0.379287175459163","0.359773201437083","0.398801149481242"
"Satisfactory","1997","Urban Area","West Germany","2232","0.337241173402774","0.326368455380921","0.348113891424628"
"Satisfactory","1997","Urban Area","East Germany","430","0.356882027230626","0.330564713901334","0.383199340559918"
"Satisfactory","1997","Rural Area","West Germany","650","0.360454178173662","0.339327164076002","0.381581192271323"
"Satisfactory","1997","Rural Area","East Germany","876","0.391881764891726","0.372248712528536","0.411514817254916"
"Poor","1997","Urban Area","West Germany","955","0.148010874079752","0.139844036725408","0.156177711434095"
"Poor","1997","Urban Area","East Germany","147","0.124892954942077","0.10673221874971","0.143053691134443"
"Poor","1997","Rural Area","West Germany","241","0.148495951296292","0.132849065159506","0.164142837433078"
"Poor","1997","Rural Area","East Germany","270","0.124128554425229","0.110867675284327","0.137389433566131"
"Bad ","1997","Urban Area","West Germany","272","0.0453633316204552","0.0405774539194362","0.0501492093214743"
"Bad ","1997","Urban Area","East Germany","41","0.0465072269765982","0.0349393725517414","0.058075081401455"
"Bad ","1997","Rural Area","West Germany","63","0.0372220472539583","0.0288921344858461","0.0455519600220705"
"Bad ","1997","Rural Area","East Germany","84","0.0433068618385554","0.0351206878522867","0.051493035824824"
"Very good","1998","Urban Area","West Germany","896","0.101977969309762","0.0953893403596847","0.108566598259839"
"Very good","1998","Urban Area","East Germany","122","0.0854567784713642","0.0703526551667715","0.100560901775957"
"Very good","1998","Rural Area","West Germany","278","0.111494629924127","0.0986595344140649","0.124329725434188"
"Very good","1998","Rural Area","East Germany","184","0.0701006134104924","0.0602200139090092","0.0799812129119756"
"Good","1998","Urban Area","West Germany","3483","0.39755403323929","0.386898982863395","0.408209083615185"
"Good","1998","Urban Area","East Germany","556","0.397123180585195","0.37068710053725","0.423559260633139"
"Good","1998","Rural Area","West Germany","980","0.383385033630639","0.363557590657255","0.403212476604024"
"Good","1998","Rural Area","East Germany","1099","0.396818625051192","0.37788540895705","0.415751841145333"
"Satisfactory","1998","Urban Area","West Germany","2401","0.314786837876314","0.304675246620478","0.32489842913215"
"Satisfactory","1998","Urban Area","East Germany","428","0.341142104131249","0.315527733709688","0.36675647455281"
"Satisfactory","1998","Rural Area","West Germany","691","0.315655013991724","0.296701663577843","0.334608364405604"
"Satisfactory","1998","Rural Area","East Germany","901","0.370197352336512","0.351511053002173","0.388883651670851"
"Poor","1998","Urban Area","West Germany","1015","0.138251144237875","0.130736246073395","0.145766042402355"
"Poor","1998","Urban Area","East Germany","161","0.133235586379507","0.114875242908689","0.151595929850324"
"Poor","1998","Rural Area","West Germany","286","0.15171135159735","0.137082071082734","0.166340632111966"
"Poor","1998","Rural Area","East Germany","289","0.119508419975106","0.106954878486613","0.132061961463598"
"Bad ","1998","Urban Area","West Germany","309","0.0474300153367592","0.0428022273559813","0.0520578033175371"
"Bad ","1998","Urban Area","East Germany","49","0.0430423504326858","0.0320772025029374","0.0540074983624342"
"Bad ","1998","Rural Area","West Germany","75","0.0377539708561602","0.0299813679079972","0.0455265738043231"
"Bad ","1998","Rural Area","East Germany","92","0.0433749892266984","0.0354919268711315","0.0512580515822652"
"Very good","1999","Urban Area","West Germany","830","0.0992186803973657","0.0925499087000526","0.105887452094679"
"Very good","1999","Urban Area","East Germany","100","0.0709236609358204","0.0569481767634956","0.0848991451081451"
"Very good","1999","Rural Area","West Germany","225","0.087408916564893","0.0756549811707172","0.0991628519590688"
"Very good","1999","Rural Area","East Germany","152","0.0566918044024741","0.0476341056477604","0.0657495031571879"
"Good","1999","Urban Area","West Germany","3214","0.381448349842053","0.370612941169107","0.392283758514999"
"Good","1999","Urban Area","East Germany","529","0.392581132064625","0.36599504388927","0.419167220239979"
"Good","1999","Rural Area","West Germany","963","0.400965169981852","0.380569091147262","0.421361248816441"
"Good","1999","Rural Area","East Germany","1010","0.389225293365051","0.370127993036533","0.408322593693569"
"Satisfactory","1999","Urban Area","West Germany","2381","0.323274851931673","0.312841314956419","0.333708388906927"
"Satisfactory","1999","Urban Area","East Germany","455","0.353582052591084","0.327553656953046","0.379610448229123"
"Satisfactory","1999","Rural Area","West Germany","702","0.335115436786284","0.315471086847515","0.354759786725053"
"Satisfactory","1999","Rural Area","East Germany","940","0.376159187040458","0.357185415927311","0.395132958153606"
"Poor","1999","Urban Area","West Germany","1004","0.151604588460084","0.143604500366623","0.159604676553544"
"Poor","1999","Urban Area","East Germany","166","0.139152704521198","0.12030951241761","0.157995896624786"
"Poor","1999","Rural Area","West Germany","253","0.13015056404987","0.116147844507258","0.144153283592483"
"Poor","1999","Rural Area","East Germany","310","0.129584822460168","0.116430416958892","0.142739227961444"
"Bad ","1999","Urban Area","West Germany","291","0.0444535293688246","0.0398560639540117","0.0490509947836376"
"Bad ","1999","Urban Area","East Germany","46","0.043760449887273","0.0326234085806942","0.0548974911938517"
"Bad ","1999","Rural Area","West Germany","75","0.0463599126171013","0.0376094528188048","0.0551103724153978"
"Bad ","1999","Rural Area","East Germany","92","0.0483388927318486","0.0399380967412557","0.0567396887224416"
"Very good","2000","Urban Area","West Germany","1693","0.116458835227888","0.111145677977773","0.121771992478004"
"Very good","2000","Urban Area","East Germany","177","0.092523928587219","0.07958302584923","0.105464831325208"
"Very good","2000","Rural Area","West Germany","517","0.115658778432049","0.106158135577216","0.125159421286881"
"Very good","2000","Rural Area","East Germany","307","0.076919946554017","0.0686038636913395","0.0852360294166944"
"Good","2000","Urban Area","West Germany","5654","0.380972341992187","0.372928661617961","0.389016022366412"
"Good","2000","Urban Area","East Germany","782","0.381361844082928","0.359669478231019","0.403054209934836"
"Good","2000","Rural Area","West Germany","1774","0.379444808343504","0.365029688025302","0.393859928661705"
"Good","2000","Rural Area","East Germany","1592","0.375868995746235","0.360753034555455","0.390984956937016"
"Satisfactory","2000","Urban Area","West Germany","4404","0.328912619670868","0.321130769607823","0.336694469733913"
"Satisfactory","2000","Urban Area","East Germany","661","0.352966057063767","0.331623327893626","0.374308786233908"
"Satisfactory","2000","Rural Area","West Germany","1408","0.33786002643296","0.32380935536563","0.351910697500289"
"Satisfactory","2000","Rural Area","East Germany","1377","0.361828801287868","0.346831959677944","0.376825642897792"
"Poor","2000","Urban Area","West Germany","1744","0.131442492453554","0.125845944407542","0.137039040499567"
"Poor","2000","Urban Area","East Germany","240","0.134210158092065","0.118986504730852","0.149433811453277"
"Poor","2000","Rural Area","West Germany","518","0.132523873977374","0.122451552364185","0.142596195590562"
"Poor","2000","Rural Area","East Germany","516","0.138637129920119","0.127852320104754","0.149421939735485"
"Bad ","2000","Urban Area","West Germany","507","0.0422137106555023","0.0388831746979125","0.0455442466130922"
"Bad ","2000","Urban Area","East Germany","66","0.0389380121740216","0.0302986329432931","0.0475773914047502"
"Bad ","2000","Rural Area","West Germany","136","0.0345125128141145","0.0290898153851963","0.0399352102430326"
"Bad ","2000","Rural Area","East Germany","152","0.0467451264917607","0.0401571456934377","0.0533331072900836"
"Very good","2001","Urban Area","West Germany","1526","0.115714418664328","0.110149536639208","0.121279300689449"
"Very good","2001","Urban Area","East Germany","147","0.0762719523541942","0.0640639482718194","0.088479956436569"
"Very good","2001","Rural Area","West Germany","492","0.126563969836296","0.116103604196661","0.137024335475932"
"Very good","2001","Rural Area","East Germany","265","0.0659073364562389","0.0578491004779603","0.0739655724345175"
"Good","2001","Urban Area","West Germany","5154","0.383211882574413","0.374754160035396","0.391669605113429"
"Good","2001","Urban Area","East Germany","719","0.382295468349019","0.359945334020837","0.404645602677202"
"Good","2001","Rural Area","West Germany","1498","0.358343593730579","0.343257480628203","0.373429706832955"
"Good","2001","Rural Area","East Germany","1469","0.372195668483913","0.356496525985714","0.387894810982112"
"Satisfactory","2001","Urban Area","West Germany","3962","0.323327329620069","0.315190101768091","0.331464557472048"
"Satisfactory","2001","Urban Area","East Germany","651","0.362055464821182","0.339951550770088","0.384159378872276"
"Satisfactory","2001","Rural Area","West Germany","1290","0.341361227928291","0.326443351270321","0.35627910458626"
"Satisfactory","2001","Rural Area","East Germany","1277","0.365024287281851","0.349388579032276","0.380659995531426"
"Poor","2001","Urban Area","West Germany","1585","0.134579037541836","0.128642019546079","0.140516055537593"
"Poor","2001","Urban Area","East Germany","232","0.134614457288153","0.118916583283157","0.150312331293149"
"Poor","2001","Rural Area","West Germany","486","0.140966526279735","0.130018412248376","0.151914640311095"
"Poor","2001","Rural Area","East Germany","483","0.149619944506952","0.138035388384464","0.161204500629439"
"Bad ","2001","Urban Area","West Germany","466","0.0431673315993535","0.0396317444227958","0.0467029187759113"
"Bad ","2001","Urban Area","East Germany","67","0.0447626571874519","0.0352521485485388","0.054273165826365"
"Bad ","2001","Rural Area","West Germany","115","0.0327646822250986","0.0271639433773796","0.0383654210728177"
"Bad ","2001","Rural Area","East Germany","148","0.0472527632710459","0.0403617898556599","0.0541437366864318"
"Very good","2002","Urban Area","West Germany","1494","0.0942826900205909","0.0893743387460356","0.0991910412951462"
"Very good","2002","Urban Area","East Germany","157","0.0835802337291172","0.070944966308777","0.0962155011494574"
"Very good","2002","Rural Area","West Germany","430","0.10611032239095","0.0966264053250481","0.115594239456851"
"Very good","2002","Rural Area","East Germany","272","0.0699516910955944","0.0616254818819582","0.0782779003092305"
"Good","2002","Urban Area","West Germany","5643","0.38342316792906","0.375256289397849","0.391590046460271"
"Good","2002","Urban Area","East Germany","763","0.385672059995778","0.363449471412209","0.407894648579347"
"Good","2002","Rural Area","West Germany","1659","0.370062951232379","0.355194923956716","0.384930978508042"
"Good","2002","Rural Area","East Germany","1445","0.371537040476496","0.355763239448901","0.38731084150409"
"Satisfactory","2002","Urban Area","West Germany","4307","0.337624703265823","0.329681558258735","0.345567848272912"
"Satisfactory","2002","Urban Area","East Germany","638","0.362579113625483","0.340630860518498","0.384527366732468"
"Satisfactory","2002","Rural Area","West Germany","1353","0.354210219018223","0.339482242031327","0.36893819600512"
"Satisfactory","2002","Rural Area","East Germany","1259","0.357262013579828","0.341619524471517","0.37290450268814"
"Poor","2002","Urban Area","West Germany","1698","0.140198702599199","0.134367013468302","0.146030391730096"
"Poor","2002","Urban Area","East Germany","239","0.137395891974741","0.121678587789321","0.15311319616016"
"Poor","2002","Rural Area","West Germany","496","0.136164890365169","0.125603649060987","0.146726131669351"
"Poor","2002","Rural Area","East Germany","483","0.153014837341062","0.14126315265493","0.164766522027193"
"Bad ","2002","Urban Area","West Germany","474","0.0444707361853264","0.0410082944400336","0.0479331779306192"
"Bad ","2002","Urban Area","East Germany","46","0.0307727006748809","0.0228880755669273","0.0386573257828346"
"Bad ","2002","Rural Area","West Germany","113","0.0334516169932795","0.0279144537595088","0.0389887802270501"
"Bad ","2002","Rural Area","East Germany","146","0.0482344175070195","0.0412402025827434","0.0552286324312956"
"Very good","2003","Urban Area","West Germany","1478","0.0989113249150166","0.093796843173341","0.104025806656692"
"Very good","2003","Urban Area","East Germany","148","0.0733809811860318","0.0614370778196697","0.085324884552394"
"Very good","2003","Rural Area","West Germany","385","0.0913036285191807","0.0821598634202564","0.100447393618105"
"Very good","2003","Rural Area","East Germany","246","0.0655860642949793","0.0574149294854392","0.0737571991045195"
"Good","2003","Urban Area","West Germany","5488","0.391656864531217","0.383294635956153","0.400019093106281"
"Good","2003","Urban Area","East Germany","778","0.412758535068486","0.390207820563712","0.435309249573259"
"Good","2003","Rural Area","West Germany","1594","0.396040554044839","0.380515062331564","0.411566045758114"
"Good","2003","Rural Area","East Germany","1447","0.372384679627137","0.356427739781197","0.388341619473076"
"Satisfactory","2003","Urban Area","West Germany","3968","0.320012597108488","0.312021087462521","0.328004106754454"
"Satisfactory","2003","Urban Area","East Germany","604","0.332340212529439","0.310764111082076","0.353916313976803"
"Satisfactory","2003","Rural Area","West Germany","1265","0.345135872564395","0.330044028955897","0.360227716172892"
"Satisfactory","2003","Rural Area","East Germany","1211","0.362837306281773","0.346966898937354","0.378707713626191"
"Poor","2003","Urban Area","West Germany","1700","0.145387128027165","0.139348440593229","0.151425815461101"
"Poor","2003","Urban Area","East Germany","242","0.134270543749996","0.118653983180269","0.149887104319722"
"Poor","2003","Rural Area","West Germany","442","0.132256010647066","0.121501883636328","0.143010137657803"
"Poor","2003","Rural Area","East Germany","473","0.14171752323393","0.130205972370316","0.153229074097545"
"Bad ","2003","Urban Area","West Germany","455","0.044032085418114","0.0405172811701922","0.0475468896660359"
"Bad ","2003","Urban Area","East Germany","59","0.0472497274660477","0.0375313645364382","0.0569680903956571"
"Bad ","2003","Rural Area","West Germany","126","0.0352639342245202","0.0294087402976675","0.0411191281513728"
"Bad ","2003","Rural Area","East Germany","149","0.057474426562181","0.0497921341840081","0.0651567189403539"
"Very good","2004","Urban Area","West Germany","1413","0.102869240135077","0.0975822593198303","0.108156220950323"
"Very good","2004","Urban Area","East Germany","158","0.0841643826653644","0.0714336982267726","0.0968950671039563"
"Very good","2004","Rural Area","West Germany","419","0.110706896902642","0.100688402845401","0.120725390959883"
"Very good","2004","Rural Area","East Germany","218","0.0581586614696095","0.0503078886892347","0.0660094342499843"
"Good","2004","Urban Area","West Germany","5301","0.375373137587035","0.366946020682002","0.383800254492068"
"Good","2004","Urban Area","East Germany","742","0.381823270914691","0.359545776659716","0.404100765169666"
"Good","2004","Rural Area","West Germany","1535","0.380907969873352","0.365402666057205","0.396413273689499"
"Good","2004","Rural Area","East Germany","1408","0.373447137291048","0.357221201268575","0.389673073313522"
"Satisfactory","2004","Urban Area","West Germany","3783","0.311553823568374","0.303493756907016","0.319613890229733"
"Satisfactory","2004","Urban Area","East Germany","613","0.331935978634635","0.310342877284309","0.35352907998496"
"Satisfactory","2004","Rural Area","West Germany","1239","0.339374957214114","0.324256410142397","0.354493504285831"
"Satisfactory","2004","Rural Area","East Germany","1179","0.355728041194515","0.339669355505499","0.371786726883532"
"Poor","2004","Urban Area","West Germany","1679","0.157502294903824","0.151162650463272","0.163841939344376"
"Poor","2004","Urban Area","East Germany","252","0.155433290146972","0.138819534568609","0.172047045725335"
"Poor","2004","Rural Area","West Germany","460","0.13629986520717","0.125344626352716","0.147255104061623"
"Poor","2004","Rural Area","East Germany","467","0.161468908071695","0.149125918216158","0.173811897927231"
"Bad ","2004","Urban Area","West Germany","507","0.0527015038056903","0.0488129149911953","0.0565900926201853"
"Bad ","2004","Urban Area","East Germany","62","0.0466430776383379","0.0369736631105377","0.0563124921661381"
"Bad ","2004","Rural Area","West Germany","115","0.0327103108027226","0.0270307695477056","0.0383898520577396"
"Bad ","2004","Rural Area","East Germany","142","0.0511972519731321","0.0438041341945458","0.0585903697517184"
"Very good","2005","Urban Area","West Germany","1193","0.0900756775600879","0.0849802831297812","0.0951710719903945"
"Very good","2005","Urban Area","East Germany","143","0.0638824009287095","0.0524738218712617","0.0752909799861573"
"Very good","2005","Rural Area","West Germany","374","0.103253400201219","0.0932815517104592","0.113225248691979"
"Very good","2005","Rural Area","East Germany","242","0.0729087333964772","0.0640018429597467","0.0818156238332078"
"Good","2005","Urban Area","West Germany","4912","0.370228731445929","0.361634681300986","0.378822781590872"
"Good","2005","Urban Area","East Germany","712","0.396529837791605","0.373708475092292","0.419351200490918"
"Good","2005","Rural Area","West Germany","1430","0.38535493820248","0.369406018053813","0.401303858351148"
"Good","2005","Rural Area","East Germany","1281","0.366235573487812","0.349730430894715","0.382740716080908"
"Satisfactory","2005","Urban Area","West Germany","3879","0.334165272007603","0.325769990163835","0.342560553851371"
"Satisfactory","2005","Urban Area","East Germany","599","0.325033997606737","0.303182506392924","0.34688548882055"
"Satisfactory","2005","Rural Area","West Germany","1173","0.335132692419865","0.319663611614571","0.350601773225159"
"Satisfactory","2005","Rural Area","East Germany","1142","0.342091434493827","0.325838605766563","0.358344263221091"
"Poor","2005","Urban Area","West Germany","1679","0.157726664714811","0.151239566276783","0.164213763152839"
"Poor","2005","Urban Area","East Germany","245","0.16324521047699","0.146002915774926","0.180487505179054"
"Poor","2005","Rural Area","West Germany","470","0.140886212234395","0.12948507398243","0.15228735048636"
"Poor","2005","Rural Area","East Germany","477","0.169558667820354","0.156703150302981","0.182414185337727"
"Bad ","2005","Urban Area","West Germany","464","0.0478036542715696","0.0440064391135343","0.0516008694296048"
"Bad ","2005","Urban Area","East Germany","66","0.0513085531959583","0.0410157631755278","0.0616013432163888"
"Bad ","2005","Rural Area","West Germany","130","0.035372756942041","0.0293193086443617","0.0414262052397202"
"Bad ","2005","Rural Area","East Germany","131","0.0492055908015301","0.0417954642778614","0.0566157173251987"
"Very good","2006","Urban Area","West Germany","1311","0.0984767519265152","0.0933487265097799","0.103604777343251"
"Very good","2006","Urban Area","East Germany","134","0.0749270451275595","0.0629236417034437","0.0869304485516752"
"Very good","2006","Rural Area","West Germany","390","0.0947196519485414","0.0856370552758551","0.103802248621228"
"Very good","2006","Rural Area","East Germany","289","0.0883605302007904","0.0790057695679642","0.0977152908336166"
"Good","2006","Urban Area","West Germany","5249","0.375496009063906","0.367161786045918","0.383830232081895"
"Good","2006","Urban Area","East Germany","773","0.38135746573567","0.359212086487467","0.403502844983873"
"Good","2006","Rural Area","West Germany","1560","0.380018941805477","0.364963612177497","0.395074271433456"
"Good","2006","Rural Area","East Germany","1415","0.366124564057115","0.350246104845813","0.382003023268418"
"Satisfactory","2006","Urban Area","West Germany","4187","0.336284441305512","0.3281535298375","0.344415352773524"
"Satisfactory","2006","Urban Area","East Germany","602","0.329094757862657","0.307671368429147","0.350518147296168"
"Satisfactory","2006","Rural Area","West Germany","1355","0.336529119267644","0.321872942520727","0.35118529601456"
"Satisfactory","2006","Rural Area","East Germany","1192","0.337504068119404","0.321918484242214","0.353089651996594"
"Poor","2006","Urban Area","West Germany","1716","0.143552115189123","0.137517492594799","0.149586737783446"
"Poor","2006","Urban Area","East Germany","260","0.15179329567103","0.135433636440009","0.16815295490205"
"Poor","2006","Rural Area","West Germany","519","0.139796707917898","0.129040790522232","0.150552625313564"
"Poor","2006","Rural Area","East Germany","481","0.15238034215827","0.14053474538236","0.164225938934181"
"Bad ","2006","Urban Area","West Germany","506","0.0461906825149439","0.0425782244365573","0.0498031405933305"
"Bad ","2006","Urban Area","East Germany","79","0.0628274356030838","0.0517642153791627","0.0738906558270049"
"Bad ","2006","Rural Area","West Germany","169","0.0489355790604403","0.0422441978983106","0.05562696022257"
"Bad ","2006","Rural Area","East Germany","159","0.0556304954644198","0.0480757575246981","0.0631852334041416"
"Very good","2007","Urban Area","West Germany","1138","0.0913107392347851","0.0861719230524156","0.0964495554171547"
