"m11126","year","e11102","regtyp","n","percent","lower_confidence","upper_confidence"
"Good","1996","Not Employed","Rural Area","434","0.261225428654857","0.239248975803924","0.28320188150579"
"Good","1996","Employed","Urban Area","2537","0.455400204299752","0.442294681338095","0.46850572726141"
"Good","1996","Employed","Rural Area","1374","0.46998934898249","0.451796096284115","0.488182601680865"
"Satisfactory","1996","Not Employed","Urban Area","1096","0.377328051561887","0.360327958612102","0.394328144511672"
"Satisfactory","1996","Not Employed","Rural Area","617","0.402861733395373","0.378325417115371","0.427398049675375"
"Satisfactory","1996","Employed","Urban Area","1726","0.326605199581286","0.314263770991054","0.338946628171517"
"Satisfactory","1996","Employed","Rural Area","932","0.325629542326991","0.308547680169904","0.342711404484077"
"Poor","1996","Not Employed","Urban Area","635","0.22469398511026","0.210055558525828","0.239332411694691"
"Poor","1996","Not Employed","Rural Area","278","0.209040809627243","0.188699145516502","0.229382473737985"
"Poor","1996","Employed","Urban Area","536","0.097586748324567","0.089777357393668","0.105396139255466"
"Poor","1996","Employed","Rural Area","259","0.0909633864076069","0.0804812925742528","0.101445480240961"
"Bad ","1996","Not Employed","Urban Area","216","0.0849985457710783","0.0752176475705022","0.0947794439716544"
"Bad ","1996","Not Employed","Rural Area","105","0.0755477619377975","0.062327290513847","0.0887682333617481"
"Bad ","1996","Employed","Urban Area","104","0.0185817573176422","0.01502798612013","0.0221355285151545"
"Bad ","1996","Employed","Rural Area","40","0.0158617418917373","0.0113073799455097","0.020416103837965"
"Very good","1997","Not Employed","Urban Area","225","0.0593078506288658","0.0510854560831678","0.0675302451745637"
"Very good","1997","Not Employed","Rural Area","116","0.0611439286676986","0.0492999395504613","0.0729879177849359"
"Very good","1997","Employed","Urban Area","582","0.104220914495742","0.0960456717704507","0.112396157221034"
"Very good","1997","Employed","Rural Area","256","0.0959632924464164","0.085028130753734","0.106898454139099"
"Good","1997","Not Employed","Urban Area","998","0.263622999475686","0.248285300274489","0.278960698676883"
"Good","1997","Not Employed","Rural Area","447","0.230692517147922","0.209867347287456","0.251517687008389"
"Good","1997","Employed","Urban Area","2654","0.472923787689671","0.459565369205838","0.486282206173503"
"Good","1997","Employed","Rural Area","1356","0.471131242814095","0.452599147925631","0.489663337702559"
"Satisfactory","1997","Not Employed","Urban Area","1122","0.37797696080285","0.361097663616229","0.394856257989471"
"Satisfactory","1997","Not Employed","Rural Area","618","0.439680532859962","0.415144276841543","0.464216788878382"
"Satisfactory","1997","Employed","Urban Area","1540","0.310859483393667","0.298475547095349","0.323243419691985"
"Satisfactory","1997","Employed","Rural Area","908","0.322420735326594","0.3050678721561","0.339773598497088"
"Poor","1997","Not Employed","Urban Area","602","0.214112425368936","0.199832708169927","0.228392142567945"
"Poor","1997","Not Employed","Rural Area","287","0.195294973268967","0.175698148475328","0.214891798062605"
"Poor","1997","Employed","Urban Area","500","0.0954678895777763","0.0876053397225004","0.103330439433052"
"Poor","1997","Employed","Rural Area","224","0.0962114781722334","0.0852636881030118","0.107159268241455"
"Bad ","1997","Not Employed","Urban Area","223","0.0849797637236625","0.0752726175602186","0.0946869098871063"
"Bad ","1997","Not Employed","Rural Area","104","0.0731880480554496","0.060313330351565","0.0860627657593342"
"Bad ","1997","Employed","Urban Area","90","0.0165279248431434","0.0131166796396529","0.0199391700466339"
"Bad ","1997","Employed","Rural Area","43","0.014273251240661","0.00986953494028722","0.0186769675410347"
"Very good","1998","Not Employed","Urban Area","328","0.0789748463323534","0.0701770352825614","0.0877726573821453"
"Very good","1998","Not Employed","Rural Area","120","0.057789450118573","0.0470394847299439","0.068539415507202"
"Very good","1998","Employed","Urban Area","690","0.116256713187646","0.108014722700641","0.124498703674651"
"Very good","1998","Employed","Rural Area","342","0.124137652369559","0.112464113223251","0.135811191515867"
"Good","1998","Not Employed","Urban Area","1116","0.274953051983554","0.260388174800917","0.289517929166191"
"Good","1998","Not Employed","Rural Area","538","0.269810036942494","0.249361804005896","0.290258269879092"
"Good","1998","Employed","Urban Area","2923","0.488809514487306","0.475956019540493","0.501663009434119"
"Good","1998","Employed","Rural Area","1541","0.483978414773407","0.466286298608389","0.501670530938426"
"Satisfactory","1998","Not Employed","Urban Area","1219","0.357956676786165","0.34231829214516","0.37359506142717"
"Satisfactory","1998","Not Employed","Rural Area","685","0.392973204456425","0.370472599031714","0.415473809881135"
"Satisfactory","1998","Employed","Urban Area","1610","0.287185842424649","0.275551825360394","0.298819859488904"
"Satisfactory","1998","Employed","Rural Area","907","0.293758069548729","0.277632892057339","0.309883247040119"
"Poor","1998","Not Employed","Urban Area","687","0.204252302888402","0.19110109429655","0.217403511480253"
"Poor","1998","Not Employed","Rural Area","326","0.201246936150639","0.182776391124557","0.219717481176721"
"Poor","1998","Employed","Urban Area","489","0.088217070225953","0.0809244756754486","0.0955096647764574"
"Poor","1998","Employed","Rural Area","249","0.0885686245486858","0.0785100882128484","0.0986271608845231"
"Bad ","1998","Not Employed","Urban Area","260","0.0838631220095263","0.0748212118860395","0.0929050321330131"
"Bad ","1998","Not Employed","Rural Area","141","0.0781803723318694","0.0658129085757089","0.09054783608803"
"Bad ","1998","Employed","Urban Area","98","0.0195308596744457","0.0159725997510089","0.0230891195978824"
"Bad ","1998","Employed","Rural Area","26","","",""
"Very good","1999","Not Employed","Urban Area","268","0.0739006047203711","0.0649285317467253","0.0828726776940168"
"Very good","1999","Not Employed","Rural Area","108","0.051304196095161","0.0407765692460372","0.0618318229442848"
"Very good","1999","Employed","Urban Area","662","0.111770060326279","0.103626025628896","0.119914095023661"
"Very good","1999","Employed","Rural Area","269","0.0926217590183792","0.0823079416725647","0.102935576364194"
"Good","1999","Not Employed","Urban Area","951","0.258536294624602","0.243520590247562","0.273551999001642"
"Good","1999","Not Employed","Rural Area","482","0.266325367648771","0.245231871456783","0.287418863840759"
"Good","1999","Employed","Urban Area","2792","0.466557081681517","0.453662402583064","0.479451760779971"
"Good","1999","Employed","Rural Area","1491","0.491682896775925","0.473896881729301","0.509468911822549"
"Satisfactory","1999","Not Employed","Urban Area","1164","0.360418844031494","0.343952712685715","0.376884975377273"
"Satisfactory","1999","Not Employed","Rural Area","647","0.401298085697352","0.3779081290354","0.424688042359304"
"Satisfactory","1999","Employed","Urban Area","1672","0.303036746225673","0.291158105245694","0.314915387205651"
"Satisfactory","1999","Employed","Rural Area","995","0.314977918204042","0.298452171834911","0.331503664573172"
"Poor","1999","Not Employed","Urban Area","634","0.22219264647922","0.20793522908345","0.236450063874989"
"Poor","1999","Not Employed","Rural Area","320","0.188606285154513","0.169938858658427","0.207273711650598"
"Poor","1999","Employed","Urban Area","536","0.101740574006459","0.0939267765053479","0.109554371507571"
"Poor","1999","Employed","Rural Area","243","0.0868381636777806","0.0768197736509576","0.0968565537046035"
"Bad ","1999","Not Employed","Urban Area","249","0.0849516101443129","0.0753896299726915","0.0945135903159342"
"Bad ","1999","Not Employed","Rural Area","130","0.0924660654042035","0.0786427195082266","0.10628941130018"
"Bad ","1999","Employed","Urban Area","88","0.0168955377600722","0.0135643430974506","0.0202267324226938"
"Bad ","1999","Employed","Rural Area","37","0.0138792623238733","0.00971711947674803","0.0180414051709985"
"Very good","2000","Not Employed","Urban Area","511","0.0728982315178174","0.0663125316309968","0.0794839314046381"
"Very good","2000","Not Employed","Rural Area","202","0.058036747732296","0.0497619056011121","0.0663115898634799"
"Very good","2000","Employed","Urban Area","1359","0.141695087959239","0.13484005719491","0.148550118723568"
"Very good","2000","Employed","Rural Area","622","0.128551373885203","0.119478611067633","0.137624136702774"
"Good","2000","Not Employed","Urban Area","1755","0.271152451598603","0.259890728335245","0.282414174861962"
"Good","2000","Not Employed","Rural Area","863","0.259689921015036","0.244172284267652","0.275207557762421"
"Good","2000","Employed","Urban Area","4681","0.453919604670546","0.444133069202552","0.46370614013854"
"Good","2000","Employed","Rural Area","2502","0.45854077234651","0.445033981950266","0.472047562742755"
"Satisfactory","2000","Not Employed","Urban Area","2163","0.379968415864722","0.367672513944552","0.392264317784892"
"Satisfactory","2000","Not Employed","Rural Area","1178","0.401911238743451","0.384559655856754","0.419262821630148"
"Satisfactory","2000","Employed","Urban Area","2902","0.298720006804539","0.289723185565537","0.307716828043542"
"Satisfactory","2000","Employed","Rural Area","1606","0.310488444259146","0.297946242096126","0.323030646422166"
"Poor","2000","Not Employed","Urban Area","1125","0.195219865889776","0.185178787363669","0.205260944415882"
"Poor","2000","Not Employed","Rural Area","603","0.203899807620906","0.189640991269991","0.218158623971821"
"Poor","2000","Employed","Urban Area","859","0.0895383928662155","0.083926017916255","0.0951507678161761"
"Poor","2000","Employed","Rural Area","431","0.0881281834226439","0.0804438781937194","0.0958124886515684"
"Bad ","2000","Not Employed","Urban Area","432","0.0807610351290816","0.0738587183743931","0.0876633518837701"
"Bad ","2000","Not Employed","Rural Area","221","0.0764622848883105","0.0670576453023971","0.0858669244742239"
"Bad ","2000","Employed","Urban Area","141","0.01612690769946","0.0136508754128268","0.0186029399860932"
"Bad ","2000","Employed","Rural Area","67","0.0142912260864962","0.0110739423943791","0.0175085097786134"
"Very good","2001","Not Employed","Urban Area","437","0.068873200261451","0.0620695778829783","0.0756768226399237"
"Very good","2001","Not Employed","Rural Area","194","0.0565471189071567","0.0479994634727516","0.0650947743415619"
"Very good","2001","Employed","Urban Area","1236","0.139428698029253","0.132345477742652","0.146511918315854"
"Very good","2001","Employed","Rural Area","563","0.133448056404649","0.123744687349111","0.143151425460187"
"Good","2001","Not Employed","Urban Area","1483","0.255901652058254","0.244178014842131","0.267625289274377"
"Good","2001","Not Employed","Rural Area","747","0.240825957940095","0.225002405833059","0.256649510047132"
"Good","2001","Employed","Urban Area","4390","0.463967872912242","0.453770211284287","0.474165534540197"
"Good","2001","Employed","Rural Area","2220","0.447591368521849","0.433402747066352","0.461779989977345"
"Satisfactory","2001","Not Employed","Urban Area","1936","0.37679697059417","0.363777925387247","0.389816015801093"
"Satisfactory","2001","Not Employed","Rural Area","1120","0.423091374118685","0.404808172012819","0.44137457622455"
"Satisfactory","2001","Employed","Urban Area","2677","0.295291592008096","0.285963528375103","0.304619655641089"
"Satisfactory","2001","Employed","Rural Area","1447","0.301658849582069","0.288562176857174","0.314755522306964"
"Poor","2001","Not Employed","Urban Area","1064","0.213642037232497","0.202630089137718","0.224653985327276"
"Poor","2001","Not Employed","Rural Area","545","0.207268167467969","0.192267481791032","0.222268853144906"
"Poor","2001","Employed","Urban Area","753","0.0843455823843223","0.0786628369596986","0.090028327808946"
"Poor","2001","Employed","Rural Area","424","0.101676941208076","0.0930531817774741","0.110300700638679"
"Bad ","2001","Not Employed","Urban Area","402","0.0847861398536283","0.0773021294638269","0.0922701502434296"
"Bad ","2001","Not Employed","Rural Area","199","0.0722673815660945","0.0626852036326934","0.0818495594994956"
"Bad ","2001","Employed","Urban Area","131","0.0169662546660858","0.014325436877032","0.0196070724551395"
"Bad ","2001","Employed","Rural Area","64","0.015624784283357","0.0120859805795182","0.0191635879871957"
"Very good","2002","Not Employed","Urban Area","451","0.0607084616479642","0.0543825879950201","0.0670343353009083"
"Very good","2002","Not Employed","Rural Area","192","0.0610713407917651","0.0522301121543493","0.069912569429181"
"Very good","2002","Employed","Urban Area","1200","0.114841062481434","0.108587416578806","0.121094708384061"
"Very good","2002","Employed","Rural Area","510","0.112728564297547","0.103816867602076","0.121640260993019"
"Good","2002","Not Employed","Urban Area","1570","0.258375892028586","0.246779747795559","0.269972036261614"
"Good","2002","Not Employed","Rural Area","778","0.243489494880641","0.227643292706897","0.259335697054386"
"Good","2002","Employed","Urban Area","4836","0.466579313789566","0.45679406835128","0.476364559227852"
"Good","2002","Employed","Rural Area","2326","0.45752052041388","0.443482298443155","0.471558742384605"
"Satisfactory","2002","Not Employed","Urban Area","1970","0.378608985960462","0.365759858493256","0.391458113427668"
"Satisfactory","2002","Not Employed","Rural Area","1085","0.408544241974583","0.390395008994583","0.426693474954584"
"Satisfactory","2002","Employed","Urban Area","2975","0.314388651201048","0.305282256176682","0.323495046225413"
"Satisfactory","2002","Employed","Rural Area","1527","0.319128484547861","0.305993470948237","0.332263498147485"
"Poor","2002","Not Employed","Urban Area","1082","0.214298810523244","0.20342869198611","0.225168929060378"
"Poor","2002","Not Employed","Rural Area","568","0.212792087053528","0.197680848585438","0.227903325521618"
"Poor","2002","Employed","Urban Area","855","0.090692355315374","0.0850596787019714","0.0963250319287767"
"Poor","2002","Employed","Rural Area","411","0.0950691055111575","0.0868041109798877","0.103334100042427"
"Bad ","2002","Not Employed","Urban Area","401","0.0880078498397431","0.080502828180704","0.0955128714987822"
"Bad ","2002","Not Employed","Rural Area","195","0.0741028352994819","0.0644317238903194","0.0837739467086445"
"Bad ","2002","Employed","Urban Area","119","0.0134986172125784","0.0112351847173892","0.0157620497077676"
"Bad ","2002","Employed","Rural Area","64","0.015553325229554","0.0120665585755472","0.0190400918835608"
"Very good","2003","Not Employed","Urban Area","453","0.0674298740273983","0.0607692323169448","0.0740905157378519"
"Very good","2003","Not Employed","Rural Area","173","0.0513688991048641","0.0431303683222745","0.0596074298874536"
"Very good","2003","Employed","Urban Area","1173","0.116824624995517","0.11035693559926","0.123292314391774"
"Very good","2003","Employed","Rural Area","458","0.101840311505991","0.0930813626384563","0.110599260373525"
"Good","2003","Not Employed","Urban Area","1623","0.271971826593212","0.260152704988887","0.283790948197537"
"Good","2003","Not Employed","Rural Area","831","0.273366087919008","0.25673268490527","0.289999490932746"
"Good","2003","Employed","Urban Area","4643","0.4781135235088","0.468055514569013","0.488171532448587"
"Good","2003","Employed","Rural Area","2210","0.466119398041102","0.451672120656926","0.480566675425278"
"Satisfactory","2003","Not Employed","Urban Area","1876","0.357150318234961","0.344423220291257","0.369877416178666"
"Satisfactory","2003","Not Employed","Rural Area","1033","0.395192638400718","0.376946796078343","0.413438480723094"
"Satisfactory","2003","Employed","Urban Area","2696","0.296117468319746","0.286924821196292","0.3053101154432"
"Satisfactory","2003","Employed","Rural Area","1443","0.322024827285859","0.308492673483445","0.335556981088274"
"Poor","2003","Not Employed","Urban Area","1096","0.216597219034629","0.205655938800725","0.227538499268533"
"Poor","2003","Not Employed","Rural Area","518","0.199066251724311","0.184164131032536","0.213968372416087"
"Poor","2003","Employed","Urban Area","846","0.0941706689125062","0.0882898270812639","0.100051510743748"
"Poor","2003","Employed","Rural Area","397","0.0917585124746602","0.0833978786594368","0.100119146289884"
"Bad ","2003","Not Employed","Urban Area","397","0.0868507621097993","0.0793706717132956","0.094330852506303"
"Bad ","2003","Not Employed","Rural Area","203","0.0810061228510981","0.0708233468067444","0.0911888988954517"
"Bad ","2003","Employed","Urban Area","117","0.0147737142634312","0.0123444692249621","0.0172029593019002"
"Bad ","2003","Employed","Rural Area","72","0.0182569506923877","0.0143796597473183","0.0221342416374571"
"Very good","2004","Not Employed","Urban Area","477","0.0706776999589105","0.0638722957577103","0.0774831041601107"
"Very good","2004","Not Employed","Rural Area","180","0.0547819026045183","0.0462786052635481","0.0632851999454885"
"Very good","2004","Employed","Urban Area","1094","0.122755720677234","0.115999291874706","0.129512149479763"
"Very good","2004","Employed","Rural Area","457","0.115867836933821","0.1064437939007","0.125291879966943"
"Good","2004","Not Employed","Urban Area","1641","0.267556086271709","0.255801045327801","0.279311127215616"
"Good","2004","Not Employed","Rural Area","793","0.25491203313209","0.23862650905141","0.271197557212769"
"Good","2004","Employed","Urban Area","4402","0.453161366046148","0.442912115833077","0.463410616259219"
"Good","2004","Employed","Rural Area","2150","0.465937098408292","0.451249287698332","0.480624909118253"
"Satisfactory","2004","Not Employed","Urban Area","1827","0.345759034658493","0.333129563161982","0.358388506155003"
"Satisfactory","2004","Not Employed","Rural Area","1039","0.393423394758438","0.375168652112612","0.411678137404265"
"Satisfactory","2004","Employed","Urban Area","2569","0.290505490072284","0.281158156231264","0.299852823913303"
"Satisfactory","2004","Employed","Rural Area","1379","0.311603255284393","0.297966293827793","0.325240216740994"
"Poor","2004","Not Employed","Urban Area","1074","0.220989495766547","0.209971895438896","0.232007096094198"
"Poor","2004","Not Employed","Rural Area","533","0.218328105534793","0.202890858022712","0.233765353046874"
"Poor","2004","Employed","Urban Area","857","0.111977188494252","0.105484674376204","0.118469702612301"
"Poor","2004","Employed","Rural Area","394","0.0943830964894497","0.0857748124855073","0.102991380493392"
"Bad ","2004","Not Employed","Urban Area","429","0.0950176833443411","0.0872310126756694","0.102804354013013"
"Bad ","2004","Not Employed","Rural Area","206","0.0785545639701604","0.068500924232707","0.0886082037076139"
"Bad ","2004","Employed","Urban Area","140","0.021600234710082","0.0186071192707948","0.0245933501493692"
"Bad ","2004","Employed","Rural Area","51","0.0122087128840432","0.00897527329187677","0.0154421524762096"
"Very good","2005","Not Employed","Urban Area","416","0.0633431728366069","0.056744275223966","0.0699420704492478"
"Very good","2005","Not Employed","Rural Area","160","0.0567161847738462","0.0479312770587642","0.0655010924889283"
"Very good","2005","Employed","Urban Area","920","0.103889814204772","0.0974628409595903","0.110316787449954"
"Very good","2005","Employed","Rural Area","456","0.115580777413544","0.105896471430683","0.125265083396404"
"Good","2005","Not Employed","Urban Area","1502","0.259873495525058","0.247992161532668","0.271754829517448"
"Good","2005","Not Employed","Rural Area","752","0.256280476309346","0.239698936409806","0.272862016208885"
"Good","2005","Employed","Urban Area","4122","0.449033544012927","0.438556439593236","0.459510648432618"
"Good","2005","Employed","Rural Area","1959","0.460833980374043","0.445735608606516","0.475932352141571"
"Satisfactory","2005","Not Employed","Urban Area","1818","0.353649838739303","0.340697389623806","0.3666022878548"
"Satisfactory","2005","Not Employed","Rural Area","1018","0.386250093062155","0.367757725120938","0.404742461003372"
"Satisfactory","2005","Employed","Urban Area","2660","0.319524326127777","0.309702379581429","0.329346272674125"
"Satisfactory","2005","Employed","Rural Area","1297","0.304851519353262","0.290907769551926","0.318795269154599"
"Poor","2005","Not Employed","Urban Area","1096","0.231317994534164","0.219894228540871","0.242741760527458"
"Poor","2005","Not Employed","Rural Area","536","0.222591991341616","0.206792548199586","0.238391434483646"
"Poor","2005","Employed","Urban Area","828","0.108910440303963","0.102348462835032","0.115472417772895"
"Poor","2005","Employed","Rural Area","411","0.103625000427996","0.0943934690350162","0.112856531820977"
"Bad ","2005","Not Employed","Urban Area","402","0.0918154983648675","0.0839924453573861","0.0996385513723489"
"Bad ","2005","Not Employed","Rural Area","197","0.0781612545130376","0.0679662893196334","0.0883562197064418"
"Bad ","2005","Employed","Urban Area","128","0.0186418753505602","0.0157928398467729","0.0214909108543476"
"Bad ","2005","Employed","Rural Area","64","0.0151087224311544","0.0114138059384458","0.0188036389238631"
"Very good","2006","Not Employed","Urban Area","482","0.0781687764124793","0.0712770078682813","0.0850605449566773"
"Very good","2006","Not Employed","Rural Area","218","0.0661852790069162","0.0573682019837789","0.0750023560300535"
"Very good","2006","Employed","Urban Area","963","0.108974253153583","0.102532568238141","0.115415938069024"
"Very good","2006","Employed","Rural Area","461","0.11093039579623","0.101729190222956","0.120131601369504"
"Good","2006","Not Employed","Urban Area","1765","0.272877853404104","0.261441800632154","0.284313906176055"
"Good","2006","Not Employed","Rural Area","883","0.257169676923325","0.241668371753675","0.272670982092976"
"Good","2006","Employed","Urban Area","4257","0.449093111642052","0.438810588419389","0.459375634864714"
"Good","2006","Employed","Rural Area","2092","0.458763403951091","0.444163851878727","0.473362956023455"
"Satisfactory","2006","Not Employed","Urban Area","1965","0.347833545159492","0.335605605716552","0.360061484602433"
"Satisfactory","2006","Not Employed","Rural Area","1117","0.376674296739862","0.359489116732001","0.393859476747723"
"Satisfactory","2006","Employed","Urban Area","2824","0.326926646085457","0.31722939235327","0.336623899817644"
"Satisfactory","2006","Employed","Rural Area","1430","0.308429423359396","0.294897867771665","0.321960978947127"
"Poor","2006","Not Employed","Urban Area","1161","0.210003737790482","0.199546563414575","0.220460912166388"
"Poor","2006","Not Employed","Rural Area","584","0.20717826569806","0.192804404559863","0.221552126836256"
"Poor","2006","Employed","Urban Area","815","0.0978747074961823","0.0917319825547245","0.10401743243764"
"Poor","2006","Employed","Rural Area","416","0.0999010917149549","0.091115281741276","0.108686901688634"
"Bad ","2006","Not Employed","Urban Area","455","0.0911160872334424","0.0837278631579494","0.0985043113089355"
"Bad ","2006","Not Employed","Rural Area","252","0.092792481631837","0.082502294093843","0.103082669169831"
"Bad ","2006","Employed","Urban Area","130","0.0171312816227264","0.0144488103196137","0.0198137529258391"
"Bad ","2006","Employed","Rural Area","76","0.0219756851783289","0.0176803445528767","0.0262710258037811"
