"m11126","year","bula_h","sampreg","n","percent","lower_confidence","upper_confidence"
"Poor","1992","Baden-Württemberg","West Germany","219","0.12797724203185","0.11242308370992","0.143531400353779"
"Poor","1992","Baden-Württemberg","East Germany","","","",""
"Poor","1992","Bavaria","West Germany","154","0.10576708200195","0.0909054765401858","0.120628687463714"
"Poor","1992","Bavaria","East Germany","","","",""
"Poor","1992","Berlin","West Germany","63","0.189056393348361","0.146355413453869","0.231757373242853"
"Poor","1992","Berlin","East Germany","23","","",""
"Poor","1992","Brandenburg","West Germany","","","",""
"Poor","1992","Brandenburg","East Germany","51","0.0923983318947419","0.0704050173975437","0.11439164639194"
"Poor","1992","Mecklenburg-Western Pomerania","West Germany","","","",""
"Poor","1992","Mecklenburg-Western Pomerania","East Germany","28","","",""
"Poor","1992","Saxony","West Germany","","","",""
"Poor","1992","Saxony","East Germany","97","0.107231669261708","0.0894340094005675","0.125029329122849"
"Poor","1992","Saxony-Anhalt","West Germany","","","",""
"Poor","1992","Saxony-Anhalt","East Germany","75","0.109005000369977","0.0870921725969113","0.130917828143042"
"Poor","1992","Thuringia","West Germany","","","",""
"Poor","1992","Thuringia","East Germany","63","0.122409991387045","0.0977933497231051","0.147026633050986"
"Bad ","1992","Schleswig-Holstein","West Germany","8","","",""
"Bad ","1992","Schleswig-Holstein","East Germany","","","",""
"Bad ","1992","Hamburg","West Germany","10","","",""
"Bad ","1992","Hamburg","East Germany","","","",""
"Bad ","1992","Lower Saxony","West Germany","45","0.0548395042425746","0.0405343939153755","0.0691446145697737"
"Bad ","1992","Lower Saxony","East Germany","","","",""
"Bad ","1992","Bremen","West Germany","7","","",""
"Bad ","1992","Bremen","East Germany","","","",""
"Bad ","1992","North Rhine-Westphalia","West Germany","83","0.0368823035365104","0.0295440369316126","0.0442205701414082"
"Bad ","1992","North Rhine-Westphalia","East Germany","","","",""
"Bad ","1992","Hesse","West Germany","48","0.0564748155350057","0.0418498018527674","0.071099829217244"
"Bad ","1992","Hesse","East Germany","","","",""
"Bad ","1992","Rhineland-Palatinate,Saarland","West Germany","29","","",""
"Bad ","1992","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Bad ","1992","Baden-Württemberg","West Germany","69","0.0519250399846674","0.0415944294174833","0.0622556505518515"
"Bad ","1992","Baden-Württemberg","East Germany","","","",""
"Bad ","1992","Bavaria","West Germany","71","0.0523334042521461","0.0415716661405751","0.0630951423637171"
"Bad ","1992","Bavaria","East Germany","","","",""
"Bad ","1992","Berlin","West Germany","21","","",""
"Bad ","1992","Berlin","East Germany","2","","",""
"Bad ","1992","Brandenburg","West Germany","","","",""
"Bad ","1992","Brandenburg","East Germany","19","","",""
"Bad ","1992","Mecklenburg-Western Pomerania","West Germany","","","",""
"Bad ","1992","Mecklenburg-Western Pomerania","East Germany","12","","",""
"Bad ","1992","Saxony","West Germany","","","",""
"Bad ","1992","Saxony","East Germany","25","","",""
"Bad ","1992","Saxony-Anhalt","West Germany","","","",""
"Bad ","1992","Saxony-Anhalt","East Germany","32","0.0625073752498437","0.0454862940738039","0.0795284564258836"
"Bad ","1992","Thuringia","West Germany","","","",""
"Bad ","1992","Thuringia","East Germany","20","","",""
"Very good","1993","Schleswig-Holstein","West Germany","","","",""
"Very good","1993","Schleswig-Holstein","East Germany","","","",""
"Very good","1993","Hamburg","West Germany","","","",""
"Very good","1993","Hamburg","East Germany","","","",""
"Very good","1993","Lower Saxony","West Germany","","","",""
"Very good","1993","Lower Saxony","East Germany","","","",""
"Very good","1993","Bremen","West Germany","","","",""
"Very good","1993","Bremen","East Germany","","","",""
"Very good","1993","North Rhine-Westphalia","West Germany","","","",""
"Very good","1993","North Rhine-Westphalia","East Germany","","","",""
"Very good","1993","Hesse","West Germany","","","",""
"Very good","1993","Hesse","East Germany","","","",""
"Very good","1993","Rhineland-Palatinate,Saarland","West Germany","","","",""
"Very good","1993","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Very good","1993","Baden-Württemberg","West Germany","","","",""
"Very good","1993","Baden-Württemberg","East Germany","","","",""
"Very good","1993","Bavaria","West Germany","","","",""
"Very good","1993","Bavaria","East Germany","","","",""
"Very good","1993","Berlin","West Germany","","","",""
"Very good","1993","Berlin","East Germany","","","",""
"Very good","1993","Brandenburg","West Germany","","","",""
"Very good","1993","Brandenburg","East Germany","","","",""
"Very good","1993","Mecklenburg-Western Pomerania","West Germany","","","",""
"Very good","1993","Mecklenburg-Western Pomerania","East Germany","","","",""
"Very good","1993","Saxony","West Germany","","","",""
"Very good","1993","Saxony","East Germany","","","",""
"Very good","1993","Saxony-Anhalt","West Germany","","","",""
"Very good","1993","Saxony-Anhalt","East Germany","","","",""
"Very good","1993","Thuringia","West Germany","","","",""
"Very good","1993","Thuringia","East Germany","","","",""
"Good","1993","Schleswig-Holstein","West Germany","","","",""
"Good","1993","Schleswig-Holstein","East Germany","","","",""
"Good","1993","Hamburg","West Germany","","","",""
"Good","1993","Hamburg","East Germany","","","",""
"Good","1993","Lower Saxony","West Germany","","","",""
"Good","1993","Lower Saxony","East Germany","","","",""
"Good","1993","Bremen","West Germany","","","",""
"Good","1993","Bremen","East Germany","","","",""
"Good","1993","North Rhine-Westphalia","West Germany","","","",""
"Good","1993","North Rhine-Westphalia","East Germany","","","",""
"Good","1993","Hesse","West Germany","","","",""
"Good","1993","Hesse","East Germany","","","",""
"Good","1993","Rhineland-Palatinate,Saarland","West Germany","","","",""
"Good","1993","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Good","1993","Baden-Württemberg","West Germany","","","",""
"Good","1993","Baden-Württemberg","East Germany","","","",""
"Good","1993","Bavaria","West Germany","","","",""
"Good","1993","Bavaria","East Germany","","","",""
"Good","1993","Berlin","West Germany","","","",""
"Good","1993","Berlin","East Germany","","","",""
"Good","1993","Brandenburg","West Germany","","","",""
"Good","1993","Brandenburg","East Germany","","","",""
"Good","1993","Mecklenburg-Western Pomerania","West Germany","","","",""
"Good","1993","Mecklenburg-Western Pomerania","East Germany","","","",""
"Good","1993","Saxony","West Germany","","","",""
"Good","1993","Saxony","East Germany","","","",""
"Good","1993","Saxony-Anhalt","West Germany","","","",""
"Good","1993","Saxony-Anhalt","East Germany","","","",""
"Good","1993","Thuringia","West Germany","","","",""
"Good","1993","Thuringia","East Germany","","","",""
"Satisfactory","1993","Schleswig-Holstein","West Germany","","","",""
"Satisfactory","1993","Schleswig-Holstein","East Germany","","","",""
"Satisfactory","1993","Hamburg","West Germany","","","",""
"Satisfactory","1993","Hamburg","East Germany","","","",""
"Satisfactory","1993","Lower Saxony","West Germany","","","",""
"Satisfactory","1993","Lower Saxony","East Germany","","","",""
"Satisfactory","1993","Bremen","West Germany","","","",""
"Satisfactory","1993","Bremen","East Germany","","","",""
"Satisfactory","1993","North Rhine-Westphalia","West Germany","","","",""
"Satisfactory","1993","North Rhine-Westphalia","East Germany","","","",""
"Satisfactory","1993","Hesse","West Germany","","","",""
"Satisfactory","1993","Hesse","East Germany","","","",""
"Satisfactory","1993","Rhineland-Palatinate,Saarland","West Germany","","","",""
"Satisfactory","1993","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Satisfactory","1993","Baden-Württemberg","West Germany","","","",""
"Satisfactory","1993","Baden-Württemberg","East Germany","","","",""
"Satisfactory","1993","Bavaria","West Germany","","","",""
"Satisfactory","1993","Bavaria","East Germany","","","",""
"Satisfactory","1993","Berlin","West Germany","","","",""
"Satisfactory","1993","Berlin","East Germany","","","",""
"Satisfactory","1993","Brandenburg","West Germany","","","",""
"Satisfactory","1993","Brandenburg","East Germany","","","",""
"Satisfactory","1993","Mecklenburg-Western Pomerania","West Germany","","","",""
"Satisfactory","1993","Mecklenburg-Western Pomerania","East Germany","","","",""
"Satisfactory","1993","Saxony","West Germany","","","",""
"Satisfactory","1993","Saxony","East Germany","","","",""
"Satisfactory","1993","Saxony-Anhalt","West Germany","","","",""
"Satisfactory","1993","Saxony-Anhalt","East Germany","","","",""
"Satisfactory","1993","Thuringia","West Germany","","","",""
"Satisfactory","1993","Thuringia","East Germany","","","",""
"Poor","1993","Schleswig-Holstein","West Germany","","","",""
"Poor","1993","Schleswig-Holstein","East Germany","","","",""
"Poor","1993","Hamburg","West Germany","","","",""
"Poor","1993","Hamburg","East Germany","","","",""
"Poor","1993","Lower Saxony","West Germany","","","",""
"Poor","1993","Lower Saxony","East Germany","","","",""
"Poor","1993","Bremen","West Germany","","","",""
"Poor","1993","Bremen","East Germany","","","",""
"Poor","1993","North Rhine-Westphalia","West Germany","","","",""
"Poor","1993","North Rhine-Westphalia","East Germany","","","",""
"Poor","1993","Hesse","West Germany","","","",""
"Poor","1993","Hesse","East Germany","","","",""
"Poor","1993","Rhineland-Palatinate,Saarland","West Germany","","","",""
"Poor","1993","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Poor","1993","Baden-Württemberg","West Germany","","","",""
"Poor","1993","Baden-Württemberg","East Germany","","","",""
"Poor","1993","Bavaria","West Germany","","","",""
"Poor","1993","Bavaria","East Germany","","","",""
"Poor","1993","Berlin","West Germany","","","",""
"Poor","1993","Berlin","East Germany","","","",""
"Poor","1993","Brandenburg","West Germany","","","",""
"Poor","1993","Brandenburg","East Germany","","","",""
"Poor","1993","Mecklenburg-Western Pomerania","West Germany","","","",""
"Poor","1993","Mecklenburg-Western Pomerania","East Germany","","","",""
"Poor","1993","Saxony","West Germany","","","",""
"Poor","1993","Saxony","East Germany","","","",""
"Poor","1993","Saxony-Anhalt","West Germany","","","",""
"Poor","1993","Saxony-Anhalt","East Germany","","","",""
"Poor","1993","Thuringia","West Germany","","","",""
"Poor","1993","Thuringia","East Germany","","","",""
"Bad ","1993","Schleswig-Holstein","West Germany","","","",""
"Bad ","1993","Schleswig-Holstein","East Germany","","","",""
"Bad ","1993","Hamburg","West Germany","","","",""
"Bad ","1993","Hamburg","East Germany","","","",""
"Bad ","1993","Lower Saxony","West Germany","","","",""
"Bad ","1993","Lower Saxony","East Germany","","","",""
"Bad ","1993","Bremen","West Germany","","","",""
"Bad ","1993","Bremen","East Germany","","","",""
"Bad ","1993","North Rhine-Westphalia","West Germany","","","",""
"Bad ","1993","North Rhine-Westphalia","East Germany","","","",""
"Bad ","1993","Hesse","West Germany","","","",""
"Bad ","1993","Hesse","East Germany","","","",""
"Bad ","1993","Rhineland-Palatinate,Saarland","West Germany","","","",""
"Bad ","1993","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Bad ","1993","Baden-Württemberg","West Germany","","","",""
"Bad ","1993","Baden-Württemberg","East Germany","","","",""
"Bad ","1993","Bavaria","West Germany","","","",""
"Bad ","1993","Bavaria","East Germany","","","",""
"Bad ","1993","Berlin","West Germany","","","",""
"Bad ","1993","Berlin","East Germany","","","",""
"Bad ","1993","Brandenburg","West Germany","","","",""
"Bad ","1993","Brandenburg","East Germany","","","",""
"Bad ","1993","Mecklenburg-Western Pomerania","West Germany","","","",""
"Bad ","1993","Mecklenburg-Western Pomerania","East Germany","","","",""
"Bad ","1993","Saxony","West Germany","","","",""
"Bad ","1993","Saxony","East Germany","","","",""
"Bad ","1993","Saxony-Anhalt","West Germany","","","",""
"Bad ","1993","Saxony-Anhalt","East Germany","","","",""
"Bad ","1993","Thuringia","West Germany","","","",""
"Bad ","1993","Thuringia","East Germany","","","",""
"Very good","1994","Schleswig-Holstein","West Germany","36","0.111270533467536","0.0749521322446417","0.14758893469043"
"Very good","1994","Schleswig-Holstein","East Germany","","","",""
"Very good","1994","Hamburg","West Germany","11","","",""
"Very good","1994","Hamburg","East Germany","","","",""
"Very good","1994","Lower Saxony","West Germany","96","0.0818317905880939","0.0645908629519323","0.0990727182242555"
"Very good","1994","Lower Saxony","East Germany","","","",""
"Very good","1994","Bremen","West Germany","9","","",""
"Very good","1994","Bremen","East Germany","","","",""
"Very good","1994","North Rhine-Westphalia","West Germany","275","0.0901371801948713","0.0788204625407038","0.101453897849039"
"Very good","1994","North Rhine-Westphalia","East Germany","","","",""
"Very good","1994","Hesse","West Germany","104","0.0861459250303726","0.0680350920179215","0.104256758042824"
"Very good","1994","Hesse","East Germany","","","",""
"Very good","1994","Rhineland-Palatinate,Saarland","West Germany","63","0.0804389734556848","0.0592686740540092","0.10160927285736"
"Very good","1994","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Very good","1994","Baden-Württemberg","West Germany","192","0.0787846751938771","0.0661191076171166","0.0914502427706375"
"Very good","1994","Baden-Württemberg","East Germany","","","",""
"Very good","1994","Bavaria","West Germany","204","0.105646774991707","0.0905521313724404","0.120741418610974"
"Very good","1994","Bavaria","East Germany","","","",""
"Very good","1994","Berlin","West Germany","25","","",""
"Very good","1994","Berlin","East Germany","28","","",""
"Very good","1994","Brandenburg","West Germany","","","",""
"Very good","1994","Brandenburg","East Germany","57","0.0818178528924714","0.0600493828772293","0.103586322907714"
"Very good","1994","Mecklenburg-Western Pomerania","West Germany","","","",""
"Very good","1994","Mecklenburg-Western Pomerania","East Germany","34","0.0818844325742331","0.0554407209280028","0.108328144220463"
"Very good","1994","Saxony","West Germany","","","",""
"Very good","1994","Saxony","East Germany","95","0.0684489853237435","0.0537390180505112","0.0831589525969758"
"Very good","1994","Saxony-Anhalt","West Germany","","","",""
"Very good","1994","Saxony-Anhalt","East Germany","62","0.0808571663078676","0.0607621137957119","0.100952218820023"
"Very good","1994","Thuringia","West Germany","","","",""
"Very good","1994","Thuringia","East Germany","53","0.0862256063594687","0.0648914787326887","0.107559733986249"
"Good","1994","Schleswig-Holstein","West Germany","113","0.369903566569489","0.314146538497693","0.425660594641285"
"Good","1994","Schleswig-Holstein","East Germany","","","",""
"Good","1994","Hamburg","West Germany","61","0.419246764199008","0.338088154694805","0.50040537370321"
"Good","1994","Hamburg","East Germany","","","",""
"Good","1994","Lower Saxony","West Germany","377","0.381398817785587","0.350847248681954","0.41195038688922"
"Good","1994","Lower Saxony","East Germany","","","",""
"Good","1994","Bremen","West Germany","33","0.363550059738933","0.263615127368744","0.463484992109123"
"Good","1994","Bremen","East Germany","","","",""
"Good","1994","North Rhine-Westphalia","West Germany","976","0.371405346576869","0.35231165273765","0.390499040416087"
"Good","1994","North Rhine-Westphalia","East Germany","","","",""
"Good","1994","Hesse","West Germany","407","0.411582378812637","0.379817013668638","0.443347743956635"
"Good","1994","Hesse","East Germany","","","",""
"Good","1994","Rhineland-Palatinate,Saarland","West Germany","263","0.372052135657946","0.334427945835268","0.409676325480623"
"Good","1994","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Good","1994","Baden-Württemberg","West Germany","713","0.379237918260007","0.356427057561051","0.402048778958963"
"Good","1994","Baden-Württemberg","East Germany","","","",""
"Good","1994","Bavaria","West Germany","638","0.366471559727901","0.342809998353409","0.390133121102394"
"Good","1994","Bavaria","East Germany","","","",""
"Good","1994","Berlin","West Germany","97","0.284889843599405","0.233295821862451","0.336483865336359"
"Good","1994","Berlin","East Germany","102","0.360163052970124","0.301924299058832","0.418401806881416"
"Good","1994","Brandenburg","West Germany","","","",""
"Good","1994","Brandenburg","East Germany","225","0.332903890920395","0.295476195719351","0.370331586121439"
"Good","1994","Mecklenburg-Western Pomerania","West Germany","","","",""
"Good","1994","Mecklenburg-Western Pomerania","East Germany","180","0.427395190285271","0.379684535569201","0.475105845001341"
"Good","1994","Saxony","West Germany","","","",""
"Good","1994","Saxony","East Germany","472","0.383633101480963","0.355305972001943","0.411960230959984"
"Good","1994","Saxony-Anhalt","West Germany","","","",""
"Good","1994","Saxony-Anhalt","East Germany","305","0.39681315368953","0.360750527912928","0.432875779466132"
"Good","1994","Thuringia","West Germany","","","",""
"Good","1994","Thuringia","East Germany","273","0.372414491771404","0.335670443086167","0.409158540456641"
"Satisfactory","1994","Schleswig-Holstein","West Germany","85","0.32024898096555","0.266363637047156","0.374134324883944"
"Satisfactory","1994","Schleswig-Holstein","East Germany","","","",""
"Satisfactory","1994","Hamburg","West Germany","35","0.221089579653865","0.152834997425097","0.289344161882634"
"Satisfactory","1994","Hamburg","East Germany","","","",""
"Satisfactory","1994","Lower Saxony","West Germany","327","0.319751723215201","0.290417226059952","0.349086220370449"
"Satisfactory","1994","Lower Saxony","East Germany","","","",""
"Satisfactory","1994","Bremen","West Germany","29","","",""
"Satisfactory","1994","Bremen","East Germany","","","",""
"Satisfactory","1994","North Rhine-Westphalia","West Germany","741","0.323178739544251","0.304697166841382","0.34166031224712"
"Satisfactory","1994","North Rhine-Westphalia","East Germany","","","",""
"Satisfactory","1994","Hesse","West Germany","240","0.28530504757468","0.25615778888013","0.314452306269229"
"Satisfactory","1994","Hesse","East Germany","","","",""
"Satisfactory","1994","Rhineland-Palatinate,Saarland","West Germany","181","0.321699989405618","0.28533864792402","0.358061330887217"
"Satisfactory","1994","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Satisfactory","1994","Baden-Württemberg","West Germany","534","0.345689810035682","0.323330503195603","0.368049116875762"
"Satisfactory","1994","Baden-Württemberg","East Germany","","","",""
"Satisfactory","1994","Bavaria","West Germany","495","0.351259521483941","0.327817786370185","0.374701256597697"
"Satisfactory","1994","Bavaria","East Germany","","","",""
"Satisfactory","1994","Berlin","West Germany","96","0.359739346878159","0.304880483729491","0.414598210026827"
"Satisfactory","1994","Berlin","East Germany","84","0.334666172369544","0.277419064875046","0.391913279864042"
"Satisfactory","1994","Brandenburg","West Germany","","","",""
"Satisfactory","1994","Brandenburg","East Germany","234","0.409712708953112","0.370654630000675","0.44877078790555"
"Satisfactory","1994","Mecklenburg-Western Pomerania","West Germany","","","",""
"Satisfactory","1994","Mecklenburg-Western Pomerania","East Germany","137","0.334440388538198","0.288938868548624","0.379941908527771"
"Satisfactory","1994","Saxony","West Germany","","","",""
"Satisfactory","1994","Saxony","East Germany","403","0.38111560395621","0.352823971379872","0.409407236532548"
"Satisfactory","1994","Saxony-Anhalt","West Germany","","","",""
"Satisfactory","1994","Saxony-Anhalt","East Germany","224","0.350500523133803","0.315330543066599","0.385670503201006"
"Satisfactory","1994","Thuringia","West Germany","","","",""
"Satisfactory","1994","Thuringia","East Germany","248","0.379491174380725","0.34260937595302","0.41637297280843"
"Poor","1994","Schleswig-Holstein","West Germany","47","0.167653812388082","0.124510790506561","0.210796834269604"
"Poor","1994","Schleswig-Holstein","East Germany","","","",""
"Poor","1994","Hamburg","West Germany","25","","",""
"Poor","1994","Hamburg","East Germany","","","",""
"Poor","1994","Lower Saxony","West Germany","127","0.159109453392029","0.136102654141355","0.182116252642703"
"Poor","1994","Lower Saxony","East Germany","","","",""
"Poor","1994","Bremen","West Germany","9","","",""
"Poor","1994","Bremen","East Germany","","","",""
"Poor","1994","North Rhine-Westphalia","West Germany","382","0.174721228936583","0.159715616953997","0.189726840919168"
"Poor","1994","North Rhine-Westphalia","East Germany","","","",""
"Poor","1994","Hesse","West Germany","127","0.161652177031065","0.137890038150493","0.185414315911637"
"Poor","1994","Hesse","East Germany","","","",""
"Poor","1994","Rhineland-Palatinate,Saarland","West Germany","102","0.183890869115968","0.153735985041991","0.214045753189945"
"Poor","1994","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Poor","1994","Baden-Württemberg","West Germany","239","0.145019897783011","0.128465438267168","0.161574357298854"
"Poor","1994","Baden-Württemberg","East Germany","","","",""
"Poor","1994","Bavaria","West Germany","198","0.136026607025231","0.119192025704825","0.152861188345637"
"Poor","1994","Bavaria","East Germany","","","",""
"Poor","1994","Berlin","West Germany","61","0.206280159886545","0.160027493555533","0.252532826217556"
"Poor","1994","Berlin","East Germany","41","0.165625423643541","0.120525908831832","0.210724938455251"
"Poor","1994","Brandenburg","West Germany","","","",""
"Poor","1994","Brandenburg","East Germany","75","0.147184682088254","0.119046356667705","0.175323007508803"
"Poor","1994","Mecklenburg-Western Pomerania","West Germany","","","",""
