"ple0044_h","year","e11102","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Yes","2005","Not Employed","Rural Area","13","","","","1"
"Yes","2005","Employed","Rural Area","2075","0.518497278227339","0.503043885113041","0.533950671341637","1"
"Yes","2005","Not Employed","Urban Area","13","","","","1"
"Yes","2005","Employed","Urban Area","4019","0.470162864488695","0.459458812566212","0.480866916411177","1"
"No","2006","Not Employed","Urban Area","5634","0.998446902631476","0.997419830308783","0.999473974954168","2"
"No","2006","Not Employed","Rural Area","2934","0.996222497416674","0.99400617204817","0.998438822785177","2"
"No","2006","Employed","Urban Area","4446","0.522416329106978","0.511891917002107","0.532940741211849","2"
"No","2006","Employed","Rural Area","2004","0.46932058940879","0.454393745419375","0.484247433398206","2"
"Yes","2006","Not Employed","Rural Area","9","","","","1"
"Yes","2006","Employed","Rural Area","2290","0.53067941059121","0.515752566601794","0.545606254580625","1"
"Yes","2006","Not Employed","Urban Area","13","","","","1"
"Yes","2006","Employed","Urban Area","4207","0.477583670893022","0.467059258788151","0.488108082997893","1"
"No","2007","Not Employed","Urban Area","5229","0.996515208835204","0.994920866706562","0.998109550963847","2"
"No","2007","Not Employed","Rural Area","2745","0.994196588806656","0.991361233340142","0.997031944273169","2"
"No","2007","Employed","Urban Area","4155","0.528568026337452","0.517656637613662","0.539479415061242","2"
"No","2007","Employed","Rural Area","1943","0.479931175341602","0.464483504172753","0.495378846510451","2"
"Yes","2007","Not Employed","Urban Area","19","","","","1"
"Yes","2007","Not Employed","Rural Area","12","","","","1"
"Yes","2007","Employed","Rural Area","2075","0.520068824658398","0.504621153489549","0.535516495827246","1"
"Yes","2007","Employed","Urban Area","3885","0.471431973662548","0.460520584938758","0.482343362386338","1"
"No","2008","Not Employed","Rural Area","2565","0.993160080032923","0.989981588744887","0.99633857132096","2"
"No","2008","Employed","Urban Area","4172","0.547706673689736","0.536587527147461","0.558825820232012","2"
"No","2008","Employed","Rural Area","1941","0.511454816285083","0.495663070654182","0.527246561915984","2"
"No","2008","Not Employed","Urban Area","4887","0.995996407528873","0.994230480597376","0.99776233446037","2"
"Yes","2008","Employed","Rural Area","1908","0.488545183714917","0.472753438084016","0.504336929345818","1"
"Yes","2008","Not Employed","Urban Area","25","","","","1"
"Yes","2008","Not Employed","Rural Area","18","","","","1"
"Yes","2008","Employed","Urban Area","3525","0.452293326310264","0.441174179767988","0.463412472852539","1"
"No","2009","Not Employed","Rural Area","2387","0.994836635675793","0.991969856237185","0.9977034151144","2"
"No","2009","Employed","Urban Area","3966","0.567352811540032","0.55586812910144","0.578837493978624","2"
"No","2009","Employed","Rural Area","1994","0.532811938443197","0.516759705416355","0.548864171470038","2"
"No","2009","Not Employed","Urban Area","4456","0.994917746947445","0.992834809272179","0.997000684622711","2"
"Yes","2009","Employed","Rural Area","1717","0.467188061556803","0.451135828529962","0.483240294583645","1"
"Yes","2009","Not Employed","Urban Area","21","","","","1"
"Yes","2009","Not Employed","Rural Area","14","","","","1"
"Yes","2009","Employed","Urban Area","3183","0.432647188459968","0.421162506021376","0.44413187089856","1"
"No","2010","Not Employed","Rural Area","2861","0.993645848375875","0.990745365085103","0.996546331666647","2"
"No","2010","Not Employed","Urban Area","5539","0.996292249812272","0.994695686706592","0.997888812917952","2"
"No","2010","Employed","Urban Area","5692","0.576903528811123","0.567254032264167","0.586553025358078","2"
"No","2010","Employed","Rural Area","2749","0.515135170346862","0.501631755451463","0.528638585242262","2"
"Yes","2010","Not Employed","Urban Area","28","","","","1"
"Yes","2010","Not Employed","Rural Area","22","","","","1"
"Yes","2010","Employed","Urban Area","4378","0.423096471188877","0.413446974641922","0.432745967735833","1"
"Yes","2010","Employed","Rural Area","2513","0.484864829653138","0.471361414757738","0.498368244548537","1"
"No","2011","Not Employed","Rural Area","3488","0.993258887720825","0.99055724975077","0.995960525690879","2"
"No","2011","Employed","Rural Area","2150","0.553785085063882","0.538179866978113","0.569390303149651","2"
"No","2011","Not Employed","Urban Area","6509","0.992984816308527","0.990967267412743","0.995002365204312","2"
"No","2011","Employed","Urban Area","3992","0.573731141594012","0.562183225835726","0.585279057352297","2"
"Yes","2011","Not Employed","Urban Area","65","0.00701518369147256","0.00499763479568803","0.00903273258725708","1"
"Yes","2011","Not Employed","Rural Area","36","0.00674111227917531","0.00403947430912085","0.00944275024922977","1"
"Yes","2011","Employed","Urban Area","3053","0.426268858405988","0.414720942647703","0.437816774164274","1"
"Yes","2011","Employed","Rural Area","1748","0.446214914936118","0.430609696850349","0.461820133021886","1"
"No","2012","Not Employed","Rural Area","3514","0.987612360846957","0.983978472088182","0.991246249605733","2"
"No","2012","Employed","Rural Area","3517","0.562468232534816","0.550195936532992","0.57474052853664","2"
"No","2012","Not Employed","Urban Area","6172","0.989249522646338","0.986694281968475","0.991804763324202","2"
"No","2012","Employed","Urban Area","6670","0.598094347727595","0.589059407185322","0.607129288269868","2"
"Yes","2012","Not Employed","Urban Area","85","0.0107504773536616","0.00819523667579784","0.0133057180315254","1"
"Yes","2012","Not Employed","Rural Area","45","0.0123876391530428","0.00875375039426727","0.0160215279118183","1"
"Yes","2012","Employed","Urban Area","4642","0.401905652272405","0.392870711730132","0.410940592814678","1"
"Yes","2012","Employed","Rural Area","2760","0.437531767465184","0.42525947146336","0.449804063467008","1"
"No","2013","Not Employed","Rural Area","3876","0.957938767169626","0.951920222084865","0.963957312254388","2"
"No","2013","Employed","Rural Area","3472","0.579560624814551","0.567012660107072","0.592108589522031","2"
"No","2013","Not Employed","Urban Area","8245","0.927372954213139","0.92214874783769","0.932597160588587","2"
"No","2013","Employed","Urban Area","6544","0.625075086529897","0.615906299682441","0.634243873377353","2"
"Yes","2013","Not Employed","Rural Area","397","0.0420612328303736","0.0360426877456121","0.0480797779151352","1"
"Yes","2013","Employed","Urban Area","4165","0.374924913470103","0.365756126622647","0.384093700317559","1"
"Yes","2013","Employed","Rural Area","2473","0.420439375185449","0.407891410477969","0.432987339892928","1"
"Yes","2013","Not Employed","Urban Area","1235","0.0726270457868613","0.0674028394114129","0.0778512521623097","1"
"No","2014","Not Employed","Rural Area","3057","0.969390399319635","0.963481797997222","0.975299000642047","2"
"No","2014","Employed","Rural Area","3399","0.573868808345527","0.561278242757113","0.586459373933942","2"
"No","2014","Not Employed","Urban Area","5339","0.936573663176713","0.930429091021301","0.942718235332126","2"
"No","2014","Employed","Urban Area","6876","0.598844341101938","0.589922312533094","0.607766369670782","2"
"Yes","2014","Not Employed","Rural Area","208","0.0306096006803653","0.0247009993579529","0.0365182020027776","1"
"Yes","2014","Employed","Urban Area","4717","0.401155658898062","0.392233630329218","0.410077687466906","1"
"Yes","2014","Employed","Rural Area","2527","0.426131191654473","0.413540626066058","0.438721757242887","1"
"Yes","2014","Not Employed","Urban Area","705","0.0634263368232866","0.0572817646678742","0.069570908978699","1"
"No","2015","Not Employed","Urban Area","6261","0.96680989074134","0.962559748496895","0.971060032985786","2"
"No","2015","Not Employed","Rural Area","3227","0.975624745629966","0.970478926403195","0.980770564856737","2"
"No","2015","Employed","Rural Area","3308","0.581251469626049","0.568352987293229","0.594149951958869","2"
"No","2015","Employed","Urban Area","6632","0.618039775044403","0.608842742439541","0.627236807649265","2"
"Yes","2015","Not Employed","Rural Area","223","0.024375254370034","0.0192294351432632","0.0295210735968047","1"
"Yes","2015","Not Employed","Urban Area","563","0.0331901092586596","0.028939967014214","0.0374402515031052","1"
"Yes","2015","Employed","Urban Area","4089","0.381960224955597","0.372763192350735","0.391157257560459","1"
"Yes","2015","Employed","Rural Area","2312","0.418748530373951","0.405850048041131","0.431647012706771","1"
"No","2016","Employed","Rural Area","3199","0.593647291865891","0.580582454891217","0.606712128840566","2"
"No","2016","Not Employed","Urban Area","5327","0.986023925397274","0.982892893134363","0.989154957660185","2"
"No","2016","Not Employed","Rural Area","2816","0.98873912851565","0.984867229097922","0.992611027933378","2"
"No","2016","Employed","Urban Area","6379","0.611148221791834","0.601789938012183","0.620506505571484","2"
"Yes","2016","Not Employed","Rural Area","37","0.0112608714843503","0.00738897206662233","0.0151327709020783","1"
"Yes","2016","Employed","Rural Area","2230","0.406352708134109","0.393287871159435","0.419417545108783","1"
"Yes","2016","Not Employed","Urban Area","73","0.013976074602726","0.0108450423398146","0.0171071068656373","1"
"Yes","2016","Employed","Urban Area","4045","0.388851778208166","0.379493494428516","0.398210061987817","1"
"No","2017","Employed","Rural Area","3908","0.643402813040478","0.631512449689704","0.655293176391252","2"
"No","2017","Not Employed","Urban Area","5439","0.988973470781829","0.986219666992074","0.991727274571584","2"
"No","2017","Not Employed","Rural Area","3060","0.990875539526459","0.987525105371735","0.994225973681184","2"
"No","2017","Employed","Urban Area","7365","0.621376824306778","0.612534446201515","0.630219202412042","2"
"Yes","2017","Not Employed","Rural Area","34","0.00912446047354062","0.00577402631881594","0.0124748946282653","1"
"Yes","2017","Employed","Rural Area","2326","0.356597186959522","0.344706823608749","0.368487550310296","1"
"Yes","2017","Not Employed","Urban Area","85","0.0110265292181709","0.00827272542841576","0.013780333007926","1"
"Yes","2017","Employed","Urban Area","4194","0.378623175693222","0.369780797587958","0.387465553798486","1"
"No","2018","Not Employed","Urban Area","5312","0.989664124130913","0.986961318127419","0.992366930134407","2"
"No","2018","Not Employed","Rural Area","2896","0.995097734690453","0.992560949578397","0.997634519802509","2"
"No","2018","Employed","Urban Area","7226","0.653519151138027","0.644693067144553","0.662345235131502","2"
"No","2018","Employed","Rural Area","3787","0.631495775035253","0.6193341299953","0.643657420075205","2"
"Yes","2018","Not Employed","Rural Area","16","","","","1"
"Yes","2018","Employed","Rural Area","2257","0.368504224964747","0.356342579924795","0.380665870004699","1"
"Yes","2018","Not Employed","Urban Area","67","0.0103358758690868","0.00763306986559289","0.0130386818725807","1"
"Yes","2018","Employed","Urban Area","3940","0.346480848861973","0.337654764868498","0.355306932855447","1"
"No","2019","Not Employed","Urban Area","4599","0.973356363113735","0.968787742835162","0.977924983392309","2"
"No","2019","Not Employed","Rural Area","2755","0.973344468084165","0.967428782850059","0.979260153318271","2"
"No","2019","Employed","Urban Area","6638","0.652246752356655","0.643146338549922","0.661347166163388","2"
"No","2019","Employed","Rural Area","3684","0.657896502926102","0.645790063351632","0.670002942500572","2"
"Yes","2019","Not Employed","Rural Area","93","0.0266555319158349","0.0207398466817289","0.0325712171499409","1"
"Yes","2019","Employed","Rural Area","2215","0.342103497073898","0.329997057499428","0.354209936648368","1"
"Yes","2019","Not Employed","Urban Area","174","0.0266436368862647","0.0220750166076909","0.0312122571648385","1"
"Yes","2019","Employed","Urban Area","3883","0.347753247643345","0.338652833836612","0.356853661450078","1"
