"ple0044_h","year","regtyp","sex","n","percent","lower_confidence","upper_confidence","value"
"Yes","1988","Urban Area","Male","1451","0.367641783127075","0.352480128674885","0.382803437579264","1"
"No","1989","Urban Area","Male","2429","0.653419361056095","0.638282844481486","0.668555877630705","2"
"No","1989","Urban Area","Female","3033","0.790231337770636","0.777492464414637","0.802970211126635","2"
"No","1989","Rural Area","Female","740","0.788924522382995","0.763137738937461","0.814711305828529","2"
"No","1989","Rural Area","Male","583","0.638523469560178","0.607843768427665","0.669203170692691","2"
"Yes","1989","Urban Area","Female","891","0.209768662229364","0.197029788873365","0.222507535585363","1"
"Yes","1989","Urban Area","Male","1368","0.346580638943905","0.331444122369295","0.361717155518514","1"
"Yes","1989","Rural Area","Male","359","0.361476530439822","0.330796829307309","0.392156231572335","1"
"Yes","1989","Rural Area","Female","222","0.211075477617005","0.185288694171471","0.236862261062539","1"
"No","1990","Rural Area","Female","","","","","2"
"No","1990","Urban Area","Male","","","","","2"
"No","1990","Urban Area","Female","","","","","2"
"No","1990","Rural Area","Male","","","","","2"
"Yes","1990","Urban Area","Female","","","","","1"
"Yes","1990","Rural Area","Female","","","","","1"
"Yes","1990","Urban Area","Male","","","","","1"
"Yes","1990","Rural Area","Male","","","","","1"
"No","1991","Rural Area","Female","2155","0.871627183677814","0.858216495693951","0.885037871661676","2"
"No","1991","Urban Area","Male","3073","0.69525271723325","0.681561424698794","0.708944009767707","2"
"No","1991","Urban Area","Female","3682","0.820492957922934","0.809340558971481","0.831645356874386","2"
"No","1991","Rural Area","Male","1909","0.802743776264815","0.786268564948744","0.819218987580885","2"
"Yes","1991","Urban Area","Female","867","0.179507042077066","0.168354643125614","0.190659441028519","1"
"Yes","1991","Rural Area","Female","235","0.128372816322186","0.114962128338324","0.141783504306049","1"
"Yes","1991","Urban Area","Male","1269","0.30474728276675","0.291055990232293","0.318438575301206","1"
"Yes","1991","Rural Area","Male","332","0.197256223735185","0.180781012419115","0.213731435051256","1"
"No","1992","Urban Area","Male","2710","0.645158131460875","0.630780085594263","0.659536177327488","2"
"No","1992","Urban Area","Female","3380","0.790239744843647","0.778301718184042","0.802177771503251","2"
"No","1992","Rural Area","Male","1168","0.593977476273836","0.573082809339175","0.614872143208498","2"
"No","1992","Rural Area","Female","1564","0.730826822460321","0.712629252371808","0.749024392548834","2"
"Yes","1992","Urban Area","Female","1088","0.209760255156353","0.197822228496749","0.221698281815958","1"
"Yes","1992","Rural Area","Female","718","0.269173177539679","0.250975607451166","0.287370747628192","1"
"Yes","1992","Urban Area","Male","1544","0.354841868539125","0.340463822672512","0.369219914405737","1"
"Yes","1992","Rural Area","Male","954","0.406022523726164","0.385127856791502","0.426917190660825","1"
"No","1993","Urban Area","Male","","","","","2"
"No","1993","Urban Area","Female","","","","","2"
"No","1993","Rural Area","Male","","","","","2"
"No","1993","Rural Area","Female","","","","","2"
"Yes","1993","Urban Area","Female","","","","","1"
"Yes","1993","Rural Area","Female","","","","","1"
"Yes","1993","Urban Area","Male","","","","","1"
"Yes","1993","Rural Area","Male","","","","","1"
"No","1994","Urban Area","Male","2624","0.658598849792495","0.6441267437319","0.67307095585309","2"
"No","1994","Urban Area","Female","3433","0.810562567853182","0.799013022384281","0.822112113322084","2"
"No","1994","Rural Area","Male","1245","0.622400723318926","0.601501580496422","0.643299866141429","2"
"No","1994","Rural Area","Female","1678","0.793476869149638","0.776633811871756","0.810319926427519","2"
"Yes","1994","Urban Area","Male","1500","0.341401150207505","0.32692904414691","0.3558732562681","1"
"Yes","1994","Urban Area","Female","989","0.189437432146818","0.177887886677916","0.200986977615719","1"
"Yes","1994","Rural Area","Female","541","0.206523130850362","0.189680073572481","0.223366188128244","1"
"Yes","1994","Rural Area","Male","822","0.377599276681074","0.35670013385857","0.398498419503578","1"
"No","1995","Urban Area","Female","3452","0.806917235990677","0.795336907008714","0.818497564972641","2"
"No","1995","Rural Area","Male","1281","0.632121792550856","0.611565347491449","0.652678237610263","2"
"No","1995","Rural Area","Female","1658","0.775399924497683","0.758152621642597","0.792647227352768","2"
"No","1995","Urban Area","Male","2667","0.667180458593586","0.652814273549772","0.681546643637401","2"
"Yes","1995","Rural Area","Female","591","0.224600075502317","0.207352772647232","0.241847378357403","1"
"Yes","1995","Urban Area","Male","1466","0.332819541406414","0.318453356362599","0.347185726450229","1"
"Yes","1995","Urban Area","Female","1011","0.193082764009323","0.181502435027359","0.204663092991286","1"
"Yes","1995","Rural Area","Male","833","0.367878207449144","0.347321762389737","0.388434652508551","1"
"No","1996","Urban Area","Female","3369","0.80013241264047","0.788264963552607","0.811999861728334","2"
"No","1996","Rural Area","Male","1322","0.662473043035844","0.642053180305709","0.682892905765978","2"
"No","1996","Rural Area","Female","1647","0.794951772193851","0.778015429833973","0.81188811455373","2"
"No","1996","Urban Area","Male","2623","0.662295412285266","0.647674198017627","0.676916626552905","2"
"Yes","1996","Rural Area","Female","536","0.205048227806149","0.18811188544627","0.221984570166027","1"
"Yes","1996","Urban Area","Male","1396","0.337704587714734","0.323083373447095","0.352325801982373","1"
"Yes","1996","Urban Area","Female","993","0.19986758735953","0.188000138271666","0.211735036447393","1"
"Yes","1996","Rural Area","Male","738","0.337526956964157","0.317107094234022","0.357946819694291","1"
"No","1997","Urban Area","Female","3311","0.810547539535294","0.79876624545398","0.822328833616607","2"
"No","1997","Urban Area","Male","2583","0.674480874815671","0.659892425545912","0.68906932408543","2"
"No","1997","Rural Area","Male","1282","0.637938126005042","0.617082958425492","0.658793293584591","2"
"No","1997","Rural Area","Female","1590","0.783844635816279","0.766441484856803","0.801247786775756","2"
"Yes","1997","Urban Area","Male","1380","0.325519125184329","0.31093067591457","0.340107574454089","1"
"Yes","1997","Urban Area","Female","939","0.189452460464707","0.177671166383393","0.20123375454602","1"
"Yes","1997","Rural Area","Male","758","0.362061873994958","0.341206706415409","0.382917041574508","1"
"Yes","1997","Rural Area","Female","559","0.216155364183721","0.198752213224244","0.233558515143198","1"
"No","1998","Urban Area","Female","3605","0.802897878731048","0.791498169168503","0.814297588293593","2"
"No","1998","Rural Area","Female","1801","0.790994200456718","0.774723779653802","0.807264621259635","2"
"No","1998","Urban Area","Male","2784","0.656417364079494","0.642270508104085","0.670564220054904","2"
"No","1998","Rural Area","Male","1449","0.659029395185839","0.639648048865969","0.678410741505709","2"
"Yes","1998","Urban Area","Male","1545","0.343582635920506","0.329435779945096","0.357729491895915","1"
"Yes","1998","Urban Area","Female","1073","0.197102121268952","0.185702411706407","0.208501830831497","1"
"Yes","1998","Rural Area","Male","849","0.340970604814161","0.321589258494291","0.360351951134031","1"
"Yes","1998","Rural Area","Female","598","0.209005799543282","0.192735378740365","0.225276220346198","1"
"No","1999","Urban Area","Female","3348","0.778502061239279","0.766366689250931","0.790637433227626","2"
"No","1999","Rural Area","Female","1712","0.775548312723738","0.758574618012206","0.79252200743527","2"
"No","1999","Urban Area","Male","2686","0.650085333746283","0.635637100767983","0.664533566724584","2"
"No","1999","Rural Area","Male","1365","0.652255160149397","0.632276777265185","0.67223354303361","2"
"Yes","1999","Urban Area","Male","1500","0.349914666253717","0.335466433275416","0.364362899232017","1"
"Yes","1999","Urban Area","Female","1150","0.221497938760721","0.209362566772374","0.233633310749069","1"
"Yes","1999","Rural Area","Male","818","0.347744839850602","0.32776645696639","0.367723222734815","1"
"Yes","1999","Rural Area","Female","609","0.224451687276262","0.20747799256473","0.241425381987794","1"
"No","2000","Urban Area","Female","6096","0.770808082261533","0.761649112833693","0.779967051689373","2"
"No","2000","Rural Area","Female","3075","0.769745436822517","0.756905858833277","0.782585014811756","2"
"No","2000","Urban Area","Male","4813","0.663752658739423","0.652947182982944","0.674558134495903","2"
"No","2000","Rural Area","Male","2478","0.648494885747284","0.633423436977541","0.663566334517027","2"
"Yes","2000","Urban Area","Female","1994","0.229191917738467","0.220032948310627","0.238350887166308","1"
"Yes","2000","Rural Area","Male","1377","0.351505114252716","0.336433665482973","0.366576563022459","1"
"Yes","2000","Rural Area","Female","1055","0.230254563177483","0.217414985188244","0.243094141166723","1"
"Yes","2000","Urban Area","Male","2530","0.336247341260577","0.325441865504097","0.347052817017056","1"
"No","2001","Urban Area","Female","5522","0.763825638877616","0.754136736922112","0.773514540833119","2"
"No","2001","Rural Area","Female","2781","0.763019209917987","0.749412880425367","0.776625539410608","2"
"No","2001","Urban Area","Male","4373","0.652568111210476","0.641183683154683","0.663952539266269","2"
"No","2001","Rural Area","Male","2325","0.665218432039944","0.649677154392527","0.680759709687361","2"
"Yes","2001","Urban Area","Female","1860","0.236174361122384","0.226485459166881","0.245863263077888","1"
"Yes","2001","Rural Area","Male","1217","0.334781567960056","0.319240290312639","0.350322845607473","1"
"Yes","2001","Rural Area","Female","971","0.236980790082013","0.223374460589392","0.250587119574633","1"
"Yes","2001","Urban Area","Male","2347","0.347431888789524","0.336047460733731","0.358816316845317","1"
"No","2002","Urban Area","Male","4550","0.662885984240578","0.651958462680937","0.67381350580022","2"
"No","2002","Urban Area","Female","5767","0.767709475611885","0.758339650490941","0.77707930073283","2"
"No","2002","Rural Area","Female","2817","0.768104272656192","0.754680201165521","0.781528344146862","2"
"No","2002","Rural Area","Male","2315","0.658858522067313","0.643376075710301","0.674340968424326","2"
"Yes","2002","Urban Area","Female","2036","0.232290524388115","0.22292069926717","0.241660349509059","1"
"Yes","2002","Urban Area","Male","2639","0.337114015759422","0.32618649419978","0.348041537319063","1"
"Yes","2002","Rural Area","Male","1287","0.341141477932687","0.325659031575674","0.356623924289699","1"
"Yes","2002","Rural Area","Female","980","0.231895727343808","0.218471655853138","0.245319798834479","1"
"No","2003","Rural Area","Female","2750","0.756963586785512","0.743116972535982","0.770810201035042","2"
"No","2003","Urban Area","Male","4497","0.666745028915527","0.655661287183101","0.677828770647953","2"
"No","2003","Urban Area","Female","5614","0.784312769173572","0.775023562459853","0.793601975887291","2"
"No","2003","Rural Area","Male","2211","0.652896798002711","0.637016294173352","0.66877730183207","2"
"Yes","2003","Urban Area","Female","1917","0.215687230826428","0.206398024112709","0.224976437540147","1"
"Yes","2003","Rural Area","Female","936","0.243036413214488","0.229189798964958","0.256883027464018","1"
"Yes","2003","Urban Area","Male","2451","0.333254971084473","0.322171229352047","0.344338712816899","1"
"Yes","2003","Rural Area","Male","1241","0.347103201997289","0.33122269816793","0.362983705826648","1"
"No","2004","Rural Area","Female","2612","0.741391623640989","0.727107959778816","0.755675287503161","2"
"No","2004","Urban Area","Male","4403","0.679420873345224","0.668300505389015","0.690541241301434","2"
"No","2004","Urban Area","Female","5479","0.773924962281577","0.764379139436156","0.783470785126998","2"
"No","2004","Rural Area","Male","2186","0.659983326894067","0.643991970451795","0.675974683336339","2"
"Yes","2004","Urban Area","Female","1897","0.226075037718423","0.216529214873002","0.235620860563844","1"
"Yes","2004","Rural Area","Female","998","0.258608376359011","0.244324712496839","0.272892040221184","1"
"Yes","2004","Urban Area","Male","2363","0.320579126654776","0.309458758698566","0.331699494610985","1"
"Yes","2004","Rural Area","Male","1185","0.340016673105933","0.324025316663661","0.356008029548205","1"
"No","2005","Urban Area","Male","4314","0.6808550183667","0.669518496119362","0.692191540614038","2"
"No","2005","Urban Area","Female","5257","0.765186969958727","0.75533281787128","0.775041122046175","2"
"No","2005","Rural Area","Male","2084","0.649411047875566","0.63291740632922","0.665904689421912","2"
"No","2005","Rural Area","Female","2518","0.743580176424023","0.729062056260811","0.758098296587235","2"
"Yes","2005","Urban Area","Female","1851","0.234813030041273","0.224958877953825","0.24466718212872","1"
"Yes","2005","Rural Area","Female","957","0.256419823575977","0.241901703412765","0.270937943739189","1"
"Yes","2005","Urban Area","Male","2181","0.3191449816333","0.307808459385962","0.330481503880638","1"
"Yes","2005","Rural Area","Male","1131","0.350588952124434","0.334095310578088","0.36708259367078","1"
"No","2006","Urban Area","Male","4538","0.681204175871657","0.670125587690902","0.692282764052412","2"
"No","2006","Urban Area","Female","5542","0.762019142467557","0.752383413605137","0.771654871329977","2"
"No","2006","Rural Area","Male","2260","0.649687953303434","0.633819369273809","0.665556537333059","2"
"No","2006","Rural Area","Female","2678","0.733821787595963","0.719704633547041","0.747938941644885","2"
"Yes","2006","Urban Area","Female","1961","0.237980857532443","0.228345128670023","0.247616586394863","1"
"Yes","2006","Rural Area","Female","1087","0.266178212404037","0.252061058355115","0.280295366452959","1"
"Yes","2006","Urban Area","Male","2259","0.318795824128343","0.307717235947588","0.329874412309098","1"
"Yes","2006","Rural Area","Male","1212","0.350312046696566","0.334443462666941","0.366180630726191","1"
"No","2007","Urban Area","Male","4215","0.676175099012437","0.664611115184433","0.687739082840441","2"
"No","2007","Urban Area","Female","5169","0.76842484024926","0.758541407628486","0.778308272870035","2"
"No","2007","Rural Area","Male","2132","0.643185079635177","0.626770456079694","0.659599703190661","2"
"No","2007","Rural Area","Female","2556","0.748816711792536","0.734454836305783","0.763178587279289","2"
"Yes","2007","Urban Area","Male","2075","0.323824900987563","0.312260917159559","0.335388884815567","1"
"Yes","2007","Urban Area","Female","1829","0.231575159750739","0.221691727129965","0.241458592371514","1"
"Yes","2007","Rural Area","Female","947","0.251183288207464","0.236821412720711","0.265545163694217","1"
"Yes","2007","Rural Area","Male","1140","0.356814920364822","0.340400296809339","0.373229543920306","1"
"No","2008","Urban Area","Female","4981","0.774549426490048","0.764494523890949","0.784604329089147","2"
"No","2008","Rural Area","Male","2073","0.664888285968918","0.648231559567704","0.681545012370133","2"
"No","2008","Rural Area","Female","2433","0.749094065869282","0.734406701145156","0.763781430593407","2"
"No","2008","Urban Area","Male","4078","0.681207968602727","0.669390918680613","0.693025018524841","2"
"Yes","2008","Rural Area","Female","914","0.250905934130718","0.236218569406593","0.265593298854844","1"
"Yes","2008","Urban Area","Male","1896","0.318792031397273","0.306974981475159","0.330609081319387","1"
"Yes","2008","Urban Area","Female","1654","0.225450573509952","0.215395670910852","0.235505476109051","1"
"Yes","2008","Rural Area","Male","1012","0.335111714031082","0.318454987629867","0.351768440432296","1"
"No","2009","Urban Area","Female","4601","0.769051661004746","0.758496480154849","0.779606841854643","2"
"No","2009","Rural Area","Male","2028","0.682569315806945","0.665797756525872","0.699340875088019","2"
"No","2009","Rural Area","Female","2353","0.748514380284453","0.733370305064272","0.763658455504634","2"
"No","2009","Urban Area","Male","3821","0.700028217943238","0.687919845447757","0.712136590438719","2"
"Yes","2009","Rural Area","Female","800","0.251485619715547","0.236341544495366","0.266629694935728","1"
"Yes","2009","Urban Area","Male","1681","0.299971782056762","0.287863409561281","0.312080154552243","1"
"Yes","2009","Urban Area","Female","1523","0.230948338995254","0.220393158145357","0.241503519845151","1"
"Yes","2009","Rural Area","Male","931","0.317430684193055","0.300659124911981","0.334202243474128","1"
"No","2010","Urban Area","Female","6427","0.779141154621774","0.770365207339041","0.787917101904508","2"
"No","2010","Urban Area","Male","4804","0.700799040616914","0.690113202182463","0.711484879051365","2"
"No","2010","Rural Area","Male","2444","0.662983079890814","0.647831865848019","0.678134293933609","2"
"No","2010","Rural Area","Female","3166","0.729874454582859","0.716763547037611","0.742985362128107","2"
"Yes","2010","Urban Area","Male","2250","0.299200959383086","0.288515120948635","0.309886797817537","1"
"Yes","2010","Urban Area","Female","2156","0.220858845378226","0.212082898095492","0.229634792660959","1"
"Yes","2010","Rural Area","Male","1295","0.337016920109186","0.321865706066391","0.352168134151981","1"
"Yes","2010","Rural Area","Female","1240","0.270125545417141","0.257014637871893","0.283236452962389","1"
"No","2011","Urban Area","Female","6151","0.83036471960291","0.822031970841366","0.838697468364454","2"
"No","2011","Rural Area","Female","3239","0.836134228801765","0.824861600990884","0.847406856612646","2"
"No","2011","Urban Area","Male","4350","0.781262691294541","0.770647622191558","0.791877760397524","2"
"No","2011","Rural Area","Male","2399","0.754889080832969","0.740168190741112","0.769609970924826","2"
"Yes","2011","Urban Area","Male","1476","0.218737308705459","0.208122239602476","0.229352377808442","1"
"Yes","2011","Urban Area","Female","1642","0.16963528039709","0.161302531635546","0.177968029158634","1"
"Yes","2011","Rural Area","Male","881","0.245110919167031","0.230390029075174","0.259831809258888","1"
"Yes","2011","Rural Area","Female","903","0.163865771198235","0.152593143387354","0.175138399009116","1"
"No","2012","Urban Area","Female","7279","0.777583500000233","0.769297694397692","0.785869305602774","2"
"No","2012","Rural Area","Female","3908","0.759650991856362","0.748178613733896","0.771123369978828","2"
"No","2012","Urban Area","Male","5563","0.713581742446302","0.703607572430117","0.723555912462488","2"
"No","2012","Rural Area","Male","3123","0.69003511841317","0.676533178995474","0.703537057830866","2"
"Yes","2012","Urban Area","Male","2329","0.286418257553698","0.276444087537512","0.296392427569883","1"
"Yes","2012","Urban Area","Female","2398","0.222416499999767","0.214130694397226","0.230702305602308","1"
"Yes","2012","Rural Area","Male","1384","0.30996488158683","0.296462942169134","0.323466821004526","1"
"Yes","2012","Rural Area","Female","1421","0.240349008143638","0.228876630021172","0.251821386266104","1"
"No","2013","Urban Area","Female","8290","0.786701788918411","0.779063344309545","0.794340233527278","2"
"No","2013","Rural Area","Female","4063","0.760779867117881","0.749518724362053","0.772041009873709","2"
"No","2013","Urban Area","Male","6499","0.733210929250341","0.72414421938163","0.742277639119051","2"
"No","2013","Rural Area","Male","3285","0.709375268887356","0.696401308036783","0.722349229737929","2"
"Yes","2013","Urban Area","Female","2758","0.213298211081589","0.205659766472722","0.220936655690455","1"
"Yes","2013","Rural Area","Male","1420","0.290624731112644","0.277650770262071","0.303598691963217","1"
"Yes","2013","Rural Area","Female","1450","0.239220132882119","0.227958990126291","0.250481275637947","1"
"Yes","2013","Urban Area","Male","2642","0.266789070749659","0.257722360880949","0.27585578061837","1"
"No","2014","Urban Area","Female","6762","0.754446837581942","0.745825675963588","0.763067999200296","2"
"No","2014","Rural Area","Female","3537","0.7570044494969","0.745035916815162","0.768972982178638","2"
"No","2014","Urban Area","Male","5453","0.69618948661735","0.686150454961444","0.706228518273256","2"
"No","2014","Rural Area","Male","2919","0.69439371682294","0.680557119784991","0.70823031386089","2"
"Yes","2014","Urban Area","Female","2813","0.245553162418058","0.236932000799704","0.254174324036412","1"
"Yes","2014","Rural Area","Male","1339","0.30560628317706","0.291769686139111","0.319442880215008","1"
"Yes","2014","Rural Area","Female","1396","0.2429955505031","0.231027017821362","0.254964083184839","1"
"Yes","2014","Urban Area","Male","2609","0.30381051338265","0.293771481726744","0.313849545038555","1"
"No","2015","Urban Area","Male","5645","0.721248485498302","0.711425451979568","0.731071519017035","2"
"No","2015","Urban Area","Female","7248","0.787083109517075","0.778868886365602","0.795297332668548","2"
"No","2015","Rural Area","Female","3588","0.754988396447363","0.742912667670101","0.767064125224625","2"
"No","2015","Rural Area","Male","2947","0.708036648808925","0.694281330483102","0.721791967134747","2"
"Yes","2015","Urban Area","Female","2293","0.212916890482925","0.204702667331452","0.221131113634398","1"
"Yes","2015","Urban Area","Male","2359","0.278751514501698","0.268928480982965","0.288574548020432","1"
"Yes","2015","Rural Area","Male","1250","0.291963351191075","0.278208032865253","0.305718669516898","1"
"Yes","2015","Rural Area","Female","1285","0.245011603552637","0.232935874775375","0.257087332329899","1"
"No","2016","Rural Area","Female","3323","0.766914106895797","0.754505814474353","0.77932239931724","2"
"No","2016","Urban Area","Male","5145","0.720649889927257","0.710273125049926","0.731026654804589","2"
"No","2016","Urban Area","Female","6561","0.777727388923938","0.768961466307783","0.786493311540093","2"
"No","2016","Rural Area","Male","2692","0.706683774432895","0.692249885685707","0.721117663180083","2"
"Yes","2016","Urban Area","Female","2081","0.222272611076062","0.213506688459907","0.231038533692217","1"
"Yes","2016","Rural Area","Female","1137","0.233085893104203","0.22067760068276","0.245494185525647","1"
"Yes","2016","Urban Area","Male","2037","0.279350110072743","0.268973345195411","0.289726874950074","1"
"Yes","2016","Rural Area","Male","1130","0.293316225567105","0.278882336819917","0.307750114314293","1"
"No","2017","Rural Area","Female","3815","0.790211732437616","0.778910279289383","0.801513185585849","2"
"No","2017","Urban Area","Male","5665","0.720109075938108","0.710166988506729","0.730051163369487","2"
"No","2017","Urban Area","Female","7139","0.786726625880372","0.778379105868663","0.79507414589208","2"
"No","2017","Rural Area","Male","3153","0.748126886660076","0.73521523745785","0.761038535862303","2"
"Yes","2017","Urban Area","Female","2111","0.213273374119628","0.20492585410792","0.221620894131337","1"
"Yes","2017","Rural Area","Female","1171","0.209788267562384","0.198486814414151","0.221089720710617","1"
"Yes","2017","Urban Area","Male","2168","0.279890924061892","0.269948836630513","0.289833011493271","1"
"Yes","2017","Rural Area","Male","1189","0.251873113339924","0.238961464137697","0.26478476254215","1"
"No","2018","Urban Area","Male","5586","0.742717916476873","0.732875822380693","0.752560010573053","2"
"No","2018","Urban Area","Female","6952","0.800199596081483","0.791923569993682","0.808475622169284","2"
"No","2018","Rural Area","Male","3038","0.732059671772662","0.718607728893149","0.745511614652176","2"
"No","2018","Rural Area","Female","3645","0.782964973998041","0.771293498374124","0.794636449621958","2"
"Yes","2018","Urban Area","Female","2015","0.199800403918517","0.191524377830716","0.208076430006318","1"
"Yes","2018","Rural Area","Female","1147","0.217035026001959","0.205363550378042","0.228706501625876","1"
"Yes","2018","Urban Area","Male","1992","0.257282083523127","0.247439989426947","0.267124177619307","1"
"Yes","2018","Rural Area","Male","1126","0.267940328227337","0.254488385347824","0.281392271106851","1"
"No","2019","Urban Area","Male","5041","0.727170071759198","0.71688743002273","0.737452713495666","2"
"No","2019","Urban Area","Female","6196","0.800726610359031","0.792020022088647","0.809433198629416","2"
"No","2019","Rural Area","Male","2969","0.742423309614226","0.729176003933536","0.755670615294916","2"
"No","2019","Rural Area","Female","3470","0.801167039846126","0.789583967176768","0.812750112515485","2"
"Yes","2019","Urban Area","Female","1890","0.199273389640969","0.190566801370584","0.207979977911353","1"
"Yes","2019","Rural Area","Female","1091","0.198832960153874","0.187249887484515","0.210416032823232","1"
"Yes","2019","Urban Area","Male","2167","0.272829928240802","0.262547286504334","0.28311256997727","1"
"Yes","2019","Rural Area","Male","1217","0.257576690385774","0.244329384705084","0.270823996066464","1"
