"ple0044_h","year","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Yes","1997","Urban Area","2319","0.254505396609091","0.245085027288189","0.263925765929993","1"
"Yes","1997","Rural Area","1317","0.286862129282546","0.273165418994494","0.300558839570599","1"
"No","1998","Urban Area","6389","0.73266622514335","0.723526397396851","0.741806052889849","2"
"No","1998","Rural Area","3250","0.726758724002834","0.714014714395996","0.739502733609671","2"
"Yes","1998","Urban Area","2618","0.26733377485665","0.258193947110151","0.276473602603149","1"
"Yes","1998","Rural Area","1447","0.273241275997166","0.260497266390328","0.285985285604003","1"
"No","1999","Urban Area","6034","0.7164381914727","0.706958342534934","0.725918040410466","2"
"No","1999","Rural Area","3077","0.715689920436263","0.702516229240679","0.728863611631847","2"
"Yes","1999","Urban Area","2650","0.2835618085273","0.274081959589534","0.293041657465066","1"
"Yes","1999","Rural Area","1427","0.284310079563737","0.271136388368153","0.297483770759321","1"
"No","2000","Urban Area","10909","0.719583159703484","0.712496110398709","0.726670209008259","2"
"No","2000","Rural Area","5553","0.710788468165627","0.700843838374979","0.720733097956275","2"
"Yes","2000","Urban Area","4524","0.280416840296516","0.273329790991741","0.287503889601291","1"
"Yes","2000","Rural Area","2432","0.289211531834373","0.279266902043725","0.299156161625022","1"
"No","2001","Urban Area","9895","0.710372336505066","0.702885975312981","0.717858697697151","2"
"No","2001","Rural Area","5106","0.715078861415012","0.704720179028926","0.725437543801098","2"
"Yes","2001","Urban Area","4207","0.289627663494934","0.282141302302849","0.297114024687019","1"
"Yes","2001","Rural Area","2188","0.284921138584988","0.274562456198902","0.295279820971074","1"
"No","2002","Urban Area","10317","0.717310937973607","0.710102742867456","0.724519133079757","2"
"No","2002","Rural Area","5132","0.715078976501733","0.704794058580249","0.725363894423217","2"
"Yes","2002","Urban Area","4675","0.282689062026393","0.275480866920243","0.289897257132543","1"
"Yes","2002","Rural Area","2267","0.284921023498267","0.274636105576783","0.295205941419751","1"
"No","2003","Urban Area","10111","0.727421522264957","0.720168522538702","0.734674521991212","2"
"No","2003","Rural Area","4961","0.706331646592735","0.695766081603465","0.716897211582004","2"
"Yes","2003","Urban Area","4368","0.272578477735043","0.265325478008788","0.279831477461298","1"
"Yes","2003","Rural Area","2177","0.293668353407265","0.283102788417996","0.304233918396535","1"
"No","2004","Urban Area","9882","0.728022678224668","0.720688837479545","0.735356518969792","2"
"No","2004","Rural Area","4798","0.701758535913283","0.691026870220204","0.712490201606363","2"
"Yes","2004","Urban Area","4260","0.271977321775332","0.264643481030208","0.279311162520455","1"
"Yes","2004","Rural Area","2183","0.298241464086717","0.287509798393637","0.308973129779796","1"
"No","2005","Urban Area","9571","0.724328443370748","0.716819229198743","0.731837657542752","2"
"No","2005","Rural Area","4602","0.697928159696659","0.686925554905992","0.708930764487327","2"
"Yes","2005","Urban Area","4032","0.275671556629252","0.268162342457248","0.283180770801257","1"
"Yes","2005","Rural Area","2088","0.302071840303341","0.291069235512673","0.313074445094008","1"
"No","2006","Urban Area","10080","0.722767526986638","0.715430815552694","0.730104238420583","2"
"No","2006","Rural Area","4938","0.693085398010819","0.682459370036353","0.703711425985285","2"
"Yes","2006","Urban Area","4220","0.277232473013362","0.269895761579417","0.284569184447306","1"
"Yes","2006","Rural Area","2299","0.306914601989181","0.296288574014715","0.317540629963647","1"
"No","2007","Urban Area","9384","0.723718734291102","0.716115840786668","0.731321627795535","2"
"No","2007","Rural Area","4688","0.697525872023139","0.686588380781118","0.70846336326516","2"
"Yes","2007","Urban Area","3904","0.276281265708898","0.268678372204465","0.283884159213332","1"
"Yes","2007","Rural Area","2087","0.302474127976861","0.29153663673484","0.313411619218882","1"
"No","2008","Urban Area","9059","0.729049588846389","0.721291920469612","0.736807257223167","2"
"No","2008","Rural Area","4506","0.708636284035184","0.697531643630094","0.719740924440275","2"
"Yes","2008","Urban Area","3550","0.270950411153611","0.263192742776833","0.278708079530388","1"
"Yes","2008","Rural Area","1926","0.291363715964816","0.280259075559725","0.302468356369907","1"
"No","2009","Urban Area","8422","0.735322739290538","0.727303554052202","0.743341924528875","2"
"No","2009","Rural Area","4381","0.716528338233153","0.705229652513522","0.727827023952784","2"
"Yes","2009","Urban Area","3204","0.264677260709462","0.256658075471125","0.272696445947798","1"
"Yes","2009","Rural Area","1731","0.283471661766847","0.272172976047216","0.294770347486478","1"
"No","2010","Urban Area","11231","0.741123561328591","0.734258207170173","0.747988915487008","2"
"No","2010","Rural Area","5610","0.697358091765395","0.68738120593799","0.707334977592799","2"
"Yes","2010","Urban Area","4406","0.258876438671409","0.252011084512992","0.265741792829827","1"
"Yes","2010","Rural Area","2535","0.302641908234605","0.292665022407201","0.31261879406201","1"
"No","2011","Urban Area","10501","0.808087284173537","0.801473401398251","0.814701166948823","2"
"No","2011","Rural Area","5638","0.798083493906564","0.788950825449664","0.807216162363463","2"
"Yes","2011","Urban Area","3118","0.191912715826463","0.185298833051177","0.198526598601749","1"
"Yes","2011","Rural Area","1784","0.201916506093436","0.192783837636536","0.211049174550336","1"
"No","2012","Urban Area","12842","0.746710234566752","0.74027951690518","0.753140952228325","2"
"No","2012","Rural Area","7031","0.725725980062682","0.716909047842265","0.734542912283098","2"
"Yes","2012","Urban Area","4727","0.253289765433248","0.246859047771675","0.25972048309482","1"
"Yes","2012","Rural Area","2805","0.274274019937318","0.265457087716902","0.283090952157735","1"
"No","2013","Urban Area","14789","0.760969583123068","0.755086555055642","0.766852611190493","2"
"No","2013","Rural Area","7348","0.73549095498452","0.726938829320939","0.744043080648101","2"
"Yes","2013","Urban Area","5400","0.239030416876932","0.233147388809507","0.244913444944358","1"
"Yes","2013","Rural Area","2870","0.26450904501548","0.255956919351899","0.273061170679061","1"
"No","2014","Urban Area","12215","0.726287776386036","0.719707605119232","0.73286794765284","2"
"No","2014","Rural Area","6456","0.725911351021407","0.716792208005939","0.735030494036874","2"
"Yes","2014","Urban Area","5422","0.273712223613964","0.26713205234716","0.280292394880768","1"
"Yes","2014","Rural Area","2735","0.274088648978593","0.264969505963126","0.283207791994061","1"
"No","2015","Urban Area","12893","0.755119380089619","0.748756460704013","0.761482299475224","2"
"No","2015","Rural Area","6535","0.731951445364488","0.722835697198679","0.741067193530298","2"
"Yes","2015","Urban Area","4652","0.244880619910381","0.238517700524776","0.251243539295987","1"
"Yes","2015","Rural Area","2535","0.268048554635512","0.258932806469702","0.277164302801321","1"
"No","2016","Urban Area","11706","0.750005587622816","0.743258950458919","0.756752224786714","2"
"No","2016","Rural Area","6015","0.737369674930313","0.727892136590529","0.746847213270097","2"
"Yes","2016","Urban Area","4118","0.249994412377184","0.243247775213286","0.256741049541081","1"
"Yes","2016","Rural Area","2267","0.262630325069687","0.253152786729903","0.272107863409471","1"
"No","2017","Urban Area","12804","0.754310496309372","0.747854929239222","0.760766063379522","2"
"No","2017","Rural Area","6968","0.769462659892992","0.760915570699844","0.778009749086141","2"
"Yes","2017","Urban Area","4279","0.245689503690628","0.239233936620478","0.252145070760778","1"
"Yes","2017","Rural Area","2360","0.230537340107008","0.221990250913859","0.239084429300156","1"
"No","2018","Urban Area","12538","0.772183053467533","0.765792067680485","0.778574039254581","2"
"No","2018","Rural Area","6683","0.75784619030493","0.748974073773702","0.766718306836158","2"
"Yes","2018","Urban Area","4007","0.227816946532467","0.221425960745419","0.234207932319515","1"
"Yes","2018","Rural Area","2273","0.24215380969507","0.233281693163842","0.251025926226298","1"
"No","2019","Urban Area","11237","0.765226501331985","0.758509010457247","0.771943992206722","2"
"No","2019","Rural Area","6439","0.772177141741154","0.76338740947915","0.780966874003159","2"
"Yes","2019","Urban Area","4057","0.234773498668015","0.228056007793278","0.241490989542753","1"
"Yes","2019","Rural Area","2308","0.227822858258846","0.219033125996841","0.23661259052085","1"
