"ple0044_h","year","age_gr","e11102","n","percent","lower_confidence","upper_confidence","value"
"No","2013","16-34 y.","Employed","2594","0.665376309664512","0.650829694631674","0.67992292469735","2"
"No","2013","35-65 y.","Not Employed","4305","0.881869811798099","0.873210523968204","0.890529099627994","2"
"No","2013","35-65 y.","Employed","7206","0.591581329011623","0.582855508780061","0.600307149243185","2"
"No","2013","66 and older","Not Employed","4656","0.998578209928476","0.997497642335733","0.999658777521219","2"
"No","2013","66 and older","Employed","216","0.547148872365779","0.499656665968069","0.594641078763488","2"
"Yes","2013","16-34 y.","Not Employed","585","0.149032605699759","0.137626975477814","0.160438235921703","1"
"Yes","2013","16-34 y.","Employed","1448","0.334623690335488","0.32007707530265","0.349170305368326","1"
"Yes","2013","35-65 y.","Not Employed","1032","0.118130188201901","0.109470900372006","0.126789476031797","1"
"Yes","2013","35-65 y.","Employed","4984","0.408418670988377","0.399692850756815","0.417144491219939","1"
"Yes","2013","66 and older","Not Employed","15","","","","1"
"Yes","2013","66 and older","Employed","206","0.452851127634221","0.405358921236512","0.500343334031931","1"
"No","2014","16-34 y.","Not Employed","1526","0.827212534824169","0.810371836948179","0.844053232700159","2"
"No","2014","16-34 y.","Employed","2885","0.648459246326929","0.634589256336072","0.662329236317786","2"
"No","2014","35-65 y.","Not Employed","2410","0.906713713090434","0.896036211209851","0.917391214971017","2"
"No","2014","35-65 y.","Employed","7180","0.571636795804771","0.562963387812257","0.580310203797285","2"
"No","2014","66 and older","Not Employed","4460","0.993300863413799","0.990923559967691","0.995678166859907","2"
"No","2014","66 and older","Employed","210","0.481136853544706","0.435625650076307","0.526648057013104","2"
"Yes","2014","16-34 y.","Not Employed","410","0.172787465175831","0.155946767299841","0.189628163051821","1"
"Yes","2014","16-34 y.","Employed","1667","0.351540753673071","0.337670763682214","0.365410743663928","1"
"Yes","2014","35-65 y.","Not Employed","440","0.0932862869095662","0.082608785028983","0.103963788790149","1"
"Yes","2014","35-65 y.","Employed","5324","0.428363204195229","0.419689796202715","0.437036612187743","1"
"Yes","2014","66 and older","Not Employed","63","0.00669913658620115","0.00432183314009304","0.00907644003230927","1"
"Yes","2014","66 and older","Employed","253","0.518863146455294","0.473351942986896","0.564374349923693","1"
"No","2015","16-34 y.","Not Employed","2146","0.895959323150531","0.884150780235424","0.907767866065637","2"
"No","2015","16-34 y.","Employed","2658","0.661287651544045","0.646731642464421","0.675843660623668","2"
"No","2015","35-65 y.","Not Employed","2894","0.948856267357581","0.941286152215478","0.956426382499685","2"
"No","2015","35-65 y.","Employed","7048","0.592839575862345","0.583967844434695","0.601711307289996","2"
"No","2015","66 and older","Not Employed","4448","0.998715322739029","0.997663264895551","0.999767380582506","2"
"No","2015","66 and older","Employed","234","0.448509763178685","0.404872984491348","0.492146541866022","2"
"Yes","2015","16-34 y.","Not Employed","422","0.104040676849469","0.0922321339343629","0.115849219764576","1"
"Yes","2015","16-34 y.","Employed","1403","0.338712348455955","0.324156339376332","0.353268357535579","1"
"Yes","2015","35-65 y.","Not Employed","359","0.0511437326424185","0.0435736175003151","0.0587138477845219","1"
"Yes","2015","35-65 y.","Employed","4733","0.407160424137654","0.398288692710003","0.416032155565305","1"
"Yes","2015","66 and older","Not Employed","5","","","","1"
"Yes","2015","66 and older","Employed","265","0.551490236821315","0.507853458133978","0.595127015508652","1"
"No","2016","16-34 y.","Not Employed","1557","0.953696428499989","0.943428510486029","0.963964346513948","2"
"No","2016","16-34 y.","Employed","2566","0.649159528997142","0.634347959620409","0.663971098373875","2"
"No","2016","35-65 y.","Not Employed","2311","0.977138280972699","0.971115831344543","0.983160730600856","2"
"No","2016","35-65 y.","Employed","6802","0.598609590013931","0.589605560607803","0.60761361942006","2"
"No","2016","66 and older","Not Employed","4275","0.99921869337894","0.998381417213617","1.00005596954426","2"
"No","2016","66 and older","Employed","210","0.401324797721006","0.357474645544278","0.445174949897734","2"
"Yes","2016","16-34 y.","Not Employed","52","0.0463035715000113","0.0360356534860518","0.0565714895139708","1"
"Yes","2016","16-34 y.","Employed","1422","0.350840471002858","0.336028901626125","0.365652040379591","1"
"Yes","2016","35-65 y.","Not Employed","55","0.0228617190273007","0.0168392693991443","0.0288841686554571","1"
"Yes","2016","35-65 y.","Employed","4583","0.401390409986069","0.39238638057994","0.410394439392197","1"
"Yes","2016","66 and older","Not Employed","3","","","","1"
"Yes","2016","66 and older","Employed","270","0.598675202278994","0.554825050102266","0.642525354455722","1"
"No","2017","16-34 y.","Not Employed","1675","0.961881713422929","0.952887230014194","0.970876196831665","2"
"No","2017","16-34 y.","Employed","2991","0.676936704830672","0.663170410013342","0.690702999648001","2"
"No","2017","35-65 y.","Not Employed","2401","0.983592140893437","0.978560760158783","0.988623521628092","2"
"No","2017","35-65 y.","Employed","8014","0.618038628887928","0.60961465158657","0.626462606189285","2"
"No","2017","66 and older","Not Employed","4423","0.998707067124299","0.997648663457682","0.999765470790915","2"
"No","2017","66 and older","Employed","268","0.462141159085811","0.421601368097531","0.50268095007409","2"
"Yes","2017","16-34 y.","Not Employed","66","0.0381182865770705","0.0291238031683348","0.0471127699858062","1"
"Yes","2017","16-34 y.","Employed","1442","0.323063295169328","0.309297000351999","0.336829589986658","1"
"Yes","2017","35-65 y.","Employed","4765","0.381961371112072","0.373537393810715","0.39038534841343","1"
"Yes","2017","35-65 y.","Not Employed","48","0.0164078591065627","0.011376478371908","0.0214392398412173","1"
"Yes","2017","66 and older","Not Employed","5","","","","1"
"Yes","2017","66 and older","Employed","313","0.537858840914189","0.49731904992591","0.578398631902469","1"
"No","2018","16-34 y.","Not Employed","1542","0.971030148916879","0.962780939469402","0.979279358364355","2"
"No","2018","16-34 y.","Employed","2970","0.683122747248271","0.66934097343294","0.696904521063602","2"
"No","2018","35-65 y.","Not Employed","2234","0.986526473934447","0.981775345218991","0.991277602649903","2"
"No","2018","35-65 y.","Employed","7745","0.642122586130773","0.633628044068499","0.650617128193047","2"
"No","2018","66 and older","Not Employed","4432","0.997465826682001","0.995987144382405","0.998944508981597","2"
"No","2018","66 and older","Employed","298","0.486906472957497","0.446845772280889","0.526967173634105","2"
"Yes","2018","16-34 y.","Not Employed","46","0.0289698510831214","0.0207206416356447","0.037219060530598","1"
"Yes","2018","16-34 y.","Employed","1408","0.316877252751729","0.303095478936398","0.33065902656706","1"
"Yes","2018","35-65 y.","Employed","4489","0.357877413869227","0.349382871806953","0.366371955931501","1"
"Yes","2018","35-65 y.","Not Employed","28","","","","1"
"Yes","2018","66 and older","Employed","300","0.513093527042503","0.473032826365895","0.553154227719111","1"
"Yes","2018","66 and older","Not Employed","9","","","","1"
"No","2019","16-34 y.","Not Employed","1347","0.93982809934308","0.927485421148478","0.952170777537682","2"
"No","2019","16-34 y.","Employed","2755","0.701364277540736","0.687070305298442","0.715658249783029","2"
"No","2019","35-65 y.","Not Employed","2096","0.943351544940061","0.933803933954554","0.952899155925568","2"
"No","2019","35-65 y.","Employed","7939","0.653072010969508","0.644791980337262","0.661352041601754","2"
"No","2019","66 and older","Not Employed","4355","0.991686388784372","0.989004407270946","0.994368370297799","2"
"No","2019","66 and older","Employed","360","0.490718371494","0.456543464136339","0.524893278851661","2"
"Yes","2019","16-34 y.","Not Employed","79","0.0601719006569202","0.0478292224623183","0.072514578851522","1"
"Yes","2019","16-34 y.","Employed","1183","0.298635722459264","0.284341750216971","0.312929694701558","1"
"Yes","2019","35-65 y.","Not Employed","156","0.056648455059939","0.0471008440744321","0.066196066045446","1"
"Yes","2019","35-65 y.","Employed","4756","0.346927989030492","0.338647958398246","0.355208019662738","1"
"Yes","2019","66 and older","Not Employed","48","0.00831361121562766","0.00563162970220122","0.0109955927290541","1"
"Yes","2019","66 and older","Employed","462","0.509281628506","0.475106721148339","0.543456535863661","1"
