"ple0044_h","year","e11103","n","percent","lower_confidence","upper_confidence","value"
"Yes","1993","Full Time","","","","","1"
"No","1994","Full Time","3292","0.565275909086735","0.552666298955682","0.577885519217788","2"
"No","1994","Not Working","4505","0.984475811140024","0.980897829979426","0.988053792300623","2"
"No","1994","Part Time","1183","0.515209596282558","0.49482485970633","0.535594332858786","2"
"Yes","1994","Part Time","1126","0.484790403717442","0.464405667141214","0.50517514029367","1"
"Yes","1994","Not Working","81","0.0155241888599755","0.0119462076993766","0.0191021700205745","1"
"Yes","1994","Full Time","2645","0.434724090913265","0.422114480782212","0.447333701044318","1"
"No","1995","Full Time","3189","0.564722812410975","0.551929045300407","0.577516579521544","2"
"No","1995","Not Working","4780","0.991964354133871","0.989445703852417","0.994483004415326","2"
"No","1995","Part Time","1089","0.448282581163822","0.428230912945628","0.468334249382017","2"
"Yes","1995","Part Time","1274","0.551717418836178","0.531665750617983","0.571769087054372","1"
"Yes","1995","Not Working","47","0.00803564586612859","0.00551699558467375","0.0105542961475834","1"
"Yes","1995","Full Time","2580","0.435277187589025","0.422483420478456","0.448070954699593","1"
"No","1996","Full Time","3231","0.565968042236034","0.553019291966815","0.578916792505252","2"
"No","1996","Not Working","4550","0.997188617955581","0.995653175187731","0.998724060723431","2"
"No","1996","Part Time","1181","0.472946603666261","0.453091703976455","0.492801503356067","2"
"Yes","1996","Part Time","1248","0.527053396333739","0.507198496643933","0.546908296023545","1"
"Yes","1996","Not Working","18","","","","1"
"Yes","1996","Full Time","2397","0.434031957763966","0.421083207494748","0.446980708033185","1"
"No","1997","Not Working","4663","0.997162352094165","0.995639644618553","0.998685059569777","2"
"No","1997","Full Time","3025","0.558720021603699","0.545537330715095","0.571902712492303","2"
"No","1997","Part Time","1079","0.471979976035347","0.451421024108282","0.492538927962411","2"
"Yes","1997","Part Time","1186","0.528020023964653","0.507461072037589","0.548578975891718","1"
"Yes","1997","Not Working","25","","","","1"
"Yes","1997","Full Time","2425","0.441279978396301","0.428097287507697","0.454462669284905","1"
"No","1998","Not Working","5337","0.998898081009781","0.998008987959973","0.999787174059589","2"
"No","1998","Full Time","3119","0.531809803804145","0.518985753308844","0.544633854299445","2"
"No","1998","Part Time","1183","0.474506889529686","0.455083656747734","0.493930122311638","2"
"Yes","1998","Part Time","1356","0.525493110470314","0.506069877688362","0.544916343252266","1"
"Yes","1998","Not Working","12","","","","1"
"Yes","1998","Full Time","2697","0.468190196195855","0.455366145700555","0.481014246691156","1"
"No","1999","Not Working","4708","0.973361483833593","0.968833431587193","0.977889536079993","2"
"No","1999","Full Time","3138","0.559538920284957","0.546598776301341","0.572479064268572","2"
"No","1999","Part Time","1265","0.470936135871696","0.452024021123846","0.489848250619546","2"
"Yes","1999","Part Time","1411","0.529063864128304","0.510151749380454","0.547975978876154","1"
"Yes","1999","Full Time","2516","0.440461079715043","0.427520935731428","0.453401223698659","1"
"Yes","1999","Not Working","150","0.0266385161664072","0.0221104639200074","0.0311665684128069","1"
"No","2000","Not Working","8994","0.993399573444888","0.991732019397222","0.995067127492555","2"
"No","2000","Full Time","5283","0.546254411380817","0.536339712126051","0.556169110635582","2"
"No","2000","Part Time","2185","0.467238671599706","0.452935265348699","0.481542077850714","2"
"Yes","2000","Part Time","2489","0.532761328400294","0.518457922149286","0.547064734651301","1"
"Yes","2000","Full Time","4403","0.453745588619183","0.443830889364418","0.463660287873949","1"
"Yes","2000","Not Working","64","0.00660042655511161","0.00493287250744513","0.00826798060277809","1"
"No","2001","Not Working","8092","0.997230036574432","0.996086952883065","0.998373120265798","2"
"No","2001","Full Time","4836","0.547776470951438","0.537359263324033","0.558193678578842","2"
"No","2001","Part Time","2073","0.456515351424654","0.441971687470891","0.471059015378417","2"
"Yes","2001","Part Time","2433","0.543484648575346","0.528940984621583","0.558028312529109","1"
"Yes","2001","Full Time","3933","0.452223529048562","0.441806321421158","0.462640736675967","1"
"Yes","2001","Not Working","29","","","","1"
"No","2002","Not Working","8254","0.995258584187449","0.993780375646556","0.996736792728343","2"
"No","2002","Full Time","4904","0.539521186791576","0.529368637015955","0.549673736567198","2"
"No","2002","Part Time","2291","0.476787972373052","0.462711091024634","0.49086485372147","2"
"Yes","2002","Part Time","2545","0.523212027626948","0.509135146278531","0.537288908975366","1"
"Yes","2002","Not Working","42","0.00474141581255061","0.00326320727165712","0.0062196243534441","1"
"Yes","2002","Full Time","4355","0.460478813208424","0.450326263432802","0.470631362984045","1"
"No","2003","Full Time","4637","0.542460396694958","0.5319348228038","0.552985970586116","2"
"No","2003","Not Working","8155","0.994223720681474","0.992583880898249","0.9958635604647","2"
"No","2003","Part Time","2280","0.476618161267444","0.462499105692029","0.490737216842858","2"
"Yes","2003","Part Time","2527","0.523381838732556","0.509262783157142","0.537500894307971","1"
"Yes","2003","Not Working","49","0.0057762793185258","0.00413643953530018","0.00741611910175142","1"
"Yes","2003","Full Time","3969","0.457539603305042","0.447014029413884","0.4680651771962","1"
"No","2004","Full Time","4395","0.546170725304772","0.535413223882561","0.556928226726982","2"
"No","2004","Not Working","8160","0.994333817973354","0.992710283812025","0.995957352134684","2"
"No","2004","Part Time","2125","0.452815872859655","0.438560873102872","0.467070872616438","2"
"Yes","2004","Part Time","2559","0.547184127140345","0.532929127383562","0.561439126897128","1"
"Yes","2004","Not Working","51","0.00566618202664563","0.00404264786531592","0.00728971618797533","1"
"Yes","2004","Full Time","3833","0.453829274695228","0.443071773273018","0.464586776117439","1"
"No","2005","Full Time","4196","0.549476038321781","0.538443574670334","0.560508501973228","2"
"No","2005","Not Working","7899","0.997088911340738","0.995902751776489","0.998275070904987","2"
"No","2005","Part Time","2078","0.455989684051224","0.441525798496699","0.470453569605748","2"
"Yes","2005","Part Time","2477","0.544010315948776","0.529546430394252","0.558474201503301","1"
"Yes","2005","Not Working","26","","","","1"
"Yes","2005","Full Time","3617","0.450523961678219","0.439491498026772","0.461556425329666","1"
"No","2006","Not Working","8568","0.997744083273244","0.996740802194452","0.998747364352036","2"
"No","2006","Full Time","4366","0.54233463423693","0.531546140514249","0.553123127959612","2"
"No","2006","Part Time","2084","0.442401210870008","0.428284227767935","0.456518193972082","2"
"Yes","2006","Part Time","2671","0.557598789129992","0.543481806027919","0.571715772232065","1"
"Yes","2006","Not Working","22","","","","1"
"Yes","2006","Full Time","3826","0.45766536576307","0.446876872040388","0.468453859485751","1"
"No","2007","Not Working","7974","0.995776184980881","0.994355490361391","0.997196879600371","2"
"No","2007","Full Time","4098","0.550150980504419","0.538972386743712","0.561329574265125","2"
"No","2007","Part Time","2000","0.449228983542516","0.434614364174913","0.463843602910118","2"
"Yes","2007","Part Time","2450","0.550771016457484","0.536156397089882","0.565385635825087","1"
"Yes","2007","Not Working","31","0.00422381501911893","0.00280312039962917","0.00564450963860869","1"
"Yes","2007","Full Time","3510","0.449849019495581","0.438670425734875","0.461027613256288","1"
"No","2008","Not Working","7452","0.995099459918862","0.993518512264708","0.996680407573016","2"
"No","2008","Full Time","4065","0.567640530761524","0.556262111296773","0.579018950226274","2"
"No","2008","Part Time","2048","0.481487911818596","0.466490661858136","0.496485161779057","2"
"Yes","2008","Part Time","2216","0.518512088181404","0.503514838220943","0.533509338141864","1"
"Yes","2008","Full Time","3217","0.432359469238476","0.420981049773726","0.443737888703227","1"
"Yes","2008","Not Working","43","0.00490054008113782","0.0033195924269836","0.00648148773529203","1"
"No","2009","Not Working","6843","0.994891780999937","0.993207014645472","0.996576547354401","2"
"No","2009","Full Time","3914","0.588312813917474","0.576625933505394","0.599999694329555","2"
"No","2009","Part Time","2046","0.50308952890003","0.487687087951119","0.518491969848942","2"
"Yes","2009","Part Time","2002","0.496910471099969","0.481508030151058","0.512312912048881","1"
"Yes","2009","Full Time","2898","0.411687186082526","0.400000305670445","0.423374066494606","1"
"Yes","2009","Not Working","35","0.00510821900006342","0.00342345264559896","0.00679298535452787","1"
"No","2010","Not Working","8400","0.995488621459208","0.994059752106098","0.996917490812318","2"
"No","2010","Full Time","5371","0.589592670791977","0.579499234532129","0.599686107051825","2"
"No","2010","Part Time","3070","0.50335091633844","0.490913433687995","0.515788398988885","2"
"Yes","2010","Part Time","3138","0.49664908366156","0.484211601011115","0.509086566312005","1"
"Yes","2010","Full Time","3753","0.410407329208023","0.400313892948175","0.420500765467871","1"
"Yes","2010","Not Working","50","0.00451137854079182","0.0030825091876817","0.00594024789390195","1"
"No","2011","Not Working","9997","0.993070249153427","0.991452246596521","0.994688251710333","2"
"No","2011","Full Time","3446","0.579936978720129","0.567280440312156","0.592593517128101","2"
"No","2011","Part Time","2696","0.550627457633245","0.536976829759872","0.564278085506618","2"
"Yes","2011","Part Time","2405","0.449372542366755","0.435721914493382","0.463023170240128","1"
"Yes","2011","Full Time","2396","0.420063021279872","0.407406482871899","0.432719559687844","1"
"Yes","2011","Not Working","101","0.00692975084657316","0.00531174828966731","0.008547753403479","1"
"No","2012","Not Working","9686","0.988723967676853","0.986635169387068","0.990812765966637","2"
"No","2012","Full Time","6291","0.613239901899193","0.603814143748859","0.622665660049528","2"
"No","2012","Part Time","3896","0.541957705509519","0.530554862984572","0.553360548034465","2"
"Yes","2012","Part Time","3438","0.458042294490481","0.446639451965535","0.469445137015428","1"
"Yes","2012","Full Time","3964","0.386760098100807","0.377334339950472","0.396185856251141","1"
"Yes","2012","Not Working","130","0.0112760323231472","0.00918723403336263","0.0133648306129317","1"
"No","2013","Full Time","6055","0.633069586437276","0.623419861655353","0.6427193112192","2"
"No","2013","Part Time","3961","0.570955969293072","0.55941984535284","0.582492093233305","2"
"No","2013","Not Working","12121","0.936568182897951","0.932494636702285","0.940641729093617","2"
"Yes","2013","Part Time","3110","0.429044030706928","0.417507906766696","0.440580154647161","1"
"Yes","2013","Not Working","1632","0.0634318171020492","0.0593582709063831","0.0675053632977153","1"
"Yes","2013","Full Time","3528","0.366930413562724","0.357280688780801","0.376580138344647","1"
"No","2014","Full Time","6231","0.616985014104478","0.607501197535596","0.62646883067336","2"
"No","2014","Part Time","4044","0.549929399938267","0.538614143263106","0.561244656613427","2"
"No","2014","Not Working","8396","0.947120541639193","0.942574402717274","0.951666680561113","2"
"Yes","2014","Part Time","3382","0.450070600061733","0.438755343386573","0.461385856736894","1"
"Yes","2014","Not Working","913","0.0528794583608067","0.0483333194388875","0.0574255972827259","1"
"Yes","2014","Full Time","3862","0.383014985895522","0.37353116932664","0.392498802464404","1"
"No","2015","Full Time","5927","0.630556246925436","0.62077415089446","0.640338342956412","2"
"No","2015","Part Time","4013","0.568469588136953","0.556857778896403","0.580081397377503","2"
"No","2015","Not Working","9488","0.969520527987693","0.96619653166545","0.972844524309936","2"
"Yes","2015","Part Time","2976","0.431530411863047","0.419918602622497","0.443142221103597","1"
"Yes","2015","Not Working","786","0.0304794720123074","0.0271554756900644","0.0338034683345503","1"
"Yes","2015","Full Time","3425","0.369443753074564","0.359661657043588","0.37922584910554","1"
"No","2016","Full Time","5741","0.634340814957161","0.624416618171283","0.644265011743038","2"
"No","2016","Part Time","3837","0.560622605524226","0.5488314524912","0.572413758557252","2"
"No","2016","Not Working","8143","0.986857588888327","0.984400578825107","0.989314598951546","2"
"Yes","2016","Part Time","2969","0.439377394475774","0.427586241442748","0.4511685475088","1"
"Yes","2016","Not Working","110","0.0131424111116734","0.0106854010484538","0.0155994211748931","1"
"Yes","2016","Full Time","3306","0.365659185042839","0.355734988256962","0.375583381828717","1"
"No","2017","Full Time","6799","0.653372494755488","0.644168533032236","0.66257645647874","2"
"No","2017","Part Time","4474","0.588961989506917","0.577843720282112","0.600080258731722","2"
"No","2017","Not Working","8499","0.989570519164186","0.987425656124023","0.991715382204349","2"
"Yes","2017","Part Time","3049","0.411038010493083","0.399919741268278","0.422156279717888","1"
"Yes","2017","Not Working","119","0.0104294808358141","0.00828461779565097","0.0125743438759772","1"
"Yes","2017","Full Time","3471","0.346627505244512","0.33742354352126","0.355831466967764","1"
"No","2018","Full Time","6631","0.677086024705177","0.667833573601257","0.686338475809096","2"
"No","2018","Part Time","4382","0.600097625384922","0.588935432499249","0.611259818270595","2"
"No","2018","Not Working","8208","0.991348330927855","0.98935487002252","0.993341791833189","2"
"Yes","2018","Part Time","3017","0.399902374615078","0.388740181729405","0.411064567500751","1"
"Yes","2018","Not Working","83","0.00865166907214533","0.00665820816681063","0.01064512997748","1"
"Yes","2018","Full Time","3180","0.322913975294823","0.313661524190903","0.332166426398743","1"
"No","2019","Full Time","6727","0.680677873220653","0.671698678424391","0.689657068016916","2"
"No","2019","Part Time","4327","0.625972443998841","0.614716578097399","0.637228309900283","2"
"No","2019","Not Working","7798","0.972941395817317","0.969403772617178","0.976479019017456","2"
"Yes","2019","Part Time","2772","0.374027556001159","0.362771690099717","0.385283421902601","1"
"Yes","2019","Not Working","283","0.0270586041826828","0.0235209809825435","0.0305962273828221","1"
"Yes","2019","Full Time","3629","0.319322126779347","0.310342931983084","0.328301321575609","1"
