"ple0044_h","year","e11102","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Yes","1988","Not Employed","West Germany","34","0.00897705349197928","0.00587695153972866","0.0120771554442299","1"
"No","1989","Not Employed","West Germany","3393","0.991035123674594","0.987881636085359","0.994188611263829","2"
"No","1989","Not Employed","East Germany","","","","","2"
"No","1989","Employed","East Germany","","","","","2"
"No","1989","Employed","West Germany","3392","0.533511335582666","0.521086520778099","0.545936150387232","2"
"Yes","1989","Not Employed","East Germany","","","","","1"
"Yes","1989","Not Employed","West Germany","39","0.00896487632540561","0.00581138873617063","0.0121183639146406","1"
"Yes","1989","Employed","West Germany","2801","0.466488664417334","0.454063849612768","0.478913479221901","1"
"Yes","1989","Employed","East Germany","","","","","1"
"No","1990","Employed","East Germany","","","","","2"
"No","1990","Not Employed","West Germany","","","","","2"
"No","1990","Not Employed","East Germany","","","","","2"
"No","1990","Employed","West Germany","","","","","2"
"Yes","1990","Not Employed","East Germany","","","","","1"
"Yes","1990","Employed","East Germany","","","","","1"
"Yes","1990","Not Employed","West Germany","","","","","1"
"Yes","1990","Employed","West Germany","","","","","1"
"No","1991","Employed","East Germany","","","","","2"
"No","1991","Not Employed","West Germany","3223","0.99018840314182","0.986807480267155","0.993569326016484","2"
"No","1991","Not Employed","East Germany","","","","","2"
"No","1991","Employed","West Germany","3484","0.558663885360797","0.546248872328086","0.571078898393509","2"
"Yes","1991","Not Employed","East Germany","","","","","1"
"Yes","1991","Employed","East Germany","","","","","1"
"Yes","1991","Not Employed","West Germany","42","0.00981159685818016","0.00643067398351565","0.0131925197328447","1"
"Yes","1991","Employed","West Germany","2661","0.441336114639203","0.428921101606491","0.453751127671914","1"
"No","1992","Not Employed","West Germany","3185","0.989612223426025","0.986110784511807","0.993113662340243","2"
"No","1992","Not Employed","East Germany","1021","0.986750438964039","0.979807894966187","0.993692982961891","2"
"No","1992","Employed","West Germany","3504","0.558985269252879","0.546483417510076","0.571487120995681","2"
"No","1992","Employed","East Germany","1174","0.399843161262034","0.382078393745103","0.417607928778964","2"
"Yes","1992","Not Employed","East Germany","21","","","","1"
"Yes","1992","Employed","East Germany","1747","0.600156838737966","0.582392071221036","0.617921606254896","1"
"Yes","1992","Not Employed","West Germany","36","0.0103877765739746","0.00688633765975656","0.0138892154881927","1"
"Yes","1992","Employed","West Germany","2555","0.441014730747121","0.428512879004319","0.453516582489924","1"
"No","1993","Not Employed","West Germany","","","","","2"
"No","1993","Not Employed","East Germany","","","","","2"
"No","1993","Employed","West Germany","","","","","2"
"No","1993","Employed","East Germany","","","","","2"
"Yes","1993","Not Employed","East Germany","","","","","1"
"Yes","1993","Employed","East Germany","","","","","1"
"Yes","1993","Not Employed","West Germany","","","","","1"
"Yes","1993","Employed","West Germany","","","","","1"
"No","1994","Not Employed","West Germany","3192","0.984769873083938","0.980559451836323","0.988980294331553","2"
"No","1994","Not Employed","East Germany","1313","0.983333793105579","0.976469216932733","0.990198369278426","2"
"No","1994","Employed","West Germany","3289","0.560873991135728","0.54811840374728","0.573629578524176","2"
"No","1994","Employed","East Germany","1186","0.507840605401368","0.487967203619866","0.52771400718287","2"
"Yes","1994","Not Employed","West Germany","58","0.015230126916062","0.0110197056684472","0.0194405481636768","1"
"Yes","1994","Not Employed","East Germany","23","","","","1"
"Yes","1994","Employed","East Germany","1245","0.492159394598632","0.47228599281713","0.512032796380134","1"
"Yes","1994","Employed","West Germany","2526","0.439126008864272","0.426370421475824","0.45188159625272","1"
"No","1995","Not Employed","East Germany","1295","0.989258880360888","0.983676849940466","0.99484091078131","2"
"No","1995","Employed","West Germany","3194","0.543699749096147","0.530912025528518","0.556487472663777","2"
"No","1995","Employed","East Germany","1084","0.47015228061929","0.449772398770411","0.490532162468169","2"
"No","1995","Not Employed","West Germany","3485","0.992633202769509","0.989807049806891","0.995459355732127","2"
"Yes","1995","Employed","East Germany","1220","0.52984771938071","0.509467837531831","0.550227601229589","1"
"Yes","1995","Not Employed","West Germany","32","0.00736679723049084","0.0045406442678728","0.0101929501931089","1"
"Yes","1995","Not Employed","East Germany","15","","","","1"
"Yes","1995","Employed","West Germany","2634","0.456300250903852","0.443512527336223","0.469087974471482","1"
"No","1996","Not Employed","East Germany","1226","0.994747343772724","0.990714267880639","0.998780419664809","2"
"No","1996","Employed","West Germany","3197","0.538579264404166","0.5257120617796","0.551446467028732","2"
"No","1996","Employed","East Germany","1215","0.533478776250931","0.513050589349506","0.553906963152356","2"
"No","1996","Not Employed","West Germany","3324","0.997760886324196","0.996156471736601","0.99936530091179","2"
"Yes","1996","Employed","East Germany","1076","0.466521223749069","0.446093036847644","0.486949410650494","1"
"Yes","1996","Not Employed","West Germany","10","","","","1"
"Yes","1996","Not Employed","East Germany","8","","","","1"
"Yes","1996","Employed","West Germany","2569","0.461420735595834","0.448553532971268","0.4742879382204","1"
"No","1997","Not Employed","East Germany","1280","0.992956132346038","0.988402937714293","0.997509326977783","2"
"No","1997","Not Employed","West Germany","3383","0.998162221905939","0.996720879152733","0.999603564659145","2"
"No","1997","Employed","West Germany","3015","0.537735033777829","0.524588489569336","0.550881577986323","2"
"No","1997","Employed","East Germany","1089","0.509523570894584","0.488586436343886","0.530460705445282","2"
"Yes","1997","Not Employed","West Germany","9","","","","1"
"Yes","1997","Not Employed","East Germany","16","","","","1"
"Yes","1997","Employed","West Germany","2510","0.462264966222171","0.449118422013678","0.475411510430664","1"
"Yes","1997","Employed","East Germany","1101","0.490476429105416","0.469539294554718","0.511413563656114","1"
"No","1998","Not Employed","East Germany","1378","0.999051260023097","0.997426923407836","1.00067559663836","2"
"No","1998","Employed","East Germany","1128","0.479266547059671","0.458964513882202","0.49956858023714","2"
"No","1998","Not Employed","West Germany","3959","0.998861787983532","0.997812796833205","0.999910779133859","2"
"No","1998","Employed","West Germany","3174","0.522465731885411","0.509857429221896","0.535074034548925","2"
"Yes","1998","Not Employed","West Germany","10","","","","1"
"Yes","1998","Not Employed","East Germany","2","","","","1"
"Yes","1998","Employed","West Germany","2855","0.477534268114589","0.464925965451075","0.490142570778104","1"
"Yes","1998","Employed","East Germany","1198","0.520733452940329","0.50043141976286","0.541035486117798","1"
"No","1999","Not Employed","East Germany","1288","0.971276739913777","0.962327041641602","0.980226438185953","2"
"No","1999","Employed","East Germany","1170","0.495300263271662","0.474893728758237","0.515706797785087","2"
"No","1999","Not Employed","West Germany","3420","0.973870493444145","0.968600707590655","0.979140279297634","2"
"No","1999","Employed","West Germany","3233","0.537849258985646","0.525259201195244","0.550439316776048","2"
"Yes","1999","Not Employed","West Germany","100","0.0261295065558554","0.0208597207023658","0.031399292409345","1"
"Yes","1999","Not Employed","East Germany","50","0.0287232600862227","0.0197735618140473","0.037672958358398","1"
"Yes","1999","Employed","West Germany","2791","0.462150741014354","0.449560683223952","0.474740798804755","1"
"Yes","1999","Employed","East Germany","1136","0.504699736728338","0.484293202214913","0.525106271241763","1"
"No","2000","Not Employed","East Germany","2216","0.994997270063243","0.992068349920037","0.997926190206449","2"
"No","2000","Employed","East Germany","1692","0.485241806289928","0.468576825988409","0.501906786591448","2"
"No","2000","Not Employed","West Germany","6778","0.992992430540251","0.991013975391906","0.994970885688595","2"
"No","2000","Employed","West Germany","5776","0.528402817763984","0.519033598142141","0.537772037385827","2"
"Yes","2000","Not Employed","East Germany","13","","","","1"
"Yes","2000","Employed","West Germany","5129","0.471597182236016","0.462227962614173","0.480966401857859","1"
"Yes","2000","Employed","East Germany","1763","0.514758193710072","0.498093213408552","0.531423174011591","1"
"Yes","2000","Not Employed","West Germany","51","0.00700756945974939","0.00502911431140515","0.00898602460809363","1"
"No","2001","Not Employed","East Germany","2097","0.994813529294673","0.991750099441962","0.997876959147385","2"
"No","2001","Employed","East Germany","1607","0.505400569781207","0.488028855697152","0.522772283865261","2"
"No","2001","Not Employed","West Germany","5995","0.997854525065216","0.996684642342693","0.999024407787739","2"
"No","2001","Employed","West Germany","5302","0.519382028110554","0.509634793563699","0.52912926265741","2"
"Yes","2001","Not Employed","East Germany","15","","","","1"
"Yes","2001","Employed","West Germany","4791","0.480617971889446","0.47087073734259","0.490365206436301","1"
"Yes","2001","Employed","East Germany","1575","0.494599430218794","0.477227716134739","0.511971144302848","1"
"Yes","2001","Not Employed","West Germany","14","","","","1"
"No","2002","Not Employed","West Germany","6155","0.995989157401655","0.994414002192564","0.997564312610747","2"
"No","2002","Not Employed","East Germany","2099","0.992482425433058","0.988797707404872","0.996167143461244","2"
"No","2002","Employed","East Germany","1524","0.487969596123929","0.470502810565831","0.505436381682026","2"
"No","2002","Employed","West Germany","5671","0.524105828668696","0.514751221585569","0.533460435751823","2"
"Yes","2002","Not Employed","East Germany","12","","","","1"
"Yes","2002","Not Employed","West Germany","30","0.00401084259834462","0.00243568738925299","0.00558599780743626","1"
"Yes","2002","Employed","West Germany","5278","0.475894171331304","0.466539564248177","0.485248778414431","1"
"Yes","2002","Employed","East Germany","1622","0.512030403876071","0.494563618317974","0.529497189434169","1"
"No","2003","Employed","East Germany","1527","0.490764842120842","0.473135542934548","0.508394141307136","2"
"No","2003","Not Employed","West Germany","6042","0.994551737689872","0.992700537475526","0.996402937904218","2"
"No","2003","Not Employed","East Germany","2113","0.992969308783901","0.989420968889025","0.996517648678777","2"
"No","2003","Employed","West Germany","5390","0.524561889107124","0.514928713966907","0.53419506424734","2"
"Yes","2003","Not Employed","East Germany","17","","","","1"
"Yes","2003","Employed","East Germany","1562","0.509235157879158","0.491605858692864","0.526864457065452","1"
"Yes","2003","Not Employed","West Germany","32","0.00544826231012822","0.00359706209578219","0.00729946252447425","1"
"Yes","2003","Employed","West Germany","4934","0.475438110892876","0.46580493575266","0.485071286033093","1"
"No","2004","Employed","East Germany","1396","0.471584867310121","0.453463274611948","0.489706460008293","2"
"No","2004","Not Employed","West Germany","6009","0.995126991868448","0.993371108959108","0.996882874777789","2"
"No","2004","Not Employed","East Germany","2151","0.99134593432623","0.98744794161019","0.99524392704227","2"
"No","2004","Employed","West Germany","5124","0.520348635222874","0.510555465140843","0.530141805304906","2"
"Yes","2004","Not Employed","East Germany","18","","","","1"
"Yes","2004","Employed","East Germany","1519","0.528415132689879","0.510293539991707","0.546536725388051","1"
"Yes","2004","Not Employed","West Germany","33","0.00487300813155168","0.00311712522221103","0.00662889104089233","1"
"Yes","2004","Employed","West Germany","4873","0.479651364777126","0.469858194695094","0.489444534859157","1"
"No","2005","Not Employed","West Germany","5793","0.996882493784737","0.995449156817182","0.998315830752292","2"
"No","2005","Not Employed","East Germany","2106","0.997863478165091","0.995895207448557","0.999831748881626","2"
"No","2005","Employed","West Germany","4945","0.522899553809012","0.51289093264672","0.532908174971304","2"
"No","2005","Employed","East Germany","1329","0.47434189506729","0.45584967891081","0.492834111223771","2"
"Yes","2005","Not Employed","East Germany","8","","","","1"
"Yes","2005","Employed","East Germany","1472","0.52565810493271","0.507165888776229","0.54415032108919","1"
"Yes","2005","Not Employed","West Germany","18","","","","1"
"Yes","2005","Employed","West Germany","4622","0.477100446190988","0.467091825028696","0.48710906735328","1"
"No","2006","Not Employed","West Germany","6343","0.997852968349269","0.996715324878434","0.998990611820105","2"
"No","2006","Not Employed","East Germany","2225","0.99733412147735","0.995194490767565","0.999473752187135","2"
"No","2006","Employed","West Germany","5116","0.518661851116613","0.508889360163008","0.528434342070218","2"
"No","2006","Employed","East Germany","1334","0.44261969558463","0.424557680549965","0.460681710619295","2"
"Yes","2006","Not Employed","East Germany","6","","","","1"
"Yes","2006","Employed","East Germany","1571","0.55738030441537","0.539318289380705","0.575442319450035","1"
"Yes","2006","Not Employed","West Germany","16","","","","1"
"Yes","2006","Employed","West Germany","4926","0.481338148883387","0.471565657929782","0.491110639836992","1"
"No","2007","Not Employed","West Germany","5871","0.99641497431054","0.994888874351288","0.997941074269792","2"
"No","2007","Not Employed","East Germany","2103","0.993370247662763","0.989910036767997","0.996830458557529","2"
"No","2007","Employed","West Germany","4799","0.524410680561842","0.514261404175811","0.534559956947874","2"
"No","2007","Employed","East Germany","1299","0.460236768445175","0.441632096676765","0.478841440213585","2"
"Yes","2007","Not Employed","West Germany","21","","","","1"
"Yes","2007","Not Employed","East Germany","10","","","","1"
"Yes","2007","Employed","East Germany","1458","0.539763231554825","0.521158559786415","0.558367903323235","1"
"Yes","2007","Employed","West Germany","4502","0.475589319438158","0.465440043052126","0.485738595824189","1"
"No","2008","Not Employed","East Germany","1974","0.99328226705222","0.989691496874016","0.996873037230423","2"
"No","2008","Employed","West Germany","4784","0.545876325821445","0.53551254000888","0.556240111634009","2"
"No","2008","Employed","East Germany","1329","0.489646279458124","0.470720334790391","0.508572224125856","2"
"No","2008","Not Employed","West Germany","5478","0.995564375646922","0.993809272656034","0.997319478637811","2"
"Yes","2008","Employed","East Germany","1351","0.510353720541876","0.491427775874144","0.529279665209609","1"
"Yes","2008","Not Employed","West Germany","29","","","","1"
"Yes","2008","Not Employed","East Germany","14","","","","1"
"Yes","2008","Employed","West Germany","4082","0.454123674178555","0.443759888365991","0.46448745999112","1"
"No","2009","Not Employed","East Germany","1856","0.987417507637234","0.982360122583894","0.992474892690574","2"
"No","2009","Employed","West Germany","4589","0.562562187960848","0.551879723040963","0.573244652880732","2"
"No","2009","Employed","East Germany","1371","0.526755971945336","0.507475286615396","0.546036657275276","2"
"No","2009","Not Employed","West Germany","4987","0.996821638479269","0.995263331788366","0.998379945170172","2"
"Yes","2009","Employed","East Germany","1205","0.473244028054664","0.453963342724724","0.492524713384604","1"
"Yes","2009","Not Employed","West Germany","25","","","","1"
"Yes","2009","Not Employed","East Germany","10","","","","1"
"Yes","2009","Employed","West Germany","3695","0.437437812039152","0.426755347119268","0.448120276959037","1"
"No","2010","Not Employed","East Germany","2050","0.990715646551473","0.986582096816247","0.994849196286698","2"
"No","2010","Not Employed","West Germany","6350","0.996624591454739","0.99520161188961","0.998047571019869","2"
"No","2010","Employed","West Germany","6685","0.563249212110054","0.554368813577958","0.572129610642149","2"
"No","2010","Employed","East Germany","1756","0.530797175986145","0.513895291558824","0.547699060413467","2"
"Yes","2010","Not Employed","West Germany","32","0.00337540854526071","0.00195242898013099","0.00479838811039043","1"
"Yes","2010","Not Employed","East Germany","18","","","","1"
"Yes","2010","Employed","West Germany","5298","0.436750787889947","0.427870389357851","0.445631186422042","1"
"Yes","2010","Employed","East Germany","1593","0.469202824013855","0.452300939586533","0.486104708441177","1"
"No","2011","Not Employed","East Germany","2362","0.988761371346471","0.984541332193126","0.992981410499816","2"
"No","2011","Employed","East Germany","1053","0.527548779816894","0.505469385876936","0.549628173756853","2"
"No","2011","Not Employed","West Germany","7635","0.994092519991078","0.992380972072681","0.995804067909475","2"
"No","2011","Employed","West Germany","5089","0.574182285972182","0.563954753611558","0.584409818332806","2"
"Yes","2011","Not Employed","West Germany","66","0.00590748000892177","0.0041959320905247","0.00761902792731884","1"
"Yes","2011","Not Employed","East Germany","35","0.011238628653529","0.00701858950018427","0.0154586678068738","1"
"Yes","2011","Employed","West Germany","3890","0.425817714027818","0.415590181667195","0.436045246388442","1"
"Yes","2011","Employed","East Germany","911","0.472451220183106","0.450371826243147","0.494530614123064","1"
"No","2012","Not Employed","East Germany","2359","0.986769856413335","0.982198630487891","0.991341082338779","2"
"No","2012","Employed","East Germany","2017","0.532118957493705","0.516086859961833","0.548151055025576","2"
"No","2012","Not Employed","West Germany","7327","0.989195966437136","0.98684309953149","0.991548833342781","2"
"No","2012","Employed","West Germany","8170","0.597853008442358","0.589692244868081","0.606013772016634","2"
"Yes","2012","Not Employed","West Germany","89","0.0108040335628645","0.00845116665721896","0.0131569004685101","1"
"Yes","2012","Not Employed","East Germany","41","0.0132301435866647","0.0086589176612208","0.0178013695121085","1"
"Yes","2012","Employed","West Germany","5698","0.402146991557642","0.393986227983366","0.410307755131919","1"
"Yes","2012","Employed","East Germany","1704","0.467881042506295","0.451848944974423","0.483913140038167","1"
"No","2013","Not Employed","East Germany","2402","0.968964531407159","0.962219253705805","0.975709809108512","2"
"No","2013","Employed","East Germany","1984","0.557905814022519","0.541529576916918","0.57428205112812","2"
"No","2013","Not Employed","West Germany","9719","0.929710055937861","0.924978672141688","0.934441439734033","2"
"No","2013","Employed","West Germany","8032","0.621662009381688","0.613363850159392","0.629960168603984","2"
"Yes","2013","Not Employed","East Germany","137","0.0310354685928413","0.0242901908914876","0.037780746294195","1"
"Yes","2013","Employed","West Germany","5089","0.378337990618312","0.370039831396016","0.386636149840608","1"
"Yes","2013","Employed","East Germany","1549","0.442094185977481","0.42571794887188","0.458470423083082","1"
"Yes","2013","Not Employed","West Germany","1495","0.0702899440621391","0.0655585602659666","0.0750213278583117","1"
"No","2014","Not Employed","East Germany","2042","0.975399552130409","0.96884570940847","0.981953394852348","2"
"No","2014","Employed","East Germany","1954","0.564532297539368","0.547836823218868","0.581227771859867","2"
"No","2014","Not Employed","West Germany","6354","0.940529917343781","0.935052999910754","0.946006834776808","2"
"No","2014","Employed","West Germany","8321","0.596467299104298","0.588378308530755","0.604556289677841","2"
"Yes","2014","Not Employed","East Germany","104","0.0246004478695908","0.0180466051476519","0.0311542905915296","1"
"Yes","2014","Employed","West Germany","5810","0.403532700895702","0.395443710322159","0.411621691469245","1"
"Yes","2014","Employed","East Germany","1434","0.435467702460632","0.418772228140133","0.452163176781132","1"
"Yes","2014","Not Employed","West Germany","809","0.0594700826562191","0.0539931652231925","0.0649470000892456","1"
"No","2015","Not Employed","West Germany","7392","0.967868061048596","0.964021908709927","0.971714213387264","2"
"No","2015","Not Employed","East Germany","2096","0.976738484190528","0.97043700650691","0.983039961874146","2"
"No","2015","Employed","East Germany","1827","0.555468349394595","0.538178386630698","0.572758312158492","2"
"No","2015","Employed","West Germany","8113","0.616830369148626","0.608526765783459","0.625133972513792","2"
"Yes","2015","Not Employed","East Germany","102","0.0232615158094724","0.0169600381258544","0.0295629934930904","1"
"Yes","2015","Not Employed","West Germany","684","0.0321319389514044","0.0282857866127359","0.0359780912900729","1"
"Yes","2015","Employed","West Germany","5055","0.383169630851374","0.374866027486208","0.391473234216541","1"
"Yes","2015","Employed","East Germany","1346","0.444531650605405","0.427241687841508","0.461821613369302","1"
"No","2016","Employed","East Germany","1823","0.585783910424696","0.568373551173856","0.603194269675536","2"
"No","2016","Not Employed","West Germany","6251","0.985234807770777","0.98226756371846","0.988202051823094","2"
"No","2016","Not Employed","East Germany","1892","0.994385285438513","0.991030785186955","0.997739785690071","2"
"No","2016","Employed","West Germany","7755","0.609857777269375","0.601400269423135","0.618315285115616","2"
"Yes","2016","Not Employed","East Germany","14","","","","1"
"Yes","2016","Employed","East Germany","1252","0.414216089575304","0.396805730324464","0.431626448826144","1"
"Yes","2016","Not Employed","West Germany","96","0.0147651922292229","0.011797948176906","0.0177324362815398","1"
"Yes","2016","Employed","West Germany","5023","0.390142222730625","0.381684714884385","0.398599730576865","1"
"No","2017","Employed","East Germany","2174","0.622601769721714","0.606581603721026","0.638621935722403","2"
"No","2017","Not Employed","West Germany","6472","0.98808106687769","0.985459360006359","0.990702773749021","2"
"No","2017","Not Employed","East Germany","2027","0.996279574062973","0.993635058366579","0.998924089759368","2"
"No","2017","Employed","West Germany","9099","0.629407343054356","0.621484899949942","0.637329786158771","2"
"Yes","2017","Not Employed","East Germany","9","","","","1"
"Yes","2017","Employed","East Germany","1343","0.377398230278286","0.361378064277597","0.393418396278974","1"
"Yes","2017","Not Employed","West Germany","110","0.0119189331223099","0.00929722625097895","0.0145406399936409","1"
"Yes","2017","Employed","West Germany","5177","0.370592656945644","0.36267021384123","0.378515100050058","1"
"No","2018","Not Employed","West Germany","6220","0.991380016098627","0.989096034857297","0.993663997339957","2"
"No","2018","Not Employed","East Germany","1988","0.991201259264569","0.987106375938433","0.995296142590705","2"
"No","2018","Employed","West Germany","8831","0.649337413368761","0.641362438945989","0.657312387791533","2"
"No","2018","Employed","East Germany","2182","0.63284884349151","0.616780509623982","0.648917177359038","2"
"Yes","2018","Not Employed","East Germany","10","","","","1"
"Yes","2018","Employed","East Germany","1275","0.36715115650849","0.351082822640962","0.383219490376018","1"
"Yes","2018","Not Employed","West Germany","73","0.00861998390137326","0.00633600266004323","0.0109039651427033","1"
"Yes","2018","Employed","West Germany","4922","0.350662586631239","0.342687612208467","0.358637561054011","1"
"No","2019","Not Employed","West Germany","5876","0.974211769074912","0.970234825304987","0.978188712844837","2"
"No","2019","Not Employed","East Germany","1900","0.967266701322172","0.959383172069987","0.975150230574356","2"
"No","2019","Employed","West Germany","8878","0.658245350009053","0.650352006983585","0.666138693034522","2"
"No","2019","Employed","East Germany","2134","0.663976216010839","0.648389842718375","0.679562589303302","2"
"Yes","2019","Not Employed","East Germany","57","0.0327332986778283","0.0248497694256439","0.0406168279300128","1"
"Yes","2019","Employed","East Germany","1394","0.336023783989161","0.320437410696698","0.351610157281625","1"
"Yes","2019","Not Employed","West Germany","226","0.0257882309250877","0.0218112871551628","0.0297651746950127","1"
"Yes","2019","Employed","West Germany","4992","0.341754649990947","0.333861306965478","0.349647993016415","1"
