"ple0044_h","year","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"No","2010","Couple + C. GT 16 ","1855","0.659926569900326","0.642472808635939","0.677380331164712","2"
"No","2010","Couple + C. LE and GT 16","1063","0.633800744665199","0.610275431045679","0.657326058284719","2"
"Yes","2010","1-pers.-HH","591","0.224651008228159","0.208998280166536","0.240303736289782","1"
"Yes","2010","(Married) couple without C. ","1355","0.220653128531905","0.210385424568893","0.230920832494918","1"
"Yes","2010","Single parent ","681","0.308718130341674","0.289625664847817","0.327810595835532","1"
"Yes","2010","Couple + C. LE 16 ","2702","0.365727965355619","0.354974450103606","0.376481480607632","1"
"Yes","2010","Couple + C. GT 16 ","975","0.340073430099674","0.322619668835288","0.357527191364061","1"
"Yes","2010","Couple + C. LE and GT 16","548","0.366199255334801","0.342673941715281","0.389724568954321","1"
"No","2011","1-pers.-HH","2311","0.85857671102458","0.845361893653197","0.871791528395962","2"
"No","2011","(Married) couple without C. ","5101","0.867621579688773","0.85895264321076","0.876290516166786","2"
"No","2011","Single parent ","1785","0.779022535657861","0.762481649625953","0.79556342168977","2"
"No","2011","Couple + C. LE 16 ","4174","0.636436883667773","0.62461405877044","0.648259708565106","2"
"No","2011","Couple + C. GT 16 ","1347","0.754128128614094","0.734045075594461","0.774211181633727","2"
"No","2011","Couple + C. LE and GT 16","1091","0.707515879719454","0.684898524147874","0.730133235291033","2"
"Yes","2011","1-pers.-HH","360","0.14142328897542","0.128208471604038","0.154638106346803","1"
"Yes","2011","(Married) couple without C. ","770","0.132378420311227","0.123709483833214","0.14104735678924","1"
"Yes","2011","Single parent ","632","0.220977464342139","0.20443657831023","0.237518350374047","1"
"Yes","2011","Couple + C. LE 16 ","2185","0.363563116332227","0.351740291434894","0.375385941229561","1"
"Yes","2011","Couple + C. GT 16 ","419","0.245871871385906","0.225788818366273","0.265954924405539","1"
"Yes","2011","Couple + C. LE and GT 16","463","0.292484120280546","0.269866764708967","0.315101475852126","1"
"No","2012","1-pers.-HH","2960","0.789027616107862","0.775921908335046","0.802133323880678","2"
"No","2012","Couple + C. GT 16 ","2026","0.665296397619429","0.648579556860412","0.682013238378445","2"
"No","2012","(Married) couple without C. ","6475","0.791438255068594","0.782597625406565","0.800278884730623","2"
"No","2012","Single parent ","1996","0.730327645421627","0.713750029665892","0.746905261177363","2"
"No","2012","Couple + C. LE 16 ","4692","0.628929258367747","0.617796106993701","0.640062409741794","2"
"No","2012","Couple + C. LE and GT 16","1337","0.650721648672456","0.629941867140681","0.671501430204231","2"
"Yes","2012","1-pers.-HH","763","0.210972383892138","0.197866676119322","0.224078091664954","1"
"Yes","2012","(Married) couple without C. ","1638","0.208561744931406","0.199721115269377","0.217402374593435","1"
"Yes","2012","Single parent ","757","0.269672354578373","0.253094738822637","0.286249970334108","1"
"Yes","2012","Couple + C. LE 16 ","2541","0.371070741632253","0.359937590258206","0.382203893006299","1"
"Yes","2012","Couple + C. GT 16 ","1035","0.334703602380571","0.317986761621555","0.351420443139588","1"
"Yes","2012","Couple + C. LE and GT 16","685","0.349278351327544","0.328498569795769","0.370058132859319","1"
"No","2013","1-pers.-HH","3112","0.799092995704988","0.786522713830873","0.811663277579103","2"
"No","2013","(Married) couple without C. ","6744","0.809421133753671","0.801046913566635","0.817795353940706","2"
"No","2013","Single parent ","2145","0.73516175692285","0.719187451476654","0.751136062369047","2"
"No","2013","Couple + C. LE 16 ","5376","0.66179421482423","0.651494538409045","0.672093891239415","2"
"No","2013","Couple + C. GT 16 ","2220","0.644419110143555","0.628317043737616","0.660521176549494","2"
"No","2013","Couple + C. LE and GT 16","1720","0.681482630294634","0.663371136402694","0.699594124186574","2"
"Yes","2013","1-pers.-HH","791","0.200907004295012","0.188336722420897","0.213477286169127","1"
"Yes","2013","(Married) couple without C. ","1706","0.190578866246329","0.182204646059294","0.198953086433364","1"
"Yes","2013","Single parent ","786","0.26483824307715","0.248863937630953","0.280812548523346","1"
"Yes","2013","Couple + C. LE 16 ","2729","0.33820578517577","0.327906108760585","0.348505461590956","1"
"Yes","2013","Couple + C. GT 16 ","1175","0.355580889856445","0.339478823450506","0.371682956262384","1"
"Yes","2013","Couple + C. LE and GT 16","822","0.318517369705366","0.300405875813426","0.336628863597307","1"
"No","2014","1-pers.-HH","2801","0.78154516478393","0.768097954870011","0.79499237469785","2"
"No","2014","(Married) couple without C. ","6167","0.782447026396053","0.773358828973247","0.791535223818859","2"
"No","2014","Single parent ","1714","0.716627492246921","0.698594883646384","0.734660100847457","2"
"No","2014","Couple + C. LE 16 ","4165","0.619954175720719","0.608384843690543","0.631523507750896","2"
"No","2014","Couple + C. GT 16 ","1883","0.635920977558929","0.618858508071986","0.652983447045871","2"
"No","2014","Couple + C. LE and GT 16","1396","0.619087976342748","0.598851073101355","0.639324879584141","2"
"Yes","2014","1-pers.-HH","826","0.21845483521607","0.20500762530215","0.231902045129989","1"
"Yes","2014","(Married) couple without C. ","1750","0.217552973603947","0.208464776181141","0.226641171026753","1"
"Yes","2014","Single parent ","685","0.283372507753079","0.265339899152543","0.301405116353616","1"
"Yes","2014","Couple + C. LE 16 ","2597","0.380045824279281","0.368476492249104","0.391615156309457","1"
"Yes","2014","Couple + C. GT 16 ","1172","0.364079022441072","0.347016552954129","0.381141491928014","1"
"Yes","2014","Couple + C. LE and GT 16","816","0.380912023657252","0.360675120415859","0.401148926898645","1"
"No","2015","1-pers.-HH","2872","0.790262252960759","0.777128162993071","0.803396342928447","2"
"No","2015","(Married) couple without C. ","6200","0.782120168874004","0.77300630190802","0.791234035839987","2"
"No","2015","Single parent ","1796","0.753768351338077","0.736409075398055","0.771127627278099","2"
"No","2015","Couple + C. LE 16 ","4520","0.68653619136102","0.675427356178913","0.697645026543127","2"
"No","2015","Couple + C. GT 16 ","1937","0.652771194753285","0.635508986602265","0.670033402904305","2"
"No","2015","Couple + C. LE and GT 16","1473","0.67423600015298","0.654709927666526","0.693762072639435","2"
"Yes","2015","1-pers.-HH","819","0.209737747039241","0.196603657071553","0.222871837006929","1"
"Yes","2015","(Married) couple without C. ","1681","0.217879831125996","0.208765964160013","0.22699369809198","1"
"Yes","2015","Single parent ","570","0.246231648661923","0.2288723727219","0.263590924601945","1"
"Yes","2015","Couple + C. LE 16 ","2179","0.31346380863898","0.302354973456873","0.324572643821087","1"
"Yes","2015","Couple + C. GT 16 ","985","0.347228805246715","0.329966597095695","0.364491013397735","1"
"Yes","2015","Couple + C. LE and GT 16","740","0.32576399984702","0.306237927360565","0.345290072333474","1"
"No","2016","1-pers.-HH","2744","0.780980751970763","0.767180092163211","0.794781411778316","2"
"No","2016","(Married) couple without C. ","5808","0.779980615984202","0.770483505569624","0.78947772639878","2"
"No","2016","Single parent ","1616","0.770623292894281","0.752730691803611","0.788515893984952","2"
"No","2016","Couple + C. LE 16 ","3841","0.677459342397605","0.66538443446894","0.68953425032627","2"
"No","2016","Couple + C. GT 16 ","1818","0.672686813485437","0.655097979726833","0.690275647244041","2"
"No","2016","Couple + C. LE and GT 16","1401","0.685249303619853","0.665247659637062","0.705250947602645","2"
"Yes","2016","1-pers.-HH","706","0.219019248029237","0.205218588221684","0.232819907836789","1"
"Yes","2016","(Married) couple without C. ","1501","0.220019384015798","0.21052227360122","0.229516494430376","1"
"Yes","2016","Single parent ","505","0.229376707105719","0.211484106015048","0.247269308196389","1"
"Yes","2016","Couple + C. LE 16 ","1916","0.322540657602395","0.31046574967373","0.33461556553106","1"
"Yes","2016","Couple + C. GT 16 ","916","0.327313186514563","0.309724352755959","0.344902020273167","1"
"Yes","2016","Couple + C. LE and GT 16","670","0.314750696380147","0.294749052397355","0.334752340362938","1"
"No","2017","1-pers.-HH","3110","0.793101554742088","0.780407753843129","0.805795355641047","2"
"No","2017","(Married) couple without C. ","6492","0.785596370819913","0.776692226254007","0.794500515385819","2"
"No","2017","Single parent ","1709","0.771148795978041","0.753658026892122","0.788639565063961","2"
"No","2017","Couple + C. LE 16 ","4049","0.706995964581755","0.695376441751391","0.71861548741212","2"
"No","2017","Couple + C. GT 16 ","2255","0.69081545644494","0.674860050847021","0.706770862042859","2"
"No","2017","Couple + C. LE and GT 16","1551","0.692532438016659","0.673337296597274","0.711727579436043","2"
"Yes","2017","1-pers.-HH","802","0.206898445257912","0.194204644358953","0.219592246156871","1"
"Yes","2017","(Married) couple without C. ","1669","0.214403629180087","0.205499484614181","0.223307773745993","1"
"Yes","2017","Couple + C. LE 16 ","1845","0.293004035418245","0.28138451258788","0.304623558248609","1"
"Yes","2017","Single parent ","507","0.228851204021959","0.211360434936039","0.246341973107878","1"
"Yes","2017","Couple + C. GT 16 ","968","0.30918454355506","0.293229137957141","0.325139949152979","1"
"Yes","2017","Couple + C. LE and GT 16","669","0.307467561983341","0.288272420563956","0.326662703402726","1"
"No","2018","1-pers.-HH","3289","0.806435884862284","0.794324606299485","0.818547163425083","2"
"No","2018","(Married) couple without C. ","6328","0.79549599507981","0.786620922764109","0.804371067395511","2"
"No","2018","Single parent ","1702","0.761059826989049","0.743212106285603","0.778907547692495","2"
"No","2018","Couple + C. LE 16 ","3763","0.71000333667737","0.69791976372037","0.72208690963437","2"
"No","2018","Couple + C. GT 16 ","2069","0.703252296576625","0.686839564109497","0.719665029043753","2"
"No","2018","Couple + C. LE and GT 16","1514","0.696225171595371","0.676893514915415","0.715556828275328","2"
"Yes","2018","1-pers.-HH","799","0.193564115137716","0.181452836574917","0.205675393700514","1"
"Yes","2018","(Married) couple without C. ","1606","0.20450400492019","0.195628932604489","0.213379077235891","1"
"Yes","2018","Couple + C. LE 16 ","1654","0.28999666332263","0.27791309036563","0.30208023627963","1"
"Yes","2018","Single parent ","491","0.238940173010951","0.221092452307505","0.256787893714397","1"
"Yes","2018","Couple + C. LE and GT 16","660","0.303774828404629","0.284443171724672","0.323106485084585","1"
"Yes","2018","Couple + C. GT 16 ","907","0.296747703423375","0.280334970956247","0.313160435890503","1"
"No","2019","1-pers.-HH","3346","0.814945177679536","0.803213151358465","0.826677204000606","2"
"No","2019","(Married) couple without C. ","6472","0.794398233010138","0.785782327985904","0.803014138034371","2"
"No","2019","Single parent ","1552","0.773946018829368","0.755768523905283","0.792123513753453","2"
"No","2019","Couple + C. LE 16 ","3510","0.701184914010715","0.688659071410437","0.713710756610993","2"
"No","2019","Couple + C. GT 16 ","2019","0.719927371738671","0.703676684351832","0.73617805912551","2"
"No","2019","Couple + C. LE and GT 16","1487","0.710614319732242","0.691477114499865","0.729751524964619","2"
"Yes","2019","1-pers.-HH","863","0.185054822320464","0.173322795999394","0.196786848641535","1"
"Yes","2019","(Married) couple without C. ","1980","0.205601766989862","0.196985861965628","0.214217672014096","1"
"Yes","2019","Single parent ","482","0.226053981170632","0.207876486246547","0.244231476094717","1"
"Yes","2019","Couple + C. LE 16 ","1620","0.298815085989285","0.286289243389007","0.311340928589563","1"
"Yes","2019","Couple + C. GT 16 ","914","0.280072628261329","0.26382194087449","0.296323315648168","1"
"Yes","2019","Couple + C. LE and GT 16","670","0.289385680267758","0.270248475035381","0.308522885500135","1"
