"pli0165","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence","value"
"Min 1x per week","2013","(Married) couple without C. ","direct migration background","52","0.0731296626705942","0.0515086132079893","0.0947507121331992","2"
"Min 1x per week","2013","(Married) couple without C. ","indirect migration background","22","","","","2"
"Min 1x per week","2013","Single parent ","no migration background","282","0.118612603833083","0.105153563881509","0.132071643784656","2"
"Min 1x per week","2013","Single parent ","direct migration background","33","0.151943711758288","0.102563405726846","0.20132401778973","2"
"Min 1x per week","2013","Couple + C. LE 16 ","direct migration background","194","0.184895415522324","0.161012639306224","0.208778191738424","2"
"Min 1x per week","2013","Couple + C. LE 16 ","indirect migration background","78","0.169177280240495","0.133533904604843","0.204820655876146","2"
"Min 1x per week","2013","Couple + C. GT 16 ","no migration background","265","0.117555335488897","0.104580141025564","0.13053052995223","2"
"Min 1x per week","2013","Couple + C. GT 16 ","direct migration background","29","","","","2"
"Min 1x per week","2013","Couple + C. GT 16 ","indirect migration background","21","","","","2"
"Min 1x per week","2013","Couple + C. LE and GT 16","no migration background","210","0.148959027508436","0.1310479854363","0.166870069580571","2"
"Never","2013","1-pers.-HH","no migration background","2014","0.631246319161445","0.614615530293503","0.647877108029387","5"
"Never","2013","1-pers.-HH","direct migration background","149","0.637240843395367","0.574969054283822","0.699512632506912","5"
"Never","2013","(Married) couple without C. ","no migration background","4541","0.638210201205738","0.626878023079076","0.6495423793324","5"
"Never","2013","(Married) couple without C. ","direct migration background","362","0.670622490952515","0.631591774701443","0.709653207203587","5"
"Never","2013","(Married) couple without C. ","indirect migration background","42","0.360991379374364","0.277460317075859","0.444522441672869","5"
"Never","2013","Single parent ","no migration background","777","0.36516579707788","0.34512382514822","0.385207769007541","5"
"Never","2013","Single parent ","direct migration background","73","0.429940881841069","0.361838172190682","0.498043591491457","5"
"Never","2013","Single parent ","indirect migration background","44","0.209693081670639","0.152110992246946","0.267275171094332","5"
"Never","2013","Couple + C. LE 16 ","no migration background","2264","0.443480268782113","0.429759366711157","0.457201170853069","5"
"Never","2013","Couple + C. LE 16 ","direct migration background","358","0.370322853273487","0.340615477303017","0.400030229243958","5"
"Never","2013","Couple + C. GT 16 ","no migration background","1033","0.403710182524156","0.383944468372042","0.42347589667627","5"
"Never","2013","Couple + C. GT 16 ","direct migration background","128","0.455745112319064","0.394617113312186","0.516873111325942","5"
"Never","2013","Couple + C. GT 16 ","indirect migration background","19","","","","5"
"Never","2013","1-pers.-HH","indirect migration background","26","","","","5"
"Never","2013","Couple + C. LE 16 ","indirect migration background","131","0.281485790613705","0.238729546804928","0.324242034422482","5"
"Never","2013","Couple + C. LE and GT 16","direct migration background","137","0.444291524780734","0.390103371023849","0.498479678537618","5"
"Never","2013","Couple + C. LE and GT 16","indirect migration background","23","","","","5"
"Never","2013","Couple + C. LE and GT 16","no migration background","592","0.368500559081364","0.344233465439788","0.392767652722941","5"
"Rarely","2013","1-pers.-HH","direct migration background","9","","","","4"
"Rarely","2013","1-pers.-HH","no migration background","191","0.0610890727161838","0.0528336521695124","0.0693444932628552","4"
"Rarely","2013","1-pers.-HH","indirect migration background","5","","","","4"
"Rarely","2013","(Married) couple without C. ","no migration background","538","0.0757825717900568","0.0695412710503696","0.0820238725297439","4"
"Rarely","2013","(Married) couple without C. ","direct migration background","35","0.0746716376227511","0.05284201296699","0.0965012622785122","4"
"Rarely","2013","Couple + C. LE and GT 16","direct migration background","39","0.109447724524708","0.0754006417110577","0.143494807338359","4"
"Rarely","2013","Couple + C. LE and GT 16","indirect migration background","9","","","","4"
"Rarely","2013","(Married) couple without C. ","indirect migration background","10","","","","4"
"Rarely","2013","Single parent ","no migration background","151","0.0669950064308465","0.0565879371643413","0.0774020756973517","4"
"Rarely","2013","Single parent ","direct migration background","13","","","","4"
"Rarely","2013","Single parent ","indirect migration background","13","","","","4"
"Rarely","2013","Couple + C. LE 16 ","no migration background","483","0.102856528245514","0.0944667185177131","0.111246337973315","4"
"Rarely","2013","Couple + C. LE 16 ","direct migration background","90","0.0910734349433299","0.073373350974994","0.108773518911666","4"
"Rarely","2013","Couple + C. LE 16 ","indirect migration background","41","0.0979704311949908","0.0697078695389521","0.12623299285103","4"
"Rarely","2013","Couple + C. GT 16 ","no migration background","187","0.0749945748597521","0.0643840705590273","0.085605079160477","4"
"Rarely","2013","Couple + C. GT 16 ","direct migration background","25","","","","4"
"Rarely","2013","Couple + C. GT 16 ","indirect migration background","6","","","","4"
"Rarely","2013","Couple + C. LE and GT 16","no migration background","120","0.0818620328615807","0.068070661870309","0.0956534038528525","4"
"Daily","2014","1-pers.-HH","no migration background","","","","","1"
"Daily","2014","1-pers.-HH","direct migration background","","","","","1"
"Daily","2014","1-pers.-HH","indirect migration background","","","","","1"
"Daily","2014","(Married) couple without C. ","no migration background","","","","","1"
"Daily","2014","(Married) couple without C. ","direct migration background","","","","","1"
"Daily","2014","(Married) couple without C. ","indirect migration background","","","","","1"
"Daily","2014","Single parent ","indirect migration background","","","","","1"
"Daily","2014","Couple + C. LE 16 ","no migration background","","","","","1"
"Daily","2014","Couple + C. LE 16 ","direct migration background","","","","","1"
"Daily","2014","Couple + C. LE 16 ","indirect migration background","","","","","1"
"Daily","2014","Couple + C. GT 16 ","no migration background","","","","","1"
"Daily","2014","Couple + C. GT 16 ","direct migration background","","","","","1"
"Daily","2014","Couple + C. GT 16 ","indirect migration background","","","","","1"
"Daily","2014","Couple + C. LE and GT 16","no migration background","","","","","1"
"Daily","2014","Couple + C. LE and GT 16","direct migration background","","","","","1"
"Daily","2014","Couple + C. LE and GT 16","indirect migration background","","","","","1"
"Daily","2014","Single parent ","no migration background","","","","","1"
"Daily","2014","Single parent ","direct migration background","","","","","1"
"Min 1x per month","2014","Single parent ","indirect migration background","","","","","3"
"Min 1x per month","2014","Couple + C. LE 16 ","no migration background","","","","","3"
"Min 1x per month","2014","1-pers.-HH","no migration background","","","","","3"
"Min 1x per month","2014","Couple + C. LE 16 ","direct migration background","","","","","3"
"Min 1x per month","2014","Couple + C. LE 16 ","indirect migration background","","","","","3"
"Min 1x per month","2014","Couple + C. GT 16 ","no migration background","","","","","3"
"Min 1x per month","2014","Couple + C. GT 16 ","direct migration background","","","","","3"
"Min 1x per month","2014","1-pers.-HH","direct migration background","","","","","3"
"Min 1x per month","2014","1-pers.-HH","indirect migration background","","","","","3"
"Min 1x per month","2014","(Married) couple without C. ","no migration background","","","","","3"
"Min 1x per month","2014","(Married) couple without C. ","direct migration background","","","","","3"
"Min 1x per month","2014","(Married) couple without C. ","indirect migration background","","","","","3"
"Min 1x per month","2014","Couple + C. GT 16 ","indirect migration background","","","","","3"
"Min 1x per month","2014","Couple + C. LE and GT 16","no migration background","","","","","3"
"Min 1x per month","2014","Couple + C. LE and GT 16","direct migration background","","","","","3"
"Min 1x per month","2014","Couple + C. LE and GT 16","indirect migration background","","","","","3"
"Min 1x per month","2014","Single parent ","no migration background","","","","","3"
"Min 1x per month","2014","Single parent ","direct migration background","","","","","3"
"Min 1x per week","2014","Single parent ","indirect migration background","","","","","2"
"Min 1x per week","2014","Couple + C. LE 16 ","no migration background","","","","","2"
"Min 1x per week","2014","Single parent ","direct migration background","","","","","2"
"Min 1x per week","2014","1-pers.-HH","no migration background","","","","","2"
"Min 1x per week","2014","1-pers.-HH","direct migration background","","","","","2"
"Min 1x per week","2014","1-pers.-HH","indirect migration background","","","","","2"
"Min 1x per week","2014","(Married) couple without C. ","no migration background","","","","","2"
"Min 1x per week","2014","(Married) couple without C. ","direct migration background","","","","","2"
"Min 1x per week","2014","(Married) couple without C. ","indirect migration background","","","","","2"
"Min 1x per week","2014","Single parent ","no migration background","","","","","2"
"Min 1x per week","2014","Couple + C. LE 16 ","direct migration background","","","","","2"
"Min 1x per week","2014","Couple + C. LE 16 ","indirect migration background","","","","","2"
"Min 1x per week","2014","Couple + C. GT 16 ","no migration background","","","","","2"
"Min 1x per week","2014","Couple + C. GT 16 ","direct migration background","","","","","2"
"Min 1x per week","2014","Couple + C. GT 16 ","indirect migration background","","","","","2"
"Min 1x per week","2014","Couple + C. LE and GT 16","no migration background","","","","","2"
"Min 1x per week","2014","Couple + C. LE and GT 16","direct migration background","","","","","2"
"Min 1x per week","2014","Couple + C. LE and GT 16","indirect migration background","","","","","2"
"Never","2014","1-pers.-HH","direct migration background","","","","","5"
"Never","2014","(Married) couple without C. ","indirect migration background","","","","","5"
"Never","2014","Couple + C. LE 16 ","no migration background","","","","","5"
"Never","2014","Couple + C. LE 16 ","direct migration background","","","","","5"
"Never","2014","Couple + C. LE 16 ","indirect migration background","","","","","5"
"Never","2014","1-pers.-HH","no migration background","","","","","5"
"Never","2014","Couple + C. GT 16 ","direct migration background","","","","","5"
"Never","2014","Couple + C. GT 16 ","indirect migration background","","","","","5"
"Never","2014","1-pers.-HH","indirect migration background","","","","","5"
"Never","2014","Single parent ","indirect migration background","","","","","5"
"Never","2014","(Married) couple without C. ","direct migration background","","","","","5"
"Never","2014","Couple + C. GT 16 ","no migration background","","","","","5"
"Never","2014","(Married) couple without C. ","no migration background","","","","","5"
"Never","2014","Single parent ","direct migration background","","","","","5"
"Never","2014","Single parent ","no migration background","","","","","5"
"Never","2014","Couple + C. LE and GT 16","no migration background","","","","","5"
"Never","2014","Couple + C. LE and GT 16","direct migration background","","","","","5"
"Never","2014","Couple + C. LE and GT 16","indirect migration background","","","","","5"
"Rarely","2014","1-pers.-HH","no migration background","","","","","4"
"Rarely","2014","1-pers.-HH","direct migration background","","","","","4"
"Rarely","2014","1-pers.-HH","indirect migration background","","","","","4"
"Rarely","2014","(Married) couple without C. ","no migration background","","","","","4"
"Rarely","2014","(Married) couple without C. ","direct migration background","","","","","4"
"Rarely","2014","Single parent ","direct migration background","","","","","4"
"Rarely","2014","Single parent ","indirect migration background","","","","","4"
"Rarely","2014","Couple + C. LE 16 ","indirect migration background","","","","","4"
"Rarely","2014","Couple + C. GT 16 ","no migration background","","","","","4"
"Rarely","2014","Couple + C. GT 16 ","direct migration background","","","","","4"
"Rarely","2014","Couple + C. GT 16 ","indirect migration background","","","","","4"
"Rarely","2014","Couple + C. LE and GT 16","no migration background","","","","","4"
"Rarely","2014","Couple + C. LE and GT 16","direct migration background","","","","","4"
"Rarely","2014","Couple + C. LE and GT 16","indirect migration background","","","","","4"
"Rarely","2014","Couple + C. LE 16 ","no migration background","","","","","4"
"Rarely","2014","Couple + C. LE 16 ","direct migration background","","","","","4"
"Rarely","2014","(Married) couple without C. ","indirect migration background","","","","","4"
"Rarely","2014","Single parent ","no migration background","","","","","4"
"Daily","2015","1-pers.-HH","no migration background","","","","","1"
"Daily","2015","1-pers.-HH","direct migration background","","","","","1"
"Daily","2015","1-pers.-HH","indirect migration background","","","","","1"
"Daily","2015","(Married) couple without C. ","no migration background","","","","","1"
"Daily","2015","(Married) couple without C. ","direct migration background","","","","","1"
"Daily","2015","(Married) couple without C. ","indirect migration background","","","","","1"
"Daily","2015","Single parent ","no migration background","","","","","1"
"Daily","2015","Single parent ","direct migration background","","","","","1"
"Daily","2015","Single parent ","indirect migration background","","","","","1"
"Daily","2015","Couple + C. LE 16 ","no migration background","","","","","1"
"Daily","2015","Couple + C. LE 16 ","direct migration background","","","","","1"
"Daily","2015","Couple + C. LE 16 ","indirect migration background","","","","","1"
"Daily","2015","Couple + C. GT 16 ","no migration background","","","","","1"
"Daily","2015","Couple + C. GT 16 ","direct migration background","","","","","1"
"Daily","2015","Couple + C. GT 16 ","indirect migration background","","","","","1"
"Daily","2015","Couple + C. LE and GT 16","no migration background","","","","","1"
"Daily","2015","Couple + C. LE and GT 16","direct migration background","","","","","1"
"Daily","2015","Couple + C. LE and GT 16","indirect migration background","","","","","1"
"Min 1x per month","2015","1-pers.-HH","no migration background","","","","","3"
"Min 1x per month","2015","1-pers.-HH","direct migration background","","","","","3"
"Min 1x per month","2015","1-pers.-HH","indirect migration background","","","","","3"
"Min 1x per month","2015","(Married) couple without C. ","no migration background","","","","","3"
"Min 1x per month","2015","Single parent ","indirect migration background","","","","","3"
"Min 1x per month","2015","Couple + C. LE 16 ","no migration background","","","","","3"
"Min 1x per month","2015","Couple + C. LE 16 ","direct migration background","","","","","3"
"Min 1x per month","2015","Couple + C. LE 16 ","indirect migration background","","","","","3"
"Min 1x per month","2015","Couple + C. GT 16 ","no migration background","","","","","3"
"Min 1x per month","2015","(Married) couple without C. ","direct migration background","","","","","3"
"Min 1x per month","2015","(Married) couple without C. ","indirect migration background","","","","","3"
"Min 1x per month","2015","Single parent ","no migration background","","","","","3"
"Min 1x per month","2015","Single parent ","direct migration background","","","","","3"
"Min 1x per month","2015","Couple + C. GT 16 ","direct migration background","","","","","3"
"Min 1x per month","2015","Couple + C. GT 16 ","indirect migration background","","","","","3"
"Min 1x per month","2015","Couple + C. LE and GT 16","no migration background","","","","","3"
"Min 1x per month","2015","Couple + C. LE and GT 16","direct migration background","","","","","3"
"Min 1x per month","2015","Couple + C. LE and GT 16","indirect migration background","","","","","3"
"Min 1x per week","2015","Single parent ","indirect migration background","","","","","2"
"Min 1x per week","2015","Couple + C. LE 16 ","no migration background","","","","","2"
"Min 1x per week","2015","1-pers.-HH","no migration background","","","","","2"
"Min 1x per week","2015","(Married) couple without C. ","no migration background","","","","","2"
"Min 1x per week","2015","(Married) couple without C. ","direct migration background","","","","","2"
"Min 1x per week","2015","(Married) couple without C. ","indirect migration background","","","","","2"
"Min 1x per week","2015","Single parent ","no migration background","","","","","2"
"Min 1x per week","2015","Single parent ","direct migration background","","","","","2"
"Min 1x per week","2015","1-pers.-HH","direct migration background","","","","","2"
"Min 1x per week","2015","1-pers.-HH","indirect migration background","","","","","2"
"Min 1x per week","2015","Couple + C. LE 16 ","direct migration background","","","","","2"
"Min 1x per week","2015","Couple + C. LE 16 ","indirect migration background","","","","","2"
"Min 1x per week","2015","Couple + C. GT 16 ","no migration background","","","","","2"
"Min 1x per week","2015","Couple + C. GT 16 ","direct migration background","","","","","2"
"Min 1x per week","2015","Couple + C. GT 16 ","indirect migration background","","","","","2"
"Min 1x per week","2015","Couple + C. LE and GT 16","no migration background","","","","","2"
"Min 1x per week","2015","Couple + C. LE and GT 16","direct migration background","","","","","2"
"Min 1x per week","2015","Couple + C. LE and GT 16","indirect migration background","","","","","2"
"Never","2015","1-pers.-HH","no migration background","","","","","5"
"Never","2015","1-pers.-HH","direct migration background","","","","","5"
"Never","2015","1-pers.-HH","indirect migration background","","","","","5"
"Never","2015","(Married) couple without C. ","no migration background","","","","","5"
"Never","2015","(Married) couple without C. ","direct migration background","","","","","5"
"Never","2015","Single parent ","no migration background","","","","","5"
"Never","2015","Single parent ","direct migration background","","","","","5"
"Never","2015","Single parent ","indirect migration background","","","","","5"
"Never","2015","Couple + C. LE 16 ","direct migration background","","","","","5"
"Never","2015","Couple + C. LE 16 ","indirect migration background","","","","","5"
"Never","2015","Couple + C. GT 16 ","no migration background","","","","","5"
"Never","2015","Couple + C. GT 16 ","direct migration background","","","","","5"
"Never","2015","Couple + C. GT 16 ","indirect migration background","","","","","5"
"Never","2015","Couple + C. LE and GT 16","no migration background","","","","","5"
"Never","2015","Couple + C. LE and GT 16","direct migration background","","","","","5"
"Never","2015","Couple + C. LE and GT 16","indirect migration background","","","","","5"
"Never","2015","(Married) couple without C. ","indirect migration background","","","","","5"
"Never","2015","Couple + C. LE 16 ","no migration background","","","","","5"
"Rarely","2015","1-pers.-HH","no migration background","","","","","4"
"Rarely","2015","(Married) couple without C. ","direct migration background","","","","","4"
"Rarely","2015","(Married) couple without C. ","no migration background","","","","","4"
"Rarely","2015","1-pers.-HH","direct migration background","","","","","4"
"Rarely","2015","1-pers.-HH","indirect migration background","","","","","4"
"Rarely","2015","Single parent ","indirect migration background","","","","","4"
"Rarely","2015","Couple + C. LE 16 ","no migration background","","","","","4"
"Rarely","2015","Couple + C. LE 16 ","direct migration background","","","","","4"
"Rarely","2015","Couple + C. LE 16 ","indirect migration background","","","","","4"
"Rarely","2015","Couple + C. GT 16 ","no migration background","","","","","4"
"Rarely","2015","Couple + C. GT 16 ","direct migration background","","","","","4"
"Rarely","2015","(Married) couple without C. ","indirect migration background","","","","","4"
"Rarely","2015","Single parent ","no migration background","","","","","4"
"Rarely","2015","Single parent ","direct migration background","","","","","4"
"Rarely","2015","Couple + C. GT 16 ","indirect migration background","","","","","4"
"Rarely","2015","Couple + C. LE and GT 16","no migration background","","","","","4"
"Rarely","2015","Couple + C. LE and GT 16","direct migration background","","","","","4"
"Rarely","2015","Couple + C. LE and GT 16","indirect migration background","","","","","4"
"Daily","2016","1-pers.-HH","no migration background","","","","","1"
"Daily","2016","1-pers.-HH","direct migration background","","","","","1"
"Daily","2016","1-pers.-HH","indirect migration background","","","","","1"
"Daily","2016","(Married) couple without C. ","no migration background","","","","","1"
"Daily","2016","(Married) couple without C. ","direct migration background","","","","","1"
"Daily","2016","(Married) couple without C. ","indirect migration background","","","","","1"
"Daily","2016","Single parent ","no migration background","","","","","1"
"Daily","2016","Single parent ","direct migration background","","","","","1"
"Daily","2016","Single parent ","indirect migration background","","","","","1"
"Daily","2016","Couple + C. LE 16 ","no migration background","","","","","1"
"Daily","2016","Couple + C. LE 16 ","direct migration background","","","","","1"
"Daily","2016","Couple + C. LE 16 ","indirect migration background","","","","","1"
"Daily","2016","Couple + C. GT 16 ","no migration background","","","","","1"
"Daily","2016","Couple + C. GT 16 ","direct migration background","","","","","1"
"Daily","2016","Couple + C. GT 16 ","indirect migration background","","","","","1"
"Daily","2016","Couple + C. LE and GT 16","no migration background","","","","","1"
"Daily","2016","Couple + C. LE and GT 16","direct migration background","","","","","1"
"Daily","2016","Couple + C. LE and GT 16","indirect migration background","","","","","1"
"Min 1x per month","2016","1-pers.-HH","no migration background","","","","","3"
"Min 1x per month","2016","1-pers.-HH","direct migration background","","","","","3"
"Min 1x per month","2016","1-pers.-HH","indirect migration background","","","","","3"
"Min 1x per month","2016","(Married) couple without C. ","no migration background","","","","","3"
"Min 1x per month","2016","(Married) couple without C. ","direct migration background","","","","","3"
"Min 1x per month","2016","(Married) couple without C. ","indirect migration background","","","","","3"
"Min 1x per month","2016","Single parent ","no migration background","","","","","3"
"Min 1x per month","2016","Single parent ","direct migration background","","","","","3"
"Min 1x per month","2016","Single parent ","indirect migration background","","","","","3"
"Min 1x per month","2016","Couple + C. LE 16 ","no migration background","","","","","3"
"Min 1x per month","2016","Couple + C. LE 16 ","direct migration background","","","","","3"
"Min 1x per month","2016","Couple + C. LE 16 ","indirect migration background","","","","","3"
"Min 1x per month","2016","Couple + C. GT 16 ","no migration background","","","","","3"
"Min 1x per month","2016","Couple + C. GT 16 ","direct migration background","","","","","3"
"Min 1x per month","2016","Couple + C. GT 16 ","indirect migration background","","","","","3"
"Min 1x per month","2016","Couple + C. LE and GT 16","no migration background","","","","","3"
"Min 1x per month","2016","Couple + C. LE and GT 16","direct migration background","","","","","3"
"Min 1x per month","2016","Couple + C. LE and GT 16","indirect migration background","","","","","3"
"Min 1x per week","2016","1-pers.-HH","no migration background","","","","","2"
"Min 1x per week","2016","1-pers.-HH","direct migration background","","","","","2"
"Min 1x per week","2016","1-pers.-HH","indirect migration background","","","","","2"
"Min 1x per week","2016","(Married) couple without C. ","no migration background","","","","","2"
"Min 1x per week","2016","(Married) couple without C. ","direct migration background","","","","","2"
"Min 1x per week","2016","(Married) couple without C. ","indirect migration background","","","","","2"
"Min 1x per week","2016","Single parent ","no migration background","","","","","2"
"Min 1x per week","2016","Single parent ","direct migration background","","","","","2"
"Min 1x per week","2016","Single parent ","indirect migration background","","","","","2"
"Min 1x per week","2016","Couple + C. LE 16 ","no migration background","","","","","2"
"Min 1x per week","2016","Couple + C. LE 16 ","direct migration background","","","","","2"
"Min 1x per week","2016","Couple + C. LE 16 ","indirect migration background","","","","","2"
"Min 1x per week","2016","Couple + C. GT 16 ","no migration background","","","","","2"
"Min 1x per week","2016","Couple + C. LE and GT 16","no migration background","","","","","2"
"Min 1x per week","2016","Couple + C. LE and GT 16","direct migration background","","","","","2"
"Min 1x per week","2016","Couple + C. LE and GT 16","indirect migration background","","","","","2"
"Min 1x per week","2016","Couple + C. GT 16 ","direct migration background","","","","","2"
"Min 1x per week","2016","Couple + C. GT 16 ","indirect migration background","","","","","2"
"Never","2016","1-pers.-HH","no migration background","","","","","5"
"Never","2016","1-pers.-HH","direct migration background","","","","","5"
"Never","2016","1-pers.-HH","indirect migration background","","","","","5"
"Never","2016","(Married) couple without C. ","no migration background","","","","","5"
"Never","2016","(Married) couple without C. ","direct migration background","","","","","5"
"Never","2016","(Married) couple without C. ","indirect migration background","","","","","5"
"Never","2016","Single parent ","no migration background","","","","","5"
"Never","2016","Single parent ","direct migration background","","","","","5"
"Never","2016","Single parent ","indirect migration background","","","","","5"
"Never","2016","Couple + C. LE 16 ","no migration background","","","","","5"
"Never","2016","Couple + C. LE 16 ","direct migration background","","","","","5"
"Never","2016","Couple + C. LE 16 ","indirect migration background","","","","","5"
"Never","2016","Couple + C. GT 16 ","no migration background","","","","","5"
"Never","2016","Couple + C. GT 16 ","direct migration background","","","","","5"
"Never","2016","Couple + C. GT 16 ","indirect migration background","","","","","5"
"Never","2016","Couple + C. LE and GT 16","no migration background","","","","","5"
"Never","2016","Couple + C. LE and GT 16","direct migration background","","","","","5"
"Never","2016","Couple + C. LE and GT 16","indirect migration background","","","","","5"
"Rarely","2016","(Married) couple without C. ","no migration background","","","","","4"
"Rarely","2016","(Married) couple without C. ","direct migration background","","","","","4"
"Rarely","2016","1-pers.-HH","no migration background","","","","","4"
"Rarely","2016","1-pers.-HH","direct migration background","","","","","4"
"Rarely","2016","1-pers.-HH","indirect migration background","","","","","4"
"Rarely","2016","(Married) couple without C. ","indirect migration background","","","","","4"
"Rarely","2016","Single parent ","no migration background","","","","","4"
"Rarely","2016","Single parent ","direct migration background","","","","","4"
"Rarely","2016","Single parent ","indirect migration background","","","","","4"
"Rarely","2016","Couple + C. LE 16 ","no migration background","","","","","4"
"Rarely","2016","Couple + C. LE 16 ","direct migration background","","","","","4"
"Rarely","2016","Couple + C. LE 16 ","indirect migration background","","","","","4"
"Rarely","2016","Couple + C. GT 16 ","no migration background","","","","","4"
"Rarely","2016","Couple + C. GT 16 ","direct migration background","","","","","4"
"Rarely","2016","Couple + C. GT 16 ","indirect migration background","","","","","4"
"Rarely","2016","Couple + C. LE and GT 16","no migration background","","","","","4"
"Rarely","2016","Couple + C. LE and GT 16","direct migration background","","","","","4"
"Rarely","2016","Couple + C. LE and GT 16","indirect migration background","","","","","4"
"Daily","2017","Single parent ","indirect migration background","","","","","1"
"Daily","2017","Couple + C. GT 16 ","no migration background","","","","","1"
"Daily","2017","1-pers.-HH","no migration background","","","","","1"
"Daily","2017","1-pers.-HH","direct migration background","706","0.615151121911565","0.586591879684974","0.643710364138157","1"
"Daily","2017","1-pers.-HH","indirect migration background","","","","","1"
"Daily","2017","(Married) couple without C. ","no migration background","","","","","1"
"Daily","2017","(Married) couple without C. ","direct migration background","125","0.564147010908202","0.496920416981758","0.631373604834646","1"
"Daily","2017","(Married) couple without C. ","indirect migration background","","","","","1"
"Daily","2017","Single parent ","no migration background","","","","","1"
"Daily","2017","Single parent ","direct migration background","218","0.496402414356559","0.446716641159848","0.546088187553271","1"
"Daily","2017","Couple + C. LE 16 ","no migration background","","","","","1"
