"pli0165","year","bula_h","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Daily","2013","Berlin","(0) in school","14","","",""
"Daily","2013","Berlin","(1a) inadequately completed","3","","",""
"Daily","2013","Berlin","(1b) general elementary school","14","","",""
"Daily","2013","Berlin","(1c) basic vocational qualification","30","0.187823447764568","0.119354569586507","0.256292325942629"
"Daily","2013","Berlin","(2b) intermediate general qualification","18","","",""
"Daily","2013","Berlin","(2a) intermediate vocational","54","0.219293220339744","0.168105261942642","0.270481178736846"
"Daily","2013","Berlin","(2c_gen) general maturity certificate","28","","",""
"Daily","2013","Berlin","(2c_voc) vocational maturity certificate","24","","",""
"Daily","2013","Berlin","(3a) lower tertiary education","21","","",""
"Daily","2013","Berlin","(3b) higher tertiary education","71","0.313046953066121","0.257001745182164","0.369092160950078"
"Daily","2013","Brandenburg","(0) in school","10","","",""
"Daily","2013","Brandenburg","(1a) inadequately completed","1","","",""
"Daily","2013","Brandenburg","(1b) general elementary school","7","","",""
"Daily","2013","Brandenburg","(1c) basic vocational qualification","23","","",""
"Daily","2013","Brandenburg","(2b) intermediate general qualification","16","","",""
"Daily","2013","Brandenburg","(2a) intermediate vocational","72","0.17698394231909","0.136535097345356","0.217432787292823"
"Daily","2013","Brandenburg","(2c_gen) general maturity certificate","7","","",""
"Daily","2013","Brandenburg","(2c_voc) vocational maturity certificate","24","","",""
"Daily","2013","Brandenburg","(3a) lower tertiary education","11","","",""
"Daily","2013","Brandenburg","(3b) higher tertiary education","23","","",""
"Daily","2013","Mecklenburg-Western Pomerania","(0) in school","5","","",""
"Daily","2013","Mecklenburg-Western Pomerania","(1a) inadequately completed","6","","",""
"Daily","2013","Mecklenburg-Western Pomerania","(1b) general elementary school","1","","",""
"Daily","2013","Mecklenburg-Western Pomerania","(1c) basic vocational qualification","16","","",""
"Daily","2013","Mecklenburg-Western Pomerania","(2b) intermediate general qualification","6","","",""
"Daily","2013","Mecklenburg-Western Pomerania","(2a) intermediate vocational","54","0.155016624252293","0.108743653771084","0.201289594733502"
"Daily","2013","Mecklenburg-Western Pomerania","(2c_gen) general maturity certificate","9","","",""
"Daily","2013","Mecklenburg-Western Pomerania","(2c_voc) vocational maturity certificate","12","","",""
"Daily","2013","Mecklenburg-Western Pomerania","(3a) lower tertiary education","8","","",""
"Daily","2013","Mecklenburg-Western Pomerania","(3b) higher tertiary education","20","","",""
"Daily","2013","Saxony","(0) in school","13","","",""
"Daily","2013","Saxony","(1a) inadequately completed","4","","",""
"Daily","2013","Saxony","(1b) general elementary school","13","","",""
"Daily","2013","Saxony","(1c) basic vocational qualification","38","0.142708763554836","0.100987666204105","0.184429860905567"
"Daily","2013","Saxony","(2b) intermediate general qualification","21","","",""
"Daily","2013","Saxony","(2a) intermediate vocational","142","0.207137025049533","0.176899135123943","0.237374914975124"
"Daily","2013","Saxony","(2c_gen) general maturity certificate","25","","",""
"Daily","2013","Saxony","(2c_voc) vocational maturity certificate","20","","",""
"Daily","2013","Saxony","(3a) lower tertiary education","30","0.162799540215162","0.111246261141353","0.214352819288971"
"Daily","2013","Saxony","(3b) higher tertiary education","50","0.199663146296566","0.15059909973232","0.248727192860813"
"Daily","2013","Saxony-Anhalt","(0) in school","2","","",""
"Daily","2013","Saxony-Anhalt","(1a) inadequately completed","6","","",""
"Daily","2013","Saxony-Anhalt","(1b) general elementary school","17","","",""
"Daily","2013","Saxony-Anhalt","(1c) basic vocational qualification","28","","",""
"Daily","2013","Saxony-Anhalt","(2b) intermediate general qualification","17","","",""
"Daily","2013","Saxony-Anhalt","(2a) intermediate vocational","90","0.192612864527805","0.152211958375774","0.233013770679835"
"Daily","2013","Saxony-Anhalt","(2c_gen) general maturity certificate","13","","",""
"Daily","2013","Saxony-Anhalt","(2c_voc) vocational maturity certificate","12","","",""
"Daily","2013","Saxony-Anhalt","(3a) lower tertiary education","18","","",""
"Daily","2013","Saxony-Anhalt","(3b) higher tertiary education","28","","",""
"Daily","2013","Thuringia","(0) in school","4","","",""
"Daily","2013","Thuringia","(1a) inadequately completed","3","","",""
"Daily","2013","Thuringia","(1b) general elementary school","6","","",""
"Daily","2013","Thuringia","(1c) basic vocational qualification","28","","",""
"Daily","2013","Thuringia","(2b) intermediate general qualification","14","","",""
"Daily","2013","Thuringia","(2a) intermediate vocational","80","0.175839719912042","0.13786288467436","0.213816555149724"
"Daily","2013","Thuringia","(2c_gen) general maturity certificate","22","","",""
"Daily","2013","Thuringia","(2c_voc) vocational maturity certificate","11","","",""
"Daily","2013","Thuringia","(3a) lower tertiary education","16","","",""
"Daily","2013","Thuringia","(3b) higher tertiary education","24","","",""
"Min 1x per week","2013","Schleswig-Holstein","(0) in school","1","","",""
"Min 1x per week","2013","Schleswig-Holstein","(1a) inadequately completed","","","",""
"Min 1x per week","2013","Schleswig-Holstein","(1b) general elementary school","3","","",""
"Min 1x per week","2013","Schleswig-Holstein","(1c) basic vocational qualification","22","","",""
"Min 1x per week","2013","Schleswig-Holstein","(2b) intermediate general qualification","5","","",""
"Min 1x per week","2013","Schleswig-Holstein","(2a) intermediate vocational","33","0.112293405311782","0.0720971341617602","0.152489676461805"
"Min 1x per week","2013","Schleswig-Holstein","(2c_gen) general maturity certificate","1","","",""
"Min 1x per week","2013","Schleswig-Holstein","(2c_voc) vocational maturity certificate","12","","",""
"Min 1x per week","2013","Schleswig-Holstein","(3a) lower tertiary education","12","","",""
"Min 1x per week","2013","Schleswig-Holstein","(3b) higher tertiary education","7","","",""
"Min 1x per week","2013","Hamburg","(0) in school","1","","",""
"Min 1x per week","2013","Hamburg","(1a) inadequately completed","1","","",""
"Min 1x per week","2013","Hamburg","(1b) general elementary school","2","","",""
"Min 1x per week","2013","Hamburg","(1c) basic vocational qualification","7","","",""
"Min 1x per week","2013","Hamburg","(2b) intermediate general qualification","1","","",""
"Min 1x per week","2013","Hamburg","(2a) intermediate vocational","8","","",""
"Min 1x per week","2013","Hamburg","(2c_gen) general maturity certificate","3","","",""
"Min 1x per week","2013","Hamburg","(2c_voc) vocational maturity certificate","6","","",""
"Min 1x per week","2013","Hamburg","(3a) lower tertiary education","2","","",""
"Min 1x per week","2013","Hamburg","(3b) higher tertiary education","11","","",""
"Min 1x per week","2013","Lower Saxony","(0) in school","5","","",""
"Min 1x per week","2013","Lower Saxony","(1a) inadequately completed","9","","",""
"Min 1x per week","2013","Lower Saxony","(1b) general elementary school","19","","",""
"Min 1x per week","2013","Lower Saxony","(1c) basic vocational qualification","56","0.100497781937906","0.0753246547903389","0.125670909085472"
"Min 1x per week","2013","Lower Saxony","(2b) intermediate general qualification","11","","",""
"Min 1x per week","2013","Lower Saxony","(2a) intermediate vocational","84","0.15418662766423","0.126403165002585","0.181970090325875"
"Min 1x per week","2013","Lower Saxony","(2c_gen) general maturity certificate","9","","",""
"Min 1x per week","2013","Lower Saxony","(2c_voc) vocational maturity certificate","32","0.0812984853842227","0.0428414617145979","0.119755509053847"
"Min 1x per week","2013","Lower Saxony","(3a) lower tertiary education","21","","",""
"Min 1x per week","2013","Lower Saxony","(3b) higher tertiary education","42","0.152040254135954","0.113300395419475","0.190780112852434"
"Min 1x per week","2013","Bremen","(0) in school","2","","",""
"Min 1x per week","2013","Bremen","(1a) inadequately completed","","","",""
"Min 1x per week","2013","Bremen","(1b) general elementary school","1","","",""
"Min 1x per week","2013","Bremen","(1c) basic vocational qualification","9","","",""
"Min 1x per week","2013","Bremen","(2b) intermediate general qualification","","","",""
"Min 1x per week","2013","Bremen","(2a) intermediate vocational","3","","",""
"Min 1x per week","2013","Bremen","(2c_gen) general maturity certificate","1","","",""
"Min 1x per week","2013","Bremen","(2c_voc) vocational maturity certificate","2","","",""
"Min 1x per week","2013","Bremen","(3a) lower tertiary education","2","","",""
"Min 1x per week","2013","Bremen","(3b) higher tertiary education","5","","",""
"Min 1x per week","2013","North Rhine-Westphalia","(0) in school","10","","",""
"Min 1x per week","2013","North Rhine-Westphalia","(1a) inadequately completed","8","","",""
"Min 1x per week","2013","North Rhine-Westphalia","(1b) general elementary school","37","0.0439111665231288","0.0254264113872507","0.0623959216590069"
"Min 1x per week","2013","North Rhine-Westphalia","(1c) basic vocational qualification","114","0.105334420718709","0.0877216296600506","0.122947211777367"
"Min 1x per week","2013","North Rhine-Westphalia","(2b) intermediate general qualification","23","","",""
"Min 1x per week","2013","North Rhine-Westphalia","(2a) intermediate vocational","122","0.115746977372746","0.0950742735202592","0.136419681225232"
"Min 1x per week","2013","North Rhine-Westphalia","(2c_gen) general maturity certificate","24","","",""
"Min 1x per week","2013","North Rhine-Westphalia","(2c_voc) vocational maturity certificate","77","0.122995449990158","0.0974504048461097","0.148540495134207"
"Min 1x per week","2013","North Rhine-Westphalia","(3a) lower tertiary education","46","0.117436827172494","0.0828066985557952","0.152066955789192"
"Min 1x per week","2013","North Rhine-Westphalia","(3b) higher tertiary education","102","0.13641059989217","0.112246259171688","0.160574940612651"
"Min 1x per week","2013","Hesse","(0) in school","4","","",""
"Min 1x per week","2013","Hesse","(1a) inadequately completed","2","","",""
"Min 1x per week","2013","Hesse","(1b) general elementary school","10","","",""
"Min 1x per week","2013","Hesse","(1c) basic vocational qualification","30","0.0878575882539166","0.0574066966974655","0.118308479810368"
"Min 1x per week","2013","Hesse","(2b) intermediate general qualification","6","","",""
"Min 1x per week","2013","Hesse","(2a) intermediate vocational","56","0.147405319435642","0.111667333088934","0.183143305782351"
"Min 1x per week","2013","Hesse","(2c_gen) general maturity certificate","10","","",""
"Min 1x per week","2013","Hesse","(2c_voc) vocational maturity certificate","23","","",""
"Min 1x per week","2013","Hesse","(3a) lower tertiary education","20","","",""
"Min 1x per week","2013","Hesse","(3b) higher tertiary education","63","0.183372992268543","0.14356462789353","0.223181356643557"
"Min 1x per week","2013","Rhineland-Palatinate,Saarland","(0) in school","2","","",""
"Min 1x per week","2013","Rhineland-Palatinate,Saarland","(1a) inadequately completed","2","","",""
"Min 1x per week","2013","Rhineland-Palatinate,Saarland","(1b) general elementary school","19","","",""
"Min 1x per week","2013","Rhineland-Palatinate,Saarland","(1c) basic vocational qualification","45","0.106536221982192","0.0772387321295767","0.135833711834807"
"Min 1x per week","2013","Rhineland-Palatinate,Saarland","(2b) intermediate general qualification","8","","",""
"Min 1x per week","2013","Rhineland-Palatinate,Saarland","(2a) intermediate vocational","46","0.20074440729877","0.152517465459213","0.248971349138327"
"Min 1x per week","2013","Rhineland-Palatinate,Saarland","(2c_gen) general maturity certificate","6","","",""
"Min 1x per week","2013","Rhineland-Palatinate,Saarland","(2c_voc) vocational maturity certificate","17","","",""
"Min 1x per week","2013","Rhineland-Palatinate,Saarland","(3a) lower tertiary education","16","","",""
"Min 1x per week","2013","Rhineland-Palatinate,Saarland","(3b) higher tertiary education","17","","",""
"Min 1x per week","2013","Baden-Württemberg","(0) in school","5","","",""
"Min 1x per week","2013","Baden-Württemberg","(1a) inadequately completed","6","","",""
"Min 1x per week","2013","Baden-Württemberg","(1b) general elementary school","24","","",""
"Min 1x per week","2013","Baden-Württemberg","(1c) basic vocational qualification","73","0.100212820125463","0.0778396983593607","0.122585941891565"
"Min 1x per week","2013","Baden-Württemberg","(2b) intermediate general qualification","9","","",""
"Min 1x per week","2013","Baden-Württemberg","(2a) intermediate vocational","83","0.105244375306692","0.0824791451381091","0.128009605475274"
"Min 1x per week","2013","Baden-Württemberg","(2c_gen) general maturity certificate","13","","",""
"Min 1x per week","2013","Baden-Württemberg","(2c_voc) vocational maturity certificate","26","","",""
"Min 1x per week","2013","Baden-Württemberg","(3a) lower tertiary education","35","0.0908458746552623","0.0557779875136076","0.125913761796917"
"Min 1x per week","2013","Baden-Württemberg","(3b) higher tertiary education","54","0.118413112741763","0.0885278292259457","0.14829839625758"
"Min 1x per week","2013","Bavaria","(0) in school","9","","",""
"Min 1x per week","2013","Bavaria","(1a) inadequately completed","7","","",""
"Min 1x per week","2013","Bavaria","(1b) general elementary school","29","","",""
"Min 1x per week","2013","Bavaria","(1c) basic vocational qualification","140","0.0974746072141384","0.0806155755829481","0.114333638845329"
"Min 1x per week","2013","Bavaria","(2b) intermediate general qualification","10","","",""
"Min 1x per week","2013","Bavaria","(2a) intermediate vocational","98","0.115131206516788","0.0945844066164251","0.13567800641715"
"Min 1x per week","2013","Bavaria","(2c_gen) general maturity certificate","16","","",""
"Min 1x per week","2013","Bavaria","(2c_voc) vocational maturity certificate","47","0.16337917842149","0.121612731472874","0.205145625370106"
"Min 1x per week","2013","Bavaria","(3a) lower tertiary education","30","0.120227943918744","0.0834256189865763","0.157030268850913"
"Min 1x per week","2013","Bavaria","(3b) higher tertiary education","70","0.103883424394584","0.0771399103100222","0.130626938479145"
"Min 1x per week","2013","Berlin","(0) in school","2","","",""
"Min 1x per week","2013","Berlin","(1a) inadequately completed","","","",""
"Min 1x per week","2013","Berlin","(1b) general elementary school","3","","",""
"Min 1x per week","2013","Berlin","(1c) basic vocational qualification","10","","",""
"Min 1x per week","2013","Berlin","(2b) intermediate general qualification","1","","",""
"Min 1x per week","2013","Berlin","(2a) intermediate vocational","31","0.126049257663867","0.0849886989782923","0.167109816349442"
"Min 1x per week","2013","Berlin","(2c_gen) general maturity certificate","9","","",""
"Min 1x per week","2013","Berlin","(2c_voc) vocational maturity certificate","9","","",""
"Min 1x per week","2013","Berlin","(3a) lower tertiary education","14","","",""
"Min 1x per week","2013","Berlin","(3b) higher tertiary education","26","","",""
"Min 1x per week","2013","Brandenburg","(0) in school","2","","",""
"Min 1x per week","2013","Brandenburg","(1a) inadequately completed","","","",""
"Min 1x per week","2013","Brandenburg","(1b) general elementary school","1","","",""
"Min 1x per week","2013","Brandenburg","(1c) basic vocational qualification","9","","",""
"Min 1x per week","2013","Brandenburg","(2b) intermediate general qualification","","","",""
"Min 1x per week","2013","Brandenburg","(2a) intermediate vocational","51","0.17483997796075","0.134584545283866","0.215095410637633"
"Min 1x per week","2013","Brandenburg","(2c_gen) general maturity certificate","3","","",""
"Min 1x per week","2013","Brandenburg","(2c_voc) vocational maturity certificate","13","","",""
"Min 1x per week","2013","Brandenburg","(3a) lower tertiary education","10","","",""
"Min 1x per week","2013","Brandenburg","(3b) higher tertiary education","13","","",""
"Min 1x per week","2013","Mecklenburg-Western Pomerania","(0) in school","","","",""
"Min 1x per week","2013","Mecklenburg-Western Pomerania","(1a) inadequately completed","1","","",""
"Min 1x per week","2013","Mecklenburg-Western Pomerania","(1b) general elementary school","5","","",""
"Min 1x per week","2013","Mecklenburg-Western Pomerania","(1c) basic vocational qualification","9","","",""
"Min 1x per week","2013","Mecklenburg-Western Pomerania","(2b) intermediate general qualification","3","","",""
"Min 1x per week","2013","Mecklenburg-Western Pomerania","(2a) intermediate vocational","32","0.108353047562147","0.0686127430951381","0.148093352029156"
"Min 1x per week","2013","Mecklenburg-Western Pomerania","(2c_gen) general maturity certificate","5","","",""
"Min 1x per week","2013","Mecklenburg-Western Pomerania","(2c_voc) vocational maturity certificate","7","","",""
"Min 1x per week","2013","Mecklenburg-Western Pomerania","(3a) lower tertiary education","8","","",""
"Min 1x per week","2013","Mecklenburg-Western Pomerania","(3b) higher tertiary education","12","","",""
"Min 1x per week","2013","Saxony","(0) in school","2","","",""
"Min 1x per week","2013","Saxony","(1a) inadequately completed","2","","",""
"Min 1x per week","2013","Saxony","(1b) general elementary school","2","","",""
"Min 1x per week","2013","Saxony","(1c) basic vocational qualification","21","","",""
"Min 1x per week","2013","Saxony","(2b) intermediate general qualification","6","","",""
"Min 1x per week","2013","Saxony","(2a) intermediate vocational","90","0.149346980822032","0.122752103383688","0.175941858260376"
"Min 1x per week","2013","Saxony","(2c_gen) general maturity certificate","4","","",""
"Min 1x per week","2013","Saxony","(2c_voc) vocational maturity certificate","14","","",""
"Min 1x per week","2013","Saxony","(3a) lower tertiary education","29","","",""
"Min 1x per week","2013","Saxony","(3b) higher tertiary education","26","","",""
"Min 1x per week","2013","Saxony-Anhalt","(0) in school","2","","",""
"Min 1x per week","2013","Saxony-Anhalt","(1a) inadequately completed","","","",""
"Min 1x per week","2013","Saxony-Anhalt","(1b) general elementary school","3","","",""
"Min 1x per week","2013","Saxony-Anhalt","(1c) basic vocational qualification","8","","",""
"Min 1x per week","2013","Saxony-Anhalt","(2b) intermediate general qualification","4","","",""
"Min 1x per week","2013","Saxony-Anhalt","(2a) intermediate vocational","31","0.0606760899224847","0.0362179159354021","0.0851342639095672"
"Min 1x per week","2013","Saxony-Anhalt","(2c_gen) general maturity certificate","2","","",""
"Min 1x per week","2013","Saxony-Anhalt","(2c_voc) vocational maturity certificate","6","","",""
"Min 1x per week","2013","Saxony-Anhalt","(3a) lower tertiary education","11","","",""
"Min 1x per week","2013","Saxony-Anhalt","(3b) higher tertiary education","17","","",""
"Min 1x per week","2013","Thuringia","(0) in school","1","","",""
"Min 1x per week","2013","Thuringia","(1a) inadequately completed","","","",""
"Min 1x per week","2013","Thuringia","(1b) general elementary school","2","","",""
"Min 1x per week","2013","Thuringia","(1c) basic vocational qualification","10","","",""
"Min 1x per week","2013","Thuringia","(2b) intermediate general qualification","1","","",""
"Min 1x per week","2013","Thuringia","(2a) intermediate vocational","43","0.1237063844463","0.0908609266449158","0.156551842247684"
"Min 1x per week","2013","Thuringia","(2c_gen) general maturity certificate","1","","",""
"Min 1x per week","2013","Thuringia","(2c_voc) vocational maturity certificate","7","","",""
"Min 1x per week","2013","Thuringia","(3a) lower tertiary education","6","","",""
"Min 1x per week","2013","Thuringia","(3b) higher tertiary education","13","","",""
"Min 1x per month","2013","Schleswig-Holstein","(0) in school","","","",""
"Min 1x per month","2013","Schleswig-Holstein","(1a) inadequately completed","","","",""
"Min 1x per month","2013","Schleswig-Holstein","(1b) general elementary school","","","",""
"Min 1x per month","2013","Schleswig-Holstein","(1c) basic vocational qualification","4","","",""
"Min 1x per month","2013","Schleswig-Holstein","(2b) intermediate general qualification","1","","",""
"Min 1x per month","2013","Schleswig-Holstein","(2a) intermediate vocational","4","","",""
"Min 1x per month","2013","Schleswig-Holstein","(2c_gen) general maturity certificate","1","","",""
"Min 1x per month","2013","Schleswig-Holstein","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","2013","Schleswig-Holstein","(3a) lower tertiary education","3","","",""
"Min 1x per month","2013","Schleswig-Holstein","(3b) higher tertiary education","3","","",""
"Min 1x per month","2013","Hamburg","(0) in school","","","",""
"Min 1x per month","2013","Hamburg","(1a) inadequately completed","","","",""
"Min 1x per month","2013","Hamburg","(1b) general elementary school","2","","",""
"Min 1x per month","2013","Hamburg","(1c) basic vocational qualification","1","","",""
"Min 1x per month","2013","Hamburg","(2b) intermediate general qualification","","","",""
"Min 1x per month","2013","Hamburg","(2a) intermediate vocational","5","","",""
"Min 1x per month","2013","Hamburg","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","2013","Hamburg","(2c_voc) vocational maturity certificate","2","","",""
"Min 1x per month","2013","Hamburg","(3a) lower tertiary education","","","",""
"Min 1x per month","2013","Hamburg","(3b) higher tertiary education","4","","",""
"Min 1x per month","2013","Lower Saxony","(0) in school","","","",""
"Min 1x per month","2013","Lower Saxony","(1a) inadequately completed","1","","",""
"Min 1x per month","2013","Lower Saxony","(1b) general elementary school","4","","",""
