"pli0165","year","age_gr","sampreg","n","percent","lower_confidence","upper_confidence"
"Rarely","2017","35-65 y.","West Germany","150","0.0809239407195174","0.0687663812572247","0.0930815001818102"
"Rarely","2017","35-65 y.","East Germany","15","","",""
"Rarely","2017","66 and older","West Germany","1","","",""
"Rarely","2017","66 and older","East Germany","","","",""
"Never","2017","16-34 y.","West Germany","331","0.120846738005284","0.108814391918967","0.132879084091601"
"Never","2017","16-34 y.","East Germany","67","0.17786676120042","0.141425247411553","0.214308274989286"
"Never","2017","35-65 y.","West Germany","366","0.213999387555367","0.19571628600651","0.232282489104224"
"Never","2017","35-65 y.","East Germany","53","0.18073394362546","0.137967785259111","0.223500101991809"
"Never","2017","66 and older","West Germany","37","0.818538271761674","0.710628178596612","0.926448364926737"
"Never","2017","66 and older","East Germany","2","","",""
"Daily","2018","16-34 y.","West Germany","1267","0.714086784462979","0.693054505375294","0.735119063550663"
"Daily","2018","16-34 y.","East Germany","185","0.630324235115026","0.574670840128837","0.685977630101216"
"Daily","2018","35-65 y.","West Germany","907","0.562988316234925","0.537994944875628","0.587981687594221"
"Daily","2018","35-65 y.","East Germany","142","0.516386301268343","0.456104977469313","0.576667625067374"
"Daily","2018","66 and older","West Germany","8","","",""
"Daily","2018","66 and older","East Germany","","","",""
"Min 1x per week","2018","16-34 y.","West Germany","260","0.160412977101578","0.143330677626935","0.177495276576222"
"Min 1x per week","2018","16-34 y.","East Germany","52","0.213767445021559","0.166501813590617","0.261033076452501"
"Min 1x per week","2018","35-65 y.","West Germany","269","0.170866521220122","0.151900800919419","0.189832241520826"
"Min 1x per week","2018","35-65 y.","East Germany","44","0.163050258755249","0.118489090980974","0.207611426529525"
"Min 1x per week","2018","66 and older","West Germany","3","","",""
"Min 1x per week","2018","66 and older","East Germany","","","",""
"Min 1x per month","2018","16-34 y.","West Germany","44","0.0164945807005731","0.0105659726160027","0.0224231887851436"
"Min 1x per month","2018","16-34 y.","East Germany","6","","",""
"Min 1x per month","2018","35-65 y.","West Germany","55","0.0560189337831057","0.0444317555291153","0.0676061120370961"
"Min 1x per month","2018","35-65 y.","East Germany","11","","",""
"Min 1x per month","2018","66 and older","West Germany","2","","",""
"Min 1x per month","2018","66 and older","East Germany","","","",""
"Rarely","2018","16-34 y.","West Germany","75","0.0407801058406969","0.0315739783218554","0.0499862333595383"
"Rarely","2018","16-34 y.","East Germany","6","","",""
"Rarely","2018","35-65 y.","West Germany","91","0.0781436407977912","0.0646195812054869","0.0916677003900955"
"Rarely","2018","35-65 y.","East Germany","16","","",""
"Rarely","2018","66 and older","West Germany","1","","",""
"Rarely","2018","66 and older","East Germany","","","",""
"Never","2018","16-34 y.","West Germany","127","0.0682255518941728","0.0564894829993359","0.0799616207890096"
"Never","2018","16-34 y.","East Germany","40","0.124031171363251","0.0860289556964325","0.16203338703007"
"Never","2018","35-65 y.","West Germany","191","0.131982587964056","0.114927609887571","0.149037566040542"
"Never","2018","35-65 y.","East Germany","51","0.176243576288777","0.130281230776874","0.22220592180068"
"Never","2018","66 and older","West Germany","16","","",""
"Never","2018","66 and older","East Germany","1","","",""
"Daily","2019","16-34 y.","West Germany","1139","0.74468863178966","0.722688468225764","0.766688795353555"
"Daily","2019","16-34 y.","East Germany","167","0.687698288775688","0.629549679586481","0.745846897964894"
"Daily","2019","35-65 y.","West Germany","1019","0.629000095773915","0.604958989588875","0.653041201958954"
"Daily","2019","35-65 y.","East Germany","142","0.633390897129296","0.571249697647644","0.695532096610948"
"Daily","2019","66 and older","West Germany","6","","",""
"Daily","2019","66 and older","East Germany","","","",""
"Min 1x per week","2019","16-34 y.","West Germany","212","0.14451816617851","0.126777493297941","0.162258839059079"
"Min 1x per week","2019","16-34 y.","East Germany","32","0.0991383487763685","0.0616407836289561","0.136635913923781"
"Min 1x per week","2019","35-65 y.","West Germany","262","0.195645080290465","0.175902654277343","0.215387506303588"
"Min 1x per week","2019","35-65 y.","East Germany","39","0.1454518382516","0.0999875935668617","0.190916082936338"
"Min 1x per week","2019","66 and older","West Germany","3","","",""
"Min 1x per week","2019","66 and older","East Germany","","","",""
"Min 1x per month","2019","16-34 y.","West Germany","18","","",""
"Min 1x per month","2019","16-34 y.","East Germany","4","","",""
"Min 1x per month","2019","35-65 y.","West Germany","39","0.0240779304976069","0.0164490758567243","0.0317067851384895"
"Min 1x per month","2019","35-65 y.","East Germany","3","","",""
"Min 1x per month","2019","66 and older","West Germany","1","","",""
"Min 1x per month","2019","66 and older","East Germany","","","",""
"Rarely","2019","16-34 y.","West Germany","61","0.0465982028834396","0.0359634834151671","0.0572329223517121"
"Rarely","2019","16-34 y.","East Germany","16","","",""
"Rarely","2019","35-65 y.","West Germany","88","0.0565336227833864","0.0450399503868022","0.0680272951799706"
"Rarely","2019","35-65 y.","East Germany","14","","",""
"Rarely","2019","66 and older","West Germany","5","","",""
"Rarely","2019","66 and older","East Germany","1","","",""
"Never","2019","16-34 y.","West Germany","79","0.0502613809459815","0.0392377991607786","0.0612849627311843"
"Never","2019","16-34 y.","East Germany","25","","",""
"Never","2019","35-65 y.","West Germany","143","0.094743270654627","0.0801684822117004","0.109318059097554"
"Never","2019","35-65 y.","East Germany","33","0.143806940461951","0.0985570141915891","0.189056866732313"
"Never","2019","66 and older","West Germany","18","","",""
"Never","2019","66 and older","East Germany","","","",""
