"pli0165","year","hgtyp1hh","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Never","2013","Couple + C. GT 16 ","Rural Area","433","0.446752131902821","0.415892289544439","0.477611974261202","5"
"Never","2013","(Married) couple without C. ","Urban Area","3038","0.617923482351618","0.604180545960218","0.631666418743017","5"
"Never","2013","(Married) couple without C. ","Rural Area","1907","0.674121001479083","0.656726141026922","0.691515861931243","5"
"Never","2013","Couple + C. GT 16 ","Urban Area","747","0.374352100478","0.351806251664669","0.396897949291331","5"
"Never","2013","1-pers.-HH","Rural Area","759","0.66525501863687","0.637728439862307","0.692781597411433","5"
"Never","2013","Single parent ","Urban Area","567","0.363610229129389","0.340703080728355","0.386517377530423","5"
"Never","2013","Single parent ","Rural Area","327","0.351902621583496","0.321009760331321","0.382795482835672","5"
"Never","2013","Couple + C. LE 16 ","Urban Area","1761","0.424734524260926","0.409769335541498","0.439699712980353","5"
"Never","2013","Couple + C. LE 16 ","Rural Area","992","0.429340321033176","0.409045070302251","0.449635571764101","5"
"Never","2013","1-pers.-HH","Urban Area","1430","0.606134299124466","0.586703402335439","0.625565195913493","5"
"Never","2013","Couple + C. LE and GT 16","Urban Area","442","0.348581132116105","0.321961553933391","0.375200710298819","5"
"Never","2013","Couple + C. LE and GT 16","Rural Area","310","0.384620181287335","0.350630398930615","0.418609963644055","5"
"Rarely","2013","(Married) couple without C. ","Urban Area","376","0.0757094323617716","0.068227457086198","0.0831914076373452","4"
"Rarely","2013","1-pers.-HH","Rural Area","70","0.0748551499060675","0.0595048512310757","0.0902054485810593","4"
"Rarely","2013","(Married) couple without C. ","Rural Area","207","0.0742389548060162","0.0645094842191586","0.0839684253928737","4"
"Rarely","2013","1-pers.-HH","Urban Area","135","0.05234218349363","0.0434851961113477","0.0611991708759124","4"
"Rarely","2013","Single parent ","Urban Area","107","0.0533004936043855","0.0426034669284034","0.0639975202803677","4"
"Rarely","2013","Single parent ","Rural Area","70","0.0830015903751847","0.0651550413810201","0.100848139369349","4"
"Rarely","2013","Couple + C. LE 16 ","Urban Area","374","0.085161211498356","0.0767107104263652","0.0936117125703468","4"
"Rarely","2013","Couple + C. LE 16 ","Rural Area","240","0.135103786576799","0.121087894417298","0.1491196787363","4"
"Rarely","2013","Couple + C. GT 16 ","Urban Area","128","0.0706740865080573","0.0587348767214841","0.0826132962946305","4"
"Rarely","2013","Couple + C. GT 16 ","Rural Area","90","0.0790458442618088","0.0622979951683987","0.0957936933552189","4"
"Rarely","2013","Couple + C. LE and GT 16","Urban Area","103","0.0733027912022143","0.058743231286933","0.0878623511174955","4"
"Rarely","2013","Couple + C. LE and GT 16","Rural Area","65","0.0938630596547455","0.073487713482433","0.114238405827058","4"
"Daily","2014","Single parent ","Rural Area","","","","","1"
"Daily","2014","Couple + C. LE 16 ","Urban Area","","","","","1"
"Daily","2014","Couple + C. LE 16 ","Rural Area","","","","","1"
"Daily","2014","Couple + C. GT 16 ","Urban Area","","","","","1"
"Daily","2014","Couple + C. GT 16 ","Rural Area","","","","","1"
"Daily","2014","Couple + C. LE and GT 16","Urban Area","","","","","1"
"Daily","2014","1-pers.-HH","Urban Area","","","","","1"
"Daily","2014","1-pers.-HH","Rural Area","","","","","1"
"Daily","2014","(Married) couple without C. ","Urban Area","","","","","1"
"Daily","2014","(Married) couple without C. ","Rural Area","","","","","1"
"Daily","2014","Single parent ","Urban Area","","","","","1"
"Daily","2014","Couple + C. LE and GT 16","Rural Area","","","","","1"
"Min 1x per month","2014","Couple + C. GT 16 ","Rural Area","","","","","3"
"Min 1x per month","2014","(Married) couple without C. ","Urban Area","","","","","3"
"Min 1x per month","2014","(Married) couple without C. ","Rural Area","","","","","3"
"Min 1x per month","2014","Single parent ","Rural Area","","","","","3"
"Min 1x per month","2014","Couple + C. LE 16 ","Urban Area","","","","","3"
"Min 1x per month","2014","Couple + C. GT 16 ","Urban Area","","","","","3"
"Min 1x per month","2014","Couple + C. LE and GT 16","Urban Area","","","","","3"
"Min 1x per month","2014","Couple + C. LE and GT 16","Rural Area","","","","","3"
"Min 1x per month","2014","1-pers.-HH","Urban Area","","","","","3"
"Min 1x per month","2014","1-pers.-HH","Rural Area","","","","","3"
"Min 1x per month","2014","Single parent ","Urban Area","","","","","3"
"Min 1x per month","2014","Couple + C. LE 16 ","Rural Area","","","","","3"
"Min 1x per week","2014","(Married) couple without C. ","Rural Area","","","","","2"
"Min 1x per week","2014","1-pers.-HH","Rural Area","","","","","2"
"Min 1x per week","2014","(Married) couple without C. ","Urban Area","","","","","2"
"Min 1x per week","2014","Single parent ","Urban Area","","","","","2"
"Min 1x per week","2014","1-pers.-HH","Urban Area","","","","","2"
"Min 1x per week","2014","Single parent ","Rural Area","","","","","2"
"Min 1x per week","2014","Couple + C. LE 16 ","Rural Area","","","","","2"
"Min 1x per week","2014","Couple + C. LE 16 ","Urban Area","","","","","2"
"Min 1x per week","2014","Couple + C. GT 16 ","Urban Area","","","","","2"
"Min 1x per week","2014","Couple + C. GT 16 ","Rural Area","","","","","2"
"Min 1x per week","2014","Couple + C. LE and GT 16","Urban Area","","","","","2"
"Min 1x per week","2014","Couple + C. LE and GT 16","Rural Area","","","","","2"
"Never","2014","(Married) couple without C. ","Urban Area","","","","","5"
"Never","2014","Couple + C. GT 16 ","Urban Area","","","","","5"
"Never","2014","Couple + C. GT 16 ","Rural Area","","","","","5"
"Never","2014","1-pers.-HH","Rural Area","","","","","5"
"Never","2014","(Married) couple without C. ","Rural Area","","","","","5"
"Never","2014","Single parent ","Urban Area","","","","","5"
"Never","2014","Single parent ","Rural Area","","","","","5"
"Never","2014","Couple + C. LE 16 ","Rural Area","","","","","5"
"Never","2014","1-pers.-HH","Urban Area","","","","","5"
"Never","2014","Couple + C. LE 16 ","Urban Area","","","","","5"
"Never","2014","Couple + C. LE and GT 16","Urban Area","","","","","5"
"Never","2014","Couple + C. LE and GT 16","Rural Area","","","","","5"
"Rarely","2014","1-pers.-HH","Urban Area","","","","","4"
"Rarely","2014","(Married) couple without C. ","Urban Area","","","","","4"
"Rarely","2014","(Married) couple without C. ","Rural Area","","","","","4"
"Rarely","2014","1-pers.-HH","Rural Area","","","","","4"
"Rarely","2014","Single parent ","Urban Area","","","","","4"
"Rarely","2014","Single parent ","Rural Area","","","","","4"
"Rarely","2014","Couple + C. LE 16 ","Urban Area","","","","","4"
"Rarely","2014","Couple + C. LE 16 ","Rural Area","","","","","4"
"Rarely","2014","Couple + C. GT 16 ","Urban Area","","","","","4"
"Rarely","2014","Couple + C. GT 16 ","Rural Area","","","","","4"
"Rarely","2014","Couple + C. LE and GT 16","Urban Area","","","","","4"
"Rarely","2014","Couple + C. LE and GT 16","Rural Area","","","","","4"
"Daily","2015","1-pers.-HH","Urban Area","","","","","1"
"Daily","2015","1-pers.-HH","Rural Area","","","","","1"
"Daily","2015","(Married) couple without C. ","Urban Area","","","","","1"
"Daily","2015","(Married) couple without C. ","Rural Area","","","","","1"
"Daily","2015","Single parent ","Rural Area","","","","","1"
"Daily","2015","Couple + C. LE 16 ","Urban Area","","","","","1"
"Daily","2015","Couple + C. LE 16 ","Rural Area","","","","","1"
"Daily","2015","Couple + C. GT 16 ","Urban Area","","","","","1"
"Daily","2015","Couple + C. GT 16 ","Rural Area","","","","","1"
"Daily","2015","Couple + C. LE and GT 16","Urban Area","","","","","1"
"Daily","2015","Couple + C. LE and GT 16","Rural Area","","","","","1"
"Daily","2015","Single parent ","Urban Area","","","","","1"
"Min 1x per month","2015","(Married) couple without C. ","Urban Area","","","","","3"
"Min 1x per month","2015","Single parent ","Rural Area","","","","","3"
"Min 1x per month","2015","Couple + C. GT 16 ","Urban Area","","","","","3"
"Min 1x per month","2015","Couple + C. GT 16 ","Rural Area","","","","","3"
"Min 1x per month","2015","Couple + C. LE and GT 16","Rural Area","","","","","3"
"Min 1x per month","2015","1-pers.-HH","Rural Area","","","","","3"
"Min 1x per month","2015","(Married) couple without C. ","Rural Area","","","","","3"
"Min 1x per month","2015","Single parent ","Urban Area","","","","","3"
"Min 1x per month","2015","Couple + C. LE 16 ","Urban Area","","","","","3"
"Min 1x per month","2015","Couple + C. LE 16 ","Rural Area","","","","","3"
"Min 1x per month","2015","Couple + C. LE and GT 16","Urban Area","","","","","3"
"Min 1x per month","2015","1-pers.-HH","Urban Area","","","","","3"
"Min 1x per week","2015","(Married) couple without C. ","Urban Area","","","","","2"
"Min 1x per week","2015","(Married) couple without C. ","Rural Area","","","","","2"
"Min 1x per week","2015","Single parent ","Urban Area","","","","","2"
"Min 1x per week","2015","1-pers.-HH","Rural Area","","","","","2"
"Min 1x per week","2015","1-pers.-HH","Urban Area","","","","","2"
"Min 1x per week","2015","Single parent ","Rural Area","","","","","2"
"Min 1x per week","2015","Couple + C. LE 16 ","Rural Area","","","","","2"
"Min 1x per week","2015","Couple + C. LE 16 ","Urban Area","","","","","2"
"Min 1x per week","2015","Couple + C. GT 16 ","Urban Area","","","","","2"
"Min 1x per week","2015","Couple + C. GT 16 ","Rural Area","","","","","2"
"Min 1x per week","2015","Couple + C. LE and GT 16","Rural Area","","","","","2"
"Min 1x per week","2015","Couple + C. LE and GT 16","Urban Area","","","","","2"
"Never","2015","Couple + C. GT 16 ","Urban Area","","","","","5"
"Never","2015","1-pers.-HH","Rural Area","","","","","5"
"Never","2015","(Married) couple without C. ","Urban Area","","","","","5"
"Never","2015","(Married) couple without C. ","Rural Area","","","","","5"
"Never","2015","Single parent ","Urban Area","","","","","5"
"Never","2015","Single parent ","Rural Area","","","","","5"
"Never","2015","Couple + C. LE 16 ","Rural Area","","","","","5"
"Never","2015","Couple + C. GT 16 ","Rural Area","","","","","5"
"Never","2015","Couple + C. LE and GT 16","Urban Area","","","","","5"
"Never","2015","1-pers.-HH","Urban Area","","","","","5"
"Never","2015","Couple + C. LE 16 ","Urban Area","","","","","5"
"Never","2015","Couple + C. LE and GT 16","Rural Area","","","","","5"
"Rarely","2015","1-pers.-HH","Urban Area","","","","","4"
"Rarely","2015","1-pers.-HH","Rural Area","","","","","4"
"Rarely","2015","(Married) couple without C. ","Urban Area","","","","","4"
"Rarely","2015","(Married) couple without C. ","Rural Area","","","","","4"
"Rarely","2015","Single parent ","Urban Area","","","","","4"
"Rarely","2015","Single parent ","Rural Area","","","","","4"
"Rarely","2015","Couple + C. LE 16 ","Urban Area","","","","","4"
"Rarely","2015","Couple + C. LE 16 ","Rural Area","","","","","4"
"Rarely","2015","Couple + C. LE and GT 16","Rural Area","","","","","4"
"Rarely","2015","Couple + C. GT 16 ","Urban Area","","","","","4"
"Rarely","2015","Couple + C. GT 16 ","Rural Area","","","","","4"
"Rarely","2015","Couple + C. LE and GT 16","Urban Area","","","","","4"
"Daily","2016","1-pers.-HH","Urban Area","","","","","1"
"Daily","2016","Single parent ","Rural Area","","","","","1"
"Daily","2016","Couple + C. LE 16 ","Urban Area","","","","","1"
"Daily","2016","Couple + C. LE 16 ","Rural Area","","","","","1"
"Daily","2016","Couple + C. GT 16 ","Urban Area","","","","","1"
"Daily","2016","Couple + C. GT 16 ","Rural Area","","","","","1"
"Daily","2016","Couple + C. LE and GT 16","Rural Area","","","","","1"
"Daily","2016","1-pers.-HH","Rural Area","","","","","1"
"Daily","2016","(Married) couple without C. ","Urban Area","","","","","1"
"Daily","2016","(Married) couple without C. ","Rural Area","","","","","1"
"Daily","2016","Single parent ","Urban Area","","","","","1"
"Daily","2016","Couple + C. LE and GT 16","Urban Area","","","","","1"
"Min 1x per month","2016","Single parent ","Rural Area","","","","","3"
"Min 1x per month","2016","Couple + C. GT 16 ","Urban Area","","","","","3"
"Min 1x per month","2016","Couple + C. LE and GT 16","Rural Area","","","","","3"
"Min 1x per month","2016","1-pers.-HH","Rural Area","","","","","3"
"Min 1x per month","2016","(Married) couple without C. ","Urban Area","","","","","3"
"Min 1x per month","2016","Single parent ","Urban Area","","","","","3"
"Min 1x per month","2016","Couple + C. LE 16 ","Rural Area","","","","","3"
"Min 1x per month","2016","Couple + C. GT 16 ","Rural Area","","","","","3"
"Min 1x per month","2016","Couple + C. LE and GT 16","Urban Area","","","","","3"
"Min 1x per month","2016","1-pers.-HH","Urban Area","","","","","3"
"Min 1x per month","2016","(Married) couple without C. ","Rural Area","","","","","3"
"Min 1x per month","2016","Couple + C. LE 16 ","Urban Area","","","","","3"
"Min 1x per week","2016","1-pers.-HH","Rural Area","","","","","2"
"Min 1x per week","2016","(Married) couple without C. ","Urban Area","","","","","2"
"Min 1x per week","2016","(Married) couple without C. ","Rural Area","","","","","2"
"Min 1x per week","2016","1-pers.-HH","Urban Area","","","","","2"
"Min 1x per week","2016","Single parent ","Urban Area","","","","","2"
"Min 1x per week","2016","Single parent ","Rural Area","","","","","2"
"Min 1x per week","2016","Couple + C. LE 16 ","Rural Area","","","","","2"
"Min 1x per week","2016","Couple + C. LE 16 ","Urban Area","","","","","2"
"Min 1x per week","2016","Couple + C. GT 16 ","Urban Area","","","","","2"
"Min 1x per week","2016","Couple + C. GT 16 ","Rural Area","","","","","2"
"Min 1x per week","2016","Couple + C. LE and GT 16","Rural Area","","","","","2"
"Min 1x per week","2016","Couple + C. LE and GT 16","Urban Area","","","","","2"
"Never","2016","1-pers.-HH","Rural Area","","","","","5"
"Never","2016","Couple + C. LE 16 ","Rural Area","","","","","5"
"Never","2016","Couple + C. GT 16 ","Urban Area","","","","","5"
"Never","2016","Couple + C. GT 16 ","Rural Area","","","","","5"
"Never","2016","Couple + C. LE and GT 16","Urban Area","","","","","5"
"Never","2016","1-pers.-HH","Urban Area","","","","","5"
"Never","2016","(Married) couple without C. ","Urban Area","","","","","5"
"Never","2016","(Married) couple without C. ","Rural Area","","","","","5"
"Never","2016","Single parent ","Urban Area","","","","","5"
"Never","2016","Single parent ","Rural Area","","","","","5"
"Never","2016","Couple + C. LE 16 ","Urban Area","","","","","5"
"Never","2016","Couple + C. LE and GT 16","Rural Area","","","","","5"
"Rarely","2016","1-pers.-HH","Rural Area","","","","","4"
"Rarely","2016","1-pers.-HH","Urban Area","","","","","4"
"Rarely","2016","(Married) couple without C. ","Urban Area","","","","","4"
"Rarely","2016","(Married) couple without C. ","Rural Area","","","","","4"
"Rarely","2016","Single parent ","Rural Area","","","","","4"
"Rarely","2016","Single parent ","Urban Area","","","","","4"
"Rarely","2016","Couple + C. LE 16 ","Urban Area","","","","","4"
"Rarely","2016","Couple + C. LE 16 ","Rural Area","","","","","4"
"Rarely","2016","Couple + C. LE and GT 16","Rural Area","","","","","4"
"Rarely","2016","Couple + C. GT 16 ","Urban Area","","","","","4"
"Rarely","2016","Couple + C. GT 16 ","Rural Area","","","","","4"
"Rarely","2016","Couple + C. LE and GT 16","Urban Area","","","","","4"
"Daily","2017","1-pers.-HH","Urban Area","496","0.614808060065149","0.580743841441613","0.648872278688685","1"
"Daily","2017","Single parent ","Rural Area","50","0.52461323082595","0.422007750033988","0.627218711617912","1"
"Daily","2017","Couple + C. LE and GT 16","Rural Area","113","0.562071774156703","0.49279106329854","0.631352485014866","1"
"Daily","2017","1-pers.-HH","Rural Area","210","0.615926767296877","0.563529859999699","0.668323674594056","1"
"Daily","2017","(Married) couple without C. ","Urban Area","87","0.498857521257745","0.421140096846572","0.576574945668918","1"
"Daily","2017","Single parent ","Urban Area","168","0.485918981544541","0.429172665115714","0.542665297973368","1"
"Daily","2017","Couple + C. LE 16 ","Urban Area","947","0.574489730477601","0.550202795102921","0.59877666585228","1"
"Daily","2017","Couple + C. LE 16 ","Rural Area","361","0.541893685553419","0.504878182545273","0.578909188561566","1"
"Daily","2017","Couple + C. GT 16 ","Urban Area","40","0.632160934558785","0.523747264308078","0.740574604809492","1"
"Daily","2017","Couple + C. GT 16 ","Rural Area","20","","","","1"
"Daily","2017","Couple + C. LE and GT 16","Urban Area","230","0.462262191609939","0.415517010587705","0.509007372632173","1"
"Daily","2017","(Married) couple without C. ","Rural Area","38","0.743546779413279","0.622508897283221","0.864584661543338","1"
"Min 1x per month","2017","Couple + C. LE and GT 16","Rural Area","4","","","","3"
"Min 1x per month","2017","1-pers.-HH","Rural Area","12","","","","3"
"Min 1x per month","2017","Single parent ","Urban Area","12","","","","3"
"Min 1x per month","2017","Single parent ","Rural Area","2","","","","3"
"Min 1x per month","2017","Couple + C. LE 16 ","Rural Area","22","","","","3"
"Min 1x per month","2017","Couple + C. GT 16 ","Urban Area","3","","","","3"
"Min 1x per month","2017","Couple + C. LE and GT 16","Urban Area","9","","","","3"
"Min 1x per month","2017","1-pers.-HH","Urban Area","26","","","","3"
"Min 1x per month","2017","(Married) couple without C. ","Urban Area","6","","","","3"
"Min 1x per month","2017","(Married) couple without C. ","Rural Area","3","","","","3"
"Min 1x per month","2017","Couple + C. LE 16 ","Urban Area","47","0.0334984569128782","0.0246597194104717","0.0423371944152847","3"
"Min 1x per month","2017","Couple + C. GT 16 ","Rural Area","1","","","","3"
"Min 1x per week","2017","1-pers.-HH","Rural Area","54","0.131299805081728","0.0949165882827183","0.167683021880738","2"
"Min 1x per week","2017","(Married) couple without C. ","Urban Area","26","","","","2"
"Min 1x per week","2017","(Married) couple without C. ","Rural Area","3","","","","2"
"Min 1x per week","2017","1-pers.-HH","Urban Area","134","0.164532139178692","0.138579573083806","0.190484705273577","2"
"Min 1x per week","2017","Single parent ","Urban Area","41","0.165568835906194","0.123367663690966","0.207770008121421","2"
"Min 1x per week","2017","Single parent ","Rural Area","12","","","","2"
"Min 1x per week","2017","Couple + C. LE 16 ","Urban Area","302","0.188231833854151","0.169030159321847","0.207433508386456","2"
"Min 1x per week","2017","Couple + C. LE 16 ","Rural Area","136","0.188781070488026","0.159707944416999","0.217854196559053","2"
"Min 1x per week","2017","Couple + C. GT 16 ","Urban Area","8","","","","2"
"Min 1x per week","2017","Couple + C. GT 16 ","Rural Area","1","","","","2"
"Min 1x per week","2017","Couple + C. LE and GT 16","Urban Area","72","0.158561167456159","0.124314598672294","0.192807736240023","2"
"Min 1x per week","2017","Couple + C. LE and GT 16","Rural Area","34","0.165416287903255","0.113531617098278","0.217300958708232","2"
"Never","2017","Couple + C. LE 16 ","Rural Area","131","0.178321965136836","0.149884116996189","0.206759813277483","5"
"Never","2017","1-pers.-HH","Urban Area","90","0.128667888904047","0.105230080105142","0.152105697702953","5"
"Never","2017","1-pers.-HH","Rural Area","37","0.144794729738944","0.106885439293747","0.18270402018414","5"
"Never","2017","(Married) couple without C. ","Urban Area","29","","","","5"
"Never","2017","(Married) couple without C. ","Rural Area","6","","","","5"
"Never","2017","Single parent ","Urban Area","59","0.228544164005733","0.180870277165598","0.276218050845868","5"
"Never","2017","Single parent ","Rural Area","18","","","","5"
"Never","2017","Couple + C. LE 16 ","Urban Area","211","0.15400292942959","0.136272245831638","0.171733613027541","5"
"Never","2017","Couple + C. GT 16 ","Urban Area","20","","","","5"
"Never","2017","Couple + C. GT 16 ","Rural Area","5","","","","5"
"Never","2017","Couple + C. LE and GT 16","Urban Area","99","0.253352874665857","0.212574680503395","0.29413106882832","5"
"Never","2017","Couple + C. LE and GT 16","Rural Area","37","0.230103301976712","0.171328302780648","0.288878301172776","5"
"Rarely","2017","1-pers.-HH","Rural Area","18","","","","4"
"Rarely","2017","1-pers.-HH","Urban Area","38","0.0512890535558571","0.0358482691896558","0.0667298379220584","4"
"Rarely","2017","(Married) couple without C. ","Urban Area","11","","","","4"
"Rarely","2017","(Married) couple without C. ","Rural Area","","","","","4"
"Rarely","2017","Single parent ","Rural Area","9","","","","4"
"Rarely","2017","Single parent ","Urban Area","18","","","","4"
"Rarely","2017","Couple + C. LE 16 ","Urban Area","85","0.0497770493257802","0.0390937870216964","0.060460311629864","4"
"Rarely","2017","Couple + C. LE and GT 16","Rural Area","9","","","","4"
"Rarely","2017","Couple + C. LE and GT 16","Urban Area","27","","","","4"
"Rarely","2017","Couple + C. LE 16 ","Rural Area","46","0.0568550967045381","0.0396515740544366","0.0740586193546396","4"
"Rarely","2017","Couple + C. GT 16 ","Urban Area","5","","","","4"
"Rarely","2017","Couple + C. GT 16 ","Rural Area","1","","","","4"
"Daily","2018","1-pers.-HH","Urban Area","416","0.715375764946453","0.678429220145316","0.75232230974759","1"
"Daily","2018","1-pers.-HH","Rural Area","147","0.665222382669131","0.601847098005171","0.728597667333091","1"
"Daily","2018","Single parent ","Rural Area","42","0.468465363907393","0.35979525315173","0.577135474663055","1"
"Daily","2018","Couple + C. LE and GT 16","Rural Area","92","0.730837918386061","0.656021195403272","0.80565464136885","1"
"Daily","2018","Single parent ","Urban Area","150","0.610514801346319","0.549578777118449","0.671450825574188","1"
"Daily","2018","Couple + C. LE 16 ","Urban Area","793","0.622146982564683","0.594805467845363","0.649488497284003","1"
"Daily","2018","Couple + C. LE 16 ","Rural Area","260","0.607329742311906","0.56220984393067","0.652449640693143","1"
"Daily","2018","Couple + C. GT 16 ","Urban Area","37","0.559978118781065","0.44451545252196","0.67544078504017","1"
"Daily","2018","Couple + C. LE and GT 16","Urban Area","221","0.534071455303893","0.48385016941986","0.584292741187926","1"
"Daily","2018","(Married) couple without C. ","Urban Area","58","0.527216088793295","0.422904532020289","0.631527645566301","1"
"Daily","2018","(Married) couple without C. ","Rural Area","31","0.696629395928256","0.559224720782058","0.834034071074454","1"
"Daily","2018","Couple + C. GT 16 ","Rural Area","11","","","","1"
"Min 1x per month","2018","Single parent ","Urban Area","5","","","","3"
"Min 1x per month","2018","Couple + C. LE 16 ","Rural Area","12","","","","3"
"Min 1x per month","2018","Couple + C. LE and GT 16","Urban Area","19","","","","3"
"Min 1x per month","2018","Couple + C. LE and GT 16","Rural Area","","","","","3"
"Min 1x per month","2018","1-pers.-HH","Urban Area","13","","","","3"
"Min 1x per month","2018","1-pers.-HH","Rural Area","8","","","","3"
"Min 1x per month","2018","(Married) couple without C. ","Rural Area","2","","","","3"
"Min 1x per month","2018","Single parent ","Rural Area","5","","","","3"
"Min 1x per month","2018","Couple + C. LE 16 ","Urban Area","37","0.0245348588371978","0.0158109266154423","0.0332587910589533","3"
"Min 1x per month","2018","Couple + C. GT 16 ","Urban Area","3","","","","3"
"Min 1x per month","2018","Couple + C. GT 16 ","Rural Area","","","","","3"
"Min 1x per month","2018","(Married) couple without C. ","Urban Area","2","","","","3"
"Min 1x per week","2018","1-pers.-HH","Urban Area","81","0.151142322971422","0.121814402711804","0.18047024323104","2"
"Min 1x per week","2018","1-pers.-HH","Rural Area","28","","","","2"
"Min 1x per week","2018","(Married) couple without C. ","Urban Area","11","","","","2"
"Min 1x per week","2018","(Married) couple without C. ","Rural Area","7","","","","2"
"Min 1x per week","2018","Single parent ","Urban Area","46","0.212947587987261","0.161788979024414","0.264106196950109","2"
"Min 1x per week","2018","Single parent ","Rural Area","15","","","","2"
"Min 1x per week","2018","Couple + C. LE 16 ","Urban Area","194","0.170556646745838","0.149346566385011","0.191766727106665","2"
"Min 1x per week","2018","Couple + C. LE 16 ","Rural Area","97","0.197226925799931","0.160463046168077","0.233990805431785","2"
"Min 1x per week","2018","Couple + C. LE and GT 16","Urban Area","65","0.214166095112043","0.172864271611043","0.255467918613044","2"
"Min 1x per week","2018","Couple + C. GT 16 ","Urban Area","10","","","","2"
"Min 1x per week","2018","Couple + C. GT 16 ","Rural Area","2","","","","2"
"Min 1x per week","2018","Couple + C. LE and GT 16","Rural Area","23","","","","2"
"Never","2018","1-pers.-HH","Urban Area","39","0.0608332445354048","0.0412622621691186","0.0804042269016911","5"
"Never","2018","Couple + C. LE 16 ","Rural Area","66","0.140120096563291","0.108049211333946","0.172190981792636","5"
"Never","2018","Couple + C. GT 16 ","Urban Area","17","","","","5"
"Never","2018","Couple + C. GT 16 ","Rural Area","5","","","","5"
