"pli0165","year","pgcasmin","sampreg","n","percent","lower_confidence","upper_confidence"
"Min 1x per week","2013","(1a) inadequately completed","West Germany","35","0.139371955362506","0.10063064134997","0.178113269375042"
"Min 1x per week","2013","(1a) inadequately completed","East Germany","3","","",""
"Min 1x per week","2013","(1b) general elementary school","West Germany","146","0.0475307068183126","0.0374401115792516","0.0576213020573736"
"Min 1x per week","2013","(1b) general elementary school","East Germany","14","","",""
"Min 1x per week","2013","(1c) basic vocational qualification","West Germany","501","0.0991489858209934","0.0906508004557168","0.10764717118627"
"Min 1x per week","2013","(1c) basic vocational qualification","East Germany","62","0.0451329465292431","0.0324978951864825","0.0577679978720038"
"Min 1x per week","2013","(2b) intermediate general qualification","West Germany","74","0.146474781304179","0.117871316179184","0.175078246429173"
"Min 1x per week","2013","(2b) intermediate general qualification","East Germany","14","","",""
"Min 1x per week","2013","(2a) intermediate vocational","West Germany","547","0.127123769699102","0.117186964369439","0.137060575028765"
"Min 1x per week","2013","(2a) intermediate vocational","East Germany","264","0.129413139571507","0.115221743403045","0.143604535739969"
"Min 1x per week","2013","(2c_gen) general maturity certificate","West Germany","89","0.0958031024101812","0.0763902643331077","0.115215940487255"
"Min 1x per week","2013","(2c_gen) general maturity certificate","East Germany","18","","",""
"Min 1x per week","2013","(2c_voc) vocational maturity certificate","West Germany","249","0.125593368797022","0.110688584861352","0.140498152732692"
"Min 1x per week","2013","(2c_voc) vocational maturity certificate","East Germany","49","0.113086940921309","0.0798129248552799","0.146360956987338"
"Min 1x per week","2013","(3a) lower tertiary education","West Germany","191","0.120438438516707","0.10359273339352","0.137284143639895"
"Min 1x per week","2013","(3a) lower tertiary education","East Germany","71","0.0942558099955851","0.0716366787960123","0.116874941195158"
"Min 1x per week","2013","(3b) higher tertiary education","West Germany","386","0.126526948838946","0.114493714319057","0.138560183358836"
"Min 1x per week","2013","(3b) higher tertiary education","East Germany","92","0.0984328272743578","0.0778923072038816","0.118973347344834"
"Min 1x per month","2013","(0) in school","West Germany","4","","",""
"Min 1x per month","2013","(0) in school","East Germany","2","","",""
"Min 1x per month","2013","(1a) inadequately completed","West Germany","9","","",""
"Min 1x per month","2013","(1a) inadequately completed","East Germany","","","",""
"Min 1x per month","2013","(1b) general elementary school","West Germany","31","0.0166542721168047","0.0105852306655703","0.022723313568039"
"Min 1x per month","2013","(1b) general elementary school","East Germany","5","","",""
"Min 1x per month","2013","(1c) basic vocational qualification","West Germany","130","0.026046909534834","0.0215179056141944","0.0305759134554735"
"Min 1x per month","2013","(1c) basic vocational qualification","East Germany","13","","",""
"Min 1x per month","2013","(2b) intermediate general qualification","West Germany","8","","",""
"Min 1x per month","2013","(2b) intermediate general qualification","East Germany","","","",""
"Min 1x per month","2013","(2a) intermediate vocational","West Germany","137","0.0298240591176782","0.0247498811798047","0.0348982370555517"
"Min 1x per month","2013","(2a) intermediate vocational","East Germany","75","0.0287361933841837","0.0216728047077272","0.0357995820606402"
"Min 1x per month","2013","(2c_gen) general maturity certificate","West Germany","23","","",""
"Min 1x per month","2013","(2c_gen) general maturity certificate","East Germany","1","","",""
"Min 1x per month","2013","(2c_voc) vocational maturity certificate","West Germany","54","0.030048382725611","0.0223699745409604","0.0377267909102616"
"Min 1x per month","2013","(2c_voc) vocational maturity certificate","East Germany","9","","",""
"Min 1x per month","2013","(3a) lower tertiary education","West Germany","64","0.0488107965664339","0.0376584843572005","0.0599631087756673"
"Min 1x per month","2013","(3a) lower tertiary education","East Germany","17","","",""
"Min 1x per month","2013","(3b) higher tertiary education","West Germany","99","0.0371164004840339","0.0302735676772038","0.0439592332908641"
"Min 1x per month","2013","(3b) higher tertiary education","East Germany","24","","",""
"Rarely","2013","(0) in school","West Germany","7","","",""
"Rarely","2013","(0) in school","East Germany","1","","",""
"Rarely","2013","(1a) inadequately completed","West Germany","14","","",""
"Rarely","2013","(1a) inadequately completed","East Germany","3","","",""
"Rarely","2013","(1b) general elementary school","West Germany","104","0.0425726453482686","0.0329980067086281","0.052147283987909"
"Rarely","2013","(1b) general elementary school","East Germany","6","","",""
"Rarely","2013","(1c) basic vocational qualification","West Germany","388","0.0787802794557646","0.071119976470022","0.0864405824415073"
"Rarely","2013","(1c) basic vocational qualification","East Germany","44","0.0376930209347937","0.0261013510792047","0.0492846907903827"
"Rarely","2013","(2b) intermediate general qualification","West Germany","29","","",""
"Rarely","2013","(2b) intermediate general qualification","East Germany","6","","",""
"Rarely","2013","(2a) intermediate vocational","West Germany","339","0.0761813847725527","0.0682677709614803","0.084094998583625"
"Rarely","2013","(2a) intermediate vocational","East Germany","195","0.0963254033020581","0.083851386110342","0.108799420493774"
"Rarely","2013","(2c_gen) general maturity certificate","West Germany","46","0.0589854121994596","0.0434458697712671","0.0745249546276521"
"Rarely","2013","(2c_gen) general maturity certificate","East Germany","10","","",""
"Rarely","2013","(2c_voc) vocational maturity certificate","West Germany","159","0.0885332270719878","0.0757568071690171","0.101309646974958"
"Rarely","2013","(2c_voc) vocational maturity certificate","East Germany","32","0.118192969466339","0.0842741233524458","0.152111815580233"
"Rarely","2013","(3a) lower tertiary education","West Germany","154","0.108322807639276","0.0922372063953997","0.124408408883153"
"Rarely","2013","(3a) lower tertiary education","East Germany","59","0.0896469467638841","0.0675317018040055","0.111762191723763"
"Rarely","2013","(3b) higher tertiary education","West Germany","305","0.0799702059298169","0.0701520220604886","0.0897883897991451"
"Rarely","2013","(3b) higher tertiary education","East Germany","69","0.0709025012125756","0.05320533075168","0.0885996716734713"
"Never","2013","(0) in school","West Germany","14","","",""
"Never","2013","(0) in school","East Germany","3","","",""
"Never","2013","(1a) inadequately completed","West Germany","172","0.650534803377229","0.597199332128539","0.703870274625918"
"Never","2013","(1a) inadequately completed","East Germany","26","","",""
"Never","2013","(1b) general elementary school","West Germany","999","0.720227183863763","0.698938850147794","0.741515517579731"
"Never","2013","(1b) general elementary school","East Germany","147","0.727718927263115","0.668764476811743","0.786673377714488"
"Never","2013","(1c) basic vocational qualification","West Germany","2844","0.646272786138681","0.632677205916793","0.659868366360569"
"Never","2013","(1c) basic vocational qualification","East Germany","776","0.800146890456161","0.775808097925846","0.824485682986475"
"Never","2013","(2b) intermediate general qualification","West Germany","167","0.326694301440479","0.288753546775216","0.364635056105742"
"Never","2013","(2b) intermediate general qualification","East Germany","30","0.293943966047832","0.217095878155103","0.370792053940561"
"Never","2013","(2a) intermediate vocational","West Germany","2058","0.493554631174928","0.478640739496419","0.508468522853436"
"Never","2013","(2a) intermediate vocational","East Germany","1154","0.561026330936216","0.540044627656569","0.582008034215864"
"Never","2013","(2c_gen) general maturity certificate","West Germany","211","0.21196643771681","0.185009308087547","0.238923567346073"
"Never","2013","(2c_gen) general maturity certificate","East Germany","31","0.126604763273673","0.0724801854055779","0.180729341141767"
"Never","2013","(2c_voc) vocational maturity certificate","West Germany","874","0.447267643869507","0.424904812258533","0.469630475480481"
"Never","2013","(2c_voc) vocational maturity certificate","East Germany","169","0.481931010396889","0.429432775246311","0.534429245547468"
"Never","2013","(3a) lower tertiary education","West Germany","746","0.547837840817836","0.522077794719844","0.573597886915828"
"Never","2013","(3a) lower tertiary education","East Germany","400","0.650932187531638","0.614030871742304","0.687833503320972"
"Never","2013","(3b) higher tertiary education","West Germany","1497","0.509643071311416","0.491548207104884","0.527737935517948"
"Never","2013","(3b) higher tertiary education","East Germany","448","0.563140805605202","0.528941156526049","0.597340454684356"
"Daily","2014","(0) in school","West Germany","","","",""
"Daily","2014","(0) in school","East Germany","","","",""
"Daily","2014","(1a) inadequately completed","West Germany","","","",""
"Daily","2014","(1a) inadequately completed","East Germany","","","",""
"Daily","2014","(1b) general elementary school","West Germany","","","",""
"Daily","2014","(1b) general elementary school","East Germany","","","",""
"Daily","2014","(1c) basic vocational qualification","West Germany","","","",""
"Daily","2014","(1c) basic vocational qualification","East Germany","","","",""
"Daily","2014","(2b) intermediate general qualification","West Germany","","","",""
"Daily","2014","(2b) intermediate general qualification","East Germany","","","",""
"Daily","2014","(2a) intermediate vocational","West Germany","","","",""
"Daily","2014","(2a) intermediate vocational","East Germany","","","",""
"Daily","2014","(2c_gen) general maturity certificate","West Germany","","","",""
"Daily","2014","(2c_gen) general maturity certificate","East Germany","","","",""
"Daily","2014","(2c_voc) vocational maturity certificate","West Germany","","","",""
"Daily","2014","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Daily","2014","(3a) lower tertiary education","West Germany","","","",""
"Daily","2014","(3a) lower tertiary education","East Germany","","","",""
"Daily","2014","(3b) higher tertiary education","West Germany","","","",""
"Daily","2014","(3b) higher tertiary education","East Germany","","","",""
"Min 1x per week","2014","(0) in school","West Germany","","","",""
"Min 1x per week","2014","(0) in school","East Germany","","","",""
"Min 1x per week","2014","(1a) inadequately completed","West Germany","","","",""
"Min 1x per week","2014","(1a) inadequately completed","East Germany","","","",""
"Min 1x per week","2014","(1b) general elementary school","West Germany","","","",""
"Min 1x per week","2014","(1b) general elementary school","East Germany","","","",""
"Min 1x per week","2014","(1c) basic vocational qualification","West Germany","","","",""
"Min 1x per week","2014","(1c) basic vocational qualification","East Germany","","","",""
"Min 1x per week","2014","(2b) intermediate general qualification","West Germany","","","",""
"Min 1x per week","2014","(2b) intermediate general qualification","East Germany","","","",""
"Min 1x per week","2014","(2a) intermediate vocational","West Germany","","","",""
"Min 1x per week","2014","(2a) intermediate vocational","East Germany","","","",""
"Min 1x per week","2014","(2c_gen) general maturity certificate","West Germany","","","",""
"Min 1x per week","2014","(2c_gen) general maturity certificate","East Germany","","","",""
"Min 1x per week","2014","(2c_voc) vocational maturity certificate","West Germany","","","",""
"Min 1x per week","2014","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Min 1x per week","2014","(3a) lower tertiary education","West Germany","","","",""
"Min 1x per week","2014","(3a) lower tertiary education","East Germany","","","",""
"Min 1x per week","2014","(3b) higher tertiary education","West Germany","","","",""
"Min 1x per week","2014","(3b) higher tertiary education","East Germany","","","",""
"Min 1x per month","2014","(0) in school","West Germany","","","",""
"Min 1x per month","2014","(0) in school","East Germany","","","",""
"Min 1x per month","2014","(1a) inadequately completed","West Germany","","","",""
"Min 1x per month","2014","(1a) inadequately completed","East Germany","","","",""
"Min 1x per month","2014","(1b) general elementary school","West Germany","","","",""
"Min 1x per month","2014","(1b) general elementary school","East Germany","","","",""
"Min 1x per month","2014","(1c) basic vocational qualification","West Germany","","","",""
"Min 1x per month","2014","(1c) basic vocational qualification","East Germany","","","",""
"Min 1x per month","2014","(2b) intermediate general qualification","West Germany","","","",""
"Min 1x per month","2014","(2b) intermediate general qualification","East Germany","","","",""
"Min 1x per month","2014","(2a) intermediate vocational","West Germany","","","",""
"Min 1x per month","2014","(2a) intermediate vocational","East Germany","","","",""
"Min 1x per month","2014","(2c_gen) general maturity certificate","West Germany","","","",""
"Min 1x per month","2014","(2c_gen) general maturity certificate","East Germany","","","",""
"Min 1x per month","2014","(2c_voc) vocational maturity certificate","West Germany","","","",""
"Min 1x per month","2014","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Min 1x per month","2014","(3a) lower tertiary education","West Germany","","","",""
"Min 1x per month","2014","(3a) lower tertiary education","East Germany","","","",""
"Min 1x per month","2014","(3b) higher tertiary education","West Germany","","","",""
"Min 1x per month","2014","(3b) higher tertiary education","East Germany","","","",""
"Rarely","2014","(0) in school","West Germany","","","",""
"Rarely","2014","(0) in school","East Germany","","","",""
"Rarely","2014","(1a) inadequately completed","West Germany","","","",""
"Rarely","2014","(1a) inadequately completed","East Germany","","","",""
"Rarely","2014","(1b) general elementary school","West Germany","","","",""
"Rarely","2014","(1b) general elementary school","East Germany","","","",""
"Rarely","2014","(1c) basic vocational qualification","West Germany","","","",""
"Rarely","2014","(1c) basic vocational qualification","East Germany","","","",""
"Rarely","2014","(2b) intermediate general qualification","West Germany","","","",""
"Rarely","2014","(2b) intermediate general qualification","East Germany","","","",""
"Rarely","2014","(2a) intermediate vocational","West Germany","","","",""
"Rarely","2014","(2a) intermediate vocational","East Germany","","","",""
"Rarely","2014","(2c_gen) general maturity certificate","West Germany","","","",""
"Rarely","2014","(2c_gen) general maturity certificate","East Germany","","","",""
"Rarely","2014","(2c_voc) vocational maturity certificate","West Germany","","","",""
"Rarely","2014","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Rarely","2014","(3a) lower tertiary education","West Germany","","","",""
"Rarely","2014","(3a) lower tertiary education","East Germany","","","",""
"Rarely","2014","(3b) higher tertiary education","West Germany","","","",""
"Rarely","2014","(3b) higher tertiary education","East Germany","","","",""
"Never","2014","(0) in school","West Germany","","","",""
"Never","2014","(0) in school","East Germany","","","",""
"Never","2014","(1a) inadequately completed","West Germany","","","",""
"Never","2014","(1a) inadequately completed","East Germany","","","",""
"Never","2014","(1b) general elementary school","West Germany","","","",""
"Never","2014","(1b) general elementary school","East Germany","","","",""
"Never","2014","(1c) basic vocational qualification","West Germany","","","",""
"Never","2014","(1c) basic vocational qualification","East Germany","","","",""
"Never","2014","(2b) intermediate general qualification","West Germany","","","",""
"Never","2014","(2b) intermediate general qualification","East Germany","","","",""
"Never","2014","(2a) intermediate vocational","West Germany","","","",""
"Never","2014","(2a) intermediate vocational","East Germany","","","",""
"Never","2014","(2c_gen) general maturity certificate","West Germany","","","",""
"Never","2014","(2c_gen) general maturity certificate","East Germany","","","",""
"Never","2014","(2c_voc) vocational maturity certificate","West Germany","","","",""
"Never","2014","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Never","2014","(3a) lower tertiary education","West Germany","","","",""
"Never","2014","(3a) lower tertiary education","East Germany","","","",""
"Never","2014","(3b) higher tertiary education","West Germany","","","",""
"Never","2014","(3b) higher tertiary education","East Germany","","","",""
"Daily","2015","(0) in school","West Germany","","","",""
"Daily","2015","(0) in school","East Germany","","","",""
"Daily","2015","(1a) inadequately completed","West Germany","","","",""
"Daily","2015","(1a) inadequately completed","East Germany","","","",""
"Daily","2015","(1b) general elementary school","West Germany","","","",""
"Daily","2015","(1b) general elementary school","East Germany","","","",""
"Daily","2015","(1c) basic vocational qualification","West Germany","","","",""
"Daily","2015","(1c) basic vocational qualification","East Germany","","","",""
"Daily","2015","(2b) intermediate general qualification","West Germany","","","",""
"Daily","2015","(2b) intermediate general qualification","East Germany","","","",""
"Daily","2015","(2a) intermediate vocational","West Germany","","","",""
"Daily","2015","(2a) intermediate vocational","East Germany","","","",""
"Daily","2015","(2c_gen) general maturity certificate","West Germany","","","",""
"Daily","2015","(2c_gen) general maturity certificate","East Germany","","","",""
"Daily","2015","(2c_voc) vocational maturity certificate","West Germany","","","",""
"Daily","2015","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Daily","2015","(3a) lower tertiary education","West Germany","","","",""
"Daily","2015","(3a) lower tertiary education","East Germany","","","",""
"Daily","2015","(3b) higher tertiary education","West Germany","","","",""
"Daily","2015","(3b) higher tertiary education","East Germany","","","",""
"Min 1x per week","2015","(0) in school","West Germany","","","",""
"Min 1x per week","2015","(0) in school","East Germany","","","",""
"Min 1x per week","2015","(1a) inadequately completed","West Germany","","","",""
"Min 1x per week","2015","(1a) inadequately completed","East Germany","","","",""
"Min 1x per week","2015","(1b) general elementary school","West Germany","","","",""
"Min 1x per week","2015","(1b) general elementary school","East Germany","","","",""
"Min 1x per week","2015","(1c) basic vocational qualification","West Germany","","","",""
"Min 1x per week","2015","(1c) basic vocational qualification","East Germany","","","",""
"Min 1x per week","2015","(2b) intermediate general qualification","West Germany","","","",""
"Min 1x per week","2015","(2b) intermediate general qualification","East Germany","","","",""
"Min 1x per week","2015","(2a) intermediate vocational","West Germany","","","",""
"Min 1x per week","2015","(2a) intermediate vocational","East Germany","","","",""
"Min 1x per week","2015","(2c_gen) general maturity certificate","West Germany","","","",""
"Min 1x per week","2015","(2c_gen) general maturity certificate","East Germany","","","",""
"Min 1x per week","2015","(2c_voc) vocational maturity certificate","West Germany","","","",""
"Min 1x per week","2015","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Min 1x per week","2015","(3a) lower tertiary education","West Germany","","","",""
"Min 1x per week","2015","(3a) lower tertiary education","East Germany","","","",""
"Min 1x per week","2015","(3b) higher tertiary education","West Germany","","","",""
"Min 1x per week","2015","(3b) higher tertiary education","East Germany","","","",""
"Min 1x per month","2015","(0) in school","West Germany","","","",""
"Min 1x per month","2015","(0) in school","East Germany","","","",""
"Min 1x per month","2015","(1a) inadequately completed","West Germany","","","",""
"Min 1x per month","2015","(1a) inadequately completed","East Germany","","","",""
"Min 1x per month","2015","(1b) general elementary school","West Germany","","","",""
"Min 1x per month","2015","(1b) general elementary school","East Germany","","","",""
"Min 1x per month","2015","(1c) basic vocational qualification","West Germany","","","",""
"Min 1x per month","2015","(1c) basic vocational qualification","East Germany","","","",""
"Min 1x per month","2015","(2b) intermediate general qualification","West Germany","","","",""
"Min 1x per month","2015","(2b) intermediate general qualification","East Germany","","","",""
"Min 1x per month","2015","(2a) intermediate vocational","West Germany","","","",""
"Min 1x per month","2015","(2a) intermediate vocational","East Germany","","","",""
"Min 1x per month","2015","(2c_gen) general maturity certificate","West Germany","","","",""
"Min 1x per month","2015","(2c_gen) general maturity certificate","East Germany","","","",""
"Min 1x per month","2015","(2c_voc) vocational maturity certificate","West Germany","","","",""
"Min 1x per month","2015","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Min 1x per month","2015","(3a) lower tertiary education","West Germany","","","",""
"Min 1x per month","2015","(3a) lower tertiary education","East Germany","","","",""
"Min 1x per month","2015","(3b) higher tertiary education","West Germany","","","",""
"Min 1x per month","2015","(3b) higher tertiary education","East Germany","","","",""
"Rarely","2015","(0) in school","West Germany","","","",""
"Rarely","2015","(0) in school","East Germany","","","",""
"Rarely","2015","(1a) inadequately completed","West Germany","","","",""
"Rarely","2015","(1a) inadequately completed","East Germany","","","",""
"Rarely","2015","(1b) general elementary school","West Germany","","","",""
"Rarely","2015","(1b) general elementary school","East Germany","","","",""
"Rarely","2015","(1c) basic vocational qualification","West Germany","","","",""
"Rarely","2015","(1c) basic vocational qualification","East Germany","","","",""
"Rarely","2015","(2b) intermediate general qualification","West Germany","","","",""
"Rarely","2015","(2b) intermediate general qualification","East Germany","","","",""
"Rarely","2015","(2a) intermediate vocational","West Germany","","","",""
"Rarely","2015","(2a) intermediate vocational","East Germany","","","",""
"Rarely","2015","(2c_gen) general maturity certificate","West Germany","","","",""
"Rarely","2015","(2c_gen) general maturity certificate","East Germany","","","",""
"Rarely","2015","(2c_voc) vocational maturity certificate","West Germany","","","",""
"Rarely","2015","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Rarely","2015","(3a) lower tertiary education","West Germany","","","",""
"Rarely","2015","(3a) lower tertiary education","East Germany","","","",""
"Rarely","2015","(3b) higher tertiary education","West Germany","","","",""
"Rarely","2015","(3b) higher tertiary education","East Germany","","","",""
"Never","2015","(0) in school","West Germany","","","",""
"Never","2015","(0) in school","East Germany","","","",""
"Never","2015","(1a) inadequately completed","West Germany","","","",""
"Never","2015","(1a) inadequately completed","East Germany","","","",""
"Never","2015","(1b) general elementary school","West Germany","","","",""
"Never","2015","(1b) general elementary school","East Germany","","","",""
"Never","2015","(1c) basic vocational qualification","West Germany","","","",""
"Never","2015","(1c) basic vocational qualification","East Germany","","","",""
"Never","2015","(2b) intermediate general qualification","West Germany","","","",""
"Never","2015","(2b) intermediate general qualification","East Germany","","","",""
"Never","2015","(2a) intermediate vocational","West Germany","","","",""
"Never","2015","(2a) intermediate vocational","East Germany","","","",""
"Never","2015","(2c_gen) general maturity certificate","West Germany","","","",""
"Never","2015","(2c_gen) general maturity certificate","East Germany","","","",""
"Never","2015","(2c_voc) vocational maturity certificate","West Germany","","","",""
"Never","2015","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Never","2015","(3a) lower tertiary education","West Germany","","","",""
"Never","2015","(3a) lower tertiary education","East Germany","","","",""
"Never","2015","(3b) higher tertiary education","West Germany","","","",""
"Never","2015","(3b) higher tertiary education","East Germany","","","",""
"Daily","2016","(0) in school","West Germany","","","",""
"Daily","2016","(0) in school","East Germany","","","",""
"Daily","2016","(1a) inadequately completed","West Germany","","","",""
"Daily","2016","(1a) inadequately completed","East Germany","","","",""
"Daily","2016","(1b) general elementary school","West Germany","","","",""
"Daily","2016","(1b) general elementary school","East Germany","","","",""
"Daily","2016","(1c) basic vocational qualification","West Germany","","","",""
"Daily","2016","(1c) basic vocational qualification","East Germany","","","",""
"Daily","2016","(2b) intermediate general qualification","West Germany","","","",""
"Daily","2016","(2b) intermediate general qualification","East Germany","","","",""
"Daily","2016","(2a) intermediate vocational","West Germany","","","",""
"Daily","2016","(2a) intermediate vocational","East Germany","","","",""
"Daily","2016","(2c_gen) general maturity certificate","West Germany","","","",""
"Daily","2016","(2c_gen) general maturity certificate","East Germany","","","",""
"Daily","2016","(2c_voc) vocational maturity certificate","West Germany","","","",""
"Daily","2016","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Daily","2016","(3a) lower tertiary education","West Germany","","","",""
"Daily","2016","(3a) lower tertiary education","East Germany","","","",""
"Daily","2016","(3b) higher tertiary education","West Germany","","","",""
"Daily","2016","(3b) higher tertiary education","East Germany","","","",""
"Min 1x per week","2016","(0) in school","West Germany","","","",""
"Min 1x per week","2016","(0) in school","East Germany","","","",""
"Min 1x per week","2016","(1a) inadequately completed","West Germany","","","",""
"Min 1x per week","2016","(1a) inadequately completed","East Germany","","","",""
"Min 1x per week","2016","(1b) general elementary school","West Germany","","","",""
"Min 1x per week","2016","(1b) general elementary school","East Germany","","","",""
"Min 1x per week","2016","(1c) basic vocational qualification","West Germany","","","",""
"Min 1x per week","2016","(1c) basic vocational qualification","East Germany","","","",""
"Min 1x per week","2016","(2b) intermediate general qualification","West Germany","","","",""
"Min 1x per week","2016","(2b) intermediate general qualification","East Germany","","","",""
"Min 1x per week","2016","(2a) intermediate vocational","West Germany","","","",""
"Min 1x per week","2016","(2a) intermediate vocational","East Germany","","","",""
"Min 1x per week","2016","(2c_gen) general maturity certificate","West Germany","","","",""
"Min 1x per week","2016","(2c_gen) general maturity certificate","East Germany","","","",""
"Min 1x per week","2016","(2c_voc) vocational maturity certificate","West Germany","","","",""
"Min 1x per week","2016","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Min 1x per week","2016","(3a) lower tertiary education","West Germany","","","",""
"Min 1x per week","2016","(3a) lower tertiary education","East Germany","","","",""
"Min 1x per week","2016","(3b) higher tertiary education","West Germany","","","",""
"Min 1x per week","2016","(3b) higher tertiary education","East Germany","","","",""
"Min 1x per month","2016","(0) in school","West Germany","","","",""
"Min 1x per month","2016","(0) in school","East Germany","","","",""
"Min 1x per month","2016","(1a) inadequately completed","West Germany","","","",""
"Min 1x per month","2016","(1a) inadequately completed","East Germany","","","",""
"Min 1x per month","2016","(1b) general elementary school","West Germany","","","",""
"Min 1x per month","2016","(1b) general elementary school","East Germany","","","",""
"Min 1x per month","2016","(1c) basic vocational qualification","West Germany","","","",""
"Min 1x per month","2016","(1c) basic vocational qualification","East Germany","","","",""
"Min 1x per month","2016","(2b) intermediate general qualification","West Germany","","","",""
"Min 1x per month","2016","(2b) intermediate general qualification","East Germany","","","",""
"Min 1x per month","2016","(2a) intermediate vocational","West Germany","","","",""
"Min 1x per month","2016","(2a) intermediate vocational","East Germany","","","",""
"Min 1x per month","2016","(2c_gen) general maturity certificate","West Germany","","","",""
"Min 1x per month","2016","(2c_gen) general maturity certificate","East Germany","","","",""
"Min 1x per month","2016","(2c_voc) vocational maturity certificate","West Germany","","","",""
"Min 1x per month","2016","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Min 1x per month","2016","(3a) lower tertiary education","West Germany","","","",""
"Min 1x per month","2016","(3a) lower tertiary education","East Germany","","","",""
"Min 1x per month","2016","(3b) higher tertiary education","West Germany","","","",""
"Min 1x per month","2016","(3b) higher tertiary education","East Germany","","","",""
"Rarely","2016","(0) in school","West Germany","","","",""
"Rarely","2016","(0) in school","East Germany","","","",""
"Rarely","2016","(1a) inadequately completed","West Germany","","","",""
"Rarely","2016","(1a) inadequately completed","East Germany","","","",""
"Rarely","2016","(1b) general elementary school","West Germany","","","",""
"Rarely","2016","(1b) general elementary school","East Germany","","","",""
"Rarely","2016","(1c) basic vocational qualification","West Germany","","","",""
"Rarely","2016","(1c) basic vocational qualification","East Germany","","","",""
"Rarely","2016","(2b) intermediate general qualification","West Germany","","","",""
"Rarely","2016","(2b) intermediate general qualification","East Germany","","","",""
"Rarely","2016","(2a) intermediate vocational","West Germany","","","",""
"Rarely","2016","(2a) intermediate vocational","East Germany","","","",""
"Rarely","2016","(2c_gen) general maturity certificate","West Germany","","","",""
"Rarely","2016","(2c_gen) general maturity certificate","East Germany","","","",""
"Rarely","2016","(2c_voc) vocational maturity certificate","West Germany","","","",""
"Rarely","2016","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Rarely","2016","(3a) lower tertiary education","West Germany","","","",""
"Rarely","2016","(3a) lower tertiary education","East Germany","","","",""
"Rarely","2016","(3b) higher tertiary education","West Germany","","","",""
"Rarely","2016","(3b) higher tertiary education","East Germany","","","",""
"Never","2016","(0) in school","West Germany","","","",""
"Never","2016","(0) in school","East Germany","","","",""
"Never","2016","(1a) inadequately completed","West Germany","","","",""
"Never","2016","(1a) inadequately completed","East Germany","","","",""
"Never","2016","(1b) general elementary school","West Germany","","","",""
"Never","2016","(1b) general elementary school","East Germany","","","",""
"Never","2016","(1c) basic vocational qualification","West Germany","","","",""
