"pli0165","year","e11102","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Min 1x per month","2013","Employed","(Married) couple without C. ","124","0.0391575598643748","0.0329109195309069","0.0454042001978427","3"
"Min 1x per month","2013","Employed","Single parent ","68","0.0297075363229768","0.0221172869107235","0.0372977857352301","3"
"Min 1x per month","2013","Employed","Couple + C. LE and GT 16","44","0.0360716495106393","0.0266851455343784","0.0454581534869002","3"
"Min 1x per month","2013","Not Employed","(Married) couple without C. ","66","0.0166454099536226","0.0126233999800312","0.0206674199272141","3"
"Min 1x per week","2013","Not Employed","Single parent ","54","0.0835336411755107","0.0628887539079783","0.104178528443043","2"
"Min 1x per week","2013","Not Employed","Couple + C. GT 16 ","64","0.106885996547855","0.083314346866254","0.130457646229455","2"
"Min 1x per week","2013","Not Employed","Couple + C. LE and GT 16","65","0.152812602282913","0.121337615123279","0.184287589442548","2"
"Min 1x per week","2013","Not Employed","Couple + C. LE 16 ","148","0.176040838933021","0.153015486246024","0.199066191620018","2"
"Min 1x per week","2013","Not Employed","(Married) couple without C. ","229","0.0561348304025019","0.0488986063017376","0.0633710545032662","2"
"Min 1x per week","2013","Employed","(Married) couple without C. ","454","0.140114787096793","0.128936511110296","0.151293063083289","2"
"Min 1x per week","2013","Not Employed","1-pers.-HH","73","0.0397105970731866","0.0305874214801932","0.0488337726661799","2"
"Min 1x per week","2013","Employed","1-pers.-HH","238","0.12873360568834","0.113253472403435","0.144213738973246","2"
"Min 1x per week","2013","Employed","Single parent ","287","0.146075721348874","0.130286158730376","0.161865283967371","2"
"Min 1x per week","2013","Employed","Couple + C. LE 16 ","798","0.13633015567309","0.127199161552371","0.145461149793808","2"
"Min 1x per week","2013","Employed","Couple + C. GT 16 ","251","0.12422409063694","0.110140440314086","0.138307740959793","2"
"Min 1x per week","2013","Employed","Couple + C. LE and GT 16","216","0.154164093698873","0.135986635019688","0.172341552378057","2"
"Never","2013","Employed","Couple + C. LE 16 ","2360","0.436101343642671","0.422905338928625","0.449297348356717","5"
"Never","2013","Not Employed","Single parent ","216","0.38416504565748","0.347872733572333","0.420457357742626","5"
"Never","2013","Not Employed","Couple + C. LE 16 ","393","0.359912442517289","0.330894617599538","0.388930267435041","5"
"Never","2013","Employed","Single parent ","678","0.348726127732138","0.327420444250825","0.370031811213452","5"
"Never","2013","Not Employed","(Married) couple without C. ","2982","0.771240340026193","0.758035735140036","0.78444494491235","5"
"Never","2013","Not Employed","Couple + C. GT 16 ","290","0.44504328938176","0.407128660849984","0.482957917913535","5"
"Never","2013","Not Employed","Couple + C. LE and GT 16","118","0.206176691510325","0.170786905313104","0.241566477707547","5"
"Never","2013","Employed","1-pers.-HH","758","0.425928364958913","0.403072136240049","0.448784593677776","5"
"Never","2013","Employed","(Married) couple without C. ","1963","0.5094621247709","0.493362905107624","0.525561344434176","5"
"Never","2013","Not Employed","1-pers.-HH","1431","0.831336612476949","0.813842552135483","0.848830672818415","5"
"Never","2013","Employed","Couple + C. GT 16 ","890","0.384855613867928","0.364080028525378","0.405631199210479","5"
"Never","2013","Employed","Couple + C. LE and GT 16","634","0.405217738626151","0.380504952050227","0.429930525202075","5"
"Rarely","2013","Not Employed","Single parent ","37","0.0502857370377545","0.0339799248481504","0.0665915492273586","4"
"Rarely","2013","Not Employed","(Married) couple without C. ","250","0.0627507907126438","0.0551268771568147","0.0703747042684728","4"
"Rarely","2013","Not Employed","Couple + C. LE 16 ","73","0.0851090530760879","0.0682388901304012","0.101979216021775","4"
"Rarely","2013","Not Employed","1-pers.-HH","61","0.0324769404440444","0.0241954219915292","0.0407584588965596","4"
"Rarely","2013","Not Employed","Couple + C. GT 16 ","42","0.0502163214648645","0.0335549432786913","0.0668776996510378","4"
"Rarely","2013","Not Employed","Couple + C. LE and GT 16","21","","","","4"
"Rarely","2013","Employed","1-pers.-HH","144","0.0842036628035236","0.0713680032332792","0.0970393223737681","4"
"Rarely","2013","Employed","(Married) couple without C. ","333","0.0870460556537954","0.0779676081846385","0.0961245031229523","4"
"Rarely","2013","Employed","Single parent ","140","0.0704750852752672","0.0590326168719541","0.0819175536785802","4"
"Rarely","2013","Employed","Couple + C. LE 16 ","541","0.103528470749517","0.0954217284073089","0.111635213091726","4"
"Rarely","2013","Employed","Couple + C. GT 16 ","176","0.0803109903235836","0.0687065603486747","0.0919154202984925","4"
"Rarely","2013","Employed","Couple + C. LE and GT 16","147","0.0896320281651322","0.0752527002660998","0.104011356064165","4"
"Daily","2014","Not Employed","Couple + C. LE and GT 16","","","","","1"
"Daily","2014","Employed","1-pers.-HH","","","","","1"
"Daily","2014","Employed","(Married) couple without C. ","","","","","1"
"Daily","2014","Employed","Single parent ","","","","","1"
"Daily","2014","Employed","Couple + C. LE 16 ","","","","","1"
"Daily","2014","Employed","Couple + C. GT 16 ","","","","","1"
"Daily","2014","Not Employed","1-pers.-HH","","","","","1"
"Daily","2014","Not Employed","(Married) couple without C. ","","","","","1"
"Daily","2014","Not Employed","Single parent ","","","","","1"
"Daily","2014","Not Employed","Couple + C. LE 16 ","","","","","1"
"Daily","2014","Not Employed","Couple + C. GT 16 ","","","","","1"
"Daily","2014","Employed","Couple + C. LE and GT 16","","","","","1"
"Min 1x per month","2014","Employed","Couple + C. LE 16 ","","","","","3"
"Min 1x per month","2014","Not Employed","Single parent ","","","","","3"
"Min 1x per month","2014","Not Employed","Couple + C. LE 16 ","","","","","3"
"Min 1x per month","2014","Not Employed","Couple + C. LE and GT 16","","","","","3"
"Min 1x per month","2014","Employed","1-pers.-HH","","","","","3"
"Min 1x per month","2014","Employed","Single parent ","","","","","3"
"Min 1x per month","2014","Employed","Couple + C. GT 16 ","","","","","3"
"Min 1x per month","2014","Employed","Couple + C. LE and GT 16","","","","","3"
"Min 1x per month","2014","Not Employed","1-pers.-HH","","","","","3"
"Min 1x per month","2014","Not Employed","(Married) couple without C. ","","","","","3"
"Min 1x per month","2014","Not Employed","Couple + C. GT 16 ","","","","","3"
"Min 1x per month","2014","Employed","(Married) couple without C. ","","","","","3"
"Min 1x per week","2014","Not Employed","Couple + C. LE 16 ","","","","","2"
"Min 1x per week","2014","Not Employed","(Married) couple without C. ","","","","","2"
"Min 1x per week","2014","Not Employed","Single parent ","","","","","2"
"Min 1x per week","2014","Not Employed","Couple + C. GT 16 ","","","","","2"
"Min 1x per week","2014","Not Employed","1-pers.-HH","","","","","2"
"Min 1x per week","2014","Not Employed","Couple + C. LE and GT 16","","","","","2"
"Min 1x per week","2014","Employed","(Married) couple without C. ","","","","","2"
"Min 1x per week","2014","Employed","1-pers.-HH","","","","","2"
"Min 1x per week","2014","Employed","Single parent ","","","","","2"
"Min 1x per week","2014","Employed","Couple + C. LE 16 ","","","","","2"
"Min 1x per week","2014","Employed","Couple + C. GT 16 ","","","","","2"
"Min 1x per week","2014","Employed","Couple + C. LE and GT 16","","","","","2"
"Never","2014","Not Employed","Single parent ","","","","","5"
"Never","2014","Employed","Single parent ","","","","","5"
"Never","2014","Employed","Couple + C. LE 16 ","","","","","5"
"Never","2014","Not Employed","(Married) couple without C. ","","","","","5"
"Never","2014","Not Employed","Couple + C. LE 16 ","","","","","5"
"Never","2014","Not Employed","Couple + C. GT 16 ","","","","","5"
"Never","2014","Not Employed","Couple + C. LE and GT 16","","","","","5"
"Never","2014","Employed","(Married) couple without C. ","","","","","5"
"Never","2014","Not Employed","1-pers.-HH","","","","","5"
"Never","2014","Employed","1-pers.-HH","","","","","5"
"Never","2014","Employed","Couple + C. GT 16 ","","","","","5"
"Never","2014","Employed","Couple + C. LE and GT 16","","","","","5"
"Rarely","2014","Not Employed","1-pers.-HH","","","","","4"
"Rarely","2014","Not Employed","Single parent ","","","","","4"
"Rarely","2014","Not Employed","Couple + C. LE 16 ","","","","","4"
"Rarely","2014","Not Employed","(Married) couple without C. ","","","","","4"
"Rarely","2014","Not Employed","Couple + C. GT 16 ","","","","","4"
"Rarely","2014","Not Employed","Couple + C. LE and GT 16","","","","","4"
"Rarely","2014","Employed","1-pers.-HH","","","","","4"
"Rarely","2014","Employed","(Married) couple without C. ","","","","","4"
"Rarely","2014","Employed","Single parent ","","","","","4"
"Rarely","2014","Employed","Couple + C. LE 16 ","","","","","4"
"Rarely","2014","Employed","Couple + C. GT 16 ","","","","","4"
"Rarely","2014","Employed","Couple + C. LE and GT 16","","","","","4"
"Daily","2015","Not Employed","1-pers.-HH","","","","","1"
"Daily","2015","Not Employed","(Married) couple without C. ","","","","","1"
"Daily","2015","Not Employed","Single parent ","","","","","1"
"Daily","2015","Not Employed","Couple + C. LE 16 ","","","","","1"
"Daily","2015","Not Employed","Couple + C. LE and GT 16","","","","","1"
"Daily","2015","Employed","1-pers.-HH","","","","","1"
"Daily","2015","Employed","(Married) couple without C. ","","","","","1"
"Daily","2015","Employed","Single parent ","","","","","1"
"Daily","2015","Employed","Couple + C. LE 16 ","","","","","1"
"Daily","2015","Employed","Couple + C. GT 16 ","","","","","1"
"Daily","2015","Employed","Couple + C. LE and GT 16","","","","","1"
"Daily","2015","Not Employed","Couple + C. GT 16 ","","","","","1"
"Min 1x per month","2015","Not Employed","Single parent ","","","","","3"
"Min 1x per month","2015","Not Employed","Couple + C. LE and GT 16","","","","","3"
"Min 1x per month","2015","Employed","Single parent ","","","","","3"
"Min 1x per month","2015","Employed","Couple + C. LE 16 ","","","","","3"
"Min 1x per month","2015","Employed","Couple + C. LE and GT 16","","","","","3"
"Min 1x per month","2015","Not Employed","(Married) couple without C. ","","","","","3"
"Min 1x per month","2015","Not Employed","Couple + C. LE 16 ","","","","","3"
"Min 1x per month","2015","Not Employed","Couple + C. GT 16 ","","","","","3"
"Min 1x per month","2015","Employed","1-pers.-HH","","","","","3"
"Min 1x per month","2015","Employed","(Married) couple without C. ","","","","","3"
"Min 1x per month","2015","Employed","Couple + C. GT 16 ","","","","","3"
"Min 1x per month","2015","Not Employed","1-pers.-HH","","","","","3"
"Min 1x per week","2015","Not Employed","Single parent ","","","","","2"
"Min 1x per week","2015","Not Employed","Couple + C. LE 16 ","","","","","2"
"Min 1x per week","2015","Not Employed","Couple + C. GT 16 ","","","","","2"
"Min 1x per week","2015","Not Employed","(Married) couple without C. ","","","","","2"
"Min 1x per week","2015","Not Employed","1-pers.-HH","","","","","2"
"Min 1x per week","2015","Not Employed","Couple + C. LE and GT 16","","","","","2"
"Min 1x per week","2015","Employed","(Married) couple without C. ","","","","","2"
"Min 1x per week","2015","Employed","1-pers.-HH","","","","","2"
"Min 1x per week","2015","Employed","Single parent ","","","","","2"
"Min 1x per week","2015","Employed","Couple + C. LE 16 ","","","","","2"
"Min 1x per week","2015","Employed","Couple + C. LE and GT 16","","","","","2"
"Min 1x per week","2015","Employed","Couple + C. GT 16 ","","","","","2"
"Never","2015","Employed","Single parent ","","","","","5"
"Never","2015","Not Employed","(Married) couple without C. ","","","","","5"
"Never","2015","Not Employed","Single parent ","","","","","5"
"Never","2015","Not Employed","Couple + C. LE 16 ","","","","","5"
"Never","2015","Not Employed","Couple + C. GT 16 ","","","","","5"
"Never","2015","Not Employed","Couple + C. LE and GT 16","","","","","5"
"Never","2015","Employed","(Married) couple without C. ","","","","","5"
"Never","2015","Employed","Couple + C. LE 16 ","","","","","5"
"Never","2015","Employed","Couple + C. GT 16 ","","","","","5"
"Never","2015","Not Employed","1-pers.-HH","","","","","5"
"Never","2015","Employed","1-pers.-HH","","","","","5"
"Never","2015","Employed","Couple + C. LE and GT 16","","","","","5"
"Rarely","2015","Not Employed","1-pers.-HH","","","","","4"
"Rarely","2015","Not Employed","(Married) couple without C. ","","","","","4"
"Rarely","2015","Not Employed","Single parent ","","","","","4"
"Rarely","2015","Not Employed","Couple + C. LE 16 ","","","","","4"
"Rarely","2015","Not Employed","Couple + C. GT 16 ","","","","","4"
"Rarely","2015","Not Employed","Couple + C. LE and GT 16","","","","","4"
"Rarely","2015","Employed","1-pers.-HH","","","","","4"
"Rarely","2015","Employed","(Married) couple without C. ","","","","","4"
"Rarely","2015","Employed","Couple + C. LE and GT 16","","","","","4"
"Rarely","2015","Employed","Single parent ","","","","","4"
"Rarely","2015","Employed","Couple + C. LE 16 ","","","","","4"
"Rarely","2015","Employed","Couple + C. GT 16 ","","","","","4"
"Daily","2016","Not Employed","1-pers.-HH","","","","","1"
"Daily","2016","Not Employed","Couple + C. LE and GT 16","","","","","1"
"Daily","2016","Employed","1-pers.-HH","","","","","1"
"Daily","2016","Employed","(Married) couple without C. ","","","","","1"
"Daily","2016","Employed","Single parent ","","","","","1"
"Daily","2016","Employed","Couple + C. LE 16 ","","","","","1"
"Daily","2016","Employed","Couple + C. LE and GT 16","","","","","1"
"Daily","2016","Not Employed","(Married) couple without C. ","","","","","1"
"Daily","2016","Not Employed","Single parent ","","","","","1"
"Daily","2016","Not Employed","Couple + C. LE 16 ","","","","","1"
"Daily","2016","Not Employed","Couple + C. GT 16 ","","","","","1"
"Daily","2016","Employed","Couple + C. GT 16 ","","","","","1"
"Min 1x per month","2016","Not Employed","Couple + C. LE and GT 16","","","","","3"
"Min 1x per month","2016","Employed","Single parent ","","","","","3"
"Min 1x per month","2016","Employed","Couple + C. LE and GT 16","","","","","3"
"Min 1x per month","2016","Not Employed","(Married) couple without C. ","","","","","3"
"Min 1x per month","2016","Not Employed","Single parent ","","","","","3"
"Min 1x per month","2016","Not Employed","Couple + C. GT 16 ","","","","","3"
"Min 1x per month","2016","Employed","(Married) couple without C. ","","","","","3"
"Min 1x per month","2016","Employed","Couple + C. LE 16 ","","","","","3"
"Min 1x per month","2016","Employed","Couple + C. GT 16 ","","","","","3"
"Min 1x per month","2016","Not Employed","1-pers.-HH","","","","","3"
"Min 1x per month","2016","Not Employed","Couple + C. LE 16 ","","","","","3"
"Min 1x per month","2016","Employed","1-pers.-HH","","","","","3"
"Min 1x per week","2016","Not Employed","(Married) couple without C. ","","","","","2"
"Min 1x per week","2016","Not Employed","Single parent ","","","","","2"
"Min 1x per week","2016","Not Employed","Couple + C. LE 16 ","","","","","2"
"Min 1x per week","2016","Not Employed","1-pers.-HH","","","","","2"
"Min 1x per week","2016","Not Employed","Couple + C. GT 16 ","","","","","2"
"Min 1x per week","2016","Not Employed","Couple + C. LE and GT 16","","","","","2"
"Min 1x per week","2016","Employed","(Married) couple without C. ","","","","","2"
"Min 1x per week","2016","Employed","1-pers.-HH","","","","","2"
"Min 1x per week","2016","Employed","Single parent ","","","","","2"
"Min 1x per week","2016","Employed","Couple + C. LE 16 ","","","","","2"
"Min 1x per week","2016","Employed","Couple + C. LE and GT 16","","","","","2"
"Min 1x per week","2016","Employed","Couple + C. GT 16 ","","","","","2"
"Never","2016","Not Employed","(Married) couple without C. ","","","","","5"
"Never","2016","Employed","(Married) couple without C. ","","","","","5"
"Never","2016","Employed","Single parent ","","","","","5"
"Never","2016","Employed","Couple + C. LE 16 ","","","","","5"
"Never","2016","Employed","Couple + C. GT 16 ","","","","","5"
"Never","2016","Not Employed","1-pers.-HH","","","","","5"
"Never","2016","Not Employed","Single parent ","","","","","5"
"Never","2016","Not Employed","Couple + C. LE 16 ","","","","","5"
"Never","2016","Not Employed","Couple + C. GT 16 ","","","","","5"
"Never","2016","Not Employed","Couple + C. LE and GT 16","","","","","5"
"Never","2016","Employed","1-pers.-HH","","","","","5"
"Never","2016","Employed","Couple + C. LE and GT 16","","","","","5"
"Rarely","2016","Not Employed","(Married) couple without C. ","","","","","4"
"Rarely","2016","Not Employed","1-pers.-HH","","","","","4"
"Rarely","2016","Not Employed","Single parent ","","","","","4"
"Rarely","2016","Not Employed","Couple + C. LE 16 ","","","","","4"
"Rarely","2016","Not Employed","Couple + C. LE and GT 16","","","","","4"
"Rarely","2016","Not Employed","Couple + C. GT 16 ","","","","","4"
"Rarely","2016","Employed","1-pers.-HH","","","","","4"
"Rarely","2016","Employed","(Married) couple without C. ","","","","","4"
"Rarely","2016","Employed","Couple + C. LE and GT 16","","","","","4"
"Rarely","2016","Employed","Single parent ","","","","","4"
"Rarely","2016","Employed","Couple + C. LE 16 ","","","","","4"
"Rarely","2016","Employed","Couple + C. GT 16 ","","","","","4"
"Daily","2017","Not Employed","1-pers.-HH","652","0.605788857109914","0.575988393631398","0.63558932058843","1"
"Daily","2017","Not Employed","Couple + C. LE and GT 16","336","0.501039346377738","0.461745733266872","0.540332959488605","1"
"Daily","2017","Employed","Couple + C. LE and GT 16","7","","","","1"
"Daily","2017","Not Employed","(Married) couple without C. ","117","0.552764479924414","0.48368329773616","0.621845662112668","1"
"Daily","2017","Not Employed","Single parent ","212","0.501968300104455","0.451362639747182","0.552573960461729","1"
"Daily","2017","Not Employed","Couple + C. GT 16 ","58","0.631709601586796","0.537641724847252","0.725777478326341","1"
"Daily","2017","Employed","1-pers.-HH","54","0.701946782693964","0.602945649469431","0.800947915918498","1"
"Daily","2017","Employed","(Married) couple without C. ","8","","","","1"
"Daily","2017","Employed","Single parent ","6","","","","1"
"Daily","2017","Employed","Couple + C. LE 16 ","49","0.500683118170114","0.396216784284987","0.605149452055241","1"
"Daily","2017","Employed","Couple + C. GT 16 ","2","","","","1"
"Daily","2017","Not Employed","Couple + C. LE 16 ","1259","0.567739538054891","0.547038883538425","0.588440192571357","1"
"Min 1x per month","2017","Employed","Couple + C. LE and GT 16","1","","","","3"
"Min 1x per month","2017","Not Employed","(Married) couple without C. ","8","","","","3"
"Min 1x per month","2017","Not Employed","Couple + C. GT 16 ","4","","","","3"
"Min 1x per month","2017","Not Employed","Couple + C. LE and GT 16","12","","","","3"
"Min 1x per month","2017","Employed","(Married) couple without C. ","1","","","","3"
"Min 1x per month","2017","Employed","Single parent ","","","","","3"
"Min 1x per month","2017","Employed","Couple + C. GT 16 ","","","","","3"
"Min 1x per month","2017","Not Employed","1-pers.-HH","37","0.0469468503715646","0.0340477411151764","0.0598459596279528","3"
"Min 1x per month","2017","Not Employed","Single parent ","14","","","","3"
"Min 1x per month","2017","Not Employed","Couple + C. LE 16 ","66","0.0319201506250912","0.0245745923788112","0.0392657088713712","3"
"Min 1x per month","2017","Employed","1-pers.-HH","1","","","","3"
"Min 1x per month","2017","Employed","Couple + C. LE 16 ","3","","","","3"
"Min 1x per week","2017","Not Employed","(Married) couple without C. ","28","","","","2"
"Min 1x per week","2017","Not Employed","Single parent ","52","0.153234731620671","0.116776753384553","0.189692709856789","2"
"Min 1x per week","2017","Not Employed","Couple + C. LE 16 ","414","0.185506510271478","0.169263738685963","0.201749281856993","2"
"Min 1x per week","2017","Not Employed","1-pers.-HH","175","0.160052111486199","0.137692986400132","0.182411236572266","2"
"Min 1x per week","2017","Not Employed","Couple + C. GT 16 ","9","","","","2"
"Min 1x per week","2017","Not Employed","Couple + C. LE and GT 16","105","0.164421783402981","0.135292746170583","0.193550820635379","2"
"Min 1x per week","2017","Employed","1-pers.-HH","13","","","","2"
"Min 1x per week","2017","Employed","(Married) couple without C. ","1","","","","2"
"Min 1x per week","2017","Employed","Single parent ","1","","","","2"
"Min 1x per week","2017","Employed","Couple + C. LE 16 ","24","","","","2"
"Min 1x per week","2017","Employed","Couple + C. GT 16 ","","","","","2"
"Min 1x per week","2017","Employed","Couple + C. LE and GT 16","1","","","","2"
"Never","2017","Employed","(Married) couple without C. ","","","","","5"
"Never","2017","Not Employed","1-pers.-HH","120","0.136312723825577","0.115388739352039","0.157236708299116","5"
"Never","2017","Not Employed","(Married) couple without C. ","35","0.214489333579777","0.157459717744023","0.271518949415532","5"
"Never","2017","Not Employed","Single parent ","72","0.22364987813555","0.181475799560009","0.26582395671109","5"
"Never","2017","Not Employed","Couple + C. LE 16 ","336","0.165099816630751","0.149585690274183","0.180613942987319","5"
"Never","2017","Not Employed","Couple + C. GT 16 ","25","","","","5"
"Never","2017","Not Employed","Couple + C. LE and GT 16","134","0.250193968405205","0.216155831453319","0.284232105357092","5"
"Never","2017","Employed","1-pers.-HH","7","","","","5"
"Never","2017","Employed","Single parent ","5","","","","5"
"Never","2017","Employed","Couple + C. LE 16 ","6","","","","5"
"Never","2017","Employed","Couple + C. GT 16 ","","","","","5"
"Never","2017","Employed","Couple + C. LE and GT 16","2","","","","5"
"Rarely","2017","Not Employed","(Married) couple without C. ","11","","","","4"
"Rarely","2017","Not Employed","1-pers.-HH","49","0.050899457206745","0.0374961918234452","0.0643027225900449","4"
"Rarely","2017","Not Employed","Single parent ","25","","","","4"
"Rarely","2017","Not Employed","Couple + C. LE 16 ","125","0.0497339844177891","0.0406497992832067","0.0588181695523716","4"
"Rarely","2017","Not Employed","Couple + C. LE and GT 16","35","0.057492139928116","0.039198521089572","0.0757857587666601","4"
"Rarely","2017","Not Employed","Couple + C. GT 16 ","5","","","","4"
"Rarely","2017","Employed","1-pers.-HH","7","","","","4"
"Rarely","2017","Employed","Couple + C. LE and GT 16","1","","","","4"
"Rarely","2017","Employed","Couple + C. GT 16 ","1","","","","4"
"Rarely","2017","Employed","(Married) couple without C. ","","","","","4"
"Rarely","2017","Employed","Single parent ","2","","","","4"
"Rarely","2017","Employed","Couple + C. LE 16 ","6","","","","4"
"Daily","2018","Not Employed","1-pers.-HH","407","0.675187586005421","0.637108320858161","0.713266851152681","1"
"Daily","2018","Not Employed","(Married) couple without C. ","75","0.567702099443458","0.475542959107548","0.659861239779367","1"
"Daily","2018","Not Employed","Couple + C. LE and GT 16","293","0.568584619789882","0.524369588389801","0.612799651189963","1"
"Daily","2018","Employed","Couple + C. LE and GT 16","20","","","","1"
"Daily","2018","Not Employed","Couple + C. GT 16 ","44","0.595640180419343","0.489417524718962","0.701862836119724","1"
"Daily","2018","Employed","1-pers.-HH","156","0.779917026858033","0.72320324824171","0.836630805474355","1"
"Daily","2018","Employed","(Married) couple without C. ","14","","","","1"
"Daily","2018","Employed","Single parent ","13","","","","1"
"Daily","2018","Employed","Couple + C. GT 16 ","4","","","","1"
"Daily","2018","Not Employed","Single parent ","179","0.560392347057931","0.505051274572922","0.61573341954294","1"
"Daily","2018","Not Employed","Couple + C. LE 16 ","925","0.614042492543799","0.589173216353439","0.63891176873416","1"
"Daily","2018","Employed","Couple + C. LE 16 ","128","0.650118493153649","0.58157781879209","0.718659167515208","1"
"Min 1x per month","2018","Not Employed","Couple + C. GT 16 ","3","","","","3"
"Min 1x per month","2018","Employed","(Married) couple without C. ","2","","","","3"
"Min 1x per month","2018","Employed","Couple + C. GT 16 ","","","","","3"
"Min 1x per month","2018","Employed","Couple + C. LE and GT 16","3","","","","3"
"Min 1x per month","2018","Not Employed","1-pers.-HH","15","","","","3"
"Min 1x per month","2018","Not Employed","(Married) couple without C. ","2","","","","3"
"Min 1x per month","2018","Not Employed","Couple + C. LE 16 ","46","0.0304695216175531","0.0216892543271827","0.0392497889079235","3"
"Min 1x per month","2018","Not Employed","Couple + C. LE and GT 16","16","","","","3"
"Min 1x per month","2018","Employed","1-pers.-HH","6","","","","3"
"Min 1x per month","2018","Employed","Single parent ","","","","","3"
"Min 1x per month","2018","Employed","Couple + C. LE 16 ","3","","","","3"
"Min 1x per month","2018","Not Employed","Single parent ","10","","","","3"
"Min 1x per week","2018","Not Employed","1-pers.-HH","84","0.163994305383492","0.133886505100709","0.194102105666275","2"
"Min 1x per week","2018","Not Employed","(Married) couple without C. ","17","","","","2"
"Min 1x per week","2018","Not Employed","Single parent ","57","0.223894197050179","0.177415843475969","0.270372550624389","2"
"Min 1x per week","2018","Not Employed","Couple + C. LE 16 ","258","0.179698180185339","0.160084781200988","0.199311579169689","2"
"Min 1x per week","2018","Not Employed","Couple + C. GT 16 ","11","","","","2"
"Min 1x per week","2018","Not Employed","Couple + C. LE and GT 16","83","0.194469306273892","0.159135440815494","0.22980317173229","2"
"Min 1x per week","2018","Employed","1-pers.-HH","25","","","","2"
"Min 1x per week","2018","Employed","(Married) couple without C. ","1","","","","2"
"Min 1x per week","2018","Employed","Couple + C. GT 16 ","1","","","","2"
"Min 1x per week","2018","Employed","Single parent ","4","","","","2"
"Min 1x per week","2018","Employed","Couple + C. LE 16 ","33","0.16217238890756","0.109199042316361","0.215145735498758","2"
"Min 1x per week","2018","Employed","Couple + C. LE and GT 16","5","","","","2"
"Never","2018","Not Employed","1-pers.-HH","44","0.0745186116888655","0.0531647587665647","0.0958724646111663","5"
"Never","2018","Employed","(Married) couple without C. ","","","","","5"
"Never","2018","Employed","Single parent ","1","","","","5"
"Never","2018","Employed","Couple + C. LE 16 ","12","","","","5"
"Never","2018","Employed","Couple + C. GT 16 ","2","","","","5"
"Never","2018","Employed","Couple + C. LE and GT 16","4","","","","5"
"Never","2018","Not Employed","(Married) couple without C. ","11","","","","5"
"Never","2018","Not Employed","Single parent ","50","0.138826392342354","0.100274098272895","0.177378686411814","5"
"Never","2018","Not Employed","Couple + C. LE 16 ","163","0.122333483177029","0.105594401754044","0.139072564600014","5"
"Never","2018","Not Employed","Couple + C. GT 16 ","20","","","","5"
"Never","2018","Not Employed","Couple + C. LE and GT 16","63","0.137356104051634","0.106625978775111","0.168086229328157","5"
"Never","2018","Employed","1-pers.-HH","12","","","","5"
"Rarely","2018","Not Employed","1-pers.-HH","31","0.0638546340531164","0.0439741075907993","0.0837351605154334","4"
"Rarely","2018","Not Employed","(Married) couple without C. ","6","","","","4"
"Rarely","2018","Not Employed","Single parent ","13","","","","4"
"Rarely","2018","Not Employed","Couple + C. LE 16 ","80","0.0534563224762798","0.0419651576371166","0.064947487315443","4"
"Rarely","2018","Not Employed","Couple + C. LE and GT 16","27","","","","4"
"Rarely","2018","Not Employed","Couple + C. GT 16 ","4","","","","4"
"Rarely","2018","Employed","1-pers.-HH","6","","","","4"
"Rarely","2018","Employed","Couple + C. LE and GT 16","","","","","4"
