"pli0165","year","e11103","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Min 1x per month","2013","Part Time","Couple + C. GT 16 ","27","","",""
"Min 1x per month","2013","Part Time","Couple + C. LE and GT 16","14","","",""
"Min 1x per month","2013","Not Working","1-pers.-HH","14","","",""
"Min 1x per month","2013","Not Working","(Married) couple without C. ","66","0.0166454099536226","0.0126233999800312","0.0206674199272141"
"Min 1x per month","2013","Not Working","Single parent ","21","","",""
"Min 1x per month","2013","Not Working","Couple + C. LE 16 ","28","","",""
"Min 1x per month","2013","Not Working","Couple + C. GT 16 ","15","","",""
"Min 1x per month","2013","Not Working","Couple + C. LE and GT 16","9","","",""
"Rarely","2013","Full Time","1-pers.-HH","97","0.0856168911944666","0.0697596976954926","0.101474084693441"
"Rarely","2013","Full Time","(Married) couple without C. ","214","0.0837956161868077","0.0726261816508318","0.0949650507227836"
"Rarely","2013","Full Time","Single parent ","74","0.0599231010243164","0.0438917222396018","0.075954479809031"
"Rarely","2013","Full Time","Couple + C. LE 16 ","324","0.107015492639623","0.0960355585736564","0.117995426705589"
"Rarely","2013","Full Time","Couple + C. GT 16 ","118","0.0868997129850133","0.0711575666209617","0.102641859349065"
"Rarely","2013","Full Time","Couple + C. LE and GT 16","96","0.118625250002806","0.0963300545882897","0.140920445417323"
"Rarely","2013","Part Time","1-pers.-HH","47","0.0809158297039821","0.0591314983479901","0.102700161059974"
"Rarely","2013","Part Time","(Married) couple without C. ","119","0.0935255579543606","0.0779358267366177","0.109115289172103"
"Rarely","2013","Part Time","Single parent ","66","0.0812155367877768","0.0649239797172022","0.0975070938583515"
"Rarely","2013","Part Time","Couple + C. LE 16 ","217","0.0986617015420791","0.0866811220378377","0.110642281046321"
"Rarely","2013","Part Time","Couple + C. GT 16 ","58","0.0707878776742302","0.0538138395357094","0.0877619158127509"
"Rarely","2013","Part Time","Couple + C. LE and GT 16","51","0.0544743408737842","0.037757118723628","0.0711915630239404"
"Rarely","2013","Not Working","1-pers.-HH","61","0.0324769404440444","0.0241954219915292","0.0407584588965596"
"Rarely","2013","Not Working","(Married) couple without C. ","250","0.0627507907126438","0.0551268771568147","0.0703747042684728"
"Rarely","2013","Not Working","Single parent ","37","0.0502857370377545","0.0339799248481504","0.0665915492273586"
"Rarely","2013","Not Working","Couple + C. LE 16 ","73","0.0851090530760879","0.0682388901304012","0.101979216021775"
"Rarely","2013","Not Working","Couple + C. GT 16 ","42","0.0502163214648645","0.0335549432786913","0.0668776996510378"
"Rarely","2013","Not Working","Couple + C. LE and GT 16","21","","",""
"Never","2013","Full Time","1-pers.-HH","504","0.429504377631132","0.401450528529225","0.45755822673304"
"Never","2013","Full Time","(Married) couple without C. ","1181","0.477337433481056","0.457202611226045","0.497472255736068"
"Never","2013","Full Time","Single parent ","318","0.353339541166035","0.321052643389855","0.385626438942215"
"Never","2013","Full Time","Couple + C. LE 16 ","1349","0.453415089275107","0.43573309497957","0.471097083570644"
"Never","2013","Full Time","Couple + C. GT 16 ","542","0.403400992757044","0.375984917736993","0.430817067777096"
"Never","2013","Full Time","Couple + C. LE and GT 16","343","0.391608711586919","0.357952899343789","0.425264523830048"
"Never","2013","Part Time","1-pers.-HH","254","0.417608879656004","0.378213791195135","0.457003968116873"
"Never","2013","Part Time","(Married) couple without C. ","782","0.573500238149578","0.547019999815643","0.599980476483513"
"Never","2013","Part Time","Single parent ","360","0.344030314876896","0.315698365674946","0.372362264078846"
"Never","2013","Part Time","Couple + C. LE 16 ","1011","0.411936882745979","0.392163229115559","0.431710536376399"
"Never","2013","Part Time","Couple + C. GT 16 ","348","0.35805076240258","0.326320699033172","0.389780825771988"
"Never","2013","Part Time","Couple + C. LE and GT 16","291","0.421720282553957","0.385344471390739","0.458096093717175"
"Never","2013","Not Working","1-pers.-HH","1431","0.831336612476949","0.813842552135483","0.848830672818415"
"Never","2013","Not Working","(Married) couple without C. ","2982","0.771240340026193","0.758035735140036","0.78444494491235"
"Never","2013","Not Working","Single parent ","216","0.38416504565748","0.347872733572333","0.420457357742626"
"Never","2013","Not Working","Couple + C. LE 16 ","393","0.359912442517289","0.330894617599538","0.388930267435041"
"Never","2013","Not Working","Couple + C. GT 16 ","290","0.44504328938176","0.407128660849984","0.482957917913535"
"Never","2013","Not Working","Couple + C. LE and GT 16","118","0.206176691510325","0.170786905313104","0.241566477707547"
"Daily","2014","Full Time","1-pers.-HH","","","",""
"Daily","2014","Full Time","(Married) couple without C. ","","","",""
"Daily","2014","Full Time","Single parent ","","","",""
"Daily","2014","Full Time","Couple + C. LE 16 ","","","",""
"Daily","2014","Full Time","Couple + C. GT 16 ","","","",""
"Daily","2014","Full Time","Couple + C. LE and GT 16","","","",""
"Daily","2014","Part Time","1-pers.-HH","","","",""
"Daily","2014","Part Time","(Married) couple without C. ","","","",""
"Daily","2014","Part Time","Single parent ","","","",""
"Daily","2014","Part Time","Couple + C. LE 16 ","","","",""
"Daily","2014","Part Time","Couple + C. GT 16 ","","","",""
"Daily","2014","Part Time","Couple + C. LE and GT 16","","","",""
"Daily","2014","Not Working","1-pers.-HH","","","",""
"Daily","2014","Not Working","(Married) couple without C. ","","","",""
"Daily","2014","Not Working","Single parent ","","","",""
"Daily","2014","Not Working","Couple + C. LE 16 ","","","",""
"Daily","2014","Not Working","Couple + C. GT 16 ","","","",""
"Daily","2014","Not Working","Couple + C. LE and GT 16","","","",""
"Min 1x per week","2014","Full Time","1-pers.-HH","","","",""
"Min 1x per week","2014","Full Time","(Married) couple without C. ","","","",""
"Min 1x per week","2014","Full Time","Single parent ","","","",""
"Min 1x per week","2014","Full Time","Couple + C. LE 16 ","","","",""
"Min 1x per week","2014","Full Time","Couple + C. GT 16 ","","","",""
"Min 1x per week","2014","Full Time","Couple + C. LE and GT 16","","","",""
"Min 1x per week","2014","Part Time","1-pers.-HH","","","",""
"Min 1x per week","2014","Part Time","(Married) couple without C. ","","","",""
"Min 1x per week","2014","Part Time","Single parent ","","","",""
"Min 1x per week","2014","Part Time","Couple + C. LE 16 ","","","",""
"Min 1x per week","2014","Part Time","Couple + C. GT 16 ","","","",""
"Min 1x per week","2014","Part Time","Couple + C. LE and GT 16","","","",""
"Min 1x per week","2014","Not Working","1-pers.-HH","","","",""
"Min 1x per week","2014","Not Working","(Married) couple without C. ","","","",""
"Min 1x per week","2014","Not Working","Single parent ","","","",""
"Min 1x per week","2014","Not Working","Couple + C. LE 16 ","","","",""
"Min 1x per week","2014","Not Working","Couple + C. GT 16 ","","","",""
"Min 1x per week","2014","Not Working","Couple + C. LE and GT 16","","","",""
"Min 1x per month","2014","Full Time","1-pers.-HH","","","",""
"Min 1x per month","2014","Full Time","(Married) couple without C. ","","","",""
"Min 1x per month","2014","Full Time","Single parent ","","","",""
"Min 1x per month","2014","Full Time","Couple + C. LE 16 ","","","",""
"Min 1x per month","2014","Full Time","Couple + C. GT 16 ","","","",""
"Min 1x per month","2014","Full Time","Couple + C. LE and GT 16","","","",""
"Min 1x per month","2014","Part Time","1-pers.-HH","","","",""
"Min 1x per month","2014","Part Time","(Married) couple without C. ","","","",""
"Min 1x per month","2014","Part Time","Single parent ","","","",""
"Min 1x per month","2014","Part Time","Couple + C. LE 16 ","","","",""
"Min 1x per month","2014","Part Time","Couple + C. GT 16 ","","","",""
"Min 1x per month","2014","Part Time","Couple + C. LE and GT 16","","","",""
"Min 1x per month","2014","Not Working","1-pers.-HH","","","",""
"Min 1x per month","2014","Not Working","(Married) couple without C. ","","","",""
"Min 1x per month","2014","Not Working","Single parent ","","","",""
"Min 1x per month","2014","Not Working","Couple + C. LE 16 ","","","",""
"Min 1x per month","2014","Not Working","Couple + C. GT 16 ","","","",""
"Min 1x per month","2014","Not Working","Couple + C. LE and GT 16","","","",""
"Rarely","2014","Full Time","1-pers.-HH","","","",""
"Rarely","2014","Full Time","(Married) couple without C. ","","","",""
"Rarely","2014","Full Time","Single parent ","","","",""
"Rarely","2014","Full Time","Couple + C. LE 16 ","","","",""
"Rarely","2014","Full Time","Couple + C. GT 16 ","","","",""
"Rarely","2014","Full Time","Couple + C. LE and GT 16","","","",""
"Rarely","2014","Part Time","1-pers.-HH","","","",""
"Rarely","2014","Part Time","(Married) couple without C. ","","","",""
"Rarely","2014","Part Time","Single parent ","","","",""
"Rarely","2014","Part Time","Couple + C. LE 16 ","","","",""
"Rarely","2014","Part Time","Couple + C. GT 16 ","","","",""
"Rarely","2014","Part Time","Couple + C. LE and GT 16","","","",""
"Rarely","2014","Not Working","1-pers.-HH","","","",""
"Rarely","2014","Not Working","(Married) couple without C. ","","","",""
"Rarely","2014","Not Working","Single parent ","","","",""
"Rarely","2014","Not Working","Couple + C. LE 16 ","","","",""
"Rarely","2014","Not Working","Couple + C. GT 16 ","","","",""
"Rarely","2014","Not Working","Couple + C. LE and GT 16","","","",""
"Never","2014","Full Time","1-pers.-HH","","","",""
"Never","2014","Full Time","(Married) couple without C. ","","","",""
"Never","2014","Full Time","Single parent ","","","",""
"Never","2014","Full Time","Couple + C. LE 16 ","","","",""
"Never","2014","Full Time","Couple + C. GT 16 ","","","",""
"Never","2014","Full Time","Couple + C. LE and GT 16","","","",""
"Never","2014","Part Time","1-pers.-HH","","","",""
"Never","2014","Part Time","(Married) couple without C. ","","","",""
"Never","2014","Part Time","Single parent ","","","",""
"Never","2014","Part Time","Couple + C. LE 16 ","","","",""
"Never","2014","Part Time","Couple + C. GT 16 ","","","",""
"Never","2014","Part Time","Couple + C. LE and GT 16","","","",""
"Never","2014","Not Working","1-pers.-HH","","","",""
"Never","2014","Not Working","(Married) couple without C. ","","","",""
"Never","2014","Not Working","Single parent ","","","",""
"Never","2014","Not Working","Couple + C. LE 16 ","","","",""
"Never","2014","Not Working","Couple + C. GT 16 ","","","",""
"Never","2014","Not Working","Couple + C. LE and GT 16","","","",""
"Daily","2015","Full Time","1-pers.-HH","","","",""
"Daily","2015","Full Time","(Married) couple without C. ","","","",""
"Daily","2015","Full Time","Single parent ","","","",""
"Daily","2015","Full Time","Couple + C. LE 16 ","","","",""
"Daily","2015","Full Time","Couple + C. GT 16 ","","","",""
"Daily","2015","Full Time","Couple + C. LE and GT 16","","","",""
"Daily","2015","Part Time","1-pers.-HH","","","",""
"Daily","2015","Part Time","(Married) couple without C. ","","","",""
"Daily","2015","Part Time","Single parent ","","","",""
"Daily","2015","Part Time","Couple + C. LE 16 ","","","",""
"Daily","2015","Part Time","Couple + C. GT 16 ","","","",""
"Daily","2015","Part Time","Couple + C. LE and GT 16","","","",""
"Daily","2015","Not Working","1-pers.-HH","","","",""
"Daily","2015","Not Working","(Married) couple without C. ","","","",""
"Daily","2015","Not Working","Single parent ","","","",""
"Daily","2015","Not Working","Couple + C. LE 16 ","","","",""
"Daily","2015","Not Working","Couple + C. GT 16 ","","","",""
"Daily","2015","Not Working","Couple + C. LE and GT 16","","","",""
"Min 1x per week","2015","Full Time","1-pers.-HH","","","",""
"Min 1x per week","2015","Full Time","(Married) couple without C. ","","","",""
"Min 1x per week","2015","Full Time","Single parent ","","","",""
"Min 1x per week","2015","Full Time","Couple + C. LE 16 ","","","",""
"Min 1x per week","2015","Full Time","Couple + C. GT 16 ","","","",""
"Min 1x per week","2015","Full Time","Couple + C. LE and GT 16","","","",""
"Min 1x per week","2015","Part Time","1-pers.-HH","","","",""
"Min 1x per week","2015","Part Time","(Married) couple without C. ","","","",""
"Min 1x per week","2015","Part Time","Single parent ","","","",""
"Min 1x per week","2015","Part Time","Couple + C. LE 16 ","","","",""
"Min 1x per week","2015","Part Time","Couple + C. GT 16 ","","","",""
"Min 1x per week","2015","Part Time","Couple + C. LE and GT 16","","","",""
"Min 1x per week","2015","Not Working","1-pers.-HH","","","",""
"Min 1x per week","2015","Not Working","(Married) couple without C. ","","","",""
"Min 1x per week","2015","Not Working","Single parent ","","","",""
"Min 1x per week","2015","Not Working","Couple + C. LE 16 ","","","",""
"Min 1x per week","2015","Not Working","Couple + C. GT 16 ","","","",""
"Min 1x per week","2015","Not Working","Couple + C. LE and GT 16","","","",""
"Min 1x per month","2015","Full Time","1-pers.-HH","","","",""
"Min 1x per month","2015","Full Time","(Married) couple without C. ","","","",""
"Min 1x per month","2015","Full Time","Single parent ","","","",""
"Min 1x per month","2015","Full Time","Couple + C. LE 16 ","","","",""
"Min 1x per month","2015","Full Time","Couple + C. GT 16 ","","","",""
"Min 1x per month","2015","Full Time","Couple + C. LE and GT 16","","","",""
"Min 1x per month","2015","Part Time","1-pers.-HH","","","",""
"Min 1x per month","2015","Part Time","(Married) couple without C. ","","","",""
"Min 1x per month","2015","Part Time","Single parent ","","","",""
"Min 1x per month","2015","Part Time","Couple + C. LE 16 ","","","",""
"Min 1x per month","2015","Part Time","Couple + C. GT 16 ","","","",""
"Min 1x per month","2015","Part Time","Couple + C. LE and GT 16","","","",""
"Min 1x per month","2015","Not Working","1-pers.-HH","","","",""
"Min 1x per month","2015","Not Working","(Married) couple without C. ","","","",""
"Min 1x per month","2015","Not Working","Single parent ","","","",""
"Min 1x per month","2015","Not Working","Couple + C. LE 16 ","","","",""
"Min 1x per month","2015","Not Working","Couple + C. GT 16 ","","","",""
"Min 1x per month","2015","Not Working","Couple + C. LE and GT 16","","","",""
"Rarely","2015","Full Time","1-pers.-HH","","","",""
"Rarely","2015","Full Time","(Married) couple without C. ","","","",""
"Rarely","2015","Full Time","Single parent ","","","",""
"Rarely","2015","Full Time","Couple + C. LE 16 ","","","",""
"Rarely","2015","Full Time","Couple + C. GT 16 ","","","",""
"Rarely","2015","Full Time","Couple + C. LE and GT 16","","","",""
"Rarely","2015","Part Time","1-pers.-HH","","","",""
"Rarely","2015","Part Time","(Married) couple without C. ","","","",""
"Rarely","2015","Part Time","Single parent ","","","",""
"Rarely","2015","Part Time","Couple + C. LE 16 ","","","",""
"Rarely","2015","Part Time","Couple + C. GT 16 ","","","",""
"Rarely","2015","Part Time","Couple + C. LE and GT 16","","","",""
"Rarely","2015","Not Working","1-pers.-HH","","","",""
"Rarely","2015","Not Working","(Married) couple without C. ","","","",""
"Rarely","2015","Not Working","Single parent ","","","",""
"Rarely","2015","Not Working","Couple + C. LE 16 ","","","",""
"Rarely","2015","Not Working","Couple + C. GT 16 ","","","",""
"Rarely","2015","Not Working","Couple + C. LE and GT 16","","","",""
"Never","2015","Full Time","1-pers.-HH","","","",""
"Never","2015","Full Time","(Married) couple without C. ","","","",""
"Never","2015","Full Time","Single parent ","","","",""
"Never","2015","Full Time","Couple + C. LE 16 ","","","",""
"Never","2015","Full Time","Couple + C. GT 16 ","","","",""
"Never","2015","Full Time","Couple + C. LE and GT 16","","","",""
"Never","2015","Part Time","1-pers.-HH","","","",""
"Never","2015","Part Time","(Married) couple without C. ","","","",""
"Never","2015","Part Time","Single parent ","","","",""
"Never","2015","Part Time","Couple + C. LE 16 ","","","",""
"Never","2015","Part Time","Couple + C. GT 16 ","","","",""
"Never","2015","Part Time","Couple + C. LE and GT 16","","","",""
"Never","2015","Not Working","1-pers.-HH","","","",""
"Never","2015","Not Working","(Married) couple without C. ","","","",""
"Never","2015","Not Working","Single parent ","","","",""
"Never","2015","Not Working","Couple + C. LE 16 ","","","",""
"Never","2015","Not Working","Couple + C. GT 16 ","","","",""
"Never","2015","Not Working","Couple + C. LE and GT 16","","","",""
"Daily","2016","Full Time","1-pers.-HH","","","",""
"Daily","2016","Full Time","(Married) couple without C. ","","","",""
"Daily","2016","Full Time","Single parent ","","","",""
"Daily","2016","Full Time","Couple + C. LE 16 ","","","",""
"Daily","2016","Full Time","Couple + C. GT 16 ","","","",""
"Daily","2016","Full Time","Couple + C. LE and GT 16","","","",""
"Daily","2016","Part Time","1-pers.-HH","","","",""
"Daily","2016","Part Time","(Married) couple without C. ","","","",""
"Daily","2016","Part Time","Single parent ","","","",""
"Daily","2016","Part Time","Couple + C. LE 16 ","","","",""
"Daily","2016","Part Time","Couple + C. GT 16 ","","","",""
"Daily","2016","Part Time","Couple + C. LE and GT 16","","","",""
"Daily","2016","Not Working","1-pers.-HH","","","",""
"Daily","2016","Not Working","(Married) couple without C. ","","","",""
"Daily","2016","Not Working","Single parent ","","","",""
"Daily","2016","Not Working","Couple + C. LE 16 ","","","",""
"Daily","2016","Not Working","Couple + C. GT 16 ","","","",""
"Daily","2016","Not Working","Couple + C. LE and GT 16","","","",""
"Min 1x per week","2016","Full Time","1-pers.-HH","","","",""
"Min 1x per week","2016","Full Time","(Married) couple without C. ","","","",""
"Min 1x per week","2016","Full Time","Single parent ","","","",""
"Min 1x per week","2016","Full Time","Couple + C. LE 16 ","","","",""
"Min 1x per week","2016","Full Time","Couple + C. GT 16 ","","","",""
"Min 1x per week","2016","Full Time","Couple + C. LE and GT 16","","","",""
"Min 1x per week","2016","Part Time","1-pers.-HH","","","",""
"Min 1x per week","2016","Part Time","(Married) couple without C. ","","","",""
"Min 1x per week","2016","Part Time","Single parent ","","","",""
"Min 1x per week","2016","Part Time","Couple + C. LE 16 ","","","",""
"Min 1x per week","2016","Part Time","Couple + C. GT 16 ","","","",""
"Min 1x per week","2016","Part Time","Couple + C. LE and GT 16","","","",""
"Min 1x per week","2016","Not Working","1-pers.-HH","","","",""
"Min 1x per week","2016","Not Working","(Married) couple without C. ","","","",""
"Min 1x per week","2016","Not Working","Single parent ","","","",""
"Min 1x per week","2016","Not Working","Couple + C. LE 16 ","","","",""
"Min 1x per week","2016","Not Working","Couple + C. GT 16 ","","","",""
"Min 1x per week","2016","Not Working","Couple + C. LE and GT 16","","","",""
"Min 1x per month","2016","Full Time","1-pers.-HH","","","",""
"Min 1x per month","2016","Full Time","(Married) couple without C. ","","","",""
"Min 1x per month","2016","Full Time","Single parent ","","","",""
"Min 1x per month","2016","Full Time","Couple + C. LE 16 ","","","",""
"Min 1x per month","2016","Full Time","Couple + C. GT 16 ","","","",""
"Min 1x per month","2016","Full Time","Couple + C. LE and GT 16","","","",""
"Min 1x per month","2016","Part Time","1-pers.-HH","","","",""
"Min 1x per month","2016","Part Time","(Married) couple without C. ","","","",""
"Min 1x per month","2016","Part Time","Single parent ","","","",""
"Min 1x per month","2016","Part Time","Couple + C. LE 16 ","","","",""
"Min 1x per month","2016","Part Time","Couple + C. GT 16 ","","","",""
"Min 1x per month","2016","Part Time","Couple + C. LE and GT 16","","","",""
"Min 1x per month","2016","Not Working","1-pers.-HH","","","",""
"Min 1x per month","2016","Not Working","(Married) couple without C. ","","","",""
"Min 1x per month","2016","Not Working","Single parent ","","","",""
"Min 1x per month","2016","Not Working","Couple + C. LE 16 ","","","",""
"Min 1x per month","2016","Not Working","Couple + C. GT 16 ","","","",""
"Min 1x per month","2016","Not Working","Couple + C. LE and GT 16","","","",""
"Rarely","2016","Full Time","1-pers.-HH","","","",""
"Rarely","2016","Full Time","(Married) couple without C. ","","","",""
"Rarely","2016","Full Time","Single parent ","","","",""
"Rarely","2016","Full Time","Couple + C. LE 16 ","","","",""
"Rarely","2016","Full Time","Couple + C. GT 16 ","","","",""
"Rarely","2016","Full Time","Couple + C. LE and GT 16","","","",""
"Rarely","2016","Part Time","1-pers.-HH","","","",""
"Rarely","2016","Part Time","(Married) couple without C. ","","","",""
"Rarely","2016","Part Time","Single parent ","","","",""
"Rarely","2016","Part Time","Couple + C. LE 16 ","","","",""
"Rarely","2016","Part Time","Couple + C. GT 16 ","","","",""
"Rarely","2016","Part Time","Couple + C. LE and GT 16","","","",""
"Rarely","2016","Not Working","1-pers.-HH","","","",""
"Rarely","2016","Not Working","(Married) couple without C. ","","","",""
"Rarely","2016","Not Working","Single parent ","","","",""
"Rarely","2016","Not Working","Couple + C. LE 16 ","","","",""
"Rarely","2016","Not Working","Couple + C. GT 16 ","","","",""
"Rarely","2016","Not Working","Couple + C. LE and GT 16","","","",""
"Never","2016","Full Time","1-pers.-HH","","","",""
"Never","2016","Full Time","(Married) couple without C. ","","","",""
"Never","2016","Full Time","Single parent ","","","",""
"Never","2016","Full Time","Couple + C. LE 16 ","","","",""
"Never","2016","Full Time","Couple + C. GT 16 ","","","",""
"Never","2016","Full Time","Couple + C. LE and GT 16","","","",""
"Never","2016","Part Time","1-pers.-HH","","","",""
"Never","2016","Part Time","(Married) couple without C. ","","","",""
"Never","2016","Part Time","Single parent ","","","",""
"Never","2016","Part Time","Couple + C. LE 16 ","","","",""
"Never","2016","Part Time","Couple + C. GT 16 ","","","",""
"Never","2016","Part Time","Couple + C. LE and GT 16","","","",""
"Never","2016","Not Working","1-pers.-HH","","","",""
"Never","2016","Not Working","(Married) couple without C. ","","","",""
"Never","2016","Not Working","Single parent ","","","",""
"Never","2016","Not Working","Couple + C. LE 16 ","","","",""
"Never","2016","Not Working","Couple + C. GT 16 ","","","",""
"Never","2016","Not Working","Couple + C. LE and GT 16","","","",""
"Daily","2017","Full Time","1-pers.-HH","13","","",""
"Daily","2017","Full Time","(Married) couple without C. ","3","","",""
"Daily","2017","Full Time","Single parent ","2","","",""
"Daily","2017","Full Time","Couple + C. LE 16 ","12","","",""
"Daily","2017","Full Time","Couple + C. GT 16 ","","","",""
"Daily","2017","Full Time","Couple + C. LE and GT 16","1","","",""
"Daily","2017","Part Time","1-pers.-HH","41","0.767211367001109","0.659376182787455","0.875046551214762"
"Daily","2017","Part Time","(Married) couple without C. ","5","","",""
"Daily","2017","Part Time","Single parent ","4","","",""
"Daily","2017","Part Time","Couple + C. LE 16 ","37","0.511326921868125","0.385885285694722","0.636768558041527"
"Daily","2017","Part Time","Couple + C. GT 16 ","2","","",""
"Daily","2017","Part Time","Couple + C. LE and GT 16","6","","",""
"Daily","2017","Not Working","1-pers.-HH","652","0.605788857109914","0.575988393631398","0.63558932058843"
"Daily","2017","Not Working","(Married) couple without C. ","117","0.552764479924414","0.48368329773616","0.621845662112668"
"Daily","2017","Not Working","Single parent ","212","0.501968300104455","0.451362639747182","0.552573960461729"
"Daily","2017","Not Working","Couple + C. LE 16 ","1259","0.567739538054891","0.547038883538425","0.588440192571357"
"Daily","2017","Not Working","Couple + C. GT 16 ","58","0.631709601586796","0.537641724847252","0.725777478326341"
"Daily","2017","Not Working","Couple + C. LE and GT 16","336","0.501039346377738","0.461745733266872","0.540332959488605"
"Min 1x per week","2017","Full Time","1-pers.-HH","5","","",""
"Min 1x per week","2017","Full Time","(Married) couple without C. ","","","",""
"Min 1x per week","2017","Full Time","Single parent ","","","",""
"Min 1x per week","2017","Full Time","Couple + C. LE 16 ","8","","",""
"Min 1x per week","2017","Full Time","Couple + C. GT 16 ","","","",""
"Min 1x per week","2017","Full Time","Couple + C. LE and GT 16","","","",""
"Min 1x per week","2017","Part Time","1-pers.-HH","8","","",""
"Min 1x per week","2017","Part Time","(Married) couple without C. ","1","","",""
"Min 1x per week","2017","Part Time","Single parent ","1","","",""
"Min 1x per week","2017","Part Time","Couple + C. LE 16 ","16","","",""
