"pli0165","year","bula_h","n","percent","lower_confidence","upper_confidence","value"
"Never","2018","Hesse","71","0.0929798980867325","0.0666694555121133","0.119290340661352","5"
"Rarely","2018","Rhineland-Palatinate,Saarland","10","","","","4"
"Rarely","2018","Schleswig-Holstein","5","","","","4"
"Rarely","2018","Bremen","7","","","","4"
"Rarely","2018","North Rhine-Westphalia","41","0.0614336261228048","0.0454223189192749","0.0774449333263348","4"
"Rarely","2018","Hesse","27","","","","4"
"Rarely","2018","Baden-Württemberg","28","","","","4"
"Rarely","2018","Bavaria","23","","","","4"
"Rarely","2018","Berlin","10","","","","4"
"Rarely","2018","Brandenburg","3","","","","4"
"Rarely","2018","Mecklenburg-Western Pomerania","2","","","","4"
"Rarely","2018","Saxony","5","","","","4"
"Rarely","2018","Saxony-Anhalt","8","","","","4"
"Rarely","2018","Thuringia","","","","","4"
"Rarely","2018","Hamburg","10","","","","4"
"Rarely","2018","Lower Saxony","10","","","","4"
"Daily","2019","Bremen","31","0.462147263302622","0.340944283586895","0.583350243018348","1"
"Daily","2019","North Rhine-Westphalia","586","0.699090408011498","0.668400955935754","0.729779860087242","1"
"Daily","2019","Hesse","213","0.683618322051653","0.633134549606723","0.734102094496583","1"
"Daily","2019","Rhineland-Palatinate,Saarland","165","0.83241944993856","0.780785781968171","0.884053117908949","1"
"Daily","2019","Baden-Württemberg","307","0.681548154598803","0.637868667446662","0.725227641750945","1"
"Daily","2019","Bavaria","358","0.718514541986208","0.677638637337586","0.75939044663483","1"
"Daily","2019","Berlin","76","0.593457473924701","0.508365049284985","0.678549898564417","1"
"Daily","2019","Brandenburg","66","0.644120439793075","0.552975991304684","0.735264888281467","1"
"Daily","2019","Mecklenburg-Western Pomerania","21","","","","1"
"Daily","2019","Saxony","72","0.694818504046783","0.610288585198544","0.779348422895022","1"
"Daily","2019","Saxony-Anhalt","72","0.675841019862396","0.584102993310615","0.767579046414177","1"
"Daily","2019","Schleswig-Holstein","150","0.797898213144947","0.740799001323113","0.854997424966781","1"
"Daily","2019","Hamburg","52","0.731364845218638","0.636576070064666","0.82615362037261","1"
"Daily","2019","Lower Saxony","258","0.644297157067725","0.596477715304351","0.692116598831099","1"
"Daily","2019","Thuringia","46","0.641719304787525","0.531724818119364","0.751713791455687","1"
"Min 1x per month","2019","Bremen","4","","","","3"
"Min 1x per month","2019","North Rhine-Westphalia","14","","","","3"
"Min 1x per month","2019","Hesse","11","","","","3"
"Min 1x per month","2019","Rhineland-Palatinate,Saarland","3","","","","3"
"Min 1x per month","2019","Baden-Württemberg","4","","","","3"
"Min 1x per month","2019","Bavaria","4","","","","3"
"Min 1x per month","2019","Berlin","2","","","","3"
"Min 1x per month","2019","Brandenburg","1","","","","3"
"Min 1x per month","2019","Saxony","1","","","","3"
"Min 1x per month","2019","Saxony-Anhalt","1","","","","3"
"Min 1x per month","2019","Thuringia","3","","","","3"
"Min 1x per month","2019","Mecklenburg-Western Pomerania","1","","","","3"
"Min 1x per month","2019","Schleswig-Holstein","2","","","","3"
"Min 1x per month","2019","Lower Saxony","13","","","","3"
"Min 1x per month","2019","Hamburg","1","","","","3"
"Min 1x per week","2019","Schleswig-Holstein","23","","","","2"
"Min 1x per week","2019","Hamburg","14","","","","2"
"Min 1x per week","2019","Bremen","29","","","","2"
"Min 1x per week","2019","North Rhine-Westphalia","140","0.141994110578742","0.118638848372821","0.165349372784663","2"
"Min 1x per week","2019","Hesse","62","0.174003026911195","0.132849513288966","0.215156540533423","2"
"Min 1x per week","2019","Rhineland-Palatinate,Saarland","17","","","","2"
"Min 1x per week","2019","Baden-Württemberg","50","0.152074515366658","0.11840673873093","0.185742292002386","2"
"Min 1x per week","2019","Bavaria","58","0.176629088788378","0.141967338537969","0.211290839038787","2"
"Min 1x per week","2019","Berlin","25","","","","2"
"Min 1x per week","2019","Brandenburg","18","","","","2"
"Min 1x per week","2019","Mecklenburg-Western Pomerania","8","","","","2"
"Min 1x per week","2019","Saxony","14","","","","2"
"Min 1x per week","2019","Thuringia","15","","","","2"
"Min 1x per week","2019","Saxony-Anhalt","8","","","","2"
"Min 1x per week","2019","Lower Saxony","67","0.21699830899041","0.175823911669725","0.258172706311095","2"
"Never","2019","Schleswig-Holstein","10","","","","5"
"Never","2019","Hamburg","11","","","","5"
"Never","2019","Lower Saxony","24","","","","5"
"Never","2019","Bremen","","","","","5"
"Never","2019","North Rhine-Westphalia","57","0.0660938446432642","0.0494698047021615","0.0827178845843668","5"
"Never","2019","Hesse","32","0.0813474075176935","0.0516726757585509","0.111022139276836","5"
"Never","2019","Rhineland-Palatinate,Saarland","10","","","","5"
"Never","2019","Baden-Württemberg","54","0.124285440026191","0.0933540964573187","0.155216783595064","5"
"Never","2019","Bavaria","32","0.0425292712246082","0.0241880462540924","0.060870496195124","5"
"Never","2019","Berlin","15","","","","5"
"Never","2019","Brandenburg","13","","","","5"
"Never","2019","Mecklenburg-Western Pomerania","6","","","","5"
"Never","2019","Saxony","19","","","","5"
"Never","2019","Saxony-Anhalt","10","","","","5"
"Never","2019","Thuringia","5","","","","5"
"Rarely","2019","Schleswig-Holstein","5","","","","4"
"Rarely","2019","Bremen","1","","","","4"
"Rarely","2019","North Rhine-Westphalia","61","0.0709001844877556","0.053726664628394","0.0880737043471173","4"
"Rarely","2019","Hesse","8","","","","4"
"Rarely","2019","Rhineland-Palatinate,Saarland","6","","","","4"
"Rarely","2019","Baden-Württemberg","22","","","","4"
"Rarely","2019","Bavaria","13","","","","4"
"Rarely","2019","Berlin","10","","","","4"
"Rarely","2019","Brandenburg","8","","","","4"
"Rarely","2019","Mecklenburg-Western Pomerania","1","","","","4"
"Rarely","2019","Saxony","8","","","","4"
"Rarely","2019","Saxony-Anhalt","9","","","","4"
"Rarely","2019","Thuringia","4","","","","4"
"Rarely","2019","Hamburg","6","","","","4"
"Rarely","2019","Lower Saxony","23","","","","4"
