"ple0022","year","bula_h","migback","n","percent","lower_confidence","upper_confidence"
"No","2011","Thuringia","no migration background","710","0.803947051021669","0.777535820167254","0.830358281876084"
"No","2011","Thuringia","direct migration background","13","","",""
"No","2011","Thuringia","indirect migration background","6","","",""
"Yes","2012","Schleswig-Holstein","no migration background","","","",""
"Yes","2012","Schleswig-Holstein","direct migration background","","","",""
"Yes","2012","Schleswig-Holstein","indirect migration background","","","",""
"Yes","2012","Hamburg","no migration background","","","",""
"Yes","2012","Hamburg","direct migration background","","","",""
"Yes","2012","Hamburg","indirect migration background","","","",""
"Yes","2012","Lower Saxony","no migration background","","","",""
"Yes","2012","Lower Saxony","direct migration background","","","",""
"Yes","2012","Lower Saxony","indirect migration background","","","",""
"Yes","2012","Bremen","no migration background","","","",""
"Yes","2012","Bremen","direct migration background","","","",""
"Yes","2012","Bremen","indirect migration background","","","",""
"Yes","2012","North Rhine-Westphalia","no migration background","","","",""
"Yes","2012","North Rhine-Westphalia","direct migration background","","","",""
"Yes","2012","North Rhine-Westphalia","indirect migration background","","","",""
"Yes","2012","Hesse","no migration background","","","",""
"Yes","2012","Hesse","direct migration background","","","",""
"Yes","2012","Hesse","indirect migration background","","","",""
"Yes","2012","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Yes","2012","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Yes","2012","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Yes","2012","Baden-Württemberg","no migration background","","","",""
"Yes","2012","Baden-Württemberg","direct migration background","","","",""
"Yes","2012","Baden-Württemberg","indirect migration background","","","",""
"Yes","2012","Bavaria","no migration background","","","",""
"Yes","2012","Bavaria","direct migration background","","","",""
"Yes","2012","Bavaria","indirect migration background","","","",""
"Yes","2012","Berlin","no migration background","","","",""
"Yes","2012","Berlin","direct migration background","","","",""
"Yes","2012","Berlin","indirect migration background","","","",""
"Yes","2012","Brandenburg","no migration background","","","",""
"Yes","2012","Brandenburg","direct migration background","","","",""
"Yes","2012","Brandenburg","indirect migration background","","","",""
"Yes","2012","Mecklenburg-Western Pomerania","no migration background","","","",""
"Yes","2012","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Yes","2012","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Yes","2012","Saxony","no migration background","","","",""
"Yes","2012","Saxony","direct migration background","","","",""
"Yes","2012","Saxony","indirect migration background","","","",""
"Yes","2012","Saxony-Anhalt","no migration background","","","",""
"Yes","2012","Saxony-Anhalt","direct migration background","","","",""
"Yes","2012","Saxony-Anhalt","indirect migration background","","","",""
"Yes","2012","Thuringia","no migration background","","","",""
"Yes","2012","Thuringia","direct migration background","","","",""
"Yes","2012","Thuringia","indirect migration background","","","",""
"No","2012","Schleswig-Holstein","no migration background","","","",""
"No","2012","Schleswig-Holstein","direct migration background","","","",""
"No","2012","Schleswig-Holstein","indirect migration background","","","",""
"No","2012","Hamburg","no migration background","","","",""
"No","2012","Hamburg","direct migration background","","","",""
"No","2012","Hamburg","indirect migration background","","","",""
"No","2012","Lower Saxony","no migration background","","","",""
"No","2012","Lower Saxony","direct migration background","","","",""
"No","2012","Lower Saxony","indirect migration background","","","",""
"No","2012","Bremen","no migration background","","","",""
"No","2012","Bremen","direct migration background","","","",""
"No","2012","Bremen","indirect migration background","","","",""
"No","2012","North Rhine-Westphalia","no migration background","","","",""
"No","2012","North Rhine-Westphalia","direct migration background","","","",""
"No","2012","North Rhine-Westphalia","indirect migration background","","","",""
"No","2012","Hesse","no migration background","","","",""
"No","2012","Hesse","direct migration background","","","",""
"No","2012","Hesse","indirect migration background","","","",""
"No","2012","Rhineland-Palatinate,Saarland","no migration background","","","",""
"No","2012","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"No","2012","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"No","2012","Baden-Württemberg","no migration background","","","",""
"No","2012","Baden-Württemberg","direct migration background","","","",""
"No","2012","Baden-Württemberg","indirect migration background","","","",""
"No","2012","Bavaria","no migration background","","","",""
"No","2012","Bavaria","direct migration background","","","",""
"No","2012","Bavaria","indirect migration background","","","",""
"No","2012","Berlin","no migration background","","","",""
"No","2012","Berlin","direct migration background","","","",""
"No","2012","Berlin","indirect migration background","","","",""
"No","2012","Brandenburg","no migration background","","","",""
"No","2012","Brandenburg","direct migration background","","","",""
"No","2012","Brandenburg","indirect migration background","","","",""
"No","2012","Mecklenburg-Western Pomerania","no migration background","","","",""
"No","2012","Mecklenburg-Western Pomerania","direct migration background","","","",""
"No","2012","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"No","2012","Saxony","no migration background","","","",""
"No","2012","Saxony","direct migration background","","","",""
"No","2012","Saxony","indirect migration background","","","",""
"No","2012","Saxony-Anhalt","no migration background","","","",""
"No","2012","Saxony-Anhalt","direct migration background","","","",""
"No","2012","Saxony-Anhalt","indirect migration background","","","",""
"No","2012","Thuringia","no migration background","","","",""
"No","2012","Thuringia","direct migration background","","","",""
"No","2012","Thuringia","indirect migration background","","","",""
"Yes","2013","Schleswig-Holstein","no migration background","81","0.160692974134345","0.129515325363597","0.191870622905094"
"Yes","2013","Schleswig-Holstein","direct migration background","12","","",""
"Yes","2013","Schleswig-Holstein","indirect migration background","","","",""
"Yes","2013","Hamburg","no migration background","36","0.131430300895105","0.0912036817325001","0.171656920057709"
"Yes","2013","Hamburg","direct migration background","3","","",""
"Yes","2013","Hamburg","indirect migration background","","","",""
"Yes","2013","Lower Saxony","no migration background","310","0.201769701413917","0.18206216748359","0.221477235344244"
"Yes","2013","Lower Saxony","direct migration background","26","","",""
"Yes","2013","Lower Saxony","indirect migration background","4","","",""
"Yes","2013","Bremen","no migration background","18","","",""
"Yes","2013","Bremen","direct migration background","2","","",""
"Yes","2013","Bremen","indirect migration background","2","","",""
"Yes","2013","North Rhine-Westphalia","no migration background","608","0.214245890243738","0.199807234066724","0.228684546420752"
"Yes","2013","North Rhine-Westphalia","direct migration background","86","0.223175478767715","0.184619317811478","0.261731639723953"
"Yes","2013","North Rhine-Westphalia","indirect migration background","15","","",""
"Yes","2013","Hesse","no migration background","204","0.191999054741541","0.168332624430101","0.215665485052981"
"Yes","2013","Hesse","direct migration background","43","0.256828960142937","0.190568226374488","0.323089693911385"
"Yes","2013","Hesse","indirect migration background","9","","",""
"Yes","2013","Rhineland-Palatinate,Saarland","no migration background","174","0.188422195219418","0.163028844390468","0.213815546048368"
"Yes","2013","Rhineland-Palatinate,Saarland","direct migration background","23","","",""
"Yes","2013","Rhineland-Palatinate,Saarland","indirect migration background","2","","",""
"Yes","2013","Baden-Württemberg","no migration background","271","0.175602218689852","0.157615847193513","0.19358859018619"
"Yes","2013","Baden-Württemberg","direct migration background","55","0.207902763297043","0.161357440636359","0.254448085957727"
"Yes","2013","Baden-Württemberg","indirect migration background","10","","",""
"Yes","2013","Bavaria","no migration background","450","0.181577415503408","0.166553145003522","0.196601686003293"
"Yes","2013","Bavaria","direct migration background","64","0.23170538577722","0.183961317515224","0.279449454039217"
"Yes","2013","Bavaria","indirect migration background","11","","",""
"Yes","2013","Berlin","no migration background","140","0.216342728102822","0.185774804666615","0.24691065153903"
"Yes","2013","Berlin","direct migration background","10","","",""
"Yes","2013","Berlin","indirect migration background","3","","",""
"Yes","2013","Brandenburg","no migration background","122","0.166125565950899","0.139699094927805","0.192552036973993"
"Yes","2013","Brandenburg","direct migration background","3","","",""
"Yes","2013","Brandenburg","indirect migration background","1","","",""
"Yes","2013","Mecklenburg-Western Pomerania","no migration background","81","0.202418899667457","0.165002742176847","0.239835057158068"
"Yes","2013","Mecklenburg-Western Pomerania","direct migration background","1","","",""
"Yes","2013","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Yes","2013","Saxony","no migration background","245","0.19145407493588","0.170099351619062","0.212808798252698"
"Yes","2013","Saxony","direct migration background","6","","",""
"Yes","2013","Saxony","indirect migration background","1","","",""
"Yes","2013","Saxony-Anhalt","no migration background","137","0.194006091787827","0.165630022202715","0.222382161372939"
"Yes","2013","Saxony-Anhalt","direct migration background","1","","",""
"Yes","2013","Saxony-Anhalt","indirect migration background","","","",""
"Yes","2013","Thuringia","no migration background","143","0.187379212712741","0.160134034623293","0.214624390802189"
"Yes","2013","Thuringia","direct migration background","","","",""
"Yes","2013","Thuringia","indirect migration background","1","","",""
"No","2013","Schleswig-Holstein","no migration background","452","0.839307025865655","0.808129377094906","0.870484674636403"
"No","2013","Schleswig-Holstein","direct migration background","39","0.683418465898253","0.555760139296223","0.811076792500282"
"No","2013","Schleswig-Holstein","indirect migration background","9","","",""
"No","2013","Hamburg","no migration background","235","0.868569699104895","0.828343079942291","0.9087963182675"
"No","2013","Hamburg","direct migration background","21","","",""
"No","2013","Hamburg","indirect migration background","17","","",""
"No","2013","Lower Saxony","no migration background","1283","0.798230298586083","0.778522764655756","0.81793783251641"
"No","2013","Lower Saxony","direct migration background","115","0.744677607761834","0.67270501724023","0.816650198283437"
"No","2013","Lower Saxony","indirect migration background","46","0.916991761864076","0.840519065404659","0.993464458323493"
"No","2013","Bremen","no migration background","79","0.795698206436431","0.715461609060604","0.875934803812258"
"No","2013","Bremen","direct migration background","18","","",""
"No","2013","Bremen","indirect migration background","1","","",""
"No","2013","North Rhine-Westphalia","no migration background","2494","0.785754109756262","0.771315453579248","0.800192765933276"
"No","2013","North Rhine-Westphalia","direct migration background","362","0.776824521232285","0.738268360276047","0.815380682188522"
"No","2013","North Rhine-Westphalia","indirect migration background","170","0.90413532687251","0.861711656080753","0.946558997664267"
"No","2013","Hesse","no migration background","860","0.808000945258459","0.784334514947019","0.831667375569899"
"No","2013","Hesse","direct migration background","124","0.743171039857063","0.676910306088615","0.809431773625512"
"No","2013","Hesse","indirect migration background","55","0.843009877872153","0.753882608841461","0.932137146902845"
"No","2013","Rhineland-Palatinate,Saarland","no migration background","737","0.811577804780582","0.786184453951632","0.836971155609532"
"No","2013","Rhineland-Palatinate,Saarland","direct migration background","108","0.833888353002884","0.770155048119224","0.897621657886545"
"No","2013","Rhineland-Palatinate,Saarland","indirect migration background","59","0.965258189983256","0.919303362335191","1.01121301763132"
"No","2013","Baden-Württemberg","no migration background","1448","0.824397781310148","0.80641140981381","0.842384152806487"
"No","2013","Baden-Württemberg","direct migration background","237","0.792097236702957","0.745551914042273","0.838642559363641"
"No","2013","Baden-Württemberg","indirect migration background","116","0.926324466349539","0.8807096394597","0.971939293239377"
"No","2013","Bavaria","no migration background","2079","0.818422584496592","0.803398313996706","0.833446854996478"
"No","2013","Bavaria","direct migration background","236","0.76829461422278","0.720550545960783","0.816038682484776"
"No","2013","Bavaria","indirect migration background","125","0.94335147724281","0.904499806610297","0.982203147875323"
"No","2013","Berlin","no migration background","557","0.783657271897178","0.75308934846097","0.814225195333385"
"No","2013","Berlin","direct migration background","38","0.748342554006251","0.625575287639975","0.871109820372526"
"No","2013","Berlin","indirect migration background","24","","",""
"No","2013","Brandenburg","no migration background","640","0.833874434049101","0.807447963026007","0.860300905072195"
"No","2013","Brandenburg","direct migration background","15","","",""
"No","2013","Brandenburg","indirect migration background","6","","",""
"No","2013","Mecklenburg-Western Pomerania","no migration background","362","0.797581100332543","0.760164942841932","0.834997257823153"
"No","2013","Mecklenburg-Western Pomerania","direct migration background","5","","",""
"No","2013","Mecklenburg-Western Pomerania","indirect migration background","6","","",""
"No","2013","Saxony","no migration background","1059","0.80854592506412","0.787191201747302","0.829900648380938"
"No","2013","Saxony","direct migration background","21","","",""
"No","2013","Saxony","indirect migration background","10","","",""
"No","2013","Saxony-Anhalt","no migration background","609","0.805993908212173","0.777617838627061","0.834369977797285"
"No","2013","Saxony-Anhalt","direct migration background","11","","",""
"No","2013","Saxony-Anhalt","indirect migration background","6","","",""
"No","2013","Thuringia","no migration background","645","0.812620787287259","0.785375609197811","0.839865965376708"
"No","2013","Thuringia","direct migration background","11","","",""
"No","2013","Thuringia","indirect migration background","7","","",""
"Yes","2014","Schleswig-Holstein","no migration background","","","",""
"Yes","2014","Schleswig-Holstein","direct migration background","","","",""
"Yes","2014","Schleswig-Holstein","indirect migration background","","","",""
"Yes","2014","Hamburg","no migration background","","","",""
"Yes","2014","Hamburg","direct migration background","","","",""
"Yes","2014","Hamburg","indirect migration background","","","",""
"Yes","2014","Lower Saxony","no migration background","","","",""
"Yes","2014","Lower Saxony","direct migration background","","","",""
"Yes","2014","Lower Saxony","indirect migration background","","","",""
"Yes","2014","Bremen","no migration background","","","",""
"Yes","2014","Bremen","direct migration background","","","",""
"Yes","2014","Bremen","indirect migration background","","","",""
"Yes","2014","North Rhine-Westphalia","no migration background","","","",""
"Yes","2014","North Rhine-Westphalia","direct migration background","","","",""
"Yes","2014","North Rhine-Westphalia","indirect migration background","","","",""
"Yes","2014","Hesse","no migration background","","","",""
"Yes","2014","Hesse","direct migration background","","","",""
"Yes","2014","Hesse","indirect migration background","","","",""
"Yes","2014","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Yes","2014","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Yes","2014","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Yes","2014","Baden-Württemberg","no migration background","","","",""
"Yes","2014","Baden-Württemberg","direct migration background","","","",""
"Yes","2014","Baden-Württemberg","indirect migration background","","","",""
"Yes","2014","Bavaria","no migration background","","","",""
"Yes","2014","Bavaria","direct migration background","","","",""
"Yes","2014","Bavaria","indirect migration background","","","",""
"Yes","2014","Berlin","no migration background","","","",""
"Yes","2014","Berlin","direct migration background","","","",""
"Yes","2014","Berlin","indirect migration background","","","",""
"Yes","2014","Brandenburg","no migration background","","","",""
"Yes","2014","Brandenburg","direct migration background","","","",""
"Yes","2014","Brandenburg","indirect migration background","","","",""
"Yes","2014","Mecklenburg-Western Pomerania","no migration background","","","",""
"Yes","2014","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Yes","2014","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Yes","2014","Saxony","no migration background","","","",""
"Yes","2014","Saxony","direct migration background","","","",""
"Yes","2014","Saxony","indirect migration background","","","",""
"Yes","2014","Saxony-Anhalt","no migration background","","","",""
"Yes","2014","Saxony-Anhalt","direct migration background","","","",""
"Yes","2014","Saxony-Anhalt","indirect migration background","","","",""
"Yes","2014","Thuringia","no migration background","","","",""
"Yes","2014","Thuringia","direct migration background","","","",""
"Yes","2014","Thuringia","indirect migration background","","","",""
"No","2014","Schleswig-Holstein","no migration background","","","",""
"No","2014","Schleswig-Holstein","direct migration background","","","",""
"No","2014","Schleswig-Holstein","indirect migration background","","","",""
"No","2014","Hamburg","no migration background","","","",""
"No","2014","Hamburg","direct migration background","","","",""
"No","2014","Hamburg","indirect migration background","","","",""
"No","2014","Lower Saxony","no migration background","","","",""
"No","2014","Lower Saxony","direct migration background","","","",""
"No","2014","Lower Saxony","indirect migration background","","","",""
"No","2014","Bremen","no migration background","","","",""
"No","2014","Bremen","direct migration background","","","",""
"No","2014","Bremen","indirect migration background","","","",""
"No","2014","North Rhine-Westphalia","no migration background","","","",""
"No","2014","North Rhine-Westphalia","direct migration background","","","",""
"No","2014","North Rhine-Westphalia","indirect migration background","","","",""
"No","2014","Hesse","no migration background","","","",""
"No","2014","Hesse","direct migration background","","","",""
"No","2014","Hesse","indirect migration background","","","",""
"No","2014","Rhineland-Palatinate,Saarland","no migration background","","","",""
"No","2014","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"No","2014","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"No","2014","Baden-Württemberg","no migration background","","","",""
"No","2014","Baden-Württemberg","direct migration background","","","",""
"No","2014","Baden-Württemberg","indirect migration background","","","",""
"No","2014","Bavaria","no migration background","","","",""
"No","2014","Bavaria","direct migration background","","","",""
"No","2014","Bavaria","indirect migration background","","","",""
"No","2014","Berlin","no migration background","","","",""
"No","2014","Berlin","direct migration background","","","",""
"No","2014","Berlin","indirect migration background","","","",""
"No","2014","Brandenburg","no migration background","","","",""
"No","2014","Brandenburg","direct migration background","","","",""
"No","2014","Brandenburg","indirect migration background","","","",""
"No","2014","Mecklenburg-Western Pomerania","no migration background","","","",""
"No","2014","Mecklenburg-Western Pomerania","direct migration background","","","",""
"No","2014","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"No","2014","Saxony","no migration background","","","",""
"No","2014","Saxony","direct migration background","","","",""
"No","2014","Saxony","indirect migration background","","","",""
"No","2014","Saxony-Anhalt","no migration background","","","",""
"No","2014","Saxony-Anhalt","direct migration background","","","",""
"No","2014","Saxony-Anhalt","indirect migration background","","","",""
"No","2014","Thuringia","no migration background","","","",""
"No","2014","Thuringia","direct migration background","","","",""
"No","2014","Thuringia","indirect migration background","","","",""
"Yes","2015","Schleswig-Holstein","no migration background","118","0.180346207161212","0.151512102388762","0.209180311933663"
"Yes","2015","Schleswig-Holstein","direct migration background","32","0.192460925084708","0.128293125429968","0.256628724739447"
"Yes","2015","Schleswig-Holstein","indirect migration background","7","","",""
"Yes","2015","Hamburg","no migration background","42","0.147897011637211","0.107658839843576","0.188135183430846"
"Yes","2015","Hamburg","direct migration background","13","","",""
"Yes","2015","Hamburg","indirect migration background","2","","",""
"Yes","2015","Lower Saxony","no migration background","351","0.196679032523638","0.178777851404658","0.214580213642618"
"Yes","2015","Lower Saxony","direct migration background","59","0.186552308498939","0.14977545368808","0.223329163309797"
"Yes","2015","Lower Saxony","indirect migration background","12","","",""
"Yes","2015","Bremen","no migration background","19","","",""
"Yes","2015","Bremen","direct migration background","6","","",""
"Yes","2015","Bremen","indirect migration background","2","","",""
"Yes","2015","North Rhine-Westphalia","no migration background","666","0.200838572316269","0.187667225084496","0.214009919548041"
"Yes","2015","North Rhine-Westphalia","direct migration background","181","0.189886190236129","0.167335245777496","0.212437134694761"
"Yes","2015","North Rhine-Westphalia","indirect migration background","40","0.0721595041099191","0.0488162969899368","0.0955027112299014"
"Yes","2015","Hesse","no migration background","197","0.179949129427153","0.158214474975131","0.201683783879175"
"Yes","2015","Hesse","direct migration background","66","0.184335139067408","0.144878410132836","0.223791868001979"
"Yes","2015","Hesse","indirect migration background","10","","",""
"Yes","2015","Rhineland-Palatinate,Saarland","no migration background","174","0.161959991916708","0.139750079457972","0.184169904375444"
"Yes","2015","Rhineland-Palatinate,Saarland","direct migration background","38","0.100265151250469","0.0679570580667403","0.132573244434198"
"Yes","2015","Rhineland-Palatinate,Saarland","indirect migration background","8","","",""
"Yes","2015","Baden-Württemberg","no migration background","308","0.178391702950726","0.161895363694335","0.194888042207117"
"Yes","2015","Baden-Württemberg","direct migration background","124","0.190071617040968","0.159554523252843","0.220588710829094"
"Yes","2015","Baden-Württemberg","indirect migration background","29","","",""
"Yes","2015","Bavaria","no migration background","478","0.181360249966031","0.167710210931134","0.195010289000928"
"Yes","2015","Bavaria","direct migration background","98","0.172063459540951","0.144436609923401","0.199690309158501"
"Yes","2015","Bavaria","indirect migration background","28","","",""
"Yes","2015","Berlin","no migration background","129","0.201137317675807","0.172372536702655","0.22990209864896"
"Yes","2015","Berlin","direct migration background","25","","",""
"Yes","2015","Berlin","indirect migration background","5","","",""
"Yes","2015","Brandenburg","no migration background","139","0.151424799887362","0.127741052143454","0.17510854763127"
"Yes","2015","Brandenburg","direct migration background","15","","",""
"Yes","2015","Brandenburg","indirect migration background","1","","",""
"Yes","2015","Mecklenburg-Western Pomerania","no migration background","87","0.167039258833588","0.135342575687838","0.198735941979337"
"Yes","2015","Mecklenburg-Western Pomerania","direct migration background","4","","",""
"Yes","2015","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Yes","2015","Saxony","no migration background","240","0.169574110319442","0.150165203059245","0.188983017579639"
"Yes","2015","Saxony","direct migration background","13","","",""
"Yes","2015","Saxony","indirect migration background","1","","",""
"Yes","2015","Saxony-Anhalt","no migration background","175","0.228007454436799","0.19929156707105","0.256723341802548"
"Yes","2015","Saxony-Anhalt","direct migration background","6","","",""
"Yes","2015","Saxony-Anhalt","indirect migration background","3","","",""
"Yes","2015","Thuringia","no migration background","177","0.230935414606659","0.202995887549565","0.258874941663753"
"Yes","2015","Thuringia","direct migration background","8","","",""
"Yes","2015","Thuringia","indirect migration background","2","","",""
"No","2015","Schleswig-Holstein","no migration background","565","0.819653792838788","0.790819688066337","0.848487897611238"
"No","2015","Schleswig-Holstein","direct migration background","113","0.807539074915292","0.743371275260553","0.871706874570032"
"No","2015","Schleswig-Holstein","indirect migration background","41","0.900871753553738","0.816332643986688","0.985410863120787"
"No","2015","Hamburg","no migration background","257","0.852102988362789","0.811864816569154","0.892341160156424"
"No","2015","Hamburg","direct migration background","83","0.792345192028545","0.711204130789441","0.873486253267649"
"No","2015","Hamburg","indirect migration background","31","0.970733864850266","0.913226442950035","1.0282412867505"
"No","2015","Lower Saxony","no migration background","1543","0.803320967476362","0.785419786357382","0.821222148595342"
"No","2015","Lower Saxony","direct migration background","372","0.813447691501062","0.776670836690203","0.85022454631192"
