"plh0110","year","e11103","n","percent","lower_confidence","upper_confidence"
"Important","1993","Not Working","","","",""
"Less important","1993","Full Time","","","",""
"Less important","1993","Part Time","","","",""
"Less important","1993","Not Working","","","",""
"Quite unimportant","1993","Full Time","","","",""
"Quite unimportant","1993","Part Time","","","",""
"Quite unimportant","1993","Not Working","","","",""
"Very important","1994","Full Time","","","",""
"Very important","1994","Part Time","","","",""
"Very important","1994","Not Working","","","",""
"Important","1994","Full Time","","","",""
"Important","1994","Part Time","","","",""
"Important","1994","Not Working","","","",""
"Less important","1994","Full Time","","","",""
"Less important","1994","Part Time","","","",""
"Less important","1994","Not Working","","","",""
"Quite unimportant","1994","Full Time","","","",""
"Quite unimportant","1994","Part Time","","","",""
"Quite unimportant","1994","Not Working","","","",""
"Very important","1995","Full Time","2287","0.410068473893878","0.396358461298767","0.423778486488989"
"Very important","1995","Part Time","1114","0.47294412752248","0.45199557766025","0.493892677384711"
"Very important","1995","Not Working","1861","0.445639437903188","0.430255628988003","0.461023246818373"
"Important","1995","Full Time","1692","0.351816959809246","0.338505794484833","0.365128125133658"
"Important","1995","Part Time","685","0.334684725987598","0.314885308587167","0.354484143388029"
"Important","1995","Not Working","1441","0.364486948692818","0.349590623907712","0.379383273477924"
"Less important","1995","Full Time","720","0.172829493522509","0.162290107561332","0.183368879483685"
"Less important","1995","Part Time","268","0.132363793485994","0.118144626515906","0.146582960456082"
"Less important","1995","Not Working","399","0.098435249646166","0.08921485117933","0.107655648113002"
"Quite unimportant","1995","Full Time","245","0.0652850727743673","0.0583992570604821","0.0721708884882524"
"Quite unimportant","1995","Part Time","115","0.060007353003928","0.0500421722390664","0.0699725337687896"
"Quite unimportant","1995","Not Working","309","0.0914383637578281","0.0825172859923368","0.100359441523319"
"Very important","1996","Full Time","","","",""
"Very important","1996","Part Time","","","",""
"Very important","1996","Not Working","","","",""
"Important","1996","Full Time","","","",""
"Important","1996","Part Time","","","",""
"Important","1996","Not Working","","","",""
"Less important","1996","Full Time","","","",""
"Less important","1996","Part Time","","","",""
"Less important","1996","Not Working","","","",""
"Quite unimportant","1996","Full Time","","","",""
"Quite unimportant","1996","Part Time","","","",""
"Quite unimportant","1996","Not Working","","","",""
"Very important","1997","Full Time","","","",""
"Very important","1997","Part Time","","","",""
"Very important","1997","Not Working","","","",""
"Important","1997","Full Time","","","",""
"Important","1997","Part Time","","","",""
"Important","1997","Not Working","","","",""
"Less important","1997","Full Time","","","",""
"Less important","1997","Part Time","","","",""
"Less important","1997","Not Working","","","",""
"Quite unimportant","1997","Full Time","","","",""
"Quite unimportant","1997","Part Time","","","",""
"Quite unimportant","1997","Not Working","","","",""
"Very important","1998","Full Time","","","",""
"Very important","1998","Part Time","","","",""
"Very important","1998","Not Working","","","",""
"Important","1998","Full Time","","","",""
"Important","1998","Part Time","","","",""
"Important","1998","Not Working","","","",""
"Less important","1998","Full Time","","","",""
"Less important","1998","Part Time","","","",""
"Less important","1998","Not Working","","","",""
"Quite unimportant","1998","Full Time","","","",""
"Quite unimportant","1998","Part Time","","","",""
"Quite unimportant","1998","Not Working","","","",""
"Very important","1999","Full Time","","","",""
"Very important","1999","Part Time","","","",""
"Very important","1999","Not Working","","","",""
"Important","1999","Full Time","","","",""
"Important","1999","Part Time","","","",""
"Important","1999","Not Working","","","",""
"Less important","1999","Full Time","","","",""
"Less important","1999","Part Time","","","",""
"Less important","1999","Not Working","","","",""
"Quite unimportant","1999","Full Time","","","",""
"Quite unimportant","1999","Part Time","","","",""
"Quite unimportant","1999","Not Working","","","",""
"Very important","2000","Full Time","","","",""
"Very important","2000","Part Time","","","",""
"Very important","2000","Not Working","","","",""
"Important","2000","Full Time","","","",""
"Important","2000","Part Time","","","",""
"Important","2000","Not Working","","","",""
"Less important","2000","Full Time","","","",""
"Less important","2000","Part Time","","","",""
"Less important","2000","Not Working","","","",""
"Quite unimportant","2000","Full Time","","","",""
"Quite unimportant","2000","Part Time","","","",""
"Quite unimportant","2000","Not Working","","","",""
"Very important","2001","Full Time","","","",""
"Very important","2001","Part Time","","","",""
"Very important","2001","Not Working","","","",""
"Important","2001","Full Time","","","",""
"Important","2001","Part Time","","","",""
"Important","2001","Not Working","","","",""
"Less important","2001","Full Time","","","",""
"Less important","2001","Part Time","","","",""
"Less important","2001","Not Working","","","",""
"Quite unimportant","2001","Full Time","","","",""
"Quite unimportant","2001","Part Time","","","",""
"Quite unimportant","2001","Not Working","","","",""
"Very important","2002","Full Time","","","",""
"Very important","2002","Part Time","","","",""
"Very important","2002","Not Working","","","",""
"Important","2002","Full Time","","","",""
"Important","2002","Part Time","","","",""
"Important","2002","Not Working","","","",""
"Less important","2002","Full Time","","","",""
"Less important","2002","Part Time","","","",""
"Less important","2002","Not Working","","","",""
"Quite unimportant","2002","Full Time","","","",""
"Quite unimportant","2002","Part Time","","","",""
"Quite unimportant","2002","Not Working","","","",""
"Very important","2003","Full Time","","","",""
"Very important","2003","Part Time","","","",""
"Very important","2003","Not Working","","","",""
"Important","2003","Full Time","","","",""
"Important","2003","Part Time","","","",""
"Important","2003","Not Working","","","",""
"Less important","2003","Full Time","","","",""
"Less important","2003","Part Time","","","",""
"Less important","2003","Not Working","","","",""
"Quite unimportant","2003","Full Time","","","",""
"Quite unimportant","2003","Part Time","","","",""
"Quite unimportant","2003","Not Working","","","",""
"Very important","2004","Full Time","3560","0.38247731782388","0.372068272191608","0.392886363456151"
"Very important","2004","Part Time","2497","0.465651330913885","0.451790338086787","0.479512323740983"
"Very important","2004","Not Working","3598","0.43223509388944","0.421339402893672","0.443130784885209"
"Important","2004","Full Time","2891","0.347426591963697","0.337228290934787","0.357624892992607"
"Important","2004","Part Time","1626","0.347363509344804","0.334132915984409","0.360594102705199"
"Important","2004","Not Working","2981","0.388682442727525","0.377961292308224","0.399403593146826"
"Less important","2004","Full Time","1392","0.186907355891072","0.178557772132907","0.195256939649238"
"Less important","2004","Part Time","593","0.123979179262219","0.114821548237173","0.133136810287265"
"Less important","2004","Not Working","858","0.106962231900112","0.100164553183069","0.113759910617155"
"Quite unimportant","2004","Full Time","531","0.0831887343213509","0.0772737466776706","0.0891037219650311"
"Quite unimportant","2004","Part Time","259","0.063005980479092","0.0562543161084167","0.0697576448497673"
"Quite unimportant","2004","Not Working","504","0.0721202314829226","0.0664305899953065","0.0778098729705387"
"Very important","2005","Full Time","","","",""
"Very important","2005","Part Time","","","",""
"Very important","2005","Not Working","","","",""
"Important","2005","Full Time","","","",""
"Important","2005","Part Time","","","",""
"Important","2005","Not Working","","","",""
"Less important","2005","Full Time","","","",""
"Less important","2005","Part Time","","","",""
"Less important","2005","Not Working","","","",""
"Quite unimportant","2005","Full Time","","","",""
"Quite unimportant","2005","Part Time","","","",""
"Quite unimportant","2005","Not Working","","","",""
"Very important","2006","Full Time","","","",""
"Very important","2006","Part Time","","","",""
"Very important","2006","Not Working","","","",""
"Important","2006","Full Time","","","",""
"Important","2006","Part Time","","","",""
"Important","2006","Not Working","","","",""
"Less important","2006","Full Time","","","",""
"Less important","2006","Part Time","","","",""
"Less important","2006","Not Working","","","",""
"Quite unimportant","2006","Full Time","","","",""
"Quite unimportant","2006","Part Time","","","",""
"Quite unimportant","2006","Not Working","","","",""
"Very important","2007","Full Time","","","",""
"Very important","2007","Part Time","","","",""
"Very important","2007","Not Working","","","",""
"Important","2007","Full Time","","","",""
"Important","2007","Part Time","","","",""
"Important","2007","Not Working","","","",""
"Less important","2007","Full Time","","","",""
"Less important","2007","Part Time","","","",""
"Less important","2007","Not Working","","","",""
"Quite unimportant","2007","Full Time","","","",""
"Quite unimportant","2007","Part Time","","","",""
"Quite unimportant","2007","Not Working","","","",""
"Very important","2008","Full Time","3280","0.391332983488176","0.380240175094134","0.402425791882217"
"Very important","2008","Part Time","2325","0.489949556986064","0.475150140070189","0.504748973901939"
"Very important","2008","Not Working","3466","0.455633378470273","0.444227534318126","0.467039222622421"
"Important","2008","Full Time","2576","0.346361706978361","0.335547066665146","0.357176347291576"
"Important","2008","Part Time","1407","0.317906825758014","0.304120957185851","0.331692694330177"
"Important","2008","Not Working","2687","0.362830791317038","0.351819116412296","0.373842466221781"
"Less important","2008","Full Time","1107","0.17778206032197","0.169092139046334","0.186471981597606"
"Less important","2008","Part Time","453","0.133100212098704","0.123043959404223","0.143156464793186"
"Less important","2008","Not Working","715","0.106472151480575","0.0994082280263529","0.113536074934796"
"Quite unimportant","2008","Full Time","473","0.0845232492114931","0.0782007300810825","0.0908457683419038"
"Quite unimportant","2008","Part Time","198","0.0590434051572182","0.0520653748877074","0.0660214354267289"
"Quite unimportant","2008","Not Working","456","0.0750636787321139","0.0690291305040132","0.0810982269602145"
"Very important","2009","Full Time","","","",""
"Very important","2009","Part Time","","","",""
"Very important","2009","Not Working","","","",""
"Important","2009","Full Time","","","",""
"Important","2009","Part Time","","","",""
"Important","2009","Not Working","","","",""
"Less important","2009","Full Time","","","",""
"Less important","2009","Part Time","","","",""
"Less important","2009","Not Working","","","",""
"Quite unimportant","2009","Full Time","","","",""
"Quite unimportant","2009","Part Time","","","",""
"Quite unimportant","2009","Not Working","","","",""
"Very important","2010","Full Time","1957","0.666482788131323","0.648975812393488","0.683989763869157"
"Very important","2010","Part Time","1719","0.685462476413799","0.667049905523259","0.703875047304338"
"Very important","2010","Not Working","1448","0.644452911692642","0.623866815344061","0.665039008041224"
"Important","2010","Full Time","766","0.303448884488628","0.286377183177471","0.320520585799784"
"Important","2010","Part Time","635","0.268942697013808","0.251359738744489","0.286525655283127"
"Important","2010","Not Working","535","0.277793989243776","0.258531082846446","0.297056895641106"
"Less important","2010","Full Time","54","0.0252418567565953","0.0194172498624876","0.0310664636507031"
"Less important","2010","Part Time","81","0.0400531996613143","0.0322776956815575","0.0478287036410711"
"Less important","2010","Not Working","79","0.0644311000803166","0.0538722772136209","0.0749899229470122"
"Quite unimportant","2010","Full Time","9","","",""
"Quite unimportant","2010","Part Time","8","","",""
"Quite unimportant","2010","Not Working","15","","",""
"Very important","2011","Full Time","","","",""
"Very important","2011","Part Time","","","",""
"Very important","2011","Not Working","","","",""
"Important","2011","Full Time","","","",""
"Important","2011","Part Time","","","",""
"Important","2011","Not Working","","","",""
"Less important","2011","Full Time","","","",""
"Less important","2011","Part Time","","","",""
"Less important","2011","Not Working","","","",""
"Quite unimportant","2011","Full Time","","","",""
"Quite unimportant","2011","Part Time","","","",""
"Quite unimportant","2011","Not Working","","","",""
"Very important","2012","Full Time","5254","0.398335538554367","0.388915887458997","0.407755189649736"
"Very important","2012","Part Time","4367","0.497305345486274","0.485916529307973","0.508694161664576"
"Very important","2012","Not Working","4677","0.434339490101984","0.424424724643381","0.444254255560587"
"Important","2012","Full Time","3372","0.338425560137838","0.329321103190899","0.347530017084777"
"Important","2012","Part Time","2217","0.321289194341289","0.310652533110307","0.331925855572271"
"Important","2012","Not Working","3631","0.399575056744592","0.389777486092819","0.409372627396365"
"Less important","2012","Full Time","1196","0.168755903016407","0.161549361661248","0.175962444371567"
"Less important","2012","Part Time","564","0.123017266443324","0.115535684386112","0.130498848500536"
"Less important","2012","Not Working","769","0.0964516234120512","0.0905466175641085","0.102356629259994"
"Quite unimportant","2012","Full Time","554","0.0944829982913879","0.0888549444018411","0.100111052180935"
"Quite unimportant","2012","Part Time","256","0.0583881937291133","0.0530473071683957","0.063729080289831"
"Quite unimportant","2012","Not Working","524","0.069633829741373","0.0645425500952185","0.0747251093875275"
"Very important","2013","Full Time","","","",""
"Very important","2013","Part Time","","","",""
"Very important","2013","Not Working","","","",""
"Important","2013","Full Time","","","",""
"Important","2013","Part Time","","","",""
"Important","2013","Not Working","","","",""
"Less important","2013","Full Time","","","",""
"Less important","2013","Part Time","","","",""
"Less important","2013","Not Working","","","",""
"Quite unimportant","2013","Full Time","","","",""
"Quite unimportant","2013","Part Time","","","",""
"Quite unimportant","2013","Not Working","","","",""
"Very important","2014","Full Time","","","",""
"Very important","2014","Part Time","","","",""
"Very important","2014","Not Working","","","",""
"Important","2014","Full Time","","","",""
"Important","2014","Part Time","","","",""
"Important","2014","Not Working","","","",""
"Less important","2014","Full Time","","","",""
"Less important","2014","Part Time","","","",""
"Less important","2014","Not Working","","","",""
"Quite unimportant","2014","Full Time","","","",""
"Quite unimportant","2014","Part Time","","","",""
"Quite unimportant","2014","Not Working","","","",""
"Very important","2015","Full Time","","","",""
"Very important","2015","Part Time","","","",""
"Very important","2015","Not Working","","","",""
"Important","2015","Full Time","","","",""
"Important","2015","Part Time","","","",""
"Important","2015","Not Working","","","",""
"Less important","2015","Full Time","","","",""
"Less important","2015","Part Time","","","",""
"Less important","2015","Not Working","","","",""
"Quite unimportant","2015","Full Time","","","",""
"Quite unimportant","2015","Part Time","","","",""
"Quite unimportant","2015","Not Working","","","",""
"Very important","2016","Full Time","4885","0.442272743365712","0.432070120300998","0.452475366430426"
"Very important","2016","Part Time","4134","0.52363048412669","0.511869059244431","0.535391909008948"
"Very important","2016","Not Working","4155","0.458691588647439","0.447832076995016","0.469551100299862"
"Important","2016","Full Time","2763","0.306363456752717","0.296893668180046","0.315833245325388"
"Important","2016","Part Time","1957","0.299529686329706","0.288742944107604","0.310316428551808"
"Important","2016","Not Working","2821","0.37508964312547","0.364538393027702","0.385640893223239"
"Less important","2016","Full Time","988","0.166514105320189","0.158861127387449","0.17416708325293"
"Less important","2016","Part Time","535","0.105716091945346","0.0984753385728716","0.11295684531782"
"Less important","2016","Not Working","683","0.0989238860844304","0.092417215160635","0.105430557008226"
"Quite unimportant","2016","Full Time","467","0.0848496945613826","0.0791253314315144","0.0905740576912508"
"Quite unimportant","2016","Part Time","301","0.0711237375982587","0.065070862462464","0.0771766127340534"
"Quite unimportant","2016","Not Working","429","0.0672948821426602","0.0618349063395405","0.0727548579457799"
