"plh0110","year","bula_h","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Important","1991","Lower Saxony","Urban Area","","","","","2"
"Important","1991","Lower Saxony","Rural Area","","","","","2"
"Important","1991","North Rhine-Westphalia","Urban Area","","","","","2"
"Important","1991","Hamburg","Urban Area","","","","","2"
"Important","1991","North Rhine-Westphalia","Rural Area","","","","","2"
"Important","1991","Schleswig-Holstein","Rural Area","","","","","2"
"Important","1991","Bavaria","Urban Area","","","","","2"
"Important","1991","Hesse","Urban Area","","","","","2"
"Important","1991","Rhineland-Palatinate,Saarland","Urban Area","","","","","2"
"Important","1991","Rhineland-Palatinate,Saarland","Rural Area","","","","","2"
"Important","1991","Baden-Württemberg","Rural Area","","","","","2"
"Important","1991","Hesse","Rural Area","","","","","2"
"Important","1991","Baden-Württemberg","Urban Area","","","","","2"
"Important","1991","Berlin","Urban Area","","","","","2"
"Important","1991","Bavaria","Rural Area","","","","","2"
"Important","1991","Brandenburg","Rural Area","","","","","2"
"Important","1991","Brandenburg","Urban Area","","","","","2"
"Important","1991","Berlin","Rural Area","","","","","2"
"Important","1991","Mecklenburg-Western Pomerania","Rural Area","","","","","2"
"Important","1991","Saxony","Urban Area","","","","","2"
"Important","1991","Mecklenburg-Western Pomerania","Urban Area","","","","","2"
"Important","1991","Saxony","Rural Area","","","","","2"
"Important","1991","Saxony-Anhalt","Urban Area","","","","","2"
"Important","1991","Thuringia","Urban Area","","","","","2"
"Important","1991","Thuringia","Rural Area","","","","","2"
"Important","1991","Saxony-Anhalt","Rural Area","","","","","2"
"Less important","1991","Hamburg","Urban Area","","","","","3"
"Less important","1991","Schleswig-Holstein","Rural Area","","","","","3"
"Less important","1991","Hamburg","Rural Area","","","","","3"
"Less important","1991","Schleswig-Holstein","Urban Area","","","","","3"
"Less important","1991","Lower Saxony","Rural Area","","","","","3"
"Less important","1991","Bremen","Urban Area","","","","","3"
"Less important","1991","Bremen","Rural Area","","","","","3"
"Less important","1991","Lower Saxony","Urban Area","","","","","3"
"Less important","1991","North Rhine-Westphalia","Urban Area","","","","","3"
"Less important","1991","North Rhine-Westphalia","Rural Area","","","","","3"
"Less important","1991","Hesse","Urban Area","","","","","3"
"Less important","1991","Hesse","Rural Area","","","","","3"
"Less important","1991","Rhineland-Palatinate,Saarland","Urban Area","","","","","3"
"Less important","1991","Baden-Württemberg","Rural Area","","","","","3"
"Less important","1991","Rhineland-Palatinate,Saarland","Rural Area","","","","","3"
"Less important","1991","Baden-Württemberg","Urban Area","","","","","3"
"Less important","1991","Bavaria","Urban Area","","","","","3"
"Less important","1991","Bavaria","Rural Area","","","","","3"
"Less important","1991","Berlin","Urban Area","","","","","3"
"Less important","1991","Berlin","Rural Area","","","","","3"
"Less important","1991","Brandenburg","Urban Area","","","","","3"
"Less important","1991","Mecklenburg-Western Pomerania","Urban Area","","","","","3"
"Less important","1991","Mecklenburg-Western Pomerania","Rural Area","","","","","3"
"Less important","1991","Brandenburg","Rural Area","","","","","3"
"Less important","1991","Saxony","Urban Area","","","","","3"
"Less important","1991","Saxony","Rural Area","","","","","3"
"Less important","1991","Saxony-Anhalt","Urban Area","","","","","3"
"Less important","1991","Saxony-Anhalt","Rural Area","","","","","3"
"Less important","1991","Thuringia","Urban Area","","","","","3"
"Less important","1991","Thuringia","Rural Area","","","","","3"
"Quite unimportant","1991","Schleswig-Holstein","Urban Area","","","","","4"
"Quite unimportant","1991","Schleswig-Holstein","Rural Area","","","","","4"
"Quite unimportant","1991","Lower Saxony","Urban Area","","","","","4"
"Quite unimportant","1991","Hamburg","Urban Area","","","","","4"
"Quite unimportant","1991","Hamburg","Rural Area","","","","","4"
"Quite unimportant","1991","Lower Saxony","Rural Area","","","","","4"
"Quite unimportant","1991","Bremen","Rural Area","","","","","4"
"Quite unimportant","1991","North Rhine-Westphalia","Urban Area","","","","","4"
"Quite unimportant","1991","Bremen","Urban Area","","","","","4"
"Quite unimportant","1991","North Rhine-Westphalia","Rural Area","","","","","4"
"Quite unimportant","1991","Brandenburg","Urban Area","","","","","4"
"Quite unimportant","1991","Berlin","Urban Area","","","","","4"
"Quite unimportant","1991","Berlin","Rural Area","","","","","4"
"Quite unimportant","1991","Brandenburg","Rural Area","","","","","4"
"Quite unimportant","1991","Rhineland-Palatinate,Saarland","Urban Area","","","","","4"
"Quite unimportant","1991","Rhineland-Palatinate,Saarland","Rural Area","","","","","4"
"Quite unimportant","1991","Hesse","Rural Area","","","","","4"
"Quite unimportant","1991","Hesse","Urban Area","","","","","4"
"Quite unimportant","1991","Baden-Württemberg","Urban Area","","","","","4"
"Quite unimportant","1991","Baden-Württemberg","Rural Area","","","","","4"
"Quite unimportant","1991","Bavaria","Urban Area","","","","","4"
"Quite unimportant","1991","Bavaria","Rural Area","","","","","4"
"Quite unimportant","1991","Mecklenburg-Western Pomerania","Urban Area","","","","","4"
"Quite unimportant","1991","Mecklenburg-Western Pomerania","Rural Area","","","","","4"
"Quite unimportant","1991","Saxony","Urban Area","","","","","4"
"Quite unimportant","1991","Saxony","Rural Area","","","","","4"
"Quite unimportant","1991","Saxony-Anhalt","Urban Area","","","","","4"
"Quite unimportant","1991","Saxony-Anhalt","Rural Area","","","","","4"
"Quite unimportant","1991","Thuringia","Urban Area","","","","","4"
"Quite unimportant","1991","Thuringia","Rural Area","","","","","4"
"Very important","1991","Schleswig-Holstein","Urban Area","","","","","1"
"Very important","1991","Schleswig-Holstein","Rural Area","","","","","1"
"Very important","1991","Hamburg","Urban Area","","","","","1"
"Very important","1991","Hamburg","Rural Area","","","","","1"
"Very important","1991","Lower Saxony","Urban Area","","","","","1"
"Very important","1991","Lower Saxony","Rural Area","","","","","1"
"Very important","1991","Bremen","Urban Area","","","","","1"
"Very important","1991","Bremen","Rural Area","","","","","1"
"Very important","1991","North Rhine-Westphalia","Urban Area","","","","","1"
"Very important","1991","North Rhine-Westphalia","Rural Area","","","","","1"
"Very important","1991","Hesse","Urban Area","","","","","1"
"Very important","1991","Hesse","Rural Area","","","","","1"
"Very important","1991","Rhineland-Palatinate,Saarland","Urban Area","","","","","1"
"Very important","1991","Rhineland-Palatinate,Saarland","Rural Area","","","","","1"
"Very important","1991","Baden-Württemberg","Urban Area","","","","","1"
"Very important","1991","Baden-Württemberg","Rural Area","","","","","1"
"Very important","1991","Bavaria","Urban Area","","","","","1"
"Very important","1991","Bavaria","Rural Area","","","","","1"
"Very important","1991","Berlin","Urban Area","","","","","1"
"Very important","1991","Berlin","Rural Area","","","","","1"
"Very important","1991","Brandenburg","Urban Area","","","","","1"
"Very important","1991","Brandenburg","Rural Area","","","","","1"
"Very important","1991","Mecklenburg-Western Pomerania","Urban Area","","","","","1"
"Very important","1991","Mecklenburg-Western Pomerania","Rural Area","","","","","1"
"Very important","1991","Saxony","Urban Area","","","","","1"
"Very important","1991","Saxony","Rural Area","","","","","1"
"Very important","1991","Saxony-Anhalt","Urban Area","","","","","1"
"Very important","1991","Saxony-Anhalt","Rural Area","","","","","1"
"Very important","1991","Thuringia","Urban Area","","","","","1"
"Very important","1991","Thuringia","Rural Area","","","","","1"
"Important","1992","Hamburg","Urban Area","49","0.406023242050344","0.315073964671899","0.496972519428788","2"
"Important","1992","Lower Saxony","Rural Area","118","0.286966123913543","0.243602022863774","0.330330224963312","2"
"Important","1992","Bremen","Urban Area","30","0.33958348383303","0.239495691938696","0.439671275727364","2"
"Important","1992","Hamburg","Rural Area","","","","","2"
"Important","1992","Lower Saxony","Urban Area","173","0.43776010784284","0.389971229193181","0.485548986492499","2"
"Important","1992","Bremen","Rural Area","","","","","2"
"Important","1992","North Rhine-Westphalia","Urban Area","671","0.387968576120396","0.365593782373294","0.410343369867498","2"
"Important","1992","Schleswig-Holstein","Urban Area","34","0.283664721680875","0.200916913483002","0.366412529878748","2"
"Important","1992","Schleswig-Holstein","Rural Area","42","0.337117566233335","0.253913185014569","0.420321947452101","2"
"Important","1992","North Rhine-Westphalia","Rural Area","39","0.597625499805308","0.478413163918041","0.716837835692575","2"
"Important","1992","Hesse","Rural Area","37","0.308259702991026","0.221965491595437","0.394553914386615","2"
"Important","1992","Rhineland-Palatinate,Saarland","Urban Area","166","0.392633940803285","0.346530999362334","0.438736882244236","2"
"Important","1992","Baden-Württemberg","Rural Area","58","0.396323335281102","0.317520063405528","0.475126607156676","2"
"Important","1992","Bavaria","Urban Area","204","0.324937219827916","0.288423055655708","0.361451384000123","2"
"Important","1992","Hesse","Urban Area","197","0.383528736031373","0.342364404297769","0.424693067764977","2"
"Important","1992","Rhineland-Palatinate,Saarland","Rural Area","51","0.522105778922311","0.428759526286562","0.61545203155806","2"
"Important","1992","Baden-Württemberg","Urban Area","317","0.344416858534147","0.314168625413076","0.374665091655218","2"
"Important","1992","Bavaria","Rural Area","271","0.428752417135494","0.39116638723851","0.466338447032477","2"
"Important","1992","Berlin","Urban Area","161","0.348880375546198","0.306418998617665","0.39134175247473","2"
"Important","1992","Brandenburg","Urban Area","22","","","","2"
"Important","1992","Berlin","Rural Area","","","","","2"
"Important","1992","Brandenburg","Rural Area","172","0.315974033203009","0.277808383987821","0.354139682418197","2"
"Important","1992","Mecklenburg-Western Pomerania","Urban Area","10","","","","2"
"Important","1992","Mecklenburg-Western Pomerania","Rural Area","98","0.326737983265197","0.277601288736153","0.375874677794241","2"
"Important","1992","Saxony","Urban Area","187","0.328126845440974","0.289848893060418","0.366404797821531","2"
"Important","1992","Saxony","Rural Area","163","0.318799963518818","0.279421985158936","0.358177941878701","2"
"Important","1992","Saxony-Anhalt","Urban Area","79","0.345721727104694","0.285298460731741","0.406144993477647","2"
"Important","1992","Saxony-Anhalt","Rural Area","175","0.373760499364545","0.332016873462801","0.415504125266289","2"
"Important","1992","Thuringia","Urban Area","41","0.252977807954336","0.188935139062129","0.317020476846544","2"
"Important","1992","Thuringia","Rural Area","135","0.290307298650891","0.249358493077315","0.331256104224467","2"
"Less important","1992","Schleswig-Holstein","Urban Area","17","","","","3"
"Less important","1992","Schleswig-Holstein","Rural Area","12","","","","3"
"Less important","1992","Hamburg","Urban Area","17","","","","3"
"Less important","1992","Lower Saxony","Rural Area","64","0.143537496870262","0.109925306761228","0.177149686979296","3"
"Less important","1992","Bremen","Urban Area","4","","","","3"
"Less important","1992","Bremen","Rural Area","","","","","3"
"Less important","1992","Hamburg","Rural Area","","","","","3"
"Less important","1992","Lower Saxony","Urban Area","64","0.168936545605406","0.132843226793466","0.205029864417346","3"
"Less important","1992","North Rhine-Westphalia","Urban Area","252","0.143095861961918","0.127017064587291","0.159174659336545","3"
"Less important","1992","Hesse","Urban Area","80","0.149957996448367","0.119732690614906","0.180183302281829","3"
"Less important","1992","North Rhine-Westphalia","Rural Area","6","","","","3"
"Less important","1992","Rhineland-Palatinate,Saarland","Urban Area","54","0.136576741331625","0.104156988397292","0.168996494265958","3"
"Less important","1992","Hesse","Rural Area","14","","","","3"
"Less important","1992","Baden-Württemberg","Rural Area","32","0.236450540218403","0.167995413972746","0.30490566646406","3"
"Less important","1992","Baden-Württemberg","Urban Area","132","0.142870818329442","0.120594735240596","0.165146901418288","3"
"Less important","1992","Rhineland-Palatinate,Saarland","Rural Area","15","","","","3"
"Less important","1992","Berlin","Urban Area","70","0.17157304556995","0.137985594177265","0.205160496962634","3"
"Less important","1992","Bavaria","Urban Area","109","0.178636893508843","0.148773254545564","0.208500532472122","3"
"Less important","1992","Bavaria","Rural Area","79","0.124016552353092","0.0989843677264306","0.149048736979753","3"
"Less important","1992","Berlin","Rural Area","","","","","3"
"Less important","1992","Brandenburg","Urban Area","9","","","","3"
"Less important","1992","Brandenburg","Rural Area","57","0.130086481301064","0.102470226155397","0.15770273644673","3"
"Less important","1992","Mecklenburg-Western Pomerania","Urban Area","9","","","","3"
"Less important","1992","Mecklenburg-Western Pomerania","Rural Area","27","","","","3"
"Less important","1992","Saxony","Urban Area","46","0.095674904695594","0.0716951087952687","0.119654700595919","3"
"Less important","1992","Saxony","Rural Area","52","0.0961668329038627","0.0712545373843061","0.121079128423419","3"
"Less important","1992","Saxony-Anhalt","Urban Area","37","0.172982710986908","0.124929959932982","0.221035462040835","3"
"Less important","1992","Thuringia","Urban Area","11","","","","3"
"Less important","1992","Saxony-Anhalt","Rural Area","39","0.0773729715042371","0.0543197849413125","0.100426158067162","3"
"Less important","1992","Thuringia","Rural Area","34","0.071585855728725","0.0483284335607041","0.0948432778967458","3"
"Quite unimportant","1992","Hamburg","Urban Area","15","","","","4"
"Quite unimportant","1992","Schleswig-Holstein","Urban Area","9","","","","4"
"Quite unimportant","1992","Schleswig-Holstein","Rural Area","7","","","","4"
"Quite unimportant","1992","Lower Saxony","Rural Area","28","","","","4"
"Quite unimportant","1992","Hamburg","Rural Area","","","","","4"
"Quite unimportant","1992","Lower Saxony","Urban Area","24","","","","4"
"Quite unimportant","1992","Bremen","Urban Area","10","","","","4"
"Quite unimportant","1992","North Rhine-Westphalia","Urban Area","112","0.0692789276580403","0.0576193114167436","0.0809385438993371","4"
"Quite unimportant","1992","North Rhine-Westphalia","Rural Area","","","","","4"
"Quite unimportant","1992","Bremen","Rural Area","","","","","4"
"Quite unimportant","1992","Brandenburg","Rural Area","28","","","","4"
"Quite unimportant","1992","Brandenburg","Urban Area","3","","","","4"
"Quite unimportant","1992","Hesse","Urban Area","44","0.100455301505266","0.0750067246193846","0.125903878391148","4"
"Quite unimportant","1992","Hesse","Rural Area","11","","","","4"
"Quite unimportant","1992","Rhineland-Palatinate,Saarland","Urban Area","27","","","","4"
"Quite unimportant","1992","Rhineland-Palatinate,Saarland","Rural Area","1","","","","4"
"Quite unimportant","1992","Baden-Württemberg","Urban Area","56","0.0757721021211411","0.0589264383925789","0.0926177658497032","4"
"Quite unimportant","1992","Baden-Württemberg","Rural Area","7","","","","4"
"Quite unimportant","1992","Bavaria","Urban Area","71","0.130466850740826","0.104207576838958","0.156726124642694","4"
"Quite unimportant","1992","Bavaria","Rural Area","30","0.0510823162901039","0.0343613821084266","0.0678032504717812","4"
"Quite unimportant","1992","Mecklenburg-Western Pomerania","Urban Area","1","","","","4"
"Quite unimportant","1992","Mecklenburg-Western Pomerania","Rural Area","8","","","","4"
"Quite unimportant","1992","Saxony","Urban Area","35","0.0705908191458433","0.0497093158209475","0.0914723224707391","4"
"Quite unimportant","1992","Saxony","Rural Area","47","0.124121174147252","0.0962598402782704","0.151982508016233","4"
"Quite unimportant","1992","Berlin","Urban Area","43","0.132606849316361","0.102392281769748","0.162821416862975","4"
"Quite unimportant","1992","Berlin","Rural Area","","","","","4"
"Quite unimportant","1992","Saxony-Anhalt","Urban Area","19","","","","4"
"Quite unimportant","1992","Saxony-Anhalt","Rural Area","26","","","","4"
"Quite unimportant","1992","Thuringia","Urban Area","18","","","","4"
"Quite unimportant","1992","Thuringia","Rural Area","33","0.108927461635225","0.0808212499357369","0.137033673334714","4"
"Very important","1992","Schleswig-Holstein","Urban Area","54","0.48000144437638","0.38829116717876","0.571711721574","1"
"Very important","1992","Schleswig-Holstein","Rural Area","63","0.499512561416463","0.411507622384572","0.587517500448354","1"
"Very important","1992","Hamburg","Urban Area","31","0.234392862369795","0.155939012904801","0.312846711834788","1"
"Very important","1992","Hamburg","Rural Area","","","","","1"
"Very important","1992","Lower Saxony","Urban Area","153","0.325758432213834","0.280614070663037","0.370902793764632","1"
"Very important","1992","Lower Saxony","Rural Area","208","0.491784381473848","0.443858366408475","0.53971039653922","1"
"Very important","1992","Bremen","Urban Area","42","0.49609425627273","0.390423304490044","0.601765208055417","1"
"Very important","1992","Bremen","Rural Area","","","","","1"
"Very important","1992","North Rhine-Westphalia","Urban Area","787","0.399656634259646","0.377165193528991","0.4221480749903","1"
"Very important","1992","North Rhine-Westphalia","Rural Area","20","","","","1"
"Very important","1992","Hesse","Urban Area","215","0.366057966014993","0.32527625885756","0.406839673172426","1"
"Very important","1992","Hesse","Rural Area","48","0.467771357542584","0.374528047375418","0.56101466770975","1"
"Very important","1992","Rhineland-Palatinate,Saarland","Urban Area","184","0.395017210214763","0.348865375051618","0.441169045377908","1"
"Very important","1992","Rhineland-Palatinate,Saarland","Rural Area","43","0.338512946421266","0.250082856981838","0.426943035860694","1"
"Very important","1992","Baden-Württemberg","Urban Area","443","0.436940221015269","0.405366033263096","0.468514408767443","1"
"Very important","1992","Baden-Württemberg","Rural Area","51","0.30156125049628","0.227623001033581","0.375499499958979","1"
"Very important","1992","Bavaria","Urban Area","248","0.365959035922415","0.328404322857612","0.403513748987218","1"
"Very important","1992","Bavaria","Rural Area","286","0.39614871422131","0.359003309084714","0.433294119357907","1"
"Very important","1992","Berlin","Urban Area","210","0.346939729567492","0.304533558601755","0.389345900533228","1"
"Very important","1992","Berlin","Rural Area","","","","","1"
"Very important","1992","Brandenburg","Urban Area","30","0.4926247942515","0.370140372144468","0.615109216358531","1"
"Very important","1992","Brandenburg","Rural Area","313","0.488956692358038","0.447919776554674","0.529993608161402","1"
"Very important","1992","Mecklenburg-Western Pomerania","Urban Area","30","0.557868138225066","0.420209086235715","0.695527190214417","1"
"Very important","1992","Mecklenburg-Western Pomerania","Rural Area","217","0.566041566300253","0.51411826498591","0.617964867614596","1"
"Very important","1992","Saxony","Urban Area","310","0.505607430717588","0.464848116985614","0.546366744449563","1"
"Very important","1992","Saxony","Rural Area","276","0.460912029430067","0.418791308570913","0.503032750289221","1"
"Very important","1992","Saxony-Anhalt","Urban Area","103","0.370765423165585","0.309401161219842","0.432129685111329","1"
"Very important","1992","Saxony-Anhalt","Rural Area","276","0.496630461189433","0.453490139171423","0.539770783207443","1"
"Very important","1992","Thuringia","Urban Area","107","0.549147251729262","0.47584400246499","0.622450500993534","1"
"Very important","1992","Thuringia","Rural Area","270","0.529179383985159","0.484148934138685","0.574209833831632","1"
"Important","1993","Lower Saxony","Rural Area","","","","","2"
"Important","1993","Schleswig-Holstein","Rural Area","","","","","2"
"Important","1993","Hamburg","Urban Area","","","","","2"
"Important","1993","Lower Saxony","Urban Area","","","","","2"
