"plh0105","year","sex","n","percent","lower_confidence","upper_confidence","value"
"Quite unimportant","2008","Female","41","0.00557960482423958","0.00413020770416563","0.00702900194431354","4"
"Quite unimportant","2008","Male","51","0.00760792243342659","0.00583498866048508","0.00938085620636809","4"
"Very important","2008","Female","3206","0.305447307640386","0.296484967706529","0.314409647574243","1"
"Very important","2008","Male","1762","0.189373205567167","0.181378774291639","0.197367636842694","1"
"Important","2009","Female","","","","","2"
"Important","2009","Male","","","","","2"
"Less important","2009","Female","","","","","3"
"Less important","2009","Male","","","","","3"
"Quite unimportant","2009","Female","","","","","4"
"Quite unimportant","2009","Male","","","","","4"
"Very important","2009","Female","","","","","1"
"Very important","2009","Male","","","","","1"
"Important","2010","Female","1788","0.424580160318765","0.409866327936967","0.439293992700562","2"
"Important","2010","Male","1603","0.544264255291489","0.526370846641685","0.562157663941294","2"
"Less important","2010","Female","65","0.0141552749398391","0.0106387236735251","0.0176718262061531","3"
"Less important","2010","Male","87","0.026108110415261","0.0203791644968462","0.0318370563336759","3"
"Quite unimportant","2010","Female","6","","","","4"
"Quite unimportant","2010","Male","6","","","","4"
"Very important","2010","Female","2476","0.560351935727528","0.545576627105579","0.575127244349477","1"
"Very important","2010","Male","1280","0.428365390879872","0.410586769843606","0.446144011916138","1"
"Important","2011","Female","","","","","2"
"Important","2011","Male","","","","","2"
"Less important","2011","Female","","","","","3"
"Less important","2011","Male","","","","","3"
"Quite unimportant","2011","Female","","","","","4"
"Quite unimportant","2011","Male","","","","","4"
"Very important","2011","Female","","","","","1"
"Very important","2011","Male","","","","","1"
"Important","2012","Male","8207","0.656356218088874","0.648053801920228","0.664658634257519","2"
"Important","2012","Female","8461","0.581491530780281","0.573623705981042","0.58935935557952","2"
"Less important","2012","Male","837","0.0796809457613192","0.0749469605251784","0.08441493099746","3"
"Less important","2012","Female","439","0.0385240358602122","0.0354545476953872","0.0415935240250372","3"
"Quite unimportant","2012","Male","55","0.00591488588167286","0.00457439019017559","0.00725538157317013","4"
"Quite unimportant","2012","Female","57","0.00517121742367466","0.00402728221273485","0.00631515263461446","4"
"Very important","2012","Male","3471","0.258047950268134","0.250398705140926","0.265697195395342","1"
"Very important","2012","Female","6145","0.374813215935832","0.367092755524941","0.382533676346723","1"
"Important","2013","Male","","","","","2"
"Important","2013","Female","","","","","2"
"Less important","2013","Male","","","","","3"
"Less important","2013","Female","","","","","3"
"Quite unimportant","2013","Male","","","","","4"
"Quite unimportant","2013","Female","","","","","4"
"Very important","2013","Male","","","","","1"
"Very important","2013","Female","","","","","1"
"Important","2014","Male","","","","","2"
"Important","2014","Female","","","","","2"
"Less important","2014","Male","","","","","3"
"Less important","2014","Female","","","","","3"
"Quite unimportant","2014","Male","","","","","4"
"Quite unimportant","2014","Female","","","","","4"
"Very important","2014","Male","","","","","1"
"Very important","2014","Female","","","","","1"
"Important","2015","Male","","","","","2"
"Important","2015","Female","","","","","2"
"Less important","2015","Male","","","","","3"
"Less important","2015","Female","","","","","3"
"Quite unimportant","2015","Male","","","","","4"
"Quite unimportant","2015","Female","","","","","4"
"Very important","2015","Male","","","","","1"
"Very important","2015","Female","","","","","1"
"Important","2016","Male","7181","0.649743995509232","0.640896419133036","0.658591571885429","2"
"Important","2016","Female","7116","0.55759844063965","0.549131027586193","0.566065853693106","2"
"Less important","2016","Male","718","0.0726733950953237","0.0678587478505365","0.0774880423401109","3"
"Less important","2016","Female","387","0.0354385810433953","0.0322865916191487","0.0385905704676418","3"
"Quite unimportant","2016","Male","54","0.0042514351379749","0.00304472486002245","0.00545814541592735","4"
"Quite unimportant","2016","Female","43","0.00366830928913344","0.00263764651347762","0.00469897206478926","4"
"Very important","2016","Male","3215","0.273331174257469","0.265065596104852","0.281596752410086","1"
"Very important","2016","Female","5671","0.403294669027822","0.394931462040535","0.411657876015108","1"
