"ple0181","year","age_gr","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Never","2016","35-65 y.","Couple + C. GT 16 ","45","0.0277361185518071","0.0197689696766181","0.0357032674269962"
"Never","2016","35-65 y.","Couple + C. LE and GT 16","33","0.0131288230401269","0.00717483898987616","0.0190828070903777"
"Never","2016","66 and older","1-pers.-HH","100","0.0748582933005248","0.0606347006743189","0.0890818859267307"
"Never","2016","66 and older","(Married) couple without C. ","123","0.0459496925567569","0.0384259911934177","0.0534733939200962"
"Never","2016","66 and older","Single parent ","4","","",""
"Never","2016","66 and older","Couple + C. LE 16 ","","","",""
"Never","2016","66 and older","Couple + C. GT 16 ","5","","",""
"Never","2016","66 and older","Couple + C. LE and GT 16","","","",""
"Daily","2017","16-34 y.","1-pers.-HH","","","",""
"Daily","2017","16-34 y.","(Married) couple without C. ","","","",""
"Daily","2017","16-34 y.","Single parent ","","","",""
"Daily","2017","16-34 y.","Couple + C. LE 16 ","","","",""
"Daily","2017","16-34 y.","Couple + C. GT 16 ","","","",""
"Daily","2017","16-34 y.","Couple + C. LE and GT 16","","","",""
"Daily","2017","35-65 y.","1-pers.-HH","","","",""
"Daily","2017","35-65 y.","(Married) couple without C. ","","","",""
"Daily","2017","35-65 y.","Single parent ","","","",""
"Daily","2017","35-65 y.","Couple + C. LE 16 ","","","",""
"Daily","2017","35-65 y.","Couple + C. GT 16 ","","","",""
"Daily","2017","35-65 y.","Couple + C. LE and GT 16","","","",""
"Daily","2017","66 and older","1-pers.-HH","","","",""
"Daily","2017","66 and older","(Married) couple without C. ","","","",""
"Daily","2017","66 and older","Single parent ","","","",""
"Daily","2017","66 and older","Couple + C. LE 16 ","","","",""
"Daily","2017","66 and older","Couple + C. GT 16 ","","","",""
"Daily","2017","66 and older","Couple + C. LE and GT 16","","","",""
"Four to six days a week","2017","16-34 y.","1-pers.-HH","","","",""
"Four to six days a week","2017","16-34 y.","(Married) couple without C. ","","","",""
"Four to six days a week","2017","16-34 y.","Single parent ","","","",""
"Four to six days a week","2017","16-34 y.","Couple + C. LE 16 ","","","",""
"Four to six days a week","2017","16-34 y.","Couple + C. GT 16 ","","","",""
"Four to six days a week","2017","16-34 y.","Couple + C. LE and GT 16","","","",""
"Four to six days a week","2017","35-65 y.","1-pers.-HH","","","",""
"Four to six days a week","2017","35-65 y.","(Married) couple without C. ","","","",""
"Four to six days a week","2017","35-65 y.","Single parent ","","","",""
"Four to six days a week","2017","35-65 y.","Couple + C. LE 16 ","","","",""
"Four to six days a week","2017","35-65 y.","Couple + C. GT 16 ","","","",""
"Four to six days a week","2017","35-65 y.","Couple + C. LE and GT 16","","","",""
"Four to six days a week","2017","66 and older","1-pers.-HH","","","",""
"Four to six days a week","2017","66 and older","(Married) couple without C. ","","","",""
"Four to six days a week","2017","66 and older","Single parent ","","","",""
"Four to six days a week","2017","66 and older","Couple + C. LE 16 ","","","",""
"Four to six days a week","2017","66 and older","Couple + C. GT 16 ","","","",""
"Four to six days a week","2017","66 and older","Couple + C. LE and GT 16","","","",""
"Two to three days a week","2017","16-34 y.","1-pers.-HH","","","",""
"Two to three days a week","2017","16-34 y.","(Married) couple without C. ","","","",""
"Two to three days a week","2017","16-34 y.","Single parent ","","","",""
"Two to three days a week","2017","16-34 y.","Couple + C. LE 16 ","","","",""
"Two to three days a week","2017","16-34 y.","Couple + C. GT 16 ","","","",""
"Two to three days a week","2017","16-34 y.","Couple + C. LE and GT 16","","","",""
"Two to three days a week","2017","35-65 y.","1-pers.-HH","","","",""
"Two to three days a week","2017","35-65 y.","(Married) couple without C. ","","","",""
"Two to three days a week","2017","35-65 y.","Single parent ","","","",""
"Two to three days a week","2017","35-65 y.","Couple + C. LE 16 ","","","",""
"Two to three days a week","2017","35-65 y.","Couple + C. GT 16 ","","","",""
"Two to three days a week","2017","35-65 y.","Couple + C. LE and GT 16","","","",""
"Two to three days a week","2017","66 and older","1-pers.-HH","","","",""
"Two to three days a week","2017","66 and older","(Married) couple without C. ","","","",""
"Two to three days a week","2017","66 and older","Single parent ","","","",""
"Two to three days a week","2017","66 and older","Couple + C. LE 16 ","","","",""
"Two to three days a week","2017","66 and older","Couple + C. GT 16 ","","","",""
"Two to three days a week","2017","66 and older","Couple + C. LE and GT 16","","","",""
"Two to four days a month","2017","16-34 y.","1-pers.-HH","","","",""
"Two to four days a month","2017","16-34 y.","(Married) couple without C. ","","","",""
"Two to four days a month","2017","16-34 y.","Single parent ","","","",""
"Two to four days a month","2017","16-34 y.","Couple + C. LE 16 ","","","",""
"Two to four days a month","2017","16-34 y.","Couple + C. GT 16 ","","","",""
"Two to four days a month","2017","16-34 y.","Couple + C. LE and GT 16","","","",""
"Two to four days a month","2017","35-65 y.","1-pers.-HH","","","",""
"Two to four days a month","2017","35-65 y.","(Married) couple without C. ","","","",""
"Two to four days a month","2017","35-65 y.","Single parent ","","","",""
"Two to four days a month","2017","35-65 y.","Couple + C. LE 16 ","","","",""
"Two to four days a month","2017","35-65 y.","Couple + C. GT 16 ","","","",""
"Two to four days a month","2017","35-65 y.","Couple + C. LE and GT 16","","","",""
"Two to four days a month","2017","66 and older","1-pers.-HH","","","",""
"Two to four days a month","2017","66 and older","(Married) couple without C. ","","","",""
"Two to four days a month","2017","66 and older","Single parent ","","","",""
"Two to four days a month","2017","66 and older","Couple + C. LE 16 ","","","",""
"Two to four days a month","2017","66 and older","Couple + C. GT 16 ","","","",""
"Two to four days a month","2017","66 and older","Couple + C. LE and GT 16","","","",""
"Once a month or less","2017","16-34 y.","1-pers.-HH","","","",""
"Once a month or less","2017","16-34 y.","(Married) couple without C. ","","","",""
"Once a month or less","2017","16-34 y.","Single parent ","","","",""
"Once a month or less","2017","16-34 y.","Couple + C. LE 16 ","","","",""
"Once a month or less","2017","16-34 y.","Couple + C. GT 16 ","","","",""
"Once a month or less","2017","16-34 y.","Couple + C. LE and GT 16","","","",""
"Once a month or less","2017","35-65 y.","1-pers.-HH","","","",""
"Once a month or less","2017","35-65 y.","(Married) couple without C. ","","","",""
"Once a month or less","2017","35-65 y.","Single parent ","","","",""
"Once a month or less","2017","35-65 y.","Couple + C. LE 16 ","","","",""
"Once a month or less","2017","35-65 y.","Couple + C. GT 16 ","","","",""
"Once a month or less","2017","35-65 y.","Couple + C. LE and GT 16","","","",""
"Once a month or less","2017","66 and older","1-pers.-HH","","","",""
"Once a month or less","2017","66 and older","(Married) couple without C. ","","","",""
"Once a month or less","2017","66 and older","Single parent ","","","",""
"Once a month or less","2017","66 and older","Couple + C. LE 16 ","","","",""
"Once a month or less","2017","66 and older","Couple + C. GT 16 ","","","",""
"Once a month or less","2017","66 and older","Couple + C. LE and GT 16","","","",""
"Never","2017","16-34 y.","1-pers.-HH","","","",""
"Never","2017","16-34 y.","(Married) couple without C. ","","","",""
"Never","2017","16-34 y.","Single parent ","","","",""
"Never","2017","16-34 y.","Couple + C. LE 16 ","","","",""
"Never","2017","16-34 y.","Couple + C. GT 16 ","","","",""
"Never","2017","16-34 y.","Couple + C. LE and GT 16","","","",""
"Never","2017","35-65 y.","1-pers.-HH","","","",""
"Never","2017","35-65 y.","(Married) couple without C. ","","","",""
"Never","2017","35-65 y.","Single parent ","","","",""
"Never","2017","35-65 y.","Couple + C. LE 16 ","","","",""
"Never","2017","35-65 y.","Couple + C. GT 16 ","","","",""
"Never","2017","35-65 y.","Couple + C. LE and GT 16","","","",""
"Never","2017","66 and older","1-pers.-HH","","","",""
"Never","2017","66 and older","(Married) couple without C. ","","","",""
"Never","2017","66 and older","Single parent ","","","",""
"Never","2017","66 and older","Couple + C. LE 16 ","","","",""
"Never","2017","66 and older","Couple + C. GT 16 ","","","",""
"Never","2017","66 and older","Couple + C. LE and GT 16","","","",""
"Daily","2018","16-34 y.","1-pers.-HH","44","0.0399674289287757","0.0271983384210421","0.0527365194365093"
"Daily","2018","16-34 y.","(Married) couple without C. ","40","0.0335846219202291","0.0227340592725911","0.0444351845678671"
"Daily","2018","16-34 y.","Single parent ","41","0.0506426506036737","0.0355611988554851","0.0657241023518623"
"Daily","2018","16-34 y.","Couple + C. LE 16 ","60","0.0385954059909274","0.0277596391621941","0.0494311728196608"
"Daily","2018","16-34 y.","Couple + C. GT 16 ","48","0.0537447189665561","0.0397183414688823","0.06777109646423"
"Daily","2018","16-34 y.","Couple + C. LE and GT 16","60","0.0872174931993056","0.0666222979831999","0.107812688415411"
"Daily","2018","35-65 y.","1-pers.-HH","25","","",""
"Daily","2018","35-65 y.","(Married) couple without C. ","62","0.0176932042729591","0.0134127907548618","0.0219736177910565"
"Daily","2018","35-65 y.","Single parent ","22","","",""
"Daily","2018","35-65 y.","Couple + C. LE 16 ","121","0.030635216655479","0.0254359036594925","0.0358345296514654"
"Daily","2018","35-65 y.","Couple + C. GT 16 ","41","0.0278214943867034","0.020232345751319","0.0354106430220879"
"Daily","2018","35-65 y.","Couple + C. LE and GT 16","43","0.0305721777980317","0.0217354748286872","0.0394088807673761"
"Daily","2018","66 and older","1-pers.-HH","14","","",""
"Daily","2018","66 and older","(Married) couple without C. ","26","","",""
"Daily","2018","66 and older","Single parent ","","","",""
"Daily","2018","66 and older","Couple + C. LE 16 ","","","",""
"Daily","2018","66 and older","Couple + C. GT 16 ","","","",""
"Daily","2018","66 and older","Couple + C. LE and GT 16","","","",""
"Four to six days a week","2018","16-34 y.","1-pers.-HH","108","0.14246156448254","0.11967706316044","0.16524606580464"
"Four to six days a week","2018","16-34 y.","(Married) couple without C. ","163","0.143424450648992","0.122314143838839","0.164534757459145"
"Four to six days a week","2018","16-34 y.","Single parent ","129","0.135138001029101","0.111623691580123","0.158652310478079"
"Four to six days a week","2018","16-34 y.","Couple + C. LE 16 ","186","0.1597852049639","0.139174056479646","0.180396353448154"
"Four to six days a week","2018","16-34 y.","Couple + C. GT 16 ","145","0.145229840232719","0.12331561743195","0.167144063033488"
"Four to six days a week","2018","16-34 y.","Couple + C. LE and GT 16","104","0.195110966888339","0.166184905455001","0.224037028321677"
"Four to six days a week","2018","35-65 y.","1-pers.-HH","125","0.0682981673827275","0.056634985384681","0.079961349380774"
"Four to six days a week","2018","35-65 y.","(Married) couple without C. ","307","0.0881882665656209","0.0789812929581832","0.0973952401730585"
"Four to six days a week","2018","35-65 y.","Single parent ","126","0.0825023081538117","0.067631973092359","0.0973726432152644"
"Four to six days a week","2018","35-65 y.","Couple + C. LE 16 ","413","0.10382270403574","0.0946195857912612","0.113025822280218"
"Four to six days a week","2018","35-65 y.","Couple + C. GT 16 ","160","0.0951996473676347","0.081656366822061","0.108742927913208"
"Four to six days a week","2018","35-65 y.","Couple + C. LE and GT 16","153","0.108749691853071","0.0927694556961842","0.124729928009958"
"Four to six days a week","2018","66 and older","1-pers.-HH","64","0.0432088627539158","0.032508343560103","0.0539093819477286"
"Four to six days a week","2018","66 and older","(Married) couple without C. ","204","0.0759668697175737","0.0667554402385765","0.0851782991965709"
"Four to six days a week","2018","66 and older","Single parent ","8","","",""
"Four to six days a week","2018","66 and older","Couple + C. LE 16 ","1","","",""
"Four to six days a week","2018","66 and older","Couple + C. GT 16 ","13","","",""
"Four to six days a week","2018","66 and older","Couple + C. LE and GT 16","","","",""
"Two to three days a week","2018","16-34 y.","1-pers.-HH","353","0.367963637136204","0.336526907512272","0.399400366760136"
"Two to three days a week","2018","16-34 y.","(Married) couple without C. ","436","0.423622351342978","0.393861653558337","0.45338304912762"
"Two to three days a week","2018","16-34 y.","Single parent ","359","0.471109938003075","0.436776767321117","0.505443108685034"
"Two to three days a week","2018","16-34 y.","Couple + C. LE 16 ","529","0.396076086410267","0.368564275869373","0.423587896951162"
"Two to three days a week","2018","16-34 y.","Couple + C. GT 16 ","439","0.447666057910182","0.416738087823362","0.478594027997002"
"Two to three days a week","2018","16-34 y.","Couple + C. LE and GT 16","300","0.405464252887499","0.369626090711263","0.441302415063736"
"Two to three days a week","2018","35-65 y.","1-pers.-HH","652","0.377759402686755","0.355343260880556","0.400175544492955"
"Two to three days a week","2018","35-65 y.","(Married) couple without C. ","1440","0.404538763540018","0.388603262401953","0.420474264678083"
"Two to three days a week","2018","35-65 y.","Single parent ","580","0.451423051905949","0.424526546437956","0.478319557373943"
"Two to three days a week","2018","35-65 y.","Couple + C. LE 16 ","1901","0.45721407115569","0.442183829969471","0.472244312341909"
"Two to three days a week","2018","35-65 y.","Couple + C. GT 16 ","805","0.442014048874024","0.419096957666167","0.464931140081881"
"Two to three days a week","2018","35-65 y.","Couple + C. LE and GT 16","654","0.474112315849779","0.448481853083664","0.499742778615893"
"Two to three days a week","2018","66 and older","1-pers.-HH","459","0.320571179050199","0.296010290158162","0.345132067942235"
"Two to three days a week","2018","66 and older","(Married) couple without C. ","1142","0.341165862622504","0.324682645628659","0.357649079616349"
"Two to three days a week","2018","66 and older","Single parent ","19","","",""
"Two to three days a week","2018","66 and older","Couple + C. LE 16 ","2","","",""
"Two to three days a week","2018","66 and older","Couple + C. GT 16 ","66","0.341468841818372","0.274041661997019","0.408896021639726"
"Two to three days a week","2018","66 and older","Couple + C. LE and GT 16","3","","",""
"Two to four days a month","2018","16-34 y.","1-pers.-HH","240","0.260392087055998","0.231784676976443","0.288999497135553"
"Two to four days a month","2018","16-34 y.","(Married) couple without C. ","249","0.241986266502492","0.216191357058406","0.267781175946579"
"Two to four days a month","2018","16-34 y.","Single parent ","176","0.220796296939751","0.192266973478942","0.249325620400561"
"Two to four days a month","2018","16-34 y.","Couple + C. LE 16 ","293","0.290206361099492","0.264675923258497","0.315736798940487"
"Two to four days a month","2018","16-34 y.","Couple + C. GT 16 ","230","0.225135139238497","0.199156996861223","0.251113281615772"
"Two to four days a month","2018","16-34 y.","Couple + C. LE and GT 16","170","0.225853617632293","0.195332141869149","0.256375093395437"
"Two to four days a month","2018","35-65 y.","1-pers.-HH","632","0.344015246855447","0.322051331029869","0.365979162681025"
"Two to four days a month","2018","35-65 y.","(Married) couple without C. ","1300","0.344878469977395","0.329445380126653","0.360311559828136"
"Two to four days a month","2018","35-65 y.","Single parent ","415","0.325964306880962","0.300629844900108","0.351298768861816"
"Two to four days a month","2018","35-65 y.","Couple + C. LE 16 ","1316","0.305368418374439","0.291472694109008","0.319264142639869"
"Two to four days a month","2018","35-65 y.","Couple + C. GT 16 ","584","0.31354890924499","0.292140358370019","0.334957460119962"
"Two to four days a month","2018","35-65 y.","Couple + C. LE and GT 16","446","0.297992105275555","0.274515099524371","0.321469111026738"
"Two to four days a month","2018","66 and older","1-pers.-HH","534","0.394360222791673","0.368640658464794","0.420079787118552"
"Two to four days a month","2018","66 and older","(Married) couple without C. ","1212","0.37639240568658","0.359548326733501","0.393236484639659"
"Two to four days a month","2018","66 and older","Single parent ","38","0.493852258097607","0.382899535532897","0.604804980662317"
"Two to four days a month","2018","66 and older","Couple + C. LE 16 ","4","","",""
"Two to four days a month","2018","66 and older","Couple + C. GT 16 ","77","0.408242805439615","0.338354850260593","0.478130760618637"
"Two to four days a month","2018","66 and older","Couple + C. LE and GT 16","3","","",""
"Once a month or less","2018","16-34 y.","1-pers.-HH","80","0.0956116494797913","0.0764427684986123","0.11478053046097"
"Once a month or less","2018","16-34 y.","(Married) couple without C. ","82","0.0776477852892679","0.0615297150148283","0.0937658555637076"
"Once a month or less","2018","16-34 y.","Single parent ","46","0.0559906170227983","0.0401775592130792","0.0718036748325173"
"Once a month or less","2018","16-34 y.","Couple + C. LE 16 ","92","0.0778125088514192","0.0627439031030068","0.0928811145998317"
"Once a month or less","2018","16-34 y.","Couple + C. GT 16 ","70","0.0741740478714042","0.0578749288123073","0.0904731669305012"
"Once a month or less","2018","16-34 y.","Couple + C. LE and GT 16","50","0.0494723045812054","0.0336436530859602","0.0653009560764505"
"Once a month or less","2018","35-65 y.","1-pers.-HH","246","0.133689983058267","0.117955221914828","0.149424744201706"
"Once a month or less","2018","35-65 y.","(Married) couple without C. ","390","0.103933210366456","0.0940247478944873","0.113841672838425"
"Once a month or less","2018","35-65 y.","Single parent ","100","0.073512474345459","0.0594070705512503","0.0876178781396677"
"Once a month or less","2018","35-65 y.","Couple + C. LE 16 ","329","0.0760376501379937","0.0680405350442306","0.0840347652317568"
"Once a month or less","2018","35-65 y.","Couple + C. GT 16 ","157","0.0884230526609617","0.0753219079597017","0.101524197362222"
"Once a month or less","2018","35-65 y.","Couple + C. LE and GT 16","121","0.0617911232300966","0.0494321570793302","0.074150089380863"
"Once a month or less","2018","66 and older","1-pers.-HH","222","0.161474455685754","0.142109347671826","0.180839563699683"
"Once a month or less","2018","66 and older","(Married) couple without C. ","450","0.150756947907422","0.138316792262006","0.163197103552839"
"Once a month or less","2018","66 and older","Single parent ","7","","",""
"Once a month or less","2018","66 and older","Couple + C. LE 16 ","","","",""
"Once a month or less","2018","66 and older","Couple + C. GT 16 ","26","","",""
"Once a month or less","2018","66 and older","Couple + C. LE and GT 16","","","",""
"Never","2018","16-34 y.","1-pers.-HH","79","0.093603632916691","0.0746160664886327","0.112591199344749"
"Never","2018","16-34 y.","(Married) couple without C. ","89","0.0797345242960402","0.0634197947225004","0.09604925386958"
"Never","2018","16-34 y.","Single parent ","61","0.0663224964016002","0.0492066273071393","0.083438365496061"
"Never","2018","16-34 y.","Couple + C. LE 16 ","54","0.0375244326839941","0.0268341135064303","0.048214751861558"
"Never","2018","16-34 y.","Couple + C. GT 16 ","61","0.054050195780641","0.0399862835214131","0.068114108039869"
"Never","2018","16-34 y.","Couple + C. LE and GT 16","37","0.0368813648113581","0.023124361442219","0.0506383681804972"
