"ple0181","year","migback","sex","n","percent","lower_confidence","upper_confidence"
"Never","2017","indirect migration background","Female","","","",""
"Daily","2018","no migration background","Male","215","0.0243814993105969","0.0211901548957905","0.0275728437254033"
"Daily","2018","no migration background","Female","154","0.0124947095238587","0.0103600802356853","0.014629338812032"
"Daily","2018","direct migration background","Male","96","0.0429585634056897","0.0340342054911228","0.0518829213202566"
"Daily","2018","direct migration background","Female","102","0.0358335663533878","0.0284598704650932","0.0432072622416823"
"Daily","2018","indirect migration background","Male","72","0.0770832668022275","0.0582927412661205","0.0958737923383345"
"Daily","2018","indirect migration background","Female","50","0.0366034764917399","0.0245603746766187","0.0486465783068612"
"Four to six days a week","2018","no migration background","Male","828","0.0947155240026709","0.0886564455153414","0.10077460249"
"Four to six days a week","2018","no migration background","Female","806","0.0785355170209794","0.0733658565582456","0.0837051774837131"
"Four to six days a week","2018","direct migration background","Male","296","0.144421441462316","0.128949938039794","0.159892944884838"
"Four to six days a week","2018","direct migration background","Female","329","0.126307348014392","0.113129094704036","0.139485601324748"
"Four to six days a week","2018","indirect migration background","Male","124","0.156680876504924","0.13107252742617","0.182289225583678"
"Four to six days a week","2018","indirect migration background","Female","124","0.13460928036448","0.112720665947878","0.156497894781082"
"Two to three days a week","2018","no migration background","Male","3472","0.389675719914638","0.379584690885146","0.399766748944129"
"Two to three days a week","2018","no migration background","Female","4084","0.370141105536541","0.360862238350041","0.379419972723041"
"Two to three days a week","2018","direct migration background","Male","947","0.476758670673227","0.454775665901311","0.498741675445143"
"Two to three days a week","2018","direct migration background","Female","1159","0.463213078805993","0.44343174504025","0.482994412571737"
"Two to three days a week","2018","indirect migration background","Male","349","0.465946016395077","0.430803084435682","0.501088948354471"
"Two to three days a week","2018","indirect migration background","Female","409","0.43593297623745","0.404131310413165","0.467734642061736"
"Two to four days a month","2018","no migration background","Male","3142","0.341534666094474","0.33172199341894","0.351347338770009"
"Two to four days a month","2018","no migration background","Female","3520","0.343351750149966","0.334226900978148","0.352476599321784"
"Two to four days a month","2018","direct migration background","Male","469","0.247561012814949","0.228564954050542","0.266557071579356"
"Two to four days a month","2018","direct migration background","Female","594","0.271147700361671","0.253512234837563","0.28878316588578"
"Two to four days a month","2018","indirect migration background","Male","164","0.202774925482391","0.174449580314606","0.231100270650176"
"Two to four days a month","2018","indirect migration background","Female","224","0.240820729819195","0.213399068825666","0.268242390812725"
"Once a month or less","2018","no migration background","Male","998","0.108793724520522","0.102350630051925","0.115236818989119"
"Once a month or less","2018","no migration background","Female","1167","0.127363562111351","0.120956942534166","0.133770181688536"
"Once a month or less","2018","direct migration background","Male","116","0.0590794282086589","0.0487022002390455","0.0694566561782722"
"Once a month or less","2018","direct migration background","Female","157","0.0643887739507882","0.0546519573207217","0.0741255905808548"
"Once a month or less","2018","indirect migration background","Male","44","0.0821170371604281","0.0627756374238916","0.101458436896965"
"Once a month or less","2018","indirect migration background","Female","62","0.068401054413952","0.0522120349464495","0.0845900738814545"
"Never","2018","no migration background","Male","317","0.0408988661570979","0.0368006836533653","0.0449970486608305"
"Never","2018","no migration background","Female","671","0.068113355657304","0.0632717730255194","0.0729549382890886"
"Never","2018","direct migration background","Male","59","0.0292208834351587","0.0218078899673322","0.0366338769029852"
"Never","2018","direct migration background","Female","100","0.0391095325137669","0.0314192471377021","0.0467998178898318"
"Never","2018","indirect migration background","Male","21","","",""
"Never","2018","indirect migration background","Female","65","0.0836324826731822","0.0658784509866999","0.101386514359665"
