"ple0181","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence"
"Once a month or less","2018","Couple + C. LE and GT 16","inadequately","1","","",""
"Once a month or less","2018","Couple + C. LE and GT 16","general elemantary","32","0.0622109211190966","0.0361111893943816","0.0883106528438116"
"Once a month or less","2018","Couple + C. LE and GT 16","middle vocational","59","0.0538313313601078","0.0387828365914852","0.0688798261287304"
"Once a month or less","2018","Couple + C. LE and GT 16","vocational + Abi","9","","",""
"Once a month or less","2018","Couple + C. LE and GT 16","higher vocational","12","","",""
"Once a month or less","2018","Couple + C. LE and GT 16","higher education","39","0.0611363376983361","0.0361790471582774","0.0860936282383948"
"Never","2018","1-pers.-HH","in school","","","",""
"Never","2018","1-pers.-HH","inadequately","3","","",""
"Never","2018","1-pers.-HH","general elemantary","20","","",""
"Never","2018","1-pers.-HH","middle vocational","117","0.0668888272915091","0.055722716449903","0.0780549381331152"
"Never","2018","1-pers.-HH","vocational + Abi","27","","",""
"Never","2018","1-pers.-HH","higher vocational","17","","",""
"Never","2018","1-pers.-HH","higher education","100","0.0991734883108368","0.0809552576710578","0.117391718950616"
"Never","2018","(Married) couple without C. ","in school","","","",""
"Never","2018","(Married) couple without C. ","inadequately","3","","",""
"Never","2018","(Married) couple without C. ","general elemantary","23","","",""
"Never","2018","(Married) couple without C. ","middle vocational","170","0.0465787765403311","0.0398811431095587","0.0532764099711035"
"Never","2018","(Married) couple without C. ","vocational + Abi","18","","",""
"Never","2018","(Married) couple without C. ","higher vocational","27","","",""
"Never","2018","(Married) couple without C. ","higher education","127","0.0635743876831728","0.0533903140918985","0.073758461274447"
"Never","2018","Single parent ","in school","14","","",""
"Never","2018","Single parent ","inadequately","4","","",""
"Never","2018","Single parent ","general elemantary","12","","",""
"Never","2018","Single parent ","middle vocational","56","0.058112930816364","0.0436196449271211","0.0726062167056069"
"Never","2018","Single parent ","vocational + Abi","12","","",""
"Never","2018","Single parent ","higher vocational","2","","",""
"Never","2018","Single parent ","higher education","31","0.0937949333578214","0.0620985768405166","0.125491289875126"
"Never","2018","Couple + C. LE 16 ","in school","","","",""
"Never","2018","Couple + C. LE 16 ","inadequately","2","","",""
"Never","2018","Couple + C. LE 16 ","general elemantary","4","","",""
"Never","2018","Couple + C. LE 16 ","middle vocational","50","0.0195969653558863","0.0136401634284466","0.0255537672833261"
"Never","2018","Couple + C. LE 16 ","vocational + Abi","29","","",""
"Never","2018","Couple + C. LE 16 ","higher vocational","6","","",""
"Never","2018","Couple + C. LE 16 ","higher education","98","0.046912182966011","0.0370390628810955","0.0567853030509265"
"Never","2018","Couple + C. GT 16 ","in school","9","","",""
"Never","2018","Couple + C. GT 16 ","inadequately","1","","",""
"Never","2018","Couple + C. GT 16 ","general elemantary","5","","",""
"Never","2018","Couple + C. GT 16 ","middle vocational","53","0.0390338888010075","0.0289103960279274","0.0491573815740875"
"Never","2018","Couple + C. GT 16 ","vocational + Abi","17","","",""
"Never","2018","Couple + C. GT 16 ","higher vocational","6","","",""
"Never","2018","Couple + C. GT 16 ","higher education","26","","",""
"Never","2018","Couple + C. LE and GT 16","in school","7","","",""
"Never","2018","Couple + C. LE and GT 16","inadequately","2","","",""
"Never","2018","Couple + C. LE and GT 16","general elemantary","11","","",""
"Never","2018","Couple + C. LE and GT 16","middle vocational","28","","",""
"Never","2018","Couple + C. LE and GT 16","vocational + Abi","7","","",""
"Never","2018","Couple + C. LE and GT 16","higher vocational","1","","",""
"Never","2018","Couple + C. LE and GT 16","higher education","15","","",""
