"ple0181","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence"
"Four to six days a week","2016","Couple + C. GT 16 ","higher education","34","0.0814458153913997","0.0570277445319162","0.105863886250883"
"Four to six days a week","2016","Couple + C. LE and GT 16","in school","21","","",""
"Four to six days a week","2016","Couple + C. LE and GT 16","inadequately","11","","",""
"Four to six days a week","2016","Couple + C. LE and GT 16","general elemantary","49","0.168455782854374","0.128317342467588","0.20859422324116"
"Four to six days a week","2016","Couple + C. LE and GT 16","middle vocational","98","0.110535333714647","0.0887802099169382","0.132290457512356"
"Four to six days a week","2016","Couple + C. LE and GT 16","vocational + Abi","12","","",""
"Four to six days a week","2016","Couple + C. LE and GT 16","higher vocational","11","","",""
"Four to six days a week","2016","Couple + C. LE and GT 16","higher education","25","","",""
"Two to three days a week","2016","1-pers.-HH","in school","","","",""
"Two to three days a week","2016","1-pers.-HH","inadequately","21","","",""
"Two to three days a week","2016","1-pers.-HH","general elemantary","140","0.343931035831483","0.29811858816792","0.389743483495046"
"Two to three days a week","2016","1-pers.-HH","middle vocational","575","0.342967757341374","0.3199792310979","0.365956283584849"
"Two to three days a week","2016","1-pers.-HH","vocational + Abi","95","0.401363980841302","0.340602450070742","0.462125511611861"
"Two to three days a week","2016","1-pers.-HH","higher vocational","52","0.291368527623055","0.224987590914709","0.357749464331401"
"Two to three days a week","2016","1-pers.-HH","higher education","273","0.328345119324707","0.296719083693559","0.359971154955855"
"Two to three days a week","2016","(Married) couple without C. ","in school","","","",""
"Two to three days a week","2016","(Married) couple without C. ","inadequately","24","","",""
"Two to three days a week","2016","(Married) couple without C. ","general elemantary","234","0.415123662123807","0.374312886591398","0.455934437656217"
"Two to three days a week","2016","(Married) couple without C. ","middle vocational","1359","0.370312653862311","0.354403225736047","0.386222081988574"
"Two to three days a week","2016","(Married) couple without C. ","vocational + Abi","203","0.441635427480374","0.396500526451951","0.486770328508796"
"Two to three days a week","2016","(Married) couple without C. ","higher vocational","175","0.318143719795391","0.278303058442398","0.357984381148384"
"Two to three days a week","2016","(Married) couple without C. ","higher education","720","0.351894123210815","0.331104328379886","0.372683918041744"
"Two to three days a week","2016","Single parent ","in school","34","0.519820438529273","0.411019136515713","0.628621740542834"
"Two to three days a week","2016","Single parent ","inadequately","20","","",""
"Two to three days a week","2016","Single parent ","general elemantary","151","0.50469047442862","0.449564606056193","0.559816342801047"
"Two to three days a week","2016","Single parent ","middle vocational","472","0.446970780795893","0.416093999086032","0.477847562505753"
"Two to three days a week","2016","Single parent ","vocational + Abi","97","0.635584020229524","0.567331829051524","0.703836211407523"
"Two to three days a week","2016","Single parent ","higher vocational","34","0.408141246434502","0.291323744341903","0.524958748527101"
"Two to three days a week","2016","Single parent ","higher education","137","0.42109382513244","0.36639607666767","0.47579157359721"
"Two to three days a week","2016","Couple + C. LE 16 ","in school","","","",""
"Two to three days a week","2016","Couple + C. LE 16 ","inadequately","52","0.466885093136856","0.380456285152974","0.553313901120737"
"Two to three days a week","2016","Couple + C. LE 16 ","general elemantary","238","0.491730296593568","0.447006561389048","0.536454031798087"
"Two to three days a week","2016","Couple + C. LE 16 ","middle vocational","1107","0.465954444269542","0.445755771726467","0.486153116812618"
"Two to three days a week","2016","Couple + C. LE 16 ","vocational + Abi","326","0.457376561293742","0.420258843036928","0.494494279550556"
"Two to three days a week","2016","Couple + C. LE 16 ","higher vocational","131","0.404127512591037","0.349588939368061","0.458666085814012"
"Two to three days a week","2016","Couple + C. LE 16 ","higher education","766","0.415976916843189","0.392870798196979","0.439083035489398"
"Two to three days a week","2016","Couple + C. GT 16 ","in school","53","0.532570260439858","0.434780199510202","0.630360321369514"
"Two to three days a week","2016","Couple + C. GT 16 ","inadequately","17","","",""
"Two to three days a week","2016","Couple + C. GT 16 ","general elemantary","144","0.477855660013207","0.422340505738986","0.533370814287428"
"Two to three days a week","2016","Couple + C. GT 16 ","middle vocational","575","0.431888349624521","0.404805203096091","0.45897149615295"
"Two to three days a week","2016","Couple + C. GT 16 ","vocational + Abi","98","0.477984151775657","0.408407409775876","0.547560893775439"
"Two to three days a week","2016","Couple + C. GT 16 ","higher vocational","66","0.371847345299292","0.298982225858928","0.444712464739656"
"Two to three days a week","2016","Couple + C. GT 16 ","higher education","215","0.47511291704742","0.430531288042979","0.519694546051861"
"Two to three days a week","2016","Couple + C. LE and GT 16","in school","56","0.270346261391193","0.195425911514495","0.345266611267892"
"Two to three days a week","2016","Couple + C. LE and GT 16","inadequately","35","0.542380832753758","0.415257182378933","0.669504483128583"
"Two to three days a week","2016","Couple + C. LE and GT 16","general elemantary","152","0.415227410256753","0.362381501721315","0.468073318792191"
"Two to three days a week","2016","Couple + C. LE and GT 16","middle vocational","367","0.521985181773457","0.487327747173402","0.556642616373511"
"Two to three days a week","2016","Couple + C. LE and GT 16","vocational + Abi","84","0.455436538223522","0.381226402900886","0.529646673546158"
"Two to three days a week","2016","Couple + C. LE and GT 16","higher vocational","44","0.435865611780195","0.340564270838256","0.531166952722133"
"Two to three days a week","2016","Couple + C. LE and GT 16","higher education","159","0.475710164719295","0.421990167223947","0.529430162214642"
"Two to four days a month","2016","1-pers.-HH","in school","","","",""
"Two to four days a month","2016","1-pers.-HH","inadequately","6","","",""
"Two to four days a month","2016","1-pers.-HH","general elemantary","148","0.365432578949019","0.31899007974166","0.411875078156379"
"Two to four days a month","2016","1-pers.-HH","middle vocational","595","0.362168195082761","0.338892675624453","0.38544371454107"
"Two to four days a month","2016","1-pers.-HH","vocational + Abi","78","0.279984083069466","0.224327594002472","0.33564057213646"
"Two to four days a month","2016","1-pers.-HH","higher vocational","73","0.398775679996278","0.327244656276186","0.470306703716369"
"Two to four days a month","2016","1-pers.-HH","higher education","299","0.328038121828477","0.296419651026664","0.35965659263029"
"Two to four days a month","2016","(Married) couple without C. ","in school","","","",""
"Two to four days a month","2016","(Married) couple without C. ","inadequately","15","","",""
"Two to four days a month","2016","(Married) couple without C. ","general elemantary","176","0.29625533619899","0.258437669863687","0.334073002534293"
"Two to four days a month","2016","(Married) couple without C. ","middle vocational","1286","0.363713141444857","0.347863706520613","0.3795625763691"
"Two to four days a month","2016","(Married) couple without C. ","vocational + Abi","148","0.296382332881063","0.254875830488839","0.337888835273287"
"Two to four days a month","2016","(Married) couple without C. ","higher vocational","215","0.417442847747165","0.375259968392231","0.459625727102098"
"Two to four days a month","2016","(Married) couple without C. ","higher education","788","0.385691805370687","0.364501628736503","0.406881982004871"
"Two to four days a month","2016","Single parent ","in school","25","","",""
"Two to four days a month","2016","Single parent ","inadequately","10","","",""
"Two to four days a month","2016","Single parent ","general elemantary","75","0.229256339787787","0.182909491375249","0.275603188200324"
"Two to four days a month","2016","Single parent ","middle vocational","292","0.300679747165309","0.272201807671294","0.329157686659324"
"Two to four days a month","2016","Single parent ","vocational + Abi","42","0.154015136065826","0.102824042673291","0.205206229458362"
"Two to four days a month","2016","Single parent ","higher vocational","16","","",""
"Two to four days a month","2016","Single parent ","higher education","91","0.345453907984243","0.292774474683359","0.398133341285126"
"Two to four days a month","2016","Couple + C. LE 16 ","in school","","","",""
"Two to four days a month","2016","Couple + C. LE 16 ","inadequately","25","","",""
"Two to four days a month","2016","Couple + C. LE 16 ","general elemantary","103","0.224569838893639","0.187238417096125","0.261901260691152"
"Two to four days a month","2016","Couple + C. LE 16 ","middle vocational","628","0.262023993575478","0.244218517158378","0.279829469992579"
"Two to four days a month","2016","Couple + C. LE 16 ","vocational + Abi","181","0.275252270069726","0.241974521941137","0.308530018198315"
"Two to four days a month","2016","Couple + C. LE 16 ","higher vocational","110","0.390426388153107","0.336207506266409","0.444645270039804"
"Two to four days a month","2016","Couple + C. LE 16 ","higher education","578","0.356193186011124","0.333744136132143","0.378642235890106"
"Two to four days a month","2016","Couple + C. GT 16 ","in school","16","","",""
"Two to four days a month","2016","Couple + C. GT 16 ","inadequately","11","","",""
"Two to four days a month","2016","Couple + C. GT 16 ","general elemantary","86","0.261745388740659","0.212890221947637","0.310600555533681"
"Two to four days a month","2016","Couple + C. GT 16 ","middle vocational","390","0.284747092955973","0.260072159366531","0.309422026545416"
"Two to four days a month","2016","Couple + C. GT 16 ","vocational + Abi","55","0.285847437773786","0.222914479486348","0.348780396061224"
"Two to four days a month","2016","Couple + C. GT 16 ","higher vocational","62","0.377122284653838","0.304050917411937","0.45019365189574"
"Two to four days a month","2016","Couple + C. GT 16 ","higher education","148","0.309916740876506","0.268631213556664","0.351202268196348"
"Two to four days a month","2016","Couple + C. LE and GT 16","in school","31","0.175127370126416","0.111013548219776","0.239241192033056"
"Two to four days a month","2016","Couple + C. LE and GT 16","inadequately","7","","",""
"Two to four days a month","2016","Couple + C. LE and GT 16","general elemantary","79","0.297084361548031","0.248076431898628","0.346092291197435"
"Two to four days a month","2016","Couple + C. LE and GT 16","middle vocational","226","0.264389646203499","0.233791664270174","0.294987628136824"
"Two to four days a month","2016","Couple + C. LE and GT 16","vocational + Abi","56","0.366730477254878","0.294919169631712","0.438541784878044"
"Two to four days a month","2016","Couple + C. LE and GT 16","higher vocational","42","0.331061512529701","0.240617700077437","0.421505324981966"
"Two to four days a month","2016","Couple + C. LE and GT 16","higher education","113","0.342929816398162","0.29186902369613","0.393990609100194"
"Once a month or less","2016","1-pers.-HH","in school","","","",""
"Once a month or less","2016","1-pers.-HH","inadequately","2","","",""
"Once a month or less","2016","1-pers.-HH","general elemantary","66","0.16342897549981","0.127768346152862","0.199089604846757"
"Once a month or less","2016","1-pers.-HH","middle vocational","231","0.152333019650553","0.134930954072535","0.169735085228572"
"Once a month or less","2016","1-pers.-HH","vocational + Abi","30","0.127955606470273","0.0865482940031184","0.169362918937427"
"Once a month or less","2016","1-pers.-HH","higher vocational","20","","",""
"Once a month or less","2016","1-pers.-HH","higher education","126","0.159250697079775","0.134608449600971","0.183892944558579"
"Once a month or less","2016","(Married) couple without C. ","in school","","","",""
"Once a month or less","2016","(Married) couple without C. ","inadequately","5","","",""
"Once a month or less","2016","(Married) couple without C. ","general elemantary","62","0.128067732778304","0.100390968624314","0.155744496932295"
"Once a month or less","2016","(Married) couple without C. ","middle vocational","447","0.121217630922571","0.110464588152207","0.131970673692936"
"Once a month or less","2016","(Married) couple without C. ","vocational + Abi","41","0.0969200738715954","0.0700300258871731","0.123810121856018"
"Once a month or less","2016","(Married) couple without C. ","higher vocational","68","0.111634813423437","0.0846968951953415","0.138572731651532"
"Once a month or less","2016","(Married) couple without C. ","higher education","282","0.140884916761754","0.125739572885232","0.156030260638277"
"Once a month or less","2016","Single parent ","in school","3","","",""
"Once a month or less","2016","Single parent ","inadequately","6","","",""
"Once a month or less","2016","Single parent ","general elemantary","24","","",""
"Once a month or less","2016","Single parent ","middle vocational","84","0.0815687330908585","0.0645705066459032","0.0985669595358139"
"Once a month or less","2016","Single parent ","vocational + Abi","12","","",""
"Once a month or less","2016","Single parent ","higher vocational","6","","",""
"Once a month or less","2016","Single parent ","higher education","34","0.0747228726909287","0.0455929980634496","0.103852747318408"
"Once a month or less","2016","Couple + C. LE 16 ","in school","","","",""
"Once a month or less","2016","Couple + C. LE 16 ","inadequately","9","","",""
"Once a month or less","2016","Couple + C. LE 16 ","general elemantary","32","0.0480912636125138","0.028950545698603","0.0672319815264245"
"Once a month or less","2016","Couple + C. LE 16 ","middle vocational","164","0.0594652560743599","0.0498893249199777","0.0690411872287422"
"Once a month or less","2016","Couple + C. LE 16 ","vocational + Abi","52","0.0881882906726296","0.0670605484839535","0.109316032861306"
"Once a month or less","2016","Couple + C. LE 16 ","higher vocational","19","","",""
"Once a month or less","2016","Couple + C. LE 16 ","higher education","147","0.0892703239162276","0.0759035785068546","0.102637069325601"
"Once a month or less","2016","Couple + C. GT 16 ","in school","8","","",""
"Once a month or less","2016","Couple + C. GT 16 ","inadequately","1","","",""
"Once a month or less","2016","Couple + C. GT 16 ","general elemantary","25","","",""
"Once a month or less","2016","Couple + C. GT 16 ","middle vocational","117","0.0997739323402387","0.0833876337585147","0.116160230921963"
"Once a month or less","2016","Couple + C. GT 16 ","vocational + Abi","16","","",""
"Once a month or less","2016","Couple + C. GT 16 ","higher vocational","19","","",""
"Once a month or less","2016","Couple + C. GT 16 ","higher education","57","0.0822136591210019","0.057691011596653","0.106736306645351"
"Once a month or less","2016","Couple + C. LE and GT 16","in school","8","","",""
"Once a month or less","2016","Couple + C. LE and GT 16","inadequately","1","","",""
"Once a month or less","2016","Couple + C. LE and GT 16","general elemantary","26","","",""
"Once a month or less","2016","Couple + C. LE and GT 16","middle vocational","62","0.0663221174119587","0.0490568077324829","0.0835874270914345"
"Once a month or less","2016","Couple + C. LE and GT 16","vocational + Abi","10","","",""
"Once a month or less","2016","Couple + C. LE and GT 16","higher vocational","5","","",""
"Once a month or less","2016","Couple + C. LE and GT 16","higher education","25","","",""
"Never","2016","1-pers.-HH","in school","","","",""
"Never","2016","1-pers.-HH","inadequately","2","","",""
"Never","2016","1-pers.-HH","general elemantary","16","","",""
"Never","2016","1-pers.-HH","middle vocational","102","0.0661021302456936","0.0540698327153189","0.0781344277760683"
"Never","2016","1-pers.-HH","vocational + Abi","20","","",""
"Never","2016","1-pers.-HH","higher vocational","11","","",""
"Never","2016","1-pers.-HH","higher education","80","0.0959925259822118","0.0761539220791051","0.115831129885318"
"Never","2016","(Married) couple without C. ","in school","","","",""
"Never","2016","(Married) couple without C. ","inadequately","3","","",""
"Never","2016","(Married) couple without C. ","general elemantary","19","","",""
"Never","2016","(Married) couple without C. ","middle vocational","137","0.0432316864196775","0.0365311080626768","0.0499322647766782"
"Never","2016","(Married) couple without C. ","vocational + Abi","18","","",""
"Never","2016","(Married) couple without C. ","higher vocational","23","","",""
"Never","2016","(Married) couple without C. ","higher education","93","0.0526977764268786","0.0429711633435666","0.0624243895101906"
"Never","2016","Single parent ","in school","5","","",""
"Never","2016","Single parent ","inadequately","","","",""
"Never","2016","Single parent ","general elemantary","9","","",""
"Never","2016","Single parent ","middle vocational","32","0.0329202713606834","0.0218392124178047","0.044001330303562"
"Never","2016","Single parent ","vocational + Abi","15","","",""
"Never","2016","Single parent ","higher vocational","2","","",""
"Never","2016","Single parent ","higher education","24","","",""
"Never","2016","Couple + C. LE 16 ","in school","","","",""
"Never","2016","Couple + C. LE 16 ","inadequately","3","","",""
"Never","2016","Couple + C. LE 16 ","general elemantary","8","","",""
"Never","2016","Couple + C. LE 16 ","middle vocational","62","0.0280504030446674","0.0213646031871978","0.0347362029021369"
"Never","2016","Couple + C. LE 16 ","vocational + Abi","31","0.0350667079238938","0.0213613245876977","0.04877209126009"
"Never","2016","Couple + C. LE 16 ","higher vocational","8","","",""
"Never","2016","Couple + C. LE 16 ","higher education","89","0.040422132354435","0.0311894669248106","0.0496547977840593"
"Never","2016","Couple + C. GT 16 ","in school","5","","",""
"Never","2016","Couple + C. GT 16 ","inadequately","","","",""
"Never","2016","Couple + C. GT 16 ","general elemantary","10","","",""
"Never","2016","Couple + C. GT 16 ","middle vocational","51","0.0444044637152319","0.0331416500765966","0.0556672773538671"
"Never","2016","Couple + C. GT 16 ","vocational + Abi","7","","",""
"Never","2016","Couple + C. GT 16 ","higher vocational","6","","",""
"Never","2016","Couple + C. GT 16 ","higher education","21","","",""
"Never","2016","Couple + C. LE and GT 16","in school","9","","",""
"Never","2016","Couple + C. LE and GT 16","inadequately","","","",""
"Never","2016","Couple + C. LE and GT 16","general elemantary","7","","",""
"Never","2016","Couple + C. LE and GT 16","middle vocational","23","","",""
"Never","2016","Couple + C. LE and GT 16","vocational + Abi","7","","",""
"Never","2016","Couple + C. LE and GT 16","higher vocational","1","","",""
"Never","2016","Couple + C. LE and GT 16","higher education","10","","",""
"Daily","2017","1-pers.-HH","in school","","","",""
"Daily","2017","1-pers.-HH","inadequately","","","",""
"Daily","2017","1-pers.-HH","general elemantary","","","",""
"Daily","2017","1-pers.-HH","middle vocational","","","",""
"Daily","2017","1-pers.-HH","vocational + Abi","","","",""
"Daily","2017","1-pers.-HH","higher vocational","","","",""
"Daily","2017","1-pers.-HH","higher education","","","",""
"Daily","2017","(Married) couple without C. ","in school","","","",""
"Daily","2017","(Married) couple without C. ","inadequately","","","",""
"Daily","2017","(Married) couple without C. ","general elemantary","","","",""
"Daily","2017","(Married) couple without C. ","middle vocational","","","",""
"Daily","2017","(Married) couple without C. ","vocational + Abi","","","",""
"Daily","2017","(Married) couple without C. ","higher vocational","","","",""
"Daily","2017","(Married) couple without C. ","higher education","","","",""
"Daily","2017","Single parent ","in school","","","",""
"Daily","2017","Single parent ","inadequately","","","",""
"Daily","2017","Single parent ","general elemantary","","","",""
"Daily","2017","Single parent ","middle vocational","","","",""
"Daily","2017","Single parent ","vocational + Abi","","","",""
"Daily","2017","Single parent ","higher vocational","","","",""
"Daily","2017","Single parent ","higher education","","","",""
"Daily","2017","Couple + C. LE 16 ","in school","","","",""
"Daily","2017","Couple + C. LE 16 ","inadequately","","","",""
"Daily","2017","Couple + C. LE 16 ","general elemantary","","","",""
"Daily","2017","Couple + C. LE 16 ","middle vocational","","","",""
"Daily","2017","Couple + C. LE 16 ","vocational + Abi","","","",""
"Daily","2017","Couple + C. LE 16 ","higher vocational","","","",""
"Daily","2017","Couple + C. LE 16 ","higher education","","","",""
"Daily","2017","Couple + C. GT 16 ","in school","","","",""
"Daily","2017","Couple + C. GT 16 ","inadequately","","","",""
"Daily","2017","Couple + C. GT 16 ","general elemantary","","","",""
"Daily","2017","Couple + C. GT 16 ","middle vocational","","","",""
"Daily","2017","Couple + C. GT 16 ","vocational + Abi","","","",""
"Daily","2017","Couple + C. GT 16 ","higher vocational","","","",""
"Daily","2017","Couple + C. GT 16 ","higher education","","","",""
"Daily","2017","Couple + C. LE and GT 16","in school","","","",""
"Daily","2017","Couple + C. LE and GT 16","inadequately","","","",""
"Daily","2017","Couple + C. LE and GT 16","general elemantary","","","",""
"Daily","2017","Couple + C. LE and GT 16","middle vocational","","","",""
"Daily","2017","Couple + C. LE and GT 16","vocational + Abi","","","",""
"Daily","2017","Couple + C. LE and GT 16","higher vocational","","","",""
"Daily","2017","Couple + C. LE and GT 16","higher education","","","",""
"Four to six days a week","2017","1-pers.-HH","in school","","","",""
"Four to six days a week","2017","1-pers.-HH","inadequately","","","",""
"Four to six days a week","2017","1-pers.-HH","general elemantary","","","",""
"Four to six days a week","2017","1-pers.-HH","middle vocational","","","",""
"Four to six days a week","2017","1-pers.-HH","vocational + Abi","","","",""
"Four to six days a week","2017","1-pers.-HH","higher vocational","","","",""
"Four to six days a week","2017","1-pers.-HH","higher education","","","",""
"Four to six days a week","2017","(Married) couple without C. ","in school","","","",""
"Four to six days a week","2017","(Married) couple without C. ","inadequately","","","",""
"Four to six days a week","2017","(Married) couple without C. ","general elemantary","","","",""
"Four to six days a week","2017","(Married) couple without C. ","middle vocational","","","",""
"Four to six days a week","2017","(Married) couple without C. ","vocational + Abi","","","",""
"Four to six days a week","2017","(Married) couple without C. ","higher vocational","","","",""
"Four to six days a week","2017","(Married) couple without C. ","higher education","","","",""
"Four to six days a week","2017","Single parent ","in school","","","",""
"Four to six days a week","2017","Single parent ","inadequately","","","",""
"Four to six days a week","2017","Single parent ","general elemantary","","","",""
"Four to six days a week","2017","Single parent ","middle vocational","","","",""
"Four to six days a week","2017","Single parent ","vocational + Abi","","","",""
"Four to six days a week","2017","Single parent ","higher vocational","","","",""
"Four to six days a week","2017","Single parent ","higher education","","","",""
"Four to six days a week","2017","Couple + C. LE 16 ","in school","","","",""
"Four to six days a week","2017","Couple + C. LE 16 ","inadequately","","","",""
"Four to six days a week","2017","Couple + C. LE 16 ","general elemantary","","","",""
"Four to six days a week","2017","Couple + C. LE 16 ","middle vocational","","","",""
"Four to six days a week","2017","Couple + C. LE 16 ","vocational + Abi","","","",""
"Four to six days a week","2017","Couple + C. LE 16 ","higher vocational","","","",""
"Four to six days a week","2017","Couple + C. LE 16 ","higher education","","","",""
"Four to six days a week","2017","Couple + C. GT 16 ","in school","","","",""
"Four to six days a week","2017","Couple + C. GT 16 ","inadequately","","","",""
"Four to six days a week","2017","Couple + C. GT 16 ","general elemantary","","","",""
"Four to six days a week","2017","Couple + C. GT 16 ","middle vocational","","","",""
"Four to six days a week","2017","Couple + C. GT 16 ","vocational + Abi","","","",""
"Four to six days a week","2017","Couple + C. GT 16 ","higher vocational","","","",""
"Four to six days a week","2017","Couple + C. GT 16 ","higher education","","","",""
"Four to six days a week","2017","Couple + C. LE and GT 16","in school","","","",""
"Four to six days a week","2017","Couple + C. LE and GT 16","inadequately","","","",""
"Four to six days a week","2017","Couple + C. LE and GT 16","general elemantary","","","",""
"Four to six days a week","2017","Couple + C. LE and GT 16","middle vocational","","","",""
"Four to six days a week","2017","Couple + C. LE and GT 16","vocational + Abi","","","",""
"Four to six days a week","2017","Couple + C. LE and GT 16","higher vocational","","","",""
"Four to six days a week","2017","Couple + C. LE and GT 16","higher education","","","",""
"Two to three days a week","2017","1-pers.-HH","in school","","","",""
"Two to three days a week","2017","1-pers.-HH","inadequately","","","",""
"Two to three days a week","2017","1-pers.-HH","general elemantary","","","",""
"Two to three days a week","2017","1-pers.-HH","middle vocational","","","",""
"Two to three days a week","2017","1-pers.-HH","vocational + Abi","","","",""
"Two to three days a week","2017","1-pers.-HH","higher vocational","","","",""
"Two to three days a week","2017","1-pers.-HH","higher education","","","",""
"Two to three days a week","2017","(Married) couple without C. ","in school","","","",""
"Two to three days a week","2017","(Married) couple without C. ","inadequately","","","",""
"Two to three days a week","2017","(Married) couple without C. ","general elemantary","","","",""
"Two to three days a week","2017","(Married) couple without C. ","middle vocational","","","",""
"Two to three days a week","2017","(Married) couple without C. ","vocational + Abi","","","",""
"Two to three days a week","2017","(Married) couple without C. ","higher vocational","","","",""
"Two to three days a week","2017","(Married) couple without C. ","higher education","","","",""
"Two to three days a week","2017","Single parent ","in school","","","",""
"Two to three days a week","2017","Single parent ","inadequately","","","",""
"Two to three days a week","2017","Single parent ","general elemantary","","","",""
