"ple0181","year","education","n","percent","lower_confidence","upper_confidence"
"Daily","2018","secondary school degree","167","0.0213219650488246","0.0179799365258783","0.0246639935717708"
"Daily","2018","college entrance qualification","142","0.0170946240525175","0.0141799897038784","0.0200092584011567"
"Daily","2018","Other degree","109","0.0344427892823392","0.0278609258348989","0.0410246527297795"
"Daily","2018","no degree/no degree yet","52","0.0530747808360244","0.0383463990269904","0.0678031626450585"
"Four to six days a week","2018","lower secondary degree","560","0.0967438330589693","0.0890337987600073","0.104453867357931"
"Four to six days a week","2018","secondary school degree","653","0.0939312273663447","0.0871818735116825","0.100680581221007"
"Four to six days a week","2018","college entrance qualification","601","0.0821840952514083","0.0760086237016435","0.0883595668011732"
"Four to six days a week","2018","Other degree","383","0.125930801574454","0.113956516404181","0.137905086744726"
"Four to six days a week","2018","no degree/no degree yet","144","0.130453574903648","0.108326323658843","0.152580826148453"
"Two to three days a week","2018","lower secondary degree","2172","0.372425373828698","0.359816058185155","0.385034689472241"
"Two to three days a week","2018","secondary school degree","2998","0.406444058769074","0.395080670766029","0.417807446772119"
"Two to three days a week","2018","college entrance qualification","2912","0.377714189571457","0.366812971045027","0.388615408097887"
"Two to three days a week","2018","Other degree","1416","0.477079136359937","0.45905211796758","0.495106154752294"
"Two to three days a week","2018","no degree/no degree yet","397","0.456515707969402","0.423791100290545","0.48924031564826"
"Two to four days a month","2018","lower secondary degree","1857","0.334200378453091","0.321897281744077","0.346503475162106"
"Two to four days a month","2018","secondary school degree","2389","0.331746466675811","0.320853393958945","0.342639539392677"
"Two to four days a month","2018","college entrance qualification","2645","0.344421425925915","0.333736884130185","0.355105967721645"
"Two to four days a month","2018","Other degree","710","0.256696935735945","0.240931571514759","0.27246229995713"
"Two to four days a month","2018","no degree/no degree yet","187","0.224153935989426","0.196756239333636","0.251551632645215"
"Once a month or less","2018","lower secondary degree","682","0.13171881207049","0.122898310214678","0.140539313926302"
"Once a month or less","2018","secondary school degree","722","0.107128279787863","0.0999730560642732","0.114283503511453"
"Once a month or less","2018","college entrance qualification","776","0.106846170196213","0.0999000697581918","0.113792270634235"
"Once a month or less","2018","Other degree","211","0.0670470215425633","0.0580202941408164","0.0760737489443101"
"Once a month or less","2018","no degree/no degree yet","62","0.077915073507407","0.0603054816079012","0.0955246654069129"
"Never","2018","lower secondary degree","222","0.0423712774225401","0.0371174771626469","0.0476250776824332"
"Never","2018","secondary school degree","248","0.0394280023520826","0.0349256034917781","0.0439304012123872"
"Never","2018","college entrance qualification","522","0.0717394950024883","0.0659370298568765","0.0775419601481001"
"Never","2018","Other degree","120","0.0388033155047626","0.0318330189738596","0.0457736120356657"
"Never","2018","no degree/no degree yet","48","0.0578869267940921","0.042544472095032","0.0732293814931521"
