"year","education","pgisced97","mean","median","n","lowerci_mean","upperci_mean","ptile10","ptile25","ptile75","ptile90"
"2008","Other degree","middle vocational","7.72","8","319","7.49","7.95","4","7","9","10"
"2008","Other degree","vocational + Abi","7.63","8","111","7.27","7.99","5","7","9","10"
"2008","secondary school degree","general elemantary","7.75","8","479","7.59","7.91","5","7","9","10"
"2008","secondary school degree","higher education","7.49","8","609","7.33","7.65","4","7","9","10"
"2008","secondary school degree","higher vocational","7.56","8","623","7.4","7.72","5","7","9","10"
"2008","secondary school degree","in school","","","","","","","","",""
"2008","secondary school degree","inadequately","","","","","","","","",""
"2008","secondary school degree","middle vocational","7.58","8","3992","7.52","7.64","5","7","9","10"
"2008","secondary school degree","vocational + Abi","7.48","8","31","6.66","8.3","5","7","10","10"
"2009","college entrance qualification","general elemantary","","","","","","","","",""
"2009","college entrance qualification","higher education","7.7","8","3075","7.63","7.77","5","7","9","10"
"2009","college entrance qualification","higher vocational","7","7","300","6.75","7.25","4","6","9","9"
"2009","college entrance qualification","in school","","","","","","","","",""
"2009","college entrance qualification","inadequately","","","","","","","","",""
"2009","college entrance qualification","middle vocational","7.57","8","641","7.43","7.71","5","7","9","10"
"2009","college entrance qualification","vocational + Abi","7.51","8","863","7.38","7.64","5","7","9","10"
"2009","lower secondary degree","general elemantary","7.61","8","1167","7.49","7.73","4","7","9","10"
"2009","lower secondary degree","higher education","7.73","8","159","7.42","8.04","4","7","9","10"
"2009","lower secondary degree","higher vocational","8.09","8","385","7.91","8.27","6","7","9","10"
"2009","lower secondary degree","in school","","","","","","","","",""
"2009","lower secondary degree","inadequately","","","","","","","","",""
"2009","lower secondary degree","middle vocational","7.67","8","4198","7.61","7.73","5","7","9","10"
"2009","lower secondary degree","vocational + Abi","","","","","","","","",""
"2009","no degree/no degree yet","general elemantary","","","","","","","","",""
"2009","no degree/no degree yet","higher education","","","","","","","","",""
"2009","no degree/no degree yet","higher vocational","","","","","","","","",""
"2009","no degree/no degree yet","in school","7.8","8","307","7.61","7.99","5","7","9","10"
"2009","no degree/no degree yet","inadequately","6.52","7","133","6.09","6.95","3","5","8","10"
"2009","no degree/no degree yet","middle vocational","6.88","7","36","6.18","7.58","4","5","9","10"
"2009","no degree/no degree yet","vocational + Abi","","","","","","","","",""
"2009","Other degree","general elemantary","7.59","8","203","7.3","7.88","5","6","9","10"
"2009","Other degree","higher education","8.12","8","169","7.82","8.42","5","8","10","10"
"2009","Other degree","higher vocational","8","8","39","7.37","8.63","4","7","10","10"
"2009","Other degree","in school","","","","","","","","",""
"2009","Other degree","inadequately","6.84","7","34","6.01","7.67","2","5","9","10"
"2009","Other degree","middle vocational","7.77","8","267","7.54","8","5","6","10","10"
"2009","Other degree","vocational + Abi","7.97","8","92","7.58","8.36","5","7","10","10"
"2009","secondary school degree","general elemantary","7.67","8","430","7.48","7.86","5","7","9","10"
"2009","secondary school degree","higher education","7.45","8","585","7.29","7.61","3","7","9","10"
"2009","secondary school degree","higher vocational","7.6","8","601","7.45","7.75","5","7","9","10"
"2009","secondary school degree","in school","","","","","","","","",""
"2009","secondary school degree","inadequately","","","","","","","","",""
"2009","secondary school degree","middle vocational","7.59","8","3760","7.53","7.65","5","7","9","10"
"2009","secondary school degree","vocational + Abi","","","","","","","","",""
"2010","college entrance qualification","general elemantary","","","","","","","","",""
"2010","college entrance qualification","higher education","7.67","8","4144","7.62","7.72","5","7","9","10"
"2010","college entrance qualification","higher vocational","7.35","8","413","7.16","7.54","4","6","9","10"
"2010","college entrance qualification","in school","","","","","","","","",""
"2010","college entrance qualification","inadequately","","","","","","","","",""
"2010","college entrance qualification","middle vocational","7.53","8","769","7.4","7.66","5","6","9","10"
"2010","college entrance qualification","vocational + Abi","7.76","8","1452","7.66","7.86","5","7","9","10"
"2010","lower secondary degree","general elemantary","7.62","8","1454","7.51","7.73","4","7","9","10"
"2010","lower secondary degree","higher education","7.72","8","151","7.39","8.05","5","7","10","10"
"2010","lower secondary degree","higher vocational","7.96","8","395","7.77","8.15","5","7","10","10"
"2010","lower secondary degree","in school","","","","","","","","",""
"2010","lower secondary degree","inadequately","","","","","","","","",""
"2010","lower secondary degree","middle vocational","7.71","8","4818","7.65","7.77","5","7","9","10"
"2010","lower secondary degree","vocational + Abi","","","","","","","","",""
"2010","no degree/no degree yet","general elemantary","","","","","","","","",""
"2010","no degree/no degree yet","higher education","","","","","","","","",""
"2010","no degree/no degree yet","higher vocational","","","","","","","","",""
"2010","no degree/no degree yet","in school","8.05","8","413","7.88","8.22","6","7","9","10"
"2010","no degree/no degree yet","inadequately","7.3","8","289","7.05","7.55","3","6","9","10"
"2010","no degree/no degree yet","middle vocational","8.41","9","66","7.97","8.85","7","7","10","10"
"2010","no degree/no degree yet","vocational + Abi","","","","","","","","",""
"2010","Other degree","general elemantary","7.97","9","373","7.76","8.18","5","7","10","10"
"2010","Other degree","higher education","8.01","9","366","7.82","8.2","5","7","9","10"
"2010","Other degree","higher vocational","7.3","8","43","6.54","8.06","3","6","9","10"
"2010","Other degree","in school","","","","","","","","",""
"2010","Other degree","inadequately","6.69","8","56","5.91","7.47","0","5","10","10"
"2010","Other degree","middle vocational","8.15","8","526","8","8.3","5","7","10","10"
"2010","Other degree","vocational + Abi","8","9","219","7.71","8.29","5","7","10","10"
"2010","secondary school degree","general elemantary","7.74","8","624","7.59","7.89","5","7","9","10"
"2010","secondary school degree","higher education","7.59","8","643","7.43","7.75","5","7","9","10"
"2010","secondary school degree","higher vocational","7.45","8","741","7.3","7.6","4","6","9","10"
"2010","secondary school degree","in school","","","","","","","","",""
"2010","secondary school degree","inadequately","","","","","","","","",""
"2010","secondary school degree","middle vocational","7.67","8","5393","7.62","7.72","5","7","9","10"
"2010","secondary school degree","vocational + Abi","","","","","","","","",""
"2011","college entrance qualification","general elemantary","","","","","","","","",""
"2011","college entrance qualification","higher education","7.74","8","4452","7.69","7.79","5","7","9","10"
"2011","college entrance qualification","higher vocational","7.55","8","442","7.39","7.71","5","7","9","10"
"2011","college entrance qualification","in school","","","","","","","","",""
"2011","college entrance qualification","inadequately","","","","","","","","",""
"2011","college entrance qualification","middle vocational","7.67","8","822","7.54","7.8","5","7","9","10"
"2011","college entrance qualification","vocational + Abi","7.8","8","1586","7.71","7.89","5","7","9","10"
"2011","lower secondary degree","general elemantary","7.55","8","1528","7.45","7.65","5","6","9","10"
"2011","lower secondary degree","higher education","8.11","8","146","7.81","8.41","5","8","9","10"
"2011","lower secondary degree","higher vocational","8.02","8","409","7.83","8.21","5","7","9","10"
"2011","lower secondary degree","in school","","","","","","","","",""
"2011","lower secondary degree","inadequately","","","","","","","","",""
"2011","lower secondary degree","middle vocational","7.83","8","5107","7.78","7.88","5","7","9","10"
"2011","lower secondary degree","vocational + Abi","","","","","","","","",""
"2011","no degree/no degree yet","general elemantary","","","","","","","","",""
"2011","no degree/no degree yet","higher education","","","","","","","","",""
"2011","no degree/no degree yet","higher vocational","","","","","","","","",""
"2011","no degree/no degree yet","in school","8.18","8.32","428","8.02","8.34","6","7","10","10"
"2011","no degree/no degree yet","inadequately","7.38","8","291","7.13","7.63","4","6","9","10"
"2011","no degree/no degree yet","middle vocational","7.52","8","74","7.06","7.98","5","5","9","10"
"2011","no degree/no degree yet","vocational + Abi","","","","","","","","",""
"2011","Other degree","general elemantary","7.92","8","361","7.72","8.12","5","7","9","10"
"2011","Other degree","higher education","7.97","9","383","7.78","8.16","5","7","10","10"
"2011","Other degree","higher vocational","7.44","8","48","6.83","8.05","5","6","9","10"
"2011","Other degree","in school","","","","","","","","",""
"2011","Other degree","inadequately","7.16","8","58","6.42","7.9","4","5","9","10"
"2011","Other degree","middle vocational","7.96","8","567","7.81","8.11","5","7","10","10"
"2011","Other degree","vocational + Abi","8.22","9","216","7.97","8.47","6","8","10","10"
"2011","secondary school degree","general elemantary","7.87","8","679","7.73","8.01","5","7","9","10"
"2011","secondary school degree","higher education","7.62","8","689","7.47","7.77","5","7","9","10"
"2011","secondary school degree","higher vocational","7.68","8","770","7.55","7.81","5","7","9","10"
"2011","secondary school degree","in school","","","","","","","","",""
"2011","secondary school degree","inadequately","","","","","","","","",""
"2011","secondary school degree","middle vocational","7.72","8","5766","7.67","7.77","5","7","9","10"
"2011","secondary school degree","vocational + Abi","","","","","","","","",""
"2012","college entrance qualification","general elemantary","","","","","","","","",""
"2012","college entrance qualification","higher education","7.88","8","4569","7.83","7.93","5","7","9","10"
"2012","college entrance qualification","higher vocational","7.72","8","453","7.56","7.88","5","7","9","10"
"2012","college entrance qualification","in school","","","","","","","","",""
"2012","college entrance qualification","inadequately","","","","","","","","",""
"2012","college entrance qualification","middle vocational","7.87","8","858","7.75","7.99","5","7","9","10"
"2012","college entrance qualification","vocational + Abi","7.77","8","1584","7.68","7.86","5","7","9","10"
"2012","lower secondary degree","general elemantary","7.81","8","1628","7.71","7.91","5","7","9","10"
"2012","lower secondary degree","higher education","7.94","8","158","7.64","8.24","6","8","9","10"
"2012","lower secondary degree","higher vocational","8.06","8","414","7.88","8.24","6","7","9","10"
"2012","lower secondary degree","in school","","","","","","","","",""
"2012","lower secondary degree","inadequately","","","","","","","","",""
"2012","lower secondary degree","middle vocational","7.83","8","5182","7.78","7.88","5","7","9","10"
"2012","lower secondary degree","vocational + Abi","","","","","","","","",""
"2012","no degree/no degree yet","general elemantary","","","","","","","","",""
"2012","no degree/no degree yet","higher education","","","","","","","","",""
"2012","no degree/no degree yet","higher vocational","","","","","","","","",""
"2012","no degree/no degree yet","in school","8.01","8","448","7.86","8.16","5","7","9","10"
"2012","no degree/no degree yet","inadequately","7.57","8","298","7.31","7.83","4","6","10","10"
"2012","no degree/no degree yet","middle vocational","7.57","8","85","7.05","8.09","4","7","9","10"
"2012","no degree/no degree yet","vocational + Abi","","","","","","","","",""
"2012","Other degree","general elemantary","8.28","9","379","8.11","8.45","6","8","10","10"
"2012","Other degree","higher education","8.09","9","403","7.9","8.28","5","7","10","10"
"2012","Other degree","higher vocational","7.27","8","44","6.69","7.85","5","6","9","9"
"2012","Other degree","in school","","","","","","","","",""
"2012","Other degree","inadequately","7.94","8","65","7.36","8.52","3","7","10","10"
"2012","Other degree","middle vocational","8.03","8","604","7.88","8.18","5","7","10","10"
"2012","Other degree","vocational + Abi","8.43","9","255","8.2","8.66","7","8","10","10"
"2012","secondary school degree","general elemantary","7.83","8","719","7.68","7.98","5","7","9","10"
"2012","secondary school degree","higher education","7.69","8","674","7.54","7.84","5","7","9","10"
"2012","secondary school degree","higher vocational","7.77","8","787","7.65","7.89","5","7","9","10"
"2012","secondary school degree","in school","","","","","","","","",""
"2012","secondary school degree","inadequately","","","","","","","","",""
"2012","secondary school degree","middle vocational","7.8","8","5881","7.75","7.85","5","7","9","10"
"2012","secondary school degree","vocational + Abi","","","","","","","","",""
"2013","college entrance qualification","general elemantary","","","","","","","","",""
"2013","college entrance qualification","higher education","7.92","8","4503","7.87","7.97","5","7","9","10"
"2013","college entrance qualification","higher vocational","7.66","8","450","7.49","7.83","5","7","9","10"
"2013","college entrance qualification","in school","","","","","","","","",""
"2013","college entrance qualification","inadequately","","","","","","","","",""
"2013","college entrance qualification","middle vocational","7.81","8","868","7.7","7.92","5","7","9","10"
"2013","college entrance qualification","vocational + Abi","7.74","8","1517","7.65","7.83","5","7","9","10"
"2013","lower secondary degree","general elemantary","7.68","8","1530","7.58","7.78","5","7","9","10"
"2013","lower secondary degree","higher education","8","8","159","7.71","8.29","5","8","9","10"
"2013","lower secondary degree","higher vocational","8.08","8","395","7.89","8.27","5","8","9","10"
"2013","lower secondary degree","in school","","","","","","","","",""
"2013","lower secondary degree","inadequately","","","","","","","","",""
"2013","lower secondary degree","middle vocational","7.83","8","4953","7.78","7.88","5","7","9","10"
"2013","lower secondary degree","vocational + Abi","","","","","","","","",""
"2013","no degree/no degree yet","general elemantary","","","","","","","","",""
"2013","no degree/no degree yet","higher education","","","","","","","","",""
"2013","no degree/no degree yet","higher vocational","","","","","","","","",""
"2013","no degree/no degree yet","in school","7.87","8","441","7.7","8.04","5","7","9","10"
"2013","no degree/no degree yet","inadequately","7.03","8","270","6.74","7.32","3","5","9","10"
"2013","no degree/no degree yet","middle vocational","7.57","8","86","7.06","8.08","5","7","9","10"
"2013","no degree/no degree yet","vocational + Abi","","","","","","","","",""
"2013","Other degree","general elemantary","8.14","8","330","7.94","8.34","5","7","10","10"
"2013","Other degree","higher education","8.01","8","385","7.82","8.2","5","7","9","10"
"2013","Other degree","higher vocational","7.82","8","44","7.28","8.36","5","6","9","10"
"2013","Other degree","in school","","","","","","","","",""
"2013","Other degree","inadequately","8.21","8","56","7.61","8.81","6","8","10","10"
"2013","Other degree","middle vocational","7.8","8","558","7.64","7.96","5","7","10","10"
"2013","Other degree","vocational + Abi","8.28","9","225","8.03","8.53","6","8","10","10"
"2013","secondary school degree","general elemantary","7.77","8","714","7.62","7.92","5","7","9","10"
"2013","secondary school degree","higher education","7.65","8","662","7.5","7.8","5","7","9","10"
"2013","secondary school degree","higher vocational","7.88","8","747","7.75","8.01","5","7","9","10"
"2013","secondary school degree","in school","","","","","","","","",""
"2013","secondary school degree","inadequately","","","","","","","","",""
"2013","secondary school degree","middle vocational","7.82","8","5681","7.77","7.87","5","7","9","10"
"2013","secondary school degree","vocational + Abi","","","","","","","","",""
"2014","college entrance qualification","general elemantary","","","","","","","","",""
"2014","college entrance qualification","higher education","7.84","8","4394","7.79","7.89","5","7","9","10"
"2014","college entrance qualification","higher vocational","7.29","8","438","7.12","7.46","4","6","9","10"
"2014","college entrance qualification","in school","","","","","","","","",""
"2014","college entrance qualification","inadequately","","","","","","","","",""
"2014","college entrance qualification","middle vocational","7.92","8","1031","7.81","8.03","5","7","9","10"
"2014","college entrance qualification","vocational + Abi","7.89","8","1516","7.8","7.98","5","7","9","10"
"2014","lower secondary degree","general elemantary","7.8","8","1606","7.7","7.9","5","7","9","10"
"2014","lower secondary degree","higher education","8.06","8","149","7.8","8.32","6","8","9","10"
"2014","lower secondary degree","higher vocational","8.05","8","370","7.86","8.24","5","7","9","10"
"2014","lower secondary degree","in school","","","","","","","","",""
"2014","lower secondary degree","inadequately","","","","","","","","",""
"2014","lower secondary degree","middle vocational","7.81","8","4696","7.76","7.86","5","7","9","10"
"2014","lower secondary degree","vocational + Abi","","","","","","","","",""
"2014","no degree/no degree yet","general elemantary","","","","","","","","",""
"2014","no degree/no degree yet","higher education","","","","","","","","",""
"2014","no degree/no degree yet","higher vocational","","","","","","","","",""
"2014","no degree/no degree yet","in school","8.12","8","448","7.95","8.29","6","7","9","10"
"2014","no degree/no degree yet","inadequately","7.35","8","439","7.14","7.56","4","5","9","10"
"2014","no degree/no degree yet","middle vocational","7.62","8","105","7.24","8","5","6","9","10"
"2014","no degree/no degree yet","vocational + Abi","","","","","","","","",""
"2014","Other degree","general elemantary","8.25","9","676","8.11","8.39","6","7","10","10"
"2014","Other degree","higher education","8.03","8","888","7.9","8.16","5","7","10","10"
"2014","Other degree","higher vocational","6.69","7","53","6.13","7.25","1","6","9","10"
"2014","Other degree","in school","","","","","","","","",""
"2014","Other degree","inadequately","7.97","9","65","7.39","8.55","5","7","10","10"
"2014","Other degree","middle vocational","8.05","8","1093","7.95","8.15","5","7","10","10"
"2014","Other degree","vocational + Abi","8.13","8","501","7.98","8.28","6","7","10","10"
"2014","secondary school degree","general elemantary","8","8","807","7.87","8.13","5","7","9","10"
"2014","secondary school degree","higher education","7.75","8","648","7.6","7.9","5","7","9","10"
"2014","secondary school degree","higher vocational","7.8","8","688","7.67","7.93","5","7","9","10"
"2014","secondary school degree","in school","","","","","","","","",""
"2014","secondary school degree","inadequately","","","","","","","","",""
"2014","secondary school degree","middle vocational","7.8","8","5333","7.75","7.85","5","7","9","10"
"2014","secondary school degree","vocational + Abi","","","","","","","","",""
"2015","college entrance qualification","general elemantary","","","","","","","","",""
"2015","college entrance qualification","higher education","7.8","8","4225","7.75","7.85","5","7","9","10"
"2015","college entrance qualification","higher vocational","7.7","8","417","7.53","7.87","5","7","9","10"
"2015","college entrance qualification","in school","","","","","","","","",""
"2015","college entrance qualification","inadequately","","","","","","","","",""
"2015","college entrance qualification","middle vocational","7.9","8","1005","7.79","8.01","6","7","9","10"
"2015","college entrance qualification","vocational + Abi","7.79","8","1405","7.69","7.89","5","7","9","10"
"2015","lower secondary degree","general elemantary","7.57","8","1438","7.46","7.68","4","6","9","10"
"2015","lower secondary degree","higher education","7.96","8","133","7.66","8.26","5","7","9","10"
"2015","lower secondary degree","higher vocational","7.87","8","343","7.67","8.07","5","7","9","10"
"2015","lower secondary degree","in school","","","","","","","","",""
"2015","lower secondary degree","inadequately","","","","","","","","",""
"2015","lower secondary degree","middle vocational","7.8","8","4337","7.74","7.86","5","7","9","10"
"2015","lower secondary degree","vocational + Abi","","","","","","","","",""
"2015","no degree/no degree yet","general elemantary","","","","","","","","",""
"2015","no degree/no degree yet","higher education","","","","","","","","",""
"2015","no degree/no degree yet","higher vocational","","","","","","","","",""
"2015","no degree/no degree yet","in school","7.99","8","345","7.81","8.17","6","7","9","10"
"2015","no degree/no degree yet","inadequately","6.95","8","353","6.7","7.2","3","5","9","10"
"2015","no degree/no degree yet","middle vocational","7.82","8","109","7.41","8.23","5","7","10","10"
"2015","no degree/no degree yet","vocational + Abi","","","","","","","","",""
"2015","Other degree","general elemantary","8.2","9","486","8.03","8.37","6","8","10","10"
"2015","Other degree","higher education","8.24","9","757","8.11","8.37","6","7","10","10"
"2015","Other degree","higher vocational","7.23","7","45","6.58","7.88","5","7","9","10"
"2015","Other degree","in school","","","","","","","","",""
"2015","Other degree","inadequately","7.93","8","59","7.34","8.52","6","8","10","10"
"2015","Other degree","middle vocational","7.91","8","898","7.79","8.03","5","7","10","10"
"2015","Other degree","vocational + Abi","8.15","8","514","7.99","8.31","7","7","10","10"
"2015","secondary school degree","general elemantary","8","8","733","7.87","8.13","5","7","9","10"
"2015","secondary school degree","higher education","7.74","8","614","7.6","7.88","5","7","9","10"
"2015","secondary school degree","higher vocational","7.71","8","671","7.58","7.84","5","7","9","10"
"2015","secondary school degree","in school","","","","","","","","",""
"2015","secondary school degree","inadequately","","","","","","","","",""
"2015","secondary school degree","middle vocational","7.78","8","5041","7.73","7.83","5","7","9","10"
"2015","secondary school degree","vocational + Abi","","","","","","","","",""
"2016","college entrance qualification","general elemantary","","","","","","","","",""
"2016","college entrance qualification","higher education","7.79","8","4030","7.74","7.84","5","7","9","10"
"2016","college entrance qualification","higher vocational","7.66","8","391","7.48","7.84","5","7","9","10"
"2016","college entrance qualification","in school","","","","","","","","",""
"2016","college entrance qualification","inadequately","","","","","","","","",""
"2016","college entrance qualification","middle vocational","8.06","8","936","7.95","8.17","6","7","9","10"
"2016","college entrance qualification","vocational + Abi","7.74","8","1371","7.65","7.83","5","7","9","10"
"2016","lower secondary degree","general elemantary","7.83","8","1343","7.73","7.93","5","7","10","10"
"2016","lower secondary degree","higher education","7.78","8","123","7.46","8.1","6","7","9","10"
"2016","lower secondary degree","higher vocational","7.92","8","312","7.72","8.12","5","7","9","10"
"2016","lower secondary degree","in school","","","","","","","","",""
"2016","lower secondary degree","inadequately","","","","","","","","",""
"2016","lower secondary degree","middle vocational","7.88","8","4000","7.82","7.94","5","7","9","10"
"2016","lower secondary degree","vocational + Abi","","","","","","","","",""
"2016","no degree/no degree yet","general elemantary","","","","","","","","",""
"2016","no degree/no degree yet","higher education","","","","","","","","",""
"2016","no degree/no degree yet","higher vocational","","","","","","","","",""
"2016","no degree/no degree yet","in school","8.08","8","331","7.88","8.28","6","7","9","10"
"2016","no degree/no degree yet","inadequately","7.62","8","347","7.41","7.83","5","6","9","10"
"2016","no degree/no degree yet","middle vocational","7.71","8","117","7.32","8.1","5","7","9","10"
"2016","no degree/no degree yet","vocational + Abi","","","","","","","","",""
"2016","Other degree","general elemantary","8.2","9","514","8.04","8.36","6","7","10","10"
"2016","Other degree","higher education","8.15","9","1002","8.04","8.26","6","7","10","10"
"2016","Other degree","higher vocational","6.98","7","41","6.33","7.63","5","6","9","9"
"2016","Other degree","in school","","","","","","","","",""
"2016","Other degree","inadequately","8","8","48","7.4","8.6","5","6","10","10"
"2016","Other degree","middle vocational","8.08","8","990","7.97","8.19","5","7","10","10"
"2016","Other degree","vocational + Abi","8.12","8","618","7.98","8.26","6","8","10","10"
"2016","secondary school degree","general elemantary","7.96","8","683","7.82","8.1","5","7","9","10"
"2016","secondary school degree","higher education","7.49","8","584","7.34","7.64","4","7","9","10"
"2016","secondary school degree","higher vocational","7.82","8","615","7.68","7.96","5","7","9","10"
"2016","secondary school degree","in school","","","","","","","","",""
"2016","secondary school degree","inadequately","","","","","","","","",""
