"year","education","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"1992","college entrance qualification","6.84","7","1736","4","5","8","9","6.74","6.94","7","7"
"1992","lower secondary degree","6.29","7","5835","3","5","8","9","6.23","6.35","6","6"
"1992","no degree/no degree yet","6.3","6","820","3","5","8","9","6.14","6.46","6","7"
"1992","Other degree","6","6","1011","3","4","8","9","5.86","6.14","6","7"
"1992","secondary school degree","6.22","7","3581","3","5","8","9","6.14","6.3","6","6"
"1993","college entrance qualification","6.7","7","1734","3","5","8","9","6.6","6.8","7","7"
"1993","lower secondary degree","6.28","7","5586","3","5","8","9","6.22","6.34","6","7"
"1993","no degree/no degree yet","6","6","770","3","5","8","9","5.83","6.17","6","6"
"1993","Other degree","5.92","6","972","3","4","8","9","5.78","6.06","6","6"
"1993","secondary school degree","6.27","7","3493","3","5","8","9","6.19","6.35","6","6"
"1994","college entrance qualification","6.49","7","1798","3","5","8","9","6.38","6.6","7","7"
"1994","lower secondary degree","6.21","7","5416","3","5","8","9","6.15","6.27","6","6"
"1994","no degree/no degree yet","5.92","6","752","2","4","8","9","5.75","6.09","5","6"
"1994","Other degree","5.65","6","895","3","4","7","8","5.5","5.8","6","6"
"1994","secondary school degree","6.21","7","3451","3","5","8","9","6.13","6.29","6","6"
"1995","college entrance qualification","6.53","7","1890","3","5","8","9","6.43","6.63","7","7"
"1995","lower secondary degree","6.31","7","5352","3","5","8","9","6.25","6.37","6","7"
"1995","no degree/no degree yet","5.99","6","770","3","5","8","9","5.83","6.15","6","6"
"1995","Other degree","5.61","6","1164","2","4","7","9","5.48","5.74","6","6"
"1995","secondary school degree","6.24","7","3514","3","5","8","9","6.16","6.32","6","6"
"1996","college entrance qualification","6.69","7","1895","4","5","8","9","6.59","6.79","7","7"
"1996","lower secondary degree","6.34","7","5218","3","5","8","9","6.28","6.4","6","7"
"1996","no degree/no degree yet","6.01","6","752","3","5","8","9","5.85","6.17","6","6"
"1996","Other degree","5.7","6","1089","2","4","8","9","5.56","5.84","6","6"
"1996","secondary school degree","6.26","7","3526","3","5","8","9","6.18","6.34","6","6"
"1997","college entrance qualification","6.53","7","1903","4","5","8","9","6.44","6.62","7","7"
"1997","lower secondary degree","6.04","6","5089","3","5","8","9","5.98","6.1","6","6"
"1997","no degree/no degree yet","5.83","6","746","3","4","8","9","5.66","6","6","6"
"1997","Other degree","5.57","6","1014","2","4","7","8","5.43","5.71","5","6"
"1997","secondary school degree","6.13","7","3476","3","5","8","9","6.06","6.2","6","6"
"1998","college entrance qualification","6.59","7","2176","3","5","8","9","6.5","6.68","7","7"
"1998","lower secondary degree","6.2","7","5535","3","5","8","9","6.14","6.26","6","7"
"1998","no degree/no degree yet","5.82","6","724","2","4","8","9","5.65","5.99","6","6"
"1998","Other degree","5.85","6","983","2","4","8","9","5.71","5.99","6","6"
"1998","secondary school degree","6.16","7","3821","3","5","8","9","6.09","6.23","6","6"
"1999","college entrance qualification","6.6","7","2203","3","5","8","9","6.51","6.69","7","7"
"1999","lower secondary degree","6.27","7","5436","3","5","8","9","6.21","6.33","6","7"
"1999","no degree/no degree yet","6.02","6","694","3","5","8","9","5.85","6.19","6","6"
"1999","Other degree","5.75","6","920","2","4","8","9","5.6","5.9","6","6"
"1999","secondary school degree","6.28","7","3794","3","5","8","9","6.21","6.35","6","7"
"2000","college entrance qualification","6.84","7","4664","4","5","8","10","6.78","6.9","7","7"
"2000","lower secondary degree","6.42","7","9837","3","5","8","9","6.37","6.47","7","7"
"2000","no degree/no degree yet","5.83","6","812","2","5","8","9","5.66","6","6","6"
"2000","Other degree","5.99","6","1524","3","5","8","9","5.87","6.11","6","6"
"2000","secondary school degree","6.46","7","6876","3","5","8","9","6.41","6.51","7","7"
"2001","college entrance qualification","6.93","7","4396","4","5","8","10","6.87","6.99","7","7"
"2001","lower secondary degree","6.49","7","8662","3","5","8","9","6.44","6.54","7","7"
"2001","no degree/no degree yet","6.16","6","810","3","5","8","9","6","6.32","6","7"
"2001","Other degree","6","6","1364","3","5","8","9","5.88","6.12","6","6"
"2001","secondary school degree","6.51","7","6352","3","5","8","9","6.45","6.57","7","7"
"2002","college entrance qualification","6.75","7","5537","4","5","8","9","6.69","6.81","8","8"
"2002","lower secondary degree","6.21","7","8262","3","5","8","9","6.16","6.26","7","7"
"2002","no degree/no degree yet","5.97","6","789","3","4","8","9","5.81","6.13","6","7"
"2002","Other degree","5.81","6","1316","3","4","7","9","5.69","5.93","6","6"
"2002","secondary school degree","6.23","7","6631","3","5","8","9","6.18","6.28","7","7"
"2003","college entrance qualification","6.61","7","5386","3","5","8","9","6.55","6.67","7","7"
"2003","lower secondary degree","6.18","7","7868","3","5","8","9","6.13","6.23","7","7"
"2003","no degree/no degree yet","5.84","6","777","2","5","8","9","5.67","6.01","6","7"
"2003","Other degree","5.56","6","1240","2","4","7","8","5.43","5.69","6","6"
"2003","secondary school degree","6.08","6","6397","3","5","8","9","6.02","6.14","7","7"
"2004","college entrance qualification","6.56","7","5307","3","5","8","9","6.5","6.62","7","7"
"2004","lower secondary degree","5.92","6","7466","3","5","8","9","5.87","5.97","6","6"
"2004","no degree/no degree yet","5.8","6","780","2","4","8","9","5.63","5.97","6","7"
"2004","Other degree","5.66","6","1188","3","4","7","8","5.53","5.79","6","6"
"2004","secondary school degree","5.91","6","6196","2","5","8","9","5.85","5.97","6","7"
"2005","college entrance qualification","6.56","7","5144","3","5","8","9","6.5","6.62","7","7"
"2005","lower secondary degree","5.96","6","7026","3","5","8","9","5.91","6.01","6","6"
"2005","no degree/no degree yet","5.95","6","799","3","4","8","9","5.78","6.12","6","7"
"2005","Other degree","5.4","5","1122","2","4","7","8","5.26","5.54","6","6"
"2005","secondary school degree","5.95","6","5958","3","5","8","9","5.89","6.01","6","7"
"2006","college entrance qualification","6.56","7","5567","3","5","8","9","6.5","6.62","7","7"
"2006","lower secondary degree","5.93","6","7523","3","5","8","9","5.88","5.98","6","6"
"2006","no degree/no degree yet","5.71","6","597","2","4","8","9","5.51","5.91","6","7"
"2006","Other degree","5.53","5","1193","2","4","7","8","5.4","5.66","6","6"
"2006","secondary school degree","5.9","6","6390","2","5","8","9","5.84","5.96","6","7"
"2007","college entrance qualification","6.65","7","5381","3","5","8","9","6.59","6.71","7","7"
"2007","lower secondary degree","5.9","6","6879","3","5","8","9","5.85","5.95","6","6"
"2007","no degree/no degree yet","5.55","6","517","2","4","7","9","5.33","5.77","6","7"
"2007","Other degree","5.26","5","1069","2","4","7","8","5.12","5.4","6","6"
"2007","secondary school degree","6.02","6","6000","3","5","8","9","5.96","6.08","6","7"
"2008","college entrance qualification","6.66","7","5084","3","5","8","9","6.6","6.72","7","7"
"2008","lower secondary degree","5.93","6","6410","3","5","8","8","5.87","5.99","6","6"
"2008","no degree/no degree yet","5.78","6","493","2","4","8","9","5.56","6","6","7"
"2008","Other degree","5.41","6","944","2","4","7","8","5.26","5.56","6","6"
"2008","secondary school degree","6.04","7","5711","3","5","8","9","5.98","6.1","7","7"
"2009","college entrance qualification","6.72","7","4855","3","5","8","9","6.66","6.78","7","8"
"2009","lower secondary degree","5.97","6","5892","3","5","8","9","5.91","6.03","6","7"
"2009","no degree/no degree yet","5.74","6","445","2","4","8","9","5.51","5.97","6","7"
"2009","Other degree","5.64","6","801","3","4","7","8","5.48","5.8","6","6"
"2009","secondary school degree","6.08","7","5362","3","5","8","9","6.02","6.14","7","7"
"2010","college entrance qualification","6.81","7","6757","4","5","8","9","6.76","6.86","7","8"
"2010","lower secondary degree","6.07","7","6806","3","5","8","9","6.01","6.13","6","6"
"2010","no degree/no degree yet","5.97","6","726","3","4","8","9","5.78","6.16","6","7"
"2010","Other degree","5.64","6","1581","2","4","7","9","5.52","5.76","6","6"
"2010","secondary school degree","6.21","7","7389","3","5","8","9","6.16","6.26","7","7"
"2011","college entrance qualification","6.99","7","7312","4","6","8","9","6.94","7.04","8","8"
"2011","lower secondary degree","6.17","7","7215","3","5","8","9","6.12","6.22","6","7"
"2011","no degree/no degree yet","6.29","7","758","3","5","8","9","6.11","6.47","6","7"
"2011","Other degree","6.12","6","1634","3","5","8","9","6.01","6.23","6","6"
"2011","secondary school degree","6.32","7","7907","3","5","8","9","6.27","6.37","7","7"
"2012","college entrance qualification","7.07","7","7483","4","6","9","9","7.02","7.12","8","8"
"2012","lower secondary degree","6.27","7","7448","3","5","8","9","6.22","6.32","7","7"
"2012","no degree/no degree yet","6.19","7","790","2","5","8","9","6.01","6.37","6","7"
"2012","Other degree","6.35","7","1755","3","5","8","9","6.24","6.46","6","7"
"2012","secondary school degree","6.43","7","8090","3","5","8","9","6.38","6.48","7","7"
"2013","college entrance qualification","7.18","8","8040","4","6","9","10","7.13","7.23","8","8"
"2013","lower secondary degree","6.38","7","7722","3","5","8","9","6.33","6.43","7","7"
"2013","no degree/no degree yet","6.18","7","1252","2","5","8","10","6.04","6.32","6","7"
"2013","Other degree","6.24","7","4132","3","5","8","9","6.17","6.31","6","7"
"2013","secondary school degree","6.58","7","8448","3","5","8","9","6.53","6.63","7","7"
"2014","college entrance qualification","7.16","8","7388","4","6","9","10","7.11","7.21","8","8"
"2014","lower secondary degree","6.41","7","6841","3","5","8","9","6.36","6.46","7","7"
"2014","no degree/no degree yet","5.87","6","916","2","4","8","9","5.7","6.04","6","7"
"2014","Other degree","6.24","7","3285","3","5","8","9","6.16","6.32","6","7"
"2014","secondary school degree","6.58","7","7498","3","5","8","9","6.53","6.63","7","7"
"2015","college entrance qualification","7.31","8","7030","5","6","9","10","7.26","7.36","8","8"
"2015","lower secondary degree","6.51","7","6278","3","5","8","9","6.45","6.57","7","7"
"2015","no degree/no degree yet","5.8","6","759","2","4","8","9","5.62","5.98","6","7"
"2015","Other degree","6.43","7","2772","3","5","8","9","6.35","6.51","7","7"
"2015","secondary school degree","6.71","7","7069","4","5","8","9","6.66","6.76","7","7"
"2016","college entrance qualification","7.33","8","6732","5","6","9","10","7.28","7.38","8","8"
"2016","lower secondary degree","6.62","7","5790","3","5","8","9","6.56","6.68","7","7"
"2016","no degree/no degree yet","6.15","7","759","2","5","8","9","5.97","6.33","6","7"
"2016","Other degree","6.49","7","3232","3","5","8","9","6.41","6.57","7","7"
"2016","secondary school degree","6.77","7","6568","4","5","8","9","6.72","6.82","7","7"
"2017","college entrance qualification","7.34","8","7844","5","6","9","10","7.3","7.38","8","8"
"2017","lower secondary degree","6.6","7","6025","3","5","8","9","6.54","6.66","7","7"
"2017","no degree/no degree yet","6.32","7","844","3","5","8","10","6.15","6.49","7","7"
"2017","Other degree","6.5","7","3078","3","5","8","9","6.42","6.58","7","7"
"2017","secondary school degree","6.81","7","7525","4","5","8","9","6.76","6.86","7","7"
"2018","college entrance qualification","7.36","8","7571","5","6","9","10","7.32","7.4","8","8"
"2018","lower secondary degree","6.6","7","5681","3","5","8","9","6.54","6.66","7","7"
"2018","no degree/no degree yet","6.21","6","837","3","5","8","9","6.03","6.39","6","7"
"2018","Other degree","6.41","7","2916","3","5","8","9","6.33","6.49","7","7"
"2018","secondary school degree","6.81","7","7206","4","6","8","9","6.76","6.86","7","7"
"2019","college entrance qualification","7.57","8","8481","5","7","9","10","7.53","7.61","8","8"
"2019","lower secondary degree","6.76","7","5284","4","5","8","9","6.7","6.82","7","7"
"2019","no degree/no degree yet","6.14","6","735","3","5","8","9","5.96","6.32","7","7"
"2019","Other degree","6.72","7","2553","4","5","8","9","6.63","6.81","7","7"
"2019","secondary school degree","7.02","7","7390","4","6","8","9","6.97","7.07","7","8"
