"plh0034","year","e11102","migback","n","percent","lower_confidence","upper_confidence"
"Some worries","2011","Employed","indirect migration background","301","0.535482691963995","0.49450328897182","0.57646209495617"
"No worries","2011","Not Employed","no migration background","1200","0.172973731301409","0.164027380563106","0.181920082039712"
"No worries","2011","Not Employed","direct migration background","173","0.219099504203854","0.190631553140544","0.247567455267164"
"No worries","2011","Not Employed","indirect migration background","52","0.242736424292875","0.186211112947077","0.299261735638673"
"No worries","2011","Employed","no migration background","1721","0.157426621662817","0.150586290850653","0.164266952474981"
"No worries","2011","Employed","direct migration background","246","0.203518948293509","0.180208751970213","0.226829144616804"
"No worries","2011","Employed","indirect migration background","133","0.235005147487438","0.20016661107201","0.269843683902867"
"Big worries","2012","Not Employed","no migration background","2937","0.418468495249083","0.406926248341796","0.43001074215637"
"Big worries","2012","Not Employed","direct migration background","235","0.289936078595481","0.257846254633273","0.322025902557689"
"Big worries","2012","Not Employed","indirect migration background","49","0.252557353170564","0.190778443936246","0.314336262404883"
"Big worries","2012","Employed","no migration background","4070","0.377511525528299","0.368316903144522","0.386706147912077"
"Big worries","2012","Employed","direct migration background","343","0.294455817421257","0.268054990814704","0.320856644027811"
"Big worries","2012","Employed","indirect migration background","173","0.275344228180101","0.239750435206026","0.310938021154177"
"Some worries","2012","Not Employed","no migration background","3080","0.439403549112221","0.42779095344204","0.451016144782402"
"Some worries","2012","Not Employed","direct migration background","361","0.49903639445893","0.463674405938966","0.534398382978894"
"Some worries","2012","Not Employed","indirect migration background","87","0.47054287955005","0.39957100272352","0.541514756376579"
"Some worries","2012","Employed","no migration background","5252","0.496308447673617","0.486825108138496","0.505791787208738"
"Some worries","2012","Employed","direct migration background","623","0.548778077028201","0.519955101004866","0.577601053051536"
"Some worries","2012","Employed","indirect migration background","311","0.509433629701234","0.469598788005691","0.549268471396776"
"No worries","2012","Not Employed","no migration background","1000","0.142127955638696","0.133957931020376","0.150297980257016"
"No worries","2012","Not Employed","direct migration background","172","0.211027526945589","0.182169411844583","0.239885642046595"
"No worries","2012","Not Employed","indirect migration background","54","0.276899767279386","0.213274175229439","0.340525359329333"
"No worries","2012","Employed","no migration background","1356","0.126180026798084","0.119881928653371","0.132478124942796"
"No worries","2012","Employed","direct migration background","179","0.156766105550542","0.135706731427298","0.177825479673785"
"No worries","2012","Employed","indirect migration background","121","0.215222142118665","0.182473956066209","0.247970328171121"
"Big worries","2013","Not Employed","no migration background","2230","0.347086326017773","0.335475965512824","0.358696686522723"
"Big worries","2013","Not Employed","direct migration background","192","0.261811006230377","0.228547765129803","0.295074247330952"
"Big worries","2013","Not Employed","indirect migration background","32","0.212889952273669","0.149658892108696","0.276121012438642"
"Big worries","2013","Employed","no migration background","3048","0.307258080809298","0.298208854543125","0.316307307075471"
"Big worries","2013","Employed","direct migration background","238","0.262322887856337","0.235017285674356","0.289628490038318"
"Big worries","2013","Employed","indirect migration background","126","0.203934286943095","0.170291506953739","0.237577066932452"
"Some worries","2013","Not Employed","no migration background","3105","0.477183513497706","0.465001574425784","0.489365452569627"
"Some worries","2013","Not Employed","direct migration background","340","0.527313027851565","0.489537729952041","0.565088325751089"
"Some worries","2013","Not Employed","indirect migration background","83","0.46727300517256","0.390205224771661","0.54434078557346"
"Some worries","2013","Employed","no migration background","5318","0.529121809015903","0.519331279619157","0.538912338412649"
"Some worries","2013","Employed","direct migration background","561","0.544937033209663","0.514026291917963","0.575847774501364"
"Some worries","2013","Employed","indirect migration background","320","0.584769438077155","0.543625175720853","0.625913700433457"
"No worries","2013","Not Employed","no migration background","1123","0.175730160484521","0.166447832111189","0.185012488857853"
"No worries","2013","Not Employed","direct migration background","139","0.210875965918058","0.180010487799384","0.241741444036732"
"No worries","2013","Not Employed","indirect migration background","46","0.319837042553771","0.247791681609084","0.391882403498458"
"No worries","2013","Employed","no migration background","1619","0.163620110174799","0.15636416173872","0.170876058610879"
"No worries","2013","Employed","direct migration background","198","0.192740078934","0.168255467080802","0.217224690787198"
"No worries","2013","Employed","indirect migration background","105","0.211296274979749","0.177210344179263","0.245382205780236"
"Big worries","2014","Not Employed","no migration background","1822","0.263234427615211","0.252969062745774","0.273499792484648"
"Big worries","2014","Not Employed","direct migration background","270","0.161962463085887","0.144196776680809","0.179728149490966"
"Big worries","2014","Not Employed","indirect migration background","85","0.150370433528899","0.119102997720105","0.181637869337693"
"Big worries","2014","Employed","no migration background","2758","0.214371611245628","0.207318157367717","0.22142506512354"
"Big worries","2014","Employed","direct migration background","596","0.170121954362642","0.15735819779048","0.182885710934804"
"Big worries","2014","Employed","indirect migration background","228","0.169165770575387","0.148490088202676","0.189841452948099"
"Some worries","2014","Not Employed","no migration background","3644","0.514647696727049","0.50299780341115","0.526297590042947"
"Some worries","2014","Not Employed","direct migration background","830","0.508731463434864","0.484624259384988","0.532838667484739"
"Some worries","2014","Not Employed","indirect migration background","225","0.420282533687339","0.377103283544849","0.463461783829829"
"Some worries","2014","Employed","no migration background","7210","0.558247606938368","0.549712430542985","0.566782783333752"
"Some worries","2014","Employed","direct migration background","1758","0.533948615643714","0.51700298144968","0.550894249837749"
"Some worries","2014","Employed","indirect migration background","651","0.53252888722671","0.505012247934753","0.560045526518667"
"No worries","2014","Not Employed","no migration background","1604","0.22211787565774","0.212428695402194","0.231807055913286"
"No worries","2014","Not Employed","direct migration background","552","0.329306073479249","0.306643713874318","0.35196843308418"
"No worries","2014","Not Employed","indirect migration background","192","0.429347032783762","0.386047171477482","0.472646894090042"
"No worries","2014","Employed","no migration background","3036","0.227380781816003","0.220176855839244","0.234584707792763"
"No worries","2014","Employed","direct migration background","975","0.295929429993644","0.280423658915983","0.311435201071305"
"No worries","2014","Employed","indirect migration background","384","0.298305342197902","0.273073380524484","0.323537303871321"
"Big worries","2015","Not Employed","no migration background","","","",""
"Big worries","2015","Not Employed","direct migration background","","","",""
"Big worries","2015","Not Employed","indirect migration background","","","",""
"Big worries","2015","Employed","no migration background","","","",""
"Big worries","2015","Employed","direct migration background","","","",""
"Big worries","2015","Employed","indirect migration background","","","",""
"Some worries","2015","Not Employed","no migration background","","","",""
"Some worries","2015","Not Employed","direct migration background","","","",""
"Some worries","2015","Not Employed","indirect migration background","","","",""
"Some worries","2015","Employed","no migration background","","","",""
"Some worries","2015","Employed","direct migration background","","","",""
"Some worries","2015","Employed","indirect migration background","","","",""
"No worries","2015","Not Employed","no migration background","","","",""
"No worries","2015","Not Employed","direct migration background","","","",""
"No worries","2015","Not Employed","indirect migration background","","","",""
"No worries","2015","Employed","no migration background","","","",""
"No worries","2015","Employed","direct migration background","","","",""
"No worries","2015","Employed","indirect migration background","","","",""
"Big worries","2016","Not Employed","no migration background","","","",""
"Big worries","2016","Not Employed","direct migration background","","","",""
"Big worries","2016","Not Employed","indirect migration background","","","",""
"Big worries","2016","Employed","no migration background","","","",""
"Big worries","2016","Employed","direct migration background","","","",""
"Big worries","2016","Employed","indirect migration background","","","",""
"Some worries","2016","Not Employed","no migration background","","","",""
"Some worries","2016","Not Employed","direct migration background","","","",""
"Some worries","2016","Not Employed","indirect migration background","","","",""
"Some worries","2016","Employed","no migration background","","","",""
"Some worries","2016","Employed","direct migration background","","","",""
"Some worries","2016","Employed","indirect migration background","","","",""
"No worries","2016","Not Employed","no migration background","","","",""
"No worries","2016","Not Employed","direct migration background","","","",""
"No worries","2016","Not Employed","indirect migration background","","","",""
"No worries","2016","Employed","no migration background","","","",""
"No worries","2016","Employed","direct migration background","","","",""
"No worries","2016","Employed","indirect migration background","","","",""
"Big worries","2017","Not Employed","no migration background","","","",""
"Big worries","2017","Not Employed","direct migration background","","","",""
"Big worries","2017","Not Employed","indirect migration background","","","",""
"Big worries","2017","Employed","no migration background","","","",""
"Big worries","2017","Employed","direct migration background","","","",""
"Big worries","2017","Employed","indirect migration background","","","",""
"Some worries","2017","Not Employed","no migration background","","","",""
"Some worries","2017","Not Employed","direct migration background","","","",""
"Some worries","2017","Not Employed","indirect migration background","","","",""
"Some worries","2017","Employed","no migration background","","","",""
"Some worries","2017","Employed","direct migration background","","","",""
"Some worries","2017","Employed","indirect migration background","","","",""
"No worries","2017","Not Employed","no migration background","","","",""
"No worries","2017","Not Employed","direct migration background","","","",""
"No worries","2017","Not Employed","indirect migration background","","","",""
"No worries","2017","Employed","no migration background","","","",""
"No worries","2017","Employed","direct migration background","","","",""
"No worries","2017","Employed","indirect migration background","","","",""
"Big worries","2018","Not Employed","no migration background","","","",""
"Big worries","2018","Not Employed","direct migration background","","","",""
"Big worries","2018","Not Employed","indirect migration background","","","",""
"Big worries","2018","Employed","no migration background","","","",""
"Big worries","2018","Employed","direct migration background","","","",""
"Big worries","2018","Employed","indirect migration background","","","",""
"Some worries","2018","Not Employed","no migration background","","","",""
"Some worries","2018","Not Employed","direct migration background","","","",""
"Some worries","2018","Not Employed","indirect migration background","","","",""
"Some worries","2018","Employed","no migration background","","","",""
"Some worries","2018","Employed","direct migration background","","","",""
"Some worries","2018","Employed","indirect migration background","","","",""
"No worries","2018","Not Employed","no migration background","","","",""
"No worries","2018","Not Employed","direct migration background","","","",""
"No worries","2018","Not Employed","indirect migration background","","","",""
"No worries","2018","Employed","no migration background","","","",""
"No worries","2018","Employed","direct migration background","","","",""
"No worries","2018","Employed","indirect migration background","","","",""
"Big worries","2019","Not Employed","no migration background","1562","0.242925823366158","0.232471318351204","0.253380328381112"
"Big worries","2019","Not Employed","direct migration background","188","0.200889430563619","0.176927161982311","0.224851699144927"
"Big worries","2019","Not Employed","indirect migration background","58","0.126035776814465","0.0925780878368026","0.159493465792128"
"Big worries","2019","Employed","no migration background","2650","0.188593579565423","0.182009654114361","0.195177505016484"
"Big worries","2019","Employed","direct migration background","448","0.178611513721448","0.164014491006959","0.193208536435937"
"Big worries","2019","Employed","indirect migration background","219","0.142235927639281","0.123211929821973","0.161259925456588"
"Some worries","2019","Not Employed","no migration background","3443","0.538191783909913","0.52603841232494","0.550345155494886"
"Some worries","2019","Not Employed","direct migration background","529","0.49156253701332","0.461663712763139","0.521461361263501"
"Some worries","2019","Not Employed","indirect migration background","177","0.453426170015303","0.403240480068409","0.503611859962198"
"Some worries","2019","Employed","no migration background","7463","0.552513635936567","0.544144827317139","0.560882444555994"
"Some worries","2019","Employed","direct migration background","1447","0.539069836389768","0.520073260216017","0.55806641256352"
"Some worries","2019","Employed","indirect migration background","665","0.518820553013746","0.491607621587172","0.54603348444032"
"No worries","2019","Not Employed","no migration background","1459","0.218882392723929","0.20880238082832","0.228962404619538"
"No worries","2019","Not Employed","direct migration background","357","0.307548032423061","0.279948784126852","0.33514728071927"
"No worries","2019","Not Employed","indirect migration background","143","0.420538053170231","0.370773821681804","0.470302284658659"
"No worries","2019","Employed","no migration background","3448","0.258892784498011","0.251520489123264","0.266265079872757"
"No worries","2019","Employed","direct migration background","750","0.282318649888784","0.265164434159854","0.299472865617714"
"No worries","2019","Employed","indirect migration background","411","0.338943519346974","0.313162733123505","0.364724305570442"
