"m11104","year","bula_h","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Almost never or never","2018","Bavaria","West Germany","227","0.385059866333685","0.340298770386095","0.429820962281275","1"
"Almost never or never","2018","Berlin","West Germany","58","0.469166657011475","0.371840388879057","0.566492925143893","1"
"Almost never or never","2018","Saxony-Anhalt","East Germany","54","0.421318093365847","0.319305956892496","0.523330229839199","1"
"Almost never or never","2018","Thuringia","West Germany","","","","","1"
"Almost never or never","2018","Bavaria","East Germany","","","","","1"
"Almost never or never","2018","Berlin","East Germany","34","0.512545845929596","0.394607022050719","0.630484669808473","1"
"Almost never or never","2018","Saxony-Anhalt","West Germany","","","","","1"
"Almost never or never","2018","Thuringia","East Germany","21","","","","1"
"At lease once a week","2018","Schleswig-Holstein","West Germany","46","0.302213508494754","0.234176175408926","0.370250841580583","4"
"At lease once a week","2018","Schleswig-Holstein","East Germany","","","","","4"
"At lease once a week","2018","Hamburg","West Germany","31","0.559673586607051","0.445007070584802","0.6743401026293","4"
"At lease once a week","2018","Hamburg","East Germany","","","","","4"
"At lease once a week","2018","Lower Saxony","West Germany","157","0.421090438370983","0.374423757341609","0.467757119400356","4"
"At lease once a week","2018","Lower Saxony","East Germany","","","","","4"
"At lease once a week","2018","Bremen","West Germany","6","","","","4"
"At lease once a week","2018","Bremen","East Germany","","","","","4"
"At lease once a week","2018","North Rhine-Westphalia","West Germany","235","0.306668726528368","0.275886530611706","0.33745092244503","4"
"At lease once a week","2018","North Rhine-Westphalia","East Germany","","","","","4"
"At lease once a week","2018","Hesse","West Germany","139","0.352448594708534","0.309073528629793","0.395823660787275","4"
"At lease once a week","2018","Hesse","East Germany","","","","","4"
"At lease once a week","2018","Rhineland-Palatinate,Saarland","West Germany","66","0.29707490115251","0.238145828467515","0.356003973837506","4"
"At lease once a week","2018","Rhineland-Palatinate,Saarland","East Germany","","","","","4"
"At lease once a week","2018","Baden-Württemberg","West Germany","121","0.336629466230544","0.292870884594093","0.380388047866995","4"
"At lease once a week","2018","Baden-Württemberg","East Germany","","","","","4"
"At lease once a week","2018","Bavaria","West Germany","154","0.46241914240171","0.416556405885171","0.508281878918249","4"
"At lease once a week","2018","Bavaria","East Germany","","","","","4"
"At lease once a week","2018","Berlin","West Germany","33","0.442075325487865","0.345220039866282","0.538930611109449","4"
"At lease once a week","2018","Berlin","East Germany","18","","","","4"
"At lease once a week","2018","Brandenburg","West Germany","","","","","4"
"At lease once a week","2018","Brandenburg","East Germany","48","0.483558307749532","0.393772088891847","0.573344526607216","4"
"At lease once a week","2018","Mecklenburg-Western Pomerania","West Germany","","","","","4"
"At lease once a week","2018","Mecklenburg-Western Pomerania","East Germany","25","","","","4"
"At lease once a week","2018","Saxony","West Germany","","","","","4"
"At lease once a week","2018","Saxony","East Germany","38","0.364709348029496","0.283209767808988","0.446208928250005","4"
"At lease once a week","2018","Saxony-Anhalt","West Germany","","","","","4"
"At lease once a week","2018","Saxony-Anhalt","East Germany","26","","","","4"
"At lease once a week","2018","Thuringia","West Germany","","","","","4"
"At lease once a week","2018","Thuringia","East Germany","59","0.775079157139282","0.689293382914621","0.860864931363942","4"
"At least once a month","2018","Hamburg","East Germany","","","","","3"
"At least once a month","2018","Lower Saxony","West Germany","23","","","","3"
"At least once a month","2018","Schleswig-Holstein","East Germany","","","","","3"
"At least once a month","2018","Lower Saxony","East Germany","","","","","3"
"At least once a month","2018","Schleswig-Holstein","West Germany","13","","","","3"
"At least once a month","2018","Hamburg","West Germany","5","","","","3"
"At least once a month","2018","Bremen","West Germany","4","","","","3"
"At least once a month","2018","Bremen","East Germany","","","","","3"
"At least once a month","2018","North Rhine-Westphalia","West Germany","61","0.0780827394482914","0.0601718170601012","0.0959936618364816","3"
"At least once a month","2018","North Rhine-Westphalia","East Germany","","","","","3"
"At least once a month","2018","Hesse","West Germany","20","","","","3"
"At least once a month","2018","Hesse","East Germany","","","","","3"
"At least once a month","2018","Rhineland-Palatinate,Saarland","West Germany","15","","","","3"
"At least once a month","2018","Rhineland-Palatinate,Saarland","East Germany","","","","","3"
"At least once a month","2018","Baden-Württemberg","West Germany","35","0.109863751014716","0.0809060193785216","0.13882148265091","3"
"At least once a month","2018","Baden-Württemberg","East Germany","","","","","3"
"At least once a month","2018","Bavaria","West Germany","23","","","","3"
"At least once a month","2018","Bavaria","East Germany","","","","","3"
"At least once a month","2018","Berlin","West Germany","5","","","","3"
"At least once a month","2018","Berlin","East Germany","1","","","","3"
"At least once a month","2018","Mecklenburg-Western Pomerania","West Germany","","","","","3"
"At least once a month","2018","Brandenburg","East Germany","3","","","","3"
"At least once a month","2018","Mecklenburg-Western Pomerania","East Germany","","","","","3"
"At least once a month","2018","Brandenburg","West Germany","","","","","3"
"At least once a month","2018","Thuringia","East Germany","6","","","","3"
"At least once a month","2018","Saxony","West Germany","","","","","3"
"At least once a month","2018","Saxony","East Germany","2","","","","3"
"At least once a month","2018","Saxony-Anhalt","West Germany","","","","","3"
"At least once a month","2018","Saxony-Anhalt","East Germany","","","","","3"
"At least once a month","2018","Thuringia","West Germany","","","","","3"
"Several times a year","2018","Lower Saxony","West Germany","81","0.182166032774001","0.145683907063881","0.21864815848412","2"
"Several times a year","2018","Lower Saxony","East Germany","","","","","2"
"Several times a year","2018","Bremen","West Germany","13","","","","2"
"Several times a year","2018","Bremen","East Germany","","","","","2"
"Several times a year","2018","North Rhine-Westphalia","West Germany","169","0.204305716797793","0.177389883085602","0.231221550509985","2"
"Several times a year","2018","North Rhine-Westphalia","East Germany","","","","","2"
"Several times a year","2018","Hesse","East Germany","","","","","2"
"Several times a year","2018","Hesse","West Germany","67","0.154123833726139","0.121341231175338","0.18690643627694","2"
"Several times a year","2018","Rhineland-Palatinate,Saarland","West Germany","37","0.180028763581284","0.130482334483778","0.229575192678791","2"
"Several times a year","2018","Rhineland-Palatinate,Saarland","East Germany","","","","","2"
"Several times a year","2018","Schleswig-Holstein","West Germany","27","","","","2"
"Several times a year","2018","Schleswig-Holstein","East Germany","","","","","2"
"Several times a year","2018","Hamburg","West Germany","17","","","","2"
"Several times a year","2018","Hamburg","East Germany","","","","","2"
"Several times a year","2018","Baden-Württemberg","West Germany","88","0.231867552158187","0.192788220457738","0.270946883858636","2"
"Several times a year","2018","Baden-Württemberg","East Germany","","","","","2"
"Several times a year","2018","Bavaria","West Germany","50","0.07292996720486","0.0490117147687078","0.0968482196410122","2"
"Several times a year","2018","Bavaria","East Germany","","","","","2"
"Several times a year","2018","Berlin","West Germany","5","","","","2"
"Several times a year","2018","Berlin","East Germany","16","","","","2"
"Several times a year","2018","Brandenburg","East Germany","7","","","","2"
"Several times a year","2018","Mecklenburg-Western Pomerania","East Germany","4","","","","2"
"Several times a year","2018","Brandenburg","West Germany","","","","","2"
"Several times a year","2018","Mecklenburg-Western Pomerania","West Germany","","","","","2"
"Several times a year","2018","Thuringia","East Germany","5","","","","2"
"Several times a year","2018","Saxony-Anhalt","East Germany","10","","","","2"
"Several times a year","2018","Saxony-Anhalt","West Germany","","","","","2"
"Several times a year","2018","Thuringia","West Germany","","","","","2"
"Several times a year","2018","Saxony","East Germany","22","","","","2"
"Several times a year","2018","Saxony","West Germany","","","","","2"
"Almost never or never","2019","Schleswig-Holstein","West Germany","345","0.246102887366159","0.221196974109183","0.271008800623135","1"
"Almost never or never","2019","Schleswig-Holstein","East Germany","","","","","1"
"Almost never or never","2019","Hamburg","West Germany","243","0.383231764955627","0.344870116789406","0.421593413121848","1"
"Almost never or never","2019","Hamburg","East Germany","","","","","1"
"Almost never or never","2019","Lower Saxony","West Germany","786","0.26487363856836","0.248752227075655","0.280995050061066","1"
"Almost never or never","2019","Lower Saxony","East Germany","","","","","1"
"Almost never or never","2019","Bremen","West Germany","69","0.219227584401365","0.171279097758729","0.267176071044002","1"
"Almost never or never","2019","Bremen","East Germany","","","","","1"
"Almost never or never","2019","North Rhine-Westphalia","West Germany","1891","0.30309971583826","0.291728175105168","0.314471256571353","1"
"Almost never or never","2019","Brandenburg","West Germany","","","","","1"
"Almost never or never","2019","North Rhine-Westphalia","East Germany","","","","","1"
"Almost never or never","2019","Hesse","West Germany","502","0.248905036311802","0.230146849541566","0.267663223082037","1"
"Almost never or never","2019","Hesse","East Germany","","","","","1"
"Almost never or never","2019","Rhineland-Palatinate,Saarland","West Germany","594","0.349631714106774","0.326768096207883","0.372495332005665","1"
"Almost never or never","2019","Brandenburg","East Germany","407","0.313347853256539","0.28732996692524","0.339365739587838","1"
"Almost never or never","2019","Rhineland-Palatinate,Saarland","East Germany","","","","","1"
"Almost never or never","2019","Mecklenburg-Western Pomerania","West Germany","","","","","1"
