"m11104","year","bula_h","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Several times a year","2006","Saxony-Anhalt","(Married) couple without C. ","","","",""
"Several times a year","2006","Saxony-Anhalt","Single parent ","","","",""
"Several times a year","2006","Saxony-Anhalt","Couple + C. LE 16 ","","","",""
"Several times a year","2006","Saxony-Anhalt","Couple + C. GT 16 ","","","",""
"Several times a year","2006","Saxony-Anhalt","Couple + C. LE and GT 16","","","",""
"Several times a year","2006","Thuringia","1-pers.-HH","","","",""
"Several times a year","2006","Thuringia","(Married) couple without C. ","","","",""
"Several times a year","2006","Thuringia","Single parent ","","","",""
"Several times a year","2006","Thuringia","Couple + C. LE 16 ","","","",""
"Several times a year","2006","Thuringia","Couple + C. GT 16 ","","","",""
"Several times a year","2006","Thuringia","Couple + C. LE and GT 16","","","",""
"At least once a month","2006","Schleswig-Holstein","1-pers.-HH","","","",""
"At least once a month","2006","Schleswig-Holstein","(Married) couple without C. ","","","",""
"At least once a month","2006","Schleswig-Holstein","Single parent ","","","",""
"At least once a month","2006","Schleswig-Holstein","Couple + C. LE 16 ","","","",""
"At least once a month","2006","Schleswig-Holstein","Couple + C. GT 16 ","","","",""
"At least once a month","2006","Schleswig-Holstein","Couple + C. LE and GT 16","","","",""
"At least once a month","2006","Hamburg","1-pers.-HH","","","",""
"At least once a month","2006","Hamburg","(Married) couple without C. ","","","",""
"At least once a month","2006","Hamburg","Single parent ","","","",""
"At least once a month","2006","Hamburg","Couple + C. LE 16 ","","","",""
"At least once a month","2006","Hamburg","Couple + C. GT 16 ","","","",""
"At least once a month","2006","Hamburg","Couple + C. LE and GT 16","","","",""
"At least once a month","2006","Lower Saxony","1-pers.-HH","","","",""
"At least once a month","2006","Lower Saxony","(Married) couple without C. ","","","",""
"At least once a month","2006","Lower Saxony","Single parent ","","","",""
"At least once a month","2006","Lower Saxony","Couple + C. LE 16 ","","","",""
"At least once a month","2006","Lower Saxony","Couple + C. GT 16 ","","","",""
"At least once a month","2006","Lower Saxony","Couple + C. LE and GT 16","","","",""
"At least once a month","2006","Bremen","1-pers.-HH","","","",""
"At least once a month","2006","Bremen","(Married) couple without C. ","","","",""
"At least once a month","2006","Bremen","Single parent ","","","",""
"At least once a month","2006","Bremen","Couple + C. LE 16 ","","","",""
"At least once a month","2006","Bremen","Couple + C. GT 16 ","","","",""
"At least once a month","2006","Bremen","Couple + C. LE and GT 16","","","",""
"At least once a month","2006","North Rhine-Westphalia","1-pers.-HH","","","",""
"At least once a month","2006","North Rhine-Westphalia","(Married) couple without C. ","","","",""
"At least once a month","2006","North Rhine-Westphalia","Single parent ","","","",""
"At least once a month","2006","North Rhine-Westphalia","Couple + C. LE 16 ","","","",""
"At least once a month","2006","North Rhine-Westphalia","Couple + C. GT 16 ","","","",""
"At least once a month","2006","North Rhine-Westphalia","Couple + C. LE and GT 16","","","",""
"At least once a month","2006","Hesse","1-pers.-HH","","","",""
"At least once a month","2006","Hesse","(Married) couple without C. ","","","",""
"At least once a month","2006","Hesse","Single parent ","","","",""
"At least once a month","2006","Hesse","Couple + C. LE 16 ","","","",""
"At least once a month","2006","Hesse","Couple + C. GT 16 ","","","",""
"At least once a month","2006","Hesse","Couple + C. LE and GT 16","","","",""
"At least once a month","2006","Rhineland-Palatinate,Saarland","1-pers.-HH","","","",""
"At least once a month","2006","Rhineland-Palatinate,Saarland","(Married) couple without C. ","","","",""
"At least once a month","2006","Rhineland-Palatinate,Saarland","Single parent ","","","",""
"At least once a month","2006","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","","","",""
"At least once a month","2006","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","","","",""
"At least once a month","2006","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","","","",""
"At least once a month","2006","Baden-Württemberg","1-pers.-HH","","","",""
"At least once a month","2006","Baden-Württemberg","(Married) couple without C. ","","","",""
"At least once a month","2006","Baden-Württemberg","Single parent ","","","",""
"At least once a month","2006","Baden-Württemberg","Couple + C. LE 16 ","","","",""
"At least once a month","2006","Baden-Württemberg","Couple + C. GT 16 ","","","",""
"At least once a month","2006","Baden-Württemberg","Couple + C. LE and GT 16","","","",""
"At least once a month","2006","Bavaria","1-pers.-HH","","","",""
"At least once a month","2006","Bavaria","(Married) couple without C. ","","","",""
"At least once a month","2006","Bavaria","Single parent ","","","",""
"At least once a month","2006","Bavaria","Couple + C. LE 16 ","","","",""
"At least once a month","2006","Bavaria","Couple + C. GT 16 ","","","",""
"At least once a month","2006","Bavaria","Couple + C. LE and GT 16","","","",""
"At least once a month","2006","Berlin","1-pers.-HH","","","",""
"At least once a month","2006","Berlin","(Married) couple without C. ","","","",""
"At least once a month","2006","Berlin","Single parent ","","","",""
"At least once a month","2006","Berlin","Couple + C. LE 16 ","","","",""
"At least once a month","2006","Berlin","Couple + C. GT 16 ","","","",""
"At least once a month","2006","Berlin","Couple + C. LE and GT 16","","","",""
"At least once a month","2006","Brandenburg","1-pers.-HH","","","",""
"At least once a month","2006","Brandenburg","(Married) couple without C. ","","","",""
"At least once a month","2006","Brandenburg","Single parent ","","","",""
"At least once a month","2006","Brandenburg","Couple + C. LE 16 ","","","",""
"At least once a month","2006","Brandenburg","Couple + C. GT 16 ","","","",""
"At least once a month","2006","Brandenburg","Couple + C. LE and GT 16","","","",""
"At least once a month","2006","Mecklenburg-Western Pomerania","1-pers.-HH","","","",""
"At least once a month","2006","Mecklenburg-Western Pomerania","(Married) couple without C. ","","","",""
"At least once a month","2006","Mecklenburg-Western Pomerania","Single parent ","","","",""
"At least once a month","2006","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","","","",""
"At least once a month","2006","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","",""
"At least once a month","2006","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","","","",""
"At least once a month","2006","Saxony","1-pers.-HH","","","",""
"At least once a month","2006","Saxony","(Married) couple without C. ","","","",""
"At least once a month","2006","Saxony","Single parent ","","","",""
"At least once a month","2006","Saxony","Couple + C. LE 16 ","","","",""
"At least once a month","2006","Saxony","Couple + C. GT 16 ","","","",""
"At least once a month","2006","Saxony","Couple + C. LE and GT 16","","","",""
"At least once a month","2006","Saxony-Anhalt","1-pers.-HH","","","",""
"At least once a month","2006","Saxony-Anhalt","(Married) couple without C. ","","","",""
"At least once a month","2006","Saxony-Anhalt","Single parent ","","","",""
"At least once a month","2006","Saxony-Anhalt","Couple + C. LE 16 ","","","",""
"At least once a month","2006","Saxony-Anhalt","Couple + C. GT 16 ","","","",""
"At least once a month","2006","Saxony-Anhalt","Couple + C. LE and GT 16","","","",""
"At least once a month","2006","Thuringia","1-pers.-HH","","","",""
"At least once a month","2006","Thuringia","(Married) couple without C. ","","","",""
"At least once a month","2006","Thuringia","Single parent ","","","",""
"At least once a month","2006","Thuringia","Couple + C. LE 16 ","","","",""
"At least once a month","2006","Thuringia","Couple + C. GT 16 ","","","",""
"At least once a month","2006","Thuringia","Couple + C. LE and GT 16","","","",""
"At lease once a week","2006","Schleswig-Holstein","1-pers.-HH","","","",""
"At lease once a week","2006","Schleswig-Holstein","(Married) couple without C. ","","","",""
"At lease once a week","2006","Schleswig-Holstein","Single parent ","","","",""
"At lease once a week","2006","Schleswig-Holstein","Couple + C. LE 16 ","","","",""
"At lease once a week","2006","Schleswig-Holstein","Couple + C. GT 16 ","","","",""
"At lease once a week","2006","Schleswig-Holstein","Couple + C. LE and GT 16","","","",""
"At lease once a week","2006","Hamburg","1-pers.-HH","","","",""
"At lease once a week","2006","Hamburg","(Married) couple without C. ","","","",""
"At lease once a week","2006","Hamburg","Single parent ","","","",""
"At lease once a week","2006","Hamburg","Couple + C. LE 16 ","","","",""
"At lease once a week","2006","Hamburg","Couple + C. GT 16 ","","","",""
"At lease once a week","2006","Hamburg","Couple + C. LE and GT 16","","","",""
"At lease once a week","2006","Lower Saxony","1-pers.-HH","","","",""
"At lease once a week","2006","Lower Saxony","(Married) couple without C. ","","","",""
"At lease once a week","2006","Lower Saxony","Single parent ","","","",""
"At lease once a week","2006","Lower Saxony","Couple + C. LE 16 ","","","",""
"At lease once a week","2006","Lower Saxony","Couple + C. GT 16 ","","","",""
"At lease once a week","2006","Lower Saxony","Couple + C. LE and GT 16","","","",""
"At lease once a week","2006","Bremen","1-pers.-HH","","","",""
"At lease once a week","2006","Bremen","(Married) couple without C. ","","","",""
"At lease once a week","2006","Bremen","Single parent ","","","",""
"At lease once a week","2006","Bremen","Couple + C. LE 16 ","","","",""
"At lease once a week","2006","Bremen","Couple + C. GT 16 ","","","",""
"At lease once a week","2006","Bremen","Couple + C. LE and GT 16","","","",""
"At lease once a week","2006","North Rhine-Westphalia","1-pers.-HH","","","",""
"At lease once a week","2006","North Rhine-Westphalia","(Married) couple without C. ","","","",""
"At lease once a week","2006","North Rhine-Westphalia","Single parent ","","","",""
"At lease once a week","2006","North Rhine-Westphalia","Couple + C. LE 16 ","","","",""
"At lease once a week","2006","North Rhine-Westphalia","Couple + C. GT 16 ","","","",""
"At lease once a week","2006","North Rhine-Westphalia","Couple + C. LE and GT 16","","","",""
"At lease once a week","2006","Hesse","1-pers.-HH","","","",""
"At lease once a week","2006","Hesse","(Married) couple without C. ","","","",""
"At lease once a week","2006","Hesse","Single parent ","","","",""
"At lease once a week","2006","Hesse","Couple + C. LE 16 ","","","",""
"At lease once a week","2006","Hesse","Couple + C. GT 16 ","","","",""
"At lease once a week","2006","Hesse","Couple + C. LE and GT 16","","","",""
"At lease once a week","2006","Rhineland-Palatinate,Saarland","1-pers.-HH","","","",""
"At lease once a week","2006","Rhineland-Palatinate,Saarland","(Married) couple without C. ","","","",""
"At lease once a week","2006","Rhineland-Palatinate,Saarland","Single parent ","","","",""
"At lease once a week","2006","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","","","",""
"At lease once a week","2006","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","","","",""
"At lease once a week","2006","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","","","",""
"At lease once a week","2006","Baden-Württemberg","1-pers.-HH","","","",""
"At lease once a week","2006","Baden-Württemberg","(Married) couple without C. ","","","",""
"At lease once a week","2006","Baden-Württemberg","Single parent ","","","",""
"At lease once a week","2006","Baden-Württemberg","Couple + C. LE 16 ","","","",""
"At lease once a week","2006","Baden-Württemberg","Couple + C. GT 16 ","","","",""
"At lease once a week","2006","Baden-Württemberg","Couple + C. LE and GT 16","","","",""
"At lease once a week","2006","Bavaria","1-pers.-HH","","","",""
"At lease once a week","2006","Bavaria","(Married) couple without C. ","","","",""
"At lease once a week","2006","Bavaria","Single parent ","","","",""
"At lease once a week","2006","Bavaria","Couple + C. LE 16 ","","","",""
"At lease once a week","2006","Bavaria","Couple + C. GT 16 ","","","",""
"At lease once a week","2006","Bavaria","Couple + C. LE and GT 16","","","",""
"At lease once a week","2006","Berlin","1-pers.-HH","","","",""
"At lease once a week","2006","Berlin","(Married) couple without C. ","","","",""
"At lease once a week","2006","Berlin","Single parent ","","","",""
"At lease once a week","2006","Berlin","Couple + C. LE 16 ","","","",""
"At lease once a week","2006","Berlin","Couple + C. GT 16 ","","","",""
"At lease once a week","2006","Berlin","Couple + C. LE and GT 16","","","",""
"At lease once a week","2006","Brandenburg","1-pers.-HH","","","",""
"At lease once a week","2006","Brandenburg","(Married) couple without C. ","","","",""
"At lease once a week","2006","Brandenburg","Single parent ","","","",""
"At lease once a week","2006","Brandenburg","Couple + C. LE 16 ","","","",""
"At lease once a week","2006","Brandenburg","Couple + C. GT 16 ","","","",""
"At lease once a week","2006","Brandenburg","Couple + C. LE and GT 16","","","",""
"At lease once a week","2006","Mecklenburg-Western Pomerania","1-pers.-HH","","","",""
"At lease once a week","2006","Mecklenburg-Western Pomerania","(Married) couple without C. ","","","",""
"At lease once a week","2006","Mecklenburg-Western Pomerania","Single parent ","","","",""
"At lease once a week","2006","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","","","",""
"At lease once a week","2006","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","",""
"At lease once a week","2006","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","","","",""
"At lease once a week","2006","Saxony","1-pers.-HH","","","",""
"At lease once a week","2006","Saxony","(Married) couple without C. ","","","",""
"At lease once a week","2006","Saxony","Single parent ","","","",""
"At lease once a week","2006","Saxony","Couple + C. LE 16 ","","","",""
"At lease once a week","2006","Saxony","Couple + C. GT 16 ","","","",""
"At lease once a week","2006","Saxony","Couple + C. LE and GT 16","","","",""
"At lease once a week","2006","Saxony-Anhalt","1-pers.-HH","","","",""
"At lease once a week","2006","Saxony-Anhalt","(Married) couple without C. ","","","",""
"At lease once a week","2006","Saxony-Anhalt","Single parent ","","","",""
"At lease once a week","2006","Saxony-Anhalt","Couple + C. LE 16 ","","","",""
"At lease once a week","2006","Saxony-Anhalt","Couple + C. GT 16 ","","","",""
"At lease once a week","2006","Saxony-Anhalt","Couple + C. LE and GT 16","","","",""
"At lease once a week","2006","Thuringia","1-pers.-HH","","","",""
"At lease once a week","2006","Thuringia","(Married) couple without C. ","","","",""
"At lease once a week","2006","Thuringia","Single parent ","","","",""
"At lease once a week","2006","Thuringia","Couple + C. LE 16 ","","","",""
"At lease once a week","2006","Thuringia","Couple + C. GT 16 ","","","",""
"At lease once a week","2006","Thuringia","Couple + C. LE and GT 16","","","",""
"Almost never or never","2007","Schleswig-Holstein","1-pers.-HH","43","0.374205448845329","0.281201291211966","0.467209606478692"
"Almost never or never","2007","Schleswig-Holstein","(Married) couple without C. ","116","0.367530865126364","0.308003810107012","0.427057920145716"
"Almost never or never","2007","Schleswig-Holstein","Single parent ","8","","",""
"Almost never or never","2007","Schleswig-Holstein","Couple + C. LE 16 ","45","0.310367423359239","0.223910714749593","0.396824131968884"
"Almost never or never","2007","Schleswig-Holstein","Couple + C. GT 16 ","26","","",""
"Almost never or never","2007","Schleswig-Holstein","Couple + C. LE and GT 16","2","","",""
"Almost never or never","2007","Hamburg","1-pers.-HH","32","0.407662328769957","0.301302866700378","0.514021790839535"
"Almost never or never","2007","Hamburg","(Married) couple without C. ","42","0.469523387831269","0.37451610576423","0.564530669898307"
"Almost never or never","2007","Hamburg","Single parent ","9","","",""
"Almost never or never","2007","Hamburg","Couple + C. LE 16 ","18","","",""
"Almost never or never","2007","Hamburg","Couple + C. GT 16 ","8","","",""
"Almost never or never","2007","Hamburg","Couple + C. LE and GT 16","4","","",""
"Almost never or never","2007","Lower Saxony","1-pers.-HH","106","0.462873388664642","0.400564503793927","0.525182273535356"
"Almost never or never","2007","Lower Saxony","(Married) couple without C. ","290","0.444833128804892","0.407260309188049","0.482405948421735"
"Almost never or never","2007","Lower Saxony","Single parent ","44","0.477303190327073","0.374110501297769","0.580495879356376"
"Almost never or never","2007","Lower Saxony","Couple + C. LE 16 ","108","0.273481665647181","0.226649324736253","0.320314006558109"
"Almost never or never","2007","Lower Saxony","Couple + C. GT 16 ","80","0.298924142815826","0.24481822777876","0.353030057852892"
"Almost never or never","2007","Lower Saxony","Couple + C. LE and GT 16","39","0.335746340449728","0.256954513696494","0.414538167202961"
"Almost never or never","2007","Bremen","1-pers.-HH","14","","",""
"Almost never or never","2007","Bremen","(Married) couple without C. ","18","","",""
"Almost never or never","2007","Bremen","Single parent ","6","","",""
"Almost never or never","2007","Bremen","Couple + C. LE 16 ","8","","",""
"Almost never or never","2007","Bremen","Couple + C. GT 16 ","5","","",""
"Almost never or never","2007","Bremen","Couple + C. LE and GT 16","3","","",""
"Almost never or never","2007","North Rhine-Westphalia","1-pers.-HH","278","0.480169429386428","0.440126516669167","0.520212342103689"
"Almost never or never","2007","North Rhine-Westphalia","(Married) couple without C. ","704","0.478233946679024","0.453244766329706","0.503223127028343"
"Almost never or never","2007","North Rhine-Westphalia","Single parent ","76","0.437187847920614","0.366655707340004","0.507719988501223"
"Almost never or never","2007","North Rhine-Westphalia","Couple + C. LE 16 ","286","0.347694472472863","0.314734614663935","0.380654330281792"
"Almost never or never","2007","North Rhine-Westphalia","Couple + C. GT 16 ","239","0.371210615121625","0.335598220412928","0.406823009830322"
"Almost never or never","2007","North Rhine-Westphalia","Couple + C. LE and GT 16","90","0.401883179373564","0.343510938177306","0.460255420569823"
"Almost never or never","2007","Hesse","1-pers.-HH","93","0.541346776382727","0.471941018881479","0.610752533883975"
"Almost never or never","2007","Hesse","(Married) couple without C. ","197","0.387998804465564","0.346860627942044","0.429136980989085"
"Almost never or never","2007","Hesse","Single parent ","24","","",""
"Almost never or never","2007","Hesse","Couple + C. LE 16 ","73","0.229124635362711","0.181488066406139","0.276761204319282"
"Almost never or never","2007","Hesse","Couple + C. GT 16 ","52","0.281259294463147","0.216117141430256","0.346401447496038"
"Almost never or never","2007","Hesse","Couple + C. LE and GT 16","26","","",""
"Almost never or never","2007","Rhineland-Palatinate,Saarland","1-pers.-HH","104","0.549932809194532","0.480636678009421","0.619228940379642"
"Almost never or never","2007","Rhineland-Palatinate,Saarland","(Married) couple without C. ","167","0.445750981472763","0.393752201604174","0.497749761341352"
"Almost never or never","2007","Rhineland-Palatinate,Saarland","Single parent ","41","0.595352815777549","0.477826219933734","0.712879411621365"
"Almost never or never","2007","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","86","0.378480110267162","0.313192735313078","0.443767485221246"
"Almost never or never","2007","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","76","0.359150307442169","0.294108715951911","0.424191898932427"
"Almost never or never","2007","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","22","","",""
"Almost never or never","2007","Baden-Württemberg","1-pers.-HH","173","0.46116995897855","0.410239148580392","0.512100769376708"
"Almost never or never","2007","Baden-Württemberg","(Married) couple without C. ","348","0.462653355484736","0.428037580501439","0.497269130468034"
"Almost never or never","2007","Baden-Württemberg","Single parent ","58","0.426468496717797","0.341452914855572","0.511484078580022"
"Almost never or never","2007","Baden-Württemberg","Couple + C. LE 16 ","143","0.341333922026907","0.297766208652083","0.384901635401731"
"Almost never or never","2007","Baden-Württemberg","Couple + C. GT 16 ","133","0.292758431208449","0.250193255946308","0.33532360647059"
"Almost never or never","2007","Baden-Württemberg","Couple + C. LE and GT 16","81","0.315802809364311","0.255988824504489","0.375616794224133"
"Almost never or never","2007","Bavaria","1-pers.-HH","158","0.397002371271865","0.351285541642298","0.442719200901432"
"Almost never or never","2007","Bavaria","(Married) couple without C. ","415","0.452494728262968","0.421567751703045","0.48342170482289"
"Almost never or never","2007","Bavaria","Single parent ","50","0.379699595063971","0.303297838914404","0.456101351213538"
"Almost never or never","2007","Bavaria","Couple + C. LE 16 ","137","0.240975434541165","0.20666902818983","0.275281840892501"
"Almost never or never","2007","Bavaria","Couple + C. GT 16 ","157","0.337707179270533","0.296662376483811","0.378751982057255"
"Almost never or never","2007","Bavaria","Couple + C. LE and GT 16","44","0.249259433882016","0.18709208278222","0.311426784981813"
"Almost never or never","2007","Berlin","1-pers.-HH","69","0.427516961523989","0.353367496382696","0.501666426665282"
"Almost never or never","2007","Berlin","(Married) couple without C. ","98","0.371632929184607","0.314414410161078","0.428851448208137"
"Almost never or never","2007","Berlin","Single parent ","24","","",""
"Almost never or never","2007","Berlin","Couple + C. LE 16 ","27","","",""
"Almost never or never","2007","Berlin","Couple + C. GT 16 ","30","0.379461537660508","0.287943974635516","0.470979100685499"
"Almost never or never","2007","Berlin","Couple + C. LE and GT 16","4","","",""
"Almost never or never","2007","Brandenburg","1-pers.-HH","73","0.541554988205509","0.459311136612459","0.623798839798559"
"Almost never or never","2007","Brandenburg","(Married) couple without C. ","164","0.561169386335358","0.507300904638482","0.615037868032235"
"Almost never or never","2007","Brandenburg","Single parent ","23","","",""
"Almost never or never","2007","Brandenburg","Couple + C. LE 16 ","36","0.382575623139624","0.289613940782086","0.475537305497162"
"Almost never or never","2007","Brandenburg","Couple + C. GT 16 ","60","0.302864863361576","0.235738244794409","0.369991481928743"
"Almost never or never","2007","Brandenburg","Couple + C. LE and GT 16","12","","",""
"Almost never or never","2007","Mecklenburg-Western Pomerania","1-pers.-HH","44","0.568677161726237","0.459465587780957","0.677888735671518"
"Almost never or never","2007","Mecklenburg-Western Pomerania","(Married) couple without C. ","103","0.591373307149384","0.522728260695439","0.660018353603329"
"Almost never or never","2007","Mecklenburg-Western Pomerania","Single parent ","14","","",""
"Almost never or never","2007","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","27","","",""
"Almost never or never","2007","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","42","0.405371362377079","0.308659457682058","0.502083267072101"
"Almost never or never","2007","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","9","","",""
"Almost never or never","2007","Saxony","1-pers.-HH","110","0.439764438375552","0.376437647641417","0.503091229109687"
"Almost never or never","2007","Saxony","(Married) couple without C. ","302","0.531109482135189","0.491011976150323","0.571206988120054"
"Almost never or never","2007","Saxony","Single parent ","35","0.47153280612489","0.366030041946144","0.577035570303635"
"Almost never or never","2007","Saxony","Couple + C. LE 16 ","61","0.356733451667445","0.288257737865445","0.425209165469446"
"Almost never or never","2007","Saxony","Couple + C. GT 16 ","98","0.391272592137134","0.332623888823455","0.449921295450813"
"Almost never or never","2007","Saxony","Couple + C. LE and GT 16","34","0.318023063497414","0.230191550200089","0.405854576794739"
"Almost never or never","2007","Saxony-Anhalt","1-pers.-HH","71","0.579290655950731","0.493091669547686","0.665489642353777"
"Almost never or never","2007","Saxony-Anhalt","(Married) couple without C. ","200","0.634867125352865","0.582602700123833","0.687131550581897"
"Almost never or never","2007","Saxony-Anhalt","Single parent ","30","0.789658379952391","0.670582427042887","0.908734332861894"
"Almost never or never","2007","Saxony-Anhalt","Couple + C. LE 16 ","39","0.294946847510021","0.211236629290898","0.378657065729144"
"Almost never or never","2007","Saxony-Anhalt","Couple + C. GT 16 ","75","0.295688175400005","0.233966470722827","0.357409880077184"
"Almost never or never","2007","Saxony-Anhalt","Couple + C. LE and GT 16","10","","",""
"Almost never or never","2007","Thuringia","1-pers.-HH","83","0.567568762509263","0.484912394218203","0.650225130800323"
"Almost never or never","2007","Thuringia","(Married) couple without C. ","182","0.547686594105348","0.492458942151909","0.602914246058788"
"Almost never or never","2007","Thuringia","Single parent ","25","","",""
"Almost never or never","2007","Thuringia","Couple + C. LE 16 ","40","0.379894041282357","0.291947380758963","0.467840701805751"
"Almost never or never","2007","Thuringia","Couple + C. GT 16 ","80","0.454352003658042","0.386686249003333","0.522017758312751"
"Almost never or never","2007","Thuringia","Couple + C. LE and GT 16","25","","",""
"Several times a year","2007","Schleswig-Holstein","1-pers.-HH","13","","",""
"Several times a year","2007","Schleswig-Holstein","(Married) couple without C. ","30","0.14826876939697","0.104393080534987","0.192144458258953"
"Several times a year","2007","Schleswig-Holstein","Single parent ","9","","",""
"Several times a year","2007","Schleswig-Holstein","Couple + C. LE 16 ","25","","",""
"Several times a year","2007","Schleswig-Holstein","Couple + C. GT 16 ","14","","",""
"Several times a year","2007","Schleswig-Holstein","Couple + C. LE and GT 16","3","","",""
"Several times a year","2007","Hamburg","1-pers.-HH","7","","",""
"Several times a year","2007","Hamburg","(Married) couple without C. ","14","","",""
"Several times a year","2007","Hamburg","Single parent ","3","","",""
"Several times a year","2007","Hamburg","Couple + C. LE 16 ","10","","",""
"Several times a year","2007","Hamburg","Couple + C. GT 16 ","7","","",""
"Several times a year","2007","Hamburg","Couple + C. LE and GT 16","2","","",""
"Several times a year","2007","Lower Saxony","1-pers.-HH","31","0.11859717618669","0.0781949839682634","0.158999368405116"
"Several times a year","2007","Lower Saxony","(Married) couple without C. ","89","0.162624895325394","0.134724073734912","0.190525716915876"
"Several times a year","2007","Lower Saxony","Single parent ","15","","",""
"Several times a year","2007","Lower Saxony","Couple + C. LE 16 ","88","0.275796750203888","0.228841595480606","0.32275190492717"
"Several times a year","2007","Lower Saxony","Couple + C. GT 16 ","52","0.214232302841025","0.165740167600105","0.262724438081945"
"Several times a year","2007","Lower Saxony","Couple + C. LE and GT 16","23","","",""
"Several times a year","2007","Bremen","1-pers.-HH","5","","",""
"Several times a year","2007","Bremen","(Married) couple without C. ","8","","",""
"Several times a year","2007","Bremen","Single parent ","1","","",""
"Several times a year","2007","Bremen","Couple + C. LE 16 ","7","","",""
"Several times a year","2007","Bremen","Couple + C. GT 16 ","6","","",""
"Several times a year","2007","Bremen","Couple + C. LE and GT 16","1","","",""
"Several times a year","2007","North Rhine-Westphalia","1-pers.-HH","69","0.135912895158301","0.1084461882734","0.163379602043202"
"Several times a year","2007","North Rhine-Westphalia","(Married) couple without C. ","204","0.138627376873688","0.121340603594269","0.155914150153108"
"Several times a year","2007","North Rhine-Westphalia","Single parent ","50","0.293771813240019","0.229005544737949","0.358538081742089"
"Several times a year","2007","North Rhine-Westphalia","Couple + C. LE 16 ","173","0.23429232708979","0.204978573059652","0.263606081119928"
"Several times a year","2007","North Rhine-Westphalia","Couple + C. GT 16 ","127","0.192778083653049","0.163700140322759","0.221856026983339"
"Several times a year","2007","North Rhine-Westphalia","Couple + C. LE and GT 16","44","0.128958908753965","0.0890556428718654","0.168862174636064"
"Several times a year","2007","Hesse","1-pers.-HH","20","","",""
"Several times a year","2007","Hesse","(Married) couple without C. ","67","0.152409042633087","0.122066481660535","0.182751603605639"
"Several times a year","2007","Hesse","Single parent ","8","","",""
"Several times a year","2007","Hesse","Couple + C. LE 16 ","59","0.214375468224234","0.167858911684069","0.2608920247644"
"Several times a year","2007","Hesse","Couple + C. GT 16 ","39","0.207005085770012","0.14830371336692","0.265706458173104"
"Several times a year","2007","Hesse","Couple + C. LE and GT 16","16","","",""
"Several times a year","2007","Rhineland-Palatinate,Saarland","1-pers.-HH","26","","",""
"Several times a year","2007","Rhineland-Palatinate,Saarland","(Married) couple without C. ","45","0.168111210369923","0.128988808830052","0.207233611909794"
"Several times a year","2007","Rhineland-Palatinate,Saarland","Single parent ","6","","",""
"Several times a year","2007","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","37","0.160621843718467","0.111195180146455","0.21004850729048"
"Several times a year","2007","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","48","0.273254077657819","0.21283841051785","0.333669744797787"
"Several times a year","2007","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","22","","",""
"Several times a year","2007","Baden-Württemberg","1-pers.-HH","48","0.14564411592535","0.109603677875306","0.181684553975394"
"Several times a year","2007","Baden-Württemberg","(Married) couple without C. ","120","0.141108291572189","0.11693897321212","0.165277609932258"
"Several times a year","2007","Baden-Württemberg","Single parent ","20","","",""
"Several times a year","2007","Baden-Württemberg","Couple + C. LE 16 ","96","0.16983928153197","0.135337417886023","0.204341145177918"
"Several times a year","2007","Baden-Württemberg","Couple + C. GT 16 ","66","0.198320744442234","0.161021483573342","0.235620005311127"
"Several times a year","2007","Baden-Württemberg","Couple + C. LE and GT 16","39","0.212108486682294","0.159504781805846","0.264712191558742"
"Several times a year","2007","Bavaria","1-pers.-HH","73","0.158366707667499","0.124254081882533","0.192479333452465"
"Several times a year","2007","Bavaria","(Married) couple without C. ","154","0.156477143543276","0.133903044150848","0.179051242935704"
"Several times a year","2007","Bavaria","Single parent ","23","","",""
"Several times a year","2007","Bavaria","Couple + C. LE 16 ","159","0.311834655385981","0.274675185161595","0.348994125610366"
"Several times a year","2007","Bavaria","Couple + C. GT 16 ","98","0.212219892762219","0.176733769780396","0.247706015744041"
"Several times a year","2007","Bavaria","Couple + C. LE and GT 16","40","0.22759248342258","0.167337381974383","0.287847584870777"
"Several times a year","2007","Berlin","1-pers.-HH","24","","",""
"Several times a year","2007","Berlin","(Married) couple without C. ","53","0.167485251769289","0.123271531138896","0.211698972399681"
"Several times a year","2007","Berlin","Single parent ","18","","",""
