"m11104","year","age_gr","sampreg","n","percent","lower_confidence","upper_confidence"
"At lease once a week","1989","66 and older","West Germany","","","",""
"At lease once a week","1989","66 and older","East Germany","","","",""
"Almost never or never","1990","16-34 y.","West Germany","1020","0.215963353384166","0.202592012641571","0.229334694126761"
"Almost never or never","1990","16-34 y.","East Germany","933","0.558346356639802","0.534522466666372","0.582170246613231"
"Almost never or never","1990","35-65 y.","West Germany","2408","0.437542493060803","0.423457014211848","0.451627971909758"
"Almost never or never","1990","35-65 y.","East Germany","1642","0.749154032827078","0.731153737924632","0.767154327729525"
"Almost never or never","1990","66 and older","West Germany","825","0.788008775128147","0.763310609991386","0.812706940264907"
"Almost never or never","1990","66 and older","East Germany","380","0.92380801551178","0.898313490125444","0.949302540898116"
"Several times a year","1990","16-34 y.","West Germany","824","0.248208897072986","0.234171906542989","0.262245887602983"
"Several times a year","1990","16-34 y.","East Germany","355","0.211533056398437","0.191940063094134","0.231126049702741"
"Several times a year","1990","35-65 y.","West Germany","902","0.210952042931796","0.19936799872514","0.222536087138452"
"Several times a year","1990","35-65 y.","East Germany","263","0.110323807877214","0.0973148920426773","0.123332723711751"
"Several times a year","1990","66 and older","West Germany","73","0.0677712099558975","0.052582387822954","0.0829600320888411"
"Several times a year","1990","66 and older","East Germany","11","","",""
"At least once a month","1990","16-34 y.","West Germany","384","0.109890484546412","0.099727564481437","0.120053404611387"
"At least once a month","1990","16-34 y.","East Germany","71","0.0418867029174916","0.0322757501110069","0.0514976557239763"
"At least once a month","1990","35-65 y.","West Germany","387","0.0894576034785512","0.0813540527653209","0.0975611541917814"
"At least once a month","1990","35-65 y.","East Germany","75","0.0316347632076885","0.0243671402695776","0.0389023861457994"
"At least once a month","1990","66 and older","West Germany","34","0.0342693625118159","0.0232762356787003","0.0452624893449314"
"At least once a month","1990","66 and older","East Germany","2","","",""
"At lease once a week","1990","16-34 y.","West Germany","1410","0.425937264996436","0.409868990564361","0.44200553942851"
"At lease once a week","1990","16-34 y.","East Germany","310","0.188233884044269","0.169480299779793","0.206987468308746"
"At lease once a week","1990","35-65 y.","West Germany","1068","0.26204786052885","0.249561926217552","0.274533794840148"
"At lease once a week","1990","35-65 y.","East Germany","248","0.108887396088019","0.0959530166496178","0.121821775526421"
"At lease once a week","1990","66 and older","West Germany","120","0.10995065240414","0.0910469805637296","0.12885432424455"
"At lease once a week","1990","66 and older","East Germany","23","","",""
"Almost never or never","1991","16-34 y.","West Germany","","","",""
"Almost never or never","1991","16-34 y.","East Germany","","","",""
"Almost never or never","1991","35-65 y.","West Germany","","","",""
"Almost never or never","1991","35-65 y.","East Germany","","","",""
"Almost never or never","1991","66 and older","West Germany","","","",""
"Almost never or never","1991","66 and older","East Germany","","","",""
"Several times a year","1991","16-34 y.","West Germany","","","",""
"Several times a year","1991","16-34 y.","East Germany","","","",""
"Several times a year","1991","35-65 y.","West Germany","","","",""
"Several times a year","1991","35-65 y.","East Germany","","","",""
"Several times a year","1991","66 and older","West Germany","","","",""
"Several times a year","1991","66 and older","East Germany","","","",""
"At least once a month","1991","16-34 y.","West Germany","","","",""
"At least once a month","1991","16-34 y.","East Germany","","","",""
"At least once a month","1991","35-65 y.","West Germany","","","",""
"At least once a month","1991","35-65 y.","East Germany","","","",""
"At least once a month","1991","66 and older","West Germany","","","",""
"At least once a month","1991","66 and older","East Germany","","","",""
"At lease once a week","1991","16-34 y.","West Germany","","","",""
"At lease once a week","1991","16-34 y.","East Germany","","","",""
"At lease once a week","1991","35-65 y.","West Germany","","","",""
"At lease once a week","1991","35-65 y.","East Germany","","","",""
"At lease once a week","1991","66 and older","West Germany","","","",""
"At lease once a week","1991","66 and older","East Germany","","","",""
"Almost never or never","1992","16-34 y.","West Germany","1182","0.288363609204192","0.273474575419887","0.303252642988498"
"Almost never or never","1992","16-34 y.","East Germany","680","0.495908088505102","0.469538296020616","0.522277880989589"
"Almost never or never","1992","35-65 y.","West Germany","2753","0.543718014130435","0.529338365983798","0.558097662277073"
"Almost never or never","1992","35-65 y.","East Germany","1546","0.728419057362564","0.709688135147338","0.74714997957779"
"Almost never or never","1992","66 and older","West Germany","875","0.847496987985265","0.825615996094705","0.869377979875824"
"Almost never or never","1992","66 and older","East Germany","365","0.927876126095658","0.902396971079014","0.953355281112302"
"Several times a year","1992","16-34 y.","West Germany","743","0.222932881584242","0.20925296195747","0.236612801211014"
"Several times a year","1992","16-34 y.","East Germany","346","0.243107342645098","0.220483444551891","0.265731240738306"
"Several times a year","1992","35-65 y.","West Germany","702","0.165981566140658","0.155240126536722","0.176723005744594"
"Several times a year","1992","35-65 y.","East Germany","354","0.146334053853332","0.131449509469476","0.161218598237188"
"Several times a year","1992","66 and older","West Germany","31","0.0255635507874283","0.0159574738257535","0.0351696277491031"
"Several times a year","1992","66 and older","East Germany","9","","",""
"At least once a month","1992","16-34 y.","West Germany","339","0.0977464814708195","0.0879857565468799","0.107507206394759"
"At least once a month","1992","16-34 y.","East Germany","86","0.0604057513285023","0.0478408069091395","0.0729706957478651"
"At least once a month","1992","35-65 y.","West Germany","259","0.0647736447128535","0.057668019891942","0.071879269533765"
"At least once a month","1992","35-65 y.","East Germany","57","0.030967164879945","0.0236719374665389","0.0382623922933511"
"At least once a month","1992","66 and older","West Germany","21","","",""
"At least once a month","1992","66 and older","East Germany","2","","",""
"At lease once a week","1992","16-34 y.","West Germany","1292","0.390957027740747","0.374918825147723","0.406995230333771"
"At lease once a week","1992","16-34 y.","East Germany","269","0.200578817521297","0.179459415812474","0.221698219230119"
"At lease once a week","1992","35-65 y.","West Germany","895","0.225526775016053","0.213461228571031","0.237592321461076"
"At lease once a week","1992","35-65 y.","East Germany","209","0.0942797239041589","0.0819734929588752","0.106585954849443"
"At lease once a week","1992","66 and older","West Germany","110","0.108376332841132","0.089456524505467","0.127296141176797"
"At lease once a week","1992","66 and older","East Germany","20","","",""
"Almost never or never","1993","16-34 y.","West Germany","","","",""
"Almost never or never","1993","16-34 y.","East Germany","","","",""
"Almost never or never","1993","35-65 y.","West Germany","","","",""
"Almost never or never","1993","35-65 y.","East Germany","","","",""
"Almost never or never","1993","66 and older","West Germany","","","",""
"Almost never or never","1993","66 and older","East Germany","","","",""
"Several times a year","1993","16-34 y.","West Germany","","","",""
"Several times a year","1993","16-34 y.","East Germany","","","",""
"Several times a year","1993","35-65 y.","West Germany","","","",""
"Several times a year","1993","35-65 y.","East Germany","","","",""
"Several times a year","1993","66 and older","West Germany","","","",""
"Several times a year","1993","66 and older","East Germany","","","",""
"At least once a month","1993","16-34 y.","West Germany","","","",""
"At least once a month","1993","16-34 y.","East Germany","","","",""
"At least once a month","1993","35-65 y.","West Germany","","","",""
"At least once a month","1993","35-65 y.","East Germany","","","",""
"At least once a month","1993","66 and older","West Germany","","","",""
"At least once a month","1993","66 and older","East Germany","","","",""
"At lease once a week","1993","16-34 y.","West Germany","","","",""
"At lease once a week","1993","16-34 y.","East Germany","","","",""
"At lease once a week","1993","35-65 y.","West Germany","","","",""
"At lease once a week","1993","35-65 y.","East Germany","","","",""
"At lease once a week","1993","66 and older","West Germany","","","",""
"At lease once a week","1993","66 and older","East Germany","","","",""
"Almost never or never","1994","16-34 y.","West Germany","1094","0.278807196538041","0.263970606760761","0.293643786315321"
"Almost never or never","1994","16-34 y.","East Germany","591","0.488122754555534","0.460555478543739","0.515690030567329"
"Almost never or never","1994","35-65 y.","West Germany","2548","0.517039132287552","0.502310704136434","0.531767560438671"
"Almost never or never","1994","35-65 y.","East Germany","1518","0.745649806414212","0.726902799871798","0.764396812956626"
"Almost never or never","1994","66 and older","West Germany","904","0.839224381286537","0.81727657611186","0.861172186461214"
"Almost never or never","1994","66 and older","East Germany","354","0.917183969817678","0.889796070510044","0.944571869125313"
"Several times a year","1994","16-34 y.","West Germany","833","0.238230603785669","0.224135543323311","0.252325664248027"
"Several times a year","1994","16-34 y.","East Germany","327","0.236942791447636","0.213492582552231","0.260393000343041"
"Several times a year","1994","35-65 y.","West Germany","754","0.188271716589638","0.176749484938327","0.199793948240949"
"Several times a year","1994","35-65 y.","East Germany","312","0.137797974489071","0.122960008328526","0.152635940649616"
"Several times a year","1994","66 and older","West Germany","46","0.0493682665953223","0.0364241609613959","0.0623123722292488"
"Several times a year","1994","66 and older","East Germany","12","","",""
"At least once a month","1994","16-34 y.","West Germany","353","0.0930597723491112","0.0834474852763609","0.102672059421862"
"At least once a month","1994","16-34 y.","East Germany","86","0.0689996343760142","0.0550216440285107","0.0829776247235177"
"At least once a month","1994","35-65 y.","West Germany","261","0.0665070980362381","0.0591631730685893","0.0738510230038868"
"At least once a month","1994","35-65 y.","East Germany","58","0.0290698387889187","0.021837750026049","0.0363019275517885"
"At least once a month","1994","66 and older","West Germany","15","","",""
"At least once a month","1994","66 and older","East Germany","5","","",""
"At lease once a week","1994","16-34 y.","West Germany","1229","0.389902427327179","0.37376501020265","0.406039844451709"
"At lease once a week","1994","16-34 y.","East Germany","259","0.205934819620816","0.183633046984194","0.228236592257438"
"At lease once a week","1994","35-65 y.","West Germany","859","0.228182053086572","0.215812987280724","0.24055111889242"
"At lease once a week","1994","35-65 y.","East Germany","185","0.0874823803077981","0.0753196979424213","0.0996450626731748"
"At lease once a week","1994","66 and older","West Germany","111","0.098594810638773","0.0807821410992582","0.116407480178288"
"At lease once a week","1994","66 and older","East Germany","18","","",""
"Almost never or never","1995","16-34 y.","West Germany","969","0.211058054043581","0.197932758093186","0.224183349993977"
"Almost never or never","1995","16-34 y.","East Germany","326","0.286026717263311","0.260637630306565","0.311415804220058"
"Almost never or never","1995","35-65 y.","West Germany","2335","0.415295231014336","0.401293469953008","0.429296992075665"
"Almost never or never","1995","35-65 y.","East Germany","1052","0.533884786548258","0.512295630145482","0.555473942951034"
"Almost never or never","1995","66 and older","West Germany","867","0.763348407168253","0.738467775469356","0.788229038867151"
"Almost never or never","1995","66 and older","East Germany","335","0.838173786274621","0.802349582396585","0.873997990152658"
"Several times a year","1995","16-34 y.","West Germany","875","0.243266545219501","0.229465935401859","0.257067155037143"
"Several times a year","1995","16-34 y.","East Germany","393","0.319138613805644","0.292949437978578","0.345327789632711"
"Several times a year","1995","35-65 y.","West Germany","963","0.219815833541493","0.208048883103904","0.231582783979082"
"Several times a year","1995","35-65 y.","East Germany","593","0.265110928690917","0.246008439138149","0.284213418243685"
"Several times a year","1995","66 and older","West Germany","81","0.0845712180750188","0.0682831768797388","0.100859259270299"
"Several times a year","1995","66 and older","East Germany","32","0.0732187946628405","0.047880057257066","0.0985575320686151"
"At least once a month","1995","16-34 y.","West Germany","379","0.101078979701968","0.0913833323918002","0.110774627012137"
"At least once a month","1995","16-34 y.","East Germany","125","0.102127993739427","0.085114934358488","0.119141053120367"
"At least once a month","1995","35-65 y.","West Germany","319","0.0795060347574912","0.0718192204099236","0.0871928491050588"
"At least once a month","1995","35-65 y.","East Germany","95","0.045515537835095","0.0364950602471599","0.0545360154230301"
"At least once a month","1995","66 and older","West Germany","34","0.0286741457573742","0.0189046307730514","0.038443660741697"
"At least once a month","1995","66 and older","East Germany","8","","",""
"At lease once a week","1995","16-34 y.","West Germany","1490","0.444596421034949","0.428612882421431","0.460579959648468"
"At lease once a week","1995","16-34 y.","East Germany","373","0.292706675191617","0.26714325875284","0.318270091630395"
"At lease once a week","1995","35-65 y.","West Germany","1141","0.285382900686679","0.272551131236343","0.298214670137016"
"At lease once a week","1995","35-65 y.","East Germany","311","0.15548874692573","0.139806168678619","0.171171325172842"
"At lease once a week","1995","66 and older","West Germany","139","0.123406228999354","0.104152581533951","0.142659876464756"
"At lease once a week","1995","66 and older","East Germany","31","0.0702922902745036","0.0454259348246636","0.0951586457243436"
"Almost never or never","1996","16-34 y.","West Germany","1064","0.256737928515661","0.242418487328952","0.271057369702371"
"Almost never or never","1996","16-34 y.","East Germany","427","0.382761215858368","0.35509840465076","0.410424027065977"
"Almost never or never","1996","35-65 y.","West Germany","2474","0.470373554689189","0.456021477289928","0.48472563208845"
"Almost never or never","1996","35-65 y.","East Germany","1282","0.637630929274486","0.616873444431276","0.658388414117696"
"Almost never or never","1996","66 and older","West Germany","894","0.760856177457303","0.736040220385439","0.785672134529168"
"Almost never or never","1996","66 and older","East Germany","366","0.891412671676567","0.861622702408191","0.921202640944942"
"Several times a year","1996","16-34 y.","West Germany","927","0.258481136599386","0.244130023170848","0.272832250027925"
"Several times a year","1996","16-34 y.","East Germany","346","0.291649940614126","0.265782071192964","0.317517810035289"
"Several times a year","1996","35-65 y.","West Germany","895","0.208260042946104","0.196583810109594","0.219936275782614"
"Several times a year","1996","35-65 y.","East Germany","436","0.204457892246177","0.187041908676088","0.221873875816267"
"Several times a year","1996","66 and older","West Germany","75","0.0764414072298045","0.06098364140712","0.091899173052489"
"Several times a year","1996","66 and older","East Germany","21","","",""
"At least once a month","1996","16-34 y.","West Germany","387","0.101398145089911","0.0915033061728291","0.111292984006993"
"At least once a month","1996","16-34 y.","East Germany","102","0.0699464626527889","0.0554306083990191","0.0844623169065587"
"At least once a month","1996","35-65 y.","West Germany","289","0.0724516849898564","0.0649974856270216","0.0799058843526913"
"At least once a month","1996","35-65 y.","East Germany","96","0.0444396519771586","0.035540904857098","0.0533383990972192"
"At least once a month","1996","66 and older","West Germany","42","0.0448066122645838","0.0327710365731951","0.0568421879559725"
"At least once a month","1996","66 and older","East Germany","6","","",""
"At lease once a week","1996","16-34 y.","West Germany","1197","0.383382789795041","0.36744477610156","0.399320803488522"
"At lease once a week","1996","16-34 y.","East Germany","311","0.255642380874717","0.230816024094289","0.280468737655145"
"At lease once a week","1996","35-65 y.","West Germany","988","0.248914717374851","0.236481646706887","0.261347788042814"
"At lease once a week","1996","35-65 y.","East Germany","246","0.113471526502178","0.0997751945295391","0.127167858474817"
"At lease once a week","1996","66 and older","West Germany","124","0.117895803048308","0.099134660772252","0.136656945324365"
"At lease once a week","1996","66 and older","East Germany","26","","",""
"Almost never or never","1997","16-34 y.","West Germany","1051","0.272148992920196","0.25729773799602","0.287000247844371"
"Almost never or never","1997","16-34 y.","East Germany","427","0.392724524446008","0.364669640049309","0.420779408842708"
"Almost never or never","1997","35-65 y.","West Germany","2508","0.489441038892608","0.474974759009258","0.503907318775958"
"Almost never or never","1997","35-65 y.","East Germany","1299","0.657485405583293","0.636760099311532","0.678210711855055"
"Almost never or never","1997","66 and older","West Germany","906","0.796715694159814","0.773240741143847","0.820190647175781"
"Almost never or never","1997","66 and older","East Germany","368","0.85652186515886","0.823349110774987","0.889694619542733"
"Several times a year","1997","16-34 y.","West Germany","839","0.251794591294378","0.237311136650852","0.266278045937904"
"Several times a year","1997","16-34 y.","East Germany","351","0.293817607151375","0.267649702287125","0.319985512015625"
"Several times a year","1997","35-65 y.","West Germany","811","0.186924492718247","0.175642592204612","0.198206393231882"
"Several times a year","1997","35-65 y.","East Germany","389","0.190310257318363","0.17316639086746","0.207454123769265"
"Several times a year","1997","66 and older","West Germany","64","0.0600178659019403","0.0461630361328853","0.0738726956709953"
"Several times a year","1997","66 and older","East Germany","25","","",""
"At least once a month","1997","16-34 y.","West Germany","332","0.0885049882385374","0.0790273622576422","0.0979826142194326"
"At least once a month","1997","16-34 y.","East Germany","76","0.0658917604315725","0.0516394341004585","0.0801440867626865"
"At least once a month","1997","35-65 y.","West Germany","251","0.0606419802657692","0.0537350355147159","0.0675489250168224"
"At least once a month","1997","35-65 y.","East Germany","80","0.0342809041002012","0.0263345136404104","0.042227294559992"
"At least once a month","1997","66 and older","West Germany","20","","",""
"At least once a month","1997","66 and older","East Germany","4","","",""
"At lease once a week","1997","16-34 y.","West Germany","1228","0.387551427546889","0.371294516578612","0.403808338515165"
"At lease once a week","1997","16-34 y.","East Germany","310","0.247566107971045","0.222771835465504","0.272360380476585"
"At lease once a week","1997","35-65 y.","West Germany","1017","0.262992488123376","0.250251845024196","0.275733131222555"
"At lease once a week","1997","35-65 y.","East Germany","246","0.117923432998143","0.103837956046609","0.132008909949676"
"At lease once a week","1997","66 and older","West Germany","139","0.127359400824576","0.107913219503993","0.146805582145158"
"At lease once a week","1997","66 and older","East Germany","32","0.0785841307407552","0.0531208290532683","0.104047432428242"
"Almost never or never","1998","16-34 y.","West Germany","881","0.206509378190763","0.193386013765678","0.219632742615849"
"Almost never or never","1998","16-34 y.","East Germany","310","0.274361768791699","0.249116538134992","0.299606999448407"
"Almost never or never","1998","35-65 y.","West Germany","2304","0.380340084791466","0.367281248440831","0.393398921142101"
"Almost never or never","1998","35-65 y.","East Germany","1032","0.492080213238255","0.471074658155567","0.513085768320943"
"Almost never or never","1998","66 and older","West Germany","1048","0.74034581504283","0.717246716999879","0.76344491308578"
"Almost never or never","1998","66 and older","East Germany","366","0.770367817718387","0.732583632883245","0.808152002553529"
"Several times a year","1998","16-34 y.","West Germany","917","0.239477952109199","0.225642509007044","0.253313395211354"
"Several times a year","1998","16-34 y.","East Germany","362","0.311659798777305","0.285453877733944","0.337865719820667"
"Several times a year","1998","35-65 y.","West Germany","1128","0.218999483441843","0.207874767407538","0.230124199476147"
"Several times a year","1998","35-65 y.","East Germany","630","0.280864210510345","0.26198115377129","0.299747267249401"
"Several times a year","1998","66 and older","West Germany","120","0.0958602653254374","0.0803500746373765","0.111370456013498"
"Several times a year","1998","66 and older","East Germany","46","0.0955312028660568","0.0691245089084245","0.121937896823689"
"At least once a month","1998","16-34 y.","West Germany","407","0.11346679781426","0.103184591771147","0.123749003857373"
"At least once a month","1998","16-34 y.","East Germany","119","0.0933851715455559","0.0769222147872665","0.109848128303845"
"At least once a month","1998","35-65 y.","West Germany","413","0.0837673302173533","0.0763151739710645","0.0912194864636421"
"At least once a month","1998","35-65 y.","East Germany","120","0.0525001418993028","0.0431290874580802","0.0618711963405255"
"At least once a month","1998","66 and older","West Germany","35","0.0212497060619475","0.0136518254997072","0.0288475866241878"
"At least once a month","1998","66 and older","East Germany","12","","",""
"At lease once a week","1998","16-34 y.","West Germany","1450","0.440545871885777","0.424451196945141","0.456640546826413"
"At lease once a week","1998","16-34 y.","East Germany","409","0.320593260885439","0.294187445194524","0.346999076576355"
"At lease once a week","1998","35-65 y.","West Germany","1464","0.316893101549338","0.304377767196169","0.329408435902507"
