"m11104","year","age_gr","sampreg","n","percent","lower_confidence","upper_confidence"
"Several times a year","2013","35-65 y.","East Germany","586","0.188173609802019","0.174795698158948","0.20155152144509"
"Several times a year","2013","66 and older","West Germany","348","0.0905566286578667","0.0813408315204572","0.0997724257952761"
"Several times a year","2013","66 and older","East Germany","145","0.135065841233967","0.11599566091312","0.154136021554815"
"At least once a month","2013","16-34 y.","West Germany","311","0.0791585153507354","0.0712081426855625","0.0871088880159082"
"At least once a month","2013","16-34 y.","East Germany","83","0.080504285471645","0.0651489682903873","0.0958596026529027"
"At least once a month","2013","35-65 y.","West Germany","551","0.0501210379229296","0.0461546446512605","0.0540874311945986"
"At least once a month","2013","35-65 y.","East Germany","170","0.0519071423718375","0.0443140902625263","0.0595001944811488"
"At least once a month","2013","66 and older","West Germany","112","0.0317755563022264","0.0261428182497023","0.0374082943547506"
"At least once a month","2013","66 and older","East Germany","28","","",""
"At lease once a week","2013","16-34 y.","West Germany","2447","0.627974016477688","0.61374077879136","0.642207254164016"
"At lease once a week","2013","16-34 y.","East Germany","513","0.495186502161963","0.466968626497075","0.52340437782685"
"At lease once a week","2013","35-65 y.","West Germany","5794","0.496971645792529","0.487882697166121","0.506060594418936"
"At lease once a week","2013","35-65 y.","East Germany","1301","0.397291617800236","0.380542740555982","0.414040495044489"
"At lease once a week","2013","66 and older","West Germany","1614","0.409524833173248","0.393733241992243","0.425316424354252"
"At lease once a week","2013","66 and older","East Germany","437","0.330038797942209","0.303802785024215","0.356274810860203"
"Almost never or never","2014","16-34 y.","West Germany","","","",""
"Almost never or never","2014","16-34 y.","East Germany","","","",""
"Almost never or never","2014","35-65 y.","West Germany","","","",""
"Almost never or never","2014","35-65 y.","East Germany","","","",""
"Almost never or never","2014","66 and older","West Germany","","","",""
"Almost never or never","2014","66 and older","East Germany","","","",""
"Several times a year","2014","16-34 y.","West Germany","","","",""
"Several times a year","2014","16-34 y.","East Germany","","","",""
"Several times a year","2014","35-65 y.","West Germany","","","",""
"Several times a year","2014","35-65 y.","East Germany","","","",""
"Several times a year","2014","66 and older","West Germany","","","",""
"Several times a year","2014","66 and older","East Germany","","","",""
"At least once a month","2014","16-34 y.","West Germany","","","",""
"At least once a month","2014","16-34 y.","East Germany","","","",""
"At least once a month","2014","35-65 y.","West Germany","","","",""
"At least once a month","2014","35-65 y.","East Germany","","","",""
"At least once a month","2014","66 and older","West Germany","","","",""
"At least once a month","2014","66 and older","East Germany","","","",""
"At lease once a week","2014","16-34 y.","West Germany","","","",""
"At lease once a week","2014","16-34 y.","East Germany","","","",""
"At lease once a week","2014","35-65 y.","West Germany","","","",""
"At lease once a week","2014","35-65 y.","East Germany","","","",""
"At lease once a week","2014","66 and older","West Germany","","","",""
"At lease once a week","2014","66 and older","East Germany","","","",""
"Almost never or never","2015","16-34 y.","West Germany","1520","0.207739817356938","0.197085778386242","0.218393856327634"
"Almost never or never","2015","16-34 y.","East Germany","417","0.304286716871135","0.277495664030322","0.331077769711947"
"Almost never or never","2015","35-65 y.","West Germany","4522","0.354282723329643","0.345782275977192","0.362783170682094"
"Almost never or never","2015","35-65 y.","East Germany","1367","0.442871533258194","0.425277635840177","0.460465430676211"
"Almost never or never","2015","66 and older","West Germany","1868","0.523443212905213","0.507350126426009","0.539536299384417"
"Almost never or never","2015","66 and older","East Germany","733","0.617022616824516","0.589878242076649","0.644166991572383"
"Several times a year","2015","16-34 y.","West Germany","821","0.137532590944969","0.128487880829292","0.146577301060646"
"Several times a year","2015","16-34 y.","East Germany","160","0.147327995029913","0.126690034496398","0.167965955563427"
"Several times a year","2015","35-65 y.","West Germany","1827","0.155442779531533","0.149003379463805","0.161882179599262"
"Several times a year","2015","35-65 y.","East Germany","467","0.157963712809798","0.145045882713529","0.170881542906066"
"Several times a year","2015","66 and older","West Germany","302","0.0808934442019748","0.0721075327025523","0.0896793557013972"
"Several times a year","2015","66 and older","East Germany","118","0.0943040870228428","0.0779848744873232","0.110623299558362"
"At least once a month","2015","16-34 y.","West Germany","377","0.0821326468078416","0.0749220972796528","0.0893431963360304"
"At least once a month","2015","16-34 y.","East Germany","90","0.0739454873569357","0.0587082143079519","0.0891827604059194"
"At least once a month","2015","35-65 y.","West Germany","662","0.0576358035840964","0.053493888827848","0.0617777183403448"
"At least once a month","2015","35-65 y.","East Germany","195","0.0635295952581021","0.0548902551664292","0.072168935349775"
"At least once a month","2015","66 and older","West Germany","94","0.0250717528958438","0.0200341270881017","0.030109378703586"
"At least once a month","2015","66 and older","East Germany","31","0.0258864510442546","0.0170193065384824","0.0347535955500267"
"At lease once a week","2015","16-34 y.","West Germany","2852","0.572594944890251","0.559603301966574","0.585586587813929"
"At lease once a week","2015","16-34 y.","East Germany","466","0.474439800742017","0.445363782824093","0.503515818659942"
"At lease once a week","2015","35-65 y.","West Germany","5151","0.432638693554727","0.423833515800394","0.44144387130906"
"At lease once a week","2015","35-65 y.","East Germany","1033","0.335635158673906","0.318909526468886","0.352360790878925"
"At lease once a week","2015","66 and older","West Germany","1436","0.370591589996969","0.355029738039211","0.386153441954726"
"At lease once a week","2015","66 and older","East Germany","350","0.262786845108387","0.238209153774321","0.287364536442453"
"Almost never or never","2016","16-34 y.","West Germany","","","",""
"Almost never or never","2016","16-34 y.","East Germany","","","",""
"Almost never or never","2016","35-65 y.","West Germany","","","",""
"Almost never or never","2016","35-65 y.","East Germany","","","",""
"Almost never or never","2016","66 and older","West Germany","","","",""
"Almost never or never","2016","66 and older","East Germany","","","",""
"Several times a year","2016","16-34 y.","West Germany","","","",""
"Several times a year","2016","16-34 y.","East Germany","","","",""
"Several times a year","2016","35-65 y.","West Germany","","","",""
"Several times a year","2016","35-65 y.","East Germany","","","",""
"Several times a year","2016","66 and older","West Germany","","","",""
"Several times a year","2016","66 and older","East Germany","","","",""
"At least once a month","2016","16-34 y.","West Germany","","","",""
"At least once a month","2016","16-34 y.","East Germany","","","",""
"At least once a month","2016","35-65 y.","West Germany","","","",""
"At least once a month","2016","35-65 y.","East Germany","","","",""
"At least once a month","2016","66 and older","West Germany","","","",""
"At least once a month","2016","66 and older","East Germany","","","",""
"At lease once a week","2016","16-34 y.","West Germany","","","",""
"At lease once a week","2016","16-34 y.","East Germany","","","",""
"At lease once a week","2016","35-65 y.","West Germany","","","",""
"At lease once a week","2016","35-65 y.","East Germany","","","",""
"At lease once a week","2016","66 and older","West Germany","","","",""
"At lease once a week","2016","66 and older","East Germany","","","",""
"Almost never or never","2017","16-34 y.","West Germany","2480","0.223787011884832","0.214609791641057","0.232964232128606"
"Almost never or never","2017","16-34 y.","East Germany","526","0.287222306724757","0.264675291040291","0.309769322409224"
"Almost never or never","2017","35-65 y.","West Germany","5412","0.343647501631784","0.335800651743006","0.351494351520562"
"Almost never or never","2017","35-65 y.","East Germany","1593","0.4190411493467","0.402880941104652","0.435201357588747"
"Almost never or never","2017","66 and older","West Germany","1789","0.496750491832133","0.48088262382992","0.512618359834346"
"Almost never or never","2017","66 and older","East Germany","666","0.568482021679915","0.540858920973473","0.596105122386357"
"Several times a year","2017","16-34 y.","West Germany","1113","0.138204065980812","0.130604900646093","0.145803231315532"
"Several times a year","2017","16-34 y.","East Germany","225","0.129850848181378","0.113100563977649","0.146601132385108"
"Several times a year","2017","35-65 y.","West Germany","1979","0.142493303949647","0.13671784945937","0.148268758439925"
"Several times a year","2017","35-65 y.","East Germany","553","0.164793673379119","0.152642643591198","0.17694470316704"
"Several times a year","2017","66 and older","West Germany","334","0.0842764116373542","0.075459977545555","0.0930928457291535"
"Several times a year","2017","66 and older","East Germany","111","0.0878239777702573","0.0720383997163812","0.103609555824133"
"At least once a month","2017","16-34 y.","West Germany","502","0.063578811508977","0.0582060806985313","0.0689515423194228"
"At least once a month","2017","16-34 y.","East Germany","101","0.0818561214360767","0.0681950775323956","0.0955171653397578"
"At least once a month","2017","35-65 y.","West Germany","703","0.0539411196251722","0.0502087105267086","0.0576735287236357"
"At least once a month","2017","35-65 y.","East Germany","196","0.057426074376831","0.0498060176235418","0.0650461311301201"
"At least once a month","2017","66 and older","West Germany","115","0.0296332648498837","0.0242516148696588","0.0350149148301087"
"At least once a month","2017","66 and older","East Germany","30","0.0183446462360998","0.0108603873351996","0.0258289051369999"
"At lease once a week","2017","16-34 y.","West Germany","3828","0.574430110625379","0.563543133568866","0.585317087681892"
"At lease once a week","2017","16-34 y.","East Germany","695","0.501070723657788","0.476155089654218","0.525986357661357"
"At lease once a week","2017","35-65 y.","West Germany","5978","0.459918074793396","0.451683517829649","0.468152631757144"
"At lease once a week","2017","35-65 y.","East Germany","1239","0.358739102897351","0.343029953551725","0.374448252242976"
"At lease once a week","2017","66 and older","West Germany","1576","0.389339831680629","0.37386514154097","0.404814521820289"
"At lease once a week","2017","66 and older","East Germany","428","0.325349354313728","0.29921997719527","0.351478731432185"
"Almost never or never","2018","16-34 y.","West Germany","710","0.333836416300584","0.311810919559296","0.355861913041871"
"Almost never or never","2018","16-34 y.","East Germany","121","0.294763552204144","0.242106552213305","0.347420552194983"
"Almost never or never","2018","35-65 y.","West Germany","824","0.526856727805253","0.501674032140186","0.55203942347032"
"Almost never or never","2018","35-65 y.","East Germany","142","0.518408713677077","0.458249713385284","0.57856771396887"
"Almost never or never","2018","66 and older","West Germany","21","","",""
"Almost never or never","2018","66 and older","East Germany","1","","",""
"Several times a year","2018","16-34 y.","West Germany","310","0.185578408030482","0.1674208778354","0.203735938225564"
"Several times a year","2018","16-34 y.","East Germany","28","","",""
"Several times a year","2018","35-65 y.","West Germany","242","0.140248480554795","0.12273408411391","0.157762876995681"
"Several times a year","2018","35-65 y.","East Germany","36","0.133204525115308","0.0922932551501892","0.174115795080426"
"Several times a year","2018","66 and older","West Germany","2","","",""
"Several times a year","2018","66 and older","East Germany","","","",""
"At least once a month","2018","16-34 y.","West Germany","105","0.0716979699289285","0.0596485402155308","0.0837473996423261"
"At least once a month","2018","16-34 y.","East Germany","9","","",""
"At least once a month","2018","35-65 y.","West Germany","98","0.0849569924831844","0.0708939290541858","0.099020055912183"
"At least once a month","2018","35-65 y.","East Germany","3","","",""
"At least once a month","2018","66 and older","West Germany","1","","",""
"At least once a month","2018","66 and older","East Germany","","","",""
"At lease once a week","2018","16-34 y.","West Germany","636","0.408887205740006","0.385925436212029","0.431848975267983"
"At lease once a week","2018","16-34 y.","East Germany","130","0.540406484795493","0.482849362903883","0.597963606687103"
"At lease once a week","2018","35-65 y.","West Germany","346","0.247937799156767","0.226157799482041","0.269717798831493"
"At lease once a week","2018","35-65 y.","East Germany","84","0.341267124073522","0.284181461032258","0.398352787114785"
"At lease once a week","2018","66 and older","West Germany","6","","",""
"At lease once a week","2018","66 and older","East Germany","","","",""
"Almost never or never","2019","16-34 y.","West Germany","1409","0.176681245519513","0.167004865543907","0.186357625495119"
"Almost never or never","2019","16-34 y.","East Germany","324","0.210325976246948","0.187296415203528","0.233355537290368"
"Almost never or never","2019","35-65 y.","West Germany","3788","0.26737658655781","0.259870246606608","0.274882926509012"
"Almost never or never","2019","35-65 y.","East Germany","1131","0.290909889855993","0.275914419307428","0.305905360404558"
"Almost never or never","2019","66 and older","West Germany","1406","0.39029061546411","0.375037359055862","0.405543871872358"
"Almost never or never","2019","66 and older","East Germany","529","0.450636405401967","0.423733853158743","0.477538957645191"
"Several times a year","2019","16-34 y.","West Germany","722","0.1197579868929","0.111520647237767","0.127995326548033"
"Several times a year","2019","16-34 y.","East Germany","189","0.134722674780395","0.115429074030772","0.154016275530017"
"Several times a year","2019","35-65 y.","West Germany","1798","0.139840843290411","0.133958741030304","0.145722945550518"
"Several times a year","2019","35-65 y.","East Germany","560","0.171632754720008","0.159183547766214","0.184081961673802"
"Several times a year","2019","66 and older","West Germany","392","0.107580404548962","0.0978918673278383","0.117268941770086"
"Several times a year","2019","66 and older","East Germany","160","0.124301269298134","0.106462472838271","0.142140065757998"
"At least once a month","2019","16-34 y.","West Germany","380","0.0638606553701489","0.0576573863106796","0.0700639244296181"
"At least once a month","2019","16-34 y.","East Germany","94","0.0814983926386478","0.0660376710583838","0.0969591142189117"
"At least once a month","2019","35-65 y.","West Germany","565","0.0456106167175749","0.0420720945806625","0.0491491388544874"
"At least once a month","2019","35-65 y.","East Germany","175","0.0539118438625123","0.0464552921042249","0.0613683956207998"
"At least once a month","2019","66 and older","West Germany","100","0.02510674673985","0.0202148100270656","0.0299986834526344"
"At least once a month","2019","66 and older","East Germany","49","0.0431752889632917","0.0321856297234764","0.0541649482031071"
"At lease once a week","2019","16-34 y.","West Germany","3457","0.639700112217438","0.627519925086091","0.651880299348786"
"At lease once a week","2019","16-34 y.","East Germany","596","0.57345295633401","0.545505155253259","0.601400757414761"
"At lease once a week","2019","35-65 y.","West Germany","7204","0.547171953434204","0.53872977129193","0.555614135576477"
"At lease once a week","2019","35-65 y.","East Germany","1658","0.483545511561487","0.46704623708333","0.500044786039644"
"At lease once a week","2019","66 and older","West Germany","2031","0.477022233247078","0.461404500014342","0.492639966479814"
"At lease once a week","2019","66 and older","East Germany","576","0.381887036336607","0.355617537201312","0.408156535471902"
