"m11104","year","age_gr","bula_h","n","percent","lower_confidence","upper_confidence","value"
"Several times a year","2005","35-65 y.","Hesse","149","0.201322225488316","0.173690659989858","0.228953790986774","2"
"Several times a year","2005","35-65 y.","Rhineland-Palatinate,Saarland","131","0.232550357303626","0.201254812183851","0.263845902423402","2"
"Several times a year","2005","35-65 y.","Baden-Württemberg","223","0.170543482921368","0.150891090923221","0.190195874919516","2"
"Several times a year","2005","35-65 y.","Bavaria","411","0.228851732020716","0.208655115156276","0.249048348885156","2"
"Several times a year","2005","35-65 y.","Berlin","90","0.192150133781153","0.154954228747867","0.229346038814438","2"
"Several times a year","2005","35-65 y.","Brandenburg","132","0.32534299731702","0.283032328984687","0.367653665649352","2"
"Several times a year","2005","16-34 y.","Hamburg","10","","","","2"
"Several times a year","2005","16-34 y.","Lower Saxony","96","0.221836303500299","0.183701855652035","0.259970751348562","2"
"Several times a year","2005","16-34 y.","North Rhine-Westphalia","240","0.220375697695729","0.195586042582847","0.24516535280861","2"
"Several times a year","2005","16-34 y.","Hesse","62","0.195454843091891","0.152863198996636","0.238046487187145","2"
"Several times a year","2005","16-34 y.","Rhineland-Palatinate,Saarland","58","0.230333719554072","0.179924417481986","0.280743021626157","2"
"Several times a year","2005","16-34 y.","Berlin","49","0.258910050611434","0.199381358613873","0.318438742608994","2"
"Several times a year","2005","35-65 y.","Mecklenburg-Western Pomerania","67","0.263621577507839","0.211829098649847","0.31541405636583","2"
"Several times a year","2005","35-65 y.","Saxony","184","0.223335844802795","0.195221358635406","0.251450330970184","2"
"Several times a year","2005","35-65 y.","Saxony-Anhalt","97","0.186200373488358","0.151340215478199","0.221060531498517","2"
"Several times a year","2005","35-65 y.","Thuringia","106","0.21314107226419","0.17595869575979","0.25032344876859","2"
"Several times a year","2005","66 and older","Schleswig-Holstein","27","","","","2"
"Several times a year","2005","16-34 y.","Schleswig-Holstein","40","0.325137379394967","0.249155015528272","0.401119743261662","2"
"Several times a year","2005","16-34 y.","Bremen","10","","","","2"
"Several times a year","2005","66 and older","Hamburg","6","","","","2"
"Several times a year","2005","66 and older","Lower Saxony","21","","","","2"
"Several times a year","2005","66 and older","Bremen","2","","","","2"
"Several times a year","2005","66 and older","North Rhine-Westphalia","55","0.0530990578524369","0.0377140155872123","0.0684841001176615","2"
"Several times a year","2005","66 and older","Hesse","17","","","","2"
"Several times a year","2005","66 and older","Baden-Württemberg","21","","","","2"
"Several times a year","2005","66 and older","Rhineland-Palatinate,Saarland","14","","","","2"
"Several times a year","2005","66 and older","Bavaria","35","0.0579878396305202","0.0372513662212331","0.0787243130398073","2"
"Several times a year","2005","66 and older","Berlin","12","","","","2"
"Several times a year","2005","66 and older","Saxony","21","","","","2"
"Several times a year","2005","66 and older","Brandenburg","16","","","","2"
"Several times a year","2005","66 and older","Mecklenburg-Western Pomerania","5","","","","2"
"Several times a year","2005","66 and older","Saxony-Anhalt","10","","","","2"
"Several times a year","2005","66 and older","Thuringia","5","","","","2"
"Almost never or never","2006","16-34 y.","Schleswig-Holstein","","","","","1"
"Almost never or never","2006","16-34 y.","Hamburg","","","","","1"
"Almost never or never","2006","16-34 y.","Lower Saxony","","","","","1"
