"m11104","year","age_gr","bula_h","n","percent","lower_confidence","upper_confidence","value"
"At lease once a week","1988","66 and older","Schleswig-Holstein","8","","","","4"
"At lease once a week","1988","66 and older","Hamburg","3","","","","4"
"At lease once a week","1988","66 and older","Lower Saxony","13","","","","4"
"At lease once a week","1988","66 and older","Bremen","5","","","","4"
"At lease once a week","1988","66 and older","North Rhine-Westphalia","23","","","","4"
"At lease once a week","1988","66 and older","Hesse","10","","","","4"
"At lease once a week","1988","66 and older","Rhineland-Palatinate,Saarland","4","","","","4"
"At lease once a week","1988","66 and older","Baden-Württemberg","10","","","","4"
"At lease once a week","1988","66 and older","Bavaria","15","","","","4"
"At lease once a week","1988","66 and older","Berlin","5","","","","4"
"At lease once a week","1988","66 and older","Brandenburg","","","","","4"
"At lease once a week","1988","66 and older","Mecklenburg-Western Pomerania","","","","","4"
"At lease once a week","1988","66 and older","Saxony","","","","","4"
"At lease once a week","1988","66 and older","Saxony-Anhalt","","","","","4"
"At lease once a week","1988","66 and older","Thuringia","","","","","4"
"At least once a month","1988","16-34 y.","Schleswig-Holstein","7","","","","3"
"At least once a month","1988","16-34 y.","Hamburg","4","","","","3"
"At least once a month","1988","16-34 y.","Lower Saxony","26","","","","3"
"At least once a month","1988","16-34 y.","Bremen","","","","","3"
"At least once a month","1988","35-65 y.","Hesse","18","","","","3"
"At least once a month","1988","35-65 y.","Bavaria","49","0.0619489968909472","0.045529369860474","0.0783686239214204","3"
"At least once a month","1988","35-65 y.","Berlin","6","","","","3"
"At least once a month","1988","66 and older","Baden-Württemberg","4","","","","3"
"At least once a month","1988","66 and older","Mecklenburg-Western Pomerania","","","","","3"
"At least once a month","1988","16-34 y.","North Rhine-Westphalia","60","0.0556742057089802","0.0419226951741811","0.0694257162437793","3"
"At least once a month","1988","16-34 y.","Hesse","30","0.0826850430202191","0.0551392554084991","0.110230830631939","3"
"At least once a month","1988","16-34 y.","Rhineland-Palatinate,Saarland","22","","","","3"
"At least once a month","1988","16-34 y.","Baden-Württemberg","77","0.11443248591756","0.092005902533513","0.136859069301607","3"
"At least once a month","1988","16-34 y.","Bavaria","49","0.076168457597909","0.0552713229862062","0.0970655922096118","3"
"At least once a month","1988","16-34 y.","Berlin","5","","","","3"
"At least once a month","1988","16-34 y.","Thuringia","","","","","3"
"At least once a month","1988","35-65 y.","Schleswig-Holstein","10","","","","3"
"At least once a month","1988","35-65 y.","Lower Saxony","17","","","","3"
"At least once a month","1988","35-65 y.","Bremen","2","","","","3"
"At least once a month","1988","35-65 y.","North Rhine-Westphalia","63","0.0495142459319325","0.0380808592518787","0.0609476326119862","3"
"At least once a month","1988","35-65 y.","Rhineland-Palatinate,Saarland","19","","","","3"
"At least once a month","1988","35-65 y.","Baden-Württemberg","30","0.0404336896092189","0.0278949724854481","0.0529724067329896","3"
"At least once a month","1988","35-65 y.","Saxony-Anhalt","","","","","3"
"At least once a month","1988","66 and older","Hamburg","","","","","3"
"At least once a month","1988","66 and older","Lower Saxony","2","","","","3"
"At least once a month","1988","66 and older","Bremen","","","","","3"
"At least once a month","1988","66 and older","North Rhine-Westphalia","6","","","","3"
"At least once a month","1988","66 and older","Hesse","1","","","","3"
"At least once a month","1988","66 and older","Rhineland-Palatinate,Saarland","","","","","3"
"At least once a month","1988","66 and older","Brandenburg","","","","","3"
"At least once a month","1988","16-34 y.","Brandenburg","","","","","3"
"At least once a month","1988","16-34 y.","Mecklenburg-Western Pomerania","","","","","3"
"At least once a month","1988","16-34 y.","Saxony","","","","","3"
"At least once a month","1988","16-34 y.","Saxony-Anhalt","","","","","3"
"At least once a month","1988","35-65 y.","Hamburg","9","","","","3"
"At least once a month","1988","35-65 y.","Brandenburg","","","","","3"
"At least once a month","1988","35-65 y.","Mecklenburg-Western Pomerania","","","","","3"
"At least once a month","1988","35-65 y.","Saxony","","","","","3"
"At least once a month","1988","35-65 y.","Thuringia","","","","","3"
"At least once a month","1988","66 and older","Schleswig-Holstein","","","","","3"
"At least once a month","1988","66 and older","Bavaria","5","","","","3"
"At least once a month","1988","66 and older","Berlin","","","","","3"
"At least once a month","1988","66 and older","Saxony","","","","","3"
"At least once a month","1988","66 and older","Saxony-Anhalt","","","","","3"
"At least once a month","1988","66 and older","Thuringia","","","","","3"
"Several times a year","1988","16-34 y.","Berlin","21","","","","2"
"Several times a year","1988","16-34 y.","Bremen","10","","","","2"
"Several times a year","1988","16-34 y.","Hesse","52","0.166275789512667","0.129035916212834","0.2035156628125","2"
"Several times a year","1988","16-34 y.","Rhineland-Palatinate,Saarland","55","0.196807293158329","0.150485501861276","0.243129084455382","2"
"Several times a year","1988","16-34 y.","Baden-Württemberg","143","0.203287457294872","0.174935455366798","0.231639459222947","2"
"Several times a year","1988","16-34 y.","Bavaria","145","0.240023044456328","0.206377353747991","0.273668735164665","2"
"Several times a year","1988","16-34 y.","Lower Saxony","77","0.197358430891758","0.157958657548847","0.23675820423467","2"
"Several times a year","1988","16-34 y.","Schleswig-Holstein","22","","","","2"
"Several times a year","1988","16-34 y.","Hamburg","7","","","","2"
"Several times a year","1988","16-34 y.","North Rhine-Westphalia","199","0.207438165794922","0.183120416652736","0.231755914937109","2"
"Several times a year","1988","16-34 y.","Brandenburg","","","","","2"
"Several times a year","1988","16-34 y.","Mecklenburg-Western Pomerania","","","","","2"
"Several times a year","1988","16-34 y.","Saxony-Anhalt","","","","","2"
"Several times a year","1988","16-34 y.","Thuringia","","","","","2"
"Several times a year","1988","16-34 y.","Saxony","","","","","2"
"Several times a year","1988","35-65 y.","Schleswig-Holstein","26","","","","2"
"Several times a year","1988","35-65 y.","Bremen","6","","","","2"
"Several times a year","1988","35-65 y.","North Rhine-Westphalia","146","0.116561932399995","0.099649603149992","0.133474261649998","2"
"Several times a year","1988","35-65 y.","Lower Saxony","46","0.0974671485765132","0.0721688234560961","0.12276547369693","2"
"Several times a year","1988","35-65 y.","Hesse","45","0.115625042641038","0.0878722191179131","0.143377866164163","2"
"Several times a year","1988","35-65 y.","Baden-Württemberg","111","0.15184227210894","0.12899793391505","0.174686610302831","2"
"Several times a year","1988","35-65 y.","Bavaria","117","0.149741764346084","0.125437648913407","0.174045879778761","2"
"Several times a year","1988","35-65 y.","Berlin","22","","","","2"
"Several times a year","1988","35-65 y.","Mecklenburg-Western Pomerania","","","","","2"
"Several times a year","1988","35-65 y.","Hamburg","17","","","","2"
"Several times a year","1988","35-65 y.","Rhineland-Palatinate,Saarland","33","0.0898152780112777","0.0598613384770457","0.11976921754551","2"
"Several times a year","1988","35-65 y.","Brandenburg","","","","","2"
"Several times a year","1988","35-65 y.","Saxony","","","","","2"
"Several times a year","1988","35-65 y.","Saxony-Anhalt","","","","","2"
"Several times a year","1988","66 and older","Hamburg","3","","","","2"
"Several times a year","1988","66 and older","Mecklenburg-Western Pomerania","","","","","2"
"Several times a year","1988","66 and older","Saxony","","","","","2"
"Several times a year","1988","66 and older","Saxony-Anhalt","","","","","2"
"Several times a year","1988","66 and older","Thuringia","","","","","2"
"Several times a year","1988","35-65 y.","Thuringia","","","","","2"
"Several times a year","1988","66 and older","Schleswig-Holstein","1","","","","2"
"Several times a year","1988","66 and older","Lower Saxony","5","","","","2"
"Several times a year","1988","66 and older","Hesse","1","","","","2"
"Several times a year","1988","66 and older","Rhineland-Palatinate,Saarland","1","","","","2"
"Several times a year","1988","66 and older","Baden-Württemberg","6","","","","2"
"Several times a year","1988","66 and older","Bavaria","7","","","","2"
"Several times a year","1988","66 and older","Berlin","1","","","","2"
"Several times a year","1988","66 and older","Brandenburg","","","","","2"
"Several times a year","1988","66 and older","Bremen","1","","","","2"
"Several times a year","1988","66 and older","North Rhine-Westphalia","6","","","","2"
"Almost never or never","1989","16-34 y.","Schleswig-Holstein","","","","","1"
"Almost never or never","1989","16-34 y.","Hamburg","","","","","1"
"Almost never or never","1989","16-34 y.","Lower Saxony","","","","","1"
"Almost never or never","1989","16-34 y.","Bremen","","","","","1"
"Almost never or never","1989","16-34 y.","North Rhine-Westphalia","","","","","1"
"Almost never or never","1989","16-34 y.","Hesse","","","","","1"
"Almost never or never","1989","16-34 y.","Rhineland-Palatinate,Saarland","","","","","1"
"Almost never or never","1989","16-34 y.","Baden-Württemberg","","","","","1"
"Almost never or never","1989","16-34 y.","Bavaria","","","","","1"
"Almost never or never","1989","16-34 y.","Berlin","","","","","1"
"Almost never or never","1989","16-34 y.","Brandenburg","","","","","1"
"Almost never or never","1989","16-34 y.","Mecklenburg-Western Pomerania","","","","","1"
"Almost never or never","1989","16-34 y.","Saxony","","","","","1"
"Almost never or never","1989","16-34 y.","Saxony-Anhalt","","","","","1"
"Almost never or never","1989","16-34 y.","Thuringia","","","","","1"
"Almost never or never","1989","35-65 y.","Schleswig-Holstein","","","","","1"
"Almost never or never","1989","35-65 y.","Hamburg","","","","","1"
"Almost never or never","1989","35-65 y.","Lower Saxony","","","","","1"
"Almost never or never","1989","35-65 y.","Bremen","","","","","1"
"Almost never or never","1989","35-65 y.","North Rhine-Westphalia","","","","","1"
"Almost never or never","1989","35-65 y.","Hesse","","","","","1"
"Almost never or never","1989","35-65 y.","Rhineland-Palatinate,Saarland","","","","","1"
"Almost never or never","1989","35-65 y.","Baden-Württemberg","","","","","1"
"Almost never or never","1989","35-65 y.","Bavaria","","","","","1"
"Almost never or never","1989","35-65 y.","Berlin","","","","","1"
"Almost never or never","1989","35-65 y.","Brandenburg","","","","","1"
"Almost never or never","1989","35-65 y.","Mecklenburg-Western Pomerania","","","","","1"
"Almost never or never","1989","35-65 y.","Saxony","","","","","1"
"Almost never or never","1989","35-65 y.","Saxony-Anhalt","","","","","1"
"Almost never or never","1989","35-65 y.","Thuringia","","","","","1"
"Almost never or never","1989","66 and older","Schleswig-Holstein","","","","","1"
"Almost never or never","1989","66 and older","Hamburg","","","","","1"
"Almost never or never","1989","66 and older","Lower Saxony","","","","","1"
"Almost never or never","1989","66 and older","Bremen","","","","","1"
"Almost never or never","1989","66 and older","North Rhine-Westphalia","","","","","1"
"Almost never or never","1989","66 and older","Hesse","","","","","1"
"Almost never or never","1989","66 and older","Rhineland-Palatinate,Saarland","","","","","1"
"Almost never or never","1989","66 and older","Baden-Württemberg","","","","","1"
"Almost never or never","1989","66 and older","Bavaria","","","","","1"
"Almost never or never","1989","66 and older","Berlin","","","","","1"
"Almost never or never","1989","66 and older","Brandenburg","","","","","1"
"Almost never or never","1989","66 and older","Mecklenburg-Western Pomerania","","","","","1"
"Almost never or never","1989","66 and older","Saxony","","","","","1"
"Almost never or never","1989","66 and older","Saxony-Anhalt","","","","","1"
"Almost never or never","1989","66 and older","Thuringia","","","","","1"
"At lease once a week","1989","16-34 y.","Hamburg","","","","","4"
"At lease once a week","1989","16-34 y.","Schleswig-Holstein","","","","","4"
"At lease once a week","1989","35-65 y.","Bremen","","","","","4"
"At lease once a week","1989","16-34 y.","Lower Saxony","","","","","4"
"At lease once a week","1989","16-34 y.","Hesse","","","","","4"
"At lease once a week","1989","35-65 y.","Schleswig-Holstein","","","","","4"
"At lease once a week","1989","35-65 y.","Hamburg","","","","","4"
"At lease once a week","1989","35-65 y.","Lower Saxony","","","","","4"
"At lease once a week","1989","35-65 y.","Brandenburg","","","","","4"
"At lease once a week","1989","35-65 y.","Mecklenburg-Western Pomerania","","","","","4"
"At lease once a week","1989","35-65 y.","Saxony","","","","","4"
"At lease once a week","1989","35-65 y.","Saxony-Anhalt","","","","","4"
"At lease once a week","1989","35-65 y.","Thuringia","","","","","4"
"At lease once a week","1989","66 and older","Schleswig-Holstein","","","","","4"
"At lease once a week","1989","66 and older","Hamburg","","","","","4"
"At lease once a week","1989","35-65 y.","Hesse","","","","","4"
"At lease once a week","1989","35-65 y.","Baden-Württemberg","","","","","4"
"At lease once a week","1989","35-65 y.","Bavaria","","","","","4"
"At lease once a week","1989","35-65 y.","Rhineland-Palatinate,Saarland","","","","","4"
"At lease once a week","1989","35-65 y.","Berlin","","","","","4"
"At lease once a week","1989","16-34 y.","Bremen","","","","","4"
"At lease once a week","1989","16-34 y.","North Rhine-Westphalia","","","","","4"
"At lease once a week","1989","16-34 y.","Saxony","","","","","4"
"At lease once a week","1989","16-34 y.","Saxony-Anhalt","","","","","4"
"At lease once a week","1989","16-34 y.","Thuringia","","","","","4"
"At lease once a week","1989","35-65 y.","North Rhine-Westphalia","","","","","4"
"At lease once a week","1989","16-34 y.","Berlin","","","","","4"
"At lease once a week","1989","16-34 y.","Brandenburg","","","","","4"
"At lease once a week","1989","16-34 y.","Mecklenburg-Western Pomerania","","","","","4"
"At lease once a week","1989","16-34 y.","Rhineland-Palatinate,Saarland","","","","","4"
"At lease once a week","1989","16-34 y.","Baden-Württemberg","","","","","4"
"At lease once a week","1989","16-34 y.","Bavaria","","","","","4"
"At lease once a week","1989","66 and older","Lower Saxony","","","","","4"
"At lease once a week","1989","66 and older","Bremen","","","","","4"
"At lease once a week","1989","66 and older","North Rhine-Westphalia","","","","","4"
"At lease once a week","1989","66 and older","Hesse","","","","","4"
"At lease once a week","1989","66 and older","Rhineland-Palatinate,Saarland","","","","","4"
"At lease once a week","1989","66 and older","Baden-Württemberg","","","","","4"
"At lease once a week","1989","66 and older","Bavaria","","","","","4"
"At lease once a week","1989","66 and older","Berlin","","","","","4"
"At lease once a week","1989","66 and older","Brandenburg","","","","","4"
"At lease once a week","1989","66 and older","Mecklenburg-Western Pomerania","","","","","4"
"At lease once a week","1989","66 and older","Saxony","","","","","4"
"At lease once a week","1989","66 and older","Saxony-Anhalt","","","","","4"
"At lease once a week","1989","66 and older","Thuringia","","","","","4"
"At least once a month","1989","66 and older","Rhineland-Palatinate,Saarland","","","","","3"
"At least once a month","1989","66 and older","Hesse","","","","","3"
"At least once a month","1989","16-34 y.","Schleswig-Holstein","","","","","3"
"At least once a month","1989","16-34 y.","Hamburg","","","","","3"
"At least once a month","1989","16-34 y.","Lower Saxony","","","","","3"
"At least once a month","1989","66 and older","Schleswig-Holstein","","","","","3"
"At least once a month","1989","66 and older","Hamburg","","","","","3"
"At least once a month","1989","66 and older","Lower Saxony","","","","","3"
"At least once a month","1989","66 and older","Bremen","","","","","3"
"At least once a month","1989","66 and older","North Rhine-Westphalia","","","","","3"
"At least once a month","1989","66 and older","Baden-Württemberg","","","","","3"
"At least once a month","1989","35-65 y.","Thuringia","","","","","3"
"At least once a month","1989","66 and older","Saxony-Anhalt","","","","","3"
"At least once a month","1989","66 and older","Thuringia","","","","","3"
"At least once a month","1989","16-34 y.","Bremen","","","","","3"
"At least once a month","1989","16-34 y.","North Rhine-Westphalia","","","","","3"
"At least once a month","1989","16-34 y.","Hesse","","","","","3"
"At least once a month","1989","16-34 y.","Rhineland-Palatinate,Saarland","","","","","3"
"At least once a month","1989","16-34 y.","Baden-Württemberg","","","","","3"
"At least once a month","1989","35-65 y.","Bavaria","","","","","3"
"At least once a month","1989","35-65 y.","Berlin","","","","","3"
"At least once a month","1989","35-65 y.","Mecklenburg-Western Pomerania","","","","","3"
"At least once a month","1989","35-65 y.","Saxony","","","","","3"
"At least once a month","1989","35-65 y.","Saxony-Anhalt","","","","","3"
"At least once a month","1989","66 and older","Brandenburg","","","","","3"
"At least once a month","1989","66 and older","Mecklenburg-Western Pomerania","","","","","3"
"At least once a month","1989","66 and older","Saxony","","","","","3"
"At least once a month","1989","16-34 y.","Bavaria","","","","","3"
"At least once a month","1989","16-34 y.","Berlin","","","","","3"
"At least once a month","1989","16-34 y.","Brandenburg","","","","","3"
"At least once a month","1989","16-34 y.","Mecklenburg-Western Pomerania","","","","","3"
"At least once a month","1989","16-34 y.","Saxony","","","","","3"
"At least once a month","1989","16-34 y.","Saxony-Anhalt","","","","","3"
"At least once a month","1989","16-34 y.","Thuringia","","","","","3"
"At least once a month","1989","35-65 y.","Lower Saxony","","","","","3"
"At least once a month","1989","35-65 y.","Bremen","","","","","3"
"At least once a month","1989","35-65 y.","North Rhine-Westphalia","","","","","3"
"At least once a month","1989","35-65 y.","Hesse","","","","","3"
"At least once a month","1989","35-65 y.","Rhineland-Palatinate,Saarland","","","","","3"
"At least once a month","1989","35-65 y.","Baden-Württemberg","","","","","3"
"At least once a month","1989","35-65 y.","Brandenburg","","","","","3"
"At least once a month","1989","66 and older","Bavaria","","","","","3"
"At least once a month","1989","66 and older","Berlin","","","","","3"
"At least once a month","1989","35-65 y.","Schleswig-Holstein","","","","","3"
"At least once a month","1989","35-65 y.","Hamburg","","","","","3"
"Several times a year","1989","16-34 y.","Schleswig-Holstein","","","","","2"
"Several times a year","1989","16-34 y.","Hamburg","","","","","2"
"Several times a year","1989","16-34 y.","North Rhine-Westphalia","","","","","2"
"Several times a year","1989","16-34 y.","Rhineland-Palatinate,Saarland","","","","","2"
"Several times a year","1989","16-34 y.","Lower Saxony","","","","","2"
"Several times a year","1989","16-34 y.","Bremen","","","","","2"
"Several times a year","1989","16-34 y.","Hesse","","","","","2"
"Several times a year","1989","16-34 y.","Baden-Württemberg","","","","","2"
"Several times a year","1989","16-34 y.","Brandenburg","","","","","2"
"Several times a year","1989","16-34 y.","Saxony-Anhalt","","","","","2"
"Several times a year","1989","16-34 y.","Bavaria","","","","","2"
"Several times a year","1989","16-34 y.","Berlin","","","","","2"
"Several times a year","1989","16-34 y.","Mecklenburg-Western Pomerania","","","","","2"
"Several times a year","1989","16-34 y.","Saxony","","","","","2"
"Several times a year","1989","16-34 y.","Thuringia","","","","","2"
"Several times a year","1989","35-65 y.","Bremen","","","","","2"
"Several times a year","1989","35-65 y.","Schleswig-Holstein","","","","","2"
"Several times a year","1989","35-65 y.","Hamburg","","","","","2"
"Several times a year","1989","35-65 y.","Lower Saxony","","","","","2"
"Several times a year","1989","35-65 y.","North Rhine-Westphalia","","","","","2"
"Several times a year","1989","35-65 y.","Baden-Württemberg","","","","","2"
"Several times a year","1989","35-65 y.","Bavaria","","","","","2"
"Several times a year","1989","35-65 y.","Berlin","","","","","2"
"Several times a year","1989","35-65 y.","Hesse","","","","","2"
"Several times a year","1989","35-65 y.","Rhineland-Palatinate,Saarland","","","","","2"
"Several times a year","1989","35-65 y.","Brandenburg","","","","","2"
"Several times a year","1989","35-65 y.","Mecklenburg-Western Pomerania","","","","","2"
"Several times a year","1989","35-65 y.","Saxony","","","","","2"
"Several times a year","1989","35-65 y.","Saxony-Anhalt","","","","","2"
"Several times a year","1989","66 and older","Mecklenburg-Western Pomerania","","","","","2"
"Several times a year","1989","66 and older","Saxony","","","","","2"
"Several times a year","1989","66 and older","Thuringia","","","","","2"
"Several times a year","1989","35-65 y.","Thuringia","","","","","2"
"Several times a year","1989","66 and older","Schleswig-Holstein","","","","","2"
"Several times a year","1989","66 and older","Hamburg","","","","","2"
"Several times a year","1989","66 and older","Lower Saxony","","","","","2"
"Several times a year","1989","66 and older","Hesse","","","","","2"
"Several times a year","1989","66 and older","Bavaria","","","","","2"
"Several times a year","1989","66 and older","Berlin","","","","","2"
"Several times a year","1989","66 and older","Brandenburg","","","","","2"
"Several times a year","1989","66 and older","Saxony-Anhalt","","","","","2"
"Several times a year","1989","66 and older","Bremen","","","","","2"
"Several times a year","1989","66 and older","North Rhine-Westphalia","","","","","2"
"Several times a year","1989","66 and older","Rhineland-Palatinate,Saarland","","","","","2"
"Several times a year","1989","66 and older","Baden-Württemberg","","","","","2"
"Almost never or never","1990","16-34 y.","Schleswig-Holstein","23","","","","1"
"Almost never or never","1990","16-34 y.","Hamburg","11","","","","1"
"Almost never or never","1990","16-34 y.","Lower Saxony","88","0.216489474442952","0.174063227411552","0.258915721474353","1"
"Almost never or never","1990","16-34 y.","Bremen","11","","","","1"
"Almost never or never","1990","16-34 y.","North Rhine-Westphalia","312","0.241305440816204","0.214838833333584","0.267772048298825","1"
"Almost never or never","1990","16-34 y.","Hesse","117","0.219536898301571","0.177013560250399","0.262060236352744","1"
"Almost never or never","1990","16-34 y.","Rhineland-Palatinate,Saarland","89","0.281754705315266","0.227694305133136","0.335815105497396","1"
"Almost never or never","1990","16-34 y.","Baden-Württemberg","202","0.191798687185592","0.163257502657357","0.220339871713826","1"
"Almost never or never","1990","16-34 y.","Bavaria","128","0.166140803264387","0.136652017224352","0.195629589304421","1"
"Almost never or never","1990","16-34 y.","Berlin","90","0.324689625382501","0.266174727106782","0.38320452365822","1"
"Almost never or never","1990","16-34 y.","Brandenburg","172","0.588998591545413","0.531775976072607","0.646221207018219","1"
"Almost never or never","1990","16-34 y.","Mecklenburg-Western Pomerania","124","0.638122839153396","0.57152412797521","0.704721550331581","1"
"Almost never or never","1990","16-34 y.","Saxony","253","0.529218889285659","0.48433107392549","0.574106704645827","1"
"Almost never or never","1990","16-34 y.","Saxony-Anhalt","160","0.536477966336552","0.479669459805849","0.593286472867256","1"
"Almost never or never","1990","16-34 y.","Thuringia","173","0.604928787259349","0.548370407258603","0.661487167260095","1"
"Almost never or never","1990","35-65 y.","Schleswig-Holstein","51","0.279159270113425","0.208539235208713","0.349779305018137","1"
"Almost never or never","1990","35-65 y.","Hamburg","41","0.441635264582601","0.336067945820756","0.547202583344447","1"
"Almost never or never","1990","35-65 y.","Lower Saxony","228","0.446677231789186","0.402881511836369","0.490472951742003","1"
"Almost never or never","1990","35-65 y.","Bremen","22","","","","1"
"Almost never or never","1990","35-65 y.","North Rhine-Westphalia","654","0.439787567474858","0.412949684568797","0.466625450380919","1"
"Almost never or never","1990","35-65 y.","Hesse","296","0.468855729393683","0.425545661228166","0.512165797559201","1"
"Almost never or never","1990","35-65 y.","Rhineland-Palatinate,Saarland","191","0.574302495713211","0.519525674471609","0.629079316954813","1"
"Almost never or never","1990","35-65 y.","Baden-Württemberg","485","0.454533150307204","0.421838537282354","0.487227763332053","1"
"Almost never or never","1990","35-65 y.","Bavaria","347","0.368060479473491","0.334366052355673","0.40175490659131","1"
"Almost never or never","1990","35-65 y.","Berlin","188","0.522550280430226","0.468162235232627","0.576938325627824","1"
"Almost never or never","1990","35-65 y.","Brandenburg","275","0.736813264739686","0.69163678619811","0.781989743281262","1"
"Almost never or never","1990","35-65 y.","Mecklenburg-Western Pomerania","192","0.753754537991327","0.701286201299435","0.806222874683219","1"
"Almost never or never","1990","35-65 y.","Saxony","490","0.747525421673241","0.714848960635699","0.780201882710783","1"
"Almost never or never","1990","35-65 y.","Saxony-Anhalt","313","0.792956580623361","0.753298533518471","0.832614627728251","1"
"Almost never or never","1990","35-65 y.","Thuringia","277","0.76075641395496","0.717519443806585","0.803993384103335","1"
"Almost never or never","1990","66 and older","Schleswig-Holstein","21","","","","1"
"Almost never or never","1990","66 and older","Hamburg","27","","","","1"
"Almost never or never","1990","66 and older","Lower Saxony","93","0.806947336553297","0.736032826709054","0.877861846397541","1"
"Almost never or never","1990","66 and older","Bremen","26","","","","1"
"Almost never or never","1990","66 and older","North Rhine-Westphalia","192","0.786819668323836","0.73564067867195","0.837998657975723","1"
"Almost never or never","1990","66 and older","Hesse","82","0.789615203712571","0.712024429519397","0.867205977905745","1"
"Almost never or never","1990","66 and older","Rhineland-Palatinate,Saarland","80","0.89381117443969","0.83016253346435","0.95745981541503","1"
"Almost never or never","1990","66 and older","Baden-Württemberg","133","0.804733304439177","0.744430970264004","0.865035638614351","1"
"Almost never or never","1990","66 and older","Bavaria","143","0.72472200057853","0.662508165966505","0.786935835190555","1"
"Almost never or never","1990","66 and older","Berlin","40","0.789016603916431","0.677039246679135","0.900993961153726","1"
"Almost never or never","1990","66 and older","Brandenburg","61","0.932628672699679","0.871691353272308","0.993565992127051","1"
"Almost never or never","1990","66 and older","Mecklenburg-Western Pomerania","25","","","","1"
"Almost never or never","1990","66 and older","Saxony","127","0.916706933132013","0.871097127732005","0.962316738532021","1"
"Almost never or never","1990","66 and older","Saxony-Anhalt","86","0.908557246040825","0.850596083834881","0.966518408246768","1"
"Almost never or never","1990","66 and older","Thuringia","69","0.97282972984874","0.93501297030869","1.01064648938879","1"
"At lease once a week","1990","16-34 y.","Schleswig-Holstein","47","0.512283011268044","0.413820839113532","0.610745183422556","4"
"At lease once a week","1990","16-34 y.","Hamburg","22","","","","4"
"At lease once a week","1990","35-65 y.","Bremen","9","","","","4"
"At lease once a week","1990","16-34 y.","Hesse","135","0.440425893085807","0.389426779682436","0.491425006489178","4"
"At lease once a week","1990","35-65 y.","Schleswig-Holstein","46","0.32710160440757","0.253243471370496","0.400959737444645","4"
"At lease once a week","1990","35-65 y.","Hamburg","25","","","","4"
"At lease once a week","1990","35-65 y.","Lower Saxony","141","0.282149721217877","0.242503459734697","0.321795982701058","4"
"At lease once a week","1990","35-65 y.","Hesse","110","0.275906917913431","0.237114978122632","0.31469885770423","4"
"At lease once a week","1990","35-65 y.","Rhineland-Palatinate,Saarland","55","0.200118854331173","0.155795496284299","0.244442212378047","4"
"At lease once a week","1990","35-65 y.","Baden-Württemberg","160","0.228123852999201","0.200570884337887","0.255676821660515","4"
"At lease once a week","1990","35-65 y.","Bavaria","175","0.257693996601963","0.227137443550623","0.288250549653303","4"
"At lease once a week","1990","35-65 y.","Berlin","60","0.212117109369933","0.167603350307569","0.256630868432296","4"
"At lease once a week","1990","35-65 y.","Brandenburg","35","0.106668493929013","0.0750000980063587","0.138336889851668","4"
"At lease once a week","1990","35-65 y.","Saxony","93","0.121602826968635","0.0970200747193239","0.146185579217946","4"
"At lease once a week","1990","35-65 y.","Saxony-Anhalt","37","0.102229676998577","0.0725781528715952","0.131881201125558","4"
"At lease once a week","1990","35-65 y.","Thuringia","42","0.108673500255654","0.0771312606159377","0.14021573989537","4"
"At lease once a week","1990","66 and older","Schleswig-Holstein","4","","","","4"
"At lease once a week","1990","66 and older","Hamburg","5","","","","4"
"At lease once a week","1990","35-65 y.","Mecklenburg-Western Pomerania","20","","","","4"
"At lease once a week","1990","16-34 y.","Lower Saxony","145","0.437168532963748","0.386070116926969","0.488266949000527","4"
"At lease once a week","1990","16-34 y.","Bremen","9","","","","4"
"At lease once a week","1990","16-34 y.","North Rhine-Westphalia","386","0.410807693075985","0.380375794181178","0.441239591970791","4"
"At lease once a week","1990","16-34 y.","Saxony","95","0.19539378598878","0.159736494495099","0.231051077482462","4"
"At lease once a week","1990","16-34 y.","Saxony-Anhalt","58","0.216466991250461","0.169550370424002","0.263383612076919","4"
"At lease once a week","1990","16-34 y.","Thuringia","52","0.171953281905396","0.128297698406679","0.215608865404114","4"
"At lease once a week","1990","35-65 y.","North Rhine-Westphalia","308","0.272662795430458","0.248584194364195","0.296741396496721","4"
"At lease once a week","1990","16-34 y.","Berlin","77","0.35464666606073","0.294863727671376","0.414429604450085","4"
"At lease once a week","1990","16-34 y.","Brandenburg","41","0.146733922612585","0.1055814035421","0.187886441683071","4"
"At lease once a week","1990","16-34 y.","Mecklenburg-Western Pomerania","31","0.144022603936625","0.0953617673963128","0.192683440476938","4"
"At lease once a week","1990","16-34 y.","Rhineland-Palatinate,Saarland","110","0.44667023955581","0.386926445939279","0.506414033172341","4"
"At lease once a week","1990","16-34 y.","Baden-Württemberg","271","0.433175385113958","0.397254615049234","0.469096155178682","4"
"At lease once a week","1990","16-34 y.","Bavaria","241","0.408620553299153","0.369674307808779","0.447566798789528","4"
"At lease once a week","1990","66 and older","Lower Saxony","17","","","","4"
"At lease once a week","1990","66 and older","Bremen","4","","","","4"
"At lease once a week","1990","66 and older","North Rhine-Westphalia","28","","","","4"
"At lease once a week","1990","66 and older","Hesse","15","","","","4"
"At lease once a week","1990","66 and older","Rhineland-Palatinate,Saarland","5","","","","4"
"At lease once a week","1990","66 and older","Baden-Württemberg","14","","","","4"
"At lease once a week","1990","66 and older","Bavaria","24","","","","4"
"At lease once a week","1990","66 and older","Berlin","6","","","","4"
"At lease once a week","1990","66 and older","Brandenburg","3","","","","4"
"At lease once a week","1990","66 and older","Mecklenburg-Western Pomerania","2","","","","4"
