"m11104","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence","value"
"At least once a month","1999","Couple + C. LE and GT 16","indirect migration background","15","","","","3"
"At least once a month","1999","Couple + C. LE 16 ","direct migration background","38","0.0841863213623411","0.0615302547031645","0.106842388021518","3"
"At least once a month","1999","Couple + C. LE 16 ","indirect migration background","8","","","","3"
"At least once a month","1999","Couple + C. GT 16 ","no migration background","151","0.0755975785538488","0.063587125662088","0.0876080314456096","3"
"At least once a month","1999","Couple + C. GT 16 ","direct migration background","19","","","","3"
"At least once a month","1999","Couple + C. LE and GT 16","no migration background","59","0.0819318174146618","0.0633848798317513","0.100478754997572","3"
"At least once a month","1999","Couple + C. LE and GT 16","direct migration background","8","","","","3"
"Several times a year","1999","1-pers.-HH","direct migration background","21","","","","2"
"Several times a year","1999","1-pers.-HH","indirect migration background","18","","","","2"
"Several times a year","1999","(Married) couple without C. ","no migration background","599","0.162206385665076","0.149880333254681","0.17453243807547","2"
"Several times a year","1999","(Married) couple without C. ","direct migration background","58","0.108368272254597","0.0828944620758834","0.133842082433311","2"
"Several times a year","1999","1-pers.-HH","no migration background","213","0.132029210859585","0.114605058560899","0.14945336315827","2"
"Several times a year","1999","(Married) couple without C. ","indirect migration background","22","","","","2"
"Several times a year","1999","Single parent ","no migration background","129","0.240655176890105","0.205154419719503","0.276155934060707","2"
"Several times a year","1999","Single parent ","direct migration background","18","","","","2"
"Several times a year","1999","Single parent ","indirect migration background","11","","","","2"
"Several times a year","1999","Couple + C. LE 16 ","no migration background","657","0.289294516543173","0.270926497616166","0.307662535470181","2"
"Several times a year","1999","Couple + C. GT 16 ","no migration background","420","0.205560583080075","0.187200475698596","0.223920690461553","2"
"Several times a year","1999","Couple + C. LE 16 ","direct migration background","123","0.209440584531939","0.17623907246795","0.242642096595929","2"
"Several times a year","1999","Couple + C. LE 16 ","indirect migration background","32","0.340611274704737","0.247257740976751","0.433964808432724","2"
"Several times a year","1999","Couple + C. GT 16 ","direct migration background","54","0.12723346804014","0.0958823559509014","0.158584580129379","2"
"Several times a year","1999","Couple + C. LE and GT 16","direct migration background","35","0.14535097744311","0.0983481380630059","0.192353816823215","2"
"Several times a year","1999","Couple + C. LE and GT 16","indirect migration background","26","","","","2"
"Several times a year","1999","Couple + C. GT 16 ","indirect migration background","58","0.246931374078439","0.186406178822056","0.307456569334822","2"
"Several times a year","1999","Couple + C. LE and GT 16","no migration background","211","0.24725733055194","0.218082636962948","0.276432024140932","2"
"Almost never or never","2000","1-pers.-HH","no migration background","","","","","1"
"Almost never or never","2000","1-pers.-HH","direct migration background","","","","","1"
"Almost never or never","2000","1-pers.-HH","indirect migration background","","","","","1"
"Almost never or never","2000","(Married) couple without C. ","no migration background","","","","","1"
"Almost never or never","2000","(Married) couple without C. ","direct migration background","","","","","1"
"Almost never or never","2000","(Married) couple without C. ","indirect migration background","","","","","1"
"Almost never or never","2000","Single parent ","no migration background","","","","","1"
"Almost never or never","2000","Single parent ","direct migration background","","","","","1"
"Almost never or never","2000","Single parent ","indirect migration background","","","","","1"
"Almost never or never","2000","Couple + C. LE 16 ","no migration background","","","","","1"
"Almost never or never","2000","Couple + C. LE 16 ","direct migration background","","","","","1"
"Almost never or never","2000","Couple + C. LE 16 ","indirect migration background","","","","","1"
"Almost never or never","2000","Couple + C. GT 16 ","no migration background","","","","","1"
"Almost never or never","2000","Couple + C. GT 16 ","direct migration background","","","","","1"
"Almost never or never","2000","Couple + C. LE and GT 16","indirect migration background","","","","","1"
"Almost never or never","2000","Couple + C. LE and GT 16","no migration background","","","","","1"
"Almost never or never","2000","Couple + C. LE and GT 16","direct migration background","","","","","1"
"Almost never or never","2000","Couple + C. GT 16 ","indirect migration background","","","","","1"
"At lease once a week","2000","1-pers.-HH","no migration background","","","","","4"
"At lease once a week","2000","1-pers.-HH","direct migration background","","","","","4"
"At lease once a week","2000","1-pers.-HH","indirect migration background","","","","","4"
"At lease once a week","2000","(Married) couple without C. ","no migration background","","","","","4"
"At lease once a week","2000","(Married) couple without C. ","direct migration background","","","","","4"
"At lease once a week","2000","(Married) couple without C. ","indirect migration background","","","","","4"
"At lease once a week","2000","Single parent ","no migration background","","","","","4"
"At lease once a week","2000","Single parent ","direct migration background","","","","","4"
"At lease once a week","2000","Single parent ","indirect migration background","","","","","4"
"At lease once a week","2000","Couple + C. LE 16 ","no migration background","","","","","4"
"At lease once a week","2000","Couple + C. GT 16 ","no migration background","","","","","4"
"At lease once a week","2000","Couple + C. GT 16 ","direct migration background","","","","","4"
"At lease once a week","2000","Couple + C. LE 16 ","direct migration background","","","","","4"
"At lease once a week","2000","Couple + C. LE 16 ","indirect migration background","","","","","4"
"At lease once a week","2000","Couple + C. GT 16 ","indirect migration background","","","","","4"
"At lease once a week","2000","Couple + C. LE and GT 16","no migration background","","","","","4"
"At lease once a week","2000","Couple + C. LE and GT 16","direct migration background","","","","","4"
"At lease once a week","2000","Couple + C. LE and GT 16","indirect migration background","","","","","4"
"At least once a month","2000","1-pers.-HH","no migration background","","","","","3"
"At least once a month","2000","1-pers.-HH","direct migration background","","","","","3"
"At least once a month","2000","(Married) couple without C. ","no migration background","","","","","3"
"At least once a month","2000","(Married) couple without C. ","direct migration background","","","","","3"
"At least once a month","2000","1-pers.-HH","indirect migration background","","","","","3"
"At least once a month","2000","(Married) couple without C. ","indirect migration background","","","","","3"
"At least once a month","2000","Single parent ","no migration background","","","","","3"
"At least once a month","2000","Single parent ","direct migration background","","","","","3"
"At least once a month","2000","Single parent ","indirect migration background","","","","","3"
"At least once a month","2000","Couple + C. LE 16 ","no migration background","","","","","3"
"At least once a month","2000","Couple + C. GT 16 ","indirect migration background","","","","","3"
"At least once a month","2000","Couple + C. LE and GT 16","indirect migration background","","","","","3"
"At least once a month","2000","Couple + C. GT 16 ","no migration background","","","","","3"
"At least once a month","2000","Couple + C. GT 16 ","direct migration background","","","","","3"
"At least once a month","2000","Couple + C. LE 16 ","direct migration background","","","","","3"
"At least once a month","2000","Couple + C. LE 16 ","indirect migration background","","","","","3"
"At least once a month","2000","Couple + C. LE and GT 16","no migration background","","","","","3"
"At least once a month","2000","Couple + C. LE and GT 16","direct migration background","","","","","3"
"Several times a year","2000","1-pers.-HH","direct migration background","","","","","2"
"Several times a year","2000","1-pers.-HH","indirect migration background","","","","","2"
"Several times a year","2000","(Married) couple without C. ","no migration background","","","","","2"
"Several times a year","2000","(Married) couple without C. ","direct migration background","","","","","2"
"Several times a year","2000","1-pers.-HH","no migration background","","","","","2"
"Several times a year","2000","(Married) couple without C. ","indirect migration background","","","","","2"
"Several times a year","2000","Single parent ","no migration background","","","","","2"
"Several times a year","2000","Single parent ","direct migration background","","","","","2"
"Several times a year","2000","Single parent ","indirect migration background","","","","","2"
"Several times a year","2000","Couple + C. LE 16 ","no migration background","","","","","2"
"Several times a year","2000","Couple + C. GT 16 ","no migration background","","","","","2"
"Several times a year","2000","Couple + C. LE 16 ","direct migration background","","","","","2"
"Several times a year","2000","Couple + C. LE 16 ","indirect migration background","","","","","2"
"Several times a year","2000","Couple + C. GT 16 ","direct migration background","","","","","2"
"Several times a year","2000","Couple + C. LE and GT 16","direct migration background","","","","","2"
"Several times a year","2000","Couple + C. LE and GT 16","indirect migration background","","","","","2"
"Several times a year","2000","Couple + C. GT 16 ","indirect migration background","","","","","2"
"Several times a year","2000","Couple + C. LE and GT 16","no migration background","","","","","2"
"Almost never or never","2001","1-pers.-HH","no migration background","1399","0.553766538246661","0.534836498165227","0.572696578328094","1"
"Almost never or never","2001","1-pers.-HH","direct migration background","148","0.607503601159722","0.545335702990447","0.669671499328996","1"
"Almost never or never","2001","1-pers.-HH","indirect migration background","29","","","","1"
"Almost never or never","2001","(Married) couple without C. ","no migration background","3353","0.566018383621099","0.553460882271542","0.578575884970656","1"
"Almost never or never","2001","Single parent ","no migration background","426","0.433843565893276","0.401713634567789","0.465973497218763","1"
"Almost never or never","2001","Single parent ","direct migration background","85","0.553570197627255","0.473207896545153","0.633932498709356","1"
"Almost never or never","2001","(Married) couple without C. ","direct migration background","562","0.732072512197714","0.700565088788311","0.763579935607117","1"
"Almost never or never","2001","(Married) couple without C. ","indirect migration background","44","0.347044455097217","0.25767909614918","0.436409814045254","1"
"Almost never or never","2001","Single parent ","indirect migration background","26","","","","1"
"Almost never or never","2001","Couple + C. LE 16 ","no migration background","1451","0.381387436705325","0.365843281704384","0.396931591706267","1"
"Almost never or never","2001","Couple + C. LE 16 ","direct migration background","492","0.566111143744174","0.532414419868632","0.599807867619717","1"
"Almost never or never","2001","Couple + C. LE 16 ","indirect migration background","66","0.353504654712344","0.279660619195167","0.427348690229521","1"
"Almost never or never","2001","Couple + C. GT 16 ","no migration background","1193","0.402514275551048","0.384748214905702","0.420280336196395","1"
"Almost never or never","2001","Couple + C. LE and GT 16","no migration background","558","0.415793199343701","0.389305498331588","0.442280900355814","1"
"Almost never or never","2001","Couple + C. LE and GT 16","direct migration background","176","0.537863560183361","0.481819128771647","0.593907991595075","1"
"Almost never or never","2001","Couple + C. LE and GT 16","indirect migration background","20","","","","1"
"Almost never or never","2001","Couple + C. GT 16 ","direct migration background","331","0.646220152803437","0.60322118008495","0.689219125521924","1"
"Almost never or never","2001","Couple + C. GT 16 ","indirect migration background","57","0.280029074312714","0.219299884750492","0.340758263874937","1"
"At lease once a week","2001","1-pers.-HH","no migration background","732","0.261988581809412","0.245243786832861","0.278733376785963","4"
"At lease once a week","2001","(Married) couple without C. ","direct migration background","98","0.140357201548343","0.115645447774744","0.165068955321942","4"
"At lease once a week","2001","1-pers.-HH","direct migration background","50","0.211315090425075","0.15934051627738","0.26328966457277","4"
"At lease once a week","2001","1-pers.-HH","indirect migration background","41","0.361422218993903","0.266307138699699","0.456537299288106","4"
"At lease once a week","2001","(Married) couple without C. ","no migration background","1508","0.254006962604356","0.242977801101352","0.265036124107359","4"
"At lease once a week","2001","(Married) couple without C. ","indirect migration background","30","0.318436132182149","0.230978182537036","0.405894081827261","4"
"At lease once a week","2001","Single parent ","no migration background","267","0.312714606685116","0.282659544294732","0.342769669075501","4"
"At lease once a week","2001","Single parent ","direct migration background","27","","","","4"
"At lease once a week","2001","Single parent ","indirect migration background","21","","","","4"
"At lease once a week","2001","Couple + C. LE 16 ","no migration background","1094","0.297695978543987","0.283063307123148","0.312328649964827","4"
"At lease once a week","2001","Couple + C. GT 16 ","no migration background","971","0.33836576387209","0.321224654668122","0.355506873076057","4"
"At lease once a week","2001","Couple + C. GT 16 ","direct migration background","69","0.180691709192198","0.146090277087195","0.215293141297201","4"
"At lease once a week","2001","Couple + C. LE 16 ","direct migration background","147","0.190155757077711","0.16347469778548","0.216836816369942","4"
"At lease once a week","2001","Couple + C. LE 16 ","indirect migration background","46","0.321567902863019","0.249419837019776","0.393715968706262","4"
"At lease once a week","2001","Couple + C. GT 16 ","indirect migration background","91","0.456260697446763","0.388894763277391","0.523626631616135","4"
"At lease once a week","2001","Couple + C. LE and GT 16","no migration background","415","0.330252034123583","0.304976477831662","0.355527590415503","4"
"At lease once a week","2001","Couple + C. LE and GT 16","direct migration background","70","0.255758953492949","0.206715219111552","0.304802687874347","4"
"At lease once a week","2001","Couple + C. LE and GT 16","indirect migration background","45","0.499792227545662","0.405053800671754","0.59453065441957","4"
"At least once a month","2001","1-pers.-HH","no migration background","171","0.0607913454944234","0.0516920235185655","0.0698906674702813","3"
"At least once a month","2001","1-pers.-HH","direct migration background","17","","","","3"
"At least once a month","2001","1-pers.-HH","indirect migration background","11","","","","3"
"At least once a month","2001","(Married) couple without C. ","no migration background","296","0.0448677132565377","0.0396226463868088","0.0501127801262666","3"
"At least once a month","2001","Single parent ","no migration background","56","0.0765400337135141","0.0593043564210233","0.0937757110060049","3"
"At least once a month","2001","Single parent ","direct migration background","13","","","","3"
"At least once a month","2001","Couple + C. LE and GT 16","indirect migration background","13","","","","3"
"At least once a month","2001","(Married) couple without C. ","direct migration background","32","0.0427010937781733","0.0283173981581567","0.0570847893981899","3"
"At least once a month","2001","(Married) couple without C. ","indirect migration background","10","","","","3"
"At least once a month","2001","Single parent ","indirect migration background","2","","","","3"
"At least once a month","2001","Couple + C. LE 16 ","no migration background","298","0.0828126093353177","0.0739929495811444","0.0916322690894911","3"
"At least once a month","2001","Couple + C. LE 16 ","direct migration background","42","0.0582233067075294","0.0423023199236778","0.0741442934913809","3"
"At least once a month","2001","Couple + C. LE 16 ","indirect migration background","9","","","","3"
"At least once a month","2001","Couple + C. GT 16 ","no migration background","214","0.0755552251311662","0.0659808714203114","0.085129578842021","3"
"At least once a month","2001","Couple + C. GT 16 ","indirect migration background","20","","","","3"
"At least once a month","2001","Couple + C. LE and GT 16","no migration background","95","0.0682564039959007","0.0547031935788523","0.0818096144129491","3"
"At least once a month","2001","Couple + C. LE and GT 16","direct migration background","19","","","","3"
"At least once a month","2001","Couple + C. GT 16 ","direct migration background","14","","","","3"
"Several times a year","2001","(Married) couple without C. ","direct migration background","67","0.0848691924757694","0.0650427942044969","0.104695590747042","2"
"Several times a year","2001","1-pers.-HH","direct migration background","22","","","","2"
"Several times a year","2001","1-pers.-HH","indirect migration background","17","","","","2"
"Several times a year","2001","(Married) couple without C. ","no migration background","827","0.135106940518008","0.126445854848191","0.143768026187825","2"
"Several times a year","2001","(Married) couple without C. ","indirect migration background","25","","","","2"
"Several times a year","2001","Single parent ","no migration background","165","0.176901793708093","0.152163659629367","0.20163992778682","2"
"Several times a year","2001","Single parent ","direct migration background","22","","","","2"
"Several times a year","2001","Single parent ","indirect migration background","9","","","","2"
"Several times a year","2001","Couple + C. LE 16 ","no migration background","908","0.23810397541537","0.224473665331774","0.251734285498965","2"
"Several times a year","2001","Couple + C. GT 16 ","no migration background","549","0.183564735445696","0.169540078925206","0.197589391966186","2"
"Several times a year","2001","Couple + C. GT 16 ","direct migration background","61","0.136453381698458","0.105583402865577","0.167323360531338","2"
"Several times a year","2001","1-pers.-HH","no migration background","347","0.123453534449504","0.110926555505855","0.135980513393153","2"
"Several times a year","2001","Couple + C. LE 16 ","direct migration background","150","0.185509792470585","0.159081206184897","0.211938378756273","2"
"Several times a year","2001","Couple + C. LE 16 ","indirect migration background","40","0.286268361296084","0.21644684060175","0.356089881990418","2"
"Several times a year","2001","Couple + C. GT 16 ","indirect migration background","42","0.183769955541266","0.131387966293262","0.23615194478927","2"
"Several times a year","2001","Couple + C. LE and GT 16","no migration background","262","0.185698362536815","0.164799677456485","0.206597047617145","2"
"Several times a year","2001","Couple + C. LE and GT 16","direct migration background","39","0.108502556723872","0.0735409537871315","0.143464159660613","2"
"Several times a year","2001","Couple + C. LE and GT 16","indirect migration background","29","","","","2"
"Almost never or never","2002","1-pers.-HH","no migration background","","","","","1"
"Almost never or never","2002","1-pers.-HH","direct migration background","","","","","1"
"Almost never or never","2002","1-pers.-HH","indirect migration background","","","","","1"
"Almost never or never","2002","(Married) couple without C. ","no migration background","","","","","1"
"Almost never or never","2002","Single parent ","no migration background","","","","","1"
"Almost never or never","2002","Single parent ","direct migration background","","","","","1"
"Almost never or never","2002","(Married) couple without C. ","direct migration background","","","","","1"
"Almost never or never","2002","(Married) couple without C. ","indirect migration background","","","","","1"
"Almost never or never","2002","Single parent ","indirect migration background","","","","","1"
"Almost never or never","2002","Couple + C. LE 16 ","no migration background","","","","","1"
"Almost never or never","2002","Couple + C. LE 16 ","direct migration background","","","","","1"
"Almost never or never","2002","Couple + C. LE 16 ","indirect migration background","","","","","1"
"Almost never or never","2002","Couple + C. GT 16 ","no migration background","","","","","1"
"Almost never or never","2002","Couple + C. GT 16 ","indirect migration background","","","","","1"
"Almost never or never","2002","Couple + C. LE and GT 16","no migration background","","","","","1"
"Almost never or never","2002","Couple + C. LE and GT 16","direct migration background","","","","","1"
"Almost never or never","2002","Couple + C. GT 16 ","direct migration background","","","","","1"
"Almost never or never","2002","Couple + C. LE and GT 16","indirect migration background","","","","","1"
"At lease once a week","2002","(Married) couple without C. ","no migration background","","","","","4"
"At lease once a week","2002","(Married) couple without C. ","direct migration background","","","","","4"
"At lease once a week","2002","1-pers.-HH","no migration background","","","","","4"
"At lease once a week","2002","1-pers.-HH","direct migration background","","","","","4"
"At lease once a week","2002","1-pers.-HH","indirect migration background","","","","","4"
"At lease once a week","2002","(Married) couple without C. ","indirect migration background","","","","","4"
"At lease once a week","2002","Single parent ","no migration background","","","","","4"
"At lease once a week","2002","Single parent ","direct migration background","","","","","4"
"At lease once a week","2002","Single parent ","indirect migration background","","","","","4"
"At lease once a week","2002","Couple + C. LE 16 ","no migration background","","","","","4"
"At lease once a week","2002","Couple + C. GT 16 ","no migration background","","","","","4"
"At lease once a week","2002","Couple + C. GT 16 ","direct migration background","","","","","4"
"At lease once a week","2002","Couple + C. LE 16 ","direct migration background","","","","","4"
"At lease once a week","2002","Couple + C. LE 16 ","indirect migration background","","","","","4"
"At lease once a week","2002","Couple + C. GT 16 ","indirect migration background","","","","","4"
"At lease once a week","2002","Couple + C. LE and GT 16","no migration background","","","","","4"
"At lease once a week","2002","Couple + C. LE and GT 16","direct migration background","","","","","4"
"At lease once a week","2002","Couple + C. LE and GT 16","indirect migration background","","","","","4"
"At least once a month","2002","1-pers.-HH","no migration background","","","","","3"
"At least once a month","2002","1-pers.-HH","direct migration background","","","","","3"
"At least once a month","2002","1-pers.-HH","indirect migration background","","","","","3"
"At least once a month","2002","(Married) couple without C. ","no migration background","","","","","3"
"At least once a month","2002","Single parent ","no migration background","","","","","3"
"At least once a month","2002","Single parent ","direct migration background","","","","","3"
"At least once a month","2002","Couple + C. LE and GT 16","indirect migration background","","","","","3"
"At least once a month","2002","(Married) couple without C. ","direct migration background","","","","","3"
"At least once a month","2002","(Married) couple without C. ","indirect migration background","","","","","3"
"At least once a month","2002","Single parent ","indirect migration background","","","","","3"
"At least once a month","2002","Couple + C. LE 16 ","no migration background","","","","","3"
"At least once a month","2002","Couple + C. LE 16 ","direct migration background","","","","","3"
"At least once a month","2002","Couple + C. LE 16 ","indirect migration background","","","","","3"
"At least once a month","2002","Couple + C. GT 16 ","no migration background","","","","","3"
"At least once a month","2002","Couple + C. GT 16 ","indirect migration background","","","","","3"
"At least once a month","2002","Couple + C. LE and GT 16","no migration background","","","","","3"
"At least once a month","2002","Couple + C. LE and GT 16","direct migration background","","","","","3"
"At least once a month","2002","Couple + C. GT 16 ","direct migration background","","","","","3"
"Several times a year","2002","(Married) couple without C. ","direct migration background","","","","","2"
"Several times a year","2002","1-pers.-HH","direct migration background","","","","","2"
"Several times a year","2002","1-pers.-HH","indirect migration background","","","","","2"
"Several times a year","2002","(Married) couple without C. ","no migration background","","","","","2"
"Several times a year","2002","(Married) couple without C. ","indirect migration background","","","","","2"
"Several times a year","2002","Single parent ","no migration background","","","","","2"
"Several times a year","2002","Single parent ","direct migration background","","","","","2"
"Several times a year","2002","Single parent ","indirect migration background","","","","","2"
"Several times a year","2002","Couple + C. LE 16 ","no migration background","","","","","2"
"Several times a year","2002","Couple + C. GT 16 ","no migration background","","","","","2"
"Several times a year","2002","Couple + C. GT 16 ","direct migration background","","","","","2"
"Several times a year","2002","1-pers.-HH","no migration background","","","","","2"
"Several times a year","2002","Couple + C. LE 16 ","direct migration background","","","","","2"
"Several times a year","2002","Couple + C. LE 16 ","indirect migration background","","","","","2"
"Several times a year","2002","Couple + C. GT 16 ","indirect migration background","","","","","2"
"Several times a year","2002","Couple + C. LE and GT 16","no migration background","","","","","2"
"Several times a year","2002","Couple + C. LE and GT 16","direct migration background","","","","","2"
"Several times a year","2002","Couple + C. LE and GT 16","indirect migration background","","","","","2"
"Almost never or never","2003","1-pers.-HH","no migration background","1201","0.470612646171101","0.451640891491297","0.489584400850905","1"
"Almost never or never","2003","1-pers.-HH","direct migration background","134","0.512266899530143","0.448222755611275","0.57631104344901","1"
"Almost never or never","2003","1-pers.-HH","indirect migration background","20","","","","1"
"Almost never or never","2003","(Married) couple without C. ","no migration background","2654","0.435988245426473","0.423864818225911","0.448111672627036","1"
"Almost never or never","2003","Single parent ","no migration background","333","0.362782183924755","0.331560535219952","0.394003832629559","1"
"Almost never or never","2003","Single parent ","direct migration background","77","0.509211237143307","0.427274933665807","0.591147540620806","1"
"Almost never or never","2003","(Married) couple without C. ","direct migration background","471","0.623809583544616","0.588811918611826","0.658807248477405","1"
"Almost never or never","2003","(Married) couple without C. ","indirect migration background","43","0.311745233559131","0.229550744415562","0.393939722702701","1"
"Almost never or never","2003","Single parent ","indirect migration background","22","","","","1"
"Almost never or never","2003","Couple + C. LE 16 ","no migration background","862","0.255971979329009","0.241538810337717","0.2704051483203","1"
"Almost never or never","2003","Couple + C. LE 16 ","direct migration background","340","0.51291882349178","0.474957969997833","0.550879676985727","1"
"Almost never or never","2003","Couple + C. LE 16 ","indirect migration background","75","0.416878508898341","0.344037486258245","0.489719531538436","1"
"Almost never or never","2003","Couple + C. GT 16 ","no migration background","882","0.290186120464294","0.274771368674461","0.305600872254126","1"
"Almost never or never","2003","Couple + C. GT 16 ","direct migration background","261","0.651697997837952","0.606666640045413","0.69672935563049","1"
"Almost never or never","2003","Couple + C. GT 16 ","indirect migration background","34","0.18751964151673","0.131575179069481","0.243464103963979","1"
"Almost never or never","2003","Couple + C. LE and GT 16","no migration background","359","0.284559098480029","0.261074502333156","0.308043694626902","1"
"Almost never or never","2003","Couple + C. LE and GT 16","direct migration background","164","0.484957811159692","0.42792687967419","0.541988742645194","1"
"Almost never or never","2003","Couple + C. LE and GT 16","indirect migration background","31","0.254384677633058","0.178936979762368","0.329832375503748","1"
"At lease once a week","2003","(Married) couple without C. ","no migration background","2225","0.322688265090422","0.311258696791025","0.33411783338982","4"
"At lease once a week","2003","1-pers.-HH","direct migration background","63","0.288015927347137","0.229995148535932","0.346036706158343","4"
"At lease once a week","2003","1-pers.-HH","indirect migration background","37","0.469676526681405","0.36230752924239","0.577045524120421","4"
"At lease once a week","2003","1-pers.-HH","no migration background","912","0.326195923841115","0.308376444756362","0.344015402925868","4"
"At lease once a week","2003","(Married) couple without C. ","direct migration background","129","0.181337736519888","0.153501811047132","0.209173661992645","4"
"At lease once a week","2003","(Married) couple without C. ","indirect migration background","48","0.454759153352899","0.366399685417504","0.543118621288294","4"
"At lease once a week","2003","Single parent ","no migration background","313","0.326721708277588","0.296265544161841","0.357177872393336","4"
"At lease once a week","2003","Single parent ","direct migration background","35","0.240442503611507","0.170399296986365","0.310485710236649","4"
"At lease once a week","2003","Single parent ","indirect migration background","25","","","","4"
"At lease once a week","2003","Couple + C. LE 16 ","no migration background","1421","0.382791017924451","0.366715394450265","0.398866641398637","4"
"At lease once a week","2003","Couple + C. LE 16 ","direct migration background","146","0.220937717475908","0.189428907765909","0.252446527185907","4"
"At lease once a week","2003","Couple + C. LE 16 ","indirect migration background","47","0.251584247170091","0.187477323102071","0.315691171238111","4"
"At lease once a week","2003","Couple + C. GT 16 ","no migration background","1378","0.397409960975054","0.380788992619281","0.414030929330828","4"
"At lease once a week","2003","Couple + C. GT 16 ","direct migration background","84","0.174445057203585","0.138576311633197","0.210313802773973","4"
"At lease once a week","2003","Couple + C. GT 16 ","indirect migration background","90","0.477823328708232","0.406230471482274","0.54941618593419","4"
"At lease once a week","2003","Couple + C. LE and GT 16","no migration background","632","0.4269126173813","0.401167795329665","0.452657439432935","4"
"At lease once a week","2003","Couple + C. LE and GT 16","direct migration background","60","0.21521123536182","0.168314140346322","0.262108330377318","4"
"At lease once a week","2003","Couple + C. LE and GT 16","indirect migration background","68","0.5405792763322","0.454246025716385","0.626912526948015","4"
"At least once a month","2003","1-pers.-HH","indirect migration background","9","","","","3"
"At least once a month","2003","(Married) couple without C. ","no migration background","420","0.0677671505361455","0.0616222373078446","0.0739120637644464","3"
"At least once a month","2003","1-pers.-HH","no migration background","160","0.0593984730127151","0.0504142731988223","0.068382672826608","3"
"At least once a month","2003","1-pers.-HH","direct migration background","16","","","","3"
"At least once a month","2003","(Married) couple without C. ","direct migration background","32","0.0375789870213212","0.0238396977725939","0.0513182762700485","3"
"At least once a month","2003","Single parent ","no migration background","71","0.0766650691565606","0.0593881102096925","0.0939420281034287","3"
"At least once a month","2003","Single parent ","direct migration background","10","","","","3"
"At least once a month","2003","(Married) couple without C. ","indirect migration background","12","","","","3"
"At least once a month","2003","Single parent ","indirect migration background","4","","","","3"
"At least once a month","2003","Couple + C. LE 16 ","no migration background","355","0.107283419102453","0.0970482754845535","0.117518562720352","3"
"At least once a month","2003","Couple + C. LE 16 ","direct migration background","41","0.0444119674158989","0.0287662193141471","0.0600577155176507","3"
"At least once a month","2003","Couple + C. LE 16 ","indirect migration background","15","","","","3"
"At least once a month","2003","Couple + C. GT 16 ","no migration background","329","0.100775304781354","0.0905509208981563","0.110999688664552","3"
"At least once a month","2003","Couple + C. LE and GT 16","indirect migration background","12","","","","3"
"At least once a month","2003","Couple + C. GT 16 ","direct migration background","23","","","","3"
"At least once a month","2003","Couple + C. GT 16 ","indirect migration background","19","","","","3"
"At least once a month","2003","Couple + C. LE and GT 16","no migration background","128","0.0880804634585328","0.073329240367981","0.102831686549085","3"
"At least once a month","2003","Couple + C. LE and GT 16","direct migration background","25","","","","3"
"Several times a year","2003","1-pers.-HH","direct migration background","21","","","","2"
"Several times a year","2003","1-pers.-HH","indirect migration background","17","","","","2"
"Several times a year","2003","Single parent ","no migration background","194","0.233831038641096","0.206345626158841","0.26131645112335","2"
"Several times a year","2003","Single parent ","direct migration background","21","","","","2"
"Several times a year","2003","(Married) couple without C. ","direct migration background","104","0.157273692914175","0.130972193862441","0.183575191965909","2"
"Several times a year","2003","(Married) couple without C. ","indirect migration background","19","","","","2"
"Several times a year","2003","1-pers.-HH","no migration background","386","0.143792956975069","0.130456295497779","0.15712961845236","2"
"Several times a year","2003","(Married) couple without C. ","no migration background","1128","0.173556338946959","0.16429719560056","0.182815482293358","2"
"Several times a year","2003","Single parent ","indirect migration background","13","","","","2"
"Several times a year","2003","Couple + C. LE 16 ","no migration background","874","0.253953583644088","0.23955794506672","0.268349222221455","2"
"Several times a year","2003","Couple + C. LE 16 ","direct migration background","139","0.221731491616414","0.190182215824582","0.253280767408245","2"
"Several times a year","2003","Couple + C. LE 16 ","indirect migration background","39","0.264036099813166","0.198910510270539","0.329161689355793","2"
"Several times a year","2003","Couple + C. GT 16 ","no migration background","741","0.211628613779298","0.197755351575119","0.225501875983478","2"
"Several times a year","2003","Couple + C. LE and GT 16","no migration background","299","0.200447820680138","0.179610875425253","0.221284765935023","2"
"Several times a year","2003","Couple + C. GT 16 ","direct migration background","62","0.119411244113977","0.0887617689125292","0.150060719315425","2"
"Several times a year","2003","Couple + C. GT 16 ","indirect migration background","44","0.228742669972477","0.168542109710691","0.288943230234263","2"
"Several times a year","2003","Couple + C. LE and GT 16","direct migration background","46","0.201602385023431","0.155820409238943","0.247384360807918","2"
"Several times a year","2003","Couple + C. LE and GT 16","indirect migration background","17","","","","2"
"Almost never or never","2004","1-pers.-HH","no migration background","","","","","1"
"Almost never or never","2004","1-pers.-HH","direct migration background","","","","","1"
"Almost never or never","2004","1-pers.-HH","indirect migration background","","","","","1"
"Almost never or never","2004","(Married) couple without C. ","no migration background","","","","","1"
"Almost never or never","2004","Single parent ","no migration background","","","","","1"
"Almost never or never","2004","Single parent ","direct migration background","","","","","1"
"Almost never or never","2004","(Married) couple without C. ","direct migration background","","","","","1"
"Almost never or never","2004","(Married) couple without C. ","indirect migration background","","","","","1"
"Almost never or never","2004","Single parent ","indirect migration background","","","","","1"
"Almost never or never","2004","Couple + C. LE 16 ","no migration background","","","","","1"
"Almost never or never","2004","Couple + C. LE 16 ","direct migration background","","","","","1"
"Almost never or never","2004","Couple + C. LE 16 ","indirect migration background","","","","","1"
