"m11104","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence","value"
"At lease once a week","1984","Couple + C. LE 16 ","indirect migration background","","","","","4"
"At lease once a week","1984","Couple + C. GT 16 ","no migration background","","","","","4"
"At lease once a week","1984","Couple + C. GT 16 ","direct migration background","","","","","4"
"At lease once a week","1984","Couple + C. GT 16 ","indirect migration background","","","","","4"
"At lease once a week","1984","Couple + C. LE and GT 16","no migration background","","","","","4"
"At lease once a week","1984","Couple + C. LE and GT 16","direct migration background","","","","","4"
"At lease once a week","1984","Couple + C. LE and GT 16","indirect migration background","","","","","4"
"At least once a month","1984","1-pers.-HH","no migration background","214","0.170545673950921","0.148041409527145","0.193049938374697","3"
"At least once a month","1984","Couple + C. LE 16 ","no migration background","394","0.214613413463653","0.195879863768816","0.233346963158491","3"
"At least once a month","1984","Couple + C. GT 16 ","indirect migration background","19","","","","3"
"At least once a month","1984","Single parent ","indirect migration background","2","","","","3"
"At least once a month","1984","Couple + C. GT 16 ","direct migration background","62","0.119303766404782","0.0899363790729425","0.148671153736622","3"
"At least once a month","1984","(Married) couple without C. ","indirect migration background","","","","","3"
"At least once a month","1984","Couple + C. LE 16 ","direct migration background","104","0.128819354312683","0.109697242350406","0.147941466274961","3"
"At least once a month","1984","Couple + C. LE 16 ","indirect migration background","2","","","","3"
"At least once a month","1984","1-pers.-HH","direct migration background","27","","","","3"
"At least once a month","1984","1-pers.-HH","indirect migration background","2","","","","3"
"At least once a month","1984","(Married) couple without C. ","no migration background","366","0.156330244054572","0.141092226793561","0.171568261315583","3"
"At least once a month","1984","(Married) couple without C. ","direct migration background","40","0.081483984264161","0.0565106159051216","0.1064573526232","3"
"At least once a month","1984","Single parent ","no migration background","97","0.212458682343999","0.174238243561345","0.250679121126653","3"
"At least once a month","1984","Single parent ","direct migration background","18","","","","3"
"At least once a month","1984","Couple + C. GT 16 ","no migration background","325","0.219805445021892","0.198394275610882","0.241216614432902","3"
"At least once a month","1984","Couple + C. LE and GT 16","no migration background","234","0.239682450448587","0.213077309089983","0.266287591807192","3"
"At least once a month","1984","Couple + C. LE and GT 16","direct migration background","80","0.147951452663693","0.121026704692437","0.17487620063495","3"
"At least once a month","1984","Couple + C. LE and GT 16","indirect migration background","16","","","","3"
"Several times a year","1984","Couple + C. LE and GT 16","indirect migration background","7","","","","2"
"Several times a year","1984","(Married) couple without C. ","no migration background","339","0.142294042705816","0.127635753355499","0.156952332056133","2"
"Several times a year","1984","1-pers.-HH","no migration background","148","0.123078649952758","0.103421528822956","0.142735771082559","2"
"Several times a year","1984","1-pers.-HH","direct migration background","45","0.18544171854024","0.135855967801184","0.235027469279296","2"
"Several times a year","1984","(Married) couple without C. ","direct migration background","52","0.100001364138378","0.0726158110776219","0.127386917199134","2"
"Several times a year","1984","Single parent ","indirect migration background","3","","","","2"
"Several times a year","1984","Single parent ","direct migration background","23","","","","2"
"Several times a year","1984","1-pers.-HH","indirect migration background","1","","","","2"
"Several times a year","1984","(Married) couple without C. ","indirect migration background","","","","","2"
"Several times a year","1984","Single parent ","no migration background","80","0.177724770293044","0.142005355302932","0.213444185283156","2"
"Several times a year","1984","Couple + C. LE 16 ","indirect migration background","3","","","","2"
"Several times a year","1984","Couple + C. GT 16 ","no migration background","321","0.221078301572591","0.199622750788234","0.242533852356948","2"
"Several times a year","1984","Couple + C. GT 16 ","direct migration background","81","0.175725155563479","0.141244290279345","0.210206020847613","2"
"Several times a year","1984","Couple + C. GT 16 ","indirect migration background","10","","","","2"
"Several times a year","1984","Couple + C. LE and GT 16","no migration background","210","0.206294583793148","0.181075835320318","0.231513332265978","2"
"Several times a year","1984","Couple + C. LE and GT 16","direct migration background","109","0.156768779729555","0.129197115080825","0.184340444378285","2"
"Several times a year","1984","Couple + C. LE 16 ","no migration background","445","0.236189295224546","0.216808442504663","0.255570147944429","2"
"Several times a year","1984","Couple + C. LE 16 ","direct migration background","199","0.16771500880413","0.146388823199154","0.189041194409105","2"
"Almost never or never","1985","1-pers.-HH","no migration background","589","0.66788398624913","0.638044760801727","0.697723211696533","1"
"Almost never or never","1985","1-pers.-HH","direct migration background","145","0.748860009785109","0.688606852510957","0.80911316705926","1"
"Almost never or never","1985","1-pers.-HH","indirect migration background","3","","","","1"
"Almost never or never","1985","(Married) couple without C. ","no migration background","1252","0.656256747839436","0.635367997912687","0.677145497766184","1"
"Almost never or never","1985","(Married) couple without C. ","direct migration background","311","0.755844356987564","0.713693033646305","0.797995680328823","1"
"Almost never or never","1985","(Married) couple without C. ","indirect migration background","6","","","","1"
"Almost never or never","1985","Single parent ","no migration background","226","0.552849094295412","0.504722345790976","0.600975842799847","1"
"Almost never or never","1985","Single parent ","direct migration background","77","0.604125865252294","0.515512865471577","0.692738865033012","1"
"Almost never or never","1985","Single parent ","indirect migration background","5","","","","1"
"Almost never or never","1985","Couple + C. LE 16 ","no migration background","774","0.463801284801546","0.439883623384396","0.487718946218697","1"
"Almost never or never","1985","Couple + C. LE 16 ","direct migration background","708","0.662251417432086","0.632442715130563","0.692060119733609","1"
"Almost never or never","1985","Couple + C. LE 16 ","indirect migration background","10","","","","1"
"Almost never or never","1985","Couple + C. GT 16 ","no migration background","782","0.512752632390853","0.487804697369573","0.537700567412134","1"
"Almost never or never","1985","Couple + C. GT 16 ","direct migration background","286","0.655437604222726","0.610203626568109","0.700671581877343","1"
"Almost never or never","1985","Couple + C. GT 16 ","indirect migration background","7","","","","1"
"Almost never or never","1985","Couple + C. LE and GT 16","no migration background","378","0.467416814047629","0.433120400337589","0.501713227757669","1"
"Almost never or never","1985","Couple + C. LE and GT 16","direct migration background","454","0.644602409455523","0.606866305876165","0.682338513034882","1"
"Almost never or never","1985","Couple + C. LE and GT 16","indirect migration background","20","","","","1"
"At lease once a week","1985","(Married) couple without C. ","indirect migration background","","","","","4"
"At lease once a week","1985","Single parent ","direct migration background","22","","","","4"
"At lease once a week","1985","Single parent ","indirect migration background","3","","","","4"
"At lease once a week","1985","Couple + C. LE 16 ","no migration background","484","0.289129986826145","0.26738638327659","0.310873590375699","4"
"At lease once a week","1985","1-pers.-HH","no migration background","241","0.221224735169269","0.194927200359503","0.247522269979035","4"
"At lease once a week","1985","1-pers.-HH","direct migration background","34","0.168613878066752","0.116593968037125","0.220633788096379","4"
"At lease once a week","1985","1-pers.-HH","indirect migration background","2","","","","4"
"At lease once a week","1985","(Married) couple without C. ","no migration background","419","0.195798251463919","0.178346244403644","0.213250258524195","4"
"At lease once a week","1985","(Married) couple without C. ","direct migration background","42","0.126067912432526","0.0934990367434315","0.158636788121621","4"
"At lease once a week","1985","Single parent ","no migration background","102","0.248223169088071","0.206409161938148","0.290037176237993","4"
"At lease once a week","1985","Couple + C. LE 16 ","direct migration background","110","0.173600875121216","0.149727944640974","0.197473805601459","4"
"At lease once a week","1985","Couple + C. LE 16 ","indirect migration background","3","","","","4"
"At lease once a week","1985","Couple + C. GT 16 ","no migration background","445","0.287231831464826","0.264648066984251","0.309815595945401","4"
"At lease once a week","1985","Couple + C. GT 16 ","direct migration background","71","0.185770368390738","0.148751184903419","0.222789551878056","4"
"At lease once a week","1985","Couple + C. GT 16 ","indirect migration background","20","","","","4"
"At lease once a week","1985","Couple + C. LE and GT 16","no migration background","240","0.298393089420507","0.266941389189558","0.329844789651456","4"
"At lease once a week","1985","Couple + C. LE and GT 16","direct migration background","84","0.206046491271538","0.174157997853792","0.237934984689284","4"
"At lease once a week","1985","Couple + C. LE and GT 16","indirect migration background","18","","","","4"
"At least once a month","1985","1-pers.-HH","no migration background","39","0.0346265752857393","0.0230429483590771","0.0462102022124015","3"
"At least once a month","1985","Single parent ","indirect migration background","1","","","","3"
"At least once a month","1985","Couple + C. LE 16 ","no migration background","101","0.0581275823224501","0.0469054076322714","0.0693497570126288","3"
"At least once a month","1985","Couple + C. LE 16 ","direct migration background","36","0.0326567069991115","0.0214542996359685","0.0438591143622545","3"
"At least once a month","1985","Couple + C. LE 16 ","indirect migration background","","","","","3"
"At least once a month","1985","Couple + C. GT 16 ","indirect migration background","2","","","","3"
"At least once a month","1985","Couple + C. GT 16 ","direct migration background","20","","","","3"
"At least once a month","1985","(Married) couple without C. ","indirect migration background","","","","","3"
"At least once a month","1985","1-pers.-HH","direct migration background","7","","","","3"
"At least once a month","1985","1-pers.-HH","indirect migration background","1","","","","3"
"At least once a month","1985","(Married) couple without C. ","no migration background","82","0.0383940817611957","0.029943450042688","0.0468447134797034","3"
"At least once a month","1985","(Married) couple without C. ","direct migration background","16","","","","3"
"At least once a month","1985","Single parent ","no migration background","25","","","","3"
"At least once a month","1985","Single parent ","direct migration background","4","","","","3"
"At least once a month","1985","Couple + C. GT 16 ","no migration background","101","0.0662183561924851","0.0538070420508066","0.0786296703341637","3"
"At least once a month","1985","Couple + C. LE and GT 16","no migration background","50","0.0603500497200038","0.0439809542409936","0.076719145199014","3"
"At least once a month","1985","Couple + C. LE and GT 16","direct migration background","15","","","","3"
"At least once a month","1985","Couple + C. LE and GT 16","indirect migration background","6","","","","3"
"Several times a year","1985","1-pers.-HH","no migration background","88","0.0762647032958621","0.0594485102627559","0.0930808963289683","2"
"Several times a year","1985","(Married) couple without C. ","no migration background","233","0.10955091893545","0.0958145791088248","0.123287258762074","2"
"Several times a year","1985","1-pers.-HH","indirect migration background","2","","","","2"
"Several times a year","1985","(Married) couple without C. ","direct migration background","30","0.0819825038419253","0.0550641987338686","0.108900808949982","2"
"Several times a year","1985","Single parent ","direct migration background","14","","","","2"
"Several times a year","1985","Single parent ","indirect migration background","3","","","","2"
"Several times a year","1985","1-pers.-HH","direct migration background","13","","","","2"
"Several times a year","1985","Couple + C. LE and GT 16","indirect migration background","5","","","","2"
"Several times a year","1985","(Married) couple without C. ","indirect migration background","3","","","","2"
"Several times a year","1985","Single parent ","no migration background","57","0.141926153309269","0.108146925973669","0.175705380644868","2"
"Several times a year","1985","Couple + C. LE 16 ","indirect migration background","2","","","","2"
"Several times a year","1985","Couple + C. GT 16 ","no migration background","214","0.133797179951836","0.116805388045261","0.15078897185841","2"
"Several times a year","1985","Couple + C. GT 16 ","direct migration background","47","0.0981255113245603","0.0698096888903451","0.126441333758775","2"
"Several times a year","1985","Couple + C. GT 16 ","indirect migration background","13","","","","2"
"Several times a year","1985","Couple + C. LE and GT 16","no migration background","145","0.17384004681186","0.147789922323017","0.199890171300704","2"
"Several times a year","1985","Couple + C. LE and GT 16","direct migration background","65","0.119876456356244","0.094267456304692","0.145485456407796","2"
"Several times a year","1985","Couple + C. LE 16 ","no migration background","311","0.188941146049859","0.170166173404463","0.207716118695255","2"
"Several times a year","1985","Couple + C. LE 16 ","direct migration background","113","0.131491000447586","0.11019146995602","0.152790530939152","2"
"Almost never or never","1986","1-pers.-HH","no migration background","544","0.658556951777291","0.627781355326422","0.68933254822816","1"
"Almost never or never","1986","1-pers.-HH","direct migration background","129","0.703166455197046","0.637685825196048","0.768647085198045","1"
"Almost never or never","1986","1-pers.-HH","indirect migration background","3","","","","1"
"Almost never or never","1986","(Married) couple without C. ","no migration background","1208","0.654854643366611","0.633796735536472","0.67591255119675","1"
"Almost never or never","1986","(Married) couple without C. ","direct migration background","291","0.716314646491511","0.671286082308832","0.76134321067419","1"
"Almost never or never","1986","(Married) couple without C. ","indirect migration background","6","","","","1"
"Almost never or never","1986","Single parent ","no migration background","190","0.509766378974326","0.459831400511022","0.559701357437631","1"
"Almost never or never","1986","Single parent ","direct migration background","71","0.643649447950235","0.55204493710231","0.735253958798161","1"
"Almost never or never","1986","Single parent ","indirect migration background","7","","","","1"
"Almost never or never","1986","Couple + C. LE 16 ","no migration background","693","0.46008156355051","0.434834045879896","0.485329081221123","1"
"Almost never or never","1986","Couple + C. LE 16 ","direct migration background","643","0.677739960157643","0.64691500071511","0.708564919600177","1"
"Almost never or never","1986","Couple + C. LE 16 ","indirect migration background","9","","","","1"
"Almost never or never","1986","Couple + C. GT 16 ","no migration background","766","0.50231880252593","0.477403379330216","0.527234225721644","1"
"Almost never or never","1986","Couple + C. GT 16 ","direct migration background","325","0.639350221147652","0.596746216342514","0.681954225952789","1"
"Almost never or never","1986","Couple + C. GT 16 ","indirect migration background","12","","","","1"
"Almost never or never","1986","Couple + C. LE and GT 16","no migration background","369","0.489068941897558","0.453599691064175","0.524538192730942","1"
"Almost never or never","1986","Couple + C. LE and GT 16","direct migration background","395","0.636966890280809","0.597831862970109","0.676101917591509","1"
"Almost never or never","1986","Couple + C. LE and GT 16","indirect migration background","19","","","","1"
"At lease once a week","1986","Couple + C. LE 16 ","no migration background","427","0.282474743129117","0.259668928053636","0.305280558204597","4"
"At lease once a week","1986","(Married) couple without C. ","indirect migration background","1","","","","4"
"At lease once a week","1986","Single parent ","indirect migration background","4","","","","4"
"At lease once a week","1986","Single parent ","direct migration background","17","","","","4"
"At lease once a week","1986","1-pers.-HH","no migration background","228","0.210627822396108","0.184164190419738","0.237091454372478","4"
"At lease once a week","1986","1-pers.-HH","direct migration background","31","0.171496605822472","0.117470682447442","0.225522529197501","4"
"At lease once a week","1986","1-pers.-HH","indirect migration background","5","","","","4"
"At lease once a week","1986","(Married) couple without C. ","no migration background","470","0.22014109901879","0.201788383653971","0.238493814383609","4"
"At lease once a week","1986","(Married) couple without C. ","direct migration background","54","0.163965860307487","0.126982493199663","0.20094922741531","4"
"At lease once a week","1986","Single parent ","no migration background","126","0.317202267368653","0.27071522640911","0.363689308328197","4"
"At lease once a week","1986","Couple + C. LE 16 ","direct migration background","96","0.126080625144031","0.104186499810695","0.147974750477367","4"
"At lease once a week","1986","Couple + C. LE 16 ","indirect migration background","3","","","","4"
"At lease once a week","1986","Couple + C. GT 16 ","no migration background","463","0.291097633096927","0.268460809606181","0.313734456587673","4"
"At lease once a week","1986","Couple + C. GT 16 ","direct migration background","93","0.222207262865111","0.18532230882452","0.259092216905702","4"
"At lease once a week","1986","Couple + C. GT 16 ","indirect migration background","22","","","","4"
"At lease once a week","1986","Couple + C. LE and GT 16","no migration background","236","0.302473163763459","0.269881261670088","0.33506506585683","4"
"At lease once a week","1986","Couple + C. LE and GT 16","direct migration background","102","0.205513101139426","0.172628148508796","0.238398053770055","4"
"At lease once a week","1986","Couple + C. LE and GT 16","indirect migration background","23","","","","4"
"At least once a month","1986","Couple + C. LE 16 ","indirect migration background","","","","","3"
"At least once a month","1986","Couple + C. LE and GT 16","direct migration background","24","","","","3"
"At least once a month","1986","Single parent ","indirect migration background","2","","","","3"
"At least once a month","1986","Couple + C. LE 16 ","no migration background","117","0.0774159129810727","0.0638778886422928","0.0909539373198525","3"
"At least once a month","1986","1-pers.-HH","no migration background","45","0.0418853255436039","0.0288839181958482","0.0548867328913597","3"
"At least once a month","1986","1-pers.-HH","direct migration background","12","","","","3"
"At least once a month","1986","1-pers.-HH","indirect migration background","1","","","","3"
"At least once a month","1986","(Married) couple without C. ","indirect migration background","3","","","","3"
"At least once a month","1986","Single parent ","direct migration background","8","","","","3"
"At least once a month","1986","Couple + C. GT 16 ","no migration background","99","0.0655857210835267","0.0532496371327992","0.0779218050342542","3"
"At least once a month","1986","Couple + C. GT 16 ","direct migration background","19","","","","3"
"At least once a month","1986","Couple + C. GT 16 ","indirect migration background","4","","","","3"
"At least once a month","1986","Couple + C. LE and GT 16","no migration background","41","0.0509450742996875","0.0353429908732211","0.0665471577261538","3"
"At least once a month","1986","Couple + C. LE 16 ","direct migration background","43","0.0558143573714045","0.0406728399793502","0.0709558747634589","3"
"At least once a month","1986","(Married) couple without C. ","no migration background","94","0.043192250260983","0.034187804118135","0.052196696403831","3"
"At least once a month","1986","Single parent ","no migration background","20","","","","3"
"At least once a month","1986","(Married) couple without C. ","direct migration background","9","","","","3"
"At least once a month","1986","Couple + C. LE and GT 16","indirect migration background","2","","","","3"
"Several times a year","1986","1-pers.-HH","no migration background","95","0.0889299002829971","0.0704563455585474","0.107403455007447","2"
"Several times a year","1986","Single parent ","indirect migration background","1","","","","2"
"Several times a year","1986","Single parent ","direct migration background","9","","","","2"
"Several times a year","1986","(Married) couple without C. ","direct migration background","31","0.0868057031185428","0.0586819387152729","0.114929467521813","2"
"Several times a year","1986","Couple + C. LE and GT 16","direct migration background","59","0.108382248113246","0.0830832964611273","0.133681199765364","2"
"Several times a year","1986","Couple + C. LE and GT 16","indirect migration background","5","","","","2"
"Several times a year","1986","Single parent ","no migration background","49","0.123242120567633","0.0904071110689767","0.15607713006629","2"
"Several times a year","1986","Couple + C. LE 16 ","indirect migration background","4","","","","2"
"Several times a year","1986","(Married) couple without C. ","no migration background","186","0.0818120073536159","0.0696720803269506","0.0939519343802812","2"
"Several times a year","1986","Couple + C. GT 16 ","indirect migration background","10","","","","2"
"Several times a year","1986","Couple + C. LE and GT 16","no migration background","117","0.157512820039295","0.131664910444793","0.183360729633797","2"
"Several times a year","1986","1-pers.-HH","direct migration background","15","","","","2"
"Several times a year","1986","1-pers.-HH","indirect migration background","2","","","","2"
"Several times a year","1986","(Married) couple without C. ","indirect migration background","1","","","","2"
"Several times a year","1986","Couple + C. LE 16 ","no migration background","260","0.180027780339301","0.160564926387555","0.199490634291047","2"
"Several times a year","1986","Couple + C. LE 16 ","direct migration background","101","0.140365057326921","0.117453517755432","0.16327659689841","2"
"Several times a year","1986","Couple + C. GT 16 ","no migration background","219","0.140997843293616","0.123655559208824","0.158340127378408","2"
"Several times a year","1986","Couple + C. GT 16 ","direct migration background","51","0.0844327594480326","0.0597644837174199","0.109101035178645","2"
"Almost never or never","1987","1-pers.-HH","no migration background","","","","","1"
"Almost never or never","1987","1-pers.-HH","direct migration background","","","","","1"
"Almost never or never","1987","1-pers.-HH","indirect migration background","","","","","1"
"Almost never or never","1987","(Married) couple without C. ","no migration background","","","","","1"
"Almost never or never","1987","(Married) couple without C. ","direct migration background","","","","","1"
"Almost never or never","1987","(Married) couple without C. ","indirect migration background","","","","","1"
"Almost never or never","1987","Single parent ","no migration background","","","","","1"
"Almost never or never","1987","Single parent ","direct migration background","","","","","1"
"Almost never or never","1987","Single parent ","indirect migration background","","","","","1"
"Almost never or never","1987","Couple + C. LE 16 ","no migration background","","","","","1"
"Almost never or never","1987","Couple + C. LE 16 ","direct migration background","","","","","1"
"Almost never or never","1987","Couple + C. LE 16 ","indirect migration background","","","","","1"
"Almost never or never","1987","Couple + C. GT 16 ","no migration background","","","","","1"
"Almost never or never","1987","Couple + C. GT 16 ","direct migration background","","","","","1"
"Almost never or never","1987","Couple + C. GT 16 ","indirect migration background","","","","","1"
"Almost never or never","1987","Couple + C. LE and GT 16","no migration background","","","","","1"
"Almost never or never","1987","Couple + C. LE and GT 16","direct migration background","","","","","1"
"Almost never or never","1987","Couple + C. LE and GT 16","indirect migration background","","","","","1"
"At lease once a week","1987","(Married) couple without C. ","indirect migration background","","","","","4"
"At lease once a week","1987","Single parent ","indirect migration background","","","","","4"
"At lease once a week","1987","Single parent ","direct migration background","","","","","4"
"At lease once a week","1987","Couple + C. LE 16 ","no migration background","","","","","4"
"At lease once a week","1987","1-pers.-HH","no migration background","","","","","4"
"At lease once a week","1987","1-pers.-HH","direct migration background","","","","","4"
"At lease once a week","1987","1-pers.-HH","indirect migration background","","","","","4"
"At lease once a week","1987","(Married) couple without C. ","no migration background","","","","","4"
"At lease once a week","1987","(Married) couple without C. ","direct migration background","","","","","4"
"At lease once a week","1987","Single parent ","no migration background","","","","","4"
"At lease once a week","1987","Couple + C. LE 16 ","direct migration background","","","","","4"
"At lease once a week","1987","Couple + C. LE 16 ","indirect migration background","","","","","4"
"At lease once a week","1987","Couple + C. GT 16 ","no migration background","","","","","4"
"At lease once a week","1987","Couple + C. GT 16 ","direct migration background","","","","","4"
"At lease once a week","1987","Couple + C. GT 16 ","indirect migration background","","","","","4"
"At lease once a week","1987","Couple + C. LE and GT 16","no migration background","","","","","4"
"At lease once a week","1987","Couple + C. LE and GT 16","direct migration background","","","","","4"
"At lease once a week","1987","Couple + C. LE and GT 16","indirect migration background","","","","","4"
"At least once a month","1987","Couple + C. LE 16 ","indirect migration background","","","","","3"
"At least once a month","1987","Single parent ","indirect migration background","","","","","3"
"At least once a month","1987","1-pers.-HH","no migration background","","","","","3"
"At least once a month","1987","1-pers.-HH","direct migration background","","","","","3"
"At least once a month","1987","1-pers.-HH","indirect migration background","","","","","3"
"At least once a month","1987","(Married) couple without C. ","no migration background","","","","","3"
"At least once a month","1987","(Married) couple without C. ","indirect migration background","","","","","3"
"At least once a month","1987","Single parent ","no migration background","","","","","3"
"At least once a month","1987","Single parent ","direct migration background","","","","","3"
"At least once a month","1987","Couple + C. LE 16 ","no migration background","","","","","3"
"At least once a month","1987","Couple + C. LE 16 ","direct migration background","","","","","3"
"At least once a month","1987","Couple + C. GT 16 ","no migration background","","","","","3"
"At least once a month","1987","Couple + C. GT 16 ","indirect migration background","","","","","3"
"At least once a month","1987","Couple + C. LE and GT 16","no migration background","","","","","3"
"At least once a month","1987","Couple + C. LE and GT 16","direct migration background","","","","","3"
"At least once a month","1987","Couple + C. GT 16 ","direct migration background","","","","","3"
"At least once a month","1987","(Married) couple without C. ","direct migration background","","","","","3"
"At least once a month","1987","Couple + C. LE and GT 16","indirect migration background","","","","","3"
"Several times a year","1987","(Married) couple without C. ","direct migration background","","","","","2"
"Several times a year","1987","(Married) couple without C. ","no migration background","","","","","2"
"Several times a year","1987","1-pers.-HH","no migration background","","","","","2"
"Several times a year","1987","1-pers.-HH","direct migration background","","","","","2"
"Several times a year","1987","1-pers.-HH","indirect migration background","","","","","2"
"Several times a year","1987","Single parent ","no migration background","","","","","2"
"Several times a year","1987","Single parent ","direct migration background","","","","","2"
"Several times a year","1987","Single parent ","indirect migration background","","","","","2"
"Several times a year","1987","Couple + C. LE 16 ","indirect migration background","","","","","2"
"Several times a year","1987","Couple + C. GT 16 ","indirect migration background","","","","","2"
"Several times a year","1987","Couple + C. LE and GT 16","no migration background","","","","","2"
"Several times a year","1987","Couple + C. LE and GT 16","direct migration background","","","","","2"
"Several times a year","1987","Couple + C. LE and GT 16","indirect migration background","","","","","2"
"Several times a year","1987","(Married) couple without C. ","indirect migration background","","","","","2"
"Several times a year","1987","Couple + C. LE 16 ","no migration background","","","","","2"
"Several times a year","1987","Couple + C. LE 16 ","direct migration background","","","","","2"
"Several times a year","1987","Couple + C. GT 16 ","no migration background","","","","","2"
"Several times a year","1987","Couple + C. GT 16 ","direct migration background","","","","","2"
"Almost never or never","1988","1-pers.-HH","no migration background","533","0.648291407059897","0.616579991002206","0.680002823117588","1"
"Almost never or never","1988","1-pers.-HH","direct migration background","128","0.7120918055365","0.644424501390279","0.779759109682721","1"
"Almost never or never","1988","1-pers.-HH","indirect migration background","7","","","","1"
"Almost never or never","1988","(Married) couple without C. ","no migration background","1086","0.618372063111469","0.596133236507226","0.640610889715713","1"
"Almost never or never","1988","(Married) couple without C. ","direct migration background","311","0.710455679925095","0.66671363467819","0.754197725171999","1"
"Almost never or never","1988","(Married) couple without C. ","indirect migration background","12","","","","1"
"Almost never or never","1988","Single parent ","no migration background","196","0.517026484415047","0.467684338486078","0.566368630344015","1"
"Almost never or never","1988","Single parent ","direct migration background","59","0.545660144831895","0.449503120932179","0.641817168731611","1"
"Almost never or never","1988","Single parent ","indirect migration background","5","","","","1"
"Almost never or never","1988","Couple + C. LE 16 ","no migration background","619","0.441221924647418","0.41539622238104","0.467047626913796","1"
"Almost never or never","1988","Couple + C. LE 16 ","direct migration background","568","0.686491689180808","0.653638625370576","0.719344752991041","1"
"Almost never or never","1988","Couple + C. LE 16 ","indirect migration background","14","","","","1"
"Almost never or never","1988","Couple + C. GT 16 ","no migration background","754","0.479749770525623","0.455384268962604","0.504115272088643","1"
"Almost never or never","1988","Couple + C. GT 16 ","direct migration background","345","0.677446040658317","0.635584146302756","0.719307935013878","1"
"Almost never or never","1988","Couple + C. GT 16 ","indirect migration background","22","","","","1"
"Almost never or never","1988","Couple + C. LE and GT 16","no migration background","231","0.44068481044216","0.398654940723291","0.482714680161029","1"
"Almost never or never","1988","Couple + C. LE and GT 16","direct migration background","348","0.668289492349169","0.626601403878288","0.709977580820049","1"
"Almost never or never","1988","Couple + C. LE and GT 16","indirect migration background","16","","","","1"
"At lease once a week","1988","1-pers.-HH","no migration background","205","0.214821476542946","0.187546645548239","0.242096307537653","4"
"At lease once a week","1988","1-pers.-HH","direct migration background","25","","","","4"
"At lease once a week","1988","(Married) couple without C. ","indirect migration background","1","","","","4"
"At lease once a week","1988","Single parent ","direct migration background","25","","","","4"
"At lease once a week","1988","Single parent ","indirect migration background","3","","","","4"
"At lease once a week","1988","Couple + C. LE 16 ","no migration background","401","0.28257753704203","0.259158975157935","0.305996098926125","4"
"At lease once a week","1988","1-pers.-HH","indirect migration background","2","","","","4"
"At lease once a week","1988","(Married) couple without C. ","no migration background","459","0.23653308403977","0.21707912859942","0.255987039480119","4"
"At lease once a week","1988","(Married) couple without C. ","direct migration background","52","0.154136494724597","0.119312711699026","0.188960277750167","4"
"At lease once a week","1988","Single parent ","no migration background","114","0.256588281079861","0.213462885653898","0.299713676505823","4"
