"m11104","year","age_gr","regtyp","n","percent","lower_confidence","upper_confidence"
"Several times a year","1986","35-65 y.","Rural Area","117","0.108380440656565","0.0899260337714336","0.126834847541696"
"Several times a year","1986","66 and older","Urban Area","15","","",""
"Several times a year","1986","66 and older","Rural Area","3","","",""
"At least once a month","1986","16-34 y.","Urban Area","249","0.0837231441434759","0.0742270898223425","0.0932191984646093"
"At least once a month","1986","16-34 y.","Rural Area","56","0.0659634680228149","0.0488696430351772","0.0830572930104526"
"At least once a month","1986","35-65 y.","Urban Area","187","0.046044937879248","0.0398038719385599","0.0522860038199362"
"At least once a month","1986","35-65 y.","Rural Area","57","0.0517719643381322","0.0386185482198746","0.0649253804563898"
"At least once a month","1986","66 and older","Urban Area","13","","",""
"At least once a month","1986","66 and older","Rural Area","5","","",""
"At lease once a week","1986","16-34 y.","Urban Area","1193","0.391705892190606","0.3749701905736","0.408441593807611"
"At lease once a week","1986","16-34 y.","Rural Area","278","0.356299031770772","0.323318702758652","0.389279360782892"
"At lease once a week","1986","35-65 y.","Urban Area","779","0.21360528076763","0.201400495189067","0.225810066346193"
"At lease once a week","1986","35-65 y.","Rural Area","216","0.210623518454568","0.186417109553414","0.234829927355722"
"At lease once a week","1986","66 and older","Urban Area","56","0.0680422927725552","0.0502558008192096","0.0858287847259009"
"At lease once a week","1986","66 and older","Rural Area","21","","",""
"Almost never or never","1987","16-34 y.","Urban Area","","","",""
"Almost never or never","1987","16-34 y.","Rural Area","","","",""
"Almost never or never","1987","35-65 y.","Urban Area","","","",""
"Almost never or never","1987","35-65 y.","Rural Area","","","",""
"Almost never or never","1987","66 and older","Urban Area","","","",""
"Almost never or never","1987","66 and older","Rural Area","","","",""
"Several times a year","1987","16-34 y.","Urban Area","","","",""
"Several times a year","1987","16-34 y.","Rural Area","","","",""
"Several times a year","1987","35-65 y.","Urban Area","","","",""
"Several times a year","1987","35-65 y.","Rural Area","","","",""
"Several times a year","1987","66 and older","Urban Area","","","",""
"Several times a year","1987","66 and older","Rural Area","","","",""
"At least once a month","1987","16-34 y.","Urban Area","","","",""
"At least once a month","1987","16-34 y.","Rural Area","","","",""
"At least once a month","1987","35-65 y.","Urban Area","","","",""
"At least once a month","1987","35-65 y.","Rural Area","","","",""
"At least once a month","1987","66 and older","Urban Area","","","",""
"At least once a month","1987","66 and older","Rural Area","","","",""
"At lease once a week","1987","16-34 y.","Urban Area","","","",""
"At lease once a week","1987","16-34 y.","Rural Area","","","",""
"At lease once a week","1987","35-65 y.","Urban Area","","","",""
"At lease once a week","1987","35-65 y.","Rural Area","","","",""
"At lease once a week","1987","66 and older","Urban Area","","","",""
"At lease once a week","1987","66 and older","Rural Area","","","",""
"Almost never or never","1988","16-34 y.","Urban Area","1192","0.334533168950632","0.317875486722586","0.351190851178679"
"Almost never or never","1988","16-34 y.","Rural Area","279","0.36305592779621","0.328640365039467","0.397471490552953"
"Almost never or never","1988","35-65 y.","Urban Area","2673","0.604950273989984","0.5898739005693","0.620026647410668"
"Almost never or never","1988","35-65 y.","Rural Area","609","0.58493419771708","0.554516257094542","0.615352138339618"
"Almost never or never","1988","66 and older","Urban Area","687","0.871942797048787","0.848656209432321","0.895229384665253"
"Almost never or never","1988","66 and older","Rural Area","203","0.826113488446974","0.778654568235597","0.873572408658351"
"Several times a year","1988","16-34 y.","Urban Area","554","0.193848452372144","0.179892120475104","0.207804784269184"
"Several times a year","1988","16-34 y.","Rural Area","177","0.238570914921807","0.208068028449104","0.26907380139451"
"Several times a year","1988","35-65 y.","Urban Area","446","0.126132562231316","0.115893797781151","0.136371326681481"
"Several times a year","1988","35-65 y.","Rural Area","123","0.13284578560123","0.111893090888503","0.153798480313958"
"Several times a year","1988","66 and older","Urban Area","17","","",""
"Several times a year","1988","66 and older","Rural Area","15","","",""
"At least once a month","1988","16-34 y.","Urban Area","223","0.0765043976886374","0.0671203028156856","0.0858884925615893"
"At least once a month","1988","16-34 y.","Rural Area","57","0.0774275092454596","0.0582996946285013","0.096555323862418"
"At least once a month","1988","35-65 y.","Urban Area","169","0.0496383612598081","0.0429400653249693","0.0563366571946469"
"At least once a month","1988","35-65 y.","Rural Area","54","0.0546007954811395","0.0405750831819593","0.0686265077803197"
"At least once a month","1988","66 and older","Urban Area","13","","",""
"At least once a month","1988","66 and older","Rural Area","5","","",""
"At lease once a week","1988","16-34 y.","Urban Area","1113","0.395113980988586","0.37785441996365","0.412373542013523"
"At lease once a week","1988","16-34 y.","Rural Area","237","0.320945648036523","0.287534955843065","0.354356340229982"
"At lease once a week","1988","35-65 y.","Urban Area","751","0.219278802518892","0.206518602696104","0.23203900234168"
"At lease once a week","1988","35-65 y.","Rural Area","222","0.22761922120055","0.201734826101244","0.253503616299856"
"At lease once a week","1988","66 and older","Urban Area","74","0.0915699214538465","0.0714705709911672","0.111669271916526"
"At lease once a week","1988","66 and older","Rural Area","22","","",""
"Almost never or never","1989","16-34 y.","Urban Area","","","",""
"Almost never or never","1989","16-34 y.","Rural Area","","","",""
"Almost never or never","1989","35-65 y.","Urban Area","","","",""
"Almost never or never","1989","35-65 y.","Rural Area","","","",""
"Almost never or never","1989","66 and older","Urban Area","","","",""
"Almost never or never","1989","66 and older","Rural Area","","","",""
"Several times a year","1989","16-34 y.","Urban Area","","","",""
"Several times a year","1989","16-34 y.","Rural Area","","","",""
"Several times a year","1989","35-65 y.","Urban Area","","","",""
"Several times a year","1989","35-65 y.","Rural Area","","","",""
"Several times a year","1989","66 and older","Urban Area","","","",""
"Several times a year","1989","66 and older","Rural Area","","","",""
"At least once a month","1989","16-34 y.","Urban Area","","","",""
"At least once a month","1989","16-34 y.","Rural Area","","","",""
"At least once a month","1989","35-65 y.","Urban Area","","","",""
"At least once a month","1989","35-65 y.","Rural Area","","","",""
"At least once a month","1989","66 and older","Urban Area","","","",""
"At least once a month","1989","66 and older","Rural Area","","","",""
"At lease once a week","1989","16-34 y.","Urban Area","","","",""
"At lease once a week","1989","16-34 y.","Rural Area","","","",""
"At lease once a week","1989","35-65 y.","Urban Area","","","",""
"At lease once a week","1989","35-65 y.","Rural Area","","","",""
"At lease once a week","1989","66 and older","Urban Area","","","",""
"At lease once a week","1989","66 and older","Rural Area","","","",""
"Almost never or never","1990","16-34 y.","Urban Area","1136","0.250501227779761","0.236109130034059","0.264893325525463"
"Almost never or never","1990","16-34 y.","Rural Area","795","0.365314800996903","0.342983183361386","0.387646418632419"
"Almost never or never","1990","35-65 y.","Urban Area","2535","0.471056058717595","0.456667169636032","0.485444947799158"
"Almost never or never","1990","35-65 y.","Rural Area","1489","0.558861708448079","0.538687827441402","0.579035589454757"
"Almost never or never","1990","66 and older","Urban Area","760","0.799920131357938","0.774413259702298","0.825427003013578"
"Almost never or never","1990","66 and older","Rural Area","442","0.837305564140953","0.805551980138005","0.869059148143901"
"Several times a year","1990","16-34 y.","Urban Area","761","0.238380886310123","0.224228217621828","0.252533554998418"
"Several times a year","1990","16-34 y.","Rural Area","407","0.244493291747159","0.224560873108765","0.264425710385553"
"Several times a year","1990","35-65 y.","Urban Area","785","0.192372492742106","0.181010273063264","0.203734712420948"
"Several times a year","1990","35-65 y.","Rural Area","370","0.189150968232421","0.173238989671698","0.205062946793144"
"Several times a year","1990","66 and older","Urban Area","57","0.0601497808424445","0.0449905022298081","0.0753090594550809"
"Several times a year","1990","66 and older","Rural Area","27","","",""
"At least once a month","1990","16-34 y.","Urban Area","329","0.101702197437619","0.091662767699879","0.11174162717536"
"At least once a month","1990","16-34 y.","Rural Area","125","0.0837262858411054","0.0708807894736569","0.0965717822085539"
"At least once a month","1990","35-65 y.","Urban Area","326","0.0813539273851061","0.0734735046119031","0.0892343501583091"
"At least once a month","1990","35-65 y.","Rural Area","133","0.0715037150287654","0.0610347370127402","0.0819726930447907"
"At least once a month","1990","66 and older","Urban Area","27","","",""
"At least once a month","1990","66 and older","Rural Area","9","","",""
"At lease once a week","1990","16-34 y.","Urban Area","1256","0.409415688472497","0.393083029243216","0.425748347701778"
"At lease once a week","1990","16-34 y.","Rural Area","459","0.306465621414833","0.285084413216147","0.327846829613519"
"At lease once a week","1990","35-65 y.","Urban Area","977","0.255217521155193","0.242649812248679","0.267785230061708"
"At lease once a week","1990","35-65 y.","Rural Area","335","0.180483608290734","0.16485761605567","0.196109600525798"
"At lease once a week","1990","66 and older","Urban Area","101","0.108272130628948","0.088461116929329","0.128083144328567"
"At lease once a week","1990","66 and older","Rural Area","41","0.0800220986869144","0.0566790229917017","0.103365174382127"
"Almost never or never","1991","16-34 y.","Urban Area","","","",""
"Almost never or never","1991","16-34 y.","Rural Area","","","",""
"Almost never or never","1991","35-65 y.","Urban Area","","","",""
"Almost never or never","1991","35-65 y.","Rural Area","","","",""
"Almost never or never","1991","66 and older","Urban Area","","","",""
"Almost never or never","1991","66 and older","Rural Area","","","",""
"Several times a year","1991","16-34 y.","Urban Area","","","",""
"Several times a year","1991","16-34 y.","Rural Area","","","",""
"Several times a year","1991","35-65 y.","Urban Area","","","",""
"Several times a year","1991","35-65 y.","Rural Area","","","",""
"Several times a year","1991","66 and older","Urban Area","","","",""
"Several times a year","1991","66 and older","Rural Area","","","",""
"At least once a month","1991","16-34 y.","Urban Area","","","",""
"At least once a month","1991","16-34 y.","Rural Area","","","",""
"At least once a month","1991","35-65 y.","Urban Area","","","",""
"At least once a month","1991","35-65 y.","Rural Area","","","",""
"At least once a month","1991","66 and older","Urban Area","","","",""
"At least once a month","1991","66 and older","Rural Area","","","",""
"At lease once a week","1991","16-34 y.","Urban Area","","","",""
"At lease once a week","1991","16-34 y.","Rural Area","","","",""
"At lease once a week","1991","35-65 y.","Urban Area","","","",""
"At lease once a week","1991","35-65 y.","Rural Area","","","",""
"At lease once a week","1991","66 and older","Urban Area","","","",""
"At lease once a week","1991","66 and older","Rural Area","","","",""
"Almost never or never","1992","16-34 y.","Urban Area","1161","0.306116140842881","0.29030513411764","0.321927147568122"
"Almost never or never","1992","16-34 y.","Rural Area","673","0.382011712341623","0.358314880372828","0.405708544310418"
"Almost never or never","1992","35-65 y.","Urban Area","2760","0.563805215931512","0.549267401929463","0.578343029933561"
"Almost never or never","1992","35-65 y.","Rural Area","1502","0.622913845958057","0.602901325890683","0.642926366025431"
"Almost never or never","1992","66 and older","Urban Area","784","0.848045938581373","0.82496220360721","0.871129673555535"
"Almost never or never","1992","66 and older","Rural Area","449","0.892551761327197","0.865325610084326","0.919777912570069"
"Several times a year","1992","16-34 y.","Urban Area","682","0.223544160644716","0.209251500695287","0.237836820594145"
"Several times a year","1992","16-34 y.","Rural Area","395","0.234985378029076","0.214306969302873","0.25566378675528"
"Several times a year","1992","35-65 y.","Urban Area","679","0.159685222520029","0.148946621824892","0.170423823215166"
"Several times a year","1992","35-65 y.","Rural Area","369","0.167105219045225","0.151700365545028","0.182510072545422"
"Several times a year","1992","66 and older","Urban Area","28","","",""
"Several times a year","1992","66 and older","Rural Area","12","","",""
"At least once a month","1992","16-34 y.","Urban Area","305","0.100241237035691","0.0899383421918846","0.110544131879497"
"At least once a month","1992","16-34 y.","Rural Area","119","0.0696173504239344","0.0572050758457118","0.082029625002157"
"At least once a month","1992","35-65 y.","Urban Area","228","0.0603512407554509","0.0533701995192201","0.0673322819916818"
"At least once a month","1992","35-65 y.","Rural Area","88","0.05250137259482","0.0432917439486389","0.0617110012410012"
"At least once a month","1992","66 and older","Urban Area","22","","",""
"At least once a month","1992","66 and older","Rural Area","1","","",""
"At lease once a week","1992","16-34 y.","Urban Area","1116","0.370098461476713","0.353534355883558","0.386662567069868"
"At lease once a week","1992","16-34 y.","Rural Area","428","0.313385559205366","0.290762163883161","0.336008954527572"
"At lease once a week","1992","35-65 y.","Urban Area","803","0.216158320793008","0.204091454941778","0.228225186644237"
"At lease once a week","1992","35-65 y.","Rural Area","294","0.157479562401898","0.142438801165149","0.172520323638647"
"At lease once a week","1992","66 and older","Urban Area","95","0.104081329220272","0.0844449711607185","0.123717687279825"
"At lease once a week","1992","66 and older","Rural Area","35","0.0818641519432256","0.0577611990216564","0.105967104864795"
"Almost never or never","1993","16-34 y.","Urban Area","","","",""
"Almost never or never","1993","16-34 y.","Rural Area","","","",""
"Almost never or never","1993","35-65 y.","Urban Area","","","",""
"Almost never or never","1993","35-65 y.","Rural Area","","","",""
"Almost never or never","1993","66 and older","Urban Area","","","",""
"Almost never or never","1993","66 and older","Rural Area","","","",""
"Several times a year","1993","16-34 y.","Urban Area","","","",""
"Several times a year","1993","16-34 y.","Rural Area","","","",""
"Several times a year","1993","35-65 y.","Urban Area","","","",""
"Several times a year","1993","35-65 y.","Rural Area","","","",""
"Several times a year","1993","66 and older","Urban Area","","","",""
"Several times a year","1993","66 and older","Rural Area","","","",""
"At least once a month","1993","16-34 y.","Urban Area","","","",""
"At least once a month","1993","16-34 y.","Rural Area","","","",""
"At least once a month","1993","35-65 y.","Urban Area","","","",""
"At least once a month","1993","35-65 y.","Rural Area","","","",""
"At least once a month","1993","66 and older","Urban Area","","","",""
"At least once a month","1993","66 and older","Rural Area","","","",""
"At lease once a week","1993","16-34 y.","Urban Area","","","",""
"At lease once a week","1993","16-34 y.","Rural Area","","","",""
"At lease once a week","1993","35-65 y.","Urban Area","","","",""
"At lease once a week","1993","35-65 y.","Rural Area","","","",""
"At lease once a week","1993","66 and older","Urban Area","","","",""
"At lease once a week","1993","66 and older","Rural Area","","","",""
"Almost never or never","1994","16-34 y.","Urban Area","1094","0.299901482896059","0.28409200623459","0.315710959557528"
"Almost never or never","1994","16-34 y.","Rural Area","591","0.367217765914475","0.343181177336873","0.391254354492077"
"Almost never or never","1994","35-65 y.","Urban Area","2598","0.541384008725132","0.526490700692857","0.556277316757408"
"Almost never or never","1994","35-65 y.","Rural Area","1468","0.617225761189953","0.596891696472171","0.637559825907735"
"Almost never or never","1994","66 and older","Urban Area","831","0.858610741174875","0.83666163800387","0.880559844345879"
"Almost never or never","1994","66 and older","Rural Area","427","0.842337909300392","0.810299074690436","0.874376743910347"
"Several times a year","1994","16-34 y.","Urban Area","776","0.243804518608388","0.228990034838783","0.258619002377992"
"Several times a year","1994","16-34 y.","Rural Area","384","0.224591857266828","0.203783105420284","0.245400609113372"
"Several times a year","1994","35-65 y.","Urban Area","704","0.176902790418908","0.165497488938606","0.188308091899211"
"Several times a year","1994","35-65 y.","Rural Area","362","0.180485737300203","0.164396682501496","0.19657479209891"
"Several times a year","1994","66 and older","Urban Area","31","0.0400956589467069","0.0277369510438554","0.0524543668495584"
"Several times a year","1994","66 and older","Rural Area","27","","",""
"At least once a month","1994","16-34 y.","Urban Area","300","0.0865281979495151","0.0768281247696","0.0962282711294301"
"At least once a month","1994","16-34 y.","Rural Area","139","0.0923259673922894","0.0778911684838618","0.106760766300717"
"At least once a month","1994","35-65 y.","Urban Area","228","0.0608610932722464","0.0537153295094546","0.0680068570350383"
"At least once a month","1994","35-65 y.","Rural Area","91","0.0540685088242453","0.0446075997909666","0.063529417857524"
"At least once a month","1994","66 and older","Urban Area","18","","",""
"At least once a month","1994","66 and older","Rural Area","2","","",""
"At lease once a week","1994","16-34 y.","Urban Area","1057","0.369765800546038","0.353110097777358","0.386421503314719"
"At lease once a week","1994","16-34 y.","Rural Area","431","0.315864409426408","0.29268484407349","0.339043974779325"
"At lease once a week","1994","35-65 y.","Urban Area","770","0.220852107583713","0.208453452249035","0.23325076291839"
"At lease once a week","1994","35-65 y.","Rural Area","274","0.148219992685598","0.133355573520008","0.163084411851189"
"At lease once a week","1994","66 and older","Urban Area","88","0.0848999856368987","0.067341037267267","0.10245893400653"
"At lease once a week","1994","66 and older","Rural Area","41","0.0952396961193252","0.0694322121609413","0.121047180077709"
"Almost never or never","1995","16-34 y.","Urban Area","906","0.225614257566223","0.211394034481497","0.239834480650949"
"Almost never or never","1995","16-34 y.","Rural Area","389","0.224829311193064","0.204443619252523","0.245215003133605"
"Almost never or never","1995","35-65 y.","Urban Area","2231","0.428020490952699","0.413531718236386","0.442509263669011"
"Almost never or never","1995","35-65 y.","Rural Area","1156","0.462786683344676","0.442536583989425","0.483036782699927"
"Almost never or never","1995","66 and older","Urban Area","805","0.78006417048022","0.754793230257183","0.805335110703256"
"Almost never or never","1995","66 and older","Rural Area","397","0.771142286599939","0.734134294031782","0.808150279168096"
"Several times a year","1995","16-34 y.","Urban Area","784","0.249281562515054","0.234564264470441","0.263998860559667"
"Several times a year","1995","16-34 y.","Rural Area","484","0.276534771990336","0.254693193277278","0.298376350703394"
"Several times a year","1995","35-65 y.","Urban Area","928","0.212993983581425","0.201005016208423","0.224982950954427"
"Several times a year","1995","35-65 y.","Rural Area","628","0.265023812211842","0.247099502908873","0.28294812151481"
"Several times a year","1995","66 and older","Urban Area","81","0.084135185886726","0.0671991112502823","0.10107126052317"
"Several times a year","1995","66 and older","Rural Area","32","0.07845375364499","0.0547667066064063","0.102140800683574"
"At least once a month","1995","16-34 y.","Urban Area","325","0.100461623809516","0.0902344788988653","0.110688768720166"
"At least once a month","1995","16-34 y.","Rural Area","179","0.10309251081502","0.0882438357208371","0.117941185909203"
"At least once a month","1995","35-65 y.","Urban Area","289","0.079442075786583","0.0715232655431598","0.0873608860300061"
"At least once a month","1995","35-65 y.","Rural Area","125","0.0575908813972202","0.0481293823672583","0.067052380427182"
"At least once a month","1995","66 and older","Urban Area","25","","",""
"At least once a month","1995","66 and older","Rural Area","17","","",""
"At lease once a week","1995","16-34 y.","Urban Area","1304","0.424642556109207","0.407826463490667","0.441458648727747"
"At lease once a week","1995","16-34 y.","Rural Area","559","0.39554340600158","0.371666395244181","0.419420416758978"
"At lease once a week","1995","35-65 y.","Urban Area","1032","0.279543449679293","0.26640217051414","0.292684728844447"
"At lease once a week","1995","35-65 y.","Rural Area","420","0.214598623046262","0.197925281698359","0.231271964394165"
"At lease once a week","1995","66 and older","Urban Area","121","0.115867833902187","0.0963402603626435","0.135395407441731"
"At lease once a week","1995","66 and older","Rural Area","49","0.107705495833024","0.0803956950068662","0.135015296659182"
"Almost never or never","1996","16-34 y.","Urban Area","1002","0.275331582797544","0.259857570533923","0.290805595061164"
"Almost never or never","1996","16-34 y.","Rural Area","489","0.292820021528585","0.270231365312541","0.315408677744629"
"Almost never or never","1996","35-65 y.","Urban Area","2386","0.484507549831335","0.469683473100329","0.499331626562341"
"Almost never or never","1996","35-65 y.","Rural Area","1370","0.545131260324425","0.524955321535495","0.565307199113355"
"Almost never or never","1996","66 and older","Urban Area","847","0.783908116849332","0.759131216956204","0.808685016742461"
"Almost never or never","1996","66 and older","Rural Area","413","0.786746388437621","0.750626184559763","0.822866592315479"
"Several times a year","1996","16-34 y.","Urban Area","821","0.259894955155915","0.244701698968268","0.275088211343562"
"Several times a year","1996","16-34 y.","Rural Area","452","0.276342154149017","0.254144082936382","0.298540225361652"
"Several times a year","1996","35-65 y.","Urban Area","831","0.203670750991483","0.191724905548135","0.215616596434832"
"Several times a year","1996","35-65 y.","Rural Area","500","0.21654333471148","0.199854728678437","0.233231940744523"
"Several times a year","1996","66 and older","Urban Area","67","0.0672666587216513","0.052187613732689","0.0823457037106137"
"Several times a year","1996","66 and older","Rural Area","29","","",""
"At least once a month","1996","16-34 y.","Urban Area","342","0.101584015165872","0.0911185948230758","0.112049435508667"
"At least once a month","1996","16-34 y.","Rural Area","146","0.0800393181503292","0.0665695116548964","0.0935091246457619"
"At least once a month","1996","35-65 y.","Urban Area","262","0.0672956109688903","0.0598641944114917","0.0747270275262889"
"At least once a month","1996","35-65 y.","Rural Area","123","0.0664545973068198","0.0563627562957281","0.0765464383179116"
"At least once a month","1996","66 and older","Urban Area","33","0.0402328419413497","0.028403285618643","0.0520623982640564"
"At least once a month","1996","66 and older","Rural Area","15","","",""
"At lease once a week","1996","16-34 y.","Urban Area","1036","0.36318944688067","0.346529370418653","0.379849523342688"
"At lease once a week","1996","16-34 y.","Rural Area","472","0.350798506172069","0.327109673715752","0.374487338628387"
"At lease once a week","1996","35-65 y.","Urban Area","887","0.244526088208291","0.231777016572837","0.257275159843746"
"At lease once a week","1996","35-65 y.","Rural Area","347","0.171870807657275","0.156584933906814","0.187156681407736"
"At lease once a week","1996","66 and older","Urban Area","113","0.108592382487667","0.0898625881054481","0.127322176869885"
"At lease once a week","1996","66 and older","Rural Area","37","0.103007060386319","0.0762022570248205","0.129811863747817"
"Almost never or never","1997","16-34 y.","Urban Area","985","0.283331711549497","0.267464008265161","0.299199414833834"
"Almost never or never","1997","16-34 y.","Rural Area","493","0.323536454845115","0.299979150952049","0.34709375873818"
"Almost never or never","1997","35-65 y.","Urban Area","2431","0.50768994819161","0.492731468100922","0.522648428282298"
"Almost never or never","1997","35-65 y.","Rural Area","1376","0.553935972848772","0.53366519163624","0.574206754061303"
"Almost never or never","1997","66 and older","Urban Area","858","0.812349768094488","0.788801324130423","0.835898212058554"
"Almost never or never","1997","66 and older","Rural Area","416","0.796675167310317","0.761467918911866","0.831882415708769"
"Several times a year","1997","16-34 y.","Urban Area","741","0.256306598101594","0.240932691381302","0.271680504821886"
"Several times a year","1997","16-34 y.","Rural Area","448","0.266682344101654","0.244414151072061","0.288950537131248"
"Several times a year","1997","35-65 y.","Urban Area","735","0.184461628042376","0.17285665723334","0.196066598851412"
"Several times a year","1997","35-65 y.","Rural Area","465","0.194853358438762","0.178701089327585","0.21100562754994"
"Several times a year","1997","66 and older","Urban Area","53","0.0506943746547413","0.0374631804432093","0.0639255688662734"
"Several times a year","1997","66 and older","Rural Area","36","0.0793704255891163","0.0557238613616572","0.103016989816575"
"At least once a month","1997","16-34 y.","Urban Area","274","0.0832480475365022","0.0735201198321045","0.0929759752409"
"At least once a month","1997","16-34 y.","Rural Area","134","0.0864353402407669","0.0722853189587719","0.100585361522762"
"At least once a month","1997","35-65 y.","Urban Area","221","0.0560313432385849","0.0491501597607872","0.0629125267163826"
"At least once a month","1997","35-65 y.","Rural Area","110","0.0546185168289856","0.0453520196418286","0.0638850140161426"
"At least once a month","1997","66 and older","Urban Area","14","","",""
"At least once a month","1997","66 and older","Rural Area","10","","",""
"At lease once a week","1997","16-34 y.","Urban Area","1098","0.377113642812406","0.360047007209429","0.394180278415384"
"At lease once a week","1997","16-34 y.","Rural Area","440","0.323345860812464","0.299792179267037","0.34689954235789"
"At lease once a week","1997","35-65 y.","Urban Area","904","0.251817080527429","0.238829886745171","0.264804274309686"
"At lease once a week","1997","35-65 y.","Rural Area","359","0.19659215188348","0.180385502963624","0.212798800803337"
"At lease once a week","1997","66 and older","Urban Area","131","0.123782444833834","0.103919134169122","0.143645755498547"
"At lease once a week","1997","66 and older","Rural Area","40","0.105589958435654","0.0787070733802017","0.132472843491106"
"Almost never or never","1998","16-34 y.","Urban Area","805","0.215770146175107","0.20163859101993","0.229901701330284"
"Almost never or never","1998","16-34 y.","Rural Area","386","0.228586684911711","0.208010865965954","0.249162503857467"
"Almost never or never","1998","35-65 y.","Urban Area","2163","0.396512625463906","0.382732817849764","0.410292433078049"
"Almost never or never","1998","35-65 y.","Rural Area","1173","0.414363351607809","0.39558652665928","0.433140176556338"
"Almost never or never","1998","66 and older","Urban Area","948","0.74219713234029","0.718034806654208","0.766359458026372"
"Almost never or never","1998","66 and older","Rural Area","466","0.754539994125311","0.720133346685098","0.788946641565524"
"Several times a year","1998","16-34 y.","Urban Area","822","0.242190294241046","0.227472895934937","0.256907692547154"
"Several times a year","1998","16-34 y.","Rural Area","457","0.279853165887312","0.257856151455487","0.301850180319137"
"Several times a year","1998","35-65 y.","Urban Area","1029","0.211979160556559","0.200465962252428","0.223492358860691"
"Several times a year","1998","35-65 y.","Rural Area","729","0.274334372767384","0.25732744940234","0.291341296132428"
"Several times a year","1998","66 and older","Urban Area","109","0.093835571768479","0.077728281572726","0.109942861964232"
"Several times a year","1998","66 and older","Rural Area","57","0.100382925123156","0.0763575806483626","0.12440826959795"
"At least once a month","1998","16-34 y.","Urban Area","354","0.112152229921636","0.101311817498564","0.122992642344708"
"At least once a month","1998","16-34 y.","Rural Area","172","0.103558756807914","0.0886293542551668","0.118488159360662"
"At least once a month","1998","35-65 y.","Urban Area","369","0.0853665322884501","0.0774952060243735","0.0932378585525266"
"At least once a month","1998","35-65 y.","Rural Area","164","0.0602533815261785","0.0511832525213976","0.0693235105309593"
"At least once a month","1998","66 and older","Urban Area","30","0.0198734745692226","0.0121642055822814","0.0275827435561638"
"At least once a month","1998","66 and older","Rural Area","17","","",""
"At lease once a week","1998","16-34 y.","Urban Area","1274","0.429887329662212","0.412880229729799","0.446894429594624"
