"m11104","year","age_gr","regtyp","n","percent","lower_confidence","upper_confidence"
"At lease once a week","2012","66 and older","Rural Area","","","",""
"Almost never or never","2013","16-34 y.","Urban Area","901","0.15979701816556","0.148011136910537","0.171582899420584"
"Almost never or never","2013","16-34 y.","Rural Area","557","0.227346708421414","0.208614235485118","0.24607918135771"
"Almost never or never","2013","35-65 y.","Urban Area","2896","0.297240655081886","0.288013073960492","0.30646823620328"
"Almost never or never","2013","35-65 y.","Rural Area","1844","0.326261029826445","0.313847758525448","0.338674301127441"
"Almost never or never","2013","66 and older","Urban Area","1436","0.470376205197151","0.453168663469355","0.487583746924946"
"Almost never or never","2013","66 and older","Rural Area","839","0.490080888262983","0.466504001895626","0.51365777463034"
"Several times a year","2013","16-34 y.","Urban Area","506","0.126878285115764","0.116172545872844","0.137584024358684"
"Several times a year","2013","16-34 y.","Rural Area","318","0.162855044966818","0.146352178352117","0.179357911581519"
"Several times a year","2013","35-65 y.","Urban Area","1396","0.161339934033397","0.153913259842405","0.168766608224389"
"Several times a year","2013","35-65 y.","Rural Area","952","0.170200941226867","0.160250891311284","0.18015099114245"
"Several times a year","2013","66 and older","Urban Area","292","0.0844629699122795","0.0748759518335476","0.0940499879910114"
"Several times a year","2013","66 and older","Rural Area","201","0.130839780524218","0.11493521732621","0.146744343722225"
"At least once a month","2013","16-34 y.","Urban Area","264","0.078201623381759","0.0695656465172521","0.0868376002462659"
"At least once a month","2013","16-34 y.","Rural Area","130","0.0821955685642021","0.0699195446441168","0.0944715924842874"
"At least once a month","2013","35-65 y.","Urban Area","458","0.051983354542067","0.0475013676249914","0.0564653414591426"
"At least once a month","2013","35-65 y.","Rural Area","263","0.0476796128770986","0.0420378385148372","0.05332138723936"
"At least once a month","2013","66 and older","Urban Area","93","0.029517340296599","0.0236822858063595","0.0353523947868385"
"At least once a month","2013","66 and older","Rural Area","47","0.0308369859783586","0.0226836319591256","0.0389903399975917"
"At lease once a week","2013","16-34 y.","Urban Area","2042","0.635123073336916","0.619638909345321","0.650607237328511"
"At lease once a week","2013","16-34 y.","Rural Area","918","0.527602678047566","0.505289282818341","0.54991607327679"
"At lease once a week","2013","35-65 y.","Urban Area","4674","0.48943605634265","0.479343446072109","0.49952866661319"
"At lease once a week","2013","35-65 y.","Rural Area","2421","0.45585841606959","0.442671939768485","0.469044892370694"
"At lease once a week","2013","66 and older","Urban Area","1411","0.415643484593971","0.39865276201554","0.432634207172402"
"At lease once a week","2013","66 and older","Rural Area","640","0.348242345234441","0.325773239808238","0.370711450660644"
"Almost never or never","2014","16-34 y.","Urban Area","","","",""
"Almost never or never","2014","16-34 y.","Rural Area","","","",""
"Almost never or never","2014","35-65 y.","Urban Area","","","",""
"Almost never or never","2014","35-65 y.","Rural Area","","","",""
"Almost never or never","2014","66 and older","Urban Area","","","",""
"Almost never or never","2014","66 and older","Rural Area","","","",""
"Several times a year","2014","16-34 y.","Urban Area","","","",""
"Several times a year","2014","16-34 y.","Rural Area","","","",""
"Several times a year","2014","35-65 y.","Urban Area","","","",""
"Several times a year","2014","35-65 y.","Rural Area","","","",""
"Several times a year","2014","66 and older","Urban Area","","","",""
"Several times a year","2014","66 and older","Rural Area","","","",""
"At least once a month","2014","16-34 y.","Urban Area","","","",""
"At least once a month","2014","16-34 y.","Rural Area","","","",""
"At least once a month","2014","35-65 y.","Urban Area","","","",""
"At least once a month","2014","35-65 y.","Rural Area","","","",""
"At least once a month","2014","66 and older","Urban Area","","","",""
"At least once a month","2014","66 and older","Rural Area","","","",""
"At lease once a week","2014","16-34 y.","Urban Area","","","",""
"At lease once a week","2014","16-34 y.","Rural Area","","","",""
"At lease once a week","2014","35-65 y.","Urban Area","","","",""
"At lease once a week","2014","35-65 y.","Rural Area","","","",""
"At lease once a week","2014","66 and older","Urban Area","","","",""
"At lease once a week","2014","66 and older","Rural Area","","","",""
"Almost never or never","2015","16-34 y.","Urban Area","1240","0.205229128431027","0.193622251153674","0.21683600570838"
"Almost never or never","2015","16-34 y.","Rural Area","697","0.270361331409943","0.251144329994069","0.289578332825817"
"Almost never or never","2015","35-65 y.","Urban Area","3683","0.358341960968489","0.34889107429756","0.367792847639418"
"Almost never or never","2015","35-65 y.","Rural Area","2206","0.395219723877201","0.382100776385425","0.408338671368977"
"Almost never or never","2015","66 and older","Urban Area","1601","0.53096460304148","0.513589692956665","0.548339513126294"
"Almost never or never","2015","66 and older","Rural Area","1000","0.561275518061098","0.538111925381168","0.584439110741028"
"Several times a year","2015","16-34 y.","Urban Area","667","0.128185289982921","0.118577884676194","0.137792695289647"
"Several times a year","2015","16-34 y.","Rural Area","314","0.16756946183441","0.15140985268549","0.18372907098333"
"Several times a year","2015","35-65 y.","Urban Area","1442","0.147997766921877","0.140999027076566","0.154996506767189"
"Several times a year","2015","35-65 y.","Rural Area","852","0.171910420978159","0.16178598960956","0.182034852346759"
"Several times a year","2015","66 and older","Urban Area","260","0.07608773769242","0.06685650554535","0.08531896983949"
"Several times a year","2015","66 and older","Rural Area","160","0.0993463199137425","0.0853833841229154","0.11330925570457"
"At least once a month","2015","16-34 y.","Urban Area","320","0.0848311561134851","0.0768235403207531","0.092838771906217"
"At least once a month","2015","16-34 y.","Rural Area","147","0.0703480956768936","0.0592832396539588","0.0814129516998284"
"At least once a month","2015","35-65 y.","Urban Area","543","0.0578289599826075","0.0532284130132696","0.0624295069519455"
"At least once a month","2015","35-65 y.","Rural Area","314","0.0605149873518234","0.054116795171192","0.0669131795324548"
"At least once a month","2015","66 and older","Urban Area","80","0.0243338937985358","0.0189692191962146","0.029698568400857"
"At least once a month","2015","66 and older","Rural Area","45","0.027180393072899","0.0195899704230539","0.0347708157227442"
"At lease once a week","2015","16-34 y.","Urban Area","2424","0.581754425472567","0.567578205410159","0.595930645534976"
"At lease once a week","2015","16-34 y.","Rural Area","894","0.491721111078753","0.47009044585187","0.513351776305636"
"At lease once a week","2015","35-65 y.","Urban Area","4221","0.435831312127026","0.426058138683372","0.44560448557068"
"At lease once a week","2015","35-65 y.","Rural Area","1963","0.372354867792816","0.35938258285363","0.385327152732002"
"At lease once a week","2015","66 and older","Urban Area","1228","0.368613765467565","0.351817207205102","0.385410323730027"
"At lease once a week","2015","66 and older","Rural Area","558","0.312197768952261","0.290567166148957","0.333828371755564"
"Almost never or never","2016","16-34 y.","Urban Area","","","",""
"Almost never or never","2016","16-34 y.","Rural Area","","","",""
"Almost never or never","2016","35-65 y.","Urban Area","","","",""
"Almost never or never","2016","35-65 y.","Rural Area","","","",""
"Almost never or never","2016","66 and older","Urban Area","","","",""
"Almost never or never","2016","66 and older","Rural Area","","","",""
"Several times a year","2016","16-34 y.","Urban Area","","","",""
"Several times a year","2016","16-34 y.","Rural Area","","","",""
"Several times a year","2016","35-65 y.","Urban Area","","","",""
"Several times a year","2016","35-65 y.","Rural Area","","","",""
"Several times a year","2016","66 and older","Urban Area","","","",""
"Several times a year","2016","66 and older","Rural Area","","","",""
"At least once a month","2016","16-34 y.","Urban Area","","","",""
"At least once a month","2016","16-34 y.","Rural Area","","","",""
"At least once a month","2016","35-65 y.","Urban Area","","","",""
"At least once a month","2016","35-65 y.","Rural Area","","","",""
"At least once a month","2016","66 and older","Urban Area","","","",""
"At least once a month","2016","66 and older","Rural Area","","","",""
"At lease once a week","2016","16-34 y.","Urban Area","","","",""
"At lease once a week","2016","16-34 y.","Rural Area","","","",""
"At lease once a week","2016","35-65 y.","Urban Area","","","",""
"At lease once a week","2016","35-65 y.","Rural Area","","","",""
"At lease once a week","2016","66 and older","Urban Area","","","",""
"At lease once a week","2016","66 and older","Rural Area","","","",""
"Almost never or never","2017","16-34 y.","Urban Area","1994","0.212825137695551","0.20291283602254","0.222737439368563"
"Almost never or never","2017","16-34 y.","Rural Area","1012","0.290933463424579","0.274459541674477","0.30740738517468"
"Almost never or never","2017","35-65 y.","Urban Area","4377","0.345112713459255","0.336402237208714","0.353823189709795"
"Almost never or never","2017","35-65 y.","Rural Area","2628","0.381709010987616","0.369626284191475","0.393791737783757"
"Almost never or never","2017","66 and older","Urban Area","1451","0.490684908061914","0.473307001809206","0.508062814314623"
"Almost never or never","2017","66 and older","Rural Area","1004","0.547433451974773","0.524873707377866","0.56999319657168"
"Several times a year","2017","16-34 y.","Urban Area","927","0.141172151157461","0.13273967704483","0.149604625270091"
"Several times a year","2017","16-34 y.","Rural Area","411","0.12535935220141","0.11334916260686","0.13736954179596"
"Several times a year","2017","35-65 y.","Urban Area","1560","0.138642865782916","0.132311191974925","0.144974539590907"
"Several times a year","2017","35-65 y.","Rural Area","972","0.162548028876764","0.153371612755655","0.171724444997872"
"Several times a year","2017","66 and older","Urban Area","271","0.0774545101771552","0.068162277457577","0.0867467428967334"
"Several times a year","2017","66 and older","Rural Area","174","0.100613865255597","0.0869796766154967","0.114248053895698"
"At least once a month","2017","16-34 y.","Urban Area","400","0.0635347786964237","0.0576276146961017","0.0694419426967457"
"At least once a month","2017","16-34 y.","Rural Area","203","0.0747487917396522","0.0652101050460554","0.0842874784332491"
"At least once a month","2017","35-65 y.","Urban Area","578","0.0523635125000935","0.0482820725166793","0.0564449524835076"
"At least once a month","2017","35-65 y.","Rural Area","321","0.0590790836945087","0.0532150598472633","0.0649431075417541"
"At least once a month","2017","66 and older","Urban Area","100","0.0321189262876402","0.0259898597627521","0.0382479928125283"
"At least once a month","2017","66 and older","Rural Area","45","0.0184101596802154","0.0123173011724021","0.0245030181880287"
"At lease once a week","2017","16-34 y.","Urban Area","3229","0.582467932450564","0.570525071682104","0.594410793219024"
"At lease once a week","2017","16-34 y.","Rural Area","1294","0.508958392634359","0.490825923296213","0.527090861972505"
"At lease once a week","2017","35-65 y.","Urban Area","4928","0.463880908257736","0.4547437314649","0.473018085050572"
"At lease once a week","2017","35-65 y.","Rural Area","2289","0.396663876441111","0.384496602640169","0.408831150242054"
"At lease once a week","2017","66 and older","Urban Area","1357","0.39974165547329","0.382713734204407","0.416769576742173"
"At lease once a week","2017","66 and older","Rural Area","647","0.333542523089414","0.312173281209741","0.354911764969088"
"Almost never or never","2018","16-34 y.","Urban Area","616","0.331835908602771","0.3081564122975","0.355515404908042"
"Almost never or never","2018","16-34 y.","Rural Area","215","0.316686702658594","0.277083071564963","0.356290333752225"
"Almost never or never","2018","35-65 y.","Urban Area","692","0.528046872306396","0.500868010726179","0.555225733886613"
"Almost never or never","2018","35-65 y.","Rural Area","274","0.518748373395143","0.474003342376379","0.563493404413907"
"Almost never or never","2018","66 and older","Urban Area","18","","",""
"Almost never or never","2018","66 and older","Rural Area","4","","",""
"Several times a year","2018","16-34 y.","Urban Area","264","0.186760526489042","0.16716211038616","0.206358942591924"
"Several times a year","2018","16-34 y.","Rural Area","74","0.149428926297076","0.119077241827869","0.179780610766284"
"Several times a year","2018","35-65 y.","Urban Area","212","0.14161175270434","0.122629964615321","0.16059354079336"
"Several times a year","2018","35-65 y.","Rural Area","66","0.132507365554368","0.10214516517287","0.162869565935867"
"Several times a year","2018","66 and older","Urban Area","2","","",""
"Several times a year","2018","66 and older","Rural Area","","","",""
"At least once a month","2018","16-34 y.","Urban Area","91","0.0693088999527822","0.0565366771032201","0.0820811228023443"
"At least once a month","2018","16-34 y.","Rural Area","23","","",""
"At least once a month","2018","35-65 y.","Urban Area","80","0.0764971822797635","0.0620265528539559","0.090967811705571"
"At least once a month","2018","35-65 y.","Rural Area","21","","",""
"At least once a month","2018","66 and older","Urban Area","1","","",""
"At least once a month","2018","66 and older","Rural Area","","","",""
"At lease once a week","2018","16-34 y.","Urban Area","548","0.412094664955405","0.387342032065877","0.436847297844933"
"At lease once a week","2018","16-34 y.","Rural Area","218","0.476163688493819","0.433644389779127","0.51868298720851"
"At lease once a week","2018","35-65 y.","Urban Area","312","0.2538441927095","0.230149888058053","0.277538497360948"
"At lease once a week","2018","35-65 y.","Rural Area","118","0.287153632019923","0.246636801780292","0.327670462259555"
"At lease once a week","2018","66 and older","Urban Area","5","","",""
"At lease once a week","2018","66 and older","Rural Area","1","","",""
"Almost never or never","2019","16-34 y.","Urban Area","1107","0.172703699459613","0.161842871703247","0.18356452721598"
"Almost never or never","2019","16-34 y.","Rural Area","551","0.212697367204135","0.195199425158434","0.230195309249836"
"Almost never or never","2019","35-65 y.","Urban Area","2911","0.269372770069366","0.26076548157482","0.277980058563912"
"Almost never or never","2019","35-65 y.","Rural Area","1792","0.281467656002281","0.269888983235355","0.293046328769207"
"Almost never or never","2019","66 and older","Urban Area","1083","0.394232931503338","0.376937934833798","0.411527928172879"
"Almost never or never","2019","66 and older","Rural Area","735","0.405621134422326","0.383548762796001","0.427693506048651"
"Several times a year","2019","16-34 y.","Urban Area","568","0.118382446091815","0.109099938055884","0.127664954127746"
"Several times a year","2019","16-34 y.","Rural Area","288","0.133840455486038","0.11928158389825","0.148399327073827"
"Several times a year","2019","35-65 y.","Urban Area","1371","0.143337790793138","0.136539077231064","0.150136504355212"
"Several times a year","2019","35-65 y.","Rural Area","880","0.158616200520017","0.149210476861382","0.168021924178652"
"Several times a year","2019","66 and older","Urban Area","295","0.098905366907216","0.0883399574217791","0.109470776392653"
"Several times a year","2019","66 and older","Rural Area","229","0.13908441198374","0.12352917801992","0.154639645947561"
"At least once a month","2019","16-34 y.","Urban Area","298","0.0644375740761131","0.0573827280213123","0.0714924201309138"
"At least once a month","2019","16-34 y.","Rural Area","149","0.0719299095144441","0.0608819974174786","0.0829778216114096"
"At least once a month","2019","35-65 y.","Urban Area","427","0.0466215478214515","0.0425311307108383","0.0507119649320647"
"At least once a month","2019","35-65 y.","Rural Area","270","0.0463973035253396","0.0409816424573955","0.0518129645932837"
"At least once a month","2019","66 and older","Urban Area","74","0.0251425784004802","0.0196018525695313","0.0306833042314291"
"At least once a month","2019","66 and older","Rural Area","66","0.0340892043551886","0.0259321383778891","0.042246270332488"
"At lease once a week","2019","16-34 y.","Urban Area","2680","0.644476280372458","0.630722587430593","0.658229973314323"
"At lease once a week","2019","16-34 y.","Rural Area","1113","0.581532267795382","0.560438558261284","0.602625977329481"
"At lease once a week","2019","35-65 y.","Urban Area","5496","0.540667891316044","0.530999142487947","0.550336640144142"
"At lease once a week","2019","35-65 y.","Rural Area","2853","0.513518839952363","0.50065020223372","0.526387477671005"
"At lease once a week","2019","66 and older","Urban Area","1615","0.481719123188966","0.464035520894214","0.499402725483717"
"At lease once a week","2019","66 and older","Rural Area","871","0.421205249238745","0.399009683870289","0.443400814607201"
