"m11104","year","e11103","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"At least once a month","1985","Not Working","Couple + C. LE and GT 16","21","","","","3"
"Several times a year","1985","Full Time","1-pers.-HH","62","0.137044531598457","0.105618161324757","0.168470901872157","2"
"Several times a year","1985","Full Time","Couple + C. LE 16 ","232","0.192586562772215","0.171598168028381","0.213574957516049","2"
"Several times a year","1985","Full Time","Single parent ","37","0.181821096205249","0.132297017505994","0.231345174904504","2"
"Several times a year","1985","Full Time","Couple + C. GT 16 ","143","0.162189468692434","0.138485314300571","0.185893623084298","2"
"Several times a year","1985","Part Time","(Married) couple without C. ","38","0.138345962065922","0.0994704176059568","0.177221506525886","2"
"Several times a year","1985","Part Time","Single parent ","15","","","","2"
"Several times a year","1985","Full Time","(Married) couple without C. ","153","0.158442650358018","0.136088196392637","0.180797104323399","2"
"Several times a year","1985","Not Working","Couple + C. LE and GT 16","69","0.133592164509337","0.104627944672346","0.162556384346327","2"
"Several times a year","1985","Full Time","Couple + C. LE and GT 16","110","0.186841193411802","0.157715392733254","0.21596699409035","2"
"Several times a year","1985","Part Time","1-pers.-HH","19","","","","2"
"Several times a year","1985","Part Time","Couple + C. LE and GT 16","36","0.170524393438056","0.124984447426788","0.216064339449323","2"
"Several times a year","1985","Not Working","1-pers.-HH","22","","","","2"
"Several times a year","1985","Not Working","(Married) couple without C. ","75","0.0658097502097965","0.050925317913598","0.0806941825059949","2"
"Several times a year","1985","Not Working","Single parent ","22","","","","2"
"Several times a year","1985","Not Working","Couple + C. LE 16 ","96","0.145634230719453","0.120605462589511","0.170662998849395","2"
"Several times a year","1985","Not Working","Couple + C. GT 16 ","68","0.090375003831839","0.0689037125982993","0.111846295065379","2"
"Several times a year","1985","Part Time","Couple + C. LE 16 ","98","0.195385406705647","0.161724601493659","0.229046211917635","2"
"Several times a year","1985","Part Time","Couple + C. GT 16 ","63","0.139653100960669","0.105426634040616","0.173879567880722","2"
"Almost never or never","1986","Full Time","1-pers.-HH","199","0.414764656717204","0.369040384087076","0.460488929347331","1"
"Almost never or never","1986","Full Time","(Married) couple without C. ","520","0.482696430032102","0.452297437166253","0.513095422897951","1"
"Almost never or never","1986","Full Time","Single parent ","100","0.416643000014576","0.350744108001291","0.48254189202786","1"
"Almost never or never","1986","Full Time","Couple + C. LE 16 ","655","0.443650859183606","0.41621887682792","0.471082841539292","1"
"Almost never or never","1986","Full Time","Couple + C. GT 16 ","518","0.49712642245984","0.465580206925543","0.528672637994136","1"
"Almost never or never","1986","Full Time","Couple + C. LE and GT 16","373","0.52425900417318","0.485384783124251","0.563133225222109","1"
"Almost never or never","1986","Part Time","1-pers.-HH","52","0.387834786731492","0.304712242245556","0.470957331217427","1"
"Almost never or never","1986","Part Time","(Married) couple without C. ","191","0.577316379129962","0.523938072621689","0.630694685638235","1"
"Almost never or never","1986","Part Time","Single parent ","50","0.525322263247774","0.424907256169964","0.625737270325584","1"
"Almost never or never","1986","Part Time","Couple + C. LE 16 ","253","0.466721609836444","0.421327965742541","0.512115253930347","1"
"Almost never or never","1986","Part Time","Couple + C. GT 16 ","212","0.477650494710844","0.430548214968127","0.524752774453561","1"
"Almost never or never","1986","Part Time","Couple + C. LE and GT 16","137","0.47796072127985","0.41781941615933","0.53810202640037","1"
"Almost never or never","1986","Not Working","1-pers.-HH","425","0.836084783994781","0.804627076498214","0.867542491491348","1"
"Almost never or never","1986","Not Working","(Married) couple without C. ","794","0.813666786220715","0.789375084139571","0.837958488301858","1"
"Almost never or never","1986","Not Working","Single parent ","118","0.631614091819965","0.563736779761873","0.699491403878057","1"
"Almost never or never","1986","Not Working","Couple + C. LE 16 ","437","0.604889312085342","0.567926857935926","0.641851766234758","1"
"Almost never or never","1986","Not Working","Couple + C. GT 16 ","373","0.553259724931101","0.516056711839267","0.590462738022935","1"
"Almost never or never","1986","Not Working","Couple + C. LE and GT 16","273","0.511863377177069","0.46773963316453","0.555987121189607","1"
"At lease once a week","1986","Part Time","Couple + C. LE 16 ","113","0.283032285340898","0.24204427004405","0.324020300637746","4"
"At lease once a week","1986","Full Time","Couple + C. LE and GT 16","133","0.236608383199923","0.203526348011881","0.269690418387966","4"
"At lease once a week","1986","Part Time","Single parent ","29","","","","4"
"At lease once a week","1986","Part Time","(Married) couple without C. ","88","0.273117352427946","0.22497171514991","0.321262989705982","4"
"At lease once a week","1986","Full Time","1-pers.-HH","143","0.352604330536042","0.308262932933968","0.396945728138117","4"
"At lease once a week","1986","Full Time","(Married) couple without C. ","303","0.306885016963962","0.278828102993402","0.334941930934521","4"
"At lease once a week","1986","Full Time","Single parent ","71","0.368350334076442","0.303874416639709","0.432826251513175","4"
"At lease once a week","1986","Full Time","Couple + C. LE 16 ","305","0.288317545841937","0.263305945288407","0.313329146395467","4"
"At lease once a week","1986","Full Time","Couple + C. GT 16 ","237","0.264257348839351","0.236437104652067","0.292077593026635","4"
"At lease once a week","1986","Part Time","1-pers.-HH","47","0.343237996295915","0.262242137603331","0.424233854988499","4"
"At lease once a week","1986","Part Time","Couple + C. GT 16 ","127","0.298426877536786","0.255278779541931","0.341574975531641","4"
"At lease once a week","1986","Part Time","Couple + C. LE and GT 16","71","0.309527971044543","0.253867336958975","0.36518860513011","4"
"At lease once a week","1986","Not Working","1-pers.-HH","74","0.111038488676851","0.0843409929954007","0.137735984358302","4"
"At lease once a week","1986","Not Working","(Married) couple without C. ","134","0.132256165785964","0.111121604023162","0.153390727548766","4"
"At lease once a week","1986","Not Working","Single parent ","47","0.234179327445078","0.174587727463301","0.293770927426855","4"
"At lease once a week","1986","Not Working","Couple + C. LE 16 ","108","0.18477556371537","0.155431225673947","0.214119901756794","4"
"At lease once a week","1986","Not Working","Couple + C. GT 16 ","214","0.306163801273905","0.271673941323288","0.340653661224523","4"
"At lease once a week","1986","Not Working","Couple + C. LE and GT 16","157","0.348650880319321","0.306585295636096","0.390716465002546","4"
"At least once a month","1986","Part Time","Couple + C. LE and GT 16","11","","","","3"
"At least once a month","1986","Not Working","Couple + C. GT 16 ","30","0.0481330786241916","0.0321155329624418","0.0641506242859414","3"
"At least once a month","1986","Part Time","Single parent ","3","","","","3"
"At least once a month","1986","Part Time","Couple + C. LE 16 ","26","","","","3"
"At least once a month","1986","Full Time","1-pers.-HH","34","0.0745325457528932","0.0501581299971976","0.0989069615085888","3"
"At least once a month","1986","Full Time","(Married) couple without C. ","65","0.0667350321338322","0.0515530375135703","0.0819170267540942","3"
"At least once a month","1986","Full Time","Single parent ","16","","","","3"
"At least once a month","1986","Full Time","Couple + C. LE and GT 16","37","0.0608653471342146","0.0422550868777319","0.0794756073906974","3"
"At least once a month","1986","Part Time","(Married) couple without C. ","18","","","","3"
"At least once a month","1986","Not Working","1-pers.-HH","13","","","","3"
"At least once a month","1986","Not Working","(Married) couple without C. ","23","","","","3"
"At least once a month","1986","Not Working","Single parent ","11","","","","3"
"At least once a month","1986","Not Working","Couple + C. LE 16 ","34","0.0554452651491956","0.0381427494672036","0.0727477808311877","3"
"At least once a month","1986","Part Time","Couple + C. GT 16 ","26","","","","3"
"At least once a month","1986","Full Time","Couple + C. LE 16 ","100","0.0860719648840688","0.0705855932522428","0.101558336515895","3"
"At least once a month","1986","Part Time","1-pers.-HH","11","","","","3"
"At least once a month","1986","Full Time","Couple + C. GT 16 ","66","0.0769271485307212","0.0601142635955146","0.0937400334659279","3"
"At least once a month","1986","Not Working","Couple + C. LE and GT 16","19","","","","3"
"Several times a year","1986","Full Time","1-pers.-HH","70","0.158098466993861","0.124239387952795","0.191957546034927","2"
"Several times a year","1986","Part Time","Single parent ","13","","","","2"
"Several times a year","1986","Part Time","(Married) couple without C. ","32","0.0945438720269304","0.0629283366468459","0.126159407407015","2"
"Several times a year","1986","Full Time","Couple + C. GT 16 ","144","0.161689080170088","0.138460249871256","0.18491791046892","2"
"Several times a year","1986","Not Working","Couple + C. GT 16 ","69","0.0924433951708022","0.0707683087482353","0.114118481593369","2"
"Several times a year","1986","Not Working","Couple + C. LE and GT 16","44","0.0958142304391475","0.0698324760429498","0.121795984835345","2"
"Several times a year","1986","Part Time","1-pers.-HH","22","","","","2"
"Several times a year","1986","Part Time","Couple + C. LE and GT 16","46","0.174933901570566","0.129192810836949","0.220674992304183","2"
"Several times a year","1986","Full Time","Couple + C. LE 16 ","200","0.181959630090388","0.160656780093534","0.203262480087242","2"
"Several times a year","1986","Not Working","Single parent ","18","","","","2"
"Several times a year","1986","Not Working","Couple + C. LE 16 ","93","0.154889859050092","0.127535181278265","0.182244536821919","2"
"Several times a year","1986","Full Time","(Married) couple without C. ","150","0.143683520870104","0.122344718268477","0.165022323471731","2"
"Several times a year","1986","Full Time","Single parent ","28","","","","2"
"Several times a year","1986","Full Time","Couple + C. LE and GT 16","91","0.178267265492682","0.14847492948993","0.208059601495434","2"
"Several times a year","1986","Part Time","Couple + C. LE 16 ","72","0.182266465257158","0.147138872397572","0.217394058116744","2"
"Several times a year","1986","Part Time","Couple + C. GT 16 ","67","0.156017147785931","0.12179878738894","0.190235508182922","2"
"Several times a year","1986","Not Working","1-pers.-HH","20","","","","2"
"Several times a year","1986","Not Working","(Married) couple without C. ","36","0.0332285288635075","0.0220468507834386","0.0444102069435763","2"
"Almost never or never","1987","Full Time","1-pers.-HH","","","","","1"
"Almost never or never","1987","Full Time","(Married) couple without C. ","","","","","1"
"Almost never or never","1987","Full Time","Single parent ","","","","","1"
"Almost never or never","1987","Full Time","Couple + C. LE 16 ","","","","","1"
"Almost never or never","1987","Full Time","Couple + C. GT 16 ","","","","","1"
"Almost never or never","1987","Full Time","Couple + C. LE and GT 16","","","","","1"
"Almost never or never","1987","Part Time","1-pers.-HH","","","","","1"
"Almost never or never","1987","Part Time","(Married) couple without C. ","","","","","1"
"Almost never or never","1987","Part Time","Single parent ","","","","","1"
"Almost never or never","1987","Part Time","Couple + C. LE 16 ","","","","","1"
"Almost never or never","1987","Part Time","Couple + C. GT 16 ","","","","","1"
"Almost never or never","1987","Part Time","Couple + C. LE and GT 16","","","","","1"
"Almost never or never","1987","Not Working","1-pers.-HH","","","","","1"
"Almost never or never","1987","Not Working","(Married) couple without C. ","","","","","1"
"Almost never or never","1987","Not Working","Single parent ","","","","","1"
"Almost never or never","1987","Not Working","Couple + C. LE 16 ","","","","","1"
"Almost never or never","1987","Not Working","Couple + C. GT 16 ","","","","","1"
"Almost never or never","1987","Not Working","Couple + C. LE and GT 16","","","","","1"
"At lease once a week","1987","Full Time","Couple + C. LE and GT 16","","","","","4"
"At lease once a week","1987","Part Time","Single parent ","","","","","4"
"At lease once a week","1987","Part Time","(Married) couple without C. ","","","","","4"
"At lease once a week","1987","Part Time","Couple + C. LE 16 ","","","","","4"
"At lease once a week","1987","Full Time","1-pers.-HH","","","","","4"
"At lease once a week","1987","Full Time","(Married) couple without C. ","","","","","4"
"At lease once a week","1987","Full Time","Single parent ","","","","","4"
"At lease once a week","1987","Full Time","Couple + C. LE 16 ","","","","","4"
"At lease once a week","1987","Full Time","Couple + C. GT 16 ","","","","","4"
"At lease once a week","1987","Part Time","1-pers.-HH","","","","","4"
"At lease once a week","1987","Part Time","Couple + C. GT 16 ","","","","","4"
"At lease once a week","1987","Part Time","Couple + C. LE and GT 16","","","","","4"
"At lease once a week","1987","Not Working","1-pers.-HH","","","","","4"
"At lease once a week","1987","Not Working","(Married) couple without C. ","","","","","4"
"At lease once a week","1987","Not Working","Single parent ","","","","","4"
"At lease once a week","1987","Not Working","Couple + C. LE 16 ","","","","","4"
"At lease once a week","1987","Not Working","Couple + C. GT 16 ","","","","","4"
"At lease once a week","1987","Not Working","Couple + C. LE and GT 16","","","","","4"
"At least once a month","1987","Part Time","Couple + C. LE and GT 16","","","","","3"
"At least once a month","1987","Part Time","Single parent ","","","","","3"
"At least once a month","1987","Full Time","1-pers.-HH","","","","","3"
"At least once a month","1987","Full Time","(Married) couple without C. ","","","","","3"
"At least once a month","1987","Full Time","Single parent ","","","","","3"
"At least once a month","1987","Full Time","Couple + C. LE 16 ","","","","","3"
"At least once a month","1987","Full Time","Couple + C. LE and GT 16","","","","","3"
"At least once a month","1987","Part Time","1-pers.-HH","","","","","3"
"At least once a month","1987","Part Time","(Married) couple without C. ","","","","","3"
"At least once a month","1987","Part Time","Couple + C. LE 16 ","","","","","3"
"At least once a month","1987","Part Time","Couple + C. GT 16 ","","","","","3"
"At least once a month","1987","Not Working","1-pers.-HH","","","","","3"
"At least once a month","1987","Not Working","Single parent ","","","","","3"
"At least once a month","1987","Not Working","Couple + C. LE 16 ","","","","","3"
"At least once a month","1987","Not Working","Couple + C. GT 16 ","","","","","3"
"At least once a month","1987","Not Working","(Married) couple without C. ","","","","","3"
"At least once a month","1987","Full Time","Couple + C. GT 16 ","","","","","3"
"At least once a month","1987","Not Working","Couple + C. LE and GT 16","","","","","3"
"Several times a year","1987","Full Time","Couple + C. GT 16 ","","","","","2"
"Several times a year","1987","Full Time","Couple + C. LE 16 ","","","","","2"
"Several times a year","1987","Full Time","1-pers.-HH","","","","","2"
"Several times a year","1987","Full Time","(Married) couple without C. ","","","","","2"
"Several times a year","1987","Full Time","Single parent ","","","","","2"
"Several times a year","1987","Part Time","1-pers.-HH","","","","","2"
"Several times a year","1987","Part Time","(Married) couple without C. ","","","","","2"
"Several times a year","1987","Part Time","Single parent ","","","","","2"
"Several times a year","1987","Part Time","Couple + C. LE and GT 16","","","","","2"
"Several times a year","1987","Not Working","Single parent ","","","","","2"
"Several times a year","1987","Not Working","Couple + C. LE 16 ","","","","","2"
"Several times a year","1987","Not Working","Couple + C. GT 16 ","","","","","2"
"Several times a year","1987","Not Working","Couple + C. LE and GT 16","","","","","2"
"Several times a year","1987","Full Time","Couple + C. LE and GT 16","","","","","2"
"Several times a year","1987","Part Time","Couple + C. LE 16 ","","","","","2"
"Several times a year","1987","Part Time","Couple + C. GT 16 ","","","","","2"
"Several times a year","1987","Not Working","1-pers.-HH","","","","","2"
"Several times a year","1987","Not Working","(Married) couple without C. ","","","","","2"
"Almost never or never","1988","Full Time","1-pers.-HH","199","0.411457488673136","0.364395004187405","0.458519973158867","1"
"Almost never or never","1988","Full Time","(Married) couple without C. ","484","0.449229360587276","0.418291311538699","0.480167409635854","1"
"Almost never or never","1988","Full Time","Single parent ","98","0.474058246712493","0.405705520890351","0.542410972534635","1"
"Almost never or never","1988","Full Time","Couple + C. LE 16 ","593","0.4502920582447","0.421574561086349","0.479009555403051","1"
"Almost never or never","1988","Full Time","Couple + C. GT 16 ","529","0.469238750730913","0.43903875471382","0.499438746748006","1"
"Almost never or never","1988","Full Time","Couple + C. LE and GT 16","270","0.478440461993075","0.433752209841688","0.523128714144463","1"
"Almost never or never","1988","Part Time","1-pers.-HH","53","0.423524469121172","0.334746684640909","0.512302253601435","1"
"Almost never or never","1988","Part Time","(Married) couple without C. ","192","0.569489721572542","0.516147782188311","0.622831660956773","1"
"Almost never or never","1988","Part Time","Single parent ","68","0.515258989715436","0.430002235236702","0.600515744194171","1"
"Almost never or never","1988","Part Time","Couple + C. LE 16 ","258","0.483543731611313","0.43947614447854","0.527611318744087","1"
"Almost never or never","1988","Part Time","Couple + C. GT 16 ","207","0.477744562814478","0.429973730575117","0.52551539505384","1"
