"m11104","year","regtyp","sex","n","percent","lower_confidence","upper_confidence","value"
"At least once a month","1990","Urban Area","Female","291","0.068551201954553","0.0612600470320767","0.0758423568770294","3"
"At least once a month","1990","Urban Area","Male","391","0.0915583800784196","0.083071464465865","0.100045295690974","3"
"At least once a month","1990","Rural Area","Male","161","0.0819474851480585","0.070606569186755","0.093288401109362","3"
"At least once a month","1990","Rural Area","Female","106","0.053281430158027","0.0442677470834437","0.0622951132326104","3"
"Several times a year","1990","Urban Area","Male","852","0.205339174693942","0.193451986719516","0.217226362668368","2"
"Several times a year","1990","Urban Area","Female","751","0.166089238361294","0.155350832062341","0.176827644660247","2"
"Several times a year","1990","Rural Area","Male","441","0.21577832851648","0.198769676852917","0.232786980180043","2"
"Several times a year","1990","Rural Area","Female","363","0.156116445297751","0.141549466498898","0.170683424096605","2"
"Almost never or never","1991","Rural Area","Female","","","","","1"
"Almost never or never","1991","Urban Area","Male","","","","","1"
"Almost never or never","1991","Urban Area","Female","","","","","1"
"Almost never or never","1991","Rural Area","Male","","","","","1"
"At lease once a week","1991","Urban Area","Male","","","","","4"
"At lease once a week","1991","Urban Area","Female","","","","","4"
"At lease once a week","1991","Rural Area","Female","","","","","4"
"At lease once a week","1991","Rural Area","Male","","","","","4"
"At least once a month","1991","Urban Area","Female","","","","","3"
"At least once a month","1991","Rural Area","Male","","","","","3"
"At least once a month","1991","Urban Area","Male","","","","","3"
"At least once a month","1991","Rural Area","Female","","","","","3"
"Several times a year","1991","Urban Area","Male","","","","","2"
"Several times a year","1991","Urban Area","Female","","","","","2"
"Several times a year","1991","Rural Area","Male","","","","","2"
"Several times a year","1991","Rural Area","Female","","","","","2"
"Almost never or never","1992","Rural Area","Female","1480","0.652886255678461","0.633250808767442","0.672521702589481","1"
"Almost never or never","1992","Urban Area","Male","2081","0.483025815237524","0.467954291915917","0.498097338559132","1"
"Almost never or never","1992","Urban Area","Female","2624","0.577967012734964","0.563439832294147","0.592494193175781","1"
"Almost never or never","1992","Rural Area","Male","1144","0.533556315590669","0.51225504230273","0.554857588878609","1"
"At lease once a week","1992","Urban Area","Female","926","0.227710399782364","0.215375428800483","0.240045370764244","4"
"At lease once a week","1992","Urban Area","Male","1088","0.263894191854484","0.250601204597044","0.277187179111925","4"
"At lease once a week","1992","Rural Area","Female","343","0.175168349927991","0.159490135486643","0.190846564369339","4"
"At lease once a week","1992","Rural Area","Male","414","0.213101407969216","0.195616298046912","0.230586517891519","4"
"At least once a month","1992","Rural Area","Female","81","0.037612416721664","0.0297649994256874","0.0454598340176406","3"
"At least once a month","1992","Urban Area","Female","222","0.0495871633078726","0.0432016269058232","0.0559726997099221","3"
"At least once a month","1992","Rural Area","Male","127","0.0606927662340933","0.0504977452804621","0.0708877871877245","3"
"At least once a month","1992","Urban Area","Male","333","0.084382370303948","0.0759989646019687","0.0927657760059274","3"
"Several times a year","1992","Urban Area","Male","721","0.168697622604043","0.157403004717059","0.179992240491027","2"
"Several times a year","1992","Urban Area","Female","668","0.144735424174799","0.134386522343948","0.155084326005651","2"
"Several times a year","1992","Rural Area","Male","422","0.192649510206022","0.17580994653397","0.209489073878073","2"
"Several times a year","1992","Rural Area","Female","354","0.134332977671884","0.120267552012107","0.14839840333166","2"
"Almost never or never","1993","Urban Area","Male","","","","","1"
"Almost never or never","1993","Urban Area","Female","","","","","1"
"Almost never or never","1993","Rural Area","Male","","","","","1"
"Almost never or never","1993","Rural Area","Female","","","","","1"
"At lease once a week","1993","Urban Area","Female","","","","","4"
"At lease once a week","1993","Urban Area","Male","","","","","4"
"At lease once a week","1993","Rural Area","Male","","","","","4"
"At lease once a week","1993","Rural Area","Female","","","","","4"
"At least once a month","1993","Urban Area","Male","","","","","3"
"At least once a month","1993","Rural Area","Female","","","","","3"
"At least once a month","1993","Urban Area","Female","","","","","3"
"At least once a month","1993","Rural Area","Male","","","","","3"
"Several times a year","1993","Urban Area","Male","","","","","2"
"Several times a year","1993","Rural Area","Male","","","","","2"
"Several times a year","1993","Urban Area","Female","","","","","2"
"Several times a year","1993","Rural Area","Female","","","","","2"
"Almost never or never","1994","Urban Area","Male","1958","0.47391954320159","0.45863003548435","0.48920905091883","1"
"Almost never or never","1994","Urban Area","Female","2565","0.570455371603642","0.555825670215378","0.585085072991907","1"
"Almost never or never","1994","Rural Area","Male","1067","0.513783244840887","0.492115556799609","0.535450932882165","1"
"Almost never or never","1994","Rural Area","Female","1419","0.646068278203417","0.626054562398356","0.666081994008477","1"
"At lease once a week","1994","Urban Area","Female","880","0.228474902242096","0.216066531594127","0.240883272890065","4"
"At lease once a week","1994","Urban Area","Male","1035","0.257202378202745","0.243818318928929","0.27058643747656","4"
"At lease once a week","1994","Rural Area","Male","433","0.225142094393935","0.207035072347491","0.243249116440378","4"
"At lease once a week","1994","Rural Area","Female","313","0.158121872526494","0.142851509465369","0.173392235587618","4"
"At least once a month","1994","Urban Area","Male","316","0.0692909203526216","0.0615148487786957","0.0770669919265476","3"
"At least once a month","1994","Rural Area","Female","102","0.0503221873673407","0.0411727018036147","0.0594716729310667","3"
"At least once a month","1994","Rural Area","Male","130","0.0630258492416729","0.0524909398837652","0.0735607585995806","3"
"At least once a month","1994","Urban Area","Female","230","0.0528810346524125","0.0462669048000522","0.0594951645047728","3"
"Several times a year","1994","Urban Area","Male","788","0.199587158243044","0.187348369728484","0.211825946757604","2"
"Several times a year","1994","Urban Area","Female","723","0.148188691501849","0.137688439772179","0.158688943231519","2"
"Several times a year","1994","Rural Area","Male","414","0.198048811523506","0.180771835392586","0.215325787654425","2"
"Several times a year","1994","Rural Area","Female","359","0.145487661902749","0.130730561696384","0.160244762109114","2"
"Almost never or never","1995","Urban Area","Male","1687","0.384864216387343","0.370223887345402","0.399504545429285","1"
"Almost never or never","1995","Urban Area","Female","2255","0.480335490941553","0.465878754833839","0.494792227049267","1"
"Almost never or never","1995","Rural Area","Male","843","0.387504337607238","0.366935287004454","0.408073388210022","1"
"Almost never or never","1995","Rural Area","Female","1099","0.503596209625434","0.483073276104997","0.524119143145871","1"
"At lease once a week","1995","Urban Area","Female","1169","0.278405047843626","0.265435594167007","0.291374501520246","4"
"At lease once a week","1995","Urban Area","Male","1288","0.305838113513554","0.291974138704838","0.319702088322271","4"
"At lease once a week","1995","Rural Area","Male","545","0.272154387034364","0.253363306328782","0.290945467739946","4"
"At lease once a week","1995","Rural Area","Female","483","0.229403073228966","0.212144935931872","0.246661210526059","4"
"At least once a month","1995","Urban Area","Male","357","0.0944090538818475","0.0856110442362512","0.103207063527444","3"
"At least once a month","1995","Rural Area","Female","140","0.0584230484314466","0.0487958331368889","0.0680502637260042","3"
"At least once a month","1995","Urban Area","Female","282","0.0561716268082145","0.0495090626868329","0.0628341909295961","3"
"At least once a month","1995","Rural Area","Male","181","0.0796652636507291","0.0682330097909742","0.0910975175104839","3"
"Several times a year","1995","Urban Area","Male","911","0.214888616217255","0.202529599576303","0.227247632858206","2"
"Several times a year","1995","Rural Area","Male","586","0.260676011707669","0.242141020409372","0.279211003005965","2"
"Several times a year","1995","Urban Area","Female","882","0.185087834406607","0.17385004927407","0.196325619539143","2"
"Several times a year","1995","Rural Area","Female","558","0.208577668714154","0.191900638244075","0.225254699184233","2"
"Almost never or never","1996","Rural Area","Male","987","0.459916230130546","0.43876067519112","0.481071785069972","1"
"Almost never or never","1996","Urban Area","Male","1801","0.427189354702432","0.41212289456444","0.442255814840423","1"
"Almost never or never","1996","Urban Area","Female","2434","0.530214628259127","0.515609880726242","0.544819375792011","1"
"Almost never or never","1996","Rural Area","Female","1285","0.566945389110281","0.546521438237035","0.587369339983527","1"
"At lease once a week","1996","Urban Area","Male","1108","0.274554004533821","0.260961111138332","0.28814689792931","4"
"At lease once a week","1996","Urban Area","Female","928","0.233452112172441","0.221073071044111","0.245831153300771","4"
"At lease once a week","1996","Rural Area","Male","454","0.230189482479792","0.212320939164088","0.248058025795496","4"
"At lease once a week","1996","Rural Area","Female","402","0.195406923420725","0.179063014668441","0.21175083217301","4"
"At least once a month","1996","Urban Area","Male","342","0.0818809635082358","0.0735300027268197","0.090231924289652","3"
"At least once a month","1996","Rural Area","Female","115","0.0512688195727833","0.0421781461554286","0.060359492990138","3"
"At least once a month","1996","Urban Area","Female","295","0.063221320328702","0.0560998652994175","0.0703427753579864","3"
"At least once a month","1996","Rural Area","Male","169","0.0784892825919401","0.0670733902131716","0.0899051749707087","3"
"Several times a year","1996","Urban Area","Male","890","0.216375677255511","0.203834056916647","0.228917297594376","2"
"Several times a year","1996","Rural Area","Male","522","0.231405004797722","0.213503495816956","0.249306513778489","2"
"Several times a year","1996","Urban Area","Female","829","0.17311193923973","0.162040468215151","0.184183410264309","2"
"Several times a year","1996","Rural Area","Female","459","0.18637886789621","0.170327677195692","0.202430058596729","2"
"Almost never or never","1997","Rural Area","Male","1026","0.489488481293983","0.468133654567535","0.510843308020432","1"
"Almost never or never","1997","Urban Area","Male","1851","0.454715666387762","0.439429011109228","0.470002321666296","1"
"Almost never or never","1997","Urban Area","Female","2423","0.541823422426206","0.527049276027275","0.556597568825138","1"
"Almost never or never","1997","Rural Area","Female","1259","0.570845648282004","0.550265799874067","0.59142549668994","1"
"At lease once a week","1997","Urban Area","Female","987","0.245833203515081","0.233065551337325","0.258600855692837","4"
"At lease once a week","1997","Urban Area","Male","1146","0.283892362121691","0.270050420589508","0.297734303653873","4"
"At lease once a week","1997","Rural Area","Male","445","0.236384099715425","0.218234433075682","0.254533766355169","4"
"At lease once a week","1997","Rural Area","Female","394","0.198679993813903","0.182089621763967","0.215270365863839","4"
"At least once a month","1997","Urban Area","Male","301","0.068850831119789","0.0610777137225016","0.0766239485170763","3"
"At least once a month","1997","Urban Area","Female","208","0.0438355522838081","0.0377648825577429","0.0499062220098733","3"
"At least once a month","1997","Rural Area","Male","154","0.0661446348908025","0.0555274553427499","0.076761814438855","3"
"At least once a month","1997","Rural Area","Female","100","0.0487895109168269","0.0398322007818437","0.0577468210518102","3"
"Several times a year","1997","Urban Area","Female","751","0.168507821774905","0.157408506564962","0.179607136984847","2"
"Several times a year","1997","Urban Area","Male","778","0.192541140370758","0.180436469781868","0.204645810959648","2"
"Several times a year","1997","Rural Area","Male","480","0.207982784099789","0.190644622534717","0.225320945664861","2"
"Several times a year","1997","Rural Area","Female","469","0.181684846987266","0.165652551299497","0.197717142675036","2"
"Almost never or never","1998","Urban Area","Female","2230","0.458283335212276","0.444266455850738","0.472300214573813","1"
"Almost never or never","1998","Rural Area","Male","892","0.385539816104519","0.365919506955037","0.405160125254001","1"
"Almost never or never","1998","Rural Area","Female","1133","0.468748343348478","0.449112266165891","0.488384420531065","1"
"Almost never or never","1998","Urban Area","Male","1686","0.362582029102089","0.348537445299845","0.376626612904333","1"
"At lease once a week","1998","Urban Area","Female","1313","0.292311803872024","0.279516742968067","0.305106864775981","4"
"At lease once a week","1998","Urban Area","Male","1413","0.328733765185039","0.315010320291276","0.342457210078803","4"
"At lease once a week","1998","Rural Area","Male","642","0.282410341290275","0.264263429071496","0.300557253509053","4"
"At lease once a week","1998","Rural Area","Female","582","0.245149577847311","0.228222548978988","0.262076606715635","4"
"At least once a month","1998","Urban Area","Male","402","0.0898477448027214","0.0814935576606307","0.0982019319448121","3"
"At least once a month","1998","Rural Area","Male","185","0.0680056102515345","0.0578570747567031","0.0781541457463659","3"
"At least once a month","1998","Urban Area","Female","351","0.0713913564421233","0.064148041268971","0.0786346716152756","3"
"At least once a month","1998","Rural Area","Female","168","0.0642854070314337","0.0546346227276189","0.0739361913352484","3"
"Several times a year","1998","Urban Area","Female","960","0.178013504473577","0.167252395699121","0.188774613248033","2"
"Several times a year","1998","Rural Area","Male","645","0.264044232353672","0.246274186264086","0.281814278443258","2"
"Several times a year","1998","Urban Area","Male","1000","0.21883646091015","0.206757643729735","0.230915278090566","2"
"Several times a year","1998","Rural Area","Female","598","0.221816671772777","0.205468365610448","0.238164977935106","2"
"Almost never or never","1999","Urban Area","Female","2417","0.528390787697187","0.514022722114696","0.542758853279678","1"
"Almost never or never","1999","Rural Area","Female","1305","0.543351563865128","0.523468608670173","0.563234519060084","1"
"Almost never or never","1999","Urban Area","Male","1855","0.429113019880806","0.414345124531656","0.443880915229956","1"
"Almost never or never","1999","Rural Area","Male","1057","0.476363934530989","0.455804718819261","0.496923150242717","1"
"At lease once a week","1999","Urban Area","Female","1078","0.248734278390358","0.236292165145314","0.261176391635401","4"
"At lease once a week","1999","Urban Area","Male","1216","0.292952242824744","0.279372846017836","0.306531639631651","4"
"At lease once a week","1999","Rural Area","Male","524","0.237555959686771","0.220036960876725","0.255074958496816","4"
"At lease once a week","1999","Rural Area","Female","470","0.210620445684493","0.194344632875022","0.226896258493965","4"
"At least once a month","1999","Urban Area","Male","347","0.0737526234516052","0.0659541441635237","0.0815511027396868","3"
"At least once a month","1999","Rural Area","Male","163","0.0673379285475422","0.0570218565371012","0.0776540005579832","3"
"At least once a month","1999","Urban Area","Female","285","0.0582619525256347","0.0515199778171907","0.0650039272340787","3"
"At least once a month","1999","Rural Area","Female","132","0.0529104577916842","0.0439750214327701","0.0618458941505982","3"
"Several times a year","1999","Urban Area","Female","857","0.164612981386821","0.153939516035831","0.17528644673781","2"
"Several times a year","1999","Urban Area","Male","897","0.204182113842845","0.192154668646393","0.216209559039297","2"
"Several times a year","1999","Rural Area","Male","523","0.218742177234698","0.201725068036963","0.235759286432434","2"
"Several times a year","1999","Rural Area","Female","504","0.193117532658694","0.177360825005065","0.208874240312323","2"
"Almost never or never","2000","Rural Area","Female","","","","","1"
"Almost never or never","2000","Urban Area","Male","","","","","1"
"Almost never or never","2000","Urban Area","Female","","","","","1"
"Almost never or never","2000","Rural Area","Male","","","","","1"
"At lease once a week","2000","Urban Area","Female","","","","","4"
"At lease once a week","2000","Urban Area","Male","","","","","4"
"At lease once a week","2000","Rural Area","Male","","","","","4"
"At lease once a week","2000","Rural Area","Female","","","","","4"
"At least once a month","2000","Urban Area","Male","","","","","3"
"At least once a month","2000","Urban Area","Female","","","","","3"
"At least once a month","2000","Rural Area","Male","","","","","3"
"At least once a month","2000","Rural Area","Female","","","","","3"
"Several times a year","2000","Urban Area","Male","","","","","2"
"Several times a year","2000","Urban Area","Female","","","","","2"
"Several times a year","2000","Rural Area","Male","","","","","2"
"Several times a year","2000","Rural Area","Female","","","","","2"
"Almost never or never","2001","Urban Area","Male","3073","0.445880276268791","0.434115275725384","0.457645276812199","1"
"Almost never or never","2001","Urban Area","Female","3836","0.523962761750862","0.512683943195762","0.535241580305963","1"
"Almost never or never","2001","Rural Area","Female","2137","0.577928749534426","0.562303547517592","0.593553951551259","1"
"Almost never or never","2001","Rural Area","Male","1860","0.52573598989849","0.509496622411014","0.541975357385966","1"
"At lease once a week","2001","Urban Area","Female","2099","0.275049424750317","0.264964968057834","0.285133881442801","4"
"At lease once a week","2001","Urban Area","Male","2031","0.298021876184115","0.287195904730326","0.308847847637905","4"
"At lease once a week","2001","Rural Area","Male","882","0.242325020047336","0.228389737689731","0.256260302404941","4"
"At lease once a week","2001","Rural Area","Female","877","0.234380203618551","0.220978418613457","0.247781988623644","4"
"At least once a month","2001","Urban Area","Male","505","0.0751347918929937","0.0688954213048403","0.0813741624811471","3"
"At least once a month","2001","Rural Area","Male","240","0.0633136142062213","0.0553936936015906","0.071233534810852","3"
"At least once a month","2001","Urban Area","Female","442","0.0589775448139888","0.0536572429574266","0.0642978466705511","3"
"At least once a month","2001","Rural Area","Female","185","0.0406136449536683","0.034368703683599","0.0468585862237375","3"
"Several times a year","2001","Urban Area","Female","1155","0.142010268684832","0.13412722642133","0.149893310948333","2"
"Several times a year","2001","Rural Area","Male","650","0.168625375847953","0.156448524096819","0.180802227599086","2"
"Several times a year","2001","Urban Area","Male","1248","0.1809630556541","0.171850761668652","0.190075349639547","2"
"Several times a year","2001","Rural Area","Female","639","0.147077401893355","0.135872104402903","0.158282699383808","2"
"Almost never or never","2002","Urban Area","Male","","","","","1"
"Almost never or never","2002","Urban Area","Female","","","","","1"
"Almost never or never","2002","Rural Area","Female","","","","","1"
"Almost never or never","2002","Rural Area","Male","","","","","1"
"At lease once a week","2002","Urban Area","Female","","","","","4"
"At lease once a week","2002","Urban Area","Male","","","","","4"
"At lease once a week","2002","Rural Area","Male","","","","","4"
"At lease once a week","2002","Rural Area","Female","","","","","4"
"At least once a month","2002","Urban Area","Male","","","","","3"
"At least once a month","2002","Rural Area","Female","","","","","3"
"At least once a month","2002","Rural Area","Male","","","","","3"
"At least once a month","2002","Urban Area","Female","","","","","3"
"Several times a year","2002","Rural Area","Male","","","","","2"
"Several times a year","2002","Urban Area","Female","","","","","2"
"Several times a year","2002","Urban Area","Male","","","","","2"
"Several times a year","2002","Rural Area","Female","","","","","2"
"Almost never or never","2003","Urban Area","Male","2402","0.359067029814979","0.347928721045447","0.37020533858451","1"
"Almost never or never","2003","Urban Area","Female","3007","0.427200024710568","0.416160419184571","0.438239630236565","1"
"Almost never or never","2003","Rural Area","Female","1531","0.446366058972399","0.430512326176413","0.462219791768384","1"
"Almost never or never","2003","Rural Area","Male","1334","0.402173959267215","0.386023699382663","0.418324219151767","1"
"At lease once a week","2003","Urban Area","Female","2879","0.344242787032682","0.333639503171727","0.354846070893637","4"
"At lease once a week","2003","Urban Area","Male","2658","0.348132522976003","0.337071962424819","0.359193083527188","4"
"At lease once a week","2003","Rural Area","Male","1134","0.306168148196501","0.290987432463469","0.321348863929533","4"
"At lease once a week","2003","Rural Area","Female","1198","0.300649803103155","0.286026266677402","0.315273339528907","4"
"At least once a month","2003","Urban Area","Male","658","0.0933837687546502","0.0866280334446282","0.100139504064672","3"
"At least once a month","2003","Rural Area","Female","268","0.062327274461451","0.0546175419877468","0.0700370069351552","3"
"At least once a month","2003","Urban Area","Female","534","0.0650057407682899","0.0595037893241675","0.0705076922124124","3"
"At least once a month","2003","Rural Area","Male","274","0.0783186345124708","0.0694693515010351","0.0871679175239065","3"
"Several times a year","2003","Urban Area","Male","1408","0.199416678454368","0.19013964355748","0.208693713351255","2"
"Several times a year","2003","Rural Area","Male","799","0.213339258023813","0.199846079807819","0.226832436239807","2"
"Several times a year","2003","Urban Area","Female","1293","0.16355144748846","0.155297090673848","0.171805804303072","2"
"Several times a year","2003","Rural Area","Female","780","0.190656863462995","0.178129284042304","0.203184442883687","2"
"Almost never or never","2004","Urban Area","Male","","","","","1"
"Almost never or never","2004","Urban Area","Female","","","","","1"
"Almost never or never","2004","Rural Area","Female","","","","","1"
"Almost never or never","2004","Rural Area","Male","","","","","1"
"At lease once a week","2004","Urban Area","Female","","","","","4"
"At lease once a week","2004","Rural Area","Male","","","","","4"
"At lease once a week","2004","Rural Area","Female","","","","","4"
"At lease once a week","2004","Urban Area","Male","","","","","4"
"At least once a month","2004","Urban Area","Male","","","","","3"
"At least once a month","2004","Urban Area","Female","","","","","3"
"At least once a month","2004","Rural Area","Male","","","","","3"
"At least once a month","2004","Rural Area","Female","","","","","3"
"Several times a year","2004","Urban Area","Male","","","","","2"
"Several times a year","2004","Urban Area","Female","","","","","2"
"Several times a year","2004","Rural Area","Male","","","","","2"
"Several times a year","2004","Rural Area","Female","","","","","2"
"Almost never or never","2005","Urban Area","Male","2475","0.390909845004718","0.379128782022563","0.402690907986873","1"
"Almost never or never","2005","Urban Area","Female","2981","0.445253310349823","0.433811626672534","0.456694994027111","1"
"Almost never or never","2005","Rural Area","Female","1555","0.468085446845941","0.451650487527561","0.484520406164322","1"
"Almost never or never","2005","Rural Area","Male","1377","0.442704781213029","0.425734700237631","0.459674862188427","1"
"At lease once a week","2005","Urban Area","Female","2488","0.317548756755491","0.306831589174283","0.328265924336698","4"
"At lease once a week","2005","Rural Area","Female","1059","0.271946396581833","0.257290632689983","0.286602160473684","4"
"At lease once a week","2005","Urban Area","Male","2280","0.325870161929843","0.314553992089589","0.337186331770098","4"
"At lease once a week","2005","Rural Area","Male","953","0.269697195277274","0.254534589306227","0.284859801248321","4"
"At least once a month","2005","Urban Area","Male","582","0.0904276907031366","0.0835034091454761","0.0973519722607971","3"
"At least once a month","2005","Urban Area","Female","550","0.0749716692735918","0.0689089828505534","0.0810343556966303","3"
"At least once a month","2005","Rural Area","Female","237","0.0676080891209252","0.0593385042873702","0.0758776739544802","3"
"At least once a month","2005","Rural Area","Male","258","0.0803466675437376","0.0710595667574132","0.089633768330062","3"
"Several times a year","2005","Urban Area","Male","1253","0.192792302362302","0.183267787233213","0.202316817491391","2"
